time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
1024,180.0,13.39085578918457,,,,,,,,,,,,,,,
2048,180.0,14.763858795166016,,,,,,,,,,,,,,,
3072,180.0,13.609302520751953,0.2,12.039924621582031,0.39130859375,0.0003,0.027892437,0.0032758116722106934,35.828882694244385,-0.04568750587350223,10,-5.868265092372894,,,,,
4096,180.0,13.88149642944336,,,,,,,,,,,,,,,
5120,180.0,13.47532844543457,0.2,9.397544860839844,0.34951171875,0.0003,0.024038155,1.1920928955078125e-07,32.12055251300335,-0.04456054838083219,20,-5.8450221717357635,,,,,
6144,180.0,13.889644622802734,,,,,,,,,,,,,,,
7168,180.0,15.646759986877441,0.2,18.84615135192871,0.37890625,0.0003,0.025531616,0.0,38.97009416520596,-0.047249474347336215,30,-5.812973190844059,,,,,
8192,180.0,13.9749174118042,,,,,,,,,,,,,,,
9216,180.0,14.952205657958984,0.2,19.625967025756836,0.311181640625,0.0003,0.02045694,0.0,44.9907746553421,-0.04199339266051538,40,-5.797008997201919,,,,,
10240,180.0,15.841058731079102,,,,,,,,,,,,,,,
11264,180.0,16.065153121948242,0.2,27.242307662963867,0.320751953125,0.0003,0.021114388,1.1920928955078125e-07,41.077379423379895,-0.044465585498255675,50,-5.77144223600626,,,,,
12288,180.0,13.003389358520508,,,,,,,,,,,,,,,
13312,180.0,15.23724365234375,0.2,20.553306579589844,0.33828125,0.0003,0.024023581,0.0,44.90052616894245,-0.042468623296008444,60,-5.747042237222194,,,,,
14336,180.0,13.920853614807129,,,,,,,,,,,,,,,
15360,180.0,15.108546257019043,0.2,25.154245376586914,0.304931640625,0.0003,0.02237824,-1.1920928955078125e-07,41.22426329255104,-0.04451226306555327,70,-5.724207934737206,,,,,
16384,180.0,14.077306747436523,,,,,,,,,,,,,,,
17408,180.0,15.396139144897461,0.2,8.105820655822754,0.2857421875,0.0003,0.023342123,0.0,36.66110446602106,-0.04104426722042263,80,-5.691481614112854,,,,,
18432,180.0,14.158201217651367,,,,,,,,,,,,,,,
19456,180.0,15.22171401977539,0.2,12.859517097473145,0.333935546875,0.0003,0.025054531,1.7881393432617188e-07,44.946033915877344,-0.04487234975822503,90,-5.648181940615177,,,,,
20480,180.0,15.232898712158203,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,64,10,319,13.74539644,180.0
21504,180.0,14.80447006225586,0.2,11.640816688537598,0.37666015625,0.0003,0.026620174,0.0,35.33177301287651,-0.04704393723804969,100,-5.617501546442509,,,,,
22528,180.0,16.010875701904297,,,,,,,,,,,,,,,
23552,180.0,15.57871150970459,0.2,15.202427864074707,0.32861328125,0.0003,0.023686945,-1.1920928955078125e-07,40.21725229024887,-0.04824436886119656,110,-5.569093227386475,,,,,
24576,180.0,15.362197875976562,,,,,,,,,,,,,,,
25600,180.0,16.448740005493164,0.2,23.306509017944336,0.387939453125,0.0003,0.028876217,0.0,43.41876073181629,-0.05066183923918288,120,-5.560000607371331,,,,,
26624,180.0,16.824047088623047,,,,,,,,,,,,,,,
27648,180.0,14.5366849899292,0.2,14.342347145080566,0.408740234375,0.0003,0.026608104,0.0,36.43830723464489,-0.04992195049999282,130,-5.503273990750313,,,,,
28672,180.0,15.703483581542969,,,,,,,,,,,,,,,
29696,180.0,17.878585815429688,0.2,28.372854232788086,0.435888671875,0.0003,0.03174287,0.0,38.78714852929115,-0.04801594406744698,140,-5.446423618495464,,,,,
30720,180.0,14.611701965332031,,,,,,,,,,,,,,,
