time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/n_updates,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations
17408,27.0,43.58204650878906,77686.32150878906,-0.01677581186813768,-5.857124058902263,33882.41015625,0.0,0.0040664813,0.006640625,0.0003,0.2,80,,,,,
18432,27.0,38.83169174194336,,,,,,,,,,,,,,,
19456,27.0,42.885643005371094,83329.83487548828,-0.016654804813151715,-5.852732665836811,50115.93359375,0.0,0.0040876633,0.00361328125,0.0003,0.2,90,,,,,
20480,27.0,39.716529846191406,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,52,387,730.81156163,27.0,10
21504,27.0,39.03494644165039,84004.41889648438,-0.015771069608308607,-5.847424091398716,36524.89453125,0.0,0.0037376306,0.004248046875,0.0003,0.2,100,,,,,
22528,27.0,39.654083251953125,,,,,,,,,,,,,,,
23552,27.0,39.855796813964844,77524.97877197266,-0.016896317650389393,-5.844429603219032,38825.34375,0.0,0.0043428284,0.0064453125,0.0003,0.2,110,,,,,
24576,27.0,37.37401580810547,,,,,,,,,,,,,,,
25600,27.0,44.064414978027344,76857.18959960938,-0.014140750038495752,-5.842068712413311,36271.3984375,1.1920928955078125e-07,0.0037071025,0.005419921875,0.0003,0.2,120,,,,,
26624,27.0,44.29804611206055,,,,,,,,,,,,,,,
27648,27.0,37.55943298339844,77559.97862548828,-0.01645866968901828,-5.839241388440132,37213.296875,0.0,0.0045107873,0.007080078125,0.0003,0.2,130,,,,,
28672,27.0,41.7797966003418,,,,,,,,,,,,,,,
29696,27.0,36.33451461791992,84996.81030273438,-0.01678175223933067,-5.833018906414509,36815.2265625,0.0,0.0041237613,0.00458984375,0.0003,0.2,140,,,,,
30720,27.0,40.079490661621094,,,,,,,,,,,,,,,
31744,27.0,35.44567108154297,76704.31540527343,-0.014914679760113358,-5.826222777366638,39637.94921875,0.0,0.00425137,0.00947265625,0.0003,0.2,150,,,,,
32768,27.0,39.66376876831055,,,,,,,,,,,,,,,
33792,27.0,41.88226318359375,77777.72901611328,-0.020596972000203096,-5.82391545176506,45121.21875,1.1920928955078125e-07,0.005267759,0.01552734375,0.0003,0.2,160,,,,,
34816,27.0,39.99573516845703,,,,,,,,,,,,,,,
35840,27.0,40.74309539794922,75159.4029296875,-0.01933748962910613,-5.819097277522087,38183.015625,0.0,0.005185332,0.02080078125,0.0003,0.2,170,,,,,
36864,27.0,35.64600372314453,,,,,,,,,,,,,,,
37888,27.0,40.817604064941406,80417.4974243164,-0.016868819943920244,-5.814220552146435,40217.09765625,0.0,0.004621812,0.007568359375,0.0003,0.2,180,,,,,
38912,27.0,38.206512451171875,,,,,,,,,,,,,,,
39936,27.0,33.77241134643555,81594.77541503907,-0.01630180500942515,-5.810749199986458,41055.9765625,0.0,0.004274081,0.00791015625,0.0003,0.2,190,,,,,
40960,27.0,35.180912017822266,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,97,418,719.13273136,27.0,20
41984,27.0,39.24146270751953,76064.81160888672,-0.019702570512890816,-5.8036960944533345,39526.7421875,0.0,0.005407826,0.01435546875,0.0003,0.2,200,,,,,
43008,27.0,42.20050811767578,,,,,,,,,,,,,,,
44032,27.0,36.526405334472656,79189.83887939453,-0.01933336028305348,-5.798879146575928,40709.38671875,0.0,0.005336606,0.017431640625,0.0003,0.2,210,,,,,
45056,27.0,41.26100158691406,,,,,,,,,,,,,,,
46080,27.0,43.15802001953125,73865.75484619141,-0.01925271172367502,-5.795531891286373,34158.98046875,-1.1920928955078125e-07,0.005578454,0.01767578125,0.0003,0.2,220,,,,,
47104,27.0,38.778621673583984,,,,,,,,,,,,,,,
48128,27.0,38.78803253173828,78331.2677368164,-0.019717012043111028,-5.7902109593153,36322.91796875,0.0,0.005741864,0.019677734375,0.0003,0.2,230,,,,,
49152,27.0,40.394264221191406,,,,,,,,,,,,,,,
50176,27.0,38.36102294921875,76511.42569580078,-0.018602968725463142,-5.778159306943417,39891.8125,0.0,0.0054964027,0.0166015625,0.0003,0.2,240,,,,,
51200,27.0,40.13421630859375,,,,,,,,,,,,,,,
52224,27.0,37.302879333496094,76514.62734375,-0.016530782741028816,-5.771481803059578,37480.3125,-1.1920928955078125e-07,0.0048775454,0.0091796875,0.0003,0.2,250,,,,,
53248,27.0,37.636497497558594,,,,,,,,,,,,,,,
54272,27.0,36.463348388671875,82887.85717773438,-0.014717090416525025,-5.766666184365749,39930.453125,0.0,0.0041876514,0.01044921875,0.0003,0.2,260,,,,,
55296,27.0,36.43590545654297,,,,,,,,,,,,,,,
56320,27.0,39.977134704589844,75097.03669433594,-0.01904073089972371,-5.76514757424593,34495.08203125,0.0,0.0058873803,0.01923828125,0.0003,0.2,270,,,,,
57344,27.0,41.34480285644531,,,,,,,,,,,,,,,
58368,27.0,38.00301742553711,70612.46672363281,-0.02374043134332169,-5.758588929474354,32394.23828125,0.0,0.006637346,0.035205078125,0.0003,0.2,280,,,,,
59392,27.0,42.02464294433594,,,,,,,,,,,,,,,
60416,27.0,39.92793273925781,70781.7416015625,-0.01976018262503203,-5.7487821012735365,35521.43359375,2.384185791015625e-07,0.0063903835,0.023876953125,0.0003,0.2,290,,,,,
