time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/n_updates,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations
61440,27.0,37.66691589355469,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,144,425,740.7991571199999,27.0,30
62464,27.0,40.66949462890625,82956.58908691406,-0.015592334064422175,-5.742494808137417,38750.203125,0.0,0.0047257934,0.01064453125,0.0003,0.2,300,,,,,
63488,27.0,38.522308349609375,,,,,,,,,,,,,,,
64512,27.0,42.64301300048828,76591.28759765625,-0.01826109954417916,-5.739499720931053,40605.203125,-1.1920928955078125e-07,0.0055451193,0.017431640625,0.0003,0.2,310,,,,,
65536,27.0,42.0595703125,,,,,,,,,,,,,,,
66560,27.0,35.75336456298828,76122.36909179688,-0.01953856638720026,-5.736874997615814,39751.51171875,0.0,0.005740419,0.02109375,0.0003,0.2,320,,,,,
67584,27.0,37.0272216796875,,,,,,,,,,,,,,,
68608,27.0,38.95777130126953,72538.36630859374,-0.019046313759463373,-5.7298308402299885,32505.087890625,1.1920928955078125e-07,0.0056575174,0.028955078125,0.0003,0.2,330,,,,,
69632,27.0,38.23198699951172,,,,,,,,,,,,,,,
70656,27.0,42.472923278808594,73036.65709228515,-0.019766767717374022,-5.73181341290474,39940.80078125,-2.384185791015625e-07,0.006225414,0.01416015625,0.0003,0.2,340,,,,,
71680,27.0,41.23850631713867,,,,,,,,,,,,,,,
72704,27.0,40.92638397216797,73792.64416503906,-0.02242861753475154,-5.7347851768136024,38199.67578125,1.7881393432617188e-07,0.006790722,0.028515625,0.0003,0.2,350,,,,,
73728,27.0,47.384849548339844,,,,,,,,,,,,,,,
74752,27.0,41.96258544921875,75305.81065673828,-0.01770989053766243,-5.726645648479462,38279.5859375,0.0,0.0057310853,0.01376953125,0.0003,0.2,360,,,,,
75776,27.0,40.22071838378906,,,,,,,,,,,,,,,
76800,27.0,36.98513412475586,71877.96052246094,-0.02094383981602732,-5.707780033349991,33703.44921875,0.0,0.0059110504,0.03408203125,0.0003,0.2,370,,,,,
77824,27.0,40.897579193115234,,,,,,,,,,,,,,,
78848,27.0,38.6125373840332,72032.8673828125,-0.018876005384663587,-5.700361613929272,32960.4375,0.0,0.006423129,0.026318359375,0.0003,0.2,380,,,,,
79872,27.0,42.8392333984375,,,,,,,,,,,,,,,
80896,27.0,42.79386520385742,71396.26771240235,-0.01965300454030512,-5.688209390640258,32439.576171875,0.0,0.006659338,0.02802734375,0.0003,0.2,390,,,,,
81920,27.0,41.90201187133789,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,189,432,727.6345338499999,27.0,40
82944,27.0,38.26234436035156,75125.85277099609,-0.0164802351151593,-5.680533863604069,35188.41796875,0.0,0.005252203,0.0234375,0.0003,0.2,400,,,,,
83968,27.0,42.827388763427734,,,,,,,,,,,,,,,
84992,27.0,44.23863983154297,73920.609765625,-0.022006205131765454,-5.681986905634403,39325.66796875,0.0,0.0071215504,0.03505859375,0.0003,0.2,410,,,,,
86016,27.0,40.986183166503906,,,,,,,,,,,,,,,
87040,27.0,38.61906433105469,70959.11696777344,-0.021579790394753218,-5.669909943640232,31327.19140625,1.1920928955078125e-07,0.007087738,0.029736328125,0.0003,0.2,420,,,,,
88064,27.0,43.58412170410156,,,,,,,,,,,,,,,
89088,27.0,45.30057144165039,71884.03270263672,-0.0226121968778898,-5.661972565948963,39266.48828125,-1.1920928955078125e-07,0.00756441,0.040283203125,0.0003,0.2,430,,,,,
90112,27.0,38.74795150756836,,,,,,,,,,,,,,,
91136,27.0,40.968360900878906,72277.83516845704,-0.017871809637290424,-5.66899234354496,34143.95703125,0.0,0.0070217997,0.0232421875,0.0003,0.2,440,,,,,
92160,27.0,40.149200439453125,,,,,,,,,,,,,,,
93184,27.0,39.292152404785156,75084.12775878907,-0.01908520763681736,-5.663700518012047,42054.9453125,-1.1920928955078125e-07,0.006327056,0.022216796875,0.0003,0.2,450,,,,,
94208,27.0,38.86558532714844,,,,,,,,,,,,,,,
95232,27.0,36.447265625,72444.32279052734,-0.02010488267551409,-5.652980209887028,35346.76171875,0.0,0.0074709165,0.032177734375,0.0003,0.2,460,,,,,
96256,27.0,41.51511764526367,,,,,,,,,,,,,,,
97280,27.0,43.25874328613281,73811.44250488281,-0.02036195023320033,-5.658583118021488,37048.91796875,0.0,0.0067638066,0.035546875,0.0003,0.2,470,,,,,
98304,27.0,38.679054260253906,,,,,,,,,,,,,,,
99328,27.0,40.2426872253418,74905.82200927734,-0.021235474821878597,-5.6585984259843825,37288.8359375,0.0,0.0076240934,0.0404296875,0.0003,0.2,480,,,,,
100352,27.0,41.67407989501953,,,,,,,,,,,,,,,
101376,27.0,42.10483169555664,76533.20489501953,-0.02187736395135289,-5.651215723156929,40964.109375,0.0,0.007480502,0.02626953125,0.0003,0.2,490,,,,,
102400,27.0,36.51444625854492,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,234,436,734.18865927,27.0,50
103424,27.0,41.63158416748047,71847.18575439454,-0.02011351475084666,-5.636241441965103,33858.875,1.1920928955078125e-07,0.007058754,0.02587890625,0.0003,0.2,500,,,,,
104448,27.0,39.35984420776367,,,,,,,,,,,,,,,
105472,27.0,45.23431396484375,65642.94787597656,-0.02141808234155178,-5.628545734286308,31448.572265625,0.0,0.007875374,0.035546875,0.0003,0.2,510,,,,,
106496,27.0,48.094356536865234,,,,,,,,,,,,,,,
