time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/explained_variance,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps
64512,180.0,17.027667999267578,0.0,45.56262603998184,310,-0.03128145837472403,0.0003,0.31796875,15.830223083496094,0.2,0.020230353,-5.261849443614483,,,,,
65536,180.0,19.121593475341797,,,,,,,,,,,,,,,
66560,180.0,19.477828979492188,0.0,41.84720190167427,320,-0.03817108647926944,0.0003,0.389208984375,26.35840606689453,0.2,0.021009639,-5.231557579338551,,,,,
67584,180.0,18.98625946044922,,,,,,,,,,,,,,,
68608,180.0,20.22637939453125,0.0,46.899595725536344,330,-0.030912192740652246,0.0003,0.310693359375,27.43674659729004,0.2,0.020791676,-5.171941235661507,,,,,
69632,180.0,20.28265380859375,,,,,,,,,,,,,,,
70656,180.0,20.186298370361328,0.0,40.67792582213879,340,-0.03282181842514546,0.0003,0.332373046875,16.966102600097656,0.2,0.019879842,-5.124732302129269,,,,,
71680,180.0,19.03968048095703,,,,,,,,,,,,,,,
72704,180.0,17.890785217285156,0.0,42.56399978995323,350,-0.029881670090253463,0.0003,0.280859375,16.11850929260254,0.2,0.019728888,-5.121751795709133,,,,,
73728,180.0,21.80303382873535,,,,,,,,,,,,,,,
74752,180.0,20.707714080810547,0.0,45.142076787352565,360,-0.0297511522017885,0.0003,0.3048828125,17.562082290649414,0.2,0.020621667,-5.092040964961052,,,,,
75776,180.0,18.23265266418457,,,,,,,,,,,,,,,
76800,180.0,21.457096099853516,0.0,48.23222175836563,370,-0.026304441098181995,0.0003,0.2857421875,19.11211585998535,0.2,0.022536103,-5.11041120737791,,,,,
77824,180.0,20.562088012695312,,,,,,,,,,,,,,,
78848,180.0,21.72494888305664,-1.1920928955078125e-07,44.024389991164206,380,-0.031832198752090334,0.0003,0.323291015625,21.55298614501953,0.2,0.023173897,-5.079315692186356,,,,,
79872,180.0,22.022584915161133,,,,,,,,,,,,,,,
80896,180.0,20.27042007446289,5.960464477539063e-08,48.4535280674696,390,-0.028826406539883463,0.0003,0.28037109375,26.17451286315918,0.2,0.01948199,-5.044136290252209,,,,,
81920,180.0,23.189607620239258,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,40,243,19.577070550000002,180.0,336
82944,180.0,20.623123168945312,0.0,46.857154458761215,400,-0.02829450961216935,0.0003,0.28515625,23.368282318115234,0.2,0.019951673,-5.039018496870995,,,,,
83968,180.0,22.407590866088867,,,,,,,,,,,,,,,
84992,180.0,20.47472381591797,0.0,46.8916570186615,410,-0.028801545844180508,0.0003,0.273779296875,21.52682113647461,0.2,0.020060265,-5.0248588368296625,,,,,
86016,180.0,20.818115234375,,,,,,,,,,,,,,,
87040,180.0,18.387338638305664,0.0,43.37290078997612,420,-0.02820212257138337,0.0003,0.30302734375,19.868427276611328,0.2,0.020534545,-4.984312088787556,,,,,
88064,180.0,20.725343704223633,,,,,,,,,,,,,,,
89088,180.0,23.204742431640625,0.0,45.15399889647961,430,-0.03208949085237691,0.0003,0.3189453125,20.88046646118164,0.2,0.022270814,-4.966184997558594,,,,,
90112,180.0,22.188133239746094,,,,,,,,,,,,,,,
91136,180.0,24.67550277709961,-1.1920928955078125e-07,47.01704611778259,440,-0.03134216027247021,0.0003,0.30166015625,30.462934494018555,0.2,0.020851672,-4.869767880439758,,,,,
92160,180.0,25.16004753112793,,,,,,,,,,,,,,,
93184,180.0,21.91948699951172,0.0,45.61575708687305,450,-0.02904692299925955,0.0003,0.31298828125,18.19577407836914,0.2,0.020802647,-4.743912610411644,,,,,
94208,180.0,26.91935920715332,,,,,,,,,,,,,,,
95232,180.0,26.93010902404785,0.0,48.28766464591026,460,-0.03223856015101774,0.0003,0.33662109375,34.271183013916016,0.2,0.021838475,-4.709752650558949,,,,,
96256,180.0,22.977001190185547,,,,,,,,,,,,,,,
97280,180.0,22.871721267700195,0.0,44.685492953658105,470,-0.027342996340303218,0.0003,0.292724609375,27.43362808227539,0.2,0.020565681,-4.704487051069736,,,,,
98304,180.0,26.0487060546875,,,,,,,,,,,,,,,
99328,180.0,22.812583923339844,-1.1920928955078125e-07,50.826700711250304,480,-0.029689483126276173,0.0003,0.323291015625,22.088953018188477,0.2,0.022881815,-4.74078566879034,,,,,
100352,180.0,25.089595794677734,,,,,,,,,,,,,,,
101376,180.0,26.66546630859375,-1.1920928955078125e-07,44.96809669733047,490,-0.026976961709442547,0.0003,0.284423828125,18.648012161254883,0.2,0.020871582,-4.719638259708882,,,,,
102400,180.0,24.546669006347656,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,50,305,23.720025950000004,180.0,335
103424,180.0,24.559326171875,0.0,44.53578932881355,500,-0.026883009259472603,0.0003,0.296044921875,23.13602638244629,0.2,0.018615093,-4.687077730894089,,,,,
104448,180.0,27.66767120361328,,,,,,,,,,,,,,,
105472,180.0,24.739055633544922,0.0,42.76043304800987,510,-0.02692618975925143,0.0003,0.28740234375,11.974251747131348,0.2,0.017325144,-4.692578129470348,,,,,
106496,180.0,24.00697135925293,,,,,,,,,,,,,,,
107520,180.0,26.483430862426758,0.0,43.20977507829666,520,-0.02636578481469769,0.0003,0.247314453125,27.823856353759766,0.2,0.018789265,-4.6754083901643755,,,,,
108544,180.0,27.430105209350586,,,,,,,,,,,,,,,
109568,180.0,27.778209686279297,0.0,50.13703402280807,530,-0.026221911859465763,0.0003,0.260986328125,18.542953491210938,0.2,0.019045442,-4.660963183641433,,,,,
110592,180.0,24.60701560974121,,,,,,,,,,,,,,,
111616,180.0,28.17177963256836,-1.1920928955078125e-07,46.716932100057605,540,-0.027819327211182097,0.0003,0.274951171875,30.39506721496582,0.2,0.019397771,-4.578924235701561,,,,,
112640,180.0,29.48999786376953,,,,,,,,,,,,,,,
113664,180.0,25.178213119506836,0.0,52.19430223107338,550,-0.022311241438728757,0.0003,0.2556640625,29.76664924621582,0.2,0.019053211,-4.492484116554261,,,,,
114688,180.0,27.912208557128906,,,,,,,,,,,,,,,
115712,180.0,29.072513580322266,0.0,49.34142265915871,560,-0.025559287212672643,0.0003,0.24873046875,15.9873046875,0.2,0.016238175,-4.481732557713985,,,,,
116736,180.0,28.613853454589844,,,,,,,,,,,,,,,
117760,180.0,28.439468383789062,0.0,43.704334628582004,570,-0.026392398364259863,0.0003,0.263916015625,16.020536422729492,0.2,0.02101941,-4.397102749347686,,,,,
118784,180.0,30.3642635345459,,,,,,,,,,,,,,,
119808,180.0,25.96210479736328,0.0,46.23106989264488,580,-0.021659394542803058,0.0003,0.2041015625,17.423561096191406,0.2,0.016709443,-4.423176021873951,,,,,
120832,180.0,27.760595321655273,,,,,,,,,,,,,,,
121856,180.0,30.929588317871094,0.0,46.00676544904709,590,-0.020701106954948045,0.0003,0.255419921875,28.328462600708008,0.2,0.01616552,-4.429861278831959,,,,,
122880,180.0,25.529130935668945,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,60,365,28.87647838,180.0,336
123904,180.0,30.73415756225586,0.0,51.46426513195038,600,-0.026059212058316916,0.0003,0.2630859375,15.514458656311035,0.2,0.018350858,-4.429913546144962,,,,,
124928,180.0,29.12166976928711,,,,,,,,,,,,,,,
125952,180.0,30.563255310058594,1.1920928955078125e-07,42.117679154872896,610,-0.024692287248035426,0.0003,0.230615234375,25.73836898803711,0.2,0.019564673,-4.467453183233738,,,,,
126976,180.0,28.241594314575195,,,,,,,,,,,,,,,
128000,180.0,31.59248924255371,0.0,44.14334845542908,620,-0.024086874665226788,0.0003,0.230908203125,23.135141372680664,0.2,0.016885737,-4.429682557284832,,,,,
129024,180.0,29.001026153564453,,,,,,,,,,,,,,,
130048,180.0,27.235820770263672,5.960464477539063e-08,48.80804708003998,630,-0.02373029636728461,0.0003,0.26494140625,21.625532150268555,0.2,0.018143777,-4.4223287627100945,,,,,
131072,180.0,27.505783081054688,,,,,,,,,,,,,,,
132096,180.0,28.946910858154297,5.960464477539063e-08,49.414862495660785,640,-0.02702263483661227,0.0003,0.263232421875,23.921472549438477,0.2,0.018678183,-4.431483758985996,,,,,
133120,180.0,30.23863410949707,,,,,,,,,,,,,,,
134144,180.0,29.674171447753906,0.0,47.81009570360184,650,-0.02896856482111616,0.0003,0.26630859375,23.999370574951172,0.2,0.019871969,-4.385506685078144,,,,,
135168,180.0,29.15863800048828,,,,,,,,,,,,,,,
136192,180.0,29.225345611572266,0.0,44.30454574823379,660,-0.025998130910738836,0.0003,0.2474609375,13.70644474029541,0.2,0.018509915,-4.303241397440433,,,,,
137216,180.0,31.98944854736328,,,,,,,,,,,,,,,
138240,180.0,31.28301239013672,-1.1920928955078125e-07,53.317787897586825,670,-0.027205361647065728,0.0003,0.265234375,22.331218719482422,0.2,0.01761057,-4.313994646072388,,,,,
139264,180.0,34.750518798828125,,,,,,,,,,,,,,,
140288,180.0,32.31062698364258,0.0,44.907996964454654,680,-0.031336936514708216,0.0003,0.28857421875,20.268218994140625,0.2,0.019604579,-4.272356684505939,,,,,
141312,180.0,31.080303192138672,,,,,,,,,,,,,,,
142336,180.0,34.447689056396484,-1.1920928955078125e-07,45.403434538841246,690,-0.022336039232322948,0.0003,0.23505859375,24.903921127319336,0.2,0.020883588,-4.273282749950885,,,,,
143360,180.0,33.65129089355469,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,70,426,29.352520999999996,180.0,336
144384,180.0,31.046297073364258,-1.1920928955078125e-07,50.59427725672722,700,-0.021011297377117443,0.0003,0.243603515625,19.389522552490234,0.2,0.017291736,-4.277483068406582,,,,,
145408,180.0,33.917320251464844,,,,,,,,,,,,,,,
146432,180.0,28.589797973632812,-1.1920928955078125e-07,48.15147443413734,710,-0.023685025749728084,0.0003,0.23095703125,31.974184036254883,0.2,0.017568711,-4.284598748385906,,,,,
147456,180.0,31.209672927856445,,,,,,,,,,,,,,,
148480,180.0,33.28273010253906,0.0,52.182884353399274,720,-0.02198397473839577,0.0003,0.219677734375,16.2825984954834,0.2,0.015180307,-4.2518230229616165,,,,,
149504,180.0,33.5130500793457,,,,,,,,,,,,,,,
150528,180.0,35.71630859375,0.0,48.23176220059395,730,-0.025659786393225657,0.0003,0.23466796875,21.977975845336914,0.2,0.017850734,-4.216470323503017,,,,,
151552,180.0,35.623199462890625,,,,,,,,,,,,,,,
152576,180.0,29.427841186523438,0.0,48.50532070398331,740,-0.026929099638073238,0.0003,0.25791015625,23.373523712158203,0.2,0.016834,-4.219511151313782,,,,,
153600,180.0,35.012699127197266,,,,,,,,,,,,,,,
154624,180.0,31.536203384399414,-1.1920928955078125e-07,59.20634216666222,750,-0.025152221001917496,0.0003,0.21826171875,55.43391799926758,0.2,0.019380428,-4.149446488916874,,,,,
155648,180.0,36.08176040649414,,,,,,,,,,,,,,,
156672,180.0,32.623626708984375,0.0,44.52172494530678,760,-0.0242510622687405,0.0003,0.25244140625,29.928939819335938,0.2,0.019147776,-4.160789372026921,,,,,
157696,180.0,31.286571502685547,,,,,,,,,,,,,,,
158720,180.0,32.235748291015625,0.0,40.003095561265944,770,-0.027690668385184837,0.0003,0.285400390625,18.438013076782227,0.2,0.022185404,-4.1831747338175775,,,,,
159744,180.0,39.47844314575195,,,,,,,,,,,,,,,
160768,180.0,33.07619094848633,5.960464477539063e-08,46.610791254043576,780,-0.026270316432055553,0.0003,0.2896484375,25.303661346435547,0.2,0.02096996,-4.245011493563652,,,,,
161792,180.0,33.36134719848633,,,,,,,,,,,,,,,
162816,180.0,35.331172943115234,0.0,42.75066604614258,790,-0.02386907476466149,0.0003,0.24375,21.705923080444336,0.2,0.01970931,-4.200674860179424,,,,,
163840,180.0,35.71429443359375,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,80,487,33.24938664,180.0,336
164864,180.0,33.458526611328125,0.0,49.27353253364563,800,-0.027060896971670446,0.0003,0.261083984375,30.77263641357422,0.2,0.021514751,-4.307922044396401,,,,,
165888,180.0,34.482234954833984,,,,,,,,,,,,,,,
166912,180.0,29.144746780395508,5.960464477539063e-08,49.72887409031391,810,-0.02690876516426215,0.0003,0.263134765625,26.6234073638916,0.2,0.018487407,-4.364798790216446,,,,,
167936,180.0,33.186767578125,,,,,,,,,,,,,,,
168960,180.0,30.241230010986328,5.960464477539063e-08,59.78002880811691,820,-0.02513440795155475,0.0003,0.24697265625,44.327186584472656,0.2,0.016951855,-4.341933338344097,,,,,
169984,180.0,30.76520538330078,,,,,,,,,,,,,,,
171008,180.0,31.822669982910156,1.7881393432617188e-07,50.489109355211255,830,-0.021159117686329408,0.0003,0.215673828125,24.717193603515625,0.2,0.01687733,-4.36704436391592,,,,,
172032,180.0,33.33824157714844,,,,,,,,,,,,,,,
173056,180.0,33.86480712890625,0.0,45.05592728853226,840,-0.024537475088436622,0.0003,0.2447265625,23.201406478881836,0.2,0.017060772,-4.373994456231594,,,,,
174080,180.0,30.891469955444336,,,,,,,,,,,,,,,
175104,180.0,31.933378219604492,0.0,54.09829866886139,850,-0.021117194094404112,0.0003,0.200732421875,32.262550354003906,0.2,0.016644567,-4.352906811237335,,,,,
176128,180.0,36.12248229980469,,,,,,,,,,,,,,,
177152,180.0,33.15342712402344,0.0,50.70826980471611,860,-0.023755381758383008,0.0003,0.268701171875,19.806934356689453,0.2,0.01799759,-4.268583889305591,,,,,
178176,180.0,31.67563247680664,,,,,,,,,,,,,,,
179200,180.0,31.802574157714844,0.0,53.6512362241745,870,-0.021463766806118657,0.0003,0.22568359375,21.997493743896484,0.2,0.018064618,-4.314960908889771,,,,,
180224,180.0,36.307037353515625,,,,,,,,,,,,,,,
181248,180.0,33.61488723754883,0.0,57.748360472917554,880,-0.02116924351430498,0.0003,0.212158203125,28.397865295410156,0.2,0.015715137,-4.3147252082824705,,,,,
182272,180.0,30.279935836791992,,,,,,,,,,,,,,,
183296,180.0,35.38642501831055,0.0,52.149181270599364,890,-0.021716589317657055,0.0003,0.223046875,26.870405197143555,0.2,0.019744877,-4.309062734246254,,,,,
184320,180.0,37.458457946777344,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,90,547,33.502057050000005,180.0,336
185344,180.0,32.84794998168945,-1.1920928955078125e-07,45.16133747696877,900,-0.023181476887111786,0.0003,0.253955078125,16.87898063659668,0.2,0.017247487,-4.3021831780672075,,,,,
186368,180.0,35.29572296142578,,,,,,,,,,,,,,,
187392,180.0,37.938228607177734,5.960464477539063e-08,56.53749977350235,910,-0.023732450568058994,0.0003,0.2486328125,31.35077667236328,0.2,0.020609535,-4.253967379033566,,,,,
188416,180.0,36.732208251953125,,,,,,,,,,,,,,,
189440,180.0,34.81446075439453,0.0,49.81434403061867,920,-0.021498328122106614,0.0003,0.21015625,17.406953811645508,0.2,0.015939308,-4.22155464142561,,,,,
190464,180.0,34.10894775390625,,,,,,,,,,,,,,,
191488,180.0,38.76751708984375,0.0,53.755068850517276,930,-0.025519937757053412,0.0003,0.2576171875,35.706153869628906,0.2,0.017237632,-4.105768170952797,,,,,
192512,180.0,40.37041473388672,,,,,,,,,,,,,,,
193536,180.0,39.33856964111328,0.0,58.808592861890794,940,-0.02262454316514777,0.0003,0.2171875,25.690540313720703,0.2,0.01780776,-4.064497224986553,,,,,
194560,180.0,43.06360626220703,,,,,,,,,,,,,,,
195584,180.0,36.22368240356445,5.960464477539063e-08,53.540348696708676,950,-0.020812476080027408,0.0003,0.2203125,17.918664932250977,0.2,0.017969616,-4.120344159007073,,,,,
196608,180.0,39.71209716796875,,,,,,,,,,,,,,,
197632,180.0,44.34607696533203,-1.1920928955078125e-07,56.4577590405941,960,-0.0203084786538966,0.0003,0.2353515625,25.73942756652832,0.2,0.01622865,-4.108515644073487,,,,,
198656,180.0,41.400665283203125,,,,,,,,,,,,,,,
199680,180.0,39.514793395996094,0.0,53.83116173148155,970,-0.020292181463446468,0.0003,0.19423828125,27.66288185119629,0.2,0.015974961,-4.118172207474709,,,,,
200704,180.0,45.50884246826172,,,,,,,,,,,,,,,
201728,180.0,37.11431121826172,-1.1920928955078125e-07,54.24228628277778,980,-0.02308066943078302,0.0003,0.23349609375,22.40951919555664,0.2,0.019867009,-4.158079315721989,,,,,
202752,180.0,41.25178527832031,,,,,,,,,,,,,,,
203776,180.0,36.25413513183594,5.960464477539063e-08,48.67300691604614,990,-0.025177062102011406,0.0003,0.27197265625,24.516002655029297,0.2,0.017563809,-4.195462958514691,,,,,
204800,180.0,38.889381408691406,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,100,608,38.83094386,180.0,336
205824,180.0,42.75777053833008,5.960464477539063e-08,58.315880477428436,1000,-0.022284834025049348,0.0003,0.233203125,22.653894424438477,0.2,0.019175611,-4.180953679978847,,,,,
206848,180.0,39.967559814453125,,,,,,,,,,,,,,,
207872,180.0,41.51504898071289,-1.1920928955078125e-07,56.620519852638246,1010,-0.023947034130105748,0.0003,0.25244140625,17.881698608398438,0.2,0.017319988,-4.154530464112758,,,,,
208896,180.0,40.076805114746094,,,,,,,,,,,,,,,
209920,180.0,40.86077880859375,-1.1920928955078125e-07,53.02046609520912,1020,-0.021684092724171933,0.0003,0.21640625,20.759815216064453,0.2,0.018445283,-4.150451630353928,,,,,
210944,180.0,46.231048583984375,,,,,,,,,,,,,,,
211968,180.0,40.855812072753906,-1.1920928955078125e-07,56.44985508918762,1030,-0.018523992657719646,0.0003,0.18310546875,28.92804718017578,0.2,0.017796518,-4.180398711562157,,,,,
212992,180.0,43.866817474365234,,,,,,,,,,,,,,,
214016,180.0,41.86956024169922,-1.1920928955078125e-07,65.09842411279678,1040,-0.019660496708820575,0.0003,0.213916015625,31.88873291015625,0.2,0.016356375,-4.1615366488695145,,,,,
215040,180.0,45.02912902832031,,,,,,,,,,,,,,,
216064,180.0,42.42918014526367,-1.1920928955078125e-07,57.547295671701434,1050,-0.028829424301511607,0.0003,0.27734375,31.837251663208008,0.2,0.017649896,-4.121257901191711,,,,,
217088,180.0,40.731292724609375,,,,,,,,,,,,,,,
218112,180.0,39.64849853515625,0.0,48.449100559949876,1060,-0.019526331721863244,0.0003,0.2115234375,27.399524688720703,0.2,0.015986972,-4.123559585213661,,,,,
219136,180.0,43.86050033569336,,,,,,,,,,,,,,,
220160,180.0,47.30010986328125,-1.1920928955078125e-07,54.89924146533012,1070,-0.02232119890395552,0.0003,0.21796875,30.657115936279297,0.2,0.016908493,-4.151269727945328,,,,,
221184,180.0,40.65970230102539,,,,,,,,,,,,,,,
222208,180.0,43.50394821166992,0.0,46.7609200656414,1080,-0.026836121815722435,0.0003,0.25166015625,15.752531051635742,0.2,0.02278273,-4.200355520844459,,,,,
223232,180.0,42.20112609863281,,,,,,,,,,,,,,,
224256,180.0,40.20464324951172,-1.1920928955078125e-07,60.9115784406662,1090,-0.02672858212317806,0.0003,0.26865234375,34.15884017944336,0.2,0.018992845,-4.165015095472336,,,,,
225280,180.0,40.519474029541016,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,110,668,40.684305040000005,180.0,336
226304,180.0,42.765846252441406,0.0,54.59854040741921,1100,-0.02024861511454219,0.0003,0.20087890625,31.13204002380371,0.2,0.015528876,-4.119675226509571,,,,,
227328,180.0,39.430694580078125,,,,,,,,,,,,,,,
228352,180.0,43.6173095703125,0.0,59.24282764792442,1110,-0.022007139075140004,0.0003,0.254248046875,42.81377410888672,0.2,0.016628817,-4.05595915466547,,,,,
229376,180.0,41.77484130859375,,,,,,,,,,,,,,,
230400,180.0,48.893089294433594,0.0,67.15250438451767,1120,-0.01723110558814369,0.0003,0.2119140625,25.595788955688477,0.2,0.019504623,-4.069388508796692,,,,,
231424,180.0,45.160484313964844,,,,,,,,,,,,,,,
232448,180.0,41.646488189697266,0.0,52.439532512426375,1130,-0.022432360141829123,0.0003,0.25166015625,16.338972091674805,0.2,0.017936237,-4.052188493311405,,,,,
233472,180.0,42.59618377685547,,,,,,,,,,,,,,,
234496,180.0,41.853233337402344,0.0,54.16100721955299,1140,-0.0214501834816474,0.0003,0.2244140625,38.420501708984375,0.2,0.01761147,-4.078525444865226,,,,,
235520,180.0,42.240478515625,,,,,,,,,,,,,,,
236544,180.0,41.48688507080078,1.7881393432617188e-07,47.31442832946777,1150,-0.018891207419801503,0.0003,0.211328125,27.687328338623047,0.2,0.018086536,-4.064134387671947,,,,,
237568,180.0,45.33416748046875,,,,,,,,,,,,,,,
238592,180.0,39.89825439453125,-1.1920928955078125e-07,50.405313819646835,1160,-0.02134449711011257,0.0003,0.22802734375,19.948692321777344,0.2,0.018846452,-4.093341732025147,,,,,
239616,180.0,43.89585876464844,,,,,,,,,,,,,,,
240640,180.0,40.16010284423828,-2.384185791015625e-07,57.399142229557036,1170,-0.017967113974737003,0.0003,0.191064453125,58.132930755615234,0.2,0.017068006,-4.0808413699269295,,,,,
241664,180.0,42.887420654296875,,,,,,,,,,,,,,,
242688,180.0,44.5914192199707,0.0,53.04902021288872,1180,-0.020459442648279945,0.0003,0.205810546875,28.072845458984375,0.2,0.017438235,-4.069524416327477,,,,,
243712,180.0,41.4500732421875,,,,,,,,,,,,,,,
244736,180.0,39.49058532714844,0.0,53.83132357001305,1190,-0.020457241596886888,0.0003,0.254443359375,27.477561950683594,0.2,0.016641248,-4.010886073112488,,,,,
245760,180.0,38.681732177734375,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,120,729,43.76463774,180.0,336
246784,180.0,44.162071228027344,5.960464477539063e-08,60.20992521047592,1200,-0.021323543808830437,0.0003,0.22001953125,24.132530212402344,0.2,0.017232556,-4.0187380425632,,,,,
247808,180.0,43.118995666503906,,,,,,,,,,,,,,,
248832,180.0,45.164886474609375,0.0,51.334627109766004,1210,-0.023203676234697924,0.0003,0.263720703125,39.72209548950195,0.2,0.020656113,-4.062288348376751,,,,,
249856,180.0,43.98503112792969,,,,,,,,,,,,,,,
250880,180.0,41.96058654785156,0.0,57.49160751104355,1220,-0.016922567212895957,0.0003,0.195654296875,30.903640747070312,0.2,0.0190598,-4.088691389560699,,,,,
251904,180.0,45.40082550048828,,,,,,,,,,,,,,,
252928,180.0,46.72187805175781,-1.1920928955078125e-07,62.13677029013634,1230,-0.02185122597438749,0.0003,0.218603515625,31.78878402709961,0.2,0.017376851,-4.045150662958622,,,,,
253952,180.0,42.73362731933594,,,,,,,,,,,,,,,
254976,180.0,41.87944793701172,-1.1920928955078125e-07,56.24166197776795,1240,-0.020708679597009904,0.0003,0.230029296875,25.67835235595703,0.2,0.020105235,-4.085580463707447,,,,,
256000,180.0,45.752933502197266,,,,,,,,,,,,,,,
257024,180.0,41.84700012207031,0.0,63.65448998212814,1250,-0.021397663702373393,0.0003,0.215966796875,48.510887145996094,0.2,0.016842822,-4.111901457607746,,,,,
258048,180.0,43.24966812133789,,,,,,,,,,,,,,,
259072,180.0,45.19764709472656,-1.1920928955078125e-07,54.08609659671784,1260,-0.018744633480673657,0.0003,0.209765625,18.24703598022461,0.2,0.017141793,-4.1020006239414215,,,,,
260096,180.0,44.71998596191406,,,,,,,,,,,,,,,
261120,180.0,41.927703857421875,0.0,58.86970984339714,1270,-0.018697918342149934,0.0003,0.19130859375,45.68229293823242,0.2,0.01633259,-4.101990434527397,,,,,
262144,180.0,46.816566467285156,,,,,,,,,,,,,,,
263168,180.0,44.65786361694336,-1.1920928955078125e-07,65.77016022801399,1280,-0.025030131661333145,0.0003,0.277685546875,33.240966796875,0.2,0.019262783,-4.082540333271027,,,,,
264192,180.0,43.43321990966797,,,,,,,,,,,,,,,
265216,180.0,45.766448974609375,0.0,58.51990306377411,1290,-0.018897657321940643,0.0003,0.21611328125,29.469118118286133,0.2,0.017759446,-4.06328542381525,,,,,
266240,180.0,46.291465759277344,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,130,789,44.43624151,180.0,337
267264,180.0,48.274269104003906,0.0,59.99101710617542,1300,-0.027545216726139188,0.0003,0.28017578125,34.269710540771484,0.2,0.022337114,-3.991771288216114,,,,,
268288,180.0,48.18656921386719,,,,,,,,,,,,,,,
269312,180.0,48.44708251953125,0.0,52.65240146517753,1310,-0.016378160292515532,0.0003,0.16767578125,26.459064483642578,0.2,0.014238488,-3.9604826495051384,,,,,
270336,180.0,49.670867919921875,,,,,,,,,,,,,,,
271360,180.0,48.49390411376953,0.0,65.67397531867027,1320,-0.020182234358799178,0.0003,0.22626953125,25.317047119140625,0.2,0.018341625,-3.9619354091584684,,,,,
272384,180.0,49.59745407104492,,,,,,,,,,,,,,,
273408,180.0,49.041664123535156,0.0,57.11930456161499,1330,-0.020128657548048066,0.0003,0.225732421875,40.531524658203125,0.2,0.018405981,-3.9579404816031456,,,,,
274432,180.0,48.699546813964844,,,,,,,,,,,,,,,
275456,180.0,52.09700012207031,0.0,60.435545647144316,1340,-0.017650741066609042,0.0003,0.20048828125,55.31252670288086,0.2,0.016710864,-3.9442253313958644,,,,,
276480,180.0,48.323280334472656,,,,,,,,,,,,,,,
277504,180.0,47.871131896972656,0.0,50.02858321666717,1350,-0.026387892525235657,0.0003,0.282275390625,35.241416931152344,0.2,0.022235284,-3.914572858065367,,,,,
278528,180.0,52.19111633300781,,,,,,,,,,,,,,,
279552,180.0,49.68733596801758,0.0,58.82733420133591,1360,-0.019056291606102605,0.0003,0.20908203125,21.645753860473633,0.2,0.016129743,-3.8856610216200353,,,,,
280576,180.0,53.271026611328125,,,,,,,,,,,,,,,
281600,180.0,51.59675598144531,5.960464477539063e-08,54.54900901019573,1370,-0.01778331634704955,0.0003,0.197021484375,33.91096878051758,0.2,0.018183494,-3.8861349426209926,,,,,
282624,180.0,49.33329772949219,,,,,,,,,,,,,,,
283648,180.0,52.4328727722168,5.960464477539063e-08,59.51261207461357,1380,-0.02407492740312591,0.0003,0.240087890625,27.361650466918945,0.2,0.019685771,-3.888292534649372,,,,,
284672,180.0,51.53563690185547,,,,,,,,,,,,,,,
285696,180.0,51.00932312011719,5.960464477539063e-08,58.51605931520462,1390,-0.01928902941290289,0.0003,0.21796875,22.487106323242188,0.2,0.017860008,-3.9037763707339765,,,,,
286720,180.0,49.82696533203125,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,140,850,50.35914112,180.0,336
287744,180.0,51.856056213378906,0.0,55.96299426555633,1400,-0.01774385273747612,0.0003,0.1892578125,19.76103973388672,0.2,0.014391744,-3.882149633765221,,,,,
288768,180.0,50.579498291015625,,,,,,,,,,,,,,,
289792,180.0,48.161163330078125,0.0,54.4895736515522,1410,-0.020540766592603177,0.0003,0.184375,15.59241771697998,0.2,0.019065969,-3.910032344609499,,,,,
290816,180.0,48.2090950012207,,,,,,,,,,,,,,,
291840,180.0,53.138572692871094,0.0,60.755922597646716,1420,-0.020118082880799193,0.0003,0.216845703125,21.287796020507812,0.2,0.014785204,-3.8784254543483256,,,,,
292864,180.0,47.9271354675293,,,,,,,,,,,,,,,
293888,180.0,53.55120849609375,0.0,54.98019193410873,1430,-0.01791175608232152,0.0003,0.18642578125,23.57465171813965,0.2,0.014990947,-3.8974660292267798,,,,,
294912,180.0,52.32605743408203,,,,,,,,,,,,,,,
295936,180.0,46.49974060058594,-1.1920928955078125e-07,53.05123583674431,1440,-0.017217797839839476,0.0003,0.196826171875,27.043363571166992,0.2,0.01659597,-3.9184864446520806,,,,,
296960,180.0,47.095916748046875,,,,,,,,,,,,,,,
297984,180.0,46.27458190917969,-1.1920928955078125e-07,53.544473910331725,1450,-0.01796406744979322,0.0003,0.21044921875,28.84895133972168,0.2,0.0198765,-3.9317780785262584,,,,,
299008,180.0,50.17462158203125,,,,,,,,,,,,,,,
300032,180.0,53.690284729003906,0.0,59.71635448932648,1460,-0.018672801204957068,0.0003,0.177783203125,26.89029312133789,0.2,0.013596733,-3.906498593091965,,,,,
