time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/explained_variance,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/entropy_loss,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps
45056,180.0,14.566295623779297,,,,,,,,,,,,,,,
46080,180.0,16.272144317626953,-1.1920928955078125e-07,48.088987100124356,220,-0.03181804651103448,0.0003,0.27685546875,28.63155746459961,0.2,0.019794991,-5.529522287845611,,,,,
47104,180.0,17.398128509521484,,,,,,,,,,,,,,,
48128,180.0,16.945148468017578,0.0,37.45009562969208,230,-0.034052777552278715,0.0003,0.33037109375,13.141607284545898,0.2,0.021227486,-5.510188537836075,,,,,
49152,180.0,16.206451416015625,,,,,,,,,,,,,,,
50176,180.0,17.51690673828125,0.0,36.27089813947678,240,-0.03647302437457256,0.0003,0.358056640625,12.600875854492188,0.2,0.021823244,-5.479532910883426,,,,,
51200,180.0,14.465295791625977,,,,,,,,,,,,,,,
52224,180.0,18.163061141967773,0.0,41.797541823983195,250,-0.03682666350796353,0.0003,0.31591796875,24.7850284576416,0.2,0.02124516,-5.444602453708649,,,,,
53248,180.0,16.926136016845703,,,,,,,,,,,,,,,
54272,180.0,16.856199264526367,0.0,41.38067853748798,260,-0.03602469534234842,0.0003,0.345654296875,14.76404094696045,0.2,0.021531254,-5.412944984436035,,,,,
55296,180.0,17.557926177978516,,,,,,,,,,,,,,,
56320,180.0,16.698030471801758,5.960464477539063e-08,48.23477712273598,270,-0.0323881807809812,0.0003,0.302880859375,20.01750946044922,0.2,0.021196928,-5.398554460704327,,,,,
57344,180.0,16.86725616455078,,,,,,,,,,,,,,,
58368,180.0,15.906030654907227,5.960464477539063e-08,49.1888512134552,280,-0.031008987504901598,0.0003,0.32578125,31.51176643371582,0.2,0.020248584,-5.389734797179699,,,,,
59392,180.0,19.435638427734375,,,,,,,,,,,,,,,
60416,180.0,16.343334197998047,0.0,43.76313649713993,290,-0.03711034095540526,0.0003,0.337548828125,14.305805206298828,0.2,0.021802824,-5.349056005477905,,,,,
61440,180.0,18.784183502197266,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,30,181,16.79947949,180.0,337
62464,180.0,18.158870697021484,0.0,49.54118106365204,300,-0.02842552008078201,0.0003,0.275830078125,30.782073974609375,0.2,0.018546851,-5.307052566111087,,,,,
63488,180.0,17.147464752197266,,,,,,,,,,,,,,,
