time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/approx_kl,train/learning_rate,train/clip_range,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_fraction,train/explained_variance,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean
147500,50.0,21.313434600830078,720,0.009178541,0.0003,0.2,-2.9975481636822225,33048.197766113284,-0.007541375033906661,15509.5361328125,0.044140625,0.0,,,,,
148000,50.0,19.25537872314453,,,,,,,,,,,,,,,
148500,50.0,17.24241065979004,,,,,,,,,,,,,,,
149000,50.0,21.040142059326172,,,,,,,,,,,,,,,
149500,50.0,19.061725616455078,,,,,,,,,,,,,,,
150000,50.0,20.27231788635254,730,0.013317695,0.0003,0.2,-2.9671707309782507,38083.45455932617,-0.011274227294779848,16039.8251953125,0.075341796875,0.0,,,,,
150500,50.0,23.016597747802734,,,,,,,,,,,,,,,
151000,50.0,19.34662628173828,,,,,,,,,,,,,,,
151500,50.0,17.78702163696289,,,,,,,,,,,,,,,
152000,50.0,19.95992660522461,740,0.010184278,0.0003,0.2,-2.85265166759491,33749.16000976563,-0.011074053970514797,17624.591796875,0.085986328125,0.0,,,,,
152500,50.0,18.855600357055664,,,,,,,,,,,,,,,
153000,50.0,17.41248893737793,,,,,,,,,,,,,,,
153500,50.0,22.58348846435547,,,,,,,,,,,,,,,
154000,50.0,20.19239044189453,750,0.013741832,0.0003,0.2,-2.7924105003476143,41061.41373291016,-0.017074673155730125,20110.9609375,0.12431640625,0.0,,,,,
154500,50.0,20.777854919433594,,,,,,,,,,,,,,,
155000,50.0,19.797603607177734,,,,,,,,,,,,,,,
155500,50.0,28.368648529052734,,,,,,,,,,,,,,,
156000,50.0,21.30108642578125,760,0.012060187,0.0003,0.2,-2.75968167334795,39948.602551269534,-0.011727653825073504,21647.060546875,0.10009765625,5.960464477539063e-08,,,,,
156500,50.0,23.114688873291016,,,,,,,,,,,,,,,
157000,50.0,18.937780380249023,,,,,,,,,,,,,,,
157500,50.0,19.061195373535156,,,,,,,,,,,,,,,
158000,50.0,18.181507110595703,770,0.0136021,0.0003,0.2,-2.6799096524715424,43243.86702880859,-0.01095007888652617,22492.345703125,0.0982421875,5.960464477539063e-08,,,,,
158500,50.0,19.53583526611328,,,,,,,,,,,,,,,
159000,50.0,18.755146026611328,,,,,,,,,,,,,,,
159500,50.0,26.083389282226562,,,,,,,,,,,,,,,
160000,50.0,22.27550506591797,780,0.012330492,0.0003,0.2,-2.635903250426054,47410.527404785156,-0.009394533143495209,23962.029296875,0.066796875,0.0,,,,,
160500,50.0,26.076858520507812,,,,,,,,,,,,,,,
161000,50.0,25.548810958862305,,,,,,,,,,,,,,,
161500,50.0,29.24956512451172,,,,,,,,,,,,,,,
162000,50.0,22.431053161621094,790,0.013326433,0.0003,0.2,-2.5518288612365723,48775.28315429688,-0.008063882568239932,22127.890625,0.06005859375,0.0,,,,,
162500,50.0,23.62267303466797,,,,,,,,,,,,,,,
163000,50.0,25.38720703125,,,,,,,,,,,,,,,
163500,50.0,23.285099029541016,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,80,1044.7695778799998,961,170,50.0
164000,50.0,20.977996826171875,800,0.010575695,0.0003,0.2,-2.464965494722128,46874.68605957031,-0.005733061894352432,23247.6328125,0.051318359375,0.0,,,,,
164500,50.0,22.61919403076172,,,,,,,,,,,,,,,
165000,50.0,25.720108032226562,,,,,,,,,,,,,,,
165500,50.0,26.402576446533203,,,,,,,,,,,,,,,
166000,50.0,21.777053833007812,810,0.0123699,0.0003,0.2,-2.5269542649388312,42950.22423095703,-0.010075435183534865,20089.599609375,0.08876953125,0.0,,,,,
166500,50.0,26.784282684326172,,,,,,,,,,,,,,,
167000,50.0,21.385448455810547,,,,,,,,,,,,,,,
167500,50.0,20.145587921142578,,,,,,,,,,,,,,,
168000,50.0,22.468231201171875,820,0.014195308,0.0003,0.2,-2.551789552718401,53223.231274414065,-0.011251401776098647,22787.056640625,0.0958984375,5.960464477539063e-08,,,,,
168500,50.0,26.823217391967773,,,,,,,,,,,,,,,
169000,50.0,27.190143585205078,,,,,,,,,,,,,,,
169500,50.0,23.802810668945312,,,,,,,,,,,,,,,
170000,50.0,26.351032257080078,830,0.012458547,0.0003,0.2,-2.499161331355572,48930.503894042966,-0.008402276376727968,25358.01953125,0.060205078125,-1.1920928955078125e-07,,,,,
170500,50.0,22.5175838470459,,,,,,,,,,,,,,,
171000,50.0,24.288917541503906,,,,,,,,,,,,,,,
171500,50.0,21.80990219116211,,,,,,,,,,,,,,,
172000,50.0,25.576332092285156,,,,,,,,,,,,,,,
172500,50.0,21.974994659423828,840,0.008950675,0.0003,0.2,-2.4256765648722647,45725.727038574216,-0.011548394431883935,21401.34375,0.08310546875,5.960464477539063e-08,,,,,
173000,50.0,23.591075897216797,,,,,,,,,,,,,,,
173500,50.0,26.092885971069336,,,,,,,,,,,,,,,
174000,50.0,24.523963928222656,,,,,,,,,,,,,,,
174500,50.0,24.949138641357422,850,0.01081172,0.0003,0.2,-2.482202422618866,48115.930676269534,-0.01252400931698503,26385.111328125,0.122607421875,-1.1920928955078125e-07,,,,,
175000,50.0,21.534942626953125,,,,,,,,,,,,,,,
175500,50.0,27.868877410888672,,,,,,,,,,,,,,,
176000,50.0,21.314956665039062,,,,,,,,,,,,,,,
176500,50.0,27.629043579101562,860,0.015194544,0.0003,0.2,-2.4969569340348245,53102.35646972656,-0.00959314961801283,24946.658203125,0.066455078125,0.0,,,,,
177000,50.0,24.61823272705078,,,,,,,,,,,,,,,
177500,50.0,24.187721252441406,,,,,,,,,,,,,,,
178000,50.0,20.7999267578125,,,,,,,,,,,,,,,
178500,50.0,26.241363525390625,870,0.012575244,0.0003,0.2,-2.4657617807388306,50563.94396972656,-0.007032614567287964,23007.1015625,0.058203125,0.0,,,,,
179000,50.0,25.351856231689453,,,,,,,,,,,,,,,
179500,50.0,22.637081146240234,,,,,,,,,,,,,,,
180000,50.0,24.436941146850586,,,,,,,,,,,,,,,
180500,50.0,25.741649627685547,880,0.013408003,0.0003,0.2,-2.5005732618272303,52015.888842773435,-0.007886339741526171,25420.0703125,0.074365234375,0.0,,,,,
181000,50.0,25.79438018798828,,,,,,,,,,,,,,,
181500,50.0,22.411151885986328,,,,,,,,,,,,,,,
182000,50.0,26.458126068115234,,,,,,,,,,,,,,,
182500,50.0,22.562084197998047,890,0.012449815,0.0003,0.2,-2.534666861593723,52614.0794555664,-0.007100706354685826,24343.298828125,0.065283203125,0.0,,,,,
183000,50.0,25.02719497680664,,,,,,,,,,,,,,,
183500,50.0,27.583660125732422,,,,,,,,,,,,,,,
184000,50.0,26.33697509765625,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,90,1124.27151842,960,191,50.0
184500,50.0,26.760351181030273,900,0.015898546,0.0003,0.2,-2.5384052224457263,54968.86125488281,-0.01153493057063315,25890.98046875,0.106298828125,0.0,,,,,
185000,50.0,27.63788604736328,,,,,,,,,,,,,,,
185500,50.0,22.114898681640625,,,,,,,,,,,,,,,
186000,50.0,27.539241790771484,,,,,,,,,,,,,,,
186500,50.0,27.026538848876953,910,0.013896676,0.0003,0.2,-2.51171370819211,55413.824719238284,-0.010876277675561142,30097.376953125,0.09326171875,0.0,,,,,
187000,50.0,22.931072235107422,,,,,,,,,,,,,,,
187500,50.0,29.682031631469727,,,,,,,,,,,,,,,
188000,50.0,29.13266372680664,,,,,,,,,,,,,,,
188500,50.0,25.24343490600586,920,0.014298584,0.0003,0.2,-2.5413959003984927,50000.00809326172,-0.007979577557125594,25872.30078125,0.07529296875,0.0,,,,,
189000,50.0,29.35989761352539,,,,,,,,,,,,,,,
189500,50.0,25.56004524230957,,,,,,,,,,,,,,,
190000,50.0,27.668123245239258,,,,,,,,,,,,,,,
190500,50.0,23.433256149291992,930,0.00948127,0.0003,0.2,-2.544147188216448,51925.657165527344,-0.007407817027706187,24446.966796875,0.06640625,0.0,,,,,
191000,50.0,26.78363800048828,,,,,,,,,,,,,,,
191500,50.0,23.646930694580078,,,,,,,,,,,,,,,
192000,50.0,22.36867332458496,,,,,,,,,,,,,,,
192500,50.0,24.36505126953125,,,,,,,,,,,,,,,
193000,50.0,25.222305297851562,940,0.012942985,0.0003,0.2,-2.5411281287670135,57340.102783203125,-0.008025319711305202,28679.853515625,0.079052734375,0.0,,,,,
193500,50.0,26.930946350097656,,,,,,,,,,,,,,,
194000,50.0,25.720333099365234,,,,,,,,,,,,,,,
194500,50.0,24.002700805664062,,,,,,,,,,,,,,,
195000,50.0,22.173730850219727,950,0.011655664,0.0003,0.2,-2.537539131194353,53367.16657714844,-0.006318137308699079,28363.314453125,0.060205078125,0.0,,,,,
195500,50.0,27.11417579650879,,,,,,,,,,,,,,,
196000,50.0,24.73955535888672,,,,,,,,,,,,,,,
196500,50.0,25.22161865234375,,,,,,,,,,,,,,,
197000,50.0,24.526256561279297,960,0.01659539,0.0003,0.2,-2.530259598046541,55240.286889648436,-0.006456289796915371,32096.126953125,0.0484375,0.0,,,,,
197500,50.0,28.184123992919922,,,,,,,,,,,,,,,
198000,50.0,27.62474822998047,,,,,,,,,,,,,,,
198500,50.0,26.810501098632812,,,,,,,,,,,,,,,
199000,50.0,29.86983871459961,970,0.009695997,0.0003,0.2,-2.501273754239082,59077.468273925784,-0.009226512469467707,32608.125,0.095751953125,1.1920928955078125e-07,,,,,
199500,50.0,25.024818420410156,,,,,,,,,,,,,,,
200000,50.0,22.22410011291504,,,,,,,,,,,,,,,
200500,50.0,26.215639114379883,,,,,,,,,,,,,,,
201000,50.0,27.8863582611084,980,0.014430516,0.0003,0.2,-2.5027597047388555,57248.21784667969,-0.010310028216918,27607.591796875,0.0916015625,0.0,,,,,
201500,50.0,23.9064998626709,,,,,,,,,,,,,,,
202000,50.0,26.65347671508789,,,,,,,,,,,,,,,
202500,50.0,27.84305191040039,,,,,,,,,,,,,,,
203000,50.0,27.76485824584961,990,0.012562467,0.0003,0.2,-2.5101942256093026,56660.87052001953,-0.0058898909272102175,28199.3671875,0.0541015625,0.0,,,,,
203500,50.0,27.479713439941406,,,,,,,,,,,,,,,
204000,50.0,24.267292022705078,,,,,,,,,,,,,,,
204500,50.0,26.224740982055664,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,100,1169.7013720900002,959,213,50.0
205000,50.0,28.607101440429688,1000,0.011703189,0.0003,0.2,-2.4767454616725444,54504.36304931641,-0.004238855643779971,27921.755859375,0.03310546875,0.0,,,,,
205500,50.0,26.063098907470703,,,,,,,,,,,,,,,
206000,50.0,27.707847595214844,,,,,,,,,,,,,,,
206500,50.0,26.039051055908203,,,,,,,,,,,,,,,
207000,50.0,26.337594985961914,1010,0.0116948,0.0003,0.2,-2.4541359268128873,51731.16005859375,-0.005964322929503396,22341.037109375,0.060595703125,0.0,,,,,
207500,50.0,26.886829376220703,,,,,,,,,,,,,,,
208000,50.0,23.396800994873047,,,,,,,,,,,,,,,
208500,50.0,27.07732391357422,,,,,,,,,,,,,,,
209000,50.0,22.810787200927734,1020,0.017928509,0.0003,0.2,-2.4471077390015123,57153.554931640625,-0.011890479330031668,26108.623046875,0.117626953125,0.0,,,,,
209500,50.0,28.825401306152344,,,,,,,,,,,,,,,
210000,50.0,27.87491798400879,,,,,,,,,,,,,,,
210500,50.0,28.201311111450195,,,,,,,,,,,,,,,
211000,50.0,30.423276901245117,1030,0.016285133,0.0003,0.2,-2.4409669935703278,53632.63269042969,-0.013686730801418889,27785.400390625,0.12900390625,0.0,,,,,
211500,50.0,26.425880432128906,,,,,,,,,,,,,,,
212000,50.0,25.493423461914062,,,,,,,,,,,,,,,
212500,50.0,26.629213333129883,,,,,,,,,,,,,,,
213000,50.0,27.72456932067871,1040,0.010885588,0.0003,0.2,-2.425422194600105,58671.05201416016,-0.004975841093983036,28285.607421875,0.043896484375,-1.1920928955078125e-07,,,,,
213500,50.0,27.776039123535156,,,,,,,,,,,,,,,
214000,50.0,26.469837188720703,,,,,,,,,,,,,,,
214500,50.0,30.935752868652344,,,,,,,,,,,,,,,
215000,50.0,26.4090518951416,,,,,,,,,,,,,,,
215500,50.0,29.034549713134766,1050,0.016179027,0.0003,0.2,-2.4196862138807775,58604.57005615234,-0.011630832804075907,30846.033203125,0.114306640625,0.0,,,,,
216000,50.0,31.23898696899414,,,,,,,,,,,,,,,
216500,50.0,27.234434127807617,,,,,,,,,,,,,,,
217000,50.0,28.849750518798828,,,,,,,,,,,,,,,
217500,50.0,26.044551849365234,1060,0.010628756,0.0003,0.2,-2.4150216713547707,55710.38051757812,-0.0053141211777983696,26001.201171875,0.054833984375,5.960464477539063e-08,,,,,
218000,50.0,27.909561157226562,,,,,,,,,,,,,,,
218500,50.0,25.575496673583984,,,,,,,,,,,,,,,
219000,50.0,28.230070114135742,,,,,,,,,,,,,,,
219500,50.0,28.547733306884766,1070,0.014195787,0.0003,0.2,-2.413554419577122,55239.3619506836,-0.009276059085095767,26681.669921875,0.100634765625,0.0,,,,,
220000,50.0,28.580135345458984,,,,,,,,,,,,,,,
220500,50.0,26.644268035888672,,,,,,,,,,,,,,,
221000,50.0,30.736774444580078,,,,,,,,,,,,,,,
221500,50.0,29.345123291015625,1080,0.014468067,0.0003,0.2,-2.419081301987171,55115.71400146485,-0.006988473921956029,29066.51171875,0.067529296875,0.0,,,,,
222000,50.0,28.08597755432129,,,,,,,,,,,,,,,
222500,50.0,29.074817657470703,,,,,,,,,,,,,,,
223000,50.0,27.822147369384766,,,,,,,,,,,,,,,
223500,50.0,26.142436981201172,1090,0.0093651805,0.0003,0.2,-2.406099557876587,55404.90174560547,-0.003057599900057539,25509.55078125,0.028125,-1.1920928955078125e-07,,,,,
224000,50.0,29.166088104248047,,,,,,,,,,,,,,,
224500,50.0,26.508811950683594,,,,,,,,,,,,,,,
225000,50.0,27.67327308654785,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,110,1198.2874072,960,234,50.0
225500,50.0,26.23894500732422,1100,0.014566125,0.0003,0.2,-2.397180639207363,56554.662109375,-0.01074056880461285,28353.013671875,0.103515625,-1.1920928955078125e-07,,,,,
226000,50.0,23.24298858642578,,,,,,,,,,,,,,,
226500,50.0,27.237957000732422,,,,,,,,,,,,,,,
227000,50.0,26.756038665771484,,,,,,,,,,,,,,,
227500,50.0,26.97134017944336,1110,0.016676353,0.0003,0.2,-2.3679625302553178,53108.183605957034,-0.009596969379344955,24387.3359375,0.101171875,0.0,,,,,
228000,50.0,28.11305046081543,,,,,,,,,,,,,,,
228500,50.0,29.263885498046875,,,,,,,,,,,,,,,
229000,50.0,30.612749099731445,,,,,,,,,,,,,,,
229500,50.0,27.915754318237305,1120,0.008714074,0.0003,0.2,-2.3711757361888885,57276.64537353515,-0.0028536110592540355,25319.48828125,0.026171875,5.960464477539063e-08,,,,,
230000,50.0,29.01968765258789,,,,,,,,,,,,,,,
230500,50.0,28.088794708251953,,,,,,,,,,,,,,,
231000,50.0,28.103557586669922,,,,,,,,,,,,,,,
231500,50.0,29.669105529785156,1130,0.011033358,0.0003,0.2,-2.338383661955595,56758.0904663086,-0.004913015528290998,30828.580078125,0.04462890625,0.0,,,,,
232000,50.0,28.805606842041016,,,,,,,,,,,,,,,
232500,50.0,30.18881607055664,,,,,,,,,,,,,,,
233000,50.0,29.58722686767578,,,,,,,,,,,,,,,
233500,50.0,29.21347999572754,1140,0.0090280585,0.0003,0.2,-2.31783751770854,55078.406311035156,-0.006142041864222847,26001.162109375,0.06123046875,0.0,,,,,
234000,50.0,24.351268768310547,,,,,,,,,,,,,,,
234500,50.0,29.882991790771484,,,,,,,,,,,,,,,
235000,50.0,30.378787994384766,,,,,,,,,,,,,,,
235500,50.0,28.291608810424805,,,,,,,,,,,,,,,
236000,50.0,31.108074188232422,1150,0.014329931,0.0003,0.2,-2.3401624232530596,52049.13220214844,-0.006777669527946273,31174.01171875,0.0650390625,0.0,,,,,
236500,50.0,30.26795196533203,,,,,,,,,,,,,,,
237000,50.0,25.686599731445312,,,,,,,,,,,,,,,
237500,50.0,30.26697540283203,,,,,,,,,,,,,,,
238000,50.0,32.240970611572266,1160,0.014084498,0.0003,0.2,-2.3689722552895547,55719.02543945312,-0.008608037434169092,29826.095703125,0.087548828125,0.0,,,,,
238500,50.0,26.545976638793945,,,,,,,,,,,,,,,
239000,50.0,28.421642303466797,,,,,,,,,,,,,,,
239500,50.0,27.04705810546875,,,,,,,,,,,,,,,
240000,50.0,28.385692596435547,1170,0.014139248,0.0003,0.2,-2.3605052791535854,56057.03651123047,-0.006784792640246451,28902.8984375,0.0716796875,0.0,,,,,
240500,50.0,25.84623146057129,,,,,,,,,,,,,,,
241000,50.0,30.44228172302246,,,,,,,,,,,,,,,
241500,50.0,29.76795196533203,,,,,,,,,,,,,,,
242000,50.0,30.760417938232422,1180,0.014931613,0.0003,0.2,-2.373768622428179,57214.78829345703,-0.010076763476536143,27614.986328125,0.1029296875,5.960464477539063e-08,,,,,
242500,50.0,28.764972686767578,,,,,,,,,,,,,,,
243000,50.0,32.2218017578125,,,,,,,,,,,,,,,
243500,50.0,29.161609649658203,,,,,,,,,,,,,,,
244000,50.0,29.612852096557617,1190,0.013966372,0.0003,0.2,-2.381147323548794,59024.59639892578,-0.004817063237715047,28169.517578125,0.055419921875,0.0,,,,,
244500,50.0,30.395282745361328,,,,,,,,,,,,,,,
245000,50.0,29.722312927246094,,,,,,,,,,,,,,,
245500,50.0,26.312686920166016,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,120,1237.66144772,955,257,50.0
246000,50.0,28.96393585205078,1200,0.011923863,0.0003,0.2,-2.3842390961945057,58504.73026123047,-0.008297235802456272,29945.474609375,0.090771484375,0.0,,,,,
246500,50.0,28.269718170166016,,,,,,,,,,,,,,,
247000,50.0,28.059490203857422,,,,,,,,,,,,,,,
247500,50.0,30.08279800415039,,,,,,,,,,,,,,,
248000,50.0,30.879377365112305,1210,0.015058851,0.0003,0.2,-2.3656752854585648,55065.78109130859,-0.004678741742100101,30079.466796875,0.050341796875,0.0,,,,,
248500,50.0,32.73048400878906,,,,,,,,,,,,,,,
249000,50.0,26.755882263183594,,,,,,,,,,,,,,,
249500,50.0,29.562076568603516,,,,,,,,,,,,,,,
250000,50.0,30.228031158447266,1220,0.015313602,0.0003,0.2,-2.3603708930313587,57925.76994628906,-0.006880480340623762,28262.31640625,0.077392578125,0.0,,,,,
250500,50.0,27.813610076904297,,,,,,,,,,,,,,,
251000,50.0,29.3287410736084,,,,,,,,,,,,,,,
251500,50.0,28.962984085083008,,,,,,,,,,,,,,,
252000,50.0,30.559158325195312,1230,0.008510789,0.0003,0.2,-2.3543433219194414,60312.50009765625,-0.0018850573425879702,31085.3203125,0.01875,0.0,,,,,
252500,50.0,28.8565673828125,,,,,,,,,,,,,,,
253000,50.0,31.599769592285156,,,,,,,,,,,,,,,
253500,50.0,28.67121124267578,,,,,,,,,,,,,,,
254000,50.0,30.573101043701172,1240,0.014448607,0.0003,0.2,-2.352321792393923,58059.65411376953,-0.009587572728923988,29248.8359375,0.11181640625,0.0,,,,,
254500,50.0,28.2894287109375,,,,,,,,,,,,,,,
255000,50.0,26.043350219726562,,,,,,,,,,,,,,,
255500,50.0,26.141841888427734,,,,,,,,,,,,,,,
256000,50.0,30.253276824951172,,,,,,,,,,,,,,,
256500,50.0,28.270883560180664,1250,0.014756065,0.0003,0.2,-2.339832901954651,59680.25699462891,-0.007886885675543454,28430.552734375,0.083154296875,0.0,,,,,
257000,50.0,27.327110290527344,,,,,,,,,,,,,,,
257500,50.0,29.99349594116211,,,,,,,,,,,,,,,
258000,50.0,29.651487350463867,,,,,,,,,,,,,,,
258500,50.0,23.916662216186523,1260,0.014079239,0.0003,0.2,-2.3227481707930564,55509.311584472656,-0.007342645201424603,27653.328125,0.08447265625,-1.1920928955078125e-07,,,,,
259000,50.0,31.15886688232422,,,,,,,,,,,,,,,
259500,50.0,28.91155242919922,,,,,,,,,,,,,,,
260000,50.0,30.094514846801758,,,,,,,,,,,,,,,
260500,50.0,31.126739501953125,1270,0.012390498,0.0003,0.2,-2.3100365348160268,56450.372985839844,-0.005229414040513802,27428.388671875,0.056494140625,-1.1920928955078125e-07,,,,,
261000,50.0,28.680763244628906,,,,,,,,,,,,,,,
261500,50.0,29.059125900268555,,,,,,,,,,,,,,,
262000,50.0,27.98461151123047,,,,,,,,,,,,,,,
262500,50.0,27.824216842651367,1280,0.014618968,0.0003,0.2,-2.3424150913953783,54884.499755859375,-0.009443061050842517,27986.068359375,0.098876953125,0.0,,,,,
263000,50.0,28.976226806640625,,,,,,,,,,,,,,,
263500,50.0,31.324634552001953,,,,,,,,,,,,,,,
264000,50.0,32.025856018066406,,,,,,,,,,,,,,,
264500,50.0,31.748485565185547,1290,0.016270429,0.0003,0.2,-2.3505567416548727,54590.62186279297,-0.009296194420312532,24734.357421875,0.09697265625,-1.1920928955078125e-07,,,,,
265000,50.0,27.771440505981445,,,,,,,,,,,,,,,
265500,50.0,30.470090866088867,,,,,,,,,,,,,,,
266000,50.0,31.442745208740234,,,,,,,,,,,,,,,
266500,50.0,31.699663162231445,1300,0.01810946,0.0003,0.2,-2.330235409736633,52945.41955566406,-0.008539938115427503,23695.212890625,0.0916015625,0.0,,,,,
267000,50.0,27.105876922607422,,,,,,,,,,,,,,,
267500,50.0,29.421409606933594,,,,,,,,,,,,,,,
268000,50.0,30.60718536376953,,,,,,,,,,,,,,,
268500,50.0,31.22919464111328,1310,0.017437555,0.0003,0.2,-2.3320891723036765,55227.34633789062,-0.0049164009265950884,24388.435546875,0.050634765625,0.0,,,,,
269000,50.0,30.47921371459961,,,,,,,,,,,,,,,
269500,50.0,31.014802932739258,,,,,,,,,,,,,,,
270000,50.0,30.74761199951172,,,,,,,,,,,,,,,
270500,50.0,27.86057472229004,1320,0.011345991,0.0003,0.2,-2.3285939089953898,54549.95194091797,-0.00600591011607321,27529.298828125,0.06748046875,0.0,,,,,
271000,50.0,32.18678283691406,,,,,,,,,,,,,,,
271500,50.0,31.052770614624023,,,,,,,,,,,,,,,
272000,50.0,28.79547882080078,,,,,,,,,,,,,,,
272384,,,,,,,,,,,,,10,1250.43733427,1401,14,50.0
272500,50.0,28.204160690307617,1330,0.011408434,0.0003,0.2,-2.3248320572078227,54711.65563964844,-0.004638820327818394,25376.556640625,0.046728515625,0.0,,,,,
273000,50.0,31.278629302978516,,,,,,,,,,,,,,,
273500,50.0,29.169105529785156,,,,,,,,,,,,,,,
274000,50.0,29.38656997680664,,,,,,,,,,,,,,,
274500,50.0,30.250083923339844,1340,0.012679889,0.0003,0.2,-2.325337229669094,57143.63293457031,-0.0046915198268834505,26194.75,0.04619140625,0.0,,,,,
275000,50.0,28.265419006347656,,,,,,,,,,,,,,,
275500,50.0,30.24355697631836,,,,,,,,,,,,,,,
276000,50.0,27.762975692749023,,,,,,,,,,,,,,,
276500,50.0,30.624061584472656,1350,0.010902393,0.0003,0.2,-2.326031482219696,57198.75462646484,-0.004904662996705156,26207.7109375,0.053125,0.0,,,,,
277000,50.0,31.350814819335938,,,,,,,,,,,,,,,
277500,50.0,30.882183074951172,,,,,,,,,,,,,,,
278000,50.0,31.81903839111328,,,,,,,,,,,,,,,
278500,50.0,30.934982299804688,,,,,,,,,,,,,,,
279000,50.0,32.33713912963867,1360,0.017559484,0.0003,0.2,-2.2893771581351756,56975.079760742185,-0.012936300307046622,28020.0546875,0.137548828125,0.0,,,,,
279500,50.0,30.207382202148438,,,,,,,,,,,,,,,
280000,50.0,28.919025421142578,,,,,,,,,,,,,,,
280500,50.0,28.887794494628906,,,,,,,,,,,,,,,
281000,50.0,27.347240447998047,1370,0.011446517,0.0003,0.2,-2.2774867370724676,52483.36680908203,-0.005261811487434898,27098.490234375,0.059912109375,0.0,,,,,
281500,50.0,31.2703800201416,,,,,,,,,,,,,,,
282000,50.0,31.373794555664062,,,,,,,,,,,,,,,
282500,50.0,32.12755584716797,,,,,,,,,,,,,,,
283000,50.0,30.348756790161133,1380,0.013992545,0.0003,0.2,-2.2853035651147366,52520.99963378906,-0.008372634819534142,26506.234375,0.0904296875,0.0,,,,,
283500,50.0,30.42943000793457,,,,,,,,,,,,,,,
284000,50.0,32.11612319946289,,,,,,,,,,,,,,,
284500,50.0,31.220947265625,,,,,,,,,,,,,,,
285000,50.0,32.30203628540039,1390,0.012817692,0.0003,0.2,-2.2647773884236813,49156.853833007815,-0.008709808417188469,24494.796875,0.1015625,0.0,,,,,
285500,50.0,29.940425872802734,,,,,,,,,,,,,,,
286000,50.0,32.30680847167969,,,,,,,,,,,,,,,
286500,50.0,31.93682861328125,,,,,,,,,,,,,,,
287000,50.0,31.701087951660156,1400,0.013069641,0.0003,0.2,-2.278374671936035,50492.131408691406,-0.006495004191674525,22873.83203125,0.071484375,-1.1920928955078125e-07,,,,,
287500,50.0,29.74205780029297,,,,,,,,,,,,,,,
288000,50.0,28.81801414489746,,,,,,,,,,,,,,,
288500,50.0,29.325679779052734,,,,,,,,,,,,,,,
289000,50.0,29.988059997558594,1410,0.011951993,0.0003,0.2,-2.290598288923502,51149.64774169922,-0.006875751671032049,23757.328125,0.07841796875,5.960464477539063e-08,,,,,
289500,50.0,31.901247024536133,,,,,,,,,,,,,,,
290000,50.0,25.91647720336914,,,,,,,,,,,,,,,
290500,50.0,30.088993072509766,,,,,,,,,,,,,,,
291000,50.0,31.064849853515625,1420,0.016459914,0.0003,0.2,-2.323081210255623,52404.4046875,-0.01148958008561749,23955.703125,0.128857421875,0.0,,,,,
291500,50.0,31.844593048095703,,,,,,,,,,,,,,,
292000,50.0,31.174652099609375,,,,,,,,,,,,,,,
292500,50.0,30.05237579345703,,,,,,,,,,,,,,,
292864,,,,,,,,,,,,,20,1264.76352875,1376,29,50.0
293000,50.0,30.01190757751465,1430,0.015175762,0.0003,0.2,-2.3334818713366987,54570.67225341797,-0.009142812951176893,24578.298828125,0.0982421875,0.0,,,,,
293500,50.0,32.13522720336914,,,,,,,,,,,,,,,
294000,50.0,30.959762573242188,,,,,,,,,,,,,,,
294500,50.0,29.785654067993164,,,,,,,,,,,,,,,
295000,50.0,29.969573974609375,1440,0.015512357,0.0003,0.2,-2.327568496763706,55386.051440429685,-0.006870545906713233,30829.1640625,0.075341796875,-1.1920928955078125e-07,,,,,
295500,50.0,32.41504669189453,,,,,,,,,,,,,,,
296000,50.0,31.482166290283203,,,,,,,,,,,,,,,
296500,50.0,31.90087890625,,,,,,,,,,,,,,,
297000,50.0,32.36124801635742,1450,0.012408247,0.0003,0.2,-2.3468293741345407,54783.591271972655,-0.006867623573634773,23768.330078125,0.07587890625,0.0,,,,,
297500,50.0,28.83687973022461,,,,,,,,,,,,,,,
298000,50.0,29.94391632080078,,,,,,,,,,,,,,,
298500,50.0,31.822856903076172,,,,,,,,,,,,,,,
299000,50.0,31.144081115722656,,,,,,,,,,,,,,,
299500,50.0,31.295181274414062,1460,0.014192298,0.0003,0.2,-2.340978081524372,53992.520336914065,-0.009228325773437972,26978.220703125,0.1005859375,0.0,,,,,
300000,50.0,30.789871215820312,,,,,,,,,,,,,,,
300500,50.0,28.378398895263672,,,,,,,,,,,,,,,
301000,50.0,32.474037170410156,,,,,,,,,,,,,,,
301500,50.0,29.43083381652832,1470,0.015115416,0.0003,0.2,-2.3385568261146545,55647.74891357422,-0.00386721058312105,27806.517578125,0.037744140625,0.0,,,,,
302000,50.0,32.282676696777344,,,,,,,,,,,,,,,
302500,50.0,28.880313873291016,,,,,,,,,,,,,,,
303000,50.0,31.701465606689453,,,,,,,,,,,,,,,
