time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
361472,8.201897621154785,12.0,1760,0.0003,-2.388038580864668,0.02039438361680368,0.384326171875,0.0,1005.9797315597534,0.2,451.19635009765625,0.07382112,,,,,
362496,18.411251068115234,12.0,,,,,,,,,,,,,,,
363520,19.085037231445312,12.0,1770,0.0003,-2.3875908702611923,0.021845248794852522,0.39794921875,5.960464477539063e-08,951.637011051178,0.2,305.9607238769531,0.09102945,,,,,
364544,19.53972816467285,12.0,,,,,,,,,,,,,,,
365568,16.93460464477539,12.0,1780,0.0003,-2.3701472014188765,0.032436267618322745,0.3814453125,0.0,1193.2137722015382,0.2,537.4902954101562,0.10335094,,,,,
366592,11.60440444946289,12.0,,,,,,,,,,,,,,,
367616,24.223190307617188,12.0,1790,0.0003,-2.386459892243147,0.02498864220251562,0.386865234375,0.0,1056.7961591720582,0.2,446.1611022949219,0.07556327,,,,,
368640,20.732894897460938,12.0,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,150.91497464,12.0,180,752,489
369664,18.409717559814453,12.0,1800,0.0003,-2.400255297124386,0.026910002427757717,0.37568359375,-1.1920928955078125e-07,943.657559967041,0.2,371.3793640136719,0.07666121,,,,,
370688,23.078784942626953,12.0,,,,,,,,,,,,,,,
371712,23.039058685302734,12.0,1810,0.0003,-2.4238950088620186,0.016051098021853248,0.377978515625,0.0,1048.1830974578857,0.2,432.1545715332031,0.07225298,,,,,
372736,12.435890197753906,12.0,,,,,,,,,,,,,,,
373760,16.793691635131836,12.0,1820,0.0003,-2.416758234798908,0.029157168763049413,0.34423828125,0.0,936.8475576400757,0.2,399.29864501953125,0.07068664,,,,,
374784,20.05971908569336,12.0,,,,,,,,,,,,,,,
375808,18.363067626953125,12.0,1830,0.0003,-2.4217302538454533,0.02557076542871073,0.385986328125,-1.1920928955078125e-07,932.7260356903076,0.2,574.3880615234375,0.07374887,,,,,
376832,14.947837829589844,12.0,,,,,,,,,,,,,,,
377856,13.177918434143066,12.0,1840,0.0003,-2.399361588060856,0.03088876084657386,0.377001953125,1.1920928955078125e-07,1223.1824197769165,0.2,539.2293701171875,0.08235158,,,,,
378880,2.0533668994903564,12.0,,,,,,,,,,,,,,,
379904,6.579528331756592,12.0,1850,0.0003,-2.363627129793167,0.02936589366872795,0.3708984375,5.960464477539063e-08,1127.4115715026855,0.2,481.99981689453125,0.067009345,,,,,
380928,9.94503402709961,12.0,,,,,,,,,,,,,,,
381952,7.806672096252441,12.0,1860,0.0003,-2.3927875354886057,0.028782128749298863,0.43798828125,0.0,1081.4991081237793,0.2,538.0921020507812,0.074046835,,,,,
382976,19.249887466430664,12.0,,,,,,,,,,,,,,,
384000,22.37023162841797,12.0,1870,0.0003,-2.456607589125633,0.03147367028868757,0.44189453125,0.0,686.5360898017883,0.2,333.4233703613281,0.07631929,,,,,
385024,23.06447982788086,12.0,,,,,,,,,,,,,,,
386048,18.64971160888672,12.0,1880,0.0003,-2.441323013603687,0.04379000642511528,0.412255859375,0.0,813.1555671691895,0.2,390.07562255859375,0.07549933,,,,,
387072,16.423416137695312,12.0,,,,,,,,,,,,,,,
388096,23.785125732421875,12.0,1890,0.0003,-2.516795352101326,0.033641214488307015,0.371484375,0.0,701.9956206321716,0.2,249.0672607421875,0.06595905,,,,,
389120,20.186147689819336,12.0,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,173.9608355,12.0,190,791,491
390144,10.479249954223633,12.0,1900,0.0003,-2.5351511016488075,0.02534376472904114,0.32216796875,0.0,1041.6213172912599,0.2,366.24932861328125,0.06117049,,,,,
391168,21.35647201538086,12.0,,,,,,,,,,,,,,,
392192,4.974647045135498,12.0,1910,0.0003,-2.543582323938608,0.029338884158642033,0.302978515625,-2.384185791015625e-07,1017.6594884872436,0.2,475.6426086425781,0.07080187,,,,,
393216,15.594630241394043,12.0,,,,,,,,,,,,,,,
394240,15.600244522094727,12.0,1920,0.0003,-2.5636516585946083,0.03303694511268986,0.356787109375,0.0,793.8881927490235,0.2,268.5708923339844,0.07166041,,,,,
395264,14.033227920532227,12.0,,,,,,,,,,,,,,,
396288,12.967131614685059,12.0,1930,0.0003,-2.5799193762242796,0.035865662354626696,0.39150390625,0.0,753.594917011261,0.2,244.178955078125,0.08294813,,,,,
397312,15.492921829223633,12.0,,,,,,,,,,,,,,,
398336,22.806631088256836,12.0,1940,0.0003,-2.575180935114622,0.051012041652575134,0.437890625,5.960464477539063e-08,1010.8427085876465,0.2,432.5652160644531,0.093441024,,,,,
399360,18.463077545166016,12.0,,,,,,,,,,,,,,,
400384,22.706607818603516,12.0,1950,0.0003,-2.623925497382879,0.0227106774400454,0.34990234375,0.0,814.6009398460388,0.2,404.1622619628906,0.070395425,,,,,
401408,14.797682762145996,12.0,,,,,,,,,,,,,,,
402432,13.161733627319336,12.0,1960,0.0003,-2.58207258656621,0.026556643561343664,0.298193359375,0.0,858.1027294158936,0.2,369.9646911621094,0.06772207,,,,,
403456,13.605356216430664,12.0,,,,,,,,,,,,,,,
404480,17.31985092163086,12.0,1970,0.0003,-2.568084413558245,0.024813116087170784,0.320263671875,0.0,760.5429772377014,0.2,382.6451416015625,0.058997028,,,,,
405504,20.905433654785156,12.0,,,,,,,,,,,,,,,
406528,20.1622314453125,12.0,1980,0.0003,-2.604170189797878,0.0315952912074863,0.424951171875,5.960464477539063e-08,841.8221692085266,0.2,416.2239074707031,0.06133987,,,,,
407552,20.029508590698242,12.0,,,,,,,,,,,,,,,
408576,16.36907196044922,12.0,1990,0.0003,-2.5738591872155667,0.02118601240363205,0.325927734375,-1.1920928955078125e-07,746.0363033294677,0.2,485.6540222167969,0.06313382,,,,,
409600,21.266796112060547,12.0,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,146.67227804,12.0,200,830,493
410624,21.3482666015625,12.0,2000,0.0003,-2.579319613426924,0.04035232872411143,0.396533203125,0.0,714.1328238487243,0.2,479.1546325683594,0.06634377,,,,,
411648,14.58018970489502,12.0,,,,,,,,,,,,,,,
412672,13.96790599822998,12.0,2010,0.0003,-2.615758690983057,0.04665810665755998,0.42236328125,0.0,751.9510894775391,0.2,326.5115966796875,0.07078315,,,,,
413696,15.479084968566895,12.0,,,,,,,,,,,,,,,
414720,18.93572998046875,12.0,2020,0.0003,-2.5644167572259904,0.03397234571311856,0.36416015625,0.0,919.4493312835693,0.2,496.7011413574219,0.05900629,,,,,
415744,19.012678146362305,12.0,,,,,,,,,,,,,,,
416768,14.800188064575195,12.0,2030,0.0003,-2.542789550870657,0.030665868901996872,0.300244140625,0.0,577.6826905250549,0.2,320.3733825683594,0.056645855,,,,,
417792,17.13629722595215,12.0,,,,,,,,,,,,,,,
418816,13.393765449523926,12.0,2040,0.0003,-2.603681380301714,0.03922607399435947,0.416015625,-1.1920928955078125e-07,745.444631767273,0.2,291.9409484863281,0.07590473,,,,,
419840,20.80607795715332,12.0,,,,,,,,,,,,,,,
420864,13.590206146240234,12.0,2050,0.0003,-2.5861090712249277,0.04702697738539428,0.402880859375,0.0,715.9446287155151,0.2,389.2790222167969,0.086205795,,,,,
421888,23.296161651611328,12.0,,,,,,,,,,,,,,,
422912,15.83903980255127,12.0,2060,0.0003,-2.606710372120142,0.05049259078223258,0.464404296875,0.0,841.0847180366516,0.2,357.6986999511719,0.0888118,,,,,
423936,20.260330200195312,12.0,,,,,,,,,,,,,,,
424960,16.757768630981445,12.0,2070,0.0003,-2.6387091778218745,0.04969736814964563,0.385986328125,0.0,893.000267791748,0.2,345.5628662109375,0.07538531,,,,,
425984,14.67005729675293,12.0,,,,,,,,,,,,,,,
427008,14.206548690795898,12.0,2080,0.0003,-2.6245741747319697,0.040531354025006294,0.3423828125,0.0,692.5814435005188,0.2,417.4593505859375,0.06852026,,,,,
428032,19.259191513061523,12.0,,,,,,,,,,,,,,,
429056,18.86264991760254,12.0,2090,0.0003,-2.6193485110998154,0.0434042730848887,0.345654296875,0.0,683.1638288497925,0.2,341.630615234375,0.06460336,,,,,
430080,23.227771759033203,12.0,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,119.96237796000001,12.0,210,869,494
431104,21.924991607666016,12.0,2100,0.0003,-2.671966205537319,0.04679091811412946,0.399072265625,0.0,711.5285214424133,0.2,284.8753356933594,0.06758254,,,,,
432128,20.21933364868164,12.0,,,,,,,,,,,,,,,
433152,11.394941329956055,12.0,2110,0.0003,-2.658833598345518,0.031623490708807364,0.311865234375,5.960464477539063e-08,611.6281231880188,0.2,283.7627868652344,0.05196152,,,,,
434176,10.96222972869873,12.0,,,,,,,,,,,,,,,
435200,12.07211971282959,12.0,2120,0.0003,-2.6522964522242547,0.03710218670894392,0.335400390625,0.0,706.2875781059265,0.2,391.4007873535156,0.06435292,,,,,
436224,15.473848342895508,12.0,,,,,,,,,,,,,,,
437248,14.71531867980957,12.0,2130,0.0003,-2.615668173879385,0.04257514603086747,0.34814453125,0.0,853.3522217750549,0.2,475.586181640625,0.06281709,,,,,
438272,13.304607391357422,12.0,,,,,,,,,,,,,,,
439296,22.473087310791016,12.0,2140,0.0003,-2.581694908440113,0.029595386375149246,0.360791015625,0.0,815.8564855575562,0.2,356.806396484375,0.065540954,,,,,
440320,21.689544677734375,12.0,,,,,,,,,,,,,,,
441344,14.555638313293457,12.0,2150,0.0003,-2.5955431714653967,0.06373486657394097,0.35439453125,0.0,1276.1421255111695,0.2,578.9976806640625,0.07498464,,,,,
442368,7.846765518188477,12.0,,,,,,,,,,,,,,,
443392,9.59691047668457,12.0,2160,0.0003,-2.520195981860161,0.047884520899970084,0.37099609375,-1.1920928955078125e-07,993.9728006362915,0.2,329.257568359375,0.10322738,,,,,
444416,14.231470108032227,12.0,,,,,,,,,,,,,,,
445440,12.0400972366333,12.0,2170,0.0003,-2.4958202607929705,0.0497602974268375,0.353662109375,5.960464477539063e-08,1022.7831520080566,0.2,529.4279174804688,0.10132339,,,,,
446464,14.592283248901367,12.0,,,,,,,,,,,,,,,
447488,19.970596313476562,12.0,2180,0.0003,-2.482437946647406,0.05486844722181559,0.360498046875,0.0,848.2845732688904,0.2,470.6434020996094,0.09777874,,,,,
448512,16.021944046020508,12.0,,,,,,,,,,,,,,,
449536,21.016338348388672,12.0,2190,0.0003,-2.4712715819478035,0.04621693385124672,0.33427734375,0.0,907.6445138931274,0.2,391.5928039550781,0.09930934,,,,,
450560,15.079346656799316,12.0,,,,,,,,,,,,,,,
450560,,,,,,,,,,,,,162.21050803999998,12.0,220,907,496
451584,21.287805557250977,12.0,2200,0.0003,-2.455807517468929,0.04506557326822076,0.371240234375,-1.1920928955078125e-07,704.724116230011,0.2,374.6789855957031,0.087967455,,,,,
452608,15.389852523803711,12.0,,,,,,,,,,,,,,,
453632,19.940399169921875,12.0,2210,0.0003,-2.4937737420201302,0.05345121174177621,0.534912109375,0.0,930.4186207771302,0.2,487.0256652832031,0.09354168,,,,,
454656,19.154186248779297,12.0,,,,,,,,,,,,,,,
455680,16.371448516845703,12.0,2220,0.0003,-2.5651842527091504,0.042227224985254,0.317431640625,0.0,645.7555197715759,0.2,290.88330078125,0.06797065,,,,,
456704,16.555217742919922,12.0,,,,,,,,,,,,,,,
457728,21.114578247070312,12.0,2230,0.0003,-2.566292388737202,0.046493094555626155,0.33095703125,5.960464477539063e-08,843.6630862236022,0.2,573.164794921875,0.07392159,,,,,
458752,22.699234008789062,12.0,,,,,,,,,,,,,,,
459776,22.333084106445312,12.0,2240,0.0003,-2.6208201199769974,0.056383450707653535,0.405712890625,5.960464477539063e-08,822.3232183456421,0.2,480.7739562988281,0.07736258,,,,,
460800,13.98983097076416,12.0,,,,,,,,,,,,,,,
461824,20.5037841796875,12.0,2250,0.0003,-2.643551404774189,0.05220388216548599,0.392724609375,-1.1920928955078125e-07,666.4430410385132,0.2,260.4085998535156,0.07417389,,,,,
462848,19.12503433227539,12.0,,,,,,,,,,,,,,,
463872,15.015721321105957,12.0,2260,0.0003,-2.6266367003321647,0.04732017765636556,0.425439453125,0.0,823.6012076377868,0.2,590.4871826171875,0.08398346,,,,,
464896,19.319358825683594,12.0,,,,,,,,,,,,,,,
465920,23.109928131103516,12.0,2270,0.0003,-2.583229811489582,0.04230220688332338,0.4146484375,0.0,997.136778640747,0.2,447.5050354003906,0.09068544,,,,,
466944,21.097431182861328,12.0,,,,,,,,,,,,,,,
467968,21.27129364013672,12.0,2280,0.0003,-2.612912204861641,0.042479556967737156,0.357861328125,0.0,771.1201040267945,0.2,443.9345397949219,0.0718434,,,,,
468992,20.756980895996094,12.0,,,,,,,,,,,,,,,
470016,16.97711944580078,12.0,2290,0.0003,-2.632422513514757,0.0470524022646714,0.3578125,-1.1920928955078125e-07,892.0810527801514,0.2,270.08416748046875,0.07297361,,,,,
471040,23.630386352539062,12.0,,,,,,,,,,,,,,,
471040,,,,,,,,,,,,,146.76963935,12.0,230,946,497
472064,20.481464385986328,12.0,2300,0.0003,-2.6115308791399,0.048732107537216504,0.3349609375,0.0,671.6628038406373,0.2,334.01605224609375,0.07121937,,,,,
473088,20.94987678527832,12.0,,,,,,,,,,,,,,,
474112,17.492115020751953,12.0,2310,0.0003,-2.6074684366583822,0.03814487725612707,0.3513671875,5.960464477539063e-08,965.448129272461,0.2,475.58148193359375,0.087932,,,,,
475136,21.85187530517578,12.0,,,,,,,,,,,,,,,
476160,21.86943817138672,12.0,2320,0.0003,-2.6757579945027827,0.050433775191777386,0.381201171875,1.7881393432617188e-07,778.4213381767273,0.2,375.0036315917969,0.07977581,,,,,
477184,16.103879928588867,12.0,,,,,,,,,,,,,,,
478208,17.896015167236328,12.0,2330,0.0003,-2.619351053982973,0.045636202458990735,0.330517578125,0.0,626.9918804168701,0.2,318.9507751464844,0.0741083,,,,,
479232,20.032005310058594,12.0,,,,,,,,,,,,,,,
480256,21.744129180908203,12.0,2340,0.0003,-2.627989499270916,0.054087789880577476,0.3943359375,0.0,717.8533127784729,0.2,344.0775146484375,0.07836229,,,,,
481280,15.889627456665039,12.0,,,,,,,,,,,,,,,
482304,14.705389022827148,12.0,2350,0.0003,-2.650386947393417,0.04997208627173677,0.411865234375,0.0,577.8585473060608,0.2,237.85960388183594,0.07585439,,,,,
483328,21.6312198638916,12.0,,,,,,,,,,,,,,,
484352,17.137611389160156,12.0,2360,0.0003,-2.70573750808835,0.044345839697052726,0.371044921875,0.0,787.8939522743225,0.2,400.5800476074219,0.059378352,,,,,
485376,17.000696182250977,12.0,,,,,,,,,,,,,,,
486400,19.382356643676758,12.0,2370,0.0003,-2.7188417062163355,0.03959354640101083,0.3595703125,0.0,619.3105487823486,0.2,273.4792175292969,0.05478416,,,,,
487424,17.695741653442383,12.0,,,,,,,,,,,,,,,
488448,22.10002899169922,12.0,2380,0.0003,-2.7199037566781046,0.04618765019695274,0.33486328125,0.0,818.5440093040467,0.2,376.5313415527344,0.056050487,,,,,
489472,23.124065399169922,12.0,,,,,,,,,,,,,,,
490496,21.049779891967773,12.0,2390,0.0003,-2.7133639954030513,0.048124635076965204,0.37265625,0.0,764.1338870048523,0.2,262.5065002441406,0.06181565,,,,,
491520,11.792167663574219,12.0,,,,,,,,,,,,,,,
491520,,,,,,,,,,,,,125.15392474000002,12.0,240,986,498
492544,10.852176666259766,12.0,2400,0.0003,-2.6847574479877947,0.04347112495888723,0.378466796875,0.0,869.2130030632019,0.2,525.2999267578125,0.062357567,,,,,
493568,18.849212646484375,12.0,,,,,,,,,,,,,,,
494592,14.782947540283203,12.0,2410,0.0003,-2.6034283064305783,0.04279990091890795,0.41201171875,0.0,642.0974495887756,0.2,418.12481689453125,0.053574212,,,,,
495616,14.420317649841309,12.0,,,,,,,,,,,,,,,
496640,16.275928497314453,12.0,2420,0.0003,-2.5888323202729224,0.03733183466247283,0.35673828125,0.0,921.6716340065002,0.2,445.731201171875,0.0495333,,,,,
497664,14.518305778503418,12.0,,,,,,,,,,,,,,,
498688,15.770528793334961,12.0,2430,0.0003,-2.601693748682737,0.040499828672909646,0.362841796875,0.0,837.1186277389527,0.2,522.814453125,0.06406622,,,,,
499712,13.751058578491211,12.0,,,,,,,,,,,,,,,
500736,9.682415008544922,12.0,2440,0.0003,-2.6310186751186846,0.04623175669112243,0.261328125,-1.1920928955078125e-07,1103.3135704040528,0.2,515.9163818359375,0.048719153,,,,,
501760,21.602794647216797,12.0,,,,,,,,,,,,,,,
502784,22.502574920654297,12.0,2450,0.0003,-2.627939335256815,0.04035381330177188,0.34736328125,0.0,1068.0711154937744,0.2,495.1484680175781,0.051302403,,,,,
503808,20.50855255126953,12.0,,,,,,,,,,,,,,,
504832,18.66688346862793,12.0,2460,0.0003,-2.6814526401460173,0.0345378655634704,0.312548828125,0.0,973.4016380310059,0.2,474.9434509277344,0.04704505,,,,,
505856,14.13809585571289,12.0,,,,,,,,,,,,,,,
506880,16.587709426879883,12.0,2470,0.0003,-2.7024254776537417,0.04059028495394159,0.30546875,0.0,669.1405139923096,0.2,355.1556091308594,0.047586016,,,,,
507904,17.736766815185547,12.0,,,,,,,,,,,,,,,
508928,20.293212890625,12.0,2480,0.0003,-2.7267645478248594,0.04074015692749526,0.361083984375,0.0,632.383043384552,0.2,238.2435302734375,0.05322131,,,,,
509952,14.290641784667969,12.0,,,,,,,,,,,,,,,
510976,14.2566499710083,12.0,2490,0.0003,-2.693911876529455,0.03641160586921614,0.321630859375,0.0,535.2581312179566,0.2,316.6146545410156,0.04787697,,,,,
512000,22.52103042602539,12.0,,,,,,,,,,,,,,,
512000,,,,,,,,,,,,,107.62876668999999,12.0,250,1025,499
513024,15.534740447998047,12.0,2500,0.0003,-2.7149909906089307,0.049812522483989596,0.285546875,0.0,980.9308860778808,0.2,506.8128967285156,0.04222348,,,,,
514048,19.613248825073242,12.0,,,,,,,,,,,,,,,
515072,22.683452606201172,12.0,2510,0.0003,-2.726196053624153,0.04038185552781215,0.328857421875,5.960464477539063e-08,695.8203579902649,0.2,245.1251983642578,0.054175075,,,,,
516096,13.20494556427002,12.0,,,,,,,,,,,,,,,
517120,17.420358657836914,12.0,2520,0.0003,-2.674481645971537,0.04545927057915833,0.346923828125,5.960464477539063e-08,693.3259865760804,0.2,346.64453125,0.05267875,,,,,
518144,20.201946258544922,12.0,,,,,,,,,,,,,,,
519168,23.15695571899414,12.0,2530,0.0003,-2.6380705311894417,0.03508637884806376,0.368505859375,0.0,672.5394043922424,0.2,302.3752136230469,0.06540412,,,,,
520192,19.660388946533203,12.0,,,,,,,,,,,,,,,
521216,14.467056274414062,12.0,2540,0.0003,-2.6590730689466,0.049692725643399174,0.372705078125,0.0,582.2346803665162,0.2,322.93798828125,0.059731252,,,,,
522240,9.179115295410156,12.0,,,,,,,,,,,,,,,
523264,21.963090896606445,12.0,2550,0.0003,-2.6343590795993803,0.04622860385570675,0.367578125,5.960464477539063e-08,698.3185290336609,0.2,298.0086975097656,0.06344322,,,,,
524288,16.403644561767578,12.0,,,,,,,,,,,,,,,
525312,13.312224388122559,12.0,2560,0.0003,-2.599913877248764,0.0487035122117959,0.377587890625,-1.1920928955078125e-07,611.5244015693664,0.2,210.41383361816406,0.0671957,,,,,
526336,19.341835021972656,12.0,,,,,,,,,,,,,,,
527360,17.430950164794922,12.0,2570,0.0003,-2.6482795879244803,0.03502306153241079,0.341650390625,5.960464477539063e-08,494.10128536224363,0.2,287.699951171875,0.058282986,,,,,
528384,18.634319305419922,12.0,,,,,,,,,,,,,,,
529408,17.7957763671875,12.0,2580,0.0003,-2.6582190074026584,0.04674626188934781,0.402197265625,-1.1920928955078125e-07,974.0117084503174,0.2,345.2342224121094,0.063512005,,,,,
530432,14.743605613708496,12.0,,,,,,,,,,,,,,,
531456,19.926448822021484,12.0,2590,0.0003,-2.638268841803074,0.035861053966800685,0.37490234375,5.960464477539063e-08,874.0453038215637,0.2,412.7021484375,0.06563162,,,,,
532480,17.576641082763672,12.0,,,,,,,,,,,,,,,
532480,,,,,,,,,,,,,137.82281172999998,12.0,260,1063,500
533504,5.007150173187256,12.0,2600,0.0003,-2.6454494751989843,0.05003909769293387,0.37578125,0.0,776.163648223877,0.2,296.4732666015625,0.077172,,,,,
534528,15.774599075317383,12.0,,,,,,,,,,,,,,,
535552,15.297639846801758,12.0,2610,0.0003,-2.645654338598251,0.04968841397203505,0.35732421875,0.0,699.6986459732055,0.2,401.6928405761719,0.07506708,,,,,
536576,18.519695281982422,12.0,,,,,,,,,,,,,,,
537600,16.27081298828125,12.0,2620,0.0003,-2.653423045575619,0.05659635767660802,0.37041015625,0.0,623.973620223999,0.2,241.11883544921875,0.07023619,,,,,
538624,18.878170013427734,12.0,,,,,,,,,,,,,,,
539648,14.667890548706055,12.0,2630,0.0003,-2.6475412510335445,0.0461874457570957,0.387353515625,5.960464477539063e-08,827.5280487060547,0.2,375.1739807128906,0.07566694,,,,,
540672,15.843208312988281,12.0,,,,,,,,,,,,,,,
541696,23.110414505004883,12.0,2640,0.0003,-2.631307650357485,0.038744568984839134,0.3765625,0.0,682.5974799156189,0.2,367.49835205078125,0.0721155,,,,,
542720,21.619598388671875,12.0,,,,,,,,,,,,,,,
543744,14.138205528259277,12.0,2650,0.0003,-2.7068696446716785,0.03975906596024288,0.367724609375,-1.1920928955078125e-07,733.5837074279785,0.2,324.8548889160156,0.06379686,,,,,
544768,19.87128448486328,12.0,,,,,,,,,,,,,,,
545792,15.838266372680664,12.0,2660,0.0003,-2.7411424949765206,0.042404244109638965,0.37314453125,0.0,795.9231959342957,0.2,450.1895751953125,0.07653713,,,,,
546816,17.134355545043945,12.0,,,,,,,,,,,,,,,
547840,14.547378540039062,12.0,2670,0.0003,-2.748693821579218,0.04854002572246827,0.330029296875,5.960464477539063e-08,868.8672216415405,0.2,364.11572265625,0.065627955,,,,,
548864,16.739288330078125,12.0,,,,,,,,,,,,,,,
549888,19.43013572692871,12.0,2680,0.0003,-2.741898988932371,0.04272203941945918,0.3505859375,0.0,720.8584069252014,0.2,340.6653137207031,0.06562069,,,,,
550912,18.989221572875977,12.0,,,,,,,,,,,,,,,
551936,12.968833923339844,12.0,2690,0.0003,-2.7164336323738096,0.034499878145288675,0.40380859375,0.0,879.8435276985168,0.2,532.5259399414062,0.05990998,,,,,
552960,14.437789916992188,12.0,,,,,,,,,,,,,,,
552960,,,,,,,,,,,,,121.85530090000002,12.0,270,1099,502
553984,14.562124252319336,12.0,2700,0.0003,-2.7415312878787517,0.056244545837398616,0.29658203125,5.960464477539063e-08,952.6300179481507,0.2,394.40374755859375,0.051205464,,,,,
555008,13.934674263000488,12.0,,,,,,,,,,,,,,,
556032,14.590476989746094,12.0,2710,0.0003,-2.7516730882227423,0.05077167089038994,0.31396484375,0.0,1203.277180290222,0.2,782.941162109375,0.058311097,,,,,
557056,20.398969650268555,12.0,,,,,,,,,,,,,,,
558080,21.02604866027832,12.0,2720,0.0003,-2.719199615716934,0.04474261032883078,0.30986328125,0.0,644.3800128936767,0.2,423.46142578125,0.045814767,,,,,
559104,18.667722702026367,12.0,,,,,,,,,,,,,,,
560128,17.23369026184082,12.0,2730,0.0003,-2.7108998842537404,0.04304284889367409,0.32900390625,0.0,821.5512233734131,0.2,441.2397766113281,0.056263305,,,,,
561152,17.102622985839844,12.0,,,,,,,,,,,,,,,
562176,19.750694274902344,12.0,2740,0.0003,-2.7015444099903108,0.04994488820666447,0.339990234375,0.0,734.8284411430359,0.2,272.3227844238281,0.055853426,,,,,
563200,17.56562042236328,12.0,,,,,,,,,,,,,,,
564224,21.3247127532959,12.0,2750,0.0003,-2.6511369310319424,0.04442822108976543,0.391796875,0.0,681.9959679603577,0.2,430.7256774902344,0.0634684,,,,,
565248,7.3554277420043945,12.0,,,,,,,,,,,,,,,
566272,7.864291191101074,12.0,2760,0.0003,-2.6476348668336867,0.04268286709266249,0.371240234375,1.1920928955078125e-07,1055.796836566925,0.2,328.0438232421875,0.060935147,,,,,
567296,16.65066909790039,12.0,,,,,,,,,,,,,,,
568320,22.403606414794922,12.0,2770,0.0003,-2.699243933707476,0.04061301242618356,0.340087890625,0.0,727.0728042602539,0.2,377.8702697753906,0.05984746,,,,,
569344,18.79327392578125,12.0,,,,,,,,,,,,,,,
570368,14.431306838989258,12.0,2780,0.0003,-2.6506709955632686,0.04852941448771162,0.400537109375,5.960464477539063e-08,709.5829827308655,0.2,269.3264465332031,0.07668652,,,,,
571392,11.686976432800293,12.0,,,,,,,,,,,,,,,
572416,15.791094779968262,12.0,2790,0.0003,-2.6375820487737656,0.05008365549729206,0.3482421875,0.0,1046.2629943847655,0.2,478.7709655761719,0.08098457,,,,,
573440,16.606245040893555,12.0,,,,,,,,,,,,,,,
573440,,,,,,,,,,,,,128.73568212,12.0,280,1138,503
574464,22.55657958984375,12.0,2800,0.0003,-2.6362111419439316,0.04479033165262081,0.390478515625,0.0,1097.4125690460205,0.2,629.6881103515625,0.07929997,,,,,
575488,20.85906982421875,12.0,,,,,,,,,,,,,,,
576512,15.729766845703125,12.0,2810,0.0003,-2.6783192276954653,0.03994128441991052,0.377294921875,0.0,795.6685035705566,0.2,511.4498291015625,0.063282475,,,,,
577536,12.944252014160156,12.0,,,,,,,,,,,,,,,
578560,19.03496551513672,12.0,2820,0.0003,-2.6775210931897164,0.044863369717495515,0.3439453125,0.0,680.1350186347961,0.2,224.64613342285156,0.070508204,,,,,
579584,18.673480987548828,12.0,,,,,,,,,,,,,,,
580608,24.0755615234375,12.0,2830,0.0003,-2.6828288838267325,0.06094455834972905,0.353173828125,0.0,1055.3794708251953,0.2,516.0169067382812,0.071279615,,,,,
581632,20.018630981445312,12.0,,,,,,,,,,,,,,,
582656,15.742942810058594,12.0,2840,0.0003,-2.6829772353172303,0.0565939575782977,0.413671875,0.0,754.2991242408752,0.2,411.01416015625,0.080633365,,,,,
583680,21.856626510620117,12.0,,,,,,,,,,,,,,,
584704,23.792573928833008,12.0,2850,0.0003,-2.6856226094067095,0.042714055819669736,0.404931640625,0.0,760.5178272247315,0.2,356.70465087890625,0.07278538,,,,,
585728,15.784860610961914,12.0,,,,,,,,,,,,,,,
586752,10.673538208007812,12.0,2860,0.0003,-2.6940607808530332,0.05170512994227465,0.427197265625,0.0,669.1837976455688,0.2,249.6140594482422,0.09430752,,,,,
587776,12.40701675415039,12.0,,,,,,,,,,,,,,,
588800,17.03751564025879,12.0,2870,0.0003,-2.7074645936489103,0.04597835561435204,0.348828125,-1.1920928955078125e-07,735.2287291526794,0.2,251.91519165039062,0.083597206,,,,,
589824,17.34420394897461,12.0,,,,,,,,,,,,,,,
590848,18.46700096130371,12.0,2880,0.0003,-2.6796377703547476,0.05696134697063826,0.412353515625,0.0,689.8789520263672,0.2,327.4954528808594,0.086752936,,,,,
591872,22.338275909423828,12.0,,,,,,,,,,,,,,,
592896,21.740936279296875,12.0,2890,0.0003,-2.7014812149107454,0.057353215210605414,0.397509765625,0.0,969.7692052841187,0.2,377.2445068359375,0.102113314,,,,,
593920,15.792892456054688,12.0,,,,,,,,,,,,,,,
593920,,,,,,,,,,,,,145.68915828000002,12.0,290,1177,504
594944,19.624324798583984,12.0,2900,0.0003,-2.7780853167176245,0.05576371335191652,0.373486328125,0.0,918.5323177337647,0.2,390.63323974609375,0.07809741,,,,,
595968,21.423038482666016,12.0,,,,,,,,,,,,,,,
596992,20.55390167236328,12.0,2910,0.0003,-2.829060869663954,0.05922980968316551,0.409130859375,5.960464477539063e-08,698.6895174026489,0.2,295.7364501953125,0.100125715,,,,,
598016,20.20956039428711,12.0,,,,,,,,,,,,,,,
