time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
31744,12.503649711608887,12.0,150,0.0003,-3.675562082231045,-0.053785434836754575,0.3978515625,0.0,4342.045715332031,0.2,1820.2159423828125,0.066116616,,,,,
32768,16.663915634155273,12.0,,,,,,,,,,,,,,,
33792,13.896827697753906,12.0,160,0.0003,-3.6362539723515512,-0.051413378125289455,0.426953125,0.0,3862.7223579406736,0.2,1951.7061767578125,0.07022247,,,,,
34816,14.456421852111816,12.0,,,,,,,,,,,,,,,
35840,17.919124603271484,12.0,170,0.0003,-3.5962459102272986,-0.05238137014675885,0.430126953125,0.0,4498.73210067749,0.2,2110.439453125,0.08265392,,,,,
36864,17.16500473022461,12.0,,,,,,,,,,,,,,,
37888,15.460678100585938,12.0,180,0.0003,-3.5936910286545753,-0.047360900390776804,0.41875,0.0,4492.732800292969,0.2,1692.6016845703125,0.07216249,,,,,
38912,17.27520751953125,12.0,,,,,,,,,,,,,,,
39936,18.396697998046875,12.0,190,0.0003,-3.5734878845512865,-0.04695247291820124,0.43974609375,0.0,4332.197113800049,0.2,2193.899658203125,0.07628937,,,,,
40960,15.629680633544922,12.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,128.88488016,12.0,20,141,289
41984,16.238065719604492,12.0,200,0.0003,-3.5354345068335533,-0.04587193219340406,0.40185546875,-1.1920928955078125e-07,3955.798639678955,0.2,1965.609375,0.0742521,,,,,
43008,11.355600357055664,12.0,,,,,,,,,,,,,,,
44032,11.320016860961914,12.0,210,0.0003,-3.4929174900054933,-0.04208040667290334,0.4337890625,0.0,3619.407579803467,0.2,1511.0869140625,0.08825064,,,,,
45056,18.699054718017578,12.0,,,,,,,,,,,,,,,
46080,16.79732894897461,12.0,220,0.0003,-3.4653262265026568,-0.04799473723978735,0.440478515625,0.0,3750.607592010498,0.2,1450.4881591796875,0.07729002,,,,,
47104,16.557987213134766,12.0,,,,,,,,,,,,,,,
48128,16.020936965942383,12.0,230,0.0003,-3.4194378294050694,-0.04882327691011597,0.40712890625,-1.1920928955078125e-07,4072.778163909912,0.2,2035.344482421875,0.06567378,,,,,
49152,18.46268653869629,12.0,,,,,,,,,,,,,,,
50176,16.906492233276367,12.0,240,0.0003,-3.406128168106079,-0.04570370439032558,0.384765625,0.0,3917.7922958374024,0.2,2027.97705078125,0.07137486,,,,,
51200,17.558738708496094,12.0,,,,,,,,,,,,,,,
52224,15.445545196533203,12.0,250,0.0003,-3.3734113782644273,-0.046689556023920886,0.42958984375,0.0,3453.729885864258,0.2,1814.3253173828125,0.07264863,,,,,
53248,19.11093521118164,12.0,,,,,,,,,,,,,,,
54272,17.258514404296875,12.0,260,0.0003,-3.3551823809742927,-0.04100159381487174,0.38076171875,0.0,4847.149369049072,0.2,2581.53955078125,0.06840158,,,,,
55296,16.36756134033203,12.0,,,,,,,,,,,,,,,
56320,18.88697052001953,12.0,270,0.0003,-3.3493214339017867,-0.04005244128929917,0.38603515625,0.0,3353.060821533203,0.2,1358.4744873046875,0.06933355,,,,,
57344,12.014147758483887,12.0,,,,,,,,,,,,,,,
58368,11.422303199768066,12.0,280,0.0003,-3.296369797736406,-0.03325753868848551,0.369873046875,5.960464477539063e-08,3819.161025238037,0.2,1990.52001953125,0.07705821,,,,,
59392,17.449932098388672,12.0,,,,,,,,,,,,,,,
60416,17.87891960144043,12.0,290,0.0003,-3.267444512993097,-0.04299352943780832,0.3892578125,5.960464477539063e-08,3537.741606140137,0.2,1501.2454833984375,0.070939094,,,,,
61440,17.962879180908203,12.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,140.86762321999998,12.0,30,178,344
62464,14.241026878356934,12.0,300,0.0003,-3.2325358971953393,-0.04433269895380363,0.345703125,5.960464477539063e-08,4115.61894454956,0.2,1951.366455078125,0.07788338,,,,,
63488,16.090736389160156,12.0,,,,,,,,,,,,,,,
64512,16.886341094970703,12.0,310,0.0003,-3.178532650321722,-0.0475395287387073,0.419140625,0.0,3994.4415657043455,0.2,1717.2684326171875,0.089886844,,,,,
65536,20.42603302001953,12.0,,,,,,,,,,,,,,,
66560,15.687840461730957,12.0,320,0.0003,-3.123411591351032,-0.050370630976976825,0.360546875,0.0,5049.993241119385,0.2,2503.294677734375,0.08370003,,,,,
67584,15.149456977844238,12.0,,,,,,,,,,,,,,,
68608,22.949098587036133,12.0,330,0.0003,-3.1010662712156774,-0.03450090253900271,0.4181640625,0.0,3367.0304958343504,0.2,1553.04931640625,0.08891668,,,,,
69632,19.15426254272461,12.0,,,,,,,,,,,,,,,
70656,20.459848403930664,12.0,340,0.0003,-3.0498470693826674,-0.043119024092447944,0.46689453125,5.960464477539063e-08,3934.5480773925783,0.2,1697.255615234375,0.10111159,,,,,
71680,21.5767822265625,12.0,,,,,,,,,,,,,,,
72704,15.985343933105469,12.0,350,0.0003,-3.022694440931082,-0.028907746949698776,0.4400390625,0.0,4246.567227172852,0.2,1924.89794921875,0.085885204,,,,,
73728,17.794294357299805,12.0,,,,,,,,,,,,,,,
74752,21.60839080810547,12.0,360,0.0003,-2.952149900794029,-0.0402023987728171,0.40712890625,0.0,3993.015518951416,0.2,2008.8206787109375,0.0828933,,,,,
75776,20.810317993164062,12.0,,,,,,,,,,,,,,,
76800,25.017024993896484,12.0,370,0.0003,-2.8786206379532815,-0.03600283847481478,0.383203125,0.0,4036.375798034668,0.2,1716.7841796875,0.07934639,,,,,
77824,17.29676055908203,12.0,,,,,,,,,,,,,,,
78848,13.907601356506348,12.0,380,0.0003,-2.8885119535028934,-0.03758158649579855,0.422119140625,0.0,3641.3749870300294,0.2,1557.1094970703125,0.059253782,,,,,
79872,14.10155963897705,12.0,,,,,,,,,,,,,,,
80896,19.23757553100586,12.0,390,0.0003,-2.860237979143858,-0.036453559072106144,0.31240234375,0.0,4619.227703857422,0.2,1926.2196044921875,0.06475442,,,,,
81920,15.604692459106445,12.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,142.48102816,12.0,40,216,378
82944,19.457162857055664,12.0,400,0.0003,-2.841661413758993,-0.03639091124932747,0.344384765625,0.0,4288.888937377929,0.2,1909.1202392578125,0.068251446,,,,,
83968,21.739608764648438,12.0,,,,,,,,,,,,,,,
84992,15.961092948913574,12.0,410,0.0003,-2.7961876705288886,-0.03568040359532461,0.42509765625,1.1920928955078125e-07,3716.3270477294923,0.2,1666.21923828125,0.07009124,,,,,
86016,18.26372528076172,12.0,,,,,,,,,,,,,,,
87040,16.292346954345703,12.0,420,0.0003,-2.7706363305449484,-0.031986453160061504,0.3134765625,0.0,4189.208461761475,0.2,1436.534912109375,0.06255904,,,,,
88064,12.757039070129395,12.0,,,,,,,,,,,,,,,
89088,20.219650268554688,12.0,430,0.0003,-2.7279729939997197,-0.03753909955266863,0.3423828125,0.0,4259.102952575684,0.2,1917.92041015625,0.08645105,,,,,
90112,21.293079376220703,12.0,,,,,,,,,,,,,,,
91136,21.221038818359375,12.0,440,0.0003,-2.693715963512659,-0.021082117823243606,0.343212890625,0.0,3860.5524620056153,0.2,1387.2880859375,0.074727684,,,,,
92160,19.785240173339844,12.0,,,,,,,,,,,,,,,
93184,19.60279655456543,12.0,450,0.0003,-2.693109976500273,-0.022312361412332393,0.376025390625,0.0,4088.640044403076,0.2,1809.5712890625,0.069381446,,,,,
94208,21.349130630493164,12.0,,,,,,,,,,,,,,,
95232,17.433433532714844,12.0,460,0.0003,-2.682544919103384,-0.02449297701678006,0.351904296875,0.0,4626.992121887207,0.2,2153.552001953125,0.077873506,,,,,
96256,19.897727966308594,12.0,,,,,,,,,,,,,,,
97280,15.52621841430664,12.0,470,0.0003,-2.689585791528225,-0.02057164667494362,0.425,-1.1920928955078125e-07,3888.5022621154785,0.2,1918.7626953125,0.100514755,,,,,
98304,15.800030708312988,12.0,,,,,,,,,,,,,,,
99328,21.098745346069336,12.0,480,0.0003,-2.683866435289383,-0.017914601374650375,0.390966796875,0.0,3810.3232444763185,0.2,1861.8665771484375,0.096307606,,,,,
100352,21.104595184326172,12.0,,,,,,,,,,,,,,,
101376,16.709442138671875,12.0,490,0.0003,-2.6613839946687223,-0.021106636311742477,0.42353515625,0.0,4015.0897827148438,0.2,1845.90673828125,0.08129517,,,,,
102400,16.71722412109375,12.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,135.58344327999998,12.0,50,254,402
103424,21.220399856567383,12.0,500,0.0003,-2.61446201428771,-0.024864871634053997,0.33310546875,0.0,3691.0536674499513,0.2,1476.93115234375,0.06720987,,,,,
104448,20.40728759765625,12.0,,,,,,,,,,,,,,,
105472,15.222465515136719,12.0,510,0.0003,-2.616105183213949,-0.017277930222917348,0.35048828125,0.0,3496.6448616027833,0.2,1395.532470703125,0.072740845,,,,,
106496,15.77992057800293,12.0,,,,,,,,,,,,,,,
107520,19.46017074584961,12.0,520,0.0003,-2.6001085229218006,-0.034079932537861166,0.32666015625,0.0,5108.479016113281,0.2,2191.72265625,0.06685761,,,,,
108544,17.628875732421875,12.0,,,,,,,,,,,,,,,
109568,15.906469345092773,12.0,530,0.0003,-2.574253062158823,-0.026485676600714214,0.388134765625,0.0,3821.4152183532715,0.2,1648.39794921875,0.073386684,,,,,
110592,17.560016632080078,12.0,,,,,,,,,,,,,,,
111616,17.484376907348633,12.0,540,0.0003,-2.541118446737528,-0.022299833412398586,0.31494140625,0.0,2820.5264041900637,0.2,1219.1461181640625,0.04391118,,,,,
112640,21.793142318725586,12.0,,,,,,,,,,,,,,,
113664,15.129863739013672,12.0,550,0.0003,-2.5634602338075636,-0.022894789218116784,0.302783203125,0.0,3629.336949157715,0.2,1615.248046875,0.04647977,,,,,
114688,16.186847686767578,12.0,,,,,,,,,,,,,,,
115712,21.82449722290039,12.0,560,0.0003,-2.5586032561957834,-0.014554718999715988,0.32734375,0.0,3568.6873817443848,0.2,1340.2684326171875,0.050341386,,,,,
116736,15.167290687561035,12.0,,,,,,,,,,,,,,,
117760,19.71573257446289,12.0,570,0.0003,-2.557319813966751,-0.01739685933571309,0.26826171875,1.1920928955078125e-07,3909.550266265869,0.2,1968.51513671875,0.048803262,,,,,
118784,23.3565731048584,12.0,,,,,,,,,,,,,,,
119808,23.601621627807617,12.0,580,0.0003,-2.527793163061142,-0.02804994301695842,0.3853515625,1.1920928955078125e-07,4466.899605560303,0.2,2124.879638671875,0.064580776,,,,,
120832,20.852792739868164,12.0,,,,,,,,,,,,,,,
121856,16.418216705322266,12.0,590,0.0003,-2.533109413087368,-0.018384092760970815,0.320361328125,5.960464477539063e-08,3122.103691101074,0.2,1624.349609375,0.057319876,,,,,
122880,9.651987075805664,12.0,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,150.05728946,12.0,60,290,422
123904,18.898807525634766,12.0,600,0.0003,-2.511105487495661,-0.02255906020727707,0.342529296875,0.0,3881.096915435791,0.2,1887.2259521484375,0.062438082,,,,,
124928,15.551652908325195,12.0,,,,,,,,,,,,,,,
125952,17.479103088378906,12.0,610,0.0003,-2.49421541467309,-0.017322457929549274,0.31708984375,0.0,4402.595217132568,0.2,2305.58935546875,0.061956327,,,,,
126976,21.833545684814453,12.0,,,,,,,,,,,,,,,
128000,14.163909912109375,12.0,620,0.0003,-2.5019651532173155,-0.011118977442674805,0.33662109375,5.960464477539063e-08,3569.588109588623,0.2,1534.775146484375,0.068144314,,,,,
129024,16.73419189453125,12.0,,,,,,,,,,,,,,,
130048,23.214920043945312,12.0,630,0.0003,-2.49060962498188,-0.011137870894162915,0.396240234375,0.0,3342.8667781829836,0.2,1559.5926513671875,0.07997913,,,,,
131072,23.223712921142578,12.0,,,,,,,,,,,,,,,
132096,21.163421630859375,12.0,640,0.0003,-2.4579956486821173,-0.002305717377748806,0.307666015625,1.1920928955078125e-07,3325.6365619659423,0.2,1335.7205810546875,0.056406006,,,,,
133120,18.933822631835938,12.0,,,,,,,,,,,,,,,
134144,14.463516235351562,12.0,650,0.0003,-2.4755308508872984,-0.019662573153618725,0.427685546875,0.0,4191.565483856201,0.2,2078.8818359375,0.07500887,,,,,
135168,23.016714096069336,12.0,,,,,,,,,,,,,,,
136192,21.233856201171875,12.0,660,0.0003,-2.479524827003479,-0.011009632209606934,0.40947265625,0.0,4014.50069732666,0.2,1744.9490966796875,0.09298524,,,,,
137216,14.456315994262695,12.0,,,,,,,,,,,,,,,
138240,13.653863906860352,12.0,670,0.0003,-2.446481630206108,-0.007675834916881286,0.428076171875,0.0,4171.550039672851,0.2,2035.934814453125,0.10436746,,,,,
139264,13.773406982421875,12.0,,,,,,,,,,,,,,,
140288,19.700061798095703,12.0,680,0.0003,-2.44498001113534,-0.002901772917539347,0.405712890625,0.0,3270.339848327637,0.2,1502.0103759765625,0.10240471,,,,,
141312,20.94397735595703,12.0,,,,,,,,,,,,,,,
142336,20.023317337036133,12.0,690,0.0003,-2.4602666117250918,-0.014489051424607168,0.346142578125,0.0,3240.0415580749514,0.2,1471.8409423828125,0.08043166,,,,,
143360,17.796375274658203,12.0,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,162.22392495999998,12.0,70,327,437
144384,12.428974151611328,12.0,700,0.0003,-2.4571759924292564,-0.02971374212502269,0.37275390625,0.0,4138.504421234131,0.2,2093.493896484375,0.09115587,,,,,
145408,19.234975814819336,12.0,,,,,,,,,,,,,,,
146432,18.591533660888672,12.0,710,0.0003,-2.4535394102334975,0.0030086235812632365,0.3759765625,0.0,4029.2397453308104,0.2,1572.3570556640625,0.10005455,,,,,
147456,15.96829605102539,12.0,,,,,,,,,,,,,,,
148480,20.931835174560547,12.0,720,0.0003,-2.4504650428891184,0.002849815295485314,0.4580078125,-1.1920928955078125e-07,2723.599017333984,0.2,1148.6607666015625,0.101755254,,,,,
149504,20.424245834350586,12.0,,,,,,,,,,,,,,,
150528,18.122352600097656,12.0,730,0.0003,-2.433289448171854,-0.00905640311393654,0.448876953125,0.0,3586.7562896728514,0.2,1697.874267578125,0.118982926,,,,,
151552,20.744121551513672,12.0,,,,,,,,,,,,,,,
152576,12.518802642822266,12.0,740,0.0003,-2.4281804844737054,-0.024351196248608174,0.406494140625,0.0,4586.137424468994,0.2,1894.138671875,0.10010731,,,,,
153600,22.68108367919922,12.0,,,,,,,,,,,,,,,
154624,19.68779945373535,12.0,750,0.0003,-2.4227190308272837,0.0008248798811109736,0.401513671875,0.0,3255.6831443786623,0.2,1402.6966552734375,0.09736659,,,,,
155648,24.587055206298828,12.0,,,,,,,,,,,,,,,
156672,20.519634246826172,12.0,760,0.0003,-2.420049814134836,-0.009882867106352933,0.420703125,0.0,2988.7093856811525,0.2,1363.719482421875,0.07346322,,,,,
157696,13.928483963012695,12.0,,,,,,,,,,,,,,,
158720,14.044443130493164,12.0,770,0.0003,-2.4086053900420668,-0.009594645153993043,0.3568359375,5.960464477539063e-08,3839.6678001403807,0.2,2163.511474609375,0.07474202,,,,,
159744,17.30746841430664,12.0,,,,,,,,,,,,,,,
160768,20.327425003051758,12.0,780,0.0003,-2.4038538463413714,0.0021517451270483432,0.36064453125,0.0,3676.512361907959,0.2,1811.8302001953125,0.08703479,,,,,
161792,13.158332824707031,12.0,,,,,,,,,,,,,,,
162816,17.930896759033203,12.0,790,0.0003,-2.3843912720680236,-0.008657926796877291,0.377734375,0.0,4048.028481292725,0.2,1960.3121337890625,0.116110384,,,,,
163840,9.872495651245117,12.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,146.43720088,12.0,80,367,445
164864,17.529186248779297,12.0,800,0.0003,-2.365936520695686,0.0006632768621784635,0.37978515625,0.0,2796.6315372467043,0.2,1485.0439453125,0.118091896,,,,,
165888,20.77108383178711,12.0,,,,,,,,,,,,,,,
166912,12.88685131072998,12.0,810,0.0003,-2.352935943007469,-7.32037762645632e-05,0.40078125,1.1920928955078125e-07,3917.3602500915526,0.2,2164.879150390625,0.113455474,,,,,
167936,17.583322525024414,12.0,,,,,,,,,,,,,,,
168960,23.92877769470215,12.0,820,0.0003,-2.3525730215013025,-0.0005594940681476146,0.432666015625,-1.1920928955078125e-07,2896.9217193603517,0.2,1231.7740478515625,0.11626076,,,,,
169984,21.96803092956543,12.0,,,,,,,,,,,,,,,
171008,20.50499725341797,12.0,830,0.0003,-2.379129818081856,0.009430017955310177,0.448779296875,5.960464477539063e-08,4038.2914222717286,0.2,1561.4144287109375,0.105611555,,,,,
172032,20.45513916015625,12.0,,,,,,,,,,,,,,,
173056,22.593082427978516,12.0,840,0.0003,-2.3885882452130316,-0.006800973427016288,0.42802734375,0.0,3262.7713481903074,0.2,1304.8685302734375,0.102667615,,,,,
174080,24.510692596435547,12.0,,,,,,,,,,,,,,,
175104,13.910593032836914,12.0,850,0.0003,-2.3890798427164555,0.006249716629827162,0.4177734375,0.0,2851.6476753234865,0.2,1164.2449951171875,0.11239913,,,,,
176128,15.252867698669434,12.0,,,,,,,,,,,,,,,
