time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/value_loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/approx_kl,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean
1024,12.303297996520996,180.0,,,,,,,,,,,,,,,
2048,13.858043670654297,180.0,,,,,,,,,,,,,,,
3072,13.609225273132324,180.0,43.24951645731926,0.0003,-5.867602899670601,-0.04191720867238473,0.0009279251098632812,19.515033721923828,10,0.2,0.392529296875,0.023875454,,,,,
4096,13.974788665771484,180.0,,,,,,,,,,,,,,,
5120,14.374858856201172,180.0,41.458759889006615,0.0003,-5.847066055238247,-0.0381610229582293,0.0025016069412231445,23.84914207458496,20,0.2,0.385107421875,0.026302524,,,,,
6144,13.542726516723633,180.0,,,,,,,,,,,,,,,
7168,15.272015571594238,180.0,41.26048035025597,0.0003,-5.8190209284424785,-0.032442466692009474,0.0025295019149780273,21.394393920898438,30,0.2,0.32900390625,0.021567268,,,,,
8192,14.003700256347656,180.0,,,,,,,,,,,,,,,
9216,14.963953971862793,180.0,43.37809888720513,0.0003,-5.79335720539093,-0.035513476312917194,0.0019579529762268066,31.50452995300293,40,0.2,0.388720703125,0.025919985,,,,,
10240,13.031970977783203,180.0,,,,,,,,,,,,,,,
11264,12.405976295471191,180.0,40.62033315598965,0.0003,-5.769585944712162,-0.03858301622385625,0.002814173698425293,29.997018814086914,50,0.2,0.36494140625,0.024925642,,,,,
12288,14.388051986694336,180.0,,,,,,,,,,,,,,,
13312,14.107955932617188,180.0,42.908769848942754,0.0003,-5.7206111490726474,-0.035961049173783975,0.0009210109710693359,26.494495391845703,60,0.2,0.369580078125,0.02374447,,,,,
14336,14.252889633178711,180.0,,,,,,,,,,,,,,,
15360,15.042503356933594,180.0,42.633374485373494,0.0003,-5.706423307955265,-0.037799516088853125,0.0012065768241882324,17.504295349121094,70,0.2,0.36494140625,0.025106518,,,,,
16384,13.965051651000977,180.0,,,,,,,,,,,,,,,
17408,14.822338104248047,180.0,40.875727808475496,0.0003,-5.6807985857129095,-0.04005351398373023,0.0016216039657592773,17.064517974853516,80,0.2,0.398193359375,0.025408667,,,,,
18432,13.70720386505127,180.0,,,,,,,,,,,,,,,
19456,14.316787719726562,180.0,36.083564430475235,0.0003,-5.665768656134605,-0.035112162894802165,0.0,22.908185958862305,90,0.2,0.368212890625,0.022969559,,,,,
20480,15.130020141601562,180.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,330,10,62,180.0,14.568111179999999
21504,14.290118217468262,180.0,50.902918744087216,0.0003,-5.6276331201195715,-0.03153043811471434,0.00047343969345092773,21.645858764648438,100,0.2,0.321240234375,0.020352826,,,,,
22528,14.41008186340332,180.0,,,,,,,,,,,,,,,
23552,13.465898513793945,180.0,42.78551993966103,0.0003,-5.625211532413959,-0.023458773152378855,0.0008268356323242188,36.84535598754883,110,0.2,0.2671875,0.020890474,,,,,
24576,13.797006607055664,180.0,,,,,,,,,,,,,,,
25600,14.723663330078125,180.0,39.816776397824285,0.0003,-5.5870071113109585,-0.0336958888299705,0.0009781718254089355,24.526548385620117,120,0.2,0.312158203125,0.020488901,,,,,
26624,15.392995834350586,180.0,,,,,,,,,,,,,,,
27648,14.805595397949219,180.0,41.63433639705181,0.0003,-5.537808749079704,-0.033776486796705286,0.00023192167282104492,8.267062187194824,130,0.2,0.3419921875,0.021947663,,,,,
28672,14.676984786987305,180.0,,,,,,,,,,,,,,,
29696,17.22911262512207,180.0,37.49449907541275,0.0003,-5.505758629739285,-0.0332395917881513,0.0006505846977233887,20.372238159179688,140,0.2,0.33134765625,0.022679474,,,,,
30720,16.901975631713867,180.0,,,,,,,,,,,,,,,
31744,16.453500747680664,180.0,41.55573731660843,0.0003,-5.44866398870945,-0.03497610548147349,0.00045996904373168945,16.21965980529785,150,0.2,0.386328125,0.024493203,,,,,
32768,16.445110321044922,180.0,,,,,,,,,,,,,,,
33792,16.31888198852539,180.0,37.52930688858032,0.0003,-5.413821651041507,-0.0395265974177164,0.0009495019912719727,12.636343002319336,160,0.2,0.37451171875,0.02204173,,,,,
34816,16.35361099243164,180.0,,,,,,,,,,,,,,,
35840,16.515928268432617,180.0,36.812660625576974,0.0003,-5.367637491226196,-0.03227765161136631,1.1920928955078125e-07,19.942808151245117,170,0.2,0.33642578125,0.020537663,,,,,
36864,16.45872688293457,180.0,,,,,,,,,,,,,,,
37888,16.551830291748047,180.0,40.79454538822174,0.0003,-5.334288224577904,-0.03351468658511294,0.0001944899559020996,24.883771896362305,180,0.2,0.3427734375,0.021710094,,,,,
38912,15.83687686920166,180.0,,,,,,,,,,,,,,,
39936,15.442703247070312,180.0,40.061743000149725,0.0003,-5.327318640053273,-0.03377770339720883,8.988380432128906e-05,16.471467971801758,190,0.2,0.35556640625,0.02293998,,,,,
40960,17.835973739624023,180.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,328,20,124,180.0,15.77066619
41984,17.83922576904297,180.0,33.53370663821697,0.0003,-5.28205015361309,-0.035001951921731236,0.0002174973487854004,11.064464569091797,200,0.2,0.339990234375,0.021618443,,,,,
43008,18.253923416137695,180.0,,,,,,,,,,,,,,,
44032,17.44390296936035,180.0,43.422683680057524,0.0003,-5.25797638297081,-0.033077098512876546,0.0,20.65667152404785,210,0.2,0.35205078125,0.021065792,,,,,
45056,18.869306564331055,180.0,,,,,,,,,,,,,,,
46080,17.572114944458008,180.0,53.17789685130119,0.0003,-5.1932350024580956,-0.03406258140894351,0.0,24.764562606811523,220,0.2,0.337939453125,0.020667452,,,,,
47104,19.54399299621582,180.0,,,,,,,,,,,,,,,
48128,18.36676788330078,180.0,39.14763235449791,0.0003,-5.1797906562685965,-0.027448217706114518,0.00034946203231811523,19.69254493713379,230,0.2,0.30068359375,0.020438608,,,,,
49152,17.5231990814209,180.0,,,,,,,,,,,,,,,
50176,16.105112075805664,180.0,40.91242426037788,0.0003,-5.115805393457412,-0.03377212370978668,0.0,17.5616512298584,240,0.2,0.359912109375,0.022224423,,,,,
51200,17.51141357421875,180.0,,,,,,,,,,,,,,,
52224,19.16562271118164,180.0,47.78062071800232,0.0003,-5.0621659517288204,-0.035598224951536396,0.0,10.583438873291016,250,0.2,0.353076171875,0.021474801,,,,,
53248,18.764205932617188,180.0,,,,,,,,,,,,,,,
