time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
1024,180.0,12.64505386352539,,,,,,,,,,,,,,,
2048,180.0,13.214801788330078,,,,,,,,,,,,,,,
3072,180.0,14.418012619018555,0.2,34.515480041503906,0.4078125,0.0003,0.023865132,0.0009942054748535156,42.10633405447006,-0.050464438679046,10,-5.8674644947052,,,,,
4096,180.0,13.0892333984375,,,,,,,,,,,,,,,
5120,180.0,12.452448844909668,0.2,19.5375919342041,0.33173828125,0.0003,0.02357079,0.0,39.73620055615902,-0.040572124904429074,20,-5.854469223320484,,,,,
6144,180.0,12.172014236450195,,,,,,,,,,,,,,,
7168,180.0,14.623176574707031,0.2,27.418027877807617,0.387255859375,0.0003,0.025411721,0.0,48.22253085970878,-0.04723520640982315,30,-5.837119959294796,,,,,
8192,180.0,13.444735527038574,,,,,,,,,,,,,,,
9216,180.0,13.836196899414062,0.2,23.75963592529297,0.307763671875,0.0003,0.021122264,0.0,35.47226323485374,-0.042230118888255674,40,-5.813781236112118,,,,,
10240,180.0,13.540189743041992,,,,,,,,,,,,,,,
11264,180.0,13.928585052490234,0.2,13.161709785461426,0.31337890625,0.0003,0.022201478,0.0,40.15512562990189,-0.04627780630253255,50,-5.802732199430466,,,,,
12288,180.0,14.041961669921875,,,,,,,,,,,,,,,
13312,180.0,13.782537460327148,0.2,24.765300750732422,0.3388671875,0.0003,0.02212707,-1.1920928955078125e-07,46.40275538265705,-0.04729992211505305,60,-5.769223523139954,,,,,
14336,180.0,13.509269714355469,,,,,,,,,,,,,,,
15360,180.0,12.845807075500488,0.2,20.985506057739258,0.3236328125,0.0003,0.023504123,0.0,40.59149036109447,-0.042788068755180576,70,-5.7488110065460205,,,,,
16384,180.0,14.613160133361816,,,,,,,,,,,,,,,
17408,180.0,14.566193580627441,0.2,22.294292449951172,0.348046875,0.0003,0.022419427,1.1920928955078125e-07,35.441597265005115,-0.05127879126521293,80,-5.724417319893837,,,,,
18432,180.0,13.441054344177246,,,,,,,,,,,,,,,
19456,180.0,14.01992416381836,0.2,38.33481979370117,0.29443359375,0.0003,0.021236889,0.0,39.55737951397896,-0.04685458241438027,90,-5.7165043070912365,,,,,
20480,180.0,13.644614219665527,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,62,10,328,14.02993398,180.0
21504,180.0,14.747404098510742,0.2,30.76487922668457,0.313232421875,0.0003,0.021664282,-1.1920928955078125e-07,39.582660004496574,-0.04230451171461027,100,-5.697932873666287,,,,,
22528,180.0,14.538908958435059,,,,,,,,,,,,,,,
23552,180.0,15.162765502929688,0.2,25.298009872436523,0.32216796875,0.0003,0.023764424,0.0,45.95024164319038,-0.04435986345342826,110,-5.68122860789299,,,,,
24576,180.0,14.061389923095703,,,,,,,,,,,,,,,
25600,180.0,14.47671890258789,0.2,24.57491683959961,0.3431640625,0.0003,0.023300998,0.0,46.840465480089186,-0.044393774715717885,120,-5.629805341362953,,,,,
26624,180.0,15.443187713623047,,,,,,,,,,,,,,,
27648,180.0,14.75101375579834,0.2,16.251964569091797,0.37333984375,0.0003,0.026428528,-1.1920928955078125e-07,42.75472395420074,-0.04987240941845812,130,-5.600357837975025,,,,,
28672,180.0,14.06579303741455,,,,,,,,,,,,,,,
29696,180.0,14.327561378479004,0.2,15.963478088378906,0.335400390625,0.0003,0.022426765,0.0,38.83761442303658,-0.049094471550779416,140,-5.549982929229737,,,,,
30720,180.0,16.985883712768555,,,,,,,,,,,,,,,
31744,180.0,19.162935256958008,0.2,7.974084854125977,0.330419921875,0.0003,0.025083065,0.0,37.647678923606875,-0.042098523535241836,150,-5.506195925176144,,,,,
32768,180.0,16.178558349609375,,,,,,,,,,,,,,,
33792,180.0,15.49911117553711,0.2,18.241775512695312,0.39228515625,0.0003,0.026386084,0.0,36.474723076820375,-0.048665484454249966,160,-5.463991631567478,,,,,
34816,180.0,16.354530334472656,,,,,,,,,,,,,,,
35840,180.0,16.451242446899414,0.2,15.995223045349121,0.354931640625,0.0003,0.024279015,0.0,39.42907806634903,-0.04986616637761472,170,-5.4535959482192995,,,,,
36864,180.0,18.406660079956055,,,,,,,,,,,,,,,
37888,180.0,16.937973022460938,0.2,15.088081359863281,0.345751953125,0.0003,0.026304655,0.0,40.26818247437477,-0.04744988918828312,180,-5.423885834217072,,,,,
38912,180.0,16.333580017089844,,,,,,,,,,,,,,,
39936,180.0,18.397994995117188,0.2,14.11754322052002,0.37841796875,0.0003,0.028143788,-1.1920928955078125e-07,35.35617688894272,-0.04786516114836559,190,-5.38128270804882,,,,,
40960,180.0,16.21494483947754,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,124,20,328,15.608571310000004,180.0
41984,180.0,16.941791534423828,0.2,26.68193817138672,0.39970703125,0.0003,0.029877659,0.0,35.92541203200817,-0.045986096977139825,200,-5.3041216596961025,,,,,
43008,180.0,16.34475326538086,,,,,,,,,,,,,,,
44032,180.0,17.64890480041504,0.2,20.35626983642578,0.439453125,0.0003,0.030008879,0.0,38.74538596868515,-0.044540167751256375,210,-5.251789018511772,,,,,
45056,180.0,17.024581909179688,,,,,,,,,,,,,,,
46080,180.0,16.34543800354004,0.2,23.979244232177734,0.4390625,0.0003,0.03157134,-1.1920928955078125e-07,47.49186578989029,-0.045326836821914185,220,-5.240426082909107,,,,,
47104,180.0,18.101627349853516,,,,,,,,,,,,,,,
48128,180.0,17.335437774658203,0.2,10.527310371398926,0.428515625,0.0003,0.032444037,-1.1920928955078125e-07,40.166466027498245,-0.04311043752968544,230,-5.16679957807064,,,,,
49152,180.0,19.30630874633789,,,,,,,,,,,,,,,
50176,180.0,18.13951301574707,0.2,23.554407119750977,0.457861328125,0.0003,0.034504637,0.0,37.452146956324576,-0.04633194943307899,240,-5.105129052698612,,,,,
51200,180.0,20.225082397460938,,,,,,,,,,,,,,,
52224,180.0,19.613494873046875,0.2,16.594486236572266,0.4697265625,0.0003,0.036045127,0.0,39.62443237006664,-0.045596313080750406,250,-5.033322596549988,,,,,
53248,180.0,19.091976165771484,,,,,,,,,,,,,,,
54272,180.0,21.71327018737793,0.2,23.409639358520508,0.48017578125,0.0003,0.03972026,0.0,39.537353071570394,-0.04811354815319646,260,-4.946214611828327,,,,,
55296,180.0,22.418228149414062,,,,,,,,,,,,,,,
56320,180.0,20.819286346435547,0.2,17.610824584960938,0.4201171875,0.0003,0.03635813,0.0,43.39428365826607,-0.046218227047938855,270,-4.872783371806145,,,,,
57344,180.0,21.064411163330078,,,,,,,,,,,,,,,
58368,180.0,24.39881134033203,0.2,7.32636833190918,0.5349609375,0.0003,0.04220331,0.0,39.34022390544415,-0.04092398223438067,280,-4.839351463317871,,,,,
59392,180.0,26.87588119506836,,,,,,,,,,,,,,,
60416,180.0,25.08550262451172,0.2,17.170164108276367,0.40791015625,0.0003,0.031816892,0.0,37.078922134637835,-0.03818973018933321,290,-4.815279760956765,,,,,
61440,180.0,26.180011749267578,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,187,30,328,19.13417918,180.0
62464,180.0,24.52413558959961,0.2,11.982545852661133,0.4173828125,0.0003,0.033838376,-1.1920928955078125e-07,46.49028401970863,-0.03919113432930317,300,-4.757016286253929,,,,,
63488,180.0,27.868083953857422,,,,,,,,,,,,,,,
64512,180.0,26.15106964111328,0.2,9.899147033691406,0.4978515625,0.0003,0.044978857,0.0,38.66717706918716,-0.04839870488503948,310,-4.636738821864128,,,,,
65536,180.0,26.906715393066406,,,,,,,,,,,,,,,
66560,180.0,24.60601043701172,0.2,11.720324516296387,0.467138671875,0.0003,0.038818516,-1.1920928955078125e-07,36.7197287261486,-0.038499441917520014,320,-4.558327136933803,,,,,
67584,180.0,25.41866683959961,,,,,,,,,,,,,,,
68608,180.0,28.172035217285156,0.2,17.908464431762695,0.50390625,0.0003,0.041190654,0.0,42.273990243673325,-0.043668343203898986,330,-4.502965874969959,,,,,
69632,180.0,27.250682830810547,,,,,,,,,,,,,,,
70656,180.0,31.62564468383789,0.2,23.477949142456055,0.51728515625,0.0003,0.050321892,-1.1920928955078125e-07,46.723008489608766,-0.03901322111923946,340,-4.419019182026386,,,,,
71680,180.0,31.684856414794922,,,,,,,,,,,,,,,
72704,180.0,33.97447967529297,0.2,19.084569931030273,0.522900390625,0.0003,0.05262299,0.0,47.559612369537355,-0.04254001036169939,350,-4.2758676439523695,,,,,
73728,180.0,33.945945739746094,,,,,,,,,,,,,,,
74752,180.0,30.84062957763672,0.2,8.844669342041016,0.552783203125,0.0003,0.036203146,1.7881393432617188e-07,45.92267099022865,-0.03808296220522607,360,-4.276170581579208,,,,,
75776,180.0,32.37169647216797,,,,,,,,,,,,,,,
76800,180.0,34.94819641113281,0.2,15.340445518493652,0.523681640625,0.0003,0.03787231,0.0,41.11785153746605,-0.04433362795534777,370,-4.250263632833958,,,,,
77824,180.0,33.58301544189453,,,,,,,,,,,,,,,
78848,180.0,34.46992492675781,0.2,22.233318328857422,0.48720703125,0.0003,0.035719,-1.1920928955078125e-07,47.84863535165787,-0.03824886453803629,380,-4.203264145553112,,,,,
79872,180.0,37.09930419921875,,,,,,,,,,,,,,,
80896,180.0,35.977821350097656,0.2,22.430818557739258,0.469384765625,0.0003,0.032952625,0.0,41.84732282161713,-0.04162880864605541,390,-4.1824825495481495,,,,,
81920,180.0,35.92866134643555,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,249,40,328,30.912060489999995,180.0
82944,180.0,40.046424865722656,0.2,17.492740631103516,0.517138671875,0.0003,0.040109117,0.0,40.03352146744728,-0.04481167707417626,400,-4.117822135984897,,,,,
83968,180.0,36.16545867919922,,,,,,,,,,,,,,,
84992,180.0,42.25722122192383,0.2,29.311912536621094,0.57890625,0.0003,0.044526454,0.0,52.25510261654854,-0.04008936411992181,410,-3.9943925343453883,,,,,
86016,180.0,39.32157897949219,,,,,,,,,,,,,,,
87040,180.0,43.25868225097656,0.2,23.0380802154541,0.555712890625,0.0003,0.057079017,0.0,45.761749643087384,-0.052562427410157396,420,-3.888864116370678,,,,,
88064,180.0,41.868247985839844,,,,,,,,,,,,,,,
89088,180.0,48.4285888671875,0.2,26.341602325439453,0.6455078125,0.0003,0.045507208,0.0,46.719615465402605,-0.043730120685358996,430,-3.8321682468056677,,,,,
90112,180.0,42.149131774902344,,,,,,,,,,,,,,,
91136,180.0,47.53702926635742,0.2,26.315706253051758,0.572900390625,0.0003,0.030555276,0.0,48.75716116726399,-0.042917205684352665,440,-3.822856319695711,,,,,
92160,180.0,45.70566177368164,,,,,,,,,,,,,,,
93184,180.0,51.437801361083984,0.2,26.062570571899414,0.479345703125,0.0003,0.025316317,0.0,44.39326939880848,-0.05089994285808643,450,-3.822039736062288,,,,,
94208,180.0,50.335880279541016,,,,,,,,,,,,,,,
95232,180.0,52.73920440673828,0.2,21.065176010131836,0.466015625,0.0003,0.02561582,-1.1920928955078125e-07,44.50368704795837,-0.04474480092612794,460,-3.7745356976985933,,,,,
96256,180.0,48.59852981567383,,,,,,,,,,,,,,,
97280,180.0,44.27155303955078,0.2,20.480716705322266,0.546630859375,0.0003,0.02725432,-1.1920928955078125e-07,45.379168930649755,-0.048084121887222865,470,-3.7147145681083202,,,,,
98304,180.0,54.53882598876953,,,,,,,,,,,,,,,
99328,180.0,52.42033386230469,0.2,12.492955207824707,0.497216796875,0.0003,0.029096706,0.0,50.392237949371335,-0.048973179911263286,480,-3.6751327715814113,,,,,
100352,180.0,52.62477111816406,,,,,,,,,,,,,,,
101376,180.0,52.77442932128906,0.2,19.021865844726562,0.55380859375,0.0003,0.02548752,0.0,45.62924265861511,-0.045685795394820164,490,-3.5992748983204366,,,,,
102400,180.0,52.61947250366211,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,312,50,328,48.52297258000001,180.0
103424,180.0,56.758934020996094,0.2,22.166364669799805,0.511181640625,0.0003,0.030903878,-1.1920928955078125e-07,41.487512707710266,-0.04497632631682791,500,-3.5429899729788303,,,,,
104448,180.0,57.40736770629883,,,,,,,,,,,,,,,
105472,180.0,55.82978820800781,0.2,23.47428321838379,0.546533203125,0.0003,0.03137954,-1.1920928955078125e-07,50.527600502967836,-0.04924316758988425,510,-3.486119521409273,,,,,
106496,180.0,57.53539276123047,,,,,,,,,,,,,,,
107520,180.0,56.894569396972656,0.2,28.22791290283203,0.69697265625,0.0003,0.04596196,0.0,42.211577183008195,-0.049964715476380664,520,-3.382700335979462,,,,,
108544,180.0,61.599708557128906,,,,,,,,,,,,,,,
109568,180.0,62.782352447509766,0.2,21.666555404663086,0.560791015625,0.0003,0.03437952,0.0,41.29820381402969,-0.044356359881930985,530,-3.357879664003849,,,,,
110592,180.0,61.796722412109375,,,,,,,,,,,,,,,
111616,180.0,66.5673828125,0.2,18.396636962890625,0.563623046875,0.0003,0.034001656,1.1920928955078125e-07,40.95342230796814,-0.04919789347331971,540,-3.3531757444143295,,,,,
112640,180.0,67.08911895751953,,,,,,,,,,,,,,,
113664,180.0,62.34982681274414,0.2,22.733444213867188,0.6666015625,0.0003,0.045062967,-1.1920928955078125e-07,41.98878448605537,-0.04571918923466001,550,-3.2556555047631264,,,,,
114688,180.0,63.15547180175781,,,,,,,,,,,,,,,
115712,180.0,65.23495483398438,0.2,27.31864356994629,0.60166015625,0.0003,0.039108966,-1.1920928955078125e-07,42.05080632567406,-0.04891295896086376,560,-3.2288737446069717,,,,,
116736,180.0,69.26939392089844,,,,,,,,,,,,,,,
117760,180.0,63.579612731933594,0.2,21.4097843170166,0.597216796875,0.0003,0.029818216,0.0,41.73569647073746,-0.04493110456096474,570,-3.227090521156788,,,,,
118784,180.0,69.99407958984375,,,,,,,,,,,,,,,
119808,180.0,67.8497085571289,0.2,17.85594367980957,0.594677734375,0.0003,0.0368214,0.0,42.13231906890869,-0.04654120622144546,580,-3.2038572020828724,,,,,
120832,180.0,70.05340576171875,,,,,,,,,,,,,,,
121856,180.0,65.94628143310547,0.2,28.755216598510742,0.49267578125,0.0003,0.026644537,-1.1920928955078125e-07,46.89113721847534,-0.045179839184856976,590,-3.2117539942264557,,,,,
122880,180.0,69.0938720703125,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,374,60,328,63.17595682,180.0
123904,180.0,68.79292297363281,0.2,14.067770004272461,0.60390625,0.0003,0.031577066,-2.384185791015625e-07,42.04603088200092,-0.04621637679956621,600,-3.1335113391280176,,,,,
124928,180.0,67.0192642211914,,,,,,,,,,,,,,,
