time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/std,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/clip_range,train/n_updates,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss
944640,1200.0,18417.415043,,,,,,0.7973625659942627,0.07499245,0.0,-0.015619422611780464,14.702044486999512,0.2,4600,43.892845171689984,0.0003,0.43056640625,-228.9448395252228
945840,1200.0,18390.823073,,,,,,,,,,,,,,,,
946528,,,61,9400,1200.0,281,14833.32042525,,,,,,,,,,,
947040,1200.0,16543.513422,,,,,,0.7968212962150574,0.06722881,0.0,-0.01763025717518758,18.45208168029785,0.2,4610,55.242302507162094,0.0003,0.41943359375,-228.70647912025453
948240,1200.0,16563.732231,,,,,,,,,,,,,,,,
948576,,,61,9436,1200.0,282,14917.67065884,,,,,,,,,,,
949440,1200.0,16351.923807,,,,,,0.7961298227310181,0.06332127,-1.1920928955078125e-07,-0.015480646281503141,21.606454849243164,0.2,4620,40.16583654880524,0.0003,0.431689453125,-228.52559123039245
950624,,,61,9467,1200.0,283,14957.807770009998,,,,,,,,,,,
950640,1200.0,18790.620123,,,,,,0.7951965928077698,0.06258118,1.1920928955078125e-07,-0.01681154121470172,10.04450798034668,0.2,4630,41.56217811703682,0.0003,0.415576171875,-228.28375911712646
951840,1200.0,18800.903241,,,,,,,,,,,,,,,,
952672,,,61,9504,1200.0,284,15039.00695819,,,,,,,,,,,
953040,1200.0,16582.699173,,,,,,0.7954218983650208,0.061421305,0.0,-0.013549438855261543,16.971073150634766,0.2,4640,36.769071930646895,0.0003,0.456201171875,-228.06630206108093
954240,1200.0,16595.988715,,,,,,,,,,,,,,,,
954720,,,61,9541,1200.0,285,15117.855881039999,,,,,,,,,,,
955440,1200.0,16521.624322,,,,,,0.7954708933830261,0.055246465,5.960464477539063e-08,-0.016998754581436515,14.348000526428223,0.2,4650,32.819342237710956,0.0003,0.402978515625,-228.02634921073914
956640,1200.0,16481.438458,,,,,,,,,,,,,,,,
956768,,,61,9576,1200.0,286,15198.06272076,,,,,,,,,,,
957840,1200.0,16594.195355,,,,,,0.7951804995536804,0.06437059,0.0,-0.018435493385186418,14.300582885742188,0.2,4660,31.074833369255067,0.0003,0.456591796875,-227.8951614379883
958816,,,61,9603,1200.0,287,15238.716148709997,,,,,,,,,,,
959040,1200.0,16704.48756,,,,,,0.7948853373527527,0.051708095,0.0,-0.017495733761461452,17.625221252441406,0.2,4670,40.499087357521056,0.0003,0.389697265625,-227.84070272445678
960240,1200.0,16691.153496,,,,,,,,,,,,,,,,
960864,,,61,9643,1200.0,288,15316.8377044,,,,,,,,,,,
961440,1200.0,16658.012261,,,,,,0.7946835160255432,0.051623575,0.0,-0.021290376238175666,21.36567497253418,0.2,4680,47.37803346514702,0.0003,0.4025390625,-227.7165078639984
962640,1200.0,16640.731223,,,,,,,,,,,,,,,,
962912,,,61,9679,1200.0,289,15392.459743720003,,,,,,,,,,,
963840,1200.0,16686.36337,,,,,,0.7937635779380798,0.06216533,0.0,-0.025546745708561504,19.681665420532227,0.2,4690,38.07583060264587,0.0003,0.44111328125,-227.5035376548767
964960,,,61,9707,1200.0,290,15431.89307243,,,,,,,,,,,
965040,1200.0,18957.463789,,,,,,0.7923157811164856,0.045996904,0.0,-0.02277408874942921,13.168706893920898,0.2,4700,44.04352602958679,0.0003,0.380419921875,-227.21734733581542
966240,1200.0,18963.901227,,,,,,,,,,,,,,,,
967008,,,61,9745,1200.0,291,15509.30083996,,,,,,,,,,,
967440,1200.0,19229.350727,,,,,,0.7921857833862305,0.05307821,0.0,-0.020921886269934475,24.543235778808594,0.2,4710,47.73715705275536,0.0003,0.389306640625,-226.98477730751037
968640,1200.0,19223.516094,,,,,,,,,,,,,,,,
969056,,,61,9779,1200.0,292,15585.934628719999,,,,,,,,,,,
969840,1200.0,16637.616842,,,,,,0.7913026213645935,0.057821363,-1.1920928955078125e-07,-0.02618328976095654,20.135482788085938,0.2,4720,39.12164428830147,0.0003,0.38076171875,-226.83321890830993
971040,1200.0,16600.23236,,,,,,,,,,,,,,,,
971104,,,61,9814,1200.0,293,15662.279155789998,,,,,,,,,,,
