time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/entropy_loss,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean
228352,45.09233093261719,180.0,1110,0.015542412,0.0003,-0.016337322947219946,19.72827630788088,0.217333984375,4.774821758270264,0.2,0.0,-3.544163402915001,,,,,
229376,46.158203125,180.0,,,,,,,,,,,,,,,
230400,46.196876525878906,180.0,1120,0.015360111,0.0003,-0.012575962088885718,20.51674452126026,0.147216796875,13.342718124389648,0.2,-1.1920928955078125e-07,-3.5604637004435062,,,,,
231424,46.83472442626953,180.0,,,,,,,,,,,,,,,
232448,45.73394012451172,180.0,1130,0.011105783,0.0003,-0.009475289318652358,22.20773229897022,0.1439453125,14.671295166015625,0.2,0.0,-3.554107293486595,,,,,
233472,46.51197814941406,180.0,,,,,,,,,,,,,,,
234496,47.504356384277344,180.0,1140,0.014413833,0.0003,-0.014400554180610925,26.286891189217567,0.18232421875,10.630009651184082,0.2,-1.1920928955078125e-07,-3.570769487321377,,,,,
235520,46.78499984741211,180.0,,,,,,,,,,,,,,,
236544,48.24652099609375,180.0,1150,0.01623085,0.0003,-0.016477072860288898,21.861376571655274,0.229248046875,19.907154083251953,0.2,0.0,-3.567995459586382,,,,,
237568,47.334373474121094,180.0,,,,,,,,,,,,,,,
238592,45.96752166748047,180.0,1160,0.0155414445,0.0003,-0.015537725115427748,24.90450823903084,0.19970703125,10.733482360839844,0.2,-1.1920928955078125e-07,-3.5684874169528484,,,,,
239616,45.960052490234375,180.0,,,,,,,,,,,,,,,
240640,47.32034683227539,180.0,1170,0.017008798,0.0003,-0.01609717832907336,22.94278611242771,0.221923828125,9.518324851989746,0.2,0.0,-3.5385005436837673,,,,,
241664,47.1871337890625,180.0,,,,,,,,,,,,,,,
242688,46.141822814941406,180.0,1180,0.015854938,0.0003,-0.014877361748222028,22.788538071513177,0.1921875,15.013301849365234,0.2,0.0,-3.533017049729824,,,,,
243712,46.05134582519531,180.0,,,,,,,,,,,,,,,
244736,46.17185974121094,180.0,1190,0.0148007,0.0003,-0.012976647727191449,23.69969587922096,0.193505859375,10.428242683410645,0.2,0.0,-3.5318399310112,,,,,
245760,46.813629150390625,180.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,267,120,920,180.0,47.2844407
246784,45.004722595214844,180.0,1200,0.018386228,0.0003,-0.016533633790095335,25.889289662241936,0.2111328125,16.46756935119629,0.2,0.0,-3.5575226597487926,,,,,
247808,44.96207809448242,180.0,,,,,,,,,,,,,,,
248832,45.940528869628906,180.0,1210,0.014165007,0.0003,-0.013512240676936927,19.72177600264549,0.17451171875,10.909406661987305,0.2,0.0,-3.551016041636467,,,,,
249856,46.819427490234375,180.0,,,,,,,,,,,,,,,
250880,47.012535095214844,180.0,1220,0.0149824,0.0003,-0.0118388129179948,22.436737045645714,0.175341796875,8.075766563415527,0.2,0.0,-3.5371030658483504,,,,,
251904,47.66655731201172,180.0,,,,,,,,,,,,,,,
252928,47.45954895019531,180.0,1230,0.016777335,0.0003,-0.011736084931180812,21.511716678738594,0.165625,16.896289825439453,0.2,0.0,-3.4739999145269396,,,,,
253952,50.34770584106445,180.0,,,,,,,,,,,,,,,
254976,50.14214324951172,180.0,1240,0.01593016,0.0003,-0.011123793832666706,18.830202938616274,0.151025390625,13.442316055297852,0.2,0.0,-3.450068188458681,,,,,
256000,47.59542465209961,180.0,,,,,,,,,,,,,,,
257024,50.142723083496094,180.0,1250,0.016702272,0.0003,-0.016034636019321626,20.319727301597595,0.2189453125,8.57999038696289,0.2,0.0,-3.4390909343957903,,,,,
258048,46.35421371459961,180.0,,,,,,,,,,,,,,,
259072,46.752140045166016,180.0,1260,0.015348243,0.0003,-0.013170653213455808,16.515887047350407,0.197998046875,8.251123428344727,0.2,0.0,-3.4788223430514336,,,,,
260096,47.65556716918945,180.0,,,,,,,,,,,,,,,
261120,46.96006774902344,180.0,1270,0.015554536,0.0003,-0.00982875323825283,18.971261209249498,0.13447265625,12.457839965820312,0.2,0.0,-3.482900731265545,,,,,
262144,47.08856964111328,180.0,,,,,,,,,,,,,,,
263168,45.867000579833984,180.0,1280,0.012897782,0.0003,-0.008554227324202657,22.628666001558305,0.121044921875,6.424084186553955,0.2,0.0,-3.476219221204519,,,,,
264192,47.21595001220703,180.0,,,,,,,,,,,,,,,
265216,49.30633544921875,180.0,1290,0.014522692,0.0003,-0.010814097958791536,19.88407870531082,0.16591796875,6.9658331871032715,0.2,0.0,-3.4416814230382444,,,,,
266240,49.10087203979492,180.0,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,270,130,982,180.0,47.47231108999999
267264,48.67641830444336,180.0,1300,0.013653208,0.0003,-0.01144117425501463,19.741365271806718,0.15556640625,12.045249938964844,0.2,1.1920928955078125e-07,-3.4304124139249326,,,,,
268288,48.202266693115234,180.0,,,,,,,,,,,,,,,
269312,45.965938568115234,180.0,1310,0.01609975,0.0003,-0.018823616036388557,19.59512886106968,0.215625,8.601669311523438,0.2,0.0,-3.4268153443932534,,,,,
270336,47.906307220458984,180.0,,,,,,,,,,,,,,,
271360,47.09814453125,180.0,1320,0.014242604,0.0003,-0.012853689822077286,19.269015899300577,0.175732421875,9.241645812988281,0.2,-1.1920928955078125e-07,-3.4332902535796164,,,,,
272384,46.679176330566406,180.0,,,,,,,,,,,,,,,
273408,46.88394546508789,180.0,1330,0.01610861,0.0003,-0.014772766341047827,21.103485429286955,0.179345703125,13.26552963256836,0.2,1.1920928955078125e-07,-3.438336130976677,,,,,
274432,48.2529296875,180.0,,,,,,,,,,,,,,,
275456,46.43279266357422,180.0,1340,0.017656982,0.0003,-0.019826372424722648,19.391556537151338,0.233740234375,16.659286499023438,0.2,-1.1920928955078125e-07,-3.48754892796278,,,,,
276480,45.190277099609375,180.0,,,,,,,,,,,,,,,
277504,45.87615966796875,180.0,1350,0.015936168,0.0003,-0.013066719980997732,21.401384472846985,0.18154296875,11.622437477111816,0.2,0.0,-3.4901283577084543,,,,,
278528,46.85337829589844,180.0,,,,,,,,,,,,,,,
279552,47.32080078125,180.0,1360,0.016277488,0.0003,-0.01309296174440533,24.50046089887619,0.182080078125,15.229796409606934,0.2,0.0,-3.4873350918293,,,,,
280576,48.16161346435547,180.0,,,,,,,,,,,,,,,
281600,45.7523307800293,180.0,1370,0.015174435,0.0003,-0.01367719733971171,20.204046672582628,0.15546875,16.48060417175293,0.2,0.0,-3.468326359987259,,,,,
282624,50.20063018798828,180.0,,,,,,,,,,,,,,,
283648,47.870296478271484,180.0,1380,0.014514682,0.0003,-0.011795424517185894,22.920751270651817,0.15166015625,8.912891387939453,0.2,0.0,-3.4785772815346716,,,,,
284672,46.946311950683594,180.0,,,,,,,,,,,,,,,
285696,45.47491455078125,180.0,1390,0.016687056,0.0003,-0.010757001465390204,18.73134329319,0.163330078125,6.23179817199707,0.2,0.0,-3.504531541466713,,,,,
286720,46.15309143066406,180.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,273,140,1046,180.0,47.350336609999985
287744,49.16551971435547,180.0,1400,0.014583414,0.0003,-0.009786019485909491,22.818510282039643,0.1244140625,13.054243087768555,0.2,0.0,-3.5269242726266383,,,,,
288768,47.626708984375,180.0,,,,,,,,,,,,,,,
289792,46.50246810913086,180.0,1410,0.016311463,0.0003,-0.012047122337389738,22.172344216704367,0.17646484375,11.724737167358398,0.2,0.0,-3.5179107025265695,,,,,
290816,47.668914794921875,180.0,,,,,,,,,,,,,,,
291840,49.17998504638672,180.0,1420,0.017999884,0.0003,-0.016266085112874862,21.446195340156557,0.201708984375,7.651631832122803,0.2,0.0,-3.5221781715750695,,,,,
292864,48.279319763183594,180.0,,,,,,,,,,,,,,,
293888,48.81409454345703,180.0,1430,0.014103218,0.0003,-0.009744355298607843,20.213133522868155,0.147412109375,13.80689525604248,0.2,0.0,-3.4892297104001044,,,,,
294912,48.96025848388672,180.0,,,,,,,,,,,,,,,
295936,46.73500442504883,180.0,1440,0.012161359,0.0003,-0.010799645974475424,21.539863258600235,0.12861328125,10.197332382202148,0.2,5.960464477539063e-08,-3.5211418382823467,,,,,
296960,45.21331787109375,180.0,,,,,,,,,,,,,,,
297984,46.29328155517578,180.0,1450,0.017854044,0.0003,-0.016259414252999704,20.025088968873025,0.18564453125,6.667212963104248,0.2,1.7881393432617188e-07,-3.5482348389923573,,,,,
299008,46.399749755859375,180.0,,,,,,,,,,,,,,,
300032,45.728515625,180.0,1460,0.014183281,0.0003,-0.010269438419345533,25.15787991285324,0.139111328125,16.738492965698242,0.2,0.0,-3.5491974651813507,,,,,
301056,49.79383087158203,180.0,,,,,,,,,,,,,,,
302080,47.589229583740234,180.0,1470,0.017702777,0.0003,-0.01599268244463019,24.044665595889093,0.209423828125,11.355090141296387,0.2,5.960464477539063e-08,-3.567457228153944,,,,,
303104,46.8150520324707,180.0,,,,,,,,,,,,,,,
304128,46.20417022705078,180.0,1480,0.014905775,0.0003,-0.01223074782465119,22.382760897278786,0.151171875,8.3850679397583,0.2,1.7881393432617188e-07,-3.530250158160925,,,,,
305152,46.34576416015625,180.0,,,,,,,,,,,,,,,
306176,46.75319290161133,180.0,1490,0.01577755,0.0003,-0.01619157956156414,26.376730704307555,0.178515625,13.01746940612793,0.2,0.0,-3.5155666045844556,,,,,
307200,49.23762512207031,180.0,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,276,150,1109,180.0,47.54545392
308224,49.219703674316406,180.0,1500,0.014932957,0.0003,-0.013316903132363223,22.747732152044772,0.151025390625,13.796835899353027,0.2,0.0,-3.5004308499395846,,,,,
309248,48.6693115234375,180.0,,,,,,,,,,,,,,,
310272,48.435909271240234,180.0,1510,0.01471619,0.0003,-0.012944308169244323,25.278755792975424,0.164501953125,10.898055076599121,0.2,5.960464477539063e-08,-3.505136577785015,,,,,
311296,50.41977310180664,180.0,,,,,,,,,,,,,,,
312320,47.509342193603516,180.0,1520,0.015917808,0.0003,-0.014522240348742343,21.10867569297552,0.198974609375,8.246111869812012,0.2,0.0,-3.494312020391226,,,,,
313344,46.673545837402344,180.0,,,,,,,,,,,,,,,
314368,47.218204498291016,180.0,1530,0.012733592,0.0003,-0.012418896492454224,18.516464412212372,0.15380859375,12.575254440307617,0.2,0.0,-3.4896164081990717,,,,,
315392,49.443275451660156,180.0,,,,,,,,,,,,,,,
316416,49.70951843261719,180.0,1540,0.016860338,0.0003,-0.01594071802101098,23.911321792006493,0.183984375,11.077994346618652,0.2,0.0,-3.460294348746538,,,,,
317440,47.03129959106445,180.0,,,,,,,,,,,,,,,
318464,50.964576721191406,180.0,1550,0.015585953,0.0003,-0.014097266778117045,21.699684956669806,0.18310546875,9.362765312194824,0.2,0.0,-3.4496210649609567,,,,,
319488,48.907310485839844,180.0,,,,,,,,,,,,,,,
320512,49.67822265625,180.0,1560,0.01371903,0.0003,-0.012767097329196985,21.53401027023792,0.146142578125,7.869063377380371,0.2,0.0,-3.44452708363533,,,,,
321536,50.27427673339844,180.0,,,,,,,,,,,,,,,
322560,49.16600036621094,180.0,1570,0.016971746,0.0003,-0.011379096856398974,21.472662241756915,0.153515625,5.314700126647949,0.2,0.0,-3.457427467405796,,,,,
323584,50.44745635986328,180.0,,,,,,,,,,,,,,,
324608,48.98210525512695,180.0,1580,0.015461404,0.0003,-0.011850597889861092,19.79885175526142,0.146435546875,8.965725898742676,0.2,-1.1920928955078125e-07,-3.480928889662027,,,,,
325632,48.50250244140625,180.0,,,,,,,,,,,,,,,
326656,48.71046447753906,180.0,1590,0.015078779,0.0003,-0.01278439122834243,20.46747368276119,0.162939453125,9.702903747558594,0.2,0.0,-3.466058737039566,,,,,
327680,50.33939743041992,180.0,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,279,160,1172,180.0,48.84763943
328704,47.227821350097656,180.0,1600,0.015734345,0.0003,-0.014526811518589967,23.515268138051034,0.1685546875,12.083518028259277,0.2,0.0,-3.452046346664429,,,,,
329728,49.134971618652344,180.0,,,,,,,,,,,,,,,
330752,50.456146240234375,180.0,1610,0.014623162,0.0003,-0.010945294266275597,19.97921833395958,0.16533203125,11.900086402893066,0.2,1.1920928955078125e-07,-3.4708540834486485,,,,,
331776,48.188785552978516,180.0,,,,,,,,,,,,,,,
332800,50.10844802856445,180.0,1620,0.015127245,0.0003,-0.012108861177694052,23.993521073460577,0.16845703125,13.518293380737305,0.2,0.0,-3.4871889419853686,,,,,
333824,49.77205276489258,180.0,,,,,,,,,,,,,,,
334848,50.43363952636719,180.0,1630,0.017783336,0.0003,-0.01648494618566474,21.07422416508198,0.18623046875,9.624452590942383,0.2,-1.1920928955078125e-07,-3.4951400972902773,,,,,
335872,49.10495376586914,180.0,,,,,,,,,,,,,,,
336896,48.861595153808594,180.0,1640,0.015788633,0.0003,-0.01307807965495158,23.361142897605895,0.184130859375,9.41480827331543,0.2,0.0,-3.4903162598609923,,,,,
337920,49.4302978515625,180.0,,,,,,,,,,,,,,,
338944,49.72319030761719,180.0,1650,0.013842965,0.0003,-0.014562354724330363,22.655859804153444,0.173486328125,12.038784980773926,0.2,-1.1920928955078125e-07,-3.4680060401558874,,,,,
339968,50.79857635498047,180.0,,,,,,,,,,,,,,,
340992,50.348976135253906,180.0,1660,0.013955178,0.0003,-0.014035822736332193,20.641321603953838,0.182373046875,12.973496437072754,0.2,0.0,-3.436223381757736,,,,,
342016,51.50593566894531,180.0,,,,,,,,,,,,,,,
343040,48.11948776245117,180.0,1670,0.013759007,0.0003,-0.014016201082995394,22.39915093779564,0.172705078125,12.39241886138916,0.2,0.0,-3.423403000086546,,,,,
344064,46.662010192871094,180.0,,,,,,,,,,,,,,,
345088,49.095672607421875,180.0,1680,0.015140749,0.0003,-0.015411254396894947,20.35906975418329,0.1876953125,10.196159362792969,0.2,0.0,-3.437957172095776,,,,,
346112,51.42909240722656,180.0,,,,,,,,,,,,,,,
347136,52.974815368652344,180.0,1690,0.016315822,0.0003,-0.014391928544500842,21.316259208321572,0.19951171875,11.50145149230957,0.2,0.0,-3.420892047137022,,,,,
348160,50.88450622558594,180.0,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,281,170,1236,180.0,49.08084522
349184,49.59157943725586,180.0,1700,0.012829423,0.0003,-0.009731949892011472,21.669900345802308,0.12158203125,8.798101425170898,0.2,5.960464477539063e-08,-3.390674415975809,,,,,
350208,47.885826110839844,180.0,,,,,,,,,,,,,,,
351232,50.610008239746094,180.0,1710,0.015587104,0.0003,-0.011950077168876305,19.38050802052021,0.15498046875,6.535379886627197,0.2,-1.1920928955078125e-07,-3.4128748886287212,,,,,
352256,49.95444869995117,180.0,,,,,,,,,,,,,,,
353280,50.61587142944336,180.0,1720,0.013759995,0.0003,-0.011159662784484681,22.816581356525422,0.16123046875,12.124228477478027,0.2,0.0,-3.388137085735798,,,,,
354304,50.8504638671875,180.0,,,,,,,,,,,,,,,
355328,50.871307373046875,180.0,1730,0.014600425,0.0003,-0.012772662767383735,22.42637967169285,0.155712890625,12.263988494873047,0.2,0.0,-3.3621280767023562,,,,,
356352,49.86705780029297,180.0,,,,,,,,,,,,,,,
357376,51.48656463623047,180.0,1740,0.018289927,0.0003,-0.01490647064638324,20.847571313381195,0.183837890625,10.952834129333496,0.2,0.0,-3.3995714925229548,,,,,
358400,50.386043548583984,180.0,,,,,,,,,,,,,,,
359424,49.49726104736328,180.0,1750,0.016257478,0.0003,-0.015232635306892917,20.479784509539606,0.1982421875,10.730829238891602,0.2,1.1920928955078125e-07,-3.379960446059704,,,,,
360448,51.02279281616211,180.0,,,,,,,,,,,,,,,
361472,50.12434387207031,180.0,1760,0.01135874,0.0003,-0.007971319986972958,20.965234917402267,0.1220703125,7.130909442901611,0.2,0.0,-3.362782846391201,,,,,
362496,50.45880126953125,180.0,,,,,,,,,,,,,,,
363520,48.78953552246094,180.0,1770,0.012341769,0.0003,-0.010921465435239952,19.4144594758749,0.146142578125,11.551454544067383,0.2,0.0,-3.336257766932249,,,,,
364544,50.65581130981445,180.0,,,,,,,,,,,,,,,
365568,51.14310836791992,180.0,1780,0.015932143,0.0003,-0.010470082561369054,20.489415490627287,0.159814453125,12.304375648498535,0.2,-1.1920928955078125e-07,-3.3504728600382805,,,,,
366592,49.87570571899414,180.0,,,,,,,,,,,,,,,
367616,49.897457122802734,180.0,1790,0.016028188,0.0003,-0.012671499262796714,21.651514887809753,0.174853515625,13.58266830444336,0.2,0.0,-3.370996607095003,,,,,
368640,52.510520935058594,180.0,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,282,180,1302,180.0,51.06087138000001
369664,52.353919982910156,180.0,1800,0.013904927,0.0003,-0.010072507728182245,20.92379865050316,0.142333984375,11.954193115234375,0.2,-1.1920928955078125e-07,-3.3752951972186565,,,,,
370688,52.853271484375,180.0,,,,,,,,,,,,,,,
371712,48.88787841796875,180.0,1810,0.010824112,0.0003,-0.008669626449409407,22.215470093488694,0.116064453125,11.939871788024902,0.2,0.0,-3.3846127949655056,,,,,
372736,49.41112518310547,180.0,,,,,,,,,,,,,,,
373760,51.557281494140625,180.0,1820,0.016454138,0.0003,-0.017738096561515704,20.70101271569729,0.226025390625,20.557754516601562,0.2,1.1920928955078125e-07,-3.3954457990825175,,,,,
374784,50.6533203125,180.0,,,,,,,,,,,,,,,
375808,49.06013488769531,180.0,1830,0.016385145,0.0003,-0.017572659032884984,21.261540487408638,0.2345703125,17.241697311401367,0.2,0.0,-3.3513733476400374,,,,,
376832,50.161399841308594,180.0,,,,,,,,,,,,,,,
377856,48.18378448486328,180.0,1840,0.016765276,0.0003,-0.013958301716775168,16.611874593794347,0.2009765625,9.967805862426758,0.2,0.0,-3.3879277177155016,,,,,
378880,49.74198913574219,180.0,,,,,,,,,,,,,,,
379904,51.976707458496094,180.0,1850,0.014869651,0.0003,-0.009937851894937922,19.43831340968609,0.143701171875,8.592351913452148,0.2,0.0,-3.372272985428572,,,,,
380928,49.52055740356445,180.0,,,,,,,,,,,,,,,
381952,51.0960807800293,180.0,1860,0.015688267,0.0003,-0.012970623309956863,23.14432811141014,0.146484375,11.410781860351562,0.2,0.0,-3.417489739507437,,,,,
382976,49.88288116455078,180.0,,,,,,,,,,,,,,,
384000,48.095985412597656,180.0,1870,0.013856141,0.0003,-0.008392511293641292,18.828392747044564,0.118310546875,15.361982345581055,0.2,0.0,-3.365719720721245,,,,,
385024,49.156734466552734,180.0,,,,,,,,,,,,,,,
386048,48.1392822265625,180.0,1880,0.016726997,0.0003,-0.014660686861316208,21.76786869764328,0.188134765625,14.512893676757812,0.2,0.0,-3.353503454476595,,,,,
387072,50.41072082519531,180.0,,,,,,,,,,,,,,,
388096,48.566856384277344,180.0,1890,0.01397061,0.0003,-0.008734087567427195,19.475160276889802,0.110498046875,14.683854103088379,0.2,0.0,-3.3703665316104887,,,,,
389120,47.030792236328125,180.0,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,251,190,1549,180.0,49.59790142000001
390144,49.922454833984375,180.0,1900,0.017685967,0.0003,-0.01690743949438911,20.17687022089958,0.21337890625,10.56405258178711,0.2,-1.1920928955078125e-07,-3.364272678643465,,,,,
391168,51.617828369140625,180.0,,,,,,,,,,,,,,,
392192,51.11590576171875,180.0,1910,0.013181057,0.0003,-0.012614957909681835,21.40987432599068,0.148388671875,10.65080451965332,0.2,0.0,-3.387129259854555,,,,,
393216,47.88362121582031,180.0,,,,,,,,,,,,,,,
394240,47.488182067871094,180.0,1920,0.015827704,0.0003,-0.016099938700790517,17.133600692451,0.213720703125,8.953458786010742,0.2,0.0,-3.3928983762860296,,,,,
395264,51.592689514160156,180.0,,,,,,,,,,,,,,,
396288,49.420509338378906,180.0,1930,0.013299403,0.0003,-0.011479976304690354,20.2686020180583,0.151171875,14.790075302124023,0.2,0.0,-3.410186065733433,,,,,
397312,49.705081939697266,180.0,,,,,,,,,,,,,,,
398336,50.28567886352539,180.0,1940,0.01576636,0.0003,-0.015125324868859025,21.732640546560287,0.17041015625,16.526315689086914,0.2,-1.1920928955078125e-07,-3.404211335629225,,,,,
399360,49.81974411010742,180.0,,,,,,,,,,,,,,,
400384,50.12129592895508,180.0,1950,0.014036119,0.0003,-0.013103046153264585,21.667753471434118,0.176416015625,11.135367393493652,0.2,5.960464477539063e-08,-3.424001408368349,,,,,
401408,50.23105239868164,180.0,,,,,,,,,,,,,,,
