time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/entropy_loss,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean
152576,37.785125732421875,180.0,740,0.014757011,0.0003,-0.013506348279770463,21.175739051401614,0.1701171875,12.391772270202637,0.2,-1.1920928955078125e-07,-3.6825747422873976,,,,,
153600,37.53954315185547,180.0,,,,,,,,,,,,,,,
154624,36.85028076171875,180.0,750,0.016409028,0.0003,-0.016716196009656414,20.91403290629387,0.2005859375,8.35737133026123,0.2,0.0,-3.669068895280361,,,,,
155648,38.555625915527344,180.0,,,,,,,,,,,,,,,
156672,37.051780700683594,180.0,760,0.015946923,0.0003,-0.01678545774484519,23.693342593312263,0.185888671875,9.22169017791748,0.2,0.0,-3.6559670314192774,,,,,
157696,40.232444763183594,180.0,,,,,,,,,,,,,,,
158720,37.772361755371094,180.0,770,0.017160658,0.0003,-0.01652079088962637,19.64387744963169,0.208251953125,8.87950325012207,0.2,0.0,-3.690261311084032,,,,,
159744,38.447261810302734,180.0,,,,,,,,,,,,,,,
160768,37.83250045776367,180.0,780,0.017315805,0.0003,-0.017374856267997528,19.281720672547817,0.19248046875,7.865920066833496,0.2,0.0,-3.711554430425167,,,,,
161792,39.336692810058594,180.0,,,,,,,,,,,,,,,
162816,38.051910400390625,180.0,790,0.015992565,0.0003,-0.017909598385449498,24.213901311159134,0.202734375,10.497292518615723,0.2,0.0,-3.7424784123897554,,,,,
163840,37.224945068359375,180.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,247,80,662,180.0,37.94816893
164864,38.53331756591797,180.0,800,0.0167052,0.0003,-0.015870542240008945,20.70665589123964,0.178125,12.620842933654785,0.2,1.1920928955078125e-07,-3.7702833876013755,,,,,
165888,39.46257781982422,180.0,,,,,,,,,,,,,,,
166912,41.74616241455078,180.0,810,0.015527219,0.0003,-0.013719249737914652,21.668858885765076,0.172314453125,11.00018310546875,0.2,0.0,-3.784659978747368,,,,,
167936,38.30851364135742,180.0,,,,,,,,,,,,,,,
168960,39.4896240234375,180.0,820,0.012882806,0.0003,-0.014279724987864029,23.831180226802825,0.17509765625,12.589213371276855,0.2,-1.1920928955078125e-07,-3.7739310666918753,,,,,
169984,38.75520706176758,180.0,,,,,,,,,,,,,,,
171008,42.384193420410156,180.0,830,0.016782003,0.0003,-0.01894383382896194,24.607099595665932,0.220361328125,9.765320777893066,0.2,0.0,-3.750568024814129,,,,,
172032,40.00288391113281,180.0,,,,,,,,,,,,,,,
173056,39.36191940307617,180.0,840,0.017909363,0.0003,-0.015393195016076788,22.567340545356274,0.218798828125,9.55502700805664,0.2,0.0,-3.7150479070842266,,,,,
174080,39.02325439453125,180.0,,,,,,,,,,,,,,,
175104,42.1021728515625,180.0,850,0.014629422,0.0003,-0.013369669806706952,23.51331177353859,0.180615234375,9.753191947937012,0.2,1.7881393432617188e-07,-3.713634079694748,,,,,
176128,41.145835876464844,180.0,,,,,,,,,,,,,,,
177152,41.01685333251953,180.0,860,0.014661519,0.0003,-0.014734733884688466,20.66464653611183,0.1775390625,15.904839515686035,0.2,0.0,-3.692421782016754,,,,,
178176,41.72304153442383,180.0,,,,,,,,,,,,,,,
179200,42.59993362426758,180.0,870,0.014792858,0.0003,-0.01360326015856117,21.404200971126556,0.18193359375,8.765671730041504,0.2,5.960464477539063e-08,-3.6756784342229367,,,,,
180224,40.3249397277832,180.0,,,,,,,,,,,,,,,
181248,43.327850341796875,180.0,880,0.014660675,0.0003,-0.015035567896848078,21.586831000447273,0.200341796875,15.28695011138916,0.2,5.960464477539063e-08,-3.6617810904979704,,,,,
182272,42.17356491088867,180.0,,,,,,,,,,,,,,,
183296,42.471778869628906,180.0,890,0.014137052,0.0003,-0.013035561094875447,21.61392725110054,0.193994140625,13.3359375,0.2,1.7881393432617188e-07,-3.655551593005657,,,,,
184320,42.284629821777344,180.0,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,253,90,727,180.0,41.103911769999996
185344,41.76128387451172,180.0,900,0.016319387,0.0003,-0.015726505374186673,23.267054957151412,0.20654296875,10.218284606933594,0.2,5.960464477539063e-08,-3.6394038140773772,,,,,
186368,43.225128173828125,180.0,,,,,,,,,,,,,,,
187392,44.52984619140625,180.0,910,0.015333348,0.0003,-0.01720295206614537,24.329322430491448,0.225439453125,14.665399551391602,0.2,0.0,-3.6269234396517276,,,,,
188416,43.23292541503906,180.0,,,,,,,,,,,,,,,
189440,43.302330017089844,180.0,920,0.015416633,0.0003,-0.017054088607255834,21.678425455093382,0.207861328125,13.835819244384766,0.2,0.0,-3.5816049709916116,,,,,
190464,43.59379577636719,180.0,,,,,,,,,,,,,,,
191488,44.384429931640625,180.0,930,0.016248953,0.0003,-0.013266505459614563,21.42270395755768,0.17861328125,13.947050094604492,0.2,5.960464477539063e-08,-3.548233675211668,,,,,
192512,44.324615478515625,180.0,,,,,,,,,,,,,,,
193536,45.729820251464844,180.0,940,0.018631548,0.0003,-0.021072875896061306,19.24982543736696,0.238525390625,8.877096176147461,0.2,0.0,-3.5754563868045808,,,,,
194560,44.913818359375,180.0,,,,,,,,,,,,,,,
195584,44.13344192504883,180.0,950,0.012761041,0.0003,-0.01112497412104858,19.74401551634073,0.13251953125,6.895496845245361,0.2,0.0,-3.5599936552345754,,,,,
196608,46.29961395263672,180.0,,,,,,,,,,,,,,,
197632,46.11420440673828,180.0,960,0.015877679,0.0003,-0.012342141996487043,23.459254875779152,0.16650390625,9.579928398132324,0.2,5.960464477539063e-08,-3.5415423579514025,,,,,
198656,44.34516906738281,180.0,,,,,,,,,,,,,,,
199680,46.7642822265625,180.0,970,0.017743215,0.0003,-0.0183740946216858,20.86376262754202,0.24755859375,10.268912315368652,0.2,1.1920928955078125e-07,-3.5068447053432465,,,,,
200704,46.135894775390625,180.0,,,,,,,,,,,,,,,
201728,42.904659271240234,180.0,980,0.016453061,0.0003,-0.014981278237246442,21.426511469483376,0.213671875,8.74374771118164,0.2,-1.1920928955078125e-07,-3.497650073468685,,,,,
202752,44.152645111083984,180.0,,,,,,,,,,,,,,,
203776,46.35343933105469,180.0,990,0.016451705,0.0003,-0.014676836628495948,19.659415471553803,0.192578125,5.727992057800293,0.2,0.0,-3.4784401170909405,,,,,
204800,44.71510314941406,180.0,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,258,100,793,180.0,44.721534160000004
205824,47.26618957519531,180.0,1000,0.016979903,0.0003,-0.014799922179372515,18.920779268443585,0.199609375,8.71335506439209,0.2,0.0,-3.484115170687437,,,,,
206848,47.427146911621094,180.0,,,,,,,,,,,,,,,
207872,43.738067626953125,180.0,1010,0.015666611,0.0003,-0.014622676745057106,22.986474987864494,0.16943359375,15.143993377685547,0.2,0.0,-3.5192588858306406,,,,,
208896,43.39433288574219,180.0,,,,,,,,,,,,,,,
209920,45.305381774902344,180.0,1020,0.015305249,0.0003,-0.014734877017326653,23.4738743185997,0.18603515625,11.104454040527344,0.2,-1.1920928955078125e-07,-3.5565400034189225,,,,,
210944,47.43328094482422,180.0,,,,,,,,,,,,,,,
211968,47.09375,180.0,1030,0.016829658,0.0003,-0.015969194937497377,22.539637663960455,0.1794921875,9.642667770385742,0.2,-1.1920928955078125e-07,-3.5585782267153263,,,,,
212992,47.84069061279297,180.0,,,,,,,,,,,,,,,
214016,46.06007766723633,180.0,1040,0.0148305185,0.0003,-0.01334023189265281,21.53807465583086,0.181640625,9.178885459899902,0.2,0.0,-3.5455322682857515,,,,,
215040,46.524574279785156,180.0,,,,,,,,,,,,,,,
216064,45.708900451660156,180.0,1050,0.015734095,0.0003,-0.014132066088495775,18.98149082958698,0.175439453125,8.867207527160645,0.2,0.0,-3.5666712880134583,,,,,
217088,45.44129943847656,180.0,,,,,,,,,,,,,,,
218112,45.74110412597656,180.0,1060,0.016145017,0.0003,-0.013144038400787395,20.086844503879547,0.19375,10.863718032836914,0.2,0.0,-3.54621342420578,,,,,
219136,46.71574401855469,180.0,,,,,,,,,,,,,,,
220160,46.343605041503906,180.0,1070,0.014975698,0.0003,-0.012497975356382085,22.547058868408204,0.163134765625,10.49038028717041,0.2,0.0,-3.5271197102963923,,,,,
221184,45.604740142822266,180.0,,,,,,,,,,,,,,,
222208,45.53667449951172,180.0,1080,0.015073749,0.0003,-0.013951857219217345,21.83575356900692,0.178759765625,5.674952030181885,0.2,0.0,-3.5096829354763033,,,,,
223232,46.062538146972656,180.0,,,,,,,,,,,,,,,
224256,45.61779022216797,180.0,1090,0.01578312,0.0003,-0.012648575445928146,20.47255933433771,0.182275390625,14.938884735107422,0.2,0.0,-3.542770767956972,,,,,
225280,45.3326530456543,180.0,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,262,110,857,180.0,46.23547507999999
226304,46.85356140136719,180.0,1100,0.017056357,0.0003,-0.013523294562764932,20.7326311647892,0.17724609375,10.96756649017334,0.2,-1.1920928955078125e-07,-3.5460000693798066,,,,,
227328,46.5986442565918,180.0,,,,,,,,,,,,,,,
