eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations
80.0,62.74558639526367,230400,1.1920928955078125e-07,1120,0.2,29.864578601717948,3e-05,-0.011509618462150683,0.0056640625,19.466075897216797,-4.134821639209986,0.0059865396,,,,,
80.0,61.40568923950195,231424,,,,,,,,,,,,,,,
80.0,60.40277862548828,232448,-1.1920928955078125e-07,1130,0.2,31.083869254589082,3e-05,-0.010228667252886226,0.01171875,19.342252731323242,-4.122731645405293,0.0045175613,,,,,
80.0,62.40047836303711,233472,,,,,,,,,,,,,,,
80.0,65.85206604003906,234496,-1.1920928955078125e-07,1140,0.2,28.76724469065666,3e-05,-0.012719035711052129,0.01416015625,28.101890563964844,-4.122641187161207,0.005977994,,,,,
80.0,62.539573669433594,235520,,,,,,,,,,,,,,,
80.0,64.50962829589844,236544,0.0,1150,0.2,28.97381233125925,3e-05,-0.009371089634805685,0.005517578125,20.036218643188477,-4.132693418860436,0.0038647861,,,,,
80.0,64.63189697265625,237568,,,,,,,,,,,,,,,
80.0,63.533912658691406,238592,-1.1920928955078125e-07,1160,0.2,26.146285781264304,3e-05,-0.012496175373962614,0.01259765625,13.080445289611816,-4.129039210081101,0.005990243,,,,,
80.0,61.22129821777344,239616,,,,,,,,,,,,,,,
80.0,65.93840026855469,240640,0.0,1170,0.2,29.41766552776098,3e-05,-0.010159334556010435,0.010595703125,25.316852569580078,-4.114601108431816,0.003943443,,,,,
80.0,60.852210998535156,241664,,,,,,,,,,,,,,,
80.0,64.06884765625,242688,0.0,1180,0.2,28.03910431265831,3e-05,-0.011549199866749404,0.00791015625,21.44167137145996,-4.101697785407305,0.005118694,,,,,
80.0,64.40357971191406,243712,,,,,,,,,,,,,,,
80.0,63.23384094238281,244736,0.0,1190,0.2,28.92923582941294,3e-05,-0.013087676219583955,0.014013671875,14.821465492248535,-4.084286290407181,0.005927169,,,,,
80.0,57.53071975708008,245760,,,,,,,,,,,,,,,
,,245760,,,,,,,,,,,80.0,957,256,62.66047911999999,120
80.0,63.79716110229492,246784,0.0,1200,0.2,33.45316532254219,3e-05,-0.01275524000666337,0.02392578125,17.280105590820312,-4.070705028623342,0.006640098,,,,,
80.0,68.24839782714844,247808,,,,,,,,,,,,,,,
80.0,63.18348693847656,248832,0.0,1210,0.2,28.998397114872933,3e-05,-0.010343890735384775,0.010107421875,16.56573486328125,-4.059752079099416,0.004595913,,,,,
80.0,64.82699584960938,249856,,,,,,,,,,,,,,,
80.0,68.75425720214844,250880,0.0,1220,0.2,27.695643384754657,3e-05,-0.012961876807094087,0.011669921875,24.756736755371094,-4.048432701081038,0.0068401145,,,,,
80.0,64.94682312011719,251904,,,,,,,,,,,,,,,
80.0,65.75552368164062,252928,-1.1920928955078125e-07,1230,0.2,31.566524805128573,3e-05,-0.008822805283853086,0.00390625,25.076904296875,-4.03811150342226,0.004284628,,,,,
80.0,64.00206756591797,253952,,,,,,,,,,,,,,,
80.0,69.97746276855469,254976,-1.1920928955078125e-07,1240,0.2,30.169131061434747,3e-05,-0.008026788250572282,0.005615234375,18.77305030822754,-4.028914767503738,0.004145193,,,,,
80.0,63.99061584472656,256000,,,,,,,,,,,,,,,
80.0,65.39460754394531,257024,5.960464477539063e-08,1250,0.2,29.812569305300713,3e-05,-0.010956105107470648,0.00947265625,17.424663543701172,-4.016446425765753,0.0049971044,,,,,
80.0,62.89311218261719,258048,,,,,,,,,,,,,,,
80.0,64.18717956542969,259072,0.0,1260,0.2,27.594648896157743,3e-05,-0.011620755962576368,0.02138671875,21.287649154663086,-4.0116486072540285,0.007653228,,,,,
80.0,63.58372497558594,260096,,,,,,,,,,,,,,,
80.0,66.52079772949219,261120,0.0,1270,0.2,28.676826417446136,3e-05,-0.010686755508140777,0.0095703125,25.67278480529785,-3.9926863957196472,0.0044273534,,,,,
80.0,70.0916519165039,262144,,,,,,,,,,,,,,,
80.0,67.83203125,263168,0.0,1280,0.2,29.85740157812834,3e-05,-0.01078188606807089,0.0123046875,22.849294662475586,-3.9824044167995454,0.0058760266,,,,,
80.0,67.69734191894531,264192,,,,,,,,,,,,,,,
80.0,63.86100769042969,265216,0.0,1290,0.2,29.58049906939268,3e-05,-0.011849280736714717,0.022607421875,28.734773635864258,-3.9851179491728543,0.005121017,,,,,
80.0,68.95719909667969,266240,,,,,,,,,,,,,,,
,,266240,,,,,,,,,,,80.0,1009,263,65.53928669,130
80.0,67.10638427734375,267264,5.960464477539063e-08,1300,0.2,26.76175725311041,3e-05,-0.011167622888569895,0.00947265625,20.281749725341797,-3.982768535986543,0.005085955,,,,,
80.0,68.31037139892578,268288,,,,,,,,,,,,,,,
80.0,66.21343231201172,269312,5.960464477539063e-08,1310,0.2,28.796859151124956,3e-05,-0.012224583508213982,0.007568359375,21.923965454101562,-3.976884414628148,0.0060317153,,,,,
80.0,69.10317993164062,270336,,,,,,,,,,,,,,,
80.0,67.35791778564453,271360,0.0,1320,0.2,28.38290506899357,3e-05,-0.009652226017351495,0.0109375,23.125904083251953,-3.9648360572755337,0.0052992706,,,,,
80.0,66.922119140625,272384,,,,,,,,,,,,,,,
80.0,64.98147583007812,273408,0.0,1330,0.2,27.014700308442116,3e-05,-0.012266904947318835,0.01474609375,19.083290100097656,-3.9435328252613546,0.0069253882,,,,,
80.0,67.30947875976562,274432,,,,,,,,,,,,,,,
80.0,70.18644714355469,275456,0.0,1340,0.2,29.764622890949248,3e-05,-0.011182472782093101,0.014794921875,13.78843879699707,-3.9260381516069174,0.0066146255,,,,,
80.0,67.41773223876953,276480,,,,,,,,,,,,,,,
80.0,69.78572845458984,277504,1.1920928955078125e-07,1350,0.2,30.85811393857002,3e-05,-0.010209056369421887,0.011376953125,24.132213592529297,-3.91827161423862,0.005173609,,,,,
80.0,69.65038299560547,278528,,,,,,,,,,,,,,,
80.0,68.7127685546875,279552,5.960464477539063e-08,1360,0.2,29.585459691286086,3e-05,-0.011201626352340099,0.014990234375,16.762502670288086,-3.9147578179836273,0.0060998853,,,,,
80.0,69.34484100341797,280576,,,,,,,,,,,,,,,
80.0,68.11981201171875,281600,0.0,1370,0.2,26.12489233314991,3e-05,-0.010869763253140263,0.014208984375,7.254093647003174,-3.88941908814013,0.00542619,,,,,
80.0,67.45926666259766,282624,,,,,,,,,,,,,,,
80.0,60.543827056884766,283648,0.0,1380,0.2,29.083671025931835,3e-05,-0.009397247370361583,0.01005859375,23.812406539916992,-3.8679339185357096,0.0044804513,,,,,
80.0,67.66094970703125,284672,,,,,,,,,,,,,,,
80.0,68.42898559570312,285696,0.0,1390,0.2,27.479916356503963,3e-05,-0.007058493589647696,0.002685546875,16.514196395874023,-3.868126967176795,0.0042878855,,,,,
80.0,67.97286987304688,286720,,,,,,,,,,,,,,,
,,286720,,,,,,,,,,,80.0,1062,269,69.38958303999999,140
80.0,68.07354736328125,287744,-1.1920928955078125e-07,1400,0.2,25.256186236441135,3e-05,-0.007805629741051234,0.00654296875,16.295711517333984,-3.875471191480756,0.0042448295,,,,,
80.0,72.14424133300781,288768,,,,,,,,,,,,,,,
80.0,66.18678283691406,289792,0.0,1410,0.2,26.881287474930286,3e-05,-0.008177365371375344,0.00908203125,19.890926361083984,-3.8759833414107563,0.004098556,,,,,
80.0,65.81428527832031,290816,,,,,,,,,,,,,,,
80.0,70.45735168457031,291840,0.0,1420,0.2,27.661009368300437,3e-05,-0.010682026852009585,0.01025390625,18.957279205322266,-3.866502135246992,0.005546487,,,,,
80.0,69.49675750732422,292864,,,,,,,,,,,,,,,
80.0,69.18269348144531,293888,0.0,1430,0.2,30.510465405881405,3e-05,-0.012131859544024338,0.017822265625,25.135032653808594,-3.841601175814867,0.0058832187,,,,,
80.0,71.79813385009766,294912,,,,,,,,,,,,,,,
80.0,69.58583068847656,295936,-1.1920928955078125e-07,1440,0.2,28.13653208017349,3e-05,-0.006637740622682031,0.0033203125,17.048080444335938,-3.8245323289185764,0.0035660877,,,,,
80.0,70.98612213134766,296960,,,,,,,,,,,,,,,
80.0,75.52259063720703,297984,-1.1920928955078125e-07,1450,0.2,25.291285115480424,3e-05,-0.009694789785135072,0.009423828125,20.251657485961914,-3.8261224918067454,0.005758113,,,,,
80.0,70.03350067138672,299008,,,,,,,,,,,,,,,
80.0,71.07061004638672,300032,0.0,1460,0.2,28.868540474772452,3e-05,-0.007499971934885252,0.006787109375,19.7340087890625,-3.8231348171830177,0.004063474,,,,,
80.0,71.28858184814453,301056,,,,,,,,,,,,,,,
80.0,71.57135009765625,302080,-1.1920928955078125e-07,1470,0.2,26.90322686582804,3e-05,-0.009416417902320973,0.00966796875,17.269203186035156,-3.8112253602594137,0.0062472243,,,,,
80.0,72.86624908447266,303104,,,,,,,,,,,,,,,
80.0,76.58047485351562,304128,0.0,1480,0.2,24.45898209810257,3e-05,-0.008536798533168622,0.006103515625,11.233400344848633,-3.7929275788366796,0.004138046,,,,,
80.0,70.1727066040039,305152,,,,,,,,,,,,,,,
80.0,74.05028533935547,306176,0.0,1490,0.2,26.98899500221014,3e-05,-0.009025390105671249,0.003662109375,22.61958122253418,-3.785222262889147,0.0045241416,,,,,
80.0,75.27816772460938,307200,,,,,,,,,,,,,,,
,,307200,,,,,,,,,,,80.0,1114,275,71.82531859,150
80.0,72.49798583984375,308224,0.0,1500,0.2,26.560842977464198,3e-05,-0.008968115185780334,0.01220703125,13.065454483032227,-3.7777531918138267,0.0041330233,,,,,
80.0,73.9913330078125,309248,,,,,,,,,,,,,,,
80.0,75.20480346679688,310272,0.0,1510,0.2,32.274402767419815,3e-05,-0.010029267064965097,0.012353515625,27.439905166625977,-3.7745020017027855,0.004218976,,,,,
80.0,73.69208526611328,311296,,,,,,,,,,,,,,,
80.0,73.2935562133789,312320,5.960464477539063e-08,1520,0.2,25.99252268075943,3e-05,-0.0071986183640547095,0.002587890625,20.936187744140625,-3.7774041805416347,0.005535363,,,,,
80.0,74.05152893066406,313344,,,,,,,,,,,,,,,
80.0,69.65143585205078,314368,1.7881393432617188e-07,1530,0.2,25.128767928481103,3e-05,-0.00816755059749994,0.009375,22.8828125,-3.777424446865916,0.0038222028,,,,,
80.0,68.08467102050781,315392,,,,,,,,,,,,,,,
80.0,71.52791595458984,316416,0.0,1540,0.2,28.248964893817902,3e-05,-0.009676947252592072,0.011376953125,19.396089553833008,-3.774566262587905,0.004993552,,,,,
80.0,75.23710632324219,317440,,,,,,,,,,,,,,,
80.0,71.55984497070312,318464,-1.1920928955078125e-07,1550,0.2,26.392481122910976,3e-05,-0.010589738214912358,0.01875,17.87161636352539,-3.7713946595788004,0.006730157,,,,,
80.0,74.16161346435547,319488,,,,,,,,,,,,,,,
80.0,74.22816467285156,320512,0.0,1560,0.2,26.863733018934727,3e-05,-0.01020083285329747,0.017333984375,21.305612564086914,-3.759583230689168,0.0049887635,,,,,
80.0,75.92186737060547,321536,,,,,,,,,,,,,,,
80.0,71.63457489013672,322560,0.0,1570,0.2,28.612952484190465,3e-05,-0.00890530199103523,0.007080078125,18.239830017089844,-3.7459928624331953,0.0049471576,,,,,
80.0,78.24724578857422,323584,,,,,,,,,,,,,,,
80.0,71.87196350097656,324608,-1.1920928955078125e-07,1580,0.2,25.065081068873404,3e-05,-0.009459419149789029,0.006396484375,21.6876163482666,-3.739679180085659,0.0055614775,,,,,
80.0,76.56854248046875,325632,,,,,,,,,,,,,,,
80.0,75.87481689453125,326656,-1.1920928955078125e-07,1590,0.2,29.33526962995529,3e-05,-0.0057678195309563305,0.00224609375,26.76729965209961,-3.7325598776340483,0.0029779964,,,,,
80.0,74.56925964355469,327680,,,,,,,,,,,,,,,
,,327680,,,,,,,,,,,80.0,1167,280,75.55455292,160
80.0,73.650146484375,328704,5.960464477539063e-08,1600,0.2,25.63426608145237,3e-05,-0.008565336549145286,0.012890625,13.18634033203125,-3.73388442248106,0.0050323727,,,,,
80.0,79.89216613769531,329728,,,,,,,,,,,,,,,
80.0,75.80732727050781,330752,0.0,1610,0.2,28.899901320040225,3e-05,-0.009338593233405846,0.010595703125,25.52169418334961,-3.7283952377736567,0.005199779,,,,,
80.0,74.70844268798828,331776,,,,,,,,,,,,,,,
80.0,74.77285766601562,332800,0.0,1620,0.2,27.59963787943125,3e-05,-0.00945886773224629,0.0150390625,21.374683380126953,-3.725258735194802,0.006434733,,,,,
80.0,79.34248352050781,333824,,,,,,,,,,,,,,,
80.0,78.54180908203125,334848,5.960464477539063e-08,1630,0.2,30.094288104772566,3e-05,-0.008730046347045573,0.0037109375,31.550315856933594,-3.728655182570219,0.006502495,,,,,
80.0,76.77703857421875,335872,,,,,,,,,,,,,,,
80.0,75.99159240722656,336896,0.0,1640,0.2,32.04614510685205,3e-05,-0.007657710645071347,0.0029296875,30.86749839782715,-3.7310646310448647,0.004103997,,,,,
80.0,77.19071960449219,337920,,,,,,,,,,,,,,,
80.0,75.40150451660156,338944,0.0,1650,0.2,31.08388753682375,3e-05,-0.009103470549598569,0.00654296875,16.590787887573242,-3.733890783786774,0.0045417063,,,,,
80.0,74.80445861816406,339968,,,,,,,,,,,,,,,
80.0,77.19021606445312,340992,0.0,1660,0.2,28.184196146577598,3e-05,-0.010593548520773766,0.00966796875,18.542585372924805,-3.743098498508334,0.0065082205,,,,,
80.0,79.22964477539062,342016,,,,,,,,,,,,,,,
80.0,77.54163360595703,343040,-1.1920928955078125e-07,1670,0.2,30.11119713038206,3e-05,-0.008262390373784002,0.012939453125,22.096660614013672,-3.7508894000202417,0.0043106508,,,,,
80.0,77.42296600341797,344064,,,,,,,,,,,,,,,
80.0,78.07141876220703,345088,0.0,1680,0.2,29.17506737411022,3e-05,-0.00739548661513254,0.0060546875,13.688135147094727,-3.7559396903961897,0.005068325,,,,,
80.0,75.81694030761719,346112,,,,,,,,,,,,,,,
80.0,77.1792221069336,347136,0.0,1690,0.2,30.657393811643125,3e-05,-0.007864391888142563,0.0046875,20.727787017822266,-3.7596411634236575,0.0045178253,,,,,
80.0,81.34474182128906,348160,,,,,,,,,,,,,,,
,,348160,,,,,,,,,,,80.0,1371,253,77.04853288999999,170
80.0,76.49706268310547,349184,0.0,1700,0.2,29.122322724759577,3e-05,-0.009430356642405968,0.0119140625,29.00432014465332,-3.761942070350051,0.006321864,,,,,
80.0,76.52029418945312,350208,,,,,,,,,,,,,,,
80.0,72.51765441894531,351232,0.0,1710,0.2,28.217697431147098,3e-05,-0.007373905056010699,0.003076171875,20.717723846435547,-3.7646888967603447,0.0050853956,,,,,
80.0,75.5491943359375,352256,,,,,,,,,,,,,,,
80.0,77.34085083007812,353280,0.0,1720,0.2,28.77160124927759,3e-05,-0.008435832768009277,0.004638671875,13.515567779541016,-3.770892407745123,0.005260831,,,,,
80.0,75.00509643554688,354304,,,,,,,,,,,,,,,
80.0,76.6250991821289,355328,5.960464477539063e-08,1730,0.2,27.070482021570207,3e-05,-0.008602784132017404,0.00771484375,20.364341735839844,-3.7752469763159753,0.004772778,,,,,
80.0,70.7032699584961,356352,,,,,,,,,,,,,,,
80.0,70.72474670410156,357376,5.960464477539063e-08,1740,0.2,31.475822864472867,3e-05,-0.009188377642567502,0.0125,24.154558181762695,-3.783349271863699,0.0049178754,,,,,
80.0,75.10327911376953,358400,,,,,,,,,,,,,,,
80.0,75.84768676757812,359424,0.0,1750,0.2,27.639464454352854,3e-05,-0.00586300411632692,0.006201171875,16.576248168945312,-3.791179770603776,0.0033891876,,,,,
80.0,74.27012634277344,360448,,,,,,,,,,,,,,,
80.0,77.79177856445312,361472,0.0,1760,0.2,32.16581185013056,3e-05,-0.009475956865571789,0.0072265625,28.957839965820312,-3.797241623327136,0.004705646,,,,,
80.0,78.03761291503906,362496,,,,,,,,,,,,,,,
80.0,77.07319641113281,363520,-1.1920928955078125e-07,1770,0.2,28.76692631393671,3e-05,-0.010585587798050255,0.015380859375,16.618160247802734,-3.798924470692873,0.0069133323,,,,,
80.0,73.88189697265625,364544,,,,,,,,,,,,,,,
80.0,72.74407196044922,365568,0.0,1780,0.2,28.988541097939013,3e-05,-0.007839922691346146,0.006494140625,12.949753761291504,-3.7914518628269436,0.004014147,,,,,
80.0,75.14070892333984,366592,,,,,,,,,,,,,,,
80.0,76.30120849609375,367616,0.0,1790,0.2,30.90781340301037,3e-05,-0.009415590206117486,0.012109375,20.1329288482666,-3.793814217299223,0.006322859,,,,,
80.0,78.18448638916016,368640,,,,,,,,,,,,,,,
,,368640,,,,,,,,,,,80.0,1425,258,75.44245046,180
80.0,73.18289184570312,369664,-1.1920928955078125e-07,1800,0.2,26.52945235520601,3e-05,-0.0064337952011555895,0.006201171875,16.003976821899414,-3.796479118615389,0.0048727617,,,,,
80.0,78.30644989013672,370688,,,,,,,,,,,,,,,
80.0,75.28404235839844,371712,0.0,1810,0.2,27.292704147100448,3e-05,-0.00844098470352037,0.008544921875,20.525508880615234,-3.8004760749638082,0.0045147026,,,,,
80.0,74.7165298461914,372736,,,,,,,,,,,,,,,
80.0,75.57398986816406,373760,0.0,1820,0.2,27.75651695728302,3e-05,-0.00855199932702817,0.00986328125,22.764225006103516,-3.803020519390702,0.0039532017,,,,,
80.0,76.58297729492188,374784,,,,,,,,,,,,,,,
80.0,78.34149169921875,375808,-1.1920928955078125e-07,1830,0.2,26.090043438971044,3e-05,-0.010576538522582269,0.012841796875,19.136945724487305,-3.801874403283,0.0070484094,,,,,
80.0,76.10979461669922,376832,,,,,,,,,,,,,,,
80.0,79.05133819580078,377856,0.0,1840,0.2,26.76197693347931,3e-05,-0.010068605535343523,0.010400390625,15.914972305297852,-3.79795725941658,0.006074626,,,,,
80.0,72.90765380859375,378880,,,,,,,,,,,,,,,
80.0,72.89106750488281,379904,0.0,1850,0.2,29.014176504313944,3e-05,-0.010302428228169448,0.01884765625,19.463150024414062,-3.796829577535391,0.0053711366,,,,,
80.0,74.01164245605469,380928,,,,,,,,,,,,,,,
80.0,72.37043762207031,381952,0.0,1860,0.2,28.714891582727432,3e-05,-0.008948298662289744,0.008447265625,21.240083694458008,-3.8001691747456787,0.004509045,,,,,
80.0,75.42002868652344,382976,,,,,,,,,,,,,,,
80.0,77.85453796386719,384000,0.0,1870,0.2,28.728922942280768,3e-05,-0.007401053704961668,0.004150390625,21.379356384277344,-3.8049920804798605,0.0043663904,,,,,
80.0,75.28865051269531,385024,,,,,,,,,,,,,,,
80.0,76.72543334960938,386048,0.0,1880,0.2,27.240930879116057,3e-05,-0.010958093786030076,0.020947265625,16.691190719604492,-3.8087728042155504,0.00596042,,,,,
80.0,76.96995544433594,387072,,,,,,,,,,,,,,,
80.0,72.96908569335938,388096,0.0,1890,0.2,26.440406066179275,3e-05,-0.009028972850865102,0.01025390625,21.112810134887695,-3.8091480419039727,0.0043332707,,,,,
80.0,75.70733642578125,389120,,,,,,,,,,,,,,,
,,389120,,,,,,,,,,,80.0,1478,263,74.84576793000001,190
80.0,75.26609802246094,390144,-1.1920928955078125e-07,1900,0.2,30.839944258332253,3e-05,-0.010473340522730723,0.0130859375,19.60103988647461,-3.8034590326249598,0.00707053,,,,,
80.0,77.09314727783203,391168,,,,,,,,,,,,,,,
80.0,77.49238586425781,392192,-1.1920928955078125e-07,1910,0.2,27.894694727659225,3e-05,-0.008191131055355072,0.010009765625,16.47613525390625,-3.8100396867841484,0.004984931,,,,,
80.0,75.49638366699219,393216,,,,,,,,,,,,,,,
80.0,72.98492431640625,394240,0.0,1920,0.2,29.29579638391733,3e-05,-0.007887553340697195,0.002783203125,15.319270133972168,-3.8197831600904464,0.005188129,,,,,
80.0,77.77706909179688,395264,,,,,,,,,,,,,,,
80.0,74.33181762695312,396288,0.0,1930,0.2,28.7806514441967,3e-05,-0.010010600253008307,0.0140625,27.457225799560547,-3.8251805517822506,0.005423812,,,,,
80.0,75.97953796386719,397312,,,,,,,,,,,,,,,
80.0,71.87923431396484,398336,0.0,1940,0.2,28.286299495399,3e-05,-0.008764839113064226,0.0060546875,16.824087142944336,-3.8301514603197573,0.0044600703,,,,,
80.0,75.61969757080078,399360,,,,,,,,,,,,,,,
80.0,76.67201232910156,400384,0.0,1950,0.2,28.16680715531111,3e-05,-0.008889897106018906,0.005029296875,25.881567001342773,-3.824813412874937,0.004945377,,,,,
80.0,74.14089965820312,401408,,,,,,,,,,,,,,,
80.0,74.60045623779297,402432,0.0,1960,0.2,32.60612251013517,3e-05,-0.007687665144112543,0.003857421875,15.334221839904785,-3.8231175404042004,0.0041161943,,,,,
80.0,75.91958618164062,403456,,,,,,,,,,,,,,,
80.0,76.13041687011719,404480,0.0,1970,0.2,27.24193932265043,3e-05,-0.009380883159974474,0.0173828125,21.41791534423828,-3.820605343207717,0.0058426177,,,,,
80.0,76.56950378417969,405504,,,,,,,,,,,,,,,
80.0,76.33596801757812,406528,0.0,1980,0.2,28.34249396175146,3e-05,-0.01156636196137697,0.009423828125,14.929784774780273,-3.8186838131397964,0.006091427,,,,,
80.0,74.12385559082031,407552,,,,,,,,,,,,,,,
80.0,75.08224487304688,408576,-1.1920928955078125e-07,1990,0.2,27.087991444021462,3e-05,-0.009567467456872692,0.013623046875,17.84787940979004,-3.820344923809171,0.0059976666,,,,,
80.0,74.94905090332031,409600,,,,,,,,,,,,,,,
,,409600,,,,,,,,,,,80.0,1712,239,75.34236166000001,200
80.0,73.20877075195312,410624,0.0,2000,0.2,29.397484281659125,3e-05,-0.009131580457324161,0.00595703125,16.314088821411133,-3.820677728578448,0.0047487533,,,,,
80.0,76.30781555175781,411648,,,,,,,,,,,,,,,
80.0,75.81802368164062,412672,0.0,2010,0.2,28.811134274303914,3e-05,-0.007657883136926102,0.01083984375,18.446779251098633,-3.814306465908885,0.0044363975,,,,,
80.0,74.1884994506836,413696,,,,,,,,,,,,,,,
80.0,77.13156127929688,414720,0.0,2020,0.2,27.99966865479946,3e-05,-0.010279704099230003,0.006201171875,15.489886283874512,-3.8087952241301535,0.0059018903,,,,,
80.0,74.68085479736328,415744,,,,,,,,,,,,,,,
80.0,67.64433288574219,416768,0.0,2030,0.2,25.863756774365903,3e-05,-0.012686448205204214,0.024169921875,15.446125030517578,-3.812119249626994,0.0075402707,,,,,
80.0,76.80919647216797,417792,,,,,,,,,,,,,,,
80.0,77.87200164794922,418816,5.960464477539063e-08,2040,0.2,28.8274261161685,3e-05,-0.007742342729761731,0.005322265625,21.69698715209961,-3.8106086287647485,0.004140558,,,,,
80.0,76.25448608398438,419840,,,,,,,,,,,,,,,
80.0,78.94635009765625,420864,0.0,2050,0.2,26.101593039929867,3e-05,-0.009301913785748184,0.00869140625,13.349800109863281,-3.8135710220783947,0.0050284993,,,,,
80.0,72.94635772705078,421888,,,,,,,,,,,,,,,
80.0,75.0636978149414,422912,0.0,2060,0.2,27.179120875895023,3e-05,-0.008647717587882653,0.010546875,24.286996841430664,-3.818518128246069,0.004812495,,,,,
80.0,73.76575469970703,423936,,,,,,,,,,,,,,,
80.0,79.32389831542969,424960,-1.1920928955078125e-07,2070,0.2,28.010698789358138,3e-05,-0.00895649645026424,0.01103515625,14.381646156311035,-3.8181375682353975,0.004813971,,,,,
80.0,70.99549865722656,425984,,,,,,,,,,,,,,,
80.0,78.00545501708984,427008,0.0,2080,0.2,27.691547060012816,3e-05,-0.00970974512893008,0.017919921875,15.094621658325195,-3.8151561599224806,0.006019161,,,,,
80.0,76.81730651855469,428032,,,,,,,,,,,,,,,
80.0,74.92485809326172,429056,0.0,2090,0.2,27.328118906915186,3e-05,-0.00896851937068277,0.004638671875,24.520381927490234,-3.820921138674021,0.0049094325,,,,,
80.0,72.93570709228516,430080,,,,,,,,,,,,,,,
,,430080,,,,,,,,,,,80.0,1764,243,75.30019487,210
80.0,76.99933624267578,431104,0.0,2100,0.2,29.12713884562254,3e-05,-0.010396083139858093,0.017138671875,24.087806701660156,-3.8273915737867354,0.0054527274,,,,,
80.0,77.20187377929688,432128,,,,,,,,,,,,,,,
80.0,74.25347137451172,433152,0.0,2110,0.2,28.079108294844627,3e-05,-0.007976325967320008,0.00478515625,20.04349136352539,-3.8254114609211682,0.004549967,,,,,
80.0,77.41009521484375,434176,,,,,,,,,,,,,,,
80.0,78.91157531738281,435200,0.0,2120,0.2,29.848166136443616,3e-05,-0.008465232550952351,0.009423828125,25.4102725982666,-3.824788964539766,0.004691961,,,,,
80.0,71.13426208496094,436224,,,,,,,,,,,,,,,
80.0,74.32817840576172,437248,0.0,2130,0.2,32.020814187824726,3e-05,-0.01310678082809318,0.021630859375,27.548574447631836,-3.820326064154506,0.0075460044,,,,,
80.0,77.39564514160156,438272,,,,,,,,,,,,,,,
80.0,75.70701599121094,439296,0.0,2140,0.2,29.094599713385104,3e-05,-0.007739995785959764,0.00771484375,17.847501754760742,-3.816426556184888,0.0040292908,,,,,
80.0,78.46755981445312,440320,,,,,,,,,,,,,,,
80.0,74.13082885742188,441344,0.0,2150,0.2,28.946541626751422,3e-05,-0.009816458046043409,0.009326171875,22.273881912231445,-3.8215616069734097,0.005769061,,,,,
80.0,78.15229797363281,442368,,,,,,,,,,,,,,,
80.0,75.87913513183594,443392,0.0,2160,0.2,29.685602363944053,3e-05,-0.006998804640170419,0.0060546875,14.897623062133789,-3.8178716652095317,0.0030181622,,,,,
80.0,78.18089294433594,444416,,,,,,,,,,,,,,,
80.0,76.35360717773438,445440,1.1920928955078125e-07,2170,0.2,29.249149969220163,3e-05,-0.009945800458808662,0.0107421875,14.798748970031738,-3.8139491867274047,0.0053742314,,,,,
80.0,77.46539306640625,446464,,,,,,,,,,,,,,,
80.0,74.83028411865234,447488,0.0,2180,0.2,27.764775690436363,3e-05,-0.010348791236174293,0.0201171875,14.755325317382812,-3.818141048029065,0.006261184,,,,,
80.0,74.97500610351562,448512,,,,,,,,,,,,,,,
80.0,72.55110168457031,449536,-1.1920928955078125e-07,2190,0.2,27.71722828745842,3e-05,-0.008559931616764516,0.0166015625,32.795955657958984,-3.8236077308654783,0.0041446704,,,,,
80.0,71.42161560058594,450560,,,,,,,,,,,,,,,
,,450560,,,,,,,,,,,80.0,1816,248,74.86590688,220
80.0,79.45429992675781,451584,0.0,2200,0.2,29.638812692463397,3e-05,-0.009285075059960946,0.015234375,23.267959594726562,-3.8252346333116294,0.0034326776,,,,,
80.0,76.9956283569336,452608,,,,,,,,,,,,,,,
80.0,75.71397399902344,453632,0.0,2210,0.2,25.086739468574525,3e-05,-0.007167667686007917,0.005712890625,10.736175537109375,-3.8281506806612016,0.0038144118,,,,,
80.0,76.08305358886719,454656,,,,,,,,,,,,,,,
80.0,76.37387084960938,455680,5.960464477539063e-08,2220,0.2,30.656469237804412,3e-05,-0.00901426050986629,0.00595703125,28.516685485839844,-3.832071563974023,0.0049378555,,,,,
80.0,74.27506256103516,456704,,,,,,,,,,,,,,,
80.0,78.85227966308594,457728,0.0,2230,0.2,26.36515625566244,3e-05,-0.00934146967047127,0.01220703125,18.713191986083984,-3.828705798089504,0.0053572953,,,,,
80.0,78.85382080078125,458752,,,,,,,,,,,,,,,
80.0,77.20303344726562,459776,0.0,2240,0.2,29.00584504455328,3e-05,-0.008030645650796942,0.0064453125,19.15953826904297,-3.8206078581511975,0.0040206546,,,,,
80.0,76.95358276367188,460800,,,,,,,,,,,,,,,
80.0,76.99633026123047,461824,0.0,2250,0.2,30.184015077352523,3e-05,-0.0077033427427522835,0.00537109375,15.079715728759766,-3.820333072543144,0.0040630614,,,,,
80.0,72.60177612304688,462848,,,,,,,,,,,,,,,
80.0,76.60688781738281,463872,-1.1920928955078125e-07,2260,0.2,28.534929859638215,3e-05,-0.008030005214823176,0.0072265625,16.27708625793457,-3.8255463231354954,0.004042724,,,,,
