eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,12.87614631652832,,,,,,,,,,,,,,,
180.0,2048,14.99462890625,,,,,,,,,,,,,,,
180.0,3072,13.728021621704102,0.325537109375,10,0.018616475,0.2,0.0003,41.75794816017151,-5.872435453534126,-0.054211677257262635,0.00223463773727417,20.472158432006836,,,,,
180.0,4096,13.038958549499512,,,,,,,,,,,,,,,
180.0,5120,14.074856758117676,0.30517578125,20,0.01986297,0.2,0.0003,46.673735490441324,-5.859028574824333,-0.04895047497120686,0.004008948802947998,18.583459854125977,,,,,
180.0,6144,14.691926956176758,,,,,,,,,,,,,,,
180.0,7168,13.36680793762207,0.353759765625,30,0.025344867,0.2,0.0003,43.501420161128046,-5.841334810853004,-0.0453991825626872,0.0019120573997497559,24.31348419189453,,,,,
180.0,8192,13.537044525146484,,,,,,,,,,,,,,,
180.0,9216,14.684361457824707,0.349365234375,40,0.021835692,0.2,0.0003,38.48314396739006,-5.824619859457016,-0.04180867835239042,-0.003973841667175293,20.04958724975586,,,,,
180.0,10240,14.111137390136719,,,,,,,,,,,,,,,
180.0,11264,14.887008666992188,0.321044921875,50,0.022313455,0.2,0.0003,39.857160753011705,-5.8057029157876965,-0.035097969268099403,0.0012769699096679688,28.3006591796875,,,,,
180.0,12288,13.924015045166016,,,,,,,,,,,,,,,
180.0,13312,14.048994064331055,0.298486328125,60,0.020630661,0.2,0.0003,38.74938305020332,-5.799140918254852,-0.04305172421591123,-0.00043964385986328125,15.817849159240723,,,,,
180.0,14336,13.568636894226074,,,,,,,,,,,,,,,
180.0,15360,14.240581512451172,0.374853515625,70,0.023671161,0.2,0.0003,40.80149359107018,-5.7739591807126995,-0.03858703683217755,-0.00011456012725830078,12.206107139587402,,,,,
180.0,16384,14.384716987609863,,,,,,,,,,,,,,,
180.0,17408,14.395493507385254,0.361474609375,80,0.023959104,0.2,0.0003,35.955380362272265,-5.757132975757122,-0.040089634369360284,-5.960464477539062e-07,15.790517807006836,,,,,
180.0,18432,13.585745811462402,,,,,,,,,,,,,,,
180.0,19456,13.008051872253418,0.272412109375,90,0.019566935,0.2,0.0003,46.3577922642231,-5.7351616159081455,-0.03813120462727966,7.206201553344727e-05,24.628005981445312,,,,,
180.0,20480,15.02133560180664,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,91,13.917867279999998,224,180.0,10
180.0,21504,13.689329147338867,0.362744140625,100,0.021962795,0.2,0.0003,39.90078838467598,-5.686715526878833,-0.03505460598244099,0.0006559491157531738,18.582868576049805,,,,,
180.0,22528,15.072708129882812,,,,,,,,,,,,,,,
180.0,23552,15.434797286987305,0.293701171875,110,0.021064064,0.2,0.0003,50.99781410098076,-5.683543668687344,-0.037739582866197455,0.0,29.490840911865234,,,,,
180.0,24576,15.333706855773926,,,,,,,,,,,,,,,
180.0,25600,13.57917594909668,0.359326171875,120,0.025123332,0.2,0.0003,41.89676380753517,-5.664454253017903,-0.03843104300322011,-1.1920928955078125e-07,24.33973503112793,,,,,
180.0,26624,14.333097457885742,,,,,,,,,,,,,,,
180.0,27648,14.442360877990723,0.369384765625,130,0.02428817,0.2,0.0003,38.46893082857132,-5.633236111700535,-0.03566325593565125,0.0,16.42059326171875,,,,,
180.0,28672,13.722709655761719,,,,,,,,,,,,,,,
180.0,29696,13.633405685424805,0.331689453125,140,0.023071926,0.2,0.0003,36.54527786374092,-5.627058102190494,-0.03255532084731385,0.0,16.331119537353516,,,,,
180.0,30720,15.213359832763672,,,,,,,,,,,,,,,
180.0,31744,15.029487609863281,0.323046875,150,0.021664595,0.2,0.0003,36.70629405677319,-5.608553014695644,-0.03596111046208535,-2.586841583251953e-05,21.614343643188477,,,,,
180.0,32768,13.988053321838379,,,,,,,,,,,,,,,
180.0,33792,14.725358009338379,0.349462890625,160,0.023033092,0.2,0.0003,35.25244514346123,-5.586276450753212,-0.039180508042045405,0.0,14.47452163696289,,,,,
180.0,34816,13.827126502990723,,,,,,,,,,,,,,,
