time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/std,train/policy_gradient_loss,train/n_updates,train/value_loss
756240,1200.0,10918.393784,,,,,,0.0003,0.2,-248.74677057266234,0.364697265625,15.940075874328613,5.960464477539063e-08,0.05528321,0.8607729077339172,-0.025293626659549772,3680,37.52352831959725
757440,1200.0,10881.379898,,,,,,,,,,,,,,,,
758112,,,1555,1200.0,248,189,7966.4456389900015,,,,,,,,,,,
758640,1200.0,13270.838849,,,,,,0.0003,0.2,-248.48691329956054,0.336962890625,21.670387268066406,0.0,0.045888856,0.8605890870094299,-0.023613209649920464,3690,53.82829259634018
759840,1200.0,13279.191075,,,,,,,,,,,,,,,,
760160,,,1564,1200.0,248,190,8020.73387388,,,,,,,,,,,
761040,1200.0,10510.922079,,,,,,0.0003,0.2,-248.37584872245787,0.392724609375,14.087318420410156,0.0,0.060155544,0.8597074747085571,-0.027198435617538052,3700,47.72210958003998
762208,,,1571,1200.0,248,191,8048.12934525,,,,,,,,,,,
762240,1200.0,10641.53416,,,,,,0.0003,0.2,-248.18718643188475,0.3837890625,19.2692813873291,0.0,0.05234246,0.8593376278877258,-0.02701303074718453,3710,45.493369567394254
763440,1200.0,10622.235539,,,,,,,,,,,,,,,,
764256,,,1579,1200.0,248,192,8101.225693269999,,,,,,,,,,,
764640,1200.0,8047.395416,,,,,,0.0003,0.2,-247.95229239463805,0.400048828125,20.307910919189453,0.0,0.054412626,0.8586857318878174,-0.02745673471945338,3720,40.134336626529695
765840,1200.0,8061.364323,,,,,,,,,,,,,,,,
766304,,,1588,1200.0,248,193,8157.679515499999,,,,,,,,,,,
767040,1200.0,10677.467328,,,,,,0.0003,0.2,-247.80365238189697,0.35859375,18.995609283447266,0.0,0.04298561,0.8580257892608643,-0.02920619276846992,3730,48.44044479727745
768240,1200.0,10637.561348,,,,,,,,,,,,,,,,
768352,,,1597,1200.0,248,194,8213.09962246,,,,,,,,,,,
769440,1200.0,7852.508271,,,,,,0.0003,0.2,-247.68943343162536,0.3982421875,13.053215026855469,0.0,0.05401016,0.858009934425354,-0.02545060415577609,3740,32.665302854776385
770400,,,1604,1200.0,248,195,8241.82267847,,,,,,,,,,,
770640,1200.0,7827.224909,,,,,,0.0003,0.2,-247.46500239372253,0.3853515625,22.241771697998047,0.0,0.046378724,0.8563156127929688,-0.029026464477647097,3750,47.8319051027298
771840,1200.0,7853.656149,,,,,,,,,,,,,,,,
772448,,,1612,1200.0,248,196,8296.77891814,,,,,,,,,,,
773040,1200.0,7900.577114,,,,,,0.0003,0.2,-247.16531357765197,0.372705078125,21.2681827545166,1.1920928955078125e-07,0.041279092,0.8559185266494751,-0.030556022161908912,3760,43.94328957796097
774240,1200.0,7893.916925,,,,,,,,,,,,,,,,
774496,,,1621,1200.0,248,197,8351.45279584,,,,,,,,,,,
775440,1200.0,7748.917253,,,,,,0.0003,0.2,-246.93380270004272,0.37001953125,19.614477157592773,-2.384185791015625e-07,0.041424483,0.8547660708427429,-0.027540210125152953,3770,44.13119357228279
776544,,,1628,1200.0,249,198,8382.30522145,,,,,,,,,,,
776640,1200.0,7337.383119,,,,,,0.0003,0.2,-246.70215668678284,0.302783203125,21.452693939208984,0.0,0.034180745,0.854249119758606,-0.03142472801846452,3780,56.38973541855812
777840,1200.0,7325.86869,,,,,,,,,,,,,,,,
778592,,,1637,1200.0,248,199,8440.71352822,,,,,,,,,,,
779040,1200.0,7439.390329,,,,,,0.0003,0.2,-246.47879757881165,0.3984375,24.43293571472168,-1.1920928955078125e-07,0.049927466,0.8530791997909546,-0.026520238185185008,3790,47.50654487609863
780240,1200.0,7420.612589,,,,,,,,,,,,,,,,
780640,,,1646,1200.0,248,200,8498.924495350002,,,,,,,,,,,
781440,1200.0,10290.916162,,,,,,0.0003,0.2,-246.30945234298707,0.37109375,19.168336868286133,1.7881393432617188e-07,0.04807771,0.8528742790222168,-0.025988370124832728,3800,40.54889163374901
782640,1200.0,10356.230573,,,,,,,,,,,,,,,,
782688,,,1654,1200.0,248,201,8556.24220031,,,,,,,,,,,
783840,1200.0,10630.192579,,,,,,0.0003,0.2,-246.10054268836976,0.369873046875,16.422548294067383,-1.1920928955078125e-07,0.04261639,0.8515352606773376,-0.02780077174829785,3810,41.16125313639641
784736,,,1661,1200.0,248,202,8586.73570581,,,,,,,,,,,
785040,1200.0,12754.57823,,,,,,0.0003,0.2,-245.89822115898133,0.3318359375,17.366439819335938,0.0,0.040984955,0.8516339063644409,-0.02826659028578433,3820,38.30831915438175
786240,1200.0,12752.502411,,,,,,,,,,,,,,,,
786784,,,1670,1200.0,248,203,8645.05966665,,,,,,,,,,,
787440,1200.0,12682.362886,,,,,,0.0003,0.2,-245.90960478782654,0.351416015625,18.03803062438965,0.0,0.043340623,0.851917564868927,-0.025813337520230562,3830,41.35392144322395
788640,1200.0,12726.502757,,,,,,,,,,,,,,,,
788832,,,1679,1200.0,248,204,8704.89873394,,,,,,,,,,,
789840,1200.0,10159.585621,,,,,,0.0003,0.2,-245.84242224693298,0.32822265625,17.331214904785156,1.1920928955078125e-07,0.038169805,0.8515096306800842,-0.024466536928957793,3840,41.657943576574326
790880,,,1685,1200.0,249,205,8735.1357266,,,,,,,,,,,
791040,1200.0,13098.511121,,,,,,0.0003,0.2,-245.64795665740968,0.389697265625,15.297157287597656,-1.1920928955078125e-07,0.04502532,0.8506319522857666,-0.02665385206200881,3850,32.06481121182442
792240,1200.0,13095.169016,,,,,,,,,,,,,,,,
792928,,,1694,1200.0,248,206,8794.17113335,,,,,,,,,,,
793440,1200.0,13243.778238,,,,,,0.0003,0.2,-245.4931879043579,0.351806640625,26.958860397338867,-1.1920928955078125e-07,0.036561802,0.8507421612739563,-0.025100024334096815,3860,46.60450274348259
794640,1200.0,13260.970649,,,,,,,,,,,,,,,,
794976,,,1703,1200.0,248,207,8854.07677779,,,,,,,,,,,
795840,1200.0,11735.496709,,,,,,0.0003,0.2,-245.26070313453675,0.400537109375,11.834014892578125,-1.1920928955078125e-07,0.042356327,0.8493473529815674,-0.028528781366185287,3870,31.130411928892137
797024,,,1709,1200.0,249,208,8884.38606199,,,,,,,,,,,
797040,1200.0,12809.561307,,,,,,0.0003,0.2,-244.99836387634278,0.354638671875,20.510406494140625,0.0,0.037466623,0.8488080501556396,-0.025232647283701226,3880,42.676482272148135
798240,1200.0,12819.237692,,,,,,,,,,,,,,,,
799072,,,1718,1200.0,249,209,8946.073072039999,,,,,,,,,,,
799440,1200.0,12846.021284,,,,,,0.0003,0.2,-244.7867355823517,0.3513671875,29.823734283447266,-1.1920928955078125e-07,0.040173497,0.8482307195663452,-0.031105070232297295,3890,53.681746411323545
800640,1200.0,12789.951562,,,,,,,,,,,,,,,,
801120,,,1727,1200.0,248,210,9009.33054814,,,,,,,,,,,
801840,1200.0,9966.048831,,,,,,0.0003,0.2,-244.5760365009308,0.31435546875,12.89012622833252,0.0,0.04237288,0.8474464416503906,-0.029280243258108386,3900,38.51716795563698
803040,1200.0,9970.354925,,,,,,,,,,,,,,,,
803168,,,1736,1200.0,248,211,9072.59610939,,,,,,,,,,,
804240,1200.0,15844.628577,,,,,,0.0003,0.2,-244.43626713752747,0.349560546875,16.609338760375977,1.1920928955078125e-07,0.040812086,0.8475298285484314,-0.02135461302823387,3910,42.28120247125626
805216,,,1743,1200.0,249,212,9102.60096483,,,,,,,,,,,
805440,1200.0,15862.207457,,,,,,0.0003,0.2,-244.3964946269989,0.419384765625,17.955219268798828,0.0,0.049761128,0.847212553024292,-0.028758019978704398,3920,40.80940334200859
806640,1200.0,15855.112939,,,,,,,,,,,,,,,,
807264,,,1752,1200.0,248,213,9164.45555237,,,,,,,,,,,
807840,1200.0,14062.006924,,,,,,0.0003,0.2,-244.28737926483154,0.389208984375,24.503341674804688,5.960464477539063e-08,0.053023763,0.8466349840164185,-0.030785364109033254,3930,48.17081236243248
809040,1200.0,14033.245905,,,,,,,,,,,,,,,,
809312,,,1760,1200.0,248,214,9227.481777820001,,,,,,,,,,,
810240,1200.0,13935.456987,,,,,,0.0003,0.2,-244.2015468597412,0.37998046875,20.164125442504883,5.960464477539063e-08,0.045700647,0.8465394377708435,-0.02972308667667676,3940,46.41790187358856
811360,,,1767,1200.0,249,215,9257.767796249998,,,,,,,,,,,
811440,1200.0,14227.048404,,,,,,0.0003,0.2,-244.0678729057312,0.403466796875,13.747395515441895,5.960464477539063e-08,0.04339186,0.8457278609275818,-0.028116887755459175,3950,30.375738269090654
812640,1200.0,14263.05678,,,,,,,,,,,,,,,,
813408,,,1776,1200.0,249,216,9318.964718309999,,,,,,,,,,,
813840,1200.0,14296.8159,,,,,,0.0003,0.2,-243.8840066432953,0.36005859375,15.798810005187988,-1.1920928955078125e-07,0.043387078,0.8450323343276978,-0.030015887452464085,3960,41.333207815885544
815040,1200.0,14363.039456,,,,,,,,,,,,,,,,
815456,,,1785,1200.0,248,217,9381.30311089,,,,,,,,,,,
816240,1200.0,11292.933986,,,,,,0.0003,0.2,-243.60993328094483,0.381396484375,16.375186920166016,0.0,0.04225236,0.8440104126930237,-0.02578969573805807,3970,35.22035104036331
817440,1200.0,11315.367781,,,,,,,,,,,,,,,,
817504,,,1794,1200.0,248,218,9442.990270989998,,,,,,,,,,,
818640,1200.0,13149.663713,,,,,,0.0003,0.2,-243.4726402759552,0.3603515625,22.85869026184082,-1.1920928955078125e-07,0.04295995,0.8437023758888245,-0.030847223340242636,3980,39.86137190461159
819552,,,1800,1200.0,249,219,9474.808425449999,,,,,,,,,,,
819840,1200.0,13605.147561,,,,,,0.0003,0.2,-243.32797598838806,0.356396484375,18.48059844970703,0.0,0.04448597,0.8430999517440796,-0.025951682786399033,3990,40.639407181739806
821040,1200.0,13620.282523,,,,,,,,,,,,,,,,
821600,,,1809,1200.0,248,220,9537.00305982,,,,,,,,,,,
822240,1200.0,16048.656645,,,,,,0.0003,0.2,-243.1547520160675,0.419873046875,22.47484588623047,0.0,0.050125077,0.842542290687561,-0.028146919279242864,4000,38.92446945905685
823440,1200.0,16031.940058,,,,,,,,,,,,,,,,
823648,,,1818,1200.0,248,221,9600.14983475,,,,,,,,,,,
824640,1200.0,15596.515175,,,,,,0.0003,0.2,-243.00037231445313,0.3654296875,17.041522979736328,0.0,0.04249327,0.8419674038887024,-0.028915558314474767,4010,42.657567077875136
825696,,,1825,1200.0,249,222,9630.06506884,,,,,,,,,,,
825840,1200.0,14285.657697,,,,,,0.0003,0.2,-242.66140441894532,0.41044921875,19.45812225341797,0.0,0.044501185,0.8406088948249817,-0.033003810382797386,4020,38.804348963499066
827040,1200.0,14333.788447,,,,,,,,,,,,,,,,
827744,,,1833,1200.0,249,223,9690.303785369999,,,,,,,,,,,
828240,1200.0,13665.196241,,,,,,0.0003,0.2,-242.32942767143248,0.383056640625,16.80424690246582,-1.1920928955078125e-07,0.046970256,0.8398357629776001,-0.02656990554824006,4030,27.813816410303115
829440,1200.0,13666.173371,,,,,,,,,,,,,,,,
829792,,,1842,1200.0,248,224,9751.232912219999,,,,,,,,,,,
830640,1200.0,15919.46717,,,,,,0.0003,0.2,-242.1339186668396,0.378515625,21.280427932739258,5.960464477539063e-08,0.04147352,0.8395745754241943,-0.024852352208108643,4040,46.02292747497559
831840,1200.0,15835.683697,,,,,,,,,,,,,,,,
831840,,,1851,1200.0,248,225,9814.702968099999,,,,,,,,,,,
833040,1200.0,15656.773901,,,,,,0.0003,0.2,-242.05910844802855,0.324755859375,14.976397514343262,0.0,0.0395992,0.8394600749015808,-0.03143268864223501,4050,40.265788555145264
833888,,,1858,1200.0,249,226,9844.44071056,,,,,,,,,,,
834240,1200.0,16700.185635,,,,,,0.0003,0.2,-241.87102460861206,0.38759765625,27.103055953979492,0.0,0.045904487,0.8381843566894531,-0.028395379737776238,4060,46.650160908699036
835440,1200.0,16660.283375,,,,,,,,,,,,,,,,
835936,,,1867,1200.0,248,227,9906.40378919,,,,,,,,,,,
836640,1200.0,14071.805335,,,,,,0.0003,0.2,-241.65829329490663,0.295458984375,21.6507625579834,-1.1920928955078125e-07,0.033272665,0.8376055955886841,-0.03136236820137128,4070,61.90482770204544
837840,1200.0,14071.118266,,,,,,,,,,,,,,,,
837984,,,1875,1200.0,248,228,9967.743043299999,,,,,,,,,,,
839040,1200.0,17139.314388,,,,,,0.0003,0.2,-241.4898033618927,0.41435546875,20.718103408813477,0.0,0.052872773,0.8371259570121765,-0.03222271453705616,4080,42.29469643831253
840032,,,1882,1200.0,249,229,9998.1348074,,,,,,,,,,,
840240,1200.0,17090.17528,,,,,,0.0003,0.2,-241.19940309524537,0.413427734375,22.556013107299805,0.0,0.046787024,0.8356740474700928,-0.028560950099199546,4090,50.33118052482605
841440,1200.0,17107.889851,,,,,,,,,,,,,,,,
842080,,,1891,1200.0,249,230,10061.28328581,,,,,,,,,,,
842640,1200.0,16699.021308,,,,,,0.0003,0.2,-240.94088263511657,0.33203125,26.40601348876953,0.0,0.043040954,0.8348821401596069,-0.029687519944855013,4100,53.82398926019668
843840,1200.0,16711.385776,,,,,,,,,,,,,,,,
844128,,,1900,1200.0,248,231,10124.429325890002,,,,,,,,,,,
845040,1200.0,19748.266104,,,,,,0.0003,0.2,-240.72007489204407,0.326904296875,29.094614028930664,5.960464477539063e-08,0.043129146,0.8339323401451111,-0.024876867451530414,4110,56.20531362295151
846176,,,1906,1200.0,249,232,10155.534921049999,,,,,,,,,,,
846240,1200.0,18486.813131,,,,,,0.0003,0.2,-240.55308532714844,0.351025390625,13.303365707397461,0.0,0.043599408,0.8338375687599182,-0.022459818149218335,4120,46.436452120542526
847440,1200.0,18513.899745,,,,,,,,,,,,,,,,
848224,,,1915,1200.0,249,233,10219.60037002,,,,,,,,,,,
848640,1200.0,16773.096622,,,,,,0.0003,0.2,-240.44833946228027,0.385986328125,27.959009170532227,5.960464477539063e-08,0.047379132,0.8334822058677673,-0.023132236290257423,4130,53.6532194852829
849840,1200.0,16738.891267,,,,,,,,,,,,,,,,
850272,,,1924,1200.0,249,234,10280.39657944,,,,,,,,,,,
851040,1200.0,14822.314531,,,,,,0.0003,0.2,-240.35248084068297,0.36005859375,20.178800582885742,0.0,0.05104516,0.8330017328262329,-0.024186258148984053,4140,46.873522627353665
852240,1200.0,14797.809859,,,,,,,,,,,,,,,,
852320,,,1933,1200.0,248,235,10339.026410330001,,,,,,,,,,,
853440,1200.0,14754.118846,,,,,,0.0003,0.2,-240.06987266540528,0.415966796875,19.247215270996094,-1.1920928955078125e-07,0.055950217,0.8318459987640381,-0.02951222227275139,4150,43.506014263629915
854368,,,1940,1200.0,249,236,10367.697217100002,,,,,,,,,,,
854640,1200.0,12562.632275,,,,,,0.0003,0.2,-239.8237524986267,0.392041015625,13.281301498413086,0.0,0.04922744,0.8311655521392822,-0.027834304876159878,4160,38.796772342920306
855840,1200.0,12618.189404,,,,,,,,,,,,,,,,
856416,,,1948,1200.0,249,237,10426.55471125,,,,,,,,,,,
857040,1200.0,12539.789906,,,,,,0.0003,0.2,-239.65613656044007,0.345751953125,20.873783111572266,-1.1920928955078125e-07,0.05163253,0.8305007219314575,-0.029644337491481564,4170,48.28383827209473
858240,1200.0,12536.478574,,,,,,,,,,,,,,,,
858464,,,1957,1200.0,248,238,10488.459000419998,,,,,,,,,,,
859440,1200.0,12680.601789,,,,,,0.0003,0.2,-239.41215620040893,0.323291015625,21.783571243286133,0.0,0.039608784,0.8296581506729126,-0.031885692276409826,4180,56.55888493061066
860512,,,1964,1200.0,249,239,10519.86927743,,,,,,,,,,,
860640,1200.0,12879.085475,,,,,,0.0003,0.2,-239.1085241794586,0.371728515625,17.060365676879883,1.1920928955078125e-07,0.058767356,0.828076183795929,-0.029279465170111506,4190,43.90508194565773
861840,1200.0,12925.903517,,,,,,,,,,,,,,,,
862560,,,1973,1200.0,249,240,10582.29016403,,,,,,,,,,,
863040,1200.0,12827.276719,,,,,,0.0003,0.2,-238.81108646392823,0.32158203125,21.332735061645508,0.0,0.032707296,0.8272691369056702,-0.03111274943803437,4200,68.59400116205215
864240,1200.0,12813.461847,,,,,,,,,,,,,,,,
864608,,,1982,1200.0,249,241,10648.66120027,,,,,,,,,,,
865440,1200.0,14967.588491,,,,,,0.0003,0.2,-238.58631000518798,0.3640625,20.96315574645996,0.0,0.052944556,0.826372504234314,-0.028273687357432208,4210,49.644405806064604
866640,1200.0,14982.334174,,,,,,,,,,,,,,,,
866656,,,1991,1200.0,248,242,10713.996966249999,,,,,,,,,,,
867840,1200.0,14927.647928,,,,,,0.0003,0.2,-238.3282079219818,0.3607421875,18.420469284057617,-1.1920928955078125e-07,0.037560545,0.8257087469100952,-0.028943843283923344,4220,59.97758788466454
868704,,,1997,1200.0,249,243,10745.964561549998,,,,,,,,,,,
869040,1200.0,14892.896725,,,,,,0.0003,0.2,-238.18431577682495,0.3625,22.527544021606445,5.960464477539063e-08,0.05958011,0.8255866169929504,-0.021887829969637097,4230,52.48530843257904
870240,1200.0,14954.811063,,,,,,,,,,,,,,,,
870752,,,2006,1200.0,249,244,10808.876628420001,,,,,,,,,,,
871440,1200.0,14828.161324,,,,,,0.0003,0.2,-238.10460729598998,0.4228515625,16.203584671020508,-2.384185791015625e-07,0.06217101,0.8250346183776855,-0.021792211609135848,4240,41.95250608921051
872640,1200.0,14855.013575,,,,,,,,,,,,,,,,
872800,,,2015,1200.0,248,245,10870.017845869997,,,,,,,,,,,
873840,1200.0,14830.521466,,,,,,0.0003,0.2,-237.87986841201783,0.38701171875,23.722017288208008,5.960464477539063e-08,0.059287924,0.8235859870910645,-0.024567299077170902,4250,53.242866748571394
874848,,,2022,1200.0,249,246,10901.1631843,,,,,,,,,,,
875040,1200.0,15068.170718,,,,,,0.0003,0.2,-237.55195412635803,0.3654296875,26.198583602905273,0.0,0.05320438,0.8224303722381592,-0.02888141721196007,4260,60.948663687705995
876240,1200.0,15060.271208,,,,,,,,,,,,,,,,
876896,,,2030,1200.0,249,247,10966.026616759998,,,,,,,,,,,
877440,1200.0,14872.842854,,,,,,0.0003,0.2,-237.32151250839235,0.40830078125,30.853700637817383,1.7881393432617188e-07,0.06172699,0.8224272131919861,-0.029186931322328746,4270,50.09077477455139
878640,1200.0,14935.505952,,,,,,,,,,,,,,,,
878944,,,2039,1200.0,248,248,11027.095958849999,,,,,,,,,,,
879840,1200.0,14692.247973,,,,,,0.0003,0.2,-237.16671538352966,0.417529296875,15.18471908569336,-1.1920928955078125e-07,0.06708771,0.8213074207305908,-0.020283488270069937,4280,37.632242885231975
880992,,,2046,1200.0,249,249,11058.906522600002,,,,,,,,,,,
881040,1200.0,14534.602878,,,,,,0.0003,0.2,-236.91022248268126,0.365380859375,18.157344818115234,0.0,0.051536575,0.8203455209732056,-0.025077051820699126,4290,53.628517442941664
882240,1200.0,14525.162104,,,,,,,,,,,,,,,,
883040,,,2055,1200.0,249,250,11124.890825040004,,,,,,,,,,,
883440,1200.0,14329.798822,,,,,,0.0003,0.2,-236.67988667488098,0.325390625,27.326379776000977,0.0,0.03360135,0.8193789720535278,-0.029714629481895828,4300,68.1569678902626
884640,1200.0,14331.112924,,,,,,,,,,,,,,,,
885088,,,2064,1200.0,249,251,11192.210706660002,,,,,,,,,,,
885840,1200.0,14802.305562,,,,,,0.0003,0.2,-236.46031317710876,0.373828125,20.69690704345703,0.0,0.059861995,0.818729043006897,-0.02980574128741864,4310,54.54355319142341
887040,1200.0,14806.358006,,,,,,,,,,,,,,,,
887136,,,2073,1200.0,248,252,11257.352440580002,,,,,,,,,,,
888240,1200.0,14818.460042,,,,,,0.0003,0.2,-236.25984349250794,0.395703125,17.0154972076416,5.960464477539063e-08,0.05543977,0.8174407482147217,-0.023780314987379824,4320,44.83850828409195
889184,,,2079,1200.0,249,253,11292.52671961,,,,,,,,,,,
889440,1200.0,13453.080472,,,,,,0.0003,0.2,-235.96283655166627,0.360498046875,23.79292869567871,0.0,0.04760908,0.816520094871521,-0.028531542238488326,4330,52.34950419068336
890640,1200.0,13510.687803,,,,,,,,,,,,,,,,
891232,,,2088,1200.0,249,254,11360.886175470001,,,,,,,,,,,
891840,1200.0,13682.85768,,,,,,0.0003,0.2,-235.69826126098633,0.342333984375,16.193653106689453,0.0,0.047187664,0.8154122829437256,-0.029143910431594124,4340,58.427795219421384
893040,1200.0,13684.030499,,,,,,,,,,,,,,,,
893280,,,2097,1200.0,249,255,11428.696928209998,,,,,,,,,,,
894240,1200.0,11705.751849,,,,,,0.0003,0.2,-235.4670883178711,0.442431640625,14.426548957824707,0.0,0.07456887,0.8150190711021423,-0.02059960408951156,4350,42.467342782020566
895328,,,2103,1200.0,249,256,11461.144062459998,,,,,,,,,,,
895440,1200.0,14493.134941,,,,,,0.0003,0.2,-235.25732669830322,0.481640625,21.105127334594727,1.1920928955078125e-07,0.07888536,0.8141077160835266,-0.01796547242120141,4360,36.108480209112166
896640,1200.0,14394.231206,,,,,,,,,,,,,,,,
897376,,,2112,1200.0,249,257,11523.662140379998,,,,,,,,,,,
897840,1200.0,14541.369129,,,,,,0.0003,0.2,-235.0246036529541,0.380078125,16.78135108947754,0.0,0.054125257,0.8130564093589783,-0.019217734913399908,4370,43.55498957633972
899040,1200.0,14513.655226,,,,,,,,,,,,,,,,
899424,,,2121,1200.0,249,258,11588.649481459997,,,,,,,,,,,
900240,1200.0,14445.091883,,,,,,0.0003,0.2,-234.6830846786499,0.45439453125,25.50153160095215,5.960464477539063e-08,0.056273397,0.8117622137069702,-0.022982015695015436,4380,48.07514470219612
901440,1200.0,14452.751299,,,,,,,,,,,,,,,,
901472,,,2130,1200.0,248,259,11653.620848350001,,,,,,,,,,,
902640,1200.0,14652.892537,,,,,,0.0003,0.2,-234.41552419662474,0.403271484375,21.783130645751953,0.0,0.055122636,0.8113373517990112,-0.026795690099243076,4390,37.297294759750365
903520,,,2137,1200.0,249,260,11687.93754163,,,,,,,,,,,
903840,1200.0,14217.122722,,,,,,0.0003,0.2,-234.223335313797,0.3662109375,17.947420120239258,0.0,0.049857363,0.8103274703025818,-0.02553382788973977,4400,46.031020641326904
905040,1200.0,14217.299215,,,,,,,,,,,,,,,,
905568,,,2145,1200.0,249,261,11754.35394303,,,,,,,,,,,
906240,1200.0,16939.808893,,,,,,0.0003,0.2,-233.8999225616455,0.379248046875,17.7296142578125,0.0,0.057326607,0.8089267015457153,-0.029489253429346718,4410,45.516364163160326
907440,1200.0,16991.340635,,,,,,,,,,,,,,,,
907616,,,2154,1200.0,249,262,11821.944462630001,,,,,,,,,,,
908640,1200.0,9526.984752,,,,,,0.0003,0.2,-233.63796215057374,0.359130859375,19.34455108642578,0.0,0.041324794,0.8083799481391907,-0.023386168922297657,4420,44.78165756464004
909664,,,2161,1200.0,249,263,11855.60715354,,,,,,,,,,,
909840,1200.0,12824.991475,,,,,,0.0003,0.2,-233.44165143966674,0.356005859375,28.639739990234375,0.0,0.049274087,0.8072146773338318,-0.024408361586392858,4430,55.678193390369415
911040,1200.0,12853.900082,,,,,,,,,,,,,,,,
911712,,,2170,1200.0,249,264,11924.993675890002,,,,,,,,,,,
912240,1200.0,15126.081829,,,,,,0.0003,0.2,-233.19136276245118,0.37470703125,14.915470123291016,0.0,0.054103985,0.8068447709083557,-0.022712664287246297,4440,46.79100284576416
913440,1200.0,15165.533511,,,,,,,,,,,,,,,,
913760,,,2179,1200.0,249,265,11993.488338879999,,,,,,,,,,,
914640,1200.0,13297.838156,,,,,,0.0003,0.2,-233.05388436317443,0.370751953125,16.851655960083008,-1.1920928955078125e-07,0.05630693,0.8063592314720154,-0.021229325789317955,4450,36.22981508374214
915808,,,2185,1200.0,249,266,12028.115972829997,,,,,,,,,,,
915840,1200.0,17326.643858,,,,,,0.0003,0.2,-232.84718680381775,0.449169921875,18.490150451660156,-1.1920928955078125e-07,0.06294153,0.8054702877998352,-0.021465455877478234,4460,34.62026824951172
917040,1200.0,17297.442899,,,,,,,,,,,,,,,,
917856,,,2194,1200.0,249,267,12094.22743068,,,,,,,,,,,
918240,1200.0,13074.0904,,,,,,0.0003,0.2,-232.61954927444458,0.4232421875,17.627666473388672,0.0,0.060212992,0.8050026893615723,-0.02644560526823625,4470,46.006707835197446
919440,1200.0,13015.301151,,,,,,,,,,,,,,,,
919904,,,2203,1200.0,249,268,12162.15465821,,,,,,,,,,,
920640,1200.0,15757.973751,,,,,,0.0003,0.2,-232.4073844909668,0.417626953125,23.892292022705078,0.0,0.055426683,0.8039030432701111,-0.02587750623933971,4480,44.80944756865502
921840,1200.0,15747.996752,,,,,,,,,,,,,,,,
921952,,,2212,1200.0,249,269,12229.34548838,,,,,,,,,,,
923040,1200.0,16369.793793,,,,,,0.0003,0.2,-232.08995699882507,0.392724609375,14.807823181152344,0.0,0.054582987,0.8027527332305908,-0.025634888745844363,4490,37.832324403524396
924000,,,2218,1200.0,249,270,12263.457816109998,,,,,,,,,,,
924240,1200.0,16695.376644,,,,,,0.0003,0.2,-231.77059030532837,0.37998046875,15.771527290344238,0.0,0.056944735,0.8015204668045044,-0.029255519250727956,4500,52.076958352327345
925440,1200.0,16682.622126,,,,,,,,,,,,,,,,
926048,,,2227,1200.0,249,271,12335.81187922,,,,,,,,,,,
926640,1200.0,18827.599434,,,,,,0.0003,0.2,-231.43140711784363,0.33935546875,22.7250919342041,0.0,0.04546542,0.8003804087638855,-0.02159820664455765,4510,49.79535872936249
927840,1200.0,18847.493237,,,,,,,,,,,,,,,,
928096,,,2236,1200.0,249,272,12404.70473334,,,,,,,,,,,
929040,1200.0,18887.342557,,,,,,0.0003,0.2,-231.10333213806152,0.383837890625,20.60502815246582,-1.1920928955078125e-07,0.05370965,0.7990682125091553,-0.019561764848185705,4520,49.154369813203814
930144,,,2243,1200.0,249,273,12439.37327236,,,,,,,,,,,
930240,1200.0,18481.583109,,,,,,0.0003,0.2,-230.83577952384948,0.372802734375,22.357627868652344,0.0,0.048807524,0.798519492149353,-0.020187870335939807,4530,52.62595893144608
931440,1200.0,18482.790052,,,,,,,,,,,,,,,,
932192,,,2252,1200.0,249,274,12512.037132440002,,,,,,,,,,,
932640,1200.0,15930.541962,,,,,,0.0003,0.2,-230.59101529121398,0.425732421875,13.817517280578613,0.0,0.05995114,0.7972362041473389,-0.023079045194026548,4540,37.28380048274994
933840,1200.0,15949.920042,,,,,,,,,,,,,,,,
934240,,,2260,1200.0,249,275,12582.746211599999,,,,,,,,,,,
935040,1200.0,15868.548753,,,,,,0.0003,0.2,-230.3178514480591,0.41494140625,13.094500541687012,1.1920928955078125e-07,0.067369334,0.7964918613433838,-0.023244982336473187,4550,45.28634779453277
936240,1200.0,15869.309911,,,,,,,,,,,,,,,,
936288,,,2269,1200.0,249,276,12655.477832269997,,,,,,,,,,,
937440,1200.0,15852.189676,,,,,,0.0003,0.2,-230.0807858467102,0.357568359375,17.801111221313477,0.0,0.04646521,0.7956326007843018,-0.021511948372062762,4560,52.83088620901108
938336,,,2276,1200.0,249,277,12692.89739974,,,,,,,,,,,
938640,1200.0,15708.267493,,,,,,0.0003,0.2,-229.84652342796326,0.357666015625,26.329072952270508,-1.1920928955078125e-07,0.043772124,0.7949298620223999,-0.025126763405569363,4570,54.70515798926353
939840,1200.0,15699.663904,,,,,,,,,,,,,,,,
940384,,,2285,1200.0,249,278,12768.537613100001,,,,,,,,,,,
941040,1200.0,15911.716342,,,,,,0.0003,0.2,-229.66230692863465,0.348828125,15.181533813476562,0.0,0.039557695,0.7943132519721985,-0.031134008648223244,4580,59.70939806699753
942240,1200.0,16004.507089,,,,,,,,,,,,,,,,
