time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/learning_rate,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/std,train/policy_gradient_loss,train/n_updates,train/value_loss
387840,1200.0,12865.753857,,,,,,0.0003,0.2,-277.2507432937622,0.375537109375,1.3406071662902832,0.0,0.034383416,0.9745864868164062,-0.035621774551691486,1880,2.499168946221471
389040,1200.0,12914.532066,,,,,,,,,,,,,,,,
389472,,,73,1200.0,250,9,4545.23362106,,,,,,,,,,,
390240,1200.0,12968.10972,,,,,,0.0003,0.2,-277.1764017105103,0.340478515625,1.0560976266860962,0.0,0.0344917,0.9738914370536804,-0.03285310375795234,1890,2.871361941471696
391440,1200.0,12898.495386,,,,,,,,,,,,,,,,
391520,,,82,1200.0,247,10,4549.0072871699995,,,,,,,,,,,
392640,1200.0,13381.457081,,,,,,0.0003,0.2,-277.0399003982544,0.360498046875,1.5872821807861328,0.0,0.035005447,0.9732502698898315,-0.033924781673704274,1900,2.638641967996955
393568,,,89,1200.0,251,11,4551.06744074,,,,,,,,,,,
393840,1200.0,13338.037093,,,,,,0.0003,0.2,-277.0756616592407,0.4005859375,1.3911980390548706,0.0,0.042094376,0.9741976857185364,-0.042872455803444606,1910,2.4909028302878142
395040,1200.0,13259.512287,,,,,,,,,,,,,,,,
395616,,,98,1200.0,249,12,4555.113093960001,,,,,,,,,,,
396240,1200.0,13119.108602,,,,,,0.0003,0.2,-277.1337042808533,0.336865234375,1.6840664148330688,1.1920928955078125e-07,0.032741997,0.9738650321960449,-0.03030979123432189,1920,2.3558141510933637
397440,1200.0,13096.241916,,,,,,,,,,,,,,,,
397664,,,107,1200.0,247,13,4558.7878851099995,,,,,,,,,,,
398640,1200.0,17319.315054,,,,,,0.0003,0.2,-277.02332572937013,0.366162109375,1.314371109008789,0.0,0.036420226,0.9733961224555969,-0.03596908607287332,1930,2.8888741858303546
399712,,,114,1200.0,250,14,4560.63325954,,,,,,,,,,,
