eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/value_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/learning_rate,train/loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps
16.271516799926758,50.0,500,,,,,,,,,,,,,,,
12.521552085876465,50.0,1000,,,,,,,,,,,,,,,
14.047992706298828,50.0,1500,,,,,,,,,,,,,,,
11.579059600830078,50.0,2000,,,,,,,,,,,,,,,
14.659418106079102,50.0,2500,17661.134002685547,0.3279296875,10,-0.00024569034576416016,0.0003,7729.9609375,0.2,-5.296605677902699,-0.0560483303735964,0.036201257,,,,,
13.72567367553711,50.0,3000,,,,,,,,,,,,,,,
13.19205093383789,50.0,3500,,,,,,,,,,,,,,,
12.936755180358887,50.0,4000,,,,,,,,,,,,,,,
15.6690092086792,50.0,4500,18578.950317382812,0.337890625,20,0.0,0.0003,9286.78125,0.2,-5.291585986316204,-0.056688908697105946,0.038916867,,,,,
15.954463958740234,50.0,5000,,,,,,,,,,,,,,,
15.279186248779297,50.0,5500,,,,,,,,,,,,,,,
10.452997207641602,50.0,6000,,,,,,,,,,,,,,,
8.97671127319336,50.0,6500,18683.19754638672,0.321826171875,30,0.0,0.0003,7977.05615234375,0.2,-5.286792010068893,-0.05691014240728691,0.03734656,,,,,
13.047126770019531,50.0,7000,,,,,,,,,,,,,,,
11.698760986328125,50.0,7500,,,,,,,,,,,,,,,
9.746221542358398,50.0,8000,,,,,,,,,,,,,,,
13.27598762512207,50.0,8500,18965.257083129884,0.35361328125,40,1.1920928955078125e-07,0.0003,8963.2626953125,0.2,-5.282074327766895,-0.053690864512464034,0.039615743,,,,,
17.738975524902344,50.0,9000,,,,,,,,,,,,,,,
12.879847526550293,50.0,9500,,,,,,,,,,,,,,,
15.749990463256836,50.0,10000,,,,,,,,,,,,,,,
9.504373550415039,50.0,10500,17304.66351928711,0.34775390625,50,0.0,0.0003,8499.552734375,0.2,-5.277512843906879,-0.051653304742649196,0.040796094,,,,,
10.670173645019531,50.0,11000,,,,,,,,,,,,,,,
9.286836624145508,50.0,11500,,,,,,,,,,,,,,,
11.666513442993164,50.0,12000,,,,,,,,,,,,,,,
15.631010055541992,50.0,12500,17391.29492492676,0.344580078125,60,-1.1920928955078125e-07,0.0003,9081.16015625,0.2,-5.272419725358486,-0.05062730793142691,0.037257653,,,,,
9.977115631103516,50.0,13000,,,,,,,,,,,,,,,
9.918342590332031,50.0,13500,,,,,,,,,,,,,,,
13.470152854919434,50.0,14000,,,,,,,,,,,,,,,
18.244544982910156,50.0,14500,16653.802996826173,0.367431640625,70,1.1920928955078125e-07,0.0003,8338.52734375,0.2,-5.264015680551529,-0.054146016511367634,0.042432614,,,,,
15.821334838867188,50.0,15000,,,,,,,,,,,,,,,
13.680015563964844,50.0,15500,,,,,,,,,,,,,,,
16.72860336303711,50.0,16000,,,,,,,,,,,,,,,
12.513792037963867,50.0,16500,17844.834826660157,0.3505859375,80,0.0,0.0003,9529.1162109375,0.2,-5.256047537922859,-0.05480575071414932,0.04299112,,,,,
7.472659587860107,50.0,17000,,,,,,,,,,,,,,,
14.366872787475586,50.0,17500,,,,,,,,,,,,,,,
8.812291145324707,50.0,18000,,,,,,,,,,,,,,,
14.169755935668945,50.0,18500,17156.269705200197,0.34072265625,90,0.0,0.0003,7706.7294921875,0.2,-5.25000167042017,-0.053617752384161575,0.039483614,,,,,
13.953238487243652,50.0,19000,,,,,,,,,,,,,,,
10.089448928833008,50.0,19500,,,,,,,,,,,,,,,
18.506216049194336,50.0,20000,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,506.66935350999995,21,50.0,10,972
15.567831039428711,50.0,20500,15987.250286865234,0.359912109375,100,0.0,0.0003,7257.0830078125,0.2,-5.245087766647339,-0.052632104995427656,0.04442957,,,,,
13.70730972290039,50.0,21000,,,,,,,,,,,,,,,
17.473026275634766,50.0,21500,,,,,,,,,,,,,,,
14.993446350097656,50.0,22000,,,,,,,,,,,,,,,
14.667465209960938,50.0,22500,,,,,,,,,,,,,,,
14.450204849243164,50.0,23000,16845.13288269043,0.36416015625,110,0.0,0.0003,8062.53564453125,0.2,-5.239915762841702,-0.052311915106838566,0.0408291,,,,,
16.918832778930664,50.0,23500,,,,,,,,,,,,,,,
14.100616455078125,50.0,24000,,,,,,,,,,,,,,,
14.860448837280273,50.0,24500,,,,,,,,,,,,,,,
14.080172538757324,50.0,25000,16618.306262207032,0.35009765625,120,1.1920928955078125e-07,0.0003,6991.591796875,0.2,-5.235277765989304,-0.05623923323582858,0.038786642,,,,,
10.339094161987305,50.0,25500,,,,,,,,,,,,,,,
8.699623107910156,50.0,26000,,,,,,,,,,,,,,,
11.443342208862305,50.0,26500,,,,,,,,,,,,,,,
6.719078063964844,50.0,27000,16163.092050170899,0.368603515625,130,1.1920928955078125e-07,0.0003,8865.4765625,0.2,-5.226858697831631,-0.04755640549701638,0.043574862,,,,,
12.351106643676758,50.0,27500,,,,,,,,,,,,,,,
13.609338760375977,50.0,28000,,,,,,,,,,,,,,,
16.91874885559082,50.0,28500,,,,,,,,,,,,,,,
9.718208312988281,50.0,29000,16095.964447021484,0.357080078125,140,0.0,0.0003,6629.21142578125,0.2,-5.217793866991997,-0.051722504844656216,0.041658565,,,,,
15.411157608032227,50.0,29500,,,,,,,,,,,,,,,
14.297723770141602,50.0,30000,,,,,,,,,,,,,,,
17.871965408325195,50.0,30500,,,,,,,,,,,,,,,
11.898551940917969,50.0,31000,16659.751123046874,0.368310546875,150,-1.1920928955078125e-07,0.0003,8937.955078125,0.2,-5.211450788378715,-0.05887527837185189,0.042175572,,,,,
13.371541976928711,50.0,31500,,,,,,,,,,,,,,,
18.775489807128906,50.0,32000,,,,,,,,,,,,,,,
16.209291458129883,50.0,32500,,,,,,,,,,,,,,,
12.883991241455078,50.0,33000,16195.000473022461,0.338671875,160,-2.384185791015625e-07,0.0003,7436.42236328125,0.2,-5.204796108603477,-0.0529556537308963,0.03626933,,,,,
19.644683837890625,50.0,33500,,,,,,,,,,,,,,,
10.48896598815918,50.0,34000,,,,,,,,,,,,,,,
13.219982147216797,50.0,34500,,,,,,,,,,,,,,,
16.717933654785156,50.0,35000,15815.00912475586,0.362109375,170,1.1920928955078125e-07,0.0003,7122.068359375,0.2,-5.192555268108845,-0.04978625139920041,0.04195685,,,,,
12.262077331542969,50.0,35500,,,,,,,,,,,,,,,
11.08653450012207,50.0,36000,,,,,,,,,,,,,,,
19.78451156616211,50.0,36500,,,,,,,,,,,,,,,
15.339499473571777,50.0,37000,15733.645129394532,0.340478515625,180,0.0,0.0003,8337.2373046875,0.2,-5.187523119151592,-0.054630903620272876,0.03810967,,,,,
11.167518615722656,50.0,37500,,,,,,,,,,,,,,,
12.339500427246094,50.0,38000,,,,,,,,,,,,,,,
10.738935470581055,50.0,38500,,,,,,,,,,,,,,,
12.924887657165527,50.0,39000,15271.162887573242,0.36748046875,190,1.1920928955078125e-07,0.0003,6579.90185546875,0.2,-5.181281396746636,-0.05318992316024378,0.043337118,,,,,
11.882524490356445,50.0,39500,,,,,,,,,,,,,,,
11.898468017578125,50.0,40000,,,,,,,,,,,,,,,
15.024009704589844,50.0,40500,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,512.888727,42,50.0,20,957
15.962156295776367,50.0,41000,15477.609439086915,0.36787109375,200,0.0,0.0003,6905.345703125,0.2,-5.167383372783661,-0.046173068147618325,0.039290976,,,,,
13.710859298706055,50.0,41500,,,,,,,,,,,,,,,
15.07342529296875,50.0,42000,,,,,,,,,,,,,,,
14.868242263793945,50.0,42500,,,,,,,,,,,,,,,
11.21484661102295,50.0,43000,,,,,,,,,,,,,,,
11.141094207763672,50.0,43500,14862.352368164062,0.334033203125,210,0.0,0.0003,7835.39306640625,0.2,-5.149589349329472,-0.04431655841181055,0.036690246,,,,,
15.123157501220703,50.0,44000,,,,,,,,,,,,,,,
15.164298057556152,50.0,44500,,,,,,,,,,,,,,,
13.652803421020508,50.0,45000,,,,,,,,,,,,,,,
12.200164794921875,50.0,45500,14985.607666015625,0.34560546875,220,0.0,0.0003,7964.1728515625,0.2,-5.143314954638481,-0.05460813156096265,0.037438996,,,,,
13.478546142578125,50.0,46000,,,,,,,,,,,,,,,
15.718843460083008,50.0,46500,,,,,,,,,,,,,,,
12.763083457946777,50.0,47000,,,,,,,,,,,,,,,
14.542379379272461,50.0,47500,14915.963623046875,0.350439453125,230,0.0,0.0003,7481.18798828125,0.2,-5.147644257545471,-0.053021840163273735,0.039393693,,,,,
15.123835563659668,50.0,48000,,,,,,,,,,,,,,,
4.586629867553711,50.0,48500,,,,,,,,,,,,,,,
14.364078521728516,50.0,49000,,,,,,,,,,,,,,,
15.746472358703613,50.0,49500,14237.055139160157,0.333544921875,240,0.0,0.0003,6067.81494140625,0.2,-5.150489749014378,-0.054902289959136395,0.034936376,,,,,
13.646903991699219,50.0,50000,,,,,,,,,,,,,,,
14.416319847106934,50.0,50500,,,,,,,,,,,,,,,
15.805830955505371,50.0,51000,,,,,,,,,,,,,,,
16.615001678466797,50.0,51500,14360.79241027832,0.3544921875,250,0.0,0.0003,6670.0859375,0.2,-5.150175876915455,-0.05497300526476465,0.041879907,,,,,
21.169330596923828,50.0,52000,,,,,,,,,,,,,,,
11.943206787109375,50.0,52500,,,,,,,,,,,,,,,
15.604808807373047,50.0,53000,,,,,,,,,,,,,,,
12.911827087402344,50.0,53500,14691.0325592041,0.367431640625,260,5.960464477539063e-08,0.0003,6873.77392578125,0.2,-5.142967614531517,-0.05017925325082615,0.042059936,,,,,
13.421159744262695,50.0,54000,,,,,,,,,,,,,,,
7.998827934265137,50.0,54500,,,,,,,,,,,,,,,
12.312097549438477,50.0,55000,,,,,,,,,,,,,,,
12.648563385009766,50.0,55500,14350.63224182129,0.331396484375,270,0.0,0.0003,6201.14306640625,0.2,-5.123034991323948,-0.05392943275510333,0.03729237,,,,,
17.61862564086914,50.0,56000,,,,,,,,,,,,,,,
5.195138454437256,50.0,56500,,,,,,,,,,,,,,,
11.248472213745117,50.0,57000,,,,,,,,,,,,,,,
16.579822540283203,50.0,57500,14078.280685424805,0.349755859375,280,0.0,0.0003,6615.93994140625,0.2,-5.115743467211724,-0.050486075575463474,0.035682447,,,,,
14.535301208496094,50.0,58000,,,,,,,,,,,,,,,
11.68974494934082,50.0,58500,,,,,,,,,,,,,,,
12.058168411254883,50.0,59000,,,,,,,,,,,,,,,
12.961296081542969,50.0,59500,13177.25513305664,0.339306640625,290,0.0,0.0003,5527.19677734375,0.2,-5.116673317551613,-0.04803436354268342,0.03670839,,,,,
9.053590774536133,50.0,60000,,,,,,,,,,,,,,,
11.940256118774414,50.0,60500,,,,,,,,,,,,,,,
14.904048919677734,50.0,61000,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,511.72920237,65,50.0,30,941
12.01927661895752,50.0,61500,13667.721054077148,0.3400390625,300,0.0,0.0003,6623.611328125,0.2,-5.110006742179394,-0.05231837548781186,0.036501557,,,,,
18.062541961669922,50.0,62000,,,,,,,,,,,,,,,
11.360177040100098,50.0,62500,,,,,,,,,,,,,,,
8.37382698059082,50.0,63000,,,,,,,,,,,,,,,
15.969310760498047,50.0,63500,13032.18562927246,0.3458984375,310,0.0,0.0003,6226.5302734375,0.2,-5.113198466598988,-0.051872595254099,0.038994357,,,,,
16.341655731201172,50.0,64000,,,,,,,,,,,,,,,
18.480985641479492,50.0,64500,,,,,,,,,,,,,,,
13.5191068649292,50.0,65000,,,,,,,,,,,,,,,
9.484380722045898,50.0,65500,,,,,,,,,,,,,,,
11.894271850585938,50.0,66000,13697.232785034179,0.364794921875,320,5.960464477539063e-08,0.0003,7068.72265625,0.2,-5.097017909586429,-0.04817307367338799,0.041463982,,,,,
19.872787475585938,50.0,66500,,,,,,,,,,,,,,,
12.269054412841797,50.0,67000,,,,,,,,,,,,,,,
14.715816497802734,50.0,67500,,,,,,,,,,,,,,,
16.6702880859375,50.0,68000,12297.278744506835,0.322998046875,330,0.0,0.0003,6175.71826171875,0.2,-5.078958441317082,-0.04865782737033442,0.03329231,,,,,
15.722404479980469,50.0,68500,,,,,,,,,,,,,,,
13.713006973266602,50.0,69000,,,,,,,,,,,,,,,
14.451359748840332,50.0,69500,,,,,,,,,,,,,,,
10.961146354675293,50.0,70000,12320.346505737305,0.340869140625,340,0.0,0.0003,5576.08740234375,0.2,-5.069273722171784,-0.04934224066091701,0.036117524,,,,,
18.102588653564453,50.0,70500,,,,,,,,,,,,,,,
15.138298988342285,50.0,71000,,,,,,,,,,,,,,,
14.634779930114746,50.0,71500,,,,,,,,,,,,,,,
10.417624473571777,50.0,72000,12253.233123779297,0.359619140625,350,-1.1920928955078125e-07,0.0003,6545.21875,0.2,-5.076412123441696,-0.051729068876011294,0.037740983,,,,,
18.02029800415039,50.0,72500,,,,,,,,,,,,,,,
13.521474838256836,50.0,73000,,,,,,,,,,,,,,,
17.273303985595703,50.0,73500,,,,,,,,,,,,,,,
10.81298542022705,50.0,74000,12972.786660766602,0.326171875,360,0.0,0.0003,6043.64404296875,0.2,-5.0707076951861385,-0.05203093529562466,0.03395727,,,,,
12.289892196655273,50.0,74500,,,,,,,,,,,,,,,
7.7961626052856445,50.0,75000,,,,,,,,,,,,,,,
16.251632690429688,50.0,75500,,,,,,,,,,,,,,,
15.07608699798584,50.0,76000,11821.38264465332,0.346875,370,0.0,0.0003,5629.6494140625,0.2,-5.051635929942131,-0.051069471356458965,0.035910673,,,,,
14.0133638381958,50.0,76500,,,,,,,,,,,,,,,
19.09136199951172,50.0,77000,,,,,,,,,,,,,,,
9.633527755737305,50.0,77500,,,,,,,,,,,,,,,
16.83339500427246,50.0,78000,12352.270977783202,0.315185546875,380,0.0,0.0003,6293.0029296875,0.2,-5.0377517431974415,-0.05350763945607469,0.032024086,,,,,
16.581165313720703,50.0,78500,,,,,,,,,,,,,,,
14.663393020629883,50.0,79000,,,,,,,,,,,,,,,
14.908819198608398,50.0,79500,,,,,,,,,,,,,,,
15.758353233337402,50.0,80000,11896.498385620118,0.32890625,390,0.0,0.0003,5631.00146484375,0.2,-5.024585570394993,-0.04932404271676205,0.033509444,,,,,
18.34459686279297,50.0,80500,,,,,,,,,,,,,,,
9.914599418640137,50.0,81000,,,,,,,,,,,,,,,
10.313207626342773,50.0,81500,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,514.37252872,87,50.0,40,935
12.686803817749023,50.0,82000,11487.552749633789,0.315966796875,400,0.0,0.0003,5595.9267578125,0.2,-5.011012864112854,-0.05204946015728638,0.02985001,,,,,
9.18408203125,50.0,82500,,,,,,,,,,,,,,,
11.647970199584961,50.0,83000,,,,,,,,,,,,,,,
15.052700996398926,50.0,83500,,,,,,,,,,,,,,,
13.57364559173584,50.0,84000,11418.262045288086,0.303759765625,410,0.0,0.0003,5111.6748046875,0.2,-4.992138093709945,-0.04839894538745284,0.028819803,,,,,
10.334114074707031,50.0,84500,,,,,,,,,,,,,,,
14.319572448730469,50.0,85000,,,,,,,,,,,,,,,
12.78237533569336,50.0,85500,,,,,,,,,,,,,,,
10.259873390197754,50.0,86000,,,,,,,,,,,,,,,
12.031118392944336,50.0,86500,11287.403335571289,0.332421875,420,0.0,0.0003,5323.775390625,0.2,-4.987616389989853,-0.043339880992425604,0.036332794,,,,,
17.048648834228516,50.0,87000,,,,,,,,,,,,,,,
14.276790618896484,50.0,87500,,,,,,,,,,,,,,,
11.567710876464844,50.0,88000,,,,,,,,,,,,,,,
15.619881629943848,50.0,88500,11869.346627807618,0.33603515625,430,0.0,0.0003,6508.9990234375,0.2,-4.982566413283348,-0.05555770748760551,0.035660513,,,,,
14.079224586486816,50.0,89000,,,,,,,,,,,,,,,
14.897970199584961,50.0,89500,,,,,,,,,,,,,,,
17.1025447845459,50.0,90000,,,,,,,,,,,,,,,
8.752217292785645,50.0,90500,10833.737426757812,0.29755859375,440,0.0,0.0003,5633.6220703125,0.2,-4.9750856295228,-0.05174818175728433,0.027546551,,,,,
14.561948776245117,50.0,91000,,,,,,,,,,,,,,,
15.337095260620117,50.0,91500,,,,,,,,,,,,,,,
16.057762145996094,50.0,92000,,,,,,,,,,,,,,,
6.639961242675781,50.0,92500,11016.840856933593,0.306494140625,450,0.0,0.0003,5368.81689453125,0.2,-4.985331356525421,-0.05039519723504782,0.027880494,,,,,
12.770910263061523,50.0,93000,,,,,,,,,,,,,,,
12.066641807556152,50.0,93500,,,,,,,,,,,,,,,
9.715068817138672,50.0,94000,,,,,,,,,,,,,,,
12.932483673095703,50.0,94500,11382.644665527343,0.34111328125,460,0.0,0.0003,5462.11083984375,0.2,-4.997018407285213,-0.04929732856689952,0.03634658,,,,,
11.016034126281738,50.0,95000,,,,,,,,,,,,,,,
13.963850975036621,50.0,95500,,,,,,,,,,,,,,,
11.403600692749023,50.0,96000,,,,,,,,,,,,,,,
16.814390182495117,50.0,96500,11096.839575195312,0.31435546875,470,0.0,0.0003,5010.55029296875,0.2,-4.99805124849081,-0.04866188464220613,0.031814978,,,,,
23.205936431884766,50.0,97000,,,,,,,,,,,,,,,
10.671440124511719,50.0,97500,,,,,,,,,,,,,,,
16.22147560119629,50.0,98000,,,,,,,,,,,,,,,
18.156084060668945,50.0,98500,11127.982125854493,0.33955078125,480,0.0,0.0003,5009.77099609375,0.2,-4.980279330909252,-0.05080186737468466,0.036762677,,,,,
12.493926048278809,50.0,99000,,,,,,,,,,,,,,,
14.801854133605957,50.0,99500,,,,,,,,,,,,,,,
13.559209823608398,50.0,100000,,,,,,,,,,,,,,,
14.786958694458008,50.0,100500,11217.856594848632,0.32578125,490,-1.1920928955078125e-07,0.0003,5129.181640625,0.2,-4.958368654549122,-0.05295792344259098,0.03255042,,,,,
11.14653205871582,50.0,101000,,,,,,,,,,,,,,,
13.075666427612305,50.0,101500,,,,,,,,,,,,,,,
14.749078750610352,50.0,102000,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,517.7926708399999,110,50.0,50,930
8.96399211883545,50.0,102500,10208.867971801757,0.33193359375,500,1.1920928955078125e-07,0.0003,4948.19189453125,0.2,-4.954890494048596,-0.05089979224721901,0.033498146,,,,,
18.428251266479492,50.0,103000,,,,,,,,,,,,,,,
11.664924621582031,50.0,103500,,,,,,,,,,,,,,,
10.605955123901367,50.0,104000,,,,,,,,,,,,,,,
15.728676795959473,50.0,104500,10301.21315460205,0.32802734375,510,1.1920928955078125e-07,0.0003,4951.32080078125,0.2,-4.9505610659718515,-0.04765672564972192,0.03551165,,,,,
11.78707504272461,50.0,105000,,,,,,,,,,,,,,,
11.272497177124023,50.0,105500,,,,,,,,,,,,,,,
17.376155853271484,50.0,106000,,,,,,,,,,,,,,,
16.610393524169922,50.0,106500,10016.013095092774,0.323486328125,520,0.0,0.0003,4739.32421875,0.2,-4.927204267680645,-0.051612310449127105,0.03272018,,,,,
13.195245742797852,50.0,107000,,,,,,,,,,,,,,,
16.898460388183594,50.0,107500,,,,,,,,,,,,,,,
12.165592193603516,50.0,108000,,,,,,,,,,,,,,,
13.989863395690918,50.0,108500,,,,,,,,,,,,,,,
14.975645065307617,50.0,109000,9625.752656555176,0.327783203125,530,-1.1920928955078125e-07,0.0003,4499.162109375,0.2,-4.910103856027126,-0.045712524914415555,0.03206182,,,,,
11.094654083251953,50.0,109500,,,,,,,,,,,,,,,
13.485926628112793,50.0,110000,,,,,,,,,,,,,,,
12.617799758911133,50.0,110500,,,,,,,,,,,,,,,
15.742385864257812,50.0,111000,10002.182670593262,0.321533203125,540,0.0,0.0003,4247.90576171875,0.2,-4.893743801116943,-0.04762641325360164,0.03141629,,,,,
11.936044692993164,50.0,111500,,,,,,,,,,,,,,,
15.64316177368164,50.0,112000,,,,,,,,,,,,,,,
16.702285766601562,50.0,112500,,,,,,,,,,,,,,,
9.188636779785156,50.0,113000,9614.484980773927,0.339990234375,550,0.0,0.0003,4543.6591796875,0.2,-4.884388683736324,-0.04693857876118272,0.03374447,,,,,
19.0023193359375,50.0,113500,,,,,,,,,,,,,,,
15.962886810302734,50.0,114000,,,,,,,,,,,,,,,
15.61123275756836,50.0,114500,,,,,,,,,,,,,,,
13.808070182800293,50.0,115000,9401.002577209472,0.3609375,560,0.0,0.0003,4212.89794921875,0.2,-4.8677106067538265,-0.04820346400956623,0.03845088,,,,,
16.792518615722656,50.0,115500,,,,,,,,,,,,,,,
11.94403076171875,50.0,116000,,,,,,,,,,,,,,,
11.661224365234375,50.0,116500,,,,,,,,,,,,,,,
12.286561965942383,50.0,117000,8820.157597351073,0.345263671875,570,0.0,0.0003,4296.05908203125,0.2,-4.8684188142418865,-0.04903412707499229,0.034474008,,,,,
13.032873153686523,50.0,117500,,,,,,,,,,,,,,,
