time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_fraction,train/entropy_loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed
1024,13.2953519821167,180.0,,,,,,,,,,,,,,,
2048,14.335325241088867,180.0,,,,,,,,,,,,,,,
3072,13.547649383544922,180.0,0.41826171875,-5.867068353295326,0.0003,43.813865807652476,0.024307273,0.0001849532127380371,19.777965545654297,-0.04099004327872535,10,0.2,,,,,
4096,12.76585578918457,180.0,,,,,,,,,,,,,,,
5120,13.43463134765625,180.0,0.36591796875,-5.844802013039589,0.0003,34.73122538328171,0.023231007,0.0032458901405334473,10.855245590209961,-0.03662235683004837,20,0.2,,,,,
6144,14.898643493652344,180.0,,,,,,,,,,,,,,,
7168,13.07895565032959,180.0,0.3841796875,-5.81712482124567,0.0003,42.34634731709957,0.024296312,0.0013308525085449219,22.903318405151367,-0.038806097325868906,30,0.2,,,,,
8192,15.134931564331055,180.0,,,,,,,,,,,,,,,
9216,14.025449752807617,180.0,0.3662109375,-5.783615024387837,0.0003,44.33453374505043,0.022991225,0.001829683780670166,23.769407272338867,-0.03782428359263577,40,0.2,,,,,
10240,14.862456321716309,180.0,,,,,,,,,,,,,,,
11264,14.546792984008789,180.0,0.369921875,-5.767829428613186,0.0003,40.31634349226952,0.02504085,0.0007597208023071289,17.194660186767578,-0.03641653978265822,50,0.2,,,,,
12288,14.888259887695312,180.0,,,,,,,,,,,,,,,
13312,15.51233196258545,180.0,0.392578125,-5.7298985227942465,0.0003,37.15243893265724,0.023999412,0.00011080503463745117,27.697786331176758,-0.03913522534130607,60,0.2,,,,,
14336,15.003438949584961,180.0,,,,,,,,,,,,,,,
15360,14.620235443115234,180.0,0.356103515625,-5.707437419891358,0.0003,38.920415511727334,0.022621902,0.0017541050910949707,20.774394989013672,-0.0354901499056723,70,0.2,,,,,
16384,14.54698371887207,180.0,,,,,,,,,,,,,,,
17408,13.429474830627441,180.0,0.35166015625,-5.697623327374458,0.0003,41.373832234740256,0.023597488,0.0007460713386535645,17.96274757385254,-0.038363331370055674,80,0.2,,,,,
18432,14.181070327758789,180.0,,,,,,,,,,,,,,,
19456,14.338626861572266,180.0,0.35849609375,-5.674281907081604,0.0003,40.945072865486146,0.02283532,0.0009940266609191895,33.238861083984375,-0.037539416016079484,90,0.2,,,,,
20480,14.80911636352539,180.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,180.0,173,10,14.24401652,117
21504,13.944311141967773,180.0,0.32001953125,-5.653595566749573,0.0003,45.672290426492694,0.022434454,0.00018292665481567383,22.150592803955078,-0.0372079816123005,100,0.2,,,,,
22528,14.489030838012695,180.0,,,,,,,,,,,,,,,
23552,14.305109024047852,180.0,0.307470703125,-5.621336430311203,0.0003,38.02018695473671,0.022050563,0.00044733285903930664,22.608327865600586,-0.03499497480734135,110,0.2,,,,,
24576,15.677728652954102,180.0,,,,,,,,,,,,,,,
25600,14.683428764343262,180.0,0.338037109375,-5.594032998383045,0.0003,41.46332362890244,0.0227409,4.76837158203125e-05,17.350601196289062,-0.034565554987057115,120,0.2,,,,,
26624,14.58743667602539,180.0,,,,,,,,,,,,,,,
27648,14.47585678100586,180.0,0.32060546875,-5.56540432870388,0.0003,33.59161519110203,0.021287438,4.2498111724853516e-05,10.226480484008789,-0.030966322979656978,130,0.2,,,,,
28672,15.678818702697754,180.0,,,,,,,,,,,,,,,
29696,15.972312927246094,180.0,0.338330078125,-5.537955719232559,0.0003,39.67447225749493,0.022869943,0.00027489662170410156,17.959434509277344,-0.03515242447174387,140,0.2,,,,,
30720,14.575613021850586,180.0,,,,,,,,,,,,,,,
31744,15.987545013427734,180.0,0.35986328125,-5.495557227730751,0.0003,37.52972519993782,0.02379296,0.00035560131072998047,36.528099060058594,-0.03595613699144451,150,0.2,,,,,
32768,15.905847549438477,180.0,,,,,,,,,,,,,,,
33792,16.886133193969727,180.0,0.38779296875,-5.448703543841839,0.0003,43.42557737827301,0.027253281,3.463029861450195e-05,34.40949630737305,-0.03678774861909915,160,0.2,,,,,
34816,16.62265968322754,180.0,,,,,,,,,,,,,,,
35840,16.851600646972656,180.0,0.357470703125,-5.428234392404557,0.0003,37.63390142321587,0.022829825,1.996755599975586e-05,23.219411849975586,-0.03447299768740777,170,0.2,,,,,
