time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/value_loss,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed
229376,64.65620422363281,40.0,,,,,,,,,,,,,,,
230400,63.747100830078125,40.0,-0.029478715962613932,0.0003,0.55302734375,27.354562148451805,1120,0.2,-3.3833759136497976,12.862360000610352,0.0,0.07173098,,,,,
231424,67.73593139648438,40.0,,,,,,,,,,,,,,,
232448,62.43775177001953,40.0,-0.02692003937845584,0.0003,0.55322265625,37.12376630306244,1130,0.2,-3.3751794517040254,16.65631675720215,0.0,0.09099528,,,,,
233472,63.76084899902344,40.0,,,,,,,,,,,,,,,
234496,69.65584564208984,40.0,-0.045656773197697474,0.0003,0.518212890625,26.562072053551674,1140,0.2,-3.3727744281291963,14.460424423217773,0.0,0.07537048,,,,,
235520,67.29316711425781,40.0,,,,,,,,,,,,,,,
236544,64.1655502319336,40.0,-0.029557294293772428,0.0003,0.573876953125,30.16630748510361,1150,0.2,-3.396870270371437,11.463784217834473,1.1920928955078125e-07,0.09886658,,,,,
237568,42.26092529296875,40.0,,,,,,,,,,,,,,,
238592,61.277217864990234,40.0,-0.06035829573229421,0.0003,0.584814453125,38.595566880702975,1160,0.2,-3.394102445244789,16.044504165649414,0.0,0.10044338,,,,,
239616,71.92379760742188,40.0,,,,,,,,,,,,,,,
240640,66.40010070800781,40.0,-0.030541116662789136,0.0003,0.519189453125,30.716667896509172,1170,0.2,-3.3880083709955215,14.216303825378418,0.0,0.07962163,,,,,
241664,47.531654357910156,40.0,,,,,,,,,,,,,,,
242688,38.63518524169922,40.0,-0.04822314655466471,0.0003,0.5173828125,32.68789682388306,1180,0.2,-3.3994079709053038,13.605332374572754,0.0,0.068970755,,,,,
243712,51.570335388183594,40.0,,,,,,,,,,,,,,,
244736,50.411441802978516,40.0,-0.03223494886187837,0.0003,0.56376953125,37.624556857347486,1190,0.2,-3.3927994847297667,18.089691162109375,0.0,0.089150645,,,,,
245760,56.006141662597656,40.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,392,40.0,61.020549039999985,120,626
246784,73.19621276855469,40.0,-0.05511286266846582,0.0003,0.559130859375,40.324118262529375,1200,0.2,-3.382538113743067,21.581815719604492,1.1920928955078125e-07,0.11439103,,,,,
247808,63.81702423095703,40.0,,,,,,,,,,,,,,,
248832,48.6978874206543,40.0,-0.05147126320516691,0.0003,0.56201171875,29.897281312942503,1210,0.2,-3.3823968686163424,13.853352546691895,5.960464477539063e-08,0.105663106,,,,,
249856,57.33669662475586,40.0,,,,,,,,,,,,,,,
250880,63.299495697021484,40.0,-0.04131146005674964,0.0003,0.542626953125,33.16735324859619,1220,0.2,-3.409426821768284,14.438835144042969,0.0,0.0973393,,,,,
251904,66.4247817993164,40.0,,,,,,,,,,,,,,,
252928,66.89837646484375,40.0,-0.04188026969204657,0.0003,0.54267578125,31.05881745815277,1230,0.2,-3.423458597809076,10.556546211242676,0.0,0.095826484,,,,,
253952,66.58497619628906,40.0,,,,,,,,,,,,,,,
254976,66.12071228027344,40.0,-0.05579832069342956,0.0003,0.55654296875,31.895343166589736,1240,0.2,-3.4198056809604167,12.622920989990234,0.0,0.093313575,,,,,
256000,68.32426452636719,40.0,,,,,,,,,,,,,,,
257024,37.18828582763672,40.0,-0.04508962159161456,0.0003,0.584716796875,32.844917717576024,1250,0.2,-3.4104628153145313,14.493036270141602,0.0,0.08933712,,,,,
258048,67.28617858886719,40.0,,,,,,,,,,,,,,,
259072,70.18940734863281,40.0,-0.06484052191372029,0.0003,0.62275390625,35.13211178779602,1260,0.2,-3.3906493254005907,12.40949535369873,0.0,0.09887019,,,,,
260096,68.19530487060547,40.0,,,,,,,,,,,,,,,
261120,71.68787384033203,40.0,-0.05171892359503545,0.0003,0.643310546875,31.12839719057083,1270,0.2,-3.3568060427904127,11.711333274841309,5.960464477539063e-08,0.111956626,,,,,
262144,73.5723648071289,40.0,,,,,,,,,,,,,,,
263168,62.74977493286133,40.0,-0.039461675283382645,0.0003,0.60771484375,27.377907964587212,1280,0.2,-3.344930803030729,12.056124687194824,0.0,0.07997517,,,,,
264192,50.446685791015625,40.0,,,,,,,,,,,,,,,
265216,59.54582977294922,40.0,-0.04474347146169748,0.0003,0.575341796875,33.767428529262546,1290,0.2,-3.3634240232408046,21.536298751831055,0.0,0.06665414,,,,,
266240,68.31687927246094,40.0,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,392,40.0,64.16547625999999,130,678
267264,58.488182067871094,40.0,-0.056303353211842475,0.0003,0.545361328125,34.655733573436734,1300,0.2,-3.3623822554945946,14.330138206481934,-1.1920928955078125e-07,0.07235499,,,,,
268288,60.26971435546875,40.0,,,,,,,,,,,,,,,
269312,68.89518737792969,40.0,-0.045881557065877134,0.0003,0.553662109375,24.491878446936607,1310,0.2,-3.3754908382892608,13.224893569946289,0.0,0.06612233,,,,,
270336,57.33674621582031,40.0,,,,,,,,,,,,,,,
271360,68.95033264160156,40.0,-0.03827395546977641,0.0003,0.516015625,28.81527872979641,1320,0.2,-3.3824419006705284,14.960627555847168,-1.1920928955078125e-07,0.073524326,,,,,
272384,66.97905731201172,40.0,,,,,,,,,,,,,,,
273408,60.57726287841797,40.0,-0.056865385733544827,0.0003,0.55859375,35.268891263008115,1330,0.2,-3.372492542117834,18.197599411010742,-1.1920928955078125e-07,0.088744976,,,,,
274432,56.93572998046875,40.0,,,,,,,,,,,,,,,
275456,55.40404510498047,40.0,-0.04658678235136904,0.0003,0.5625,31.68673669695854,1340,0.2,-3.3599819749593736,16.177749633789062,5.960464477539063e-08,0.08764526,,,,,
276480,67.27515411376953,40.0,,,,,,,,,,,,,,,
277504,66.93382263183594,40.0,-0.05910258992225863,0.0003,0.594287109375,33.73041982650757,1350,0.2,-3.3586401388049127,18.8819580078125,0.0,0.096251614,,,,,
278528,59.13961410522461,40.0,,,,,,,,,,,,,,,
279552,45.66290283203125,40.0,-0.056782459854730405,0.0003,0.563232421875,37.428376853466034,1360,0.2,-3.353684154897928,21.75624656677246,0.0,0.10828311,,,,,
280576,43.57565689086914,40.0,,,,,,,,,,,,,,,
281600,50.8176155090332,40.0,-0.024837023502914234,0.0003,0.634033203125,37.54866989850998,1370,0.2,-3.336501881480217,25.034942626953125,0.0,0.10982168,,,,,
282624,56.08880615234375,40.0,,,,,,,,,,,,,,,
283648,54.88788986206055,40.0,-0.04410751417308347,0.0003,0.599560546875,30.603995662927627,1380,0.2,-3.336345314234495,13.732094764709473,0.0,0.07991383,,,,,
284672,50.573184967041016,40.0,,,,,,,,,,,,,,,
285696,57.241050720214844,40.0,-0.05852651048626285,0.0003,0.677685546875,37.344542014598844,1390,0.2,-3.3364656984806063,17.436389923095703,0.0,0.12707031,,,,,
286720,42.590484619140625,40.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,392,40.0,64.77809206,140,731
287744,74.45022583007812,40.0,-0.052011021037469615,0.0003,0.661767578125,29.09976569712162,1400,0.2,-3.3647197112441063,7.837117671966553,-1.1920928955078125e-07,0.13005218,,,,,
288768,53.82408905029297,40.0,,,,,,,,,,,,,,,
289792,48.269100189208984,40.0,-0.029972119531157658,0.0003,0.596142578125,23.319436767697333,1410,0.2,-3.3706498630344868,9.773752212524414,0.0,0.09892073,,,,,
290816,59.86347961425781,40.0,,,,,,,,,,,,,,,
291840,60.78280258178711,40.0,-0.044950734212761745,0.0003,0.569189453125,36.65944753885269,1420,0.2,-3.389392712712288,20.12276268005371,0.0,0.08931984,,,,,
292864,61.45825958251953,40.0,,,,,,,,,,,,,,,
293888,63.1629638671875,40.0,-0.04029177014890593,0.0003,0.579345703125,36.08952779173851,1430,0.2,-3.3785728007555007,18.451892852783203,0.0,0.08964645,,,,,
294912,65.79058837890625,40.0,,,,,,,,,,,,,,,
295936,52.90205764770508,40.0,-0.04310455629893113,0.0003,0.587939453125,24.040420892834664,1440,0.2,-3.3773856349289417,11.652228355407715,0.0,0.08547078,,,,,
296960,68.02851867675781,40.0,,,,,,,,,,,,,,,
297984,75.00639343261719,40.0,-0.0548504707054235,0.0003,0.564111328125,40.88411473631859,1450,0.2,-3.382239672541618,17.3151912689209,0.0,0.084589325,,,,,
299008,48.73130798339844,40.0,,,,,,,,,,,,,,,
300032,62.26250457763672,40.0,-0.045700331349507906,0.0003,0.556982421875,27.404270568490027,1460,0.2,-3.3837784089148046,14.12231731414795,0.0,0.085974336,,,,,
301056,70.31424713134766,40.0,,,,,,,,,,,,,,,
302080,56.373836517333984,40.0,-0.038370629293785895,0.0003,0.622607421875,38.659864485263824,1470,0.2,-3.400030005723238,28.823596954345703,0.0,0.093724065,,,,,
303104,53.611793518066406,40.0,,,,,,,,,,,,,,,
304128,59.1735725402832,40.0,-0.047235691198147835,0.0003,0.538232421875,31.620456326007844,1480,0.2,-3.396892071515322,14.719049453735352,0.0,0.076696955,,,,,
305152,69.11062622070312,40.0,,,,,,,,,,,,,,,
306176,58.60712432861328,40.0,-0.030694820058124607,0.0003,0.61435546875,23.281317937374116,1490,0.2,-3.408946821093559,12.21445369720459,5.960464477539063e-08,0.08888756,,,,,
307200,71.32756042480469,40.0,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,392,40.0,58.12669506000002,150,782
308224,44.74729537963867,40.0,-0.0331509527619346,0.0003,0.62294921875,24.025930842757226,1500,0.2,-3.39328044205904,10.065034866333008,0.0,0.10311921,,,,,
309248,71.09869384765625,40.0,,,,,,,,,,,,,,,
310272,70.58668518066406,40.0,-0.05324806922581047,0.0003,0.541357421875,39.428982615470886,1510,0.2,-3.387217190116644,14.860260009765625,1.1920928955078125e-07,0.08540614,,,,,
311296,53.92164611816406,40.0,,,,,,,,,,,,,,,
312320,61.41470718383789,40.0,-0.046898649731883776,0.0003,0.562353515625,24.95736194252968,1520,0.2,-3.3612459383904936,17.622882843017578,0.0,0.10767067,,,,,
313344,61.67821502685547,40.0,,,,,,,,,,,,,,,
314368,56.419830322265625,40.0,-0.04054915983360843,0.0003,0.597802734375,28.05179151892662,1530,0.2,-3.3424610398709773,15.841242790222168,0.0,0.10032359,,,,,
315392,64.94187927246094,40.0,,,,,,,,,,,,,,,
316416,61.896812438964844,40.0,-0.025477407097059767,0.0003,0.538134765625,23.396347206830978,1540,0.2,-3.3555686250329018,10.343667984008789,5.960464477539063e-08,0.07475012,,,,,
317440,63.14207458496094,40.0,,,,,,,,,,,,,,,
318464,60.45830535888672,40.0,-0.06294249814818613,0.0003,0.510107421875,31.66719470024109,1550,0.2,-3.3636278569698335,12.824029922485352,5.960464477539063e-08,0.07269845,,,,,
319488,45.476295471191406,40.0,,,,,,,,,,,,,,,
320512,59.41651153564453,40.0,-0.03255414148006821,0.0003,0.54189453125,32.827807682752606,1560,0.2,-3.3549150951206683,10.376090049743652,-1.1920928955078125e-07,0.097277254,,,,,
321536,53.027366638183594,40.0,,,,,,,,,,,,,,,
322560,61.806793212890625,40.0,-0.03627974214905407,0.0003,0.594580078125,26.213593745231627,1570,0.2,-3.355624885857105,13.05077075958252,5.960464477539063e-08,0.10411109,,,,,
323584,66.82890319824219,40.0,,,,,,,,,,,,,,,
324608,74.86692810058594,40.0,-0.042752169762388804,0.0003,0.568115234375,24.610164269804955,1580,0.2,-3.373655817657709,9.730598449707031,0.0,0.09577403,,,,,
325632,69.06034851074219,40.0,,,,,,,,,,,,,,,
326656,64.2078628540039,40.0,-0.054718054679688065,0.0003,0.580078125,33.14274068474769,1590,0.2,-3.3672956205904483,21.166868209838867,1.1920928955078125e-07,0.08761333,,,,,
327680,66.3471908569336,40.0,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,392,40.0,61.853360759999994,160,834
328704,45.11939239501953,40.0,-0.04609078319335822,0.0003,0.601220703125,24.274245619773865,1600,0.2,-3.3590003326535225,11.040661811828613,0.0,0.089927964,,,,,
329728,69.24113464355469,40.0,,,,,,,,,,,,,,,
330752,44.8312873840332,40.0,-0.04347655475721694,0.0003,0.5390625,24.79742235541344,1610,0.2,-3.3392175517976286,15.045924186706543,0.0,0.08234416,,,,,
331776,27.46949005126953,40.0,,,,,,,,,,,,,,,
332800,43.227996826171875,40.0,-0.045434346041292886,0.0003,0.601513671875,28.816407039761543,1620,0.2,-3.3404597103595735,13.396726608276367,-1.1920928955078125e-07,0.09022133,,,,,
333824,58.877357482910156,40.0,,,,,,,,,,,,,,,
334848,62.64543533325195,40.0,-0.04931854406313505,0.0003,0.591796875,31.486194324493407,1630,0.2,-3.325593261420727,11.529740333557129,5.960464477539063e-08,0.10117099,,,,,
335872,54.1612434387207,40.0,,,,,,,,,,,,,,,
336896,62.35770034790039,40.0,-0.03657919433899224,0.0003,0.61728515625,41.395656967163085,1640,0.2,-3.331404222548008,22.36469078063965,0.0,0.09986026,,,,,
337920,64.44376373291016,40.0,,,,,,,,,,,,,,,
338944,71.35054016113281,40.0,-0.029361872191657312,0.0003,0.62900390625,30.138313788175584,1650,0.2,-3.310945749282837,11.964266777038574,-1.1920928955078125e-07,0.0994941,,,,,
339968,49.28395080566406,40.0,,,,,,,,,,,,,,,
340992,39.2283935546875,40.0,-0.04477950737637002,0.0003,0.603125,25.700702875852585,1660,0.2,-3.3172747284173965,13.957600593566895,5.960464477539063e-08,0.086274534,,,,,
342016,56.12256622314453,40.0,,,,,,,,,,,,,,,
343040,68.75129699707031,40.0,-0.02373298035672633,0.0003,0.537158203125,24.993737387657166,1670,0.2,-3.3315329402685165,13.439292907714844,5.960464477539063e-08,0.06898333,,,,,
344064,66.92129516601562,40.0,,,,,,,,,,,,,,,
345088,67.90535736083984,40.0,-0.03303743712313008,0.0003,0.59013671875,39.921052193641664,1680,0.2,-3.376540867984295,19.585912704467773,0.0,0.07921985,,,,,
346112,61.4588623046875,40.0,,,,,,,,,,,,,,,
347136,44.897552490234375,40.0,-0.048049596769851634,0.0003,0.5046875,35.94510672092438,1690,0.2,-3.3809051655232905,19.043718338012695,0.0,0.065752774,,,,,
348160,61.901123046875,40.0,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,391,40.0,61.68513114999999,170,888
349184,58.971580505371094,40.0,-0.041795316463685596,0.0003,0.49404296875,34.430415803194045,1700,0.2,-3.3873949207365515,15.966981887817383,0.0,0.059270788,,,,,
350208,70.39205169677734,40.0,,,,,,,,,,,,,,,
351232,44.06732177734375,40.0,-0.0263344145816518,0.0003,0.4712890625,30.97760753631592,1710,0.2,-3.3814901269972326,14.281434059143066,0.0,0.06884414,,,,,
352256,29.94600486755371,40.0,,,,,,,,,,,,,,,
353280,43.74456024169922,40.0,-0.0431644746218808,0.0003,0.497119140625,35.60724816322327,1720,0.2,-3.3735186949372293,18.615938186645508,0.0,0.07287451,,,,,
354304,53.69292449951172,40.0,,,,,,,,,,,,,,,
355328,60.36668395996094,40.0,-0.052902943309163675,0.0003,0.525830078125,26.84152933061123,1730,0.2,-3.364353995770216,13.600874900817871,0.0,0.08743143,,,,,
356352,58.74967575073242,40.0,,,,,,,,,,,,,,,
357376,51.02013397216797,40.0,-0.048276136117056015,0.0003,0.561572265625,37.33127851486206,1740,0.2,-3.379880935698748,16.162500381469727,1.1920928955078125e-07,0.098934904,,,,,
358400,65.18279266357422,40.0,,,,,,,,,,,,,,,
359424,55.75438690185547,40.0,-0.05709782966296188,0.0003,0.57353515625,28.507718253135682,1750,0.2,-3.359088469296694,15.647517204284668,5.960464477539063e-08,0.08583483,,,,,
360448,55.804664611816406,40.0,,,,,,,,,,,,,,,
361472,58.8963737487793,40.0,-0.044439347129082304,0.0003,0.61240234375,30.291093903779984,1760,0.2,-3.343246925622225,16.76595687866211,5.960464477539063e-08,0.08517401,,,,,
362496,67.30770874023438,40.0,,,,,,,,,,,,,,,
363520,71.75628662109375,40.0,-0.0524349312618142,0.0003,0.5892578125,35.50396084189415,1770,0.2,-3.370529115945101,18.272647857666016,1.1920928955078125e-07,0.09043461,,,,,
364544,68.92062377929688,40.0,,,,,,,,,,,,,,,
365568,69.75794982910156,40.0,-0.05060969237820245,0.0003,0.62333984375,34.20950744748116,1780,0.2,-3.3682130582630636,10.236101150512695,0.0,0.11639105,,,,,
366592,67.85504913330078,40.0,,,,,,,,,,,,,,,
367616,62.525142669677734,40.0,-0.06286215393338353,0.0003,0.567333984375,35.14392077922821,1790,0.2,-3.380927515774965,16.03791618347168,0.0,0.09529845,,,,,
368640,55.80018615722656,40.0,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,391,40.0,65.45871241,180,940
369664,62.604618072509766,40.0,-0.05651520416431595,0.0003,0.625341796875,31.759672385454177,1800,0.2,-3.3604329884052277,15.009940147399902,0.0,0.12109929,,,,,
370688,68.69239807128906,40.0,,,,,,,,,,,,,,,
371712,58.28455352783203,40.0,-0.04821083272399847,0.0003,0.530126953125,30.586140090227126,1810,0.2,-3.355385711044073,17.110044479370117,0.0,0.08989997,,,,,
372736,65.16890716552734,40.0,,,,,,,,,,,,,,,
373760,59.72801208496094,40.0,-0.051589688556850886,0.0003,0.54580078125,31.96150124967098,1820,0.2,-3.3780458882451057,15.493572235107422,5.960464477539063e-08,0.09408928,,,,,
374784,62.10282897949219,40.0,,,,,,,,,,,,,,,
375808,56.19165802001953,40.0,-0.04056908051425125,0.0003,0.5451171875,35.3368882715702,1830,0.2,-3.370478244125843,15.076083183288574,-1.1920928955078125e-07,0.07240683,,,,,
376832,46.08716583251953,40.0,,,,,,,,,,,,,,,
377856,70.23021697998047,40.0,-0.031222720086225307,0.0003,0.550537109375,25.428124737739562,1840,0.2,-3.381053303927183,15.142958641052246,0.0,0.07270787,,,,,
378880,60.56381607055664,40.0,,,,,,,,,,,,,,,
379904,73.71698760986328,40.0,-0.05426232262398116,0.0003,0.545458984375,31.396950376033782,1850,0.2,-3.376050690561533,17.093040466308594,-1.1920928955078125e-07,0.07547909,,,,,
380928,67.08495330810547,40.0,,,,,,,,,,,,,,,
381952,59.612709045410156,40.0,-0.03395571618166286,0.0003,0.569482421875,35.712308150529864,1860,0.2,-3.391436818987131,14.549446105957031,0.0,0.07757959,,,,,
382976,60.18260192871094,40.0,,,,,,,,,,,,,,,
384000,67.85952758789062,40.0,-0.058228539704577996,0.0003,0.578271484375,46.75984688401222,1870,0.2,-3.3774136416614056,24.859088897705078,0.0,0.10325422,,,,,
385024,68.71495056152344,40.0,,,,,,,,,,,,,,,
386048,48.786834716796875,40.0,-0.04347293566097506,0.0003,0.58818359375,30.19379268884659,1880,0.2,-3.366561035066843,14.059199333190918,0.0,0.09499828,,,,,
387072,46.34785461425781,40.0,,,,,,,,,,,,,,,
388096,68.30164337158203,40.0,-0.05299681430187775,0.0003,0.61201171875,39.658575522899625,1890,0.2,-3.3639418363571165,18.552385330200195,0.0,0.11379037,,,,,
389120,50.84022521972656,40.0,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,391,40.0,63.605480230000005,190,993
390144,65.36553955078125,40.0,-0.03928995574242435,0.0003,0.58125,39.32737489342689,1900,0.2,-3.386298032104969,26.26762580871582,0.0,0.09945809,,,,,
391168,42.36389923095703,40.0,,,,,,,,,,,,,,,
392192,69.52680969238281,40.0,-0.05623616608791053,0.0003,0.54599609375,35.53195448517799,1910,0.2,-3.397505559027195,16.25668716430664,1.1920928955078125e-07,0.08805938,,,,,
393216,44.183387756347656,40.0,,,,,,,,,,,,,,,
394240,59.81011199951172,40.0,-0.010671279957750811,0.0003,0.5708984375,44.82805551886558,1920,0.2,-3.3873384065926073,20.762392044067383,0.0,0.08738719,,,,,
395264,57.03916549682617,40.0,,,,,,,,,,,,,,,
396288,43.29969787597656,40.0,-0.06250716074719094,0.0003,0.60478515625,42.738515412807466,1930,0.2,-3.405035550147295,16.8795223236084,1.1920928955078125e-07,0.09748248,,,,,
397312,46.002052307128906,40.0,,,,,,,,,,,,,,,
398336,57.02473449707031,40.0,-0.05091157053830102,0.0003,0.60126953125,28.573002231121063,1940,0.2,-3.4086193934082987,11.692523002624512,0.0,0.10973908,,,,,
399360,56.31626892089844,40.0,,,,,,,,,,,,,,,
400384,70.90032958984375,40.0,-0.032886161946225914,0.0003,0.6220703125,23.539827618002892,1950,0.2,-3.4080112002789975,10.907054901123047,0.0,0.09878184,,,,,
401408,47.746856689453125,40.0,,,,,,,,,,,,,,,
402432,56.32146453857422,40.0,-0.02982448560796911,0.0003,0.59677734375,29.925747165083884,1960,0.2,-3.404614443331957,13.030965805053711,-1.1920928955078125e-07,0.08706452,,,,,
403456,55.81434631347656,40.0,,,,,,,,,,,,,,,
404480,57.6944580078125,40.0,-0.050275526114273814,0.0003,0.5771484375,34.51735996007919,1970,0.2,-3.3947374172508717,18.171892166137695,0.0,0.10566459,,,,,
405504,64.89871978759766,40.0,,,,,,,,,,,,,,,
406528,69.90724182128906,40.0,-0.059223479102365674,0.0003,0.6390625,35.276454389095306,1980,0.2,-3.36248677149415,23.20745086669922,0.0,0.11546235,,,,,
407552,66.32489013671875,40.0,,,,,,,,,,,,,,,
408576,66.99244689941406,40.0,-0.04800577076966874,0.0003,0.6740234375,28.728296107053758,1990,0.2,-3.3387457080185414,16.873510360717773,0.0,0.14213255,,,,,
409600,69.85186767578125,40.0,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,391,40.0,58.52976807000001,200,1045
410624,65.8079833984375,40.0,-0.04537637238390744,0.0003,0.645751953125,28.800219815969466,2000,0.2,-3.3315190955996514,16.782611846923828,5.960464477539063e-08,0.14476311,,,,,
411648,67.96597290039062,40.0,,,,,,,,,,,,,,,
412672,71.82603454589844,40.0,-0.0344076585752191,0.0003,0.575830078125,37.11833254694939,2010,0.2,-3.36339967995882,19.770179748535156,-1.1920928955078125e-07,0.07692169,,,,,
413696,46.42793655395508,40.0,,,,,,,,,,,,,,,
414720,53.98138427734375,40.0,-0.030836136999278098,0.0003,0.576171875,25.4596229493618,2020,0.2,-3.359034836292267,12.991483688354492,5.960464477539063e-08,0.090483844,,,,,
415744,63.21424865722656,40.0,,,,,,,,,,,,,,,
416768,51.1510124206543,40.0,-0.04307330318843015,0.0003,0.57236328125,24.42234568297863,2030,0.2,-3.3500608161091803,8.366694450378418,5.960464477539063e-08,0.08478521,,,,,
417792,55.354881286621094,40.0,,,,,,,,,,,,,,,
418816,52.39513397216797,40.0,-0.04172063038276974,0.0003,0.54912109375,28.307287794351577,2040,0.2,-3.3585145473480225,14.686779975891113,5.960464477539063e-08,0.092565574,,,,,
419840,38.10362243652344,40.0,,,,,,,,,,,,,,,
420864,41.07154846191406,40.0,-0.0651046414510347,0.0003,0.56396484375,36.92459850311279,2050,0.2,-3.3760807521641256,17.485759735107422,0.0,0.0805481,,,,,
421888,73.20259094238281,40.0,,,,,,,,,,,,,,,
422912,67.47855377197266,40.0,-0.047284340692567636,0.0003,0.545751953125,31.49722514152527,2060,0.2,-3.367136663198471,16.011899948120117,0.0,0.07463968,,,,,
423936,59.91096496582031,40.0,,,,,,,,,,,,,,,
424960,60.35240173339844,40.0,-0.025002742822107394,0.0003,0.552685546875,30.038466560840607,2070,0.2,-3.3741265937685965,18.018199920654297,0.0,0.082164705,,,,,
425984,61.46457290649414,40.0,,,,,,,,,,,,,,,
427008,75.54432678222656,40.0,-0.03303114644659218,0.0003,0.537353515625,35.80424616932869,2080,0.2,-3.388271179050207,17.607860565185547,0.0,0.08799734,,,,,
428032,70.96893310546875,40.0,,,,,,,,,,,,,,,
429056,71.27059936523438,40.0,-0.05574699233402498,0.0003,0.564453125,32.59894382357597,2090,0.2,-3.3558251529932024,19.889781951904297,0.0,0.09209977,,,,,
430080,64.9671630859375,40.0,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,392,40.0,62.108472400000004,210,1096
431104,69.7356948852539,40.0,-0.05005943625583313,0.0003,0.532373046875,27.47666514515877,2100,0.2,-3.3840454675257208,18.07139778137207,0.0,0.07415124,,,,,
432128,58.96612548828125,40.0,,,,,,,,,,,,,,,
433152,57.643089294433594,40.0,-0.02966744802251924,0.0003,0.510302734375,29.46497706770897,2110,0.2,-3.3998119331896306,12.114048957824707,-1.1920928955078125e-07,0.07164566,,,,,
434176,72.44991302490234,40.0,,,,,,,,,,,,,,,
435200,68.78202056884766,40.0,-0.04111250279820524,0.0003,0.527099609375,24.866986468434334,2120,0.2,-3.412200026959181,12.343077659606934,-1.1920928955078125e-07,0.07786808,,,,,
436224,65.59500122070312,40.0,,,,,,,,,,,,,,,
437248,65.13185119628906,40.0,-0.043255206968751736,0.0003,0.505029296875,31.030051946640015,2130,0.2,-3.3969632610678673,17.896818161010742,-1.1920928955078125e-07,0.08300424,,,,,
438272,65.26271057128906,40.0,,,,,,,,,,,,,,,
439296,58.54480743408203,40.0,-0.05664187003567349,0.0003,0.535595703125,27.40293405652046,2140,0.2,-3.386698117852211,10.4017333984375,1.1920928955078125e-07,0.09219746,,,,,
440320,47.44699478149414,40.0,,,,,,,,,,,,,,,
441344,56.10769271850586,40.0,-0.05838034066837281,0.0003,0.56494140625,31.91374973654747,2150,0.2,-3.379284242540598,19.819725036621094,-1.1920928955078125e-07,0.09840569,,,,,
442368,50.959022521972656,40.0,,,,,,,,,,,,,,,
443392,66.82434844970703,40.0,-0.02743236438545864,0.0003,0.570166015625,29.730725353956224,2160,0.2,-3.38775716945529,11.1213960647583,0.0,0.09201055,,,,,
444416,62.751487731933594,40.0,,,,,,,,,,,,,,,
445440,54.07111358642578,40.0,-0.05994931953027845,0.0003,0.57607421875,40.27948769927025,2170,0.2,-3.3785360932350157,18.133630752563477,-1.1920928955078125e-07,0.08255741,,,,,
446464,61.682151794433594,40.0,,,,,,,,,,,,,,,
447488,65.00279235839844,40.0,-0.037849640191416255,0.0003,0.536669921875,31.758181577920915,2180,0.2,-3.3791147649288176,13.479530334472656,0.0,0.07690741,,,,,
448512,63.079742431640625,40.0,,,,,,,,,,,,,,,
449536,72.06979370117188,40.0,-0.05054814834002173,0.0003,0.544775390625,30.119875794649126,2190,0.2,-3.3764680683612824,12.666040420532227,5.960464477539063e-08,0.094441354,,,,,
450560,58.678462982177734,40.0,,,,,,,,,,,,,,,
450560,,,,,,,,,,,,,391,40.0,57.58314915,220,1150
451584,58.23977279663086,40.0,-0.021868772729794726,0.0003,0.52392578125,24.583559986948966,2200,0.2,-3.375099728256464,12.170563697814941,0.0,0.08930577,,,,,
452608,76.3063735961914,40.0,,,,,,,,,,,,,,,
453632,66.18524169921875,40.0,-0.04840554988186341,0.0003,0.51552734375,28.964119166135788,2210,0.2,-3.3720911994576452,13.90611743927002,5.960464477539063e-08,0.08612013,,,,,
454656,57.935302734375,40.0,,,,,,,,,,,,,,,
455680,61.091766357421875,40.0,-0.05588420927815605,0.0003,0.512158203125,38.27218004465103,2220,0.2,-3.389107561856508,15.206099510192871,0.0,0.08838762,,,,,
456704,57.94655227661133,40.0,,,,,,,,,,,,,,,
457728,60.055458068847656,40.0,-0.03282778602151666,0.0003,0.5119140625,30.268012273311616,2230,0.2,-3.383971995860338,13.583237648010254,5.960464477539063e-08,0.077675715,,,,,
458752,72.21467590332031,40.0,,,,,,,,,,,,,,,
459776,69.93727111816406,40.0,-0.04363377013069112,0.0003,0.539013671875,28.001527661085127,2240,0.2,-3.386401694267988,12.200891494750977,0.0,0.09738642,,,,,
460800,69.80406188964844,40.0,,,,,,,,,,,,,,,
461824,43.73439407348633,40.0,-0.019925481016980485,0.0003,0.510302734375,30.700568038225175,2250,0.2,-3.3965592227876185,16.958982467651367,5.960464477539063e-08,0.081610166,,,,,
462848,74.70294952392578,40.0,,,,,,,,,,,,,,,
