eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,13.329519271850586,,,,,,,,,,,,,,,
180.0,2048,13.746230125427246,,,,,,,,,,,,,,,
180.0,3072,14.120257377624512,0.27314453125,10,0.018293079,0.2,0.0003,50.72862297296524,-5.8750653371214865,-0.06258955573575804,0.004534721374511719,19.942729949951172,,,,,
180.0,4096,13.525348663330078,,,,,,,,,,,,,,,
180.0,5120,12.91631031036377,0.285986328125,20,0.018659031,0.2,0.0003,39.01186376810074,-5.861870919167996,-0.05852046861837153,0.001354992389678955,24.398054122924805,,,,,
180.0,6144,13.896172523498535,,,,,,,,,,,,,,,
180.0,7168,13.534917831420898,0.29775390625,30,0.020250168,0.2,0.0003,36.75380353927612,-5.848849746584892,-0.052056241170794236,0.0010091066360473633,18.124176025390625,,,,,
180.0,8192,14.556869506835938,,,,,,,,,,,,,,,
180.0,9216,13.286639213562012,0.339306640625,40,0.020280492,0.2,0.0003,35.3117791056633,-5.836641433835029,-0.05316965429519769,0.0025557875633239746,27.841449737548828,,,,,
180.0,10240,13.573415756225586,,,,,,,,,,,,,,,
180.0,11264,14.421786308288574,0.358251953125,50,0.024702318,0.2,0.0003,38.44885621070862,-5.831330272555351,-0.04549916548858164,-0.00022530555725097656,15.353013038635254,,,,,
180.0,12288,14.49856185913086,,,,,,,,,,,,,,,
180.0,13312,12.62817668914795,0.30390625,60,0.01973427,0.2,0.0003,40.754280319809915,-5.799968162178994,-0.035761371816624886,0.0021009445190429688,20.477066040039062,,,,,
180.0,14336,13.011619567871094,,,,,,,,,,,,,,,
180.0,15360,14.928773880004883,0.33994140625,70,0.020797078,0.2,0.0003,44.908238011598584,-5.777491268515587,-0.03753266438579885,-0.006135344505310059,17.522808074951172,,,,,
180.0,16384,12.926204681396484,,,,,,,,,,,,,,,
180.0,17408,12.848679542541504,0.379052734375,80,0.028966086,0.2,0.0003,42.740531742572784,-5.751739771664143,-0.034988245980639474,0.00047141313552856445,17.74257469177246,,,,,
180.0,18432,15.005056381225586,,,,,,,,,,,,,,,
180.0,19456,15.253647804260254,0.32060546875,90,0.020916784,0.2,0.0003,41.27940357625484,-5.749916532635689,-0.03530099929485005,0.0,14.664678573608398,,,,,
180.0,20480,12.998451232910156,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,60,14.090913299999997,335,180.0,10
180.0,21504,14.999495506286621,0.3646484375,100,0.023302268,0.2,0.0003,42.61810111999512,-5.732917061448097,-0.037435546818596774,0.00014668703079223633,27.132015228271484,,,,,
180.0,22528,14.014583587646484,,,,,,,,,,,,,,,
180.0,23552,15.234901428222656,0.34677734375,110,0.024700616,0.2,0.0003,45.1439428627491,-5.721790245175361,-0.0383554114450817,0.0,33.19710922241211,,,,,
180.0,24576,14.814172744750977,,,,,,,,,,,,,,,
180.0,25600,14.887438774108887,0.37431640625,120,0.024060007,0.2,0.0003,44.551655396819115,-5.68457788079977,-0.03823555315029807,0.0,16.975141525268555,,,,,
180.0,26624,13.632328987121582,,,,,,,,,,,,,,,
180.0,27648,14.626541137695312,0.377294921875,130,0.023803681,0.2,0.0003,37.787154364585874,-5.648390419781208,-0.03798870634491323,-1.430511474609375e-06,26.35683250427246,,,,,
180.0,28672,14.024225234985352,,,,,,,,,,,,,,,
180.0,29696,15.275239944458008,0.314892578125,140,0.021952534,0.2,0.0003,46.08956943154335,-5.613283212482929,-0.03375924714055145,-1.1920928955078125e-06,24.0919189453125,,,,,
180.0,30720,15.0933837890625,,,,,,,,,,,,,,,
180.0,31744,15.647300720214844,0.313037109375,150,0.0216087,0.2,0.0003,37.19734255075455,-5.581140364706516,-0.0333492892801587,-7.593631744384766e-05,23.311065673828125,,,,,
180.0,32768,15.458627700805664,,,,,,,,,,,,,,,
180.0,33792,16.103862762451172,0.345263671875,160,0.024360808,0.2,0.0003,37.46738919019699,-5.569725726544857,-0.038336625386727975,-1.1920928955078125e-05,20.880218505859375,,,,,
180.0,34816,15.543560981750488,,,,,,,,,,,,,,,
180.0,35840,15.128509521484375,0.329736328125,170,0.02147087,0.2,0.0003,44.159557801485064,-5.550164319574833,-0.03175077530031558,-7.62939453125e-06,21.616092681884766,,,,,
180.0,36864,15.545392036437988,,,,,,,,,,,,,,,
180.0,37888,15.02902889251709,0.2908203125,180,0.022205707,0.2,0.0003,40.40444812178612,-5.553515143692493,-0.02982022509095259,-1.1920928955078125e-07,19.448740005493164,,,,,
180.0,38912,17.169269561767578,,,,,,,,,,,,,,,
180.0,39936,14.83525276184082,0.338525390625,190,0.021756532,0.2,0.0003,36.505695164203644,-5.488110908865929,-0.03540317618608242,0.0,16.12651252746582,,,,,
180.0,40960,16.629465103149414,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,121,15.326579240000001,336,180.0,20
180.0,41984,16.816551208496094,0.3689453125,200,0.022256713,0.2,0.0003,40.342905670404434,-5.452692574262619,-0.03902940782281803,-0.00030672550201416016,19.166505813598633,,,,,
180.0,43008,17.388351440429688,,,,,,,,,,,,,,,
180.0,44032,18.771066665649414,0.328759765625,210,0.02016741,0.2,0.0003,37.51241942942143,-5.39856248497963,-0.03197235780971823,0.0,18.333364486694336,,,,,
180.0,45056,17.523448944091797,,,,,,,,,,,,,,,
180.0,46080,18.467710494995117,0.32919921875,220,0.021586481,0.2,0.0003,40.569355341792104,-5.3335079699754715,-0.030641654231294523,0.0,13.872291564941406,,,,,
180.0,47104,16.86060905456543,,,,,,,,,,,,,,,
180.0,48128,20.8962345123291,0.337939453125,230,0.021574084,0.2,0.0003,38.376018232107164,-5.266949966549873,-0.03437970340601169,2.2649765014648438e-05,11.103187561035156,,,,,
180.0,49152,20.048372268676758,,,,,,,,,,,,,,,
180.0,50176,19.61656951904297,0.31513671875,240,0.02240324,0.2,0.0003,40.49957111477852,-5.2203023299574856,-0.03092608959195786,9.500980377197266e-05,11.954087257385254,,,,,
180.0,51200,19.468505859375,,,,,,,,,,,,,,,
180.0,52224,19.772851943969727,0.334228515625,250,0.020641312,0.2,0.0003,35.860920479893686,-5.218596477806568,-0.030434605646587443,0.0,14.899345397949219,,,,,
180.0,53248,17.7464599609375,,,,,,,,,,,,,,,
180.0,54272,16.755428314208984,0.314794921875,260,0.02001657,0.2,0.0003,40.56344494819641,-5.193553295731545,-0.030323362941271626,1.1920928955078125e-07,34.669193267822266,,,,,
180.0,55296,21.351533889770508,,,,,,,,,,,,,,,
180.0,56320,18.34445571899414,0.2859375,270,0.018623637,0.2,0.0003,43.72407934963703,-5.141599388420582,-0.03039304178673774,-1.1920928955078125e-07,17.518510818481445,,,,,
180.0,57344,19.813602447509766,,,,,,,,,,,,,,,
180.0,58368,19.185272216796875,0.3109375,280,0.021290604,0.2,0.0003,37.59834258258343,-5.092065466940403,-0.03279078078921884,1.1920928955078125e-07,15.128340721130371,,,,,
180.0,59392,20.119800567626953,,,,,,,,,,,,,,,
