eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/loss,train/n_updates,train/entropy_loss,train/clip_range,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations
40.0,47.79661560058594,224256,0.0,0.0003,126952.69946289062,0.07411934,0.418359375,-0.020930562072317117,57773.69921875,1090,-6.3133422747254375,0.2,,,,,
40.0,57.02598571777344,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,220,1296.1022907899999,40.0,1020,110
40.0,43.975425720214844,226304,0.0,0.0003,122506.6732421875,0.07767895,0.42919921875,-0.019746711815241725,59758.5234375,1100,-6.312675520777702,0.2,,,,,
40.0,50.84425354003906,227328,,,,,,,,,,,,,,,
40.0,50.558937072753906,228352,0.0,0.0003,119896.20571289063,0.07489486,0.415478515625,-0.0203822403535014,52443.9140625,1110,-6.31290532052517,0.2,,,,,
40.0,55.31895446777344,229376,,,,,,,,,,,,,,,
40.0,50.312294006347656,230400,5.960464477539063e-08,0.0003,108775.26298828125,0.07626621,0.4037109375,-0.026567651008372196,53010.03125,1120,-6.312092831730842,0.2,,,,,
40.0,48.88636016845703,231424,,,,,,,,,,,,,,,
40.0,49.86397933959961,232448,0.0,0.0003,119831.4603515625,0.079244465,0.427880859375,-0.013238149457902183,57902.01171875,1130,-6.308868664503097,0.2,,,,,
40.0,53.112911224365234,233472,,,,,,,,,,,,,,,
40.0,53.6572380065918,234496,0.0,0.0003,119846.4654296875,0.0758701,0.414111328125,-0.02049884829611983,51671.4296875,1140,-6.306575293838978,0.2,,,,,
40.0,50.392066955566406,235520,,,,,,,,,,,,,,,
40.0,50.48796081542969,236544,0.0,0.0003,120278.01689453125,0.074043974,0.41982421875,-0.020683266315609218,66130.1328125,1150,-6.306165261566639,0.2,,,,,
40.0,52.090938568115234,237568,,,,,,,,,,,,,,,
40.0,51.481109619140625,238592,0.0,0.0003,114207.72673339843,0.07145824,0.392138671875,-0.022989516312372872,53358.33203125,1160,-6.303832046687603,0.2,,,,,
40.0,44.45177459716797,239616,,,,,,,,,,,,,,,
40.0,53.10737991333008,240640,0.0,0.0003,115875.36535644531,0.07675334,0.4138671875,-0.02241789193067234,55419.078125,1170,-6.301674658060074,0.2,,,,,
40.0,52.094703674316406,241664,,,,,,,,,,,,,,,
40.0,49.42567443847656,242688,0.0,0.0003,113931.60234375,0.07449137,0.412353515625,-0.018454432926955634,51768.41015625,1180,-6.298502649366855,0.2,,,,,
40.0,47.86473083496094,243712,,,,,,,,,,,,,,,
40.0,41.47917938232422,244736,5.960464477539063e-08,0.0003,104325.39467773438,0.075822644,0.413720703125,-0.019520957072381863,47029.671875,1190,-6.294499351084232,0.2,,,,,
40.0,53.394203186035156,245760,,,,,,,,,,,,,,,
,,245760,,,,,,,,,,,220,1257.64969708,40.0,1116,120
40.0,52.61464309692383,246784,5.960464477539063e-08,0.0003,113968.02241210938,0.076147854,0.41435546875,-0.023506424561492167,52060.7109375,1200,-6.290577971935273,0.2,,,,,
40.0,49.819175720214844,247808,,,,,,,,,,,,,,,
40.0,47.129276275634766,248832,0.0,0.0003,108241.8607421875,0.07292846,0.400244140625,-0.025850555839133448,48722.56640625,1210,-6.286592672765255,0.2,,,,,
40.0,47.80689239501953,249856,,,,,,,,,,,,,,,
40.0,48.218116760253906,250880,0.0,0.0003,119764.95979003907,0.07462353,0.419091796875,-0.02446101109526353,60785.56640625,1220,-6.282194302976132,0.2,,,,,
40.0,47.98616027832031,251904,,,,,,,,,,,,,,,
40.0,52.85832977294922,252928,0.0,0.0003,116885.32788085938,0.07362001,0.410546875,-0.015283916333282832,51590.83203125,1230,-6.278114791214466,0.2,,,,,
40.0,51.014747619628906,253952,,,,,,,,,,,,,,,
40.0,48.80414581298828,254976,0.0,0.0003,123041.66257324218,0.07442505,0.413671875,-0.023674867480440297,63541.86328125,1240,-6.2754449740052225,0.2,,,,,
40.0,48.59135055541992,256000,,,,,,,,,,,,,,,
40.0,52.03107452392578,257024,0.0,0.0003,105009.15607910157,0.06951156,0.4203125,-0.022815337113570422,54484.69140625,1250,-6.272752973437309,0.2,,,,,
40.0,52.2768669128418,258048,,,,,,,,,,,,,,,
40.0,57.5883674621582,259072,1.1920928955078125e-07,0.0003,132611.17893066406,0.07228167,0.400341796875,-0.022244050443987362,68396.875,1260,-6.271049317717552,0.2,,,,,
40.0,52.937705993652344,260096,,,,,,,,,,,,,,,
40.0,46.456478118896484,261120,5.960464477539063e-08,0.0003,106333.51428222656,0.07365488,0.422265625,-0.01690575735992752,55724.875,1270,-6.268994185328483,0.2,,,,,
40.0,45.07600784301758,262144,,,,,,,,,,,,,,,
40.0,53.518943786621094,263168,-1.1920928955078125e-07,0.0003,123066.46955566407,0.0767397,0.433935546875,-0.020021414599614217,60377.2421875,1280,-6.265407198667527,0.2,,,,,
40.0,52.26725387573242,264192,,,,,,,,,,,,,,,
40.0,55.379695892333984,265216,5.960464477539063e-08,0.0003,126896.75173339844,0.072205335,0.405126953125,-0.027592411733348855,61500.87109375,1290,-6.261646494269371,0.2,,,,,
40.0,54.43531036376953,266240,,,,,,,,,,,,,,,
,,266240,,,,,,,,,,,219,1295.8367744500001,40.0,1212,130
40.0,52.834808349609375,267264,0.0,0.0003,102183.07583007813,0.07159888,0.405126953125,-0.01862006646115333,58784.63671875,1300,-6.260692332684994,0.2,,,,,
40.0,48.73255157470703,268288,,,,,,,,,,,,,,,
40.0,47.243228912353516,269312,5.960464477539063e-08,0.0003,125538.18549804688,0.070775375,0.41630859375,-0.022760209599800872,61373.15234375,1310,-6.260537974536419,0.2,,,,,
40.0,53.88568115234375,270336,,,,,,,,,,,,,,,
40.0,45.85852813720703,271360,0.0,0.0003,103276.58413085938,0.07086133,0.412158203125,-0.02560550535999937,51743.1875,1320,-6.25905649960041,0.2,,,,,
40.0,50.11420440673828,272384,,,,,,,,,,,,,,,
40.0,47.92121887207031,273408,5.960464477539063e-08,0.0003,109432.59887695312,0.07346836,0.423779296875,-0.01985332623880822,50239.96484375,1330,-6.257013341784477,0.2,,,,,
40.0,50.37604522705078,274432,,,,,,,,,,,,,,,
40.0,57.12335968017578,275456,0.0,0.0003,104390.50385742188,0.07789984,0.428857421875,-0.02032347283384297,47264.2890625,1340,-6.2563454285264015,0.2,,,,,
40.0,48.55200958251953,276480,,,,,,,,,,,,,,,
40.0,57.377479553222656,277504,1.1920928955078125e-07,0.0003,117444.23840332031,0.068272084,0.408154296875,-0.026031286976649425,62377.14453125,1350,-6.257151359319687,0.2,,,,,
40.0,52.49518585205078,278528,,,,,,,,,,,,,,,
40.0,47.91325378417969,279552,5.960464477539063e-08,0.0003,103955.10925292969,0.077444986,0.435693359375,-0.010300686604750808,51990.65625,1360,-6.256208434700966,0.2,,,,,
40.0,50.09349822998047,280576,,,,,,,,,,,,,,,
40.0,52.552894592285156,281600,1.1920928955078125e-07,0.0003,115161.93854980469,0.07069537,0.410400390625,-0.023216389874869493,59765.5390625,1370,-6.253787581622601,0.2,,,,,
40.0,52.091129302978516,282624,,,,,,,,,,,,,,,
40.0,49.577354431152344,283648,0.0,0.0003,113596.47424316406,0.072447,0.39541015625,-0.022876624262426048,54554.3203125,1380,-6.25247483253479,0.2,,,,,
40.0,49.132568359375,284672,,,,,,,,,,,,,,,
40.0,45.54979705810547,285696,0.0,0.0003,82412.9689086914,0.073390305,0.4048828125,-0.011309598435036605,39299.96875,1390,-6.251219381392002,0.2,,,,,
40.0,54.400230407714844,286720,,,,,,,,,,,,,,,
,,286720,,,,,,,,,,,219,1224.31297079,40.0,1307,140
40.0,55.648681640625,287744,0.0,0.0003,108090.2146484375,0.077410534,0.42568359375,-0.01409690744476393,58236.03515625,1400,-6.24912283718586,0.2,,,,,
40.0,56.92420196533203,288768,,,,,,,,,,,,,,,
40.0,48.724952697753906,289792,1.1920928955078125e-07,0.0003,120089.422265625,0.07498222,0.400341796875,-0.023385449004126712,58534.46484375,1410,-6.24881209731102,0.2,,,,,
40.0,48.99128723144531,290816,,,,,,,,,,,,,,,
40.0,52.08073425292969,291840,0.0,0.0003,104484.08442382813,0.073730946,0.4173828125,-0.01584839367424138,58968.234375,1420,-6.248881357908249,0.2,,,,,
40.0,54.7133903503418,292864,,,,,,,,,,,,,,,
40.0,47.608524322509766,293888,0.0,0.0003,107036.30725097656,0.07401602,0.420361328125,-0.014856140739721014,55348.48046875,1430,-6.245030720531941,0.2,,,,,
40.0,44.832611083984375,294912,,,,,,,,,,,,,,,
40.0,52.18732452392578,295936,-1.1920928955078125e-07,0.0003,107811.11342773438,0.07433152,0.41904296875,-0.025144464324694128,48145.34765625,1440,-6.237659232318402,0.2,,,,,
40.0,53.263465881347656,296960,,,,,,,,,,,,,,,
40.0,46.890724182128906,297984,0.0,0.0003,90808.44189453125,0.07442618,0.408251953125,-0.015390758791181725,43471.04296875,1450,-6.236863429844379,0.2,,,,,
40.0,52.27008056640625,299008,,,,,,,,,,,,,,,
40.0,48.76042175292969,300032,0.0,0.0003,111149.34038085937,0.077904105,0.415869140625,-0.018978068354772403,60752.4609375,1460,-6.23883114606142,0.2,,,,,
40.0,49.38896560668945,301056,,,,,,,,,,,,,,,
40.0,54.19207763671875,302080,5.960464477539063e-08,0.0003,102338.44528808593,0.07624686,0.42236328125,-0.009259123054653174,52446.15625,1470,-6.236241713166237,0.2,,,,,
40.0,52.06321716308594,303104,,,,,,,,,,,,,,,
40.0,53.40110778808594,304128,0.0,0.0003,117274.8623046875,0.069154434,0.419921875,-0.023359094072657172,62003.93359375,1480,-6.230390934646129,0.2,,,,,
40.0,44.35071563720703,305152,,,,,,,,,,,,,,,
40.0,52.391292572021484,306176,0.0,0.0003,106648.6809326172,0.07336813,0.42841796875,-0.019639640700188466,54341.890625,1490,-6.226294861733914,0.2,,,,,
40.0,54.74779510498047,307200,,,,,,,,,,,,,,,
,,307200,,,,,,,,,,,219,1296.8826049699999,40.0,1400,150
40.0,58.630924224853516,308224,0.0,0.0003,100380.53557128906,0.07633476,0.41337890625,-0.020034158682392444,53641.98046875,1500,-6.222462147474289,0.2,,,,,
40.0,52.16388702392578,309248,,,,,,,,,,,,,,,
40.0,49.89389419555664,310272,-1.1920928955078125e-07,0.0003,98711.92250976563,0.07642833,0.41259765625,-0.01188778179930523,43438.13671875,1510,-6.219083033502102,0.2,,,,,
40.0,50.98033142089844,311296,,,,,,,,,,,,,,,
40.0,44.386985778808594,312320,-1.1920928955078125e-07,0.0003,105011.38173828126,0.07139623,0.396435546875,-0.01952147223200882,46256.55078125,1520,-6.214634048938751,0.2,,,,,
40.0,51.376373291015625,313344,,,,,,,,,,,,,,,
40.0,46.705772399902344,314368,0.0,0.0003,93085.9817138672,0.07422692,0.429736328125,-0.014469987923803274,41844.42578125,1530,-6.208183895051479,0.2,,,,,
40.0,53.31755065917969,315392,,,,,,,,,,,,,,,
40.0,50.051902770996094,316416,0.0,0.0003,105537.22446289062,0.07531355,0.427294921875,-0.013911700397875393,46913.6015625,1540,-6.206737335026264,0.2,,,,,
40.0,53.923095703125,317440,,,,,,,,,,,,,,,
40.0,40.919883728027344,318464,-1.1920928955078125e-07,0.0003,123284.43371582031,0.07086052,0.42119140625,-0.021478188000037333,61155.3203125,1550,-6.2068544074893,0.2,,,,,
40.0,48.760589599609375,319488,,,,,,,,,,,,,,,
40.0,50.907371520996094,320512,5.960464477539063e-08,0.0003,84260.2751220703,0.07640293,0.428857421875,-0.008696513244649396,43413.62109375,1560,-6.202477139234543,0.2,,,,,
40.0,50.659637451171875,321536,,,,,,,,,,,,,,,
40.0,49.32930374145508,322560,0.0,0.0003,84053.3971923828,0.07561037,0.413037109375,-0.011893346373108215,44396.12890625,1570,-6.193471494317055,0.2,,,,,
40.0,55.45274353027344,323584,,,,,,,,,,,,,,,
40.0,47.18935775756836,324608,0.0,0.0003,94493.83012695312,0.07231355,0.403857421875,-0.017501213900686707,35370.94140625,1580,-6.190672416985035,0.2,,,,,
40.0,47.5570068359375,325632,,,,,,,,,,,,,,,
40.0,51.44703674316406,326656,-1.1920928955078125e-07,0.0003,106152.03386230468,0.0721716,0.4103515625,-0.015362297250248957,59629.23828125,1590,-6.188749648630619,0.2,,,,,
40.0,44.54818344116211,327680,,,,,,,,,,,,,,,
,,327680,,,,,,,,,,,219,1343.0151589499997,40.0,1493,160
40.0,47.32826232910156,328704,0.0,0.0003,110452.81791992187,0.07000397,0.402197265625,-0.019006849604193122,54037.37890625,1600,-6.183485816419124,0.2,,,,,
40.0,47.13469696044922,329728,,,,,,,,,,,,,,,
40.0,53.93482208251953,330752,-1.1920928955078125e-07,0.0003,87873.33649902344,0.076896,0.425634765625,-0.009637179413402919,50849.19921875,1610,-6.182035499811173,0.2,,,,,
40.0,51.52002716064453,331776,,,,,,,,,,,,,,,
40.0,49.24108123779297,332800,0.0,0.0003,100030.48576660156,0.07443617,0.4296875,-0.005024083441094262,50529.375,1620,-6.182672476768493,0.2,,,,,
40.0,52.84284210205078,333824,,,,,,,,,,,,,,,
40.0,44.809478759765625,334848,0.0,0.0003,111206.70983886719,0.07524043,0.415234375,-0.020635176089126617,54652.66796875,1630,-6.17943294942379,0.2,,,,,
40.0,54.53837966918945,335872,,,,,,,,,,,,,,,
40.0,53.414459228515625,336896,0.0,0.0003,113961.72412109375,0.07476312,0.417919921875,-0.012420018517877907,59286.61328125,1640,-6.17686825543642,0.2,,,,,
40.0,49.150142669677734,337920,,,,,,,,,,,,,,,
40.0,44.31824493408203,338944,0.0,0.0003,103496.79377441407,0.07469204,0.432080078125,-0.012273569905664772,52130.0234375,1650,-6.1802945792675015,0.2,,,,,
40.0,60.34885787963867,339968,,,,,,,,,,,,,,,
40.0,42.737064361572266,340992,0.0,0.0003,103165.1654296875,0.072360426,0.40771484375,-0.025157768855569883,53796.890625,1660,-6.1847198605537415,0.2,,,,,
40.0,53.821922302246094,342016,,,,,,,,,,,,,,,
40.0,48.25212097167969,343040,0.0,0.0003,83986.56684570313,0.069130585,0.42333984375,-0.005946320216025924,39691.40625,1670,-6.179217879474163,0.2,,,,,
40.0,43.90834045410156,344064,,,,,,,,,,,,,,,
40.0,43.83871078491211,345088,0.0,0.0003,71711.6812133789,0.06984112,0.40478515625,-0.012116641078318936,29891.021484375,1680,-6.175148332118988,0.2,,,,,
40.0,46.672332763671875,346112,,,,,,,,,,,,,,,
40.0,41.25114440917969,347136,-1.1920928955078125e-07,0.0003,87022.31098632813,0.06621182,0.410791015625,-0.02325125934439711,49195.82421875,1690,-6.172716389596462,0.2,,,,,
40.0,38.145545959472656,348160,,,,,,,,,,,,,,,
,,348160,,,,,,,,,,,219,1286.09119046,40.0,1588,170
40.0,58.95111846923828,349184,0.0,0.0003,103651.0841796875,0.07569397,0.40859375,-0.020671132949064485,48597.2890625,1700,-6.168495179712773,0.2,,,,,
40.0,46.77356719970703,350208,,,,,,,,,,,,,,,
40.0,48.70135498046875,351232,5.960464477539063e-08,0.0003,95731.99694824219,0.0770463,0.418310546875,-0.013391224187216721,48565.84375,1710,-6.170150208473205,0.2,,,,,
40.0,51.09575271606445,352256,,,,,,,,,,,,,,,
40.0,50.93476104736328,353280,0.0,0.0003,91643.98344726562,0.06784813,0.40771484375,-0.012287355202715844,39850.3515625,1720,-6.171249820291996,0.2,,,,,
40.0,54.12947463989258,354304,,,,,,,,,,,,,,,
40.0,47.08279800415039,355328,0.0,0.0003,98811.57373046875,0.07353696,0.429345703125,-0.008031661273707868,47382.50390625,1730,-6.166208958625793,0.2,,,,,
40.0,48.69256591796875,356352,,,,,,,,,,,,,,,
40.0,48.286128997802734,357376,5.960464477539063e-08,0.0003,93956.21235351563,0.071737975,0.40576171875,-0.020185106209828517,38443.3671875,1740,-6.163190589845181,0.2,,,,,
40.0,51.802818298339844,358400,,,,,,,,,,,,,,,
40.0,50.49835968017578,359424,-1.1920928955078125e-07,0.0003,83070.12749023437,0.06563158,0.400244140625,-0.018061593994207214,33497.1796875,1750,-6.156972843408584,0.2,,,,,
40.0,48.96160125732422,360448,,,,,,,,,,,,,,,
40.0,48.25562286376953,361472,0.0,0.0003,102611.24304199219,0.07083617,0.42177734375,-0.020920118296635336,54768.98046875,1760,-6.150458680093289,0.2,,,,,
40.0,46.154823303222656,362496,,,,,,,,,,,,,,,
40.0,47.537567138671875,363520,0.0,0.0003,95635.50432128906,0.072518304,0.401318359375,-0.01932283842761535,46274.78515625,1770,-6.148506747186184,0.2,,,,,
40.0,46.688541412353516,364544,,,,,,,,,,,,,,,
40.0,52.839359283447266,365568,-1.1920928955078125e-07,0.0003,89155.86965332032,0.07580479,0.431201171875,-0.01343670928326901,39734.625,1780,-6.147027151286602,0.2,,,,,
40.0,50.93080139160156,366592,,,,,,,,,,,,,,,
40.0,48.022640228271484,367616,0.0,0.0003,81009.81196289063,0.06845565,0.41845703125,-0.011464114939735736,40527.19921875,1790,-6.146142560243606,0.2,,,,,
40.0,54.41325378417969,368640,,,,,,,,,,,,,,,
,,368640,,,,,,,,,,,218,1250.2206484499998,40.0,1684,180
40.0,53.84855651855469,369664,0.0,0.0003,83893.98829345703,0.07168014,0.409423828125,-0.01681257529708091,39611.23828125,1800,-6.138842979073525,0.2,,,,,
40.0,60.90699768066406,370688,,,,,,,,,,,,,,,
40.0,50.72764587402344,371712,0.0,0.0003,87475.5235961914,0.070523396,0.41875,-0.0072463894815882664,36653.15625,1810,-6.12251860499382,0.2,,,,,
40.0,47.07102966308594,372736,,,,,,,,,,,,,,,
40.0,46.42132568359375,373760,0.0,0.0003,75491.67895507812,0.08009651,0.427783203125,-0.010815348486357835,36705.9375,1820,-6.102774897217751,0.2,,,,,
40.0,48.748687744140625,374784,,,,,,,,,,,,,,,
40.0,44.87287902832031,375808,0.0,0.0003,78739.27517089844,0.06505434,0.42724609375,-0.007722792803542688,35542.8203125,1830,-6.092649562656879,0.2,,,,,
40.0,47.90605545043945,376832,,,,,,,,,,,,,,,
40.0,50.770530700683594,377856,0.0,0.0003,84591.36108398438,0.06897876,0.410009765625,-0.020589621926046676,38054.98046875,1840,-6.0886818081140515,0.2,,,,,
40.0,47.00153350830078,378880,,,,,,,,,,,,,,,
40.0,52.86482620239258,379904,0.0,0.0003,114943.40002441406,0.07147098,0.409521484375,-0.018874363577924668,57069.484375,1850,-6.081812354922294,0.2,,,,,
40.0,45.91126251220703,380928,,,,,,,,,,,,,,,
40.0,52.67754364013672,381952,5.960464477539063e-08,0.0003,78382.44989013672,0.07241239,0.421826171875,0.0011426937555370387,37193.05078125,1860,-6.077670173346997,0.2,,,,,
40.0,51.647071838378906,382976,,,,,,,,,,,,,,,
40.0,47.90472412109375,384000,0.0,0.0003,100626.32836914062,0.068486676,0.410009765625,-0.01584811042266665,55801.5546875,1870,-6.0729518547654155,0.2,,,,,
40.0,51.415504455566406,385024,,,,,,,,,,,,,,,
40.0,44.698341369628906,386048,0.0,0.0003,88897.18675537109,0.06816214,0.40224609375,-0.012498786408104933,42659.0625,1880,-6.064380259811879,0.2,,,,,
40.0,48.32259750366211,387072,,,,,,,,,,,,,,,
40.0,50.492835998535156,388096,0.0,0.0003,95130.31193847656,0.065861195,0.399609375,-0.014168239460559562,44774.92578125,1890,-6.064624565839767,0.2,,,,,
40.0,44.80626678466797,389120,,,,,,,,,,,,,,,
,,389120,,,,,,,,,,,218,1274.2363889800001,40.0,1779,190
40.0,53.45630645751953,390144,0.0,0.0003,73501.76162109376,0.06708318,0.39912109375,-0.007299736750428565,33943.8984375,1900,-6.077646113932133,0.2,,,,,
40.0,49.644264221191406,391168,,,,,,,,,,,,,,,
40.0,58.298583984375,392192,0.0,0.0003,88928.46030273437,0.068233006,0.4099609375,-0.013360177322465461,40155.33203125,1910,-6.074952009320259,0.2,,,,,
40.0,41.41957473754883,393216,,,,,,,,,,,,,,,
40.0,42.440059661865234,394240,0.0,0.0003,70877.7610961914,0.06935288,0.426123046875,-0.01657913814269705,37595.3671875,1920,-6.06318473815918,0.2,,,,,
40.0,50.635841369628906,395264,,,,,,,,,,,,,,,
40.0,49.41334533691406,396288,0.0,0.0003,86043.21235351563,0.06757243,0.3869140625,-0.023921728192362934,41005.3359375,1930,-6.060372580587864,0.2,,,,,
40.0,54.68227005004883,397312,,,,,,,,,,,,,,,
40.0,50.992340087890625,398336,0.0,0.0003,79065.11768798828,0.06822613,0.40849609375,-0.015472549325204454,43497.12109375,1940,-6.059153769910336,0.2,,,,,
40.0,47.564544677734375,399360,,,,,,,,,,,,,,,
40.0,50.69878387451172,400384,0.0,0.0003,82721.55697021485,0.07039896,0.404052734375,-0.011607466769783059,39549.83984375,1950,-6.057483337819576,0.2,,,,,
40.0,45.821067810058594,401408,,,,,,,,,,,,,,,
40.0,46.81257629394531,402432,0.0,0.0003,82090.3773071289,0.06338758,0.40185546875,-0.012454803652508417,45328.08984375,1960,-6.053550647199154,0.2,,,,,
40.0,48.85454559326172,403456,,,,,,,,,,,,,,,
40.0,40.68586730957031,404480,0.0,0.0003,89168.45720214843,0.064415164,0.388427734375,-0.016083349371911027,44221.57421875,1970,-6.054837273061276,0.2,,,,,
40.0,43.2327766418457,405504,,,,,,,,,,,,,,,
40.0,42.14125061035156,406528,0.0,0.0003,87689.36081542968,0.06764571,0.395556640625,-0.014110457220522222,45492.37109375,1980,-6.047033473849297,0.2,,,,,
40.0,54.56315612792969,407552,,,,,,,,,,,,,,,
40.0,57.29442596435547,408576,0.0,0.0003,74476.6547241211,0.07486665,0.42734375,-0.006756144038808998,33489.53515625,1990,-6.035384280979633,0.2,,,,,
40.0,51.18206024169922,409600,,,,,,,,,,,,,,,
,,409600,,,,,,,,,,,218,1268.78729313,40.0,1876,200
40.0,52.0083122253418,410624,5.960464477539063e-08,0.0003,85619.21857910157,0.07059744,0.419677734375,-0.013559391985472758,52416.65625,2000,-6.0173735782504085,0.2,,,,,
40.0,51.19544219970703,411648,,,,,,,,,,,,,,,
40.0,48.17753219604492,412672,5.960464477539063e-08,0.0003,87649.86342773438,0.06957228,0.405322265625,-0.012106832436984405,33536.79296875,2010,-6.010577334463596,0.2,,,,,
40.0,54.987220764160156,413696,,,,,,,,,,,,,,,
40.0,49.4827880859375,414720,0.0,0.0003,96962.55998535156,0.06385032,0.40966796875,-0.01328618721672683,38095.6171875,2020,-6.019526714086533,0.2,,,,,
40.0,45.0279541015625,415744,,,,,,,,,,,,,,,
40.0,45.40874481201172,416768,0.0,0.0003,82245.0860961914,0.06958884,0.421826171875,-0.007936930429423228,48361.421875,2030,-6.028076297044754,0.2,,,,,
40.0,52.88072204589844,417792,,,,,,,,,,,,,,,
40.0,51.039119720458984,418816,1.1920928955078125e-07,0.0003,71970.26121826172,0.0647348,0.4078125,-0.004741645170724951,38379.66015625,2040,-6.0304077714681625,0.2,,,,,
40.0,46.31403350830078,419840,,,,,,,,,,,,,,,
40.0,48.022705078125,420864,0.0,0.0003,70664.80290527343,0.06944702,0.421923828125,-0.008477922699239571,39672.05078125,2050,-6.030184799432755,0.2,,,,,
40.0,48.465023040771484,421888,,,,,,,,,,,,,,,
40.0,47.81290054321289,422912,5.960464477539063e-08,0.0003,76454.63782958985,0.07088037,0.4236328125,-0.015049956474103964,35201.9921875,2060,-6.025220721960068,0.2,,,,,
40.0,48.8572998046875,423936,,,,,,,,,,,,,,,
40.0,49.84527587890625,424960,0.0,0.0003,84785.03193359375,0.06878649,0.41181640625,-0.012736891979875509,42129.68359375,2070,-6.018578390777111,0.2,,,,,
40.0,51.388145446777344,425984,,,,,,,,,,,,,,,
40.0,52.55971145629883,427008,1.1920928955078125e-07,0.0003,69361.72053222657,0.06584515,0.402294921875,-0.01303424055731739,33305.26953125,2080,-6.019269086420536,0.2,,,,,
40.0,53.62555694580078,428032,,,,,,,,,,,,,,,
40.0,48.163536071777344,429056,0.0,0.0003,82505.44871826172,0.068960615,0.41748046875,-0.01800734513089992,42107.1328125,2090,-6.020342041552067,0.2,,,,,
40.0,55.41361999511719,430080,,,,,,,,,,,,,,,
,,430080,,,,,,,,,,,217,1295.76452964,40.0,1977,210
40.0,46.343265533447266,431104,0.0,0.0003,78346.42271728515,0.06897952,0.42587890625,-0.010321416547958507,44137.1796875,2100,-6.015716919302941,0.2,,,,,
40.0,50.37739562988281,432128,,,,,,,,,,,,,,,
40.0,49.07090377807617,433152,0.0,0.0003,76906.49025878907,0.07094537,0.42021484375,-0.007751045453187544,37016.20703125,2110,-6.018309342861175,0.2,,,,,
40.0,44.05741882324219,434176,,,,,,,,,,,,,,,
40.0,50.862876892089844,435200,1.1920928955078125e-07,0.0003,88108.53780517579,0.06416386,0.4015625,-0.014359198043530341,43828.765625,2120,-6.022578410804272,0.2,,,,,
40.0,45.798095703125,436224,,,,,,,,,,,,,,,
40.0,47.91361999511719,437248,0.0,0.0003,82555.06794433594,0.06587224,0.40244140625,-0.014120481639110949,38712.0078125,2130,-6.027294811606407,0.2,,,,,
40.0,43.906578063964844,438272,,,,,,,,,,,,,,,
40.0,52.61488342285156,439296,0.0,0.0003,69175.69039306641,0.06892356,0.413525390625,-0.016553490672959015,27357.919921875,2140,-6.029585514962673,0.2,,,,,
40.0,49.542423248291016,440320,,,,,,,,,,,,,,,
40.0,43.43218994140625,441344,0.0,0.0003,73774.85689697266,0.0627773,0.393359375,-0.013547021682461491,35090.953125,2150,-6.032165844738484,0.2,,,,,
40.0,50.94487762451172,442368,,,,,,,,,,,,,,,
40.0,49.0958137512207,443392,0.0,0.0003,77871.32204589844,0.07300728,0.4046875,-0.01881210005230969,38278.21484375,2160,-6.0250555470585825,0.2,,,,,
40.0,51.575927734375,444416,,,,,,,,,,,,,,,
40.0,48.379722595214844,445440,0.0,0.0003,79086.76102294921,0.06857191,0.4279296875,-0.004203119653539034,39083.31640625,2170,-6.017121215164662,0.2,,,,,
40.0,51.736019134521484,446464,,,,,,,,,,,,,,,
40.0,48.904563903808594,447488,0.0,0.0003,75700.88625488282,0.06634872,0.39375,-0.018789476504025515,38668.12890625,2180,-6.01908220499754,0.2,,,,,
40.0,56.78814697265625,448512,,,,,,,,,,,,,,,
40.0,50.46466827392578,449536,0.0,0.0003,79728.5450805664,0.07322935,0.427783203125,-0.007548511387722101,38090.859375,2190,-6.022754558920861,0.2,,,,,
40.0,55.03504180908203,450560,,,,,,,,,,,,,,,
,,450560,,,,,,,,,,,217,1308.97860236,40.0,2068,220
40.0,54.861785888671875,451584,0.0,0.0003,75056.40573730468,0.07348302,0.40966796875,-0.019457742862869054,33835.59375,2200,-6.025787754356861,0.2,,,,,
40.0,42.76628875732422,452608,,,,,,,,,,,,,,,
40.0,50.68635940551758,453632,-1.1920928955078125e-07,0.0003,91923.13598632812,0.06681782,0.381787109375,-0.021273997260141186,44255.55078125,2210,-6.024027618765831,0.2,,,,,
40.0,50.01872253417969,454656,,,,,,,,,,,,,,,
40.0,57.742530822753906,455680,0.0,0.0003,77628.11783447265,0.063330345,0.40302734375,-0.015254333264601882,35882.14453125,2220,-6.027687498927117,0.2,,,,,
40.0,51.602935791015625,456704,,,,,,,,,,,,,,,
40.0,52.94068908691406,457728,0.0,0.0003,87977.22348632812,0.06448814,0.396826171875,-0.01457278364978265,36420.5703125,2230,-6.024912098050118,0.2,,,,,
40.0,52.30345153808594,458752,,,,,,,,,,,,,,,
40.0,51.70551300048828,459776,-1.1920928955078125e-07,0.0003,69541.78409423828,0.069442,0.403125,-0.0076033959543565285,33888.04296875,2240,-6.024643561244011,0.2,,,,,
40.0,49.50580978393555,460800,,,,,,,,,,,,,,,
40.0,53.343017578125,461824,5.960464477539063e-08,0.0003,71863.15509033203,0.066686794,0.397265625,-0.009887677158985753,34435.04296875,2250,-6.02662709504366,0.2,,,,,
