eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/learning_rate,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed
180.0,217088,73.41226959228516,,,,,,,,,,,,,,,
180.0,218112,75.16390991210938,0.1685546875,-3.4443902485072613,0.014684208,31.225082397460938,0.0003,1060,53.26709282398224,-0.012448830516950693,0.2,0.0,,,,,
180.0,219136,76.25006866455078,,,,,,,,,,,,,,,
180.0,220160,72.97683715820312,0.149267578125,-3.443751782923937,0.012972029,29.213268280029297,0.0003,1070,56.5702462553978,-0.010045652020198758,0.2,0.0,,,,,
180.0,221184,76.88644409179688,,,,,,,,,,,,,,,
180.0,222208,72.91519165039062,0.175439453125,-3.4346283115446568,0.014165156,30.685224533081055,0.0003,1080,50.3288555264473,-0.011801206908421591,0.2,5.960464477539063e-08,,,,,
180.0,223232,76.82913208007812,,,,,,,,,,,,,,,
180.0,224256,77.30389404296875,0.166845703125,-3.4405758365988732,0.014490285,48.33892059326172,0.0003,1090,58.92648516297341,-0.009772615358815528,0.2,0.0,,,,,
180.0,225280,74.2188720703125,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,75.45631980000002,180.0,297,110,756
180.0,226304,78.23043823242188,0.186767578125,-3.452799666672945,0.013664052,15.657828330993652,0.0003,1100,55.977965199947356,-0.013905523231369444,0.2,-2.384185791015625e-07,,,,,
180.0,227328,77.2120590209961,,,,,,,,,,,,,,,
180.0,228352,75.1187744140625,0.176123046875,-3.473334054648876,0.017006194,20.91849136352539,0.0003,1110,54.33910215497017,-0.0157858175894944,0.2,0.0,,,,,
180.0,229376,74.1287841796875,,,,,,,,,,,,,,,
180.0,230400,75.11467742919922,0.137890625,-3.482522079348564,0.0117397215,22.564483642578125,0.0003,1120,57.36709454059601,-0.009543256905453745,0.2,5.960464477539063e-08,,,,,
180.0,231424,76.4240951538086,,,,,,,,,,,,,,,
180.0,232448,74.88395690917969,0.1564453125,-3.462941075861454,0.0142880045,14.795487403869629,0.0003,1130,54.800526881217955,-0.01006452482251916,0.2,0.0,,,,,
180.0,233472,72.22594451904297,,,,,,,,,,,,,,,
180.0,234496,74.60282897949219,0.132373046875,-3.4811645999550818,0.013564073,32.30891418457031,0.0003,1140,60.23685383796692,-0.010066539350373205,0.2,0.0,,,,,
180.0,235520,78.21958923339844,,,,,,,,,,,,,,,
180.0,236544,79.45946502685547,0.207958984375,-3.468173775076866,0.013864127,33.851253509521484,0.0003,1150,57.31002486348152,-0.014224273143918253,0.2,0.0,,,,,
180.0,237568,78.0327377319336,,,,,,,,,,,,,,,
180.0,238592,77.73966217041016,0.197900390625,-3.458372996002436,0.017483477,27.765575408935547,0.0003,1160,53.847515577077864,-0.013851821426942478,0.2,5.960464477539063e-08,,,,,
180.0,239616,78.08143615722656,,,,,,,,,,,,,,,
180.0,240640,78.30807495117188,0.16376953125,-3.460751609504223,0.014722166,17.739604949951172,0.0003,1170,52.89883501529694,-0.010903216485166923,0.2,0.0,,,,,
180.0,241664,77.76791381835938,,,,,,,,,,,,,,,
180.0,242688,75.46145629882812,0.177978515625,-3.484551004320383,0.014465177,34.332794189453125,0.0003,1180,58.13101638555527,-0.012001338037953247,0.2,0.0,,,,,
180.0,243712,76.73741149902344,,,,,,,,,,,,,,,
180.0,244736,76.22367095947266,0.128564453125,-3.4800126530230044,0.014633424,25.770099639892578,0.0003,1190,51.531229382753374,-0.007844616009970195,0.2,5.960464477539063e-08,,,,,
180.0,245760,77.53263092041016,,,,,,,,,,,,,,,
,245760,,,,,,,,,,,,77.70121998,180.0,298,120,822
180.0,246784,79.01716613769531,0.166015625,-3.43716342151165,0.016648844,17.068029403686523,0.0003,1200,54.94589398503304,-0.010967553363298067,0.2,-1.1920928955078125e-07,,,,,
180.0,247808,79.31982421875,,,,,,,,,,,,,,,
180.0,248832,78.04869842529297,0.19765625,-3.400564354658127,0.016305398,24.181663513183594,0.0003,1210,49.77866242527962,-0.014618306467309595,0.2,0.0,,,,,
180.0,249856,81.01179504394531,,,,,,,,,,,,,,,
180.0,250880,81.34772491455078,0.135791015625,-3.3760242491960524,0.014175164,27.998645782470703,0.0003,1220,54.402796840667726,-0.008696277471608482,0.2,0.0,,,,,
180.0,251904,75.45868682861328,,,,,,,,,,,,,,,
180.0,252928,80.0503921508789,0.190283203125,-3.348246628791094,0.014452884,27.474973678588867,0.0003,1230,47.65967885255814,-0.013970154024718795,0.2,5.960464477539063e-08,,,,,
180.0,253952,78.29527282714844,,,,,,,,,,,,,,,
180.0,254976,79.19435119628906,0.179833984375,-3.3694267526268957,0.015059122,17.535655975341797,0.0003,1240,54.560696893930434,-0.013725490872457159,0.2,5.960464477539063e-08,,,,,
180.0,256000,80.79594421386719,,,,,,,,,,,,,,,
180.0,257024,86.20085144042969,0.1455078125,-3.3703320898115634,0.0145972315,25.53341293334961,0.0003,1250,51.9090842962265,-0.008357673213322415,0.2,-1.1920928955078125e-07,,,,,
180.0,258048,73.82255554199219,,,,,,,,,,,,,,,
180.0,259072,78.0425796508789,0.221826171875,-3.374201952666044,0.016835041,26.872699737548828,0.0003,1260,53.47037950754166,-0.016260103481181433,0.2,0.0,,,,,
180.0,260096,77.2952651977539,,,,,,,,,,,,,,,
180.0,261120,79.83282470703125,0.178515625,-3.3632383547723292,0.01651898,17.68063735961914,0.0003,1270,51.75826282501221,-0.012959977454738692,0.2,0.0,,,,,
180.0,262144,78.93352508544922,,,,,,,,,,,,,,,
180.0,263168,80.11814880371094,0.15322265625,-3.369316655397415,0.015522651,26.38145637512207,0.0003,1280,48.90703579187393,-0.010293446149444208,0.2,0.0,,,,,
180.0,264192,75.29000854492188,,,,,,,,,,,,,,,
180.0,265216,79.67391204833984,0.205859375,-3.3767104759812354,0.014855901,30.902393341064453,0.0003,1290,49.438591074943545,-0.01670893205446191,0.2,0.0,,,,,
180.0,266240,78.12218475341797,,,,,,,,,,,,,,,
,266240,,,,,,,,,,,,78.93754922,180.0,299,130,888
180.0,267264,80.40135955810547,0.19306640625,-3.379689335823059,0.017355662,11.619512557983398,0.0003,1300,57.83044382929802,-0.012156787101412192,0.2,0.0,,,,,
180.0,268288,78.94776916503906,,,,,,,,,,,,,,,
180.0,269312,75.72718048095703,0.161767578125,-3.3960348807275293,0.015393247,24.5880069732666,0.0003,1310,55.78558734059334,-0.011831887558219022,0.2,5.960464477539063e-08,,,,,
180.0,270336,77.82577514648438,,,,,,,,,,,,,,,
180.0,271360,78.75394439697266,0.1689453125,-3.3811892852187158,0.0147924675,27.649946212768555,0.0003,1320,50.02535727024078,-0.010709258446877357,0.2,0.0,,,,,
180.0,272384,77.01025390625,,,,,,,,,,,,,,,
180.0,273408,82.67281341552734,0.159033203125,-3.387774545699358,0.014189421,31.828283309936523,0.0003,1330,51.34612511396408,-0.009922672757238616,0.2,-1.1920928955078125e-07,,,,,
180.0,274432,81.48696899414062,,,,,,,,,,,,,,,
180.0,275456,80.31825256347656,0.184423828125,-3.3840426445007323,0.015621254,33.54305648803711,0.0003,1340,54.7105389893055,-0.013255444746755529,0.2,5.960464477539063e-08,,,,,
180.0,276480,81.14060974121094,,,,,,,,,,,,,,,
180.0,277504,78.52806091308594,0.1517578125,-3.3918543472886085,0.011715419,31.954084396362305,0.0003,1350,49.95951656103134,-0.011129772452113685,0.2,0.0,,,,,
180.0,278528,79.51667022705078,,,,,,,,,,,,,,,
180.0,279552,79.10992431640625,0.155712890625,-3.3882731921970843,0.015730513,36.657379150390625,0.0003,1360,59.813401407003404,-0.01159390337415971,0.2,0.0,,,,,
180.0,280576,78.12324523925781,,,,,,,,,,,,,,,
180.0,281600,80.30541229248047,0.187060546875,-3.3725293576717377,0.01518761,20.3579044342041,0.0003,1370,49.70500112771988,-0.011856409811298364,0.2,5.960464477539063e-08,,,,,
180.0,282624,80.2851333618164,,,,,,,,,,,,,,,
180.0,283648,76.09014892578125,0.180859375,-3.413859673589468,0.016690245,21.83597755432129,0.0003,1380,55.74348813891411,-0.013309847041819011,0.2,0.0,,,,,
180.0,284672,81.25167846679688,,,,,,,,,,,,,,,
180.0,285696,78.24632263183594,0.1787109375,-3.403721263259649,0.015296718,25.323139190673828,0.0003,1390,54.362734109163284,-0.013804178773716558,0.2,-1.1920928955078125e-07,,,,,
180.0,286720,83.41217041015625,,,,,,,,,,,,,,,
,286720,,,,,,,,,,,,78.59679999000001,180.0,300,140,954
180.0,287744,75.59034729003906,0.156689453125,-3.4071517921984196,0.013140086,29.498043060302734,0.0003,1400,55.133877229690555,-0.010224763974110828,0.2,5.960464477539063e-08,,,,,
180.0,288768,76.5057601928711,,,,,,,,,,,,,,,
180.0,289792,80.26950073242188,0.179345703125,-3.4143955633044243,0.013827136,19.71925926208496,0.0003,1410,53.37053743004799,-0.01532609182613669,0.2,0.0,,,,,
180.0,290816,80.50144958496094,,,,,,,,,,,,,,,
180.0,291840,77.02717590332031,0.13349609375,-3.395623716711998,0.015834227,35.53545379638672,0.0003,1420,59.34200310707092,-0.012296750790847,0.2,5.960464477539063e-08,,,,,
180.0,292864,79.49494934082031,,,,,,,,,,,,,,,
180.0,293888,79.9274673461914,0.16484375,-3.350752931088209,0.016882565,30.578292846679688,0.0003,1430,58.2954042494297,-0.013458183308830484,0.2,0.0,,,,,
180.0,294912,81.9162368774414,,,,,,,,,,,,,,,
180.0,295936,81.58649444580078,0.152685546875,-3.337291993200779,0.013088223,34.65309524536133,0.0003,1440,60.768906491994855,-0.00953474771231413,0.2,0.0,,,,,
180.0,296960,82.034423828125,,,,,,,,,,,,,,,
180.0,297984,82.32814025878906,0.187060546875,-3.3703376203775406,0.012799793,22.923524856567383,0.0003,1450,54.78732653260231,-0.011772247248154599,0.2,-1.1920928955078125e-07,,,,,
180.0,299008,83.65686798095703,,,,,,,,,,,,,,,
180.0,300032,78.98180389404297,0.2099609375,-3.385266675055027,0.016574968,17.843860626220703,0.0003,1460,53.64894644021988,-0.01740800040133763,0.2,0.0,,,,,
180.0,301056,76.69027709960938,,,,,,,,,,,,,,,
180.0,302080,85.34138488769531,0.184375,-3.3673477359116077,0.014063891,19.00967025756836,0.0003,1470,53.74563661813736,-0.011243223098426824,0.2,0.0,,,,,
180.0,303104,83.06404113769531,,,,,,,,,,,,,,,
180.0,304128,83.02110290527344,0.172314453125,-3.3731633692979814,0.016619392,23.273273468017578,0.0003,1480,47.771234065294266,-0.012957243216078496,0.2,0.0,,,,,
180.0,305152,79.19796752929688,,,,,,,,,,,,,,,
180.0,306176,79.9183120727539,0.203564453125,-3.395630306005478,0.0165009,20.137962341308594,0.0003,1490,59.21614350676536,-0.016893995166174135,0.2,0.0,,,,,
180.0,307200,83.0572280883789,,,,,,,,,,,,,,,
,307200,,,,,,,,,,,,81.21910393,180.0,301,150,1020
180.0,308224,82.91473388671875,0.1439453125,-3.3879234716296196,0.012538459,32.949825286865234,0.0003,1500,54.381201738119124,-0.011539957692730241,0.2,5.960464477539063e-08,,,,,
180.0,309248,80.57978057861328,,,,,,,,,,,,,,,
180.0,310272,85.03147888183594,0.200048828125,-3.3960142731666565,0.013767221,35.6629638671875,0.0003,1510,57.408055394887924,-0.011886538092221599,0.2,0.0,,,,,
180.0,311296,84.58880615234375,,,,,,,,,,,,,,,
180.0,312320,85.141845703125,0.142724609375,-3.407859145849943,0.014096944,34.13159942626953,0.0003,1520,57.99938542842865,-0.010799947337363846,0.2,0.0,,,,,
180.0,313344,82.25167083740234,,,,,,,,,,,,,,,
180.0,314368,83.05781555175781,0.13466796875,-3.4277564965188505,0.012151884,33.686283111572266,0.0003,1530,56.31098303794861,-0.008921481102879625,0.2,-1.1920928955078125e-07,,,,,
180.0,315392,81.32943725585938,,,,,,,,,,,,,,,
180.0,316416,84.22929382324219,0.16083984375,-3.4098815150558948,0.015179148,24.01896095275879,0.0003,1540,58.259350484609605,-0.011257590217428514,0.2,0.0,,,,,
180.0,317440,83.89895629882812,,,,,,,,,,,,,,,
180.0,318464,84.17123413085938,0.194677734375,-3.403914725035429,0.016076997,22.6589298248291,0.0003,1550,56.43750450015068,-0.014764563717471901,0.2,5.960464477539063e-08,,,,,
180.0,319488,84.11546325683594,,,,,,,,,,,,,,,
180.0,320512,85.36550903320312,0.16005859375,-3.40288555547595,0.014517397,31.3712158203125,0.0003,1560,56.545173674821854,-0.009222928891540505,0.2,0.0,,,,,
180.0,321536,84.20196533203125,,,,,,,,,,,,,,,
180.0,322560,83.43675231933594,0.210205078125,-3.391766707599163,0.015101234,48.167110443115234,0.0003,1570,67.13650842308998,-0.015873836568789556,0.2,-1.1920928955078125e-07,,,,,
180.0,323584,84.32514953613281,,,,,,,,,,,,,,,
180.0,324608,87.18798828125,0.22333984375,-3.3787608563899996,0.017569356,22.151248931884766,0.0003,1580,59.479413157701494,-0.016805407060019206,0.2,-1.1920928955078125e-07,,,,,
180.0,325632,86.33567810058594,,,,,,,,,,,,,,,
180.0,326656,85.44386291503906,0.1703125,-3.3801993392407894,0.01522619,22.770536422729492,0.0003,1590,52.7048815369606,-0.010723289217276033,0.2,0.0,,,,,
180.0,327680,83.68946838378906,,,,,,,,,,,,,,,
,327680,,,,,,,,,,,,82.42612229999999,180.0,301,160,1086
180.0,328704,83.51971435546875,0.1140625,-3.3632848031818865,0.01427347,17.832754135131836,0.0003,1600,53.477969294786455,-0.007994495359889697,0.2,0.0,,,,,
180.0,329728,81.8492660522461,,,,,,,,,,,,,,,
180.0,330752,89.32957458496094,0.191455078125,-3.319134905934334,0.015649348,35.33930206298828,0.0003,1610,53.377943098545074,-0.013951500425173435,0.2,0.0,,,,,
180.0,331776,84.69303131103516,,,,,,,,,,,,,,,
180.0,332800,84.17303466796875,0.172509765625,-3.3288888014853,0.015627494,33.767677307128906,0.0003,1620,56.9794601559639,-0.011194839568634051,0.2,-1.1920928955078125e-07,,,,,
180.0,333824,86.13854217529297,,,,,,,,,,,,,,,
180.0,334848,88.63166046142578,0.185400390625,-3.348272677510977,0.015246526,26.639537811279297,0.0003,1630,52.654202210903165,-0.0132446739327861,0.2,0.0,,,,,
180.0,335872,85.20758056640625,,,,,,,,,,,,,,,
180.0,336896,85.61124420166016,0.17822265625,-3.396522366255522,0.015049834,21.77370834350586,0.0003,1640,62.108972150087354,-0.014227931822824757,0.2,0.0,,,,,
180.0,337920,86.6959228515625,,,,,,,,,,,,,,,
180.0,338944,84.74427795410156,0.214013671875,-3.366092471778393,0.016465666,21.763259887695312,0.0003,1650,58.681453639268874,-0.01681870460306527,0.2,0.0,,,,,
180.0,339968,83.52789306640625,,,,,,,,,,,,,,,
180.0,340992,87.88406372070312,0.1939453125,-3.403524874150753,0.015012458,48.7147331237793,0.0003,1660,63.20439333915711,-0.012032460904447363,0.2,0.0,,,,,
180.0,342016,86.19044494628906,,,,,,,,,,,,,,,
180.0,343040,86.95672607421875,0.14736328125,-3.4042953848838806,0.014218133,46.378570556640625,0.0003,1670,59.601794850826266,-0.010756989443325437,0.2,-1.1920928955078125e-07,,,,,
180.0,344064,83.31999206542969,,,,,,,,,,,,,,,
180.0,345088,85.63909912109375,0.178173828125,-3.388181626051664,0.017215298,23.517080307006836,0.0003,1680,59.22760165333748,-0.012004421425808686,0.2,0.0,,,,,
180.0,346112,84.30309295654297,,,,,,,,,,,,,,,
180.0,347136,86.83802795410156,0.14423828125,-3.3792261838912965,0.012154353,15.196666717529297,0.0003,1690,55.84351509809494,-0.009134797220758628,0.2,0.0,,,,,
180.0,348160,86.37157440185547,,,,,,,,,,,,,,,
,348160,,,,,,,,,,,,85.11416075000001,180.0,302,170,1152
180.0,349184,82.0666732788086,0.142578125,-3.402022425085306,0.012332736,28.830352783203125,0.0003,1700,62.893323707580564,-0.007987861921719741,0.2,5.960464477539063e-08,,,,,
180.0,350208,85.29457092285156,,,,,,,,,,,,,,,
180.0,351232,85.79011535644531,0.183740234375,-3.385129166394472,0.012547055,25.890972137451172,0.0003,1710,57.11424486637115,-0.012405679708172102,0.2,-1.1920928955078125e-07,,,,,
180.0,352256,82.34223175048828,,,,,,,,,,,,,,,
180.0,353280,84.95950317382812,0.154150390625,-3.3760862819850446,0.017043442,28.069673538208008,0.0003,1720,52.24799838066101,-0.010056722088484094,0.2,0.0,,,,,
180.0,354304,85.28474426269531,,,,,,,,,,,,,,,
180.0,355328,83.98905181884766,0.1365234375,-3.320947005599737,0.013683893,26.367332458496094,0.0003,1730,56.538304907083514,-0.010967207064823015,0.2,0.0,,,,,
180.0,356352,83.83602905273438,,,,,,,,,,,,,,,
180.0,357376,83.11375427246094,0.16689453125,-3.315210273116827,0.014150899,20.87413215637207,0.0003,1740,51.774224603176116,-0.011220465331280138,0.2,0.0,,,,,
180.0,358400,82.4516372680664,,,,,,,,,,,,,,,
180.0,359424,81.8492660522461,0.18427734375,-3.340378041565418,0.017455935,19.607378005981445,0.0003,1750,53.20697418451309,-0.013663352114963345,0.2,1.1920928955078125e-07,,,,,
180.0,360448,84.58831787109375,,,,,,,,,,,,,,,
180.0,361472,85.28746795654297,0.145849609375,-3.355550117790699,0.014799343,30.79649543762207,0.0003,1760,64.54301503896713,-0.010381315226550215,0.2,-1.1920928955078125e-07,,,,,
180.0,362496,86.68160247802734,,,,,,,,,,,,,,,
180.0,363520,86.90184020996094,0.16103515625,-3.3832631394267083,0.012772166,26.2962703704834,0.0003,1770,54.69142048358917,-0.011028551564959344,0.2,-1.1920928955078125e-07,,,,,
180.0,364544,85.275146484375,,,,,,,,,,,,,,,
180.0,365568,84.59983825683594,0.143408203125,-3.3793116599321364,0.014876019,26.122526168823242,0.0003,1780,56.255392867326734,-0.011909365307656117,0.2,0.0,,,,,
180.0,366592,82.77859497070312,,,,,,,,,,,,,,,
180.0,367616,82.55075073242188,0.130615234375,-3.406465684622526,0.011618797,32.942832946777344,0.0003,1790,55.083977580070496,-0.010420312045607717,0.2,0.0,,,,,
180.0,368640,87.80015563964844,,,,,,,,,,,,,,,
,368640,,,,,,,,,,,,84.54283335,180.0,302,180,1218
180.0,369664,79.14698791503906,0.17763671875,-3.4167719297111034,0.014414696,36.63001251220703,0.0003,1800,63.30410606265068,-0.012060327296785545,0.2,0.0,,,,,
180.0,370688,86.05473327636719,,,,,,,,,,,,,,,
180.0,371712,81.87107849121094,0.190869140625,-3.437807302176952,0.0143430475,36.09494400024414,0.0003,1810,57.31858195066452,-0.013213893354986794,0.2,0.0,,,,,
180.0,372736,83.75759887695312,,,,,,,,,,,,,,,
180.0,373760,83.40542602539062,0.188427734375,-3.4302173376083376,0.015143203,37.383358001708984,0.0003,1820,57.27176884412766,-0.011000930046429857,0.2,0.0,,,,,
180.0,374784,81.80543518066406,,,,,,,,,,,,,,,
180.0,375808,84.06767272949219,0.152880859375,-3.424287612736225,0.015157145,35.460296630859375,0.0003,1830,60.44353039264679,-0.009761031396919861,0.2,-1.1920928955078125e-07,,,,,
180.0,376832,85.6231918334961,,,,,,,,,,,,,,,
180.0,377856,86.6890640258789,0.157763671875,-3.433117763698101,0.011904049,32.45774459838867,0.0003,1840,65.7898835003376,-0.010478594664891715,0.2,0.0,,,,,
180.0,378880,86.13139343261719,,,,,,,,,,,,,,,
180.0,379904,84.94536590576172,0.13671875,-3.4190376669168474,0.010226853,32.600929260253906,0.0003,1850,56.18210235238075,-0.007847797949216329,0.2,0.0,,,,,
180.0,380928,86.03597259521484,,,,,,,,,,,,,,,
180.0,381952,81.89334869384766,0.145068359375,-3.4258860290050506,0.012884662,34.31785202026367,0.0003,1860,69.60396676659585,-0.009140371294051874,0.2,-1.1920928955078125e-07,,,,,
180.0,382976,85.34317016601562,,,,,,,,,,,,,,,
180.0,384000,85.09414672851562,0.1720703125,-3.425523791462183,0.013562275,30.656269073486328,0.0003,1870,60.59733248949051,-0.011352588250883856,0.2,0.0,,,,,
180.0,385024,84.98030090332031,,,,,,,,,,,,,,,
180.0,386048,83.60759735107422,0.1244140625,-3.4453660480678083,0.012327379,29.40366554260254,0.0003,1880,60.02609197497368,-0.00791516258905176,0.2,0.0,,,,,
180.0,387072,84.71874237060547,,,,,,,,,,,,,,,
180.0,388096,84.72247314453125,0.155078125,-3.460512322187424,0.014597124,23.394668579101562,0.0003,1890,63.01382047533989,-0.011561142140999436,0.2,0.0,,,,,
180.0,389120,86.82369232177734,,,,,,,,,,,,,,,
,389120,,,,,,,,,,,,85.43305201999999,180.0,302,190,1285
180.0,390144,86.20588684082031,0.130859375,-3.4452475354075434,0.013692461,40.6268310546875,0.0003,1900,64.40194388628007,-0.00826651184615912,0.2,0.0,,,,,
180.0,391168,82.54754638671875,,,,,,,,,,,,,,,
180.0,392192,83.45951080322266,0.134423828125,-3.443444610387087,0.013591034,37.94328308105469,0.0003,1910,56.9429069340229,-0.011334064407856203,0.2,5.960464477539063e-08,,,,,
180.0,393216,87.53658294677734,,,,,,,,,,,,,,,
180.0,394240,84.6490478515625,0.1865234375,-3.448556509613991,0.013369493,33.279083251953125,0.0003,1920,62.32519496679306,-0.012506540420872625,0.2,5.960464477539063e-08,,,,,
180.0,395264,79.31246948242188,,,,,,,,,,,,,,,
180.0,396288,85.34632873535156,0.21982421875,-3.4575511194765567,0.015345834,30.106369018554688,0.0003,1930,59.78661977648735,-0.015503432878176682,0.2,0.0,,,,,
180.0,397312,86.71314239501953,,,,,,,,,,,,,,,
180.0,398336,84.99899291992188,0.150732421875,-3.4778406508266926,0.013147161,20.60835075378418,0.0003,1940,66.98741310834885,-0.010541448142612353,0.2,0.0,,,,,
180.0,399360,83.65876770019531,,,,,,,,,,,,,,,
180.0,400384,80.47789764404297,0.159765625,-3.469929240643978,0.015757008,34.76124572753906,0.0003,1950,62.044052773714064,-0.011713571099971887,0.2,5.960464477539063e-08,,,,,
180.0,401408,84.17658233642578,,,,,,,,,,,,,,,
