time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
1024,14.60135269165039,12.0,,,,,,,,,,,,,,,
2048,15.108025550842285,12.0,,,,,,,,,,,,,,,
3072,14.369853973388672,12.0,0.0003,30.63832249045372,0.2,-3.9061296552419664,0.05649333,-0.05534410847176332,10,0.4328125,13.07764720916748,-0.03199899196624756,,,,,
4096,17.172382354736328,12.0,,,,,,,,,,,,,,,
5120,15.767516136169434,12.0,0.0003,27.70131845474243,0.2,-3.897191537171602,0.059091702,-0.049536807386903095,20,0.436376953125,12.059911727905273,0.023936450481414795,,,,,
6144,14.151937484741211,12.0,,,,,,,,,,,,,,,
7168,14.709755897521973,12.0,0.0003,29.77418424487114,0.2,-3.886342439800501,0.05915714,-0.05069834158057347,30,0.457373046875,14.814323425292969,0.012222826480865479,,,,,
8192,13.849626541137695,12.0,,,,,,,,,,,,,,,
9216,12.153732299804688,12.0,0.0003,26.586820954084395,0.2,-3.8841999284923077,0.060192093,-0.05019261523848399,40,0.456005859375,14.24746322631836,0.018158435821533203,,,,,
10240,16.382619857788086,12.0,,,,,,,,,,,,,,,
11264,15.716552734375,12.0,0.0003,27.79216373562813,0.2,-3.8804958827793596,0.06021758,-0.04934718177537434,50,0.4376953125,12.22628116607666,0.0021665096282958984,,,,,
12288,16.182289123535156,12.0,,,,,,,,,,,,,,,
13312,16.80471420288086,12.0,0.0003,27.62786821126938,0.2,-3.887490055710077,0.05755797,-0.04614117853634525,60,0.443212890625,11.67298412322998,-8.165836334228516e-05,,,,,
14336,17.335174560546875,12.0,,,,,,,,,,,,,,,
15360,15.96265697479248,12.0,0.0003,27.48046582341194,0.2,-3.878187668323517,0.05849343,-0.046104115681373514,70,0.43447265625,11.192553520202637,6.735324859619141e-06,,,,,
16384,14.73476791381836,12.0,,,,,,,,,,,,,,,
17408,15.634138107299805,12.0,0.0003,24.713002237677575,0.2,-3.8761105641722677,0.06155734,-0.04893521469202824,80,0.42421875,13.220796585083008,3.635883331298828e-05,,,,,
18432,16.782392501831055,12.0,,,,,,,,,,,,,,,
19456,14.136995315551758,12.0,0.0003,26.33810766339302,0.2,-3.8723266370594502,0.059635565,-0.04499513179762289,90,0.434765625,11.37588119506836,-5.614757537841797e-05,,,,,
20480,15.907146453857422,12.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,14.17342175,12.0,10,18,1119
21504,17.927326202392578,12.0,0.0003,26.151484102010727,0.2,-3.8603884130716324,0.05390141,-0.04328176722628996,100,0.427197265625,11.312456130981445,1.8656253814697266e-05,,,,,
22528,13.904292106628418,12.0,,,,,,,,,,,,,,,
23552,13.854889869689941,12.0,0.0003,25.360938015580178,0.2,-3.855274023860693,0.0636842,-0.04306879994401243,110,0.4255859375,16.153308868408203,9.381771087646484e-05,,,,,
24576,17.423175811767578,12.0,,,,,,,,,,,,,,,
25600,16.685684204101562,12.0,0.0003,26.983184081315994,0.2,-3.8345008835196497,0.062243223,-0.04523195081274025,120,0.412890625,13.292584419250488,0.00031560659408569336,,,,,
26624,14.13308334350586,12.0,,,,,,,,,,,,,,,
27648,19.505678176879883,12.0,0.0003,24.198625120520592,0.2,-3.821777395904064,0.05904215,-0.038634657399961726,130,0.416845703125,9.761687278747559,6.723403930664062e-05,,,,,
28672,13.804295539855957,12.0,,,,,,,,,,,,,,,
29696,14.852861404418945,12.0,0.0003,26.99410762786865,0.2,-3.8210894614458084,0.06440042,-0.04236287566309329,140,0.4130859375,9.70939826965332,0.00010526180267333984,,,,,
30720,19.260791778564453,12.0,,,,,,,,,,,,,,,
31744,14.921558380126953,12.0,0.0003,24.916048777103423,0.2,-3.800395879894495,0.060344167,-0.047263176512205976,150,0.4318359375,10.535445213317871,0.00017279386520385742,,,,,
32768,13.090156555175781,12.0,,,,,,,,,,,,,,,
33792,14.822263717651367,12.0,0.0003,24.78718429505825,0.2,-3.7852521114051343,0.07004115,-0.046424335733172485,160,0.437841796875,9.570525169372559,0.004734396934509277,,,,,
34816,17.891067504882812,12.0,,,,,,,,,,,,,,,
35840,16.606952667236328,12.0,0.0003,24.650941383838653,0.2,-3.7586176238954065,0.07473509,-0.041745890889433215,170,0.46572265625,10.471872329711914,3.0219554901123047e-05,,,,,
36864,15.21965503692627,12.0,,,,,,,,,,,,,,,
37888,17.410594940185547,12.0,0.0003,22.26963458955288,0.2,-3.745884822309017,0.06893214,-0.04015905308915535,180,0.454638671875,9.389909744262695,4.291534423828125e-06,,,,,
38912,18.819293975830078,12.0,,,,,,,,,,,,,,,
39936,14.886998176574707,12.0,0.0003,22.239067798852922,0.2,-3.723105491697788,0.072901264,-0.03896183631732129,190,0.436962890625,12.964591026306152,-4.5299530029296875e-06,,,,,
40960,16.689231872558594,12.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,14.65614987,12.0,20,37,1100
41984,17.809280395507812,12.0,0.0003,22.21627965569496,0.2,-3.6989068068563937,0.07713923,-0.039631444471888246,200,0.4560546875,10.122719764709473,-9.417533874511719e-06,,,,,
43008,17.40363311767578,12.0,,,,,,,,,,,,,,,
44032,17.10935401916504,12.0,0.0003,24.03351721763611,0.2,-3.6679407551884653,0.07807697,-0.04151754676713608,210,0.451318359375,10.975969314575195,-4.172325134277344e-06,,,,,
45056,15.72757339477539,12.0,,,,,,,,,,,,,,,
46080,14.365800857543945,12.0,0.0003,22.375420331954956,0.2,-3.627929826825857,0.09227987,-0.03303232849139022,220,0.46376953125,14.67127513885498,-4.887580871582031e-06,,,,,
47104,15.57526969909668,12.0,,,,,,,,,,,,,,,
48128,18.556659698486328,12.0,0.0003,21.904390954971312,0.2,-3.57530322521925,0.08414543,-0.03972172243520618,230,0.44990234375,11.258232116699219,-5.602836608886719e-06,,,,,
49152,13.11161994934082,12.0,,,,,,,,,,,,,,,
50176,17.133609771728516,12.0,0.0003,22.36177046597004,0.2,-3.5482006132602693,0.0817624,-0.038427310889528596,240,0.416162109375,12.15965747833252,-2.7418136596679688e-06,,,,,
51200,16.53978157043457,12.0,,,,,,,,,,,,,,,
52224,16.85219383239746,12.0,0.0003,22.447467246651648,0.2,-3.4669620476663114,0.07904724,-0.03553575525002088,250,0.42060546875,13.495467185974121,-1.430511474609375e-06,,,,,
53248,18.895605087280273,12.0,,,,,,,,,,,,,,,
54272,17.582340240478516,12.0,0.0003,22.113408800959586,0.2,-3.410562704503536,0.07323566,-0.042860810027923434,260,0.416455078125,11.130916595458984,-2.7418136596679688e-06,,,,,
55296,18.125076293945312,12.0,,,,,,,,,,,,,,,
56320,14.7421293258667,12.0,0.0003,22.930413901805878,0.2,-3.3373236276209353,0.09210847,-0.04495769723289413,270,0.4376953125,13.23423957824707,-1.7881393432617188e-06,,,,,
57344,19.27345085144043,12.0,,,,,,,,,,,,,,,
58368,16.109813690185547,12.0,0.0003,21.987783354520797,0.2,-3.2645817756652833,0.083409816,-0.03690858292393386,280,0.403759765625,11.003355026245117,-3.5762786865234375e-07,,,,,
59392,18.48976707458496,12.0,,,,,,,,,,,,,,,
60416,18.29998779296875,12.0,0.0003,22.33527681529522,0.2,-3.2141203619539738,0.0839355,-0.04502522953553125,290,0.41533203125,9.622946739196777,-1.5497207641601562e-06,,,,,
61440,19.188339233398438,12.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,17.958822740000002,12.0,30,56,1096
62464,19.777618408203125,12.0,0.0003,22.04931482374668,0.2,-3.166239379346371,0.07351,-0.04095331075659488,300,0.40380859375,10.1503324508667,-1.6689300537109375e-06,,,,,
63488,19.921985626220703,12.0,,,,,,,,,,,,,,,
64512,19.138469696044922,12.0,0.0003,22.77654052078724,0.2,-3.110014323145151,0.09349157,-0.04121362354781013,310,0.41083984375,11.358375549316406,-7.152557373046875e-07,,,,,
65536,21.57491111755371,12.0,,,,,,,,,,,,,,,
66560,19.25225830078125,12.0,0.0003,21.19073603153229,0.2,-3.0395991161465643,0.10021899,-0.04485410802299157,320,0.4240234375,13.146424293518066,-5.960464477539062e-07,,,,,
67584,18.182178497314453,12.0,,,,,,,,,,,,,,,
68608,19.021921157836914,12.0,0.0003,20.716876628994942,0.2,-2.9642059072852134,0.0887848,-0.03980626518605277,330,0.4173828125,10.499388694763184,-1.0728836059570312e-06,,,,,
69632,19.984909057617188,12.0,,,,,,,,,,,,,,,
70656,19.12439727783203,12.0,0.0003,20.590063384175302,0.2,-2.9202436856925487,0.073057115,-0.040466305607697,340,0.35791015625,9.056987762451172,-3.5762786865234375e-07,,,,,
71680,23.120681762695312,12.0,,,,,,,,,,,,,,,
72704,18.42393684387207,12.0,0.0003,19.795162829756737,0.2,-2.8742018304765224,0.09860323,-0.04156228999199811,350,0.408740234375,10.493639945983887,-2.384185791015625e-07,,,,,
