eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/loss,train/n_updates,train/clip_fraction,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
13.116361618041992,1024,180.0,,,,,,,,,,,,,,,
13.981019973754883,2048,180.0,,,,,,,,,,,,,,,
14.962668418884277,3072,180.0,0.02523994,-0.039913469947714476,42.60539306402207,0.0003,-5.867019905149936,0.2,0.0005522966384887695,20.343868255615234,10,0.409228515625,,,,,
14.818550109863281,4096,180.0,,,,,,,,,,,,,,,
14.217937469482422,5120,180.0,0.023376763,-0.040165006609458945,34.08066129684448,0.0003,-5.843684217333793,0.2,0.0,12.601351737976074,20,0.386572265625,,,,,
12.896318435668945,6144,180.0,,,,,,,,,,,,,,,
14.749288558959961,7168,180.0,0.021514237,-0.03128305539867142,41.88893900513649,0.0003,-5.831212487816811,0.2,0.0,27.417367935180664,30,0.3201171875,,,,,
12.702096939086914,8192,180.0,,,,,,,,,,,,,,,
13.346526145935059,9216,180.0,0.0252052,-0.03654058027022984,49.0300853073597,0.0003,-5.809265124797821,0.2,-1.1920928955078125e-07,27.654783248901367,40,0.361376953125,,,,,
14.492753982543945,10240,180.0,,,,,,,,,,,,,,,
14.600486755371094,11264,180.0,0.022625051,-0.03630187855887925,35.54651125371456,0.0003,-5.785190293192864,0.2,0.0,32.305667877197266,50,0.352001953125,,,,,
15.321578979492188,12288,180.0,,,,,,,,,,,,,,,
14.026456832885742,13312,180.0,0.021480463,-0.038239148020511496,42.38768204450607,0.0003,-5.758134177327156,0.2,0.0,11.613826751708984,60,0.337939453125,,,,,
14.140626907348633,14336,180.0,,,,,,,,,,,,,,,
14.201566696166992,15360,180.0,0.020194419,-0.03351919762062607,41.441472163796426,0.0003,-5.749113114178181,0.2,0.0,8.141739845275879,70,0.30625,,,,,
13.729331970214844,16384,180.0,,,,,,,,,,,,,,,
13.05492877960205,17408,180.0,0.020507906,-0.03247855464578606,46.64792559742928,0.0003,-5.731189082562923,0.2,5.960464477539063e-08,11.624443054199219,80,0.28857421875,,,,,
14.721871376037598,18432,180.0,,,,,,,,,,,,,,,
14.386465072631836,19456,180.0,0.02093155,-0.038078872763435356,39.97513461112976,0.0003,-5.714340233802796,0.2,0.0,21.586910247802734,90,0.3470703125,,,,,
14.884054183959961,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,72,10,180.0,14.208569359999998,283
14.776721000671387,21504,180.0,0.021795005,-0.03412629509111866,39.84248433113098,0.0003,-5.679433110356331,0.2,0.0,15.424996376037598,100,0.327490234375,,,,,
16.020294189453125,22528,180.0,,,,,,,,,,,,,,,
16.09859848022461,23552,180.0,0.0206682,-0.03658332590275677,48.48722095489502,0.0003,-5.630418683588505,0.2,0.0,30.523983001708984,110,0.36162109375,,,,,
13.336997985839844,24576,180.0,,,,,,,,,,,,,,,
15.643539428710938,25600,180.0,0.021486567,-0.03476435488119023,42.54064284265041,0.0003,-5.60704516172409,0.2,0.0,28.257192611694336,120,0.333154296875,,,,,
15.454513549804688,26624,180.0,,,,,,,,,,,,,,,
16.68832778930664,27648,180.0,0.02042844,-0.034252605441724884,41.428557029366495,0.0003,-5.589305439591408,0.2,0.0,22.529155731201172,130,0.34140625,,,,,
16.038057327270508,28672,180.0,,,,,,,,,,,,,,,
16.442970275878906,29696,180.0,0.020356715,-0.0331917842173425,41.317904317378996,0.0003,-5.567414881289006,0.2,0.0,18.262496948242188,140,0.348193359375,,,,,
14.590656280517578,30720,180.0,,,,,,,,,,,,,,,
15.070159912109375,31744,180.0,0.02016591,-0.03637310798076214,35.51704688668251,0.0003,-5.510613337159157,0.2,0.0,9.143418312072754,150,0.355224609375,,,,,
