eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean
13.812875747680664,1024,180.0,,,,,,,,,,,,,,,
13.55081558227539,2048,180.0,,,,,,,,,,,,,,,
13.243753433227539,3072,180.0,0.43017578125,0.0017542243003845215,10,0.2,8.562313079833984,-5.867498576641083,0.024246514,-0.04655609236579039,16.316916920244694,0.0003,,,,,
12.684993743896484,4096,180.0,,,,,,,,,,,,,,,
12.560483932495117,5120,180.0,0.369775390625,5.960464477539063e-08,20,0.2,10.03275203704834,-5.8447209492325785,0.024277864,-0.03907265486050164,14.442810966074466,0.0003,,,,,
13.308908462524414,6144,180.0,,,,,,,,,,,,,,,
12.578392028808594,7168,180.0,0.390380859375,0.0,30,0.2,4.922754764556885,-5.81614555567503,0.024966106,-0.04190364527166821,14.579812411963939,0.0003,,,,,
12.456568717956543,8192,180.0,,,,,,,,,,,,,,,
12.20589828491211,9216,180.0,0.38134765625,5.960464477539063e-08,40,0.2,5.487937927246094,-5.7994962856173515,0.022974642,-0.039449033117853104,14.00043780580163,0.0003,,,,,
13.604905128479004,10240,180.0,,,,,,,,,,,,,,,
13.505168914794922,11264,180.0,0.33447265625,5.960464477539063e-08,50,0.2,6.560333251953125,-5.778226117789745,0.021530297,-0.03576622876571491,13.741162951290608,0.0003,,,,,
12.91486930847168,12288,180.0,,,,,,,,,,,,,,,
12.920010566711426,13312,180.0,0.35947265625,0.0,60,0.2,9.46464729309082,-5.763958749175072,0.02247018,-0.03857569050451275,15.842336268723011,0.0003,,,,,
13.553659439086914,14336,180.0,,,,,,,,,,,,,,,
13.378774642944336,15360,180.0,0.38720703125,0.0,70,0.2,6.5067572593688965,-5.7391402348876,0.025639614,-0.039266346331714885,12.618829193711282,0.0003,,,,,
12.621221542358398,16384,180.0,,,,,,,,,,,,,,,
13.36534595489502,17408,180.0,0.377734375,0.0,80,0.2,8.768525123596191,-5.726274457573891,0.022782847,-0.039298510311346034,13.413487197458744,0.0003,,,,,
13.118597030639648,18432,180.0,,,,,,,,,,,,,,,
13.708005905151367,19456,180.0,0.337841796875,0.0,90,0.2,7.3744378089904785,-5.706749442219734,0.01957249,-0.03915843888971722,14.555392481386662,0.0003,,,,,
13.431257247924805,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,10,13.496762239999999,229,89,180.0
14.486366271972656,21504,180.0,0.299951171875,0.0,100,0.2,6.531397342681885,-5.678775903582573,0.02046402,-0.03737708665867103,14.362930117547512,0.0003,,,,,
13.836141586303711,22528,180.0,,,,,,,,,,,,,,,
14.382416725158691,23552,180.0,0.378515625,0.0,110,0.2,6.482053279876709,-5.650500142574311,0.022617158,-0.04204192810866516,14.223420487344265,0.0003,,,,,
14.076821327209473,24576,180.0,,,,,,,,,,,,,,,
13.943426132202148,25600,180.0,0.32724609375,0.0,120,0.2,11.55741024017334,-5.6283676564693454,0.022484463,-0.036350426209537545,16.042896538972855,0.0003,,,,,
14.644765853881836,26624,180.0,,,,,,,,,,,,,,,
14.150850296020508,27648,180.0,0.340234375,-1.1920928955078125e-07,130,0.2,6.915713787078857,-5.589040341973305,0.020984694,-0.03686024820926832,14.5552166685462,0.0003,,,,,
13.948237419128418,28672,180.0,,,,,,,,,,,,,,,
13.520060539245605,29696,180.0,0.334228515625,0.0,140,0.2,6.4567975997924805,-5.549291902780533,0.021288322,-0.03475442837661831,15.642664720118045,0.0003,,,,,
14.847588539123535,30720,180.0,,,,,,,,,,,,,,,
14.607505798339844,31744,180.0,0.343115234375,0.0,150,0.2,3.7286624908447266,-5.50989498347044,0.02149389,-0.03369315673553501,14.088744448125363,0.0003,,,,,
15.195655822753906,32768,180.0,,,,,,,,,,,,,,,
15.334568977355957,33792,180.0,0.360595703125,0.0,160,0.2,5.471071243286133,-5.499652945995331,0.020354848,-0.03817593901621876,13.916386985778809,0.0003,,,,,
14.97271728515625,34816,180.0,,,,,,,,,,,,,,,
13.562986373901367,35840,180.0,0.329248046875,0.0,170,0.2,4.0405755043029785,-5.458404941856861,0.021255793,-0.03378957385139074,14.330424597859382,0.0003,,,,,
14.507195472717285,36864,180.0,,,,,,,,,,,,,,,
14.826820373535156,37888,180.0,0.36025390625,0.0,180,0.2,7.518562316894531,-5.4266665995121,0.022040006,-0.03694583046453772,15.723530317842961,0.0003,,,,,
14.714619636535645,38912,180.0,,,,,,,,,,,,,,,
15.55297565460205,39936,180.0,0.366357421875,0.0,190,0.2,8.228205680847168,-5.3784421473741535,0.020759672,-0.035123567387927324,14.07348574101925,0.0003,,,,,
14.697092056274414,40960,180.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,20,14.235086270000002,240,170,180.0
14.76504135131836,41984,180.0,0.333837890625,0.0,200,0.2,7.780055046081543,-5.363980396091938,0.02173636,-0.03251677805528743,15.150679278373719,0.0003,,,,,
15.13551139831543,43008,180.0,,,,,,,,,,,,,,,
16.138225555419922,44032,180.0,0.317041015625,0.0,210,0.2,4.229669570922852,-5.331520931422711,0.020750072,-0.03640502738999203,15.829056207835674,0.0003,,,,,
14.848602294921875,45056,180.0,,,,,,,,,,,,,,,
16.11735725402832,46080,180.0,0.32646484375,0.0,220,0.2,7.662585735321045,-5.2742052495479586,0.02011163,-0.030253630709194113,14.358115381002426,0.0003,,,,,
15.225143432617188,47104,180.0,,,,,,,,,,,,,,,
16.742868423461914,48128,180.0,0.361669921875,-1.1920928955078125e-07,230,0.2,6.425167083740234,-5.225936688482761,0.021932596,-0.03408976112114033,15.290052203834056,0.0003,,,,,
16.19702911376953,49152,180.0,,,,,,,,,,,,,,,
16.18549919128418,50176,180.0,0.314453125,0.0,240,0.2,8.20149040222168,-5.18752356916666,0.019027922,-0.028325287675397704,14.318196192383766,0.0003,,,,,
16.259872436523438,51200,180.0,,,,,,,,,,,,,,,
17.891700744628906,52224,180.0,0.342041015625,5.960464477539063e-08,250,0.2,6.069631576538086,-5.132735718786717,0.020220144,-0.03253807951696217,12.931101649254561,0.0003,,,,,
16.943546295166016,53248,180.0,,,,,,,,,,,,,,,
15.91741943359375,54272,180.0,0.348095703125,0.0,260,0.2,5.158146858215332,-5.106880071759224,0.020146182,-0.03229300548118772,13.461159718036651,0.0003,,,,,
16.998056411743164,55296,180.0,,,,,,,,,,,,,,,
17.796276092529297,56320,180.0,0.38662109375,0.0,270,0.2,7.048593521118164,-5.012201251089573,0.021704096,-0.0371834129873605,15.56836651712656,0.0003,,,,,
17.571775436401367,57344,180.0,,,,,,,,,,,,,,,
17.480405807495117,58368,180.0,0.3119140625,0.0,280,0.2,6.888533592224121,-4.970913887023926,0.019270854,-0.030945538001833483,15.88461217135191,0.0003,,,,,
17.845367431640625,59392,180.0,,,,,,,,,,,,,,,
18.90599822998047,60416,180.0,0.328125,0.0,290,0.2,8.946390151977539,-4.875799204409122,0.01888953,-0.03174375244780094,16.95738838464022,0.0003,,,,,
19.252254486083984,61440,180.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,30,16.75283196,242,252,180.0
17.55126953125,62464,180.0,0.338916015625,5.960464477539063e-08,300,0.2,3.9876537322998047,-4.808912731707096,0.021298444,-0.030798711997340432,14.303015825152396,0.0003,,,,,
19.92681884765625,63488,180.0,,,,,,,,,,,,,,,
19.88196563720703,64512,180.0,0.343798828125,-1.1920928955078125e-07,310,0.2,5.664026737213135,-4.765747104585171,0.021000799,-0.034713917010230945,14.606415750086308,0.0003,,,,,
18.343246459960938,65536,180.0,,,,,,,,,,,,,,,
19.279003143310547,66560,180.0,0.334326171875,0.0,320,0.2,8.62845516204834,-4.702920201420784,0.020108663,-0.030974375856749246,16.171764197945595,0.0003,,,,,
18.460323333740234,67584,180.0,,,,,,,,,,,,,,,
20.70740509033203,68608,180.0,0.2810546875,-1.1920928955078125e-07,330,0.2,10.645071983337402,-4.700155882537365,0.020293595,-0.025739697749668267,15.868174409866333,0.0003,,,,,
20.574703216552734,69632,180.0,,,,,,,,,,,,,,,
20.875167846679688,70656,180.0,0.311474609375,0.0,340,0.2,4.306583404541016,-4.663952758908271,0.021051627,-0.0314676295791287,14.306107084453107,0.0003,,,,,
19.746049880981445,71680,180.0,,,,,,,,,,,,,,,
22.306467056274414,72704,180.0,0.30166015625,0.0,350,0.2,15.4697904586792,-4.5871350690722466,0.019407505,-0.027362193699809724,15.9126476213336,0.0003,,,,,
22.229875564575195,73728,180.0,,,,,,,,,,,,,,,
22.16522216796875,74752,180.0,0.295166015625,0.0,360,0.2,6.348587989807129,-4.589968785643578,0.018450556,-0.029054697418177965,13.854986163973809,0.0003,,,,,
20.815921783447266,75776,180.0,,,,,,,,,,,,,,,
21.041913986206055,76800,180.0,0.26953125,0.0,370,0.2,6.475286960601807,-4.503090372681617,0.017850561,-0.02246234356716741,17.608465796709062,0.0003,,,,,
23.506267547607422,77824,180.0,,,,,,,,,,,,,,,
