eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/approx_kl,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations
180.0,1024,12.660237312316895,,,,,,,,,,,,,,,
180.0,2048,12.278894424438477,,,,,,,,,,,,,,,
180.0,3072,12.91724681854248,10,7.512638568878174,1.5497207641601562e-05,0.2,0.425634765625,0.0003,-0.04238301919394871,-5.861183415353298,16.52030095607042,0.025642307,,,,,
180.0,4096,13.300933837890625,,,,,,,,,,,,,,,
180.0,5120,13.25352668762207,20,5.523313522338867,0.0,0.2,0.399267578125,0.0003,-0.04088094945327612,-5.823050068318844,13.119233307242393,0.023588557,,,,,
180.0,6144,12.632221221923828,,,,,,,,,,,,,,,
180.0,7168,12.786600112915039,30,7.3812408447265625,0.0,0.2,0.37802734375,0.0003,-0.04131198094401043,-5.79659888446331,15.625631223618985,0.024085343,,,,,
180.0,8192,14.091578483581543,,,,,,,,,,,,,,,
180.0,9216,12.00802993774414,40,13.252140998840332,0.0,0.2,0.38388671875,0.0003,-0.04052090483019129,-5.790293298661709,16.68838970810175,0.02335317,,,,,
180.0,10240,12.54349136352539,,,,,,,,,,,,,,,
180.0,11264,13.709239959716797,50,10.560462951660156,-1.1920928955078125e-07,0.2,0.36845703125,0.0003,-0.035423078641179016,-5.746382181346417,14.526138208806515,0.021868814,,,,,
180.0,12288,13.697977066040039,,,,,,,,,,,,,,,
180.0,13312,13.220556259155273,60,8.694212913513184,0.0,0.2,0.36767578125,0.0003,-0.04056848240943509,-5.715077906847,15.568277324736119,0.022840839,,,,,
180.0,14336,13.41229248046875,,,,,,,,,,,,,,,
180.0,15360,12.864208221435547,70,5.160856246948242,1.1920928955078125e-07,0.2,0.359814453125,0.0003,-0.0381949238719244,-5.6993264853954315,16.49095387905836,0.023361472,,,,,
180.0,16384,12.630098342895508,,,,,,,,,,,,,,,
180.0,17408,13.454214096069336,80,6.690788269042969,-1.1920928955078125e-07,0.2,0.364453125,0.0003,-0.04129602454195265,-5.679865175485611,14.507564222812652,0.023188028,,,,,
180.0,18432,14.233375549316406,,,,,,,,,,,,,,,
180.0,19456,14.015596389770508,90,9.853507995605469,5.960464477539063e-08,0.2,0.347021484375,0.0003,-0.03894472425745334,-5.6395782202482225,15.16194071099162,0.022148168,,,,,
180.0,20480,13.837372779846191,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,13.51188136,239,85,180.0,10
180.0,21504,14.26809024810791,100,3.4637107849121094,0.0,0.2,0.351953125,0.0003,-0.038499632239108905,-5.64697640389204,14.201330110430717,0.022140691,,,,,
180.0,22528,13.169525146484375,,,,,,,,,,,,,,,
180.0,23552,13.474403381347656,110,7.827990531921387,5.960464477539063e-08,0.2,0.360986328125,0.0003,-0.040290234950953165,-5.63312613517046,14.749614723026752,0.022493793,,,,,
180.0,24576,13.268539428710938,,,,,,,,,,,,,,,
180.0,25600,13.918954849243164,120,2.8397860527038574,0.0,0.2,0.3419921875,0.0003,-0.037721784156747165,-5.594609600305557,14.41674696356058,0.02156978,,,,,
180.0,26624,14.740708351135254,,,,,,,,,,,,,,,
180.0,27648,14.291070938110352,130,7.177523136138916,-1.1920928955078125e-07,0.2,0.298046875,0.0003,-0.032153117292909886,-5.574735906720162,15.611733509600162,0.01954268,,,,,
180.0,28672,13.476414680480957,,,,,,,,,,,,,,,
180.0,29696,14.422971725463867,140,7.60562801361084,5.960464477539063e-08,0.2,0.344580078125,0.0003,-0.03671612426405772,-5.5286730289459225,15.00975076109171,0.023968462,,,,,
180.0,30720,14.083087921142578,,,,,,,,,,,,,,,
180.0,31744,14.82314395904541,150,5.025637626647949,0.0,0.2,0.359228515625,0.0003,-0.03752754119050224,-5.504885633289814,14.00046665519476,0.021823123,,,,,
180.0,32768,14.101913452148438,,,,,,,,,,,,,,,
