eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/entropy_loss,train/clip_range,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean
40.0,39.54835510253906,50176,24.16029930114746,0.005937415,-0.019154200066259362,3e-05,240,0.0,0.018603515625,31.620022103190422,-5.734732204675675,0.2,,,,,
40.0,39.933372497558594,51200,,,,,,,,,,,,,,,
40.0,41.0765266418457,52224,15.493648529052734,0.005601068,-0.019272701588397466,3e-05,250,-1.1920928955078125e-07,0.015576171875,30.620564897358417,-5.727857581526041,0.2,,,,,
40.0,40.49322509765625,53248,,,,,,,,,,,,,,,
40.0,44.93683624267578,54272,25.62798500061035,0.005801294,-0.0176010160244914,3e-05,260,-1.1920928955078125e-07,0.0111328125,31.12071997523308,-5.725354707241058,0.2,,,,,
40.0,41.77467346191406,55296,,,,,,,,,,,,,,,
40.0,38.35342788696289,56320,20.00938606262207,0.0059841936,-0.01876223557665071,3e-05,270,0.0,0.0171875,32.23403219282627,-5.720781211555004,0.2,,,,,
40.0,46.629905700683594,57344,,,,,,,,,,,,,,,
40.0,46.22319030761719,58368,15.493556022644043,0.006052813,-0.017770145332906395,3e-05,280,0.0,0.020166015625,32.22155558168888,-5.712386067211628,0.2,,,,,
40.0,39.82632064819336,59392,,,,,,,,,,,,,,,
40.0,37.88273620605469,60416,21.4233455657959,0.006207494,-0.019835674028581708,3e-05,290,0.0,0.018310546875,26.715907190740108,-5.7032608546316625,0.2,,,,,
40.0,42.00197219848633,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,30,132,40.0,463,41.422993780000006
40.0,41.8597412109375,62464,13.956038475036621,0.006551237,-0.02048197473268374,3e-05,300,0.0,0.020947265625,28.8595175370574,-5.693661735951901,0.2,,,,,
40.0,44.08275604248047,63488,,,,,,,,,,,,,,,
40.0,41.67753982543945,64512,23.597915649414062,0.005686679,-0.01841746500103909,3e-05,310,0.0,0.011962890625,28.415608698129653,-5.685965993255377,0.2,,,,,
40.0,42.659759521484375,65536,,,,,,,,,,,,,,,
40.0,41.21406555175781,66560,26.06741714477539,0.0051746615,-0.016589406823186437,3e-05,320,0.0,0.01533203125,30.472337387502193,-5.677417811006308,0.2,,,,,
40.0,39.67958450317383,67584,,,,,,,,,,,,,,,
40.0,44.088218688964844,68608,19.350187301635742,0.0067481915,-0.021371913329494417,3e-05,330,0.0,0.0255859375,32.851823943853375,-5.668073761463165,0.2,,,,,
40.0,42.18048095703125,69632,,,,,,,,,,,,,,,
40.0,41.1904296875,70656,22.590070724487305,0.0060423026,-0.01850919017524575,3e-05,340,0.0,0.0212890625,28.832141125202178,-5.655903953313827,0.2,,,,,
40.0,35.70209503173828,71680,,,,,,,,,,,,,,,
40.0,41.961181640625,72704,19.666019439697266,0.0054189675,-0.018777656090969687,3e-05,350,0.0,0.0205078125,32.20732363462448,-5.646462737768888,0.2,,,,,
40.0,40.32138442993164,73728,,,,,,,,,,,,,,,
40.0,41.544273376464844,74752,22.62493324279785,0.00564704,-0.019313106713889285,3e-05,360,0.0,0.014111328125,35.98162608742714,-5.6410466872155665,0.2,,,,,
40.0,40.11378479003906,75776,,,,,,,,,,,,,,,
40.0,35.82908630371094,76800,18.845436096191406,0.0053715184,-0.016680477195768616,3e-05,370,5.960464477539063e-08,0.007568359375,30.29752215743065,-5.637670476734638,0.2,,,,,
40.0,42.00672912597656,77824,,,,,,,,,,,,,,,
40.0,43.88404083251953,78848,24.833202362060547,0.0055965357,-0.018507513529766585,3e-05,380,0.0,0.017578125,32.834633979201314,-5.626655513048172,0.2,,,,,
40.0,40.78868865966797,79872,,,,,,,,,,,,,,,
40.0,45.78285217285156,80896,20.880111694335938,0.005383269,-0.017339812383943352,3e-05,390,0.0,0.017529296875,28.79299276173115,-5.619392170011997,0.2,,,,,
40.0,37.3410758972168,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,40,176,40.0,463,41.69680319000001
40.0,41.341163635253906,82944,24.019330978393555,0.005795617,-0.01902579086545302,3e-05,400,0.0,0.019921875,33.26172203719616,-5.6154449611902235,0.2,,,,,
40.0,42.263248443603516,83968,,,,,,,,,,,,,,,
40.0,41.915931701660156,84992,15.889498710632324,0.005365544,-0.016779424404376186,3e-05,410,0.0,0.01103515625,27.732312168180943,-5.607284037023783,0.2,,,,,
40.0,39.72903060913086,86016,,,,,,,,,,,,,,,
40.0,35.31672286987305,87040,18.203903198242188,0.0054711644,-0.01832244755278225,3e-05,420,0.0,0.017138671875,31.129859668016433,-5.601105054467917,0.2,,,,,
40.0,42.52627182006836,88064,,,,,,,,,,,,,,,
40.0,42.60138702392578,89088,17.41188621520996,0.0066828183,-0.021183832785027334,3e-05,430,1.1920928955078125e-07,0.01826171875,35.48658416420221,-5.594499076157808,0.2,,,,,
40.0,40.00041198730469,90112,,,,,,,,,,,,,,,
40.0,39.801979064941406,91136,29.76127815246582,0.005090819,-0.01566529494593851,3e-05,440,0.0,0.014453125,32.98939378410578,-5.588542564958334,0.2,,,,,
40.0,38.126014709472656,92160,,,,,,,,,,,,,,,
40.0,45.072818756103516,93184,17.168821334838867,0.0060040103,-0.016828155316761694,3e-05,450,0.0,0.01357421875,30.53510430008173,-5.5836844652891156,0.2,,,,,
40.0,40.431358337402344,94208,,,,,,,,,,,,,,,
40.0,46.024723052978516,95232,22.697696685791016,0.00568802,-0.01821460141409261,3e-05,460,0.0,0.012109375,32.677442820370196,-5.570012448728084,0.2,,,,,
40.0,39.50232696533203,96256,,,,,,,,,,,,,,,
40.0,41.95095443725586,97280,16.711605072021484,0.0061888928,-0.020686997649318074,3e-05,470,0.0,0.024658203125,29.534438350796698,-5.552656016498804,0.2,,,,,
40.0,41.6324577331543,98304,,,,,,,,,,,,,,,
40.0,42.653892517089844,99328,15.842582702636719,0.0061794547,-0.01996800967172021,3e-05,480,-1.1920928955078125e-07,0.027099609375,28.340986841917037,-5.534213058650494,0.2,,,,,
40.0,41.75176239013672,100352,,,,,,,,,,,,,,,
40.0,44.17353057861328,101376,22.995628356933594,0.006348567,-0.021142564698675415,3e-05,490,0.0,0.02392578125,30.359889268875122,-5.522010873258114,0.2,,,,,
40.0,47.95745849609375,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,50,221,40.0,462,44.01926382
40.0,46.22441482543945,103424,26.89957046508789,0.004700429,-0.014963667156916927,3e-05,500,0.0,0.01513671875,31.10525065213442,-5.51222093179822,0.2,,,,,
40.0,44.75537109375,104448,,,,,,,,,,,,,,,
40.0,42.7087287902832,105472,25.534683227539062,0.006164576,-0.01882441516208928,3e-05,510,0.0,0.018994140625,30.595052352547647,-5.497165497392416,0.2,,,,,
40.0,41.57112503051758,106496,,,,,,,,,,,,,,,
40.0,41.75517272949219,107520,20.22104263305664,0.005977436,-0.016802437376463787,3e-05,520,0.0,0.017431640625,32.90818964391947,-5.488504143804311,0.2,,,,,
40.0,40.665931701660156,108544,,,,,,,,,,,,,,,
40.0,43.62602996826172,109568,29.819923400878906,0.0061966362,-0.019247741292565478,3e-05,530,0.0,0.02099609375,31.12803132534027,-5.473608996719122,0.2,,,,,
40.0,44.75831604003906,110592,,,,,,,,,,,,,,,
40.0,38.84239196777344,111616,25.100854873657227,0.0053084344,-0.01623927469117916,3e-05,540,5.960464477539063e-08,0.0169921875,31.37560110092163,-5.45107351988554,0.2,,,,,
40.0,47.22492218017578,112640,,,,,,,,,,,,,,,
40.0,39.71593475341797,113664,19.9418888092041,0.0059370915,-0.01671932630779338,3e-05,550,0.0,0.013427734375,29.488440385460855,-5.4317695625126365,0.2,,,,,
40.0,44.468013763427734,114688,,,,,,,,,,,,,,,
40.0,43.90717315673828,115712,13.31299114227295,0.005963187,-0.018049028871610064,3e-05,560,0.0,0.0232421875,31.31441564410925,-5.418116868287325,0.2,,,,,
40.0,45.06932067871094,116736,,,,,,,,,,,,,,,
40.0,40.04595184326172,117760,22.16730499267578,0.00540037,-0.015602100137766684,3e-05,570,-1.1920928955078125e-07,0.015478515625,33.30077857673168,-5.403036356717348,0.2,,,,,
40.0,47.384674072265625,118784,,,,,,,,,,,,,,,
40.0,43.254669189453125,119808,30.937135696411133,0.006650327,-0.019246943706821184,3e-05,580,0.0,0.030029296875,32.104182948172095,-5.381727853417397,0.2,,,,,
40.0,48.35529327392578,120832,,,,,,,,,,,,,,,
40.0,42.235618591308594,121856,27.722929000854492,0.0053084977,-0.016274285416147904,3e-05,590,0.0,0.01572265625,35.005194196105,-5.360957710444927,0.2,,,,,
40.0,43.919921875,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,60,265,40.0,462,44.670588169999995
40.0,41.66328430175781,123904,25.443899154663086,0.0051518464,-0.01619034389623266,3e-05,600,0.0,0.01640625,29.50520723760128,-5.349494475126266,0.2,,,,,
40.0,40.97178649902344,124928,,,,,,,,,,,,,,,
40.0,42.51786804199219,125952,26.133140563964844,0.0064086663,-0.019653487498362664,3e-05,610,0.0,0.0177734375,28.35116652995348,-5.334333369135857,0.2,,,,,
40.0,44.42626953125,126976,,,,,,,,,,,,,,,
40.0,42.76612091064453,128000,18.532211303710938,0.0059935446,-0.01628041070944164,3e-05,620,-1.1920928955078125e-07,0.01728515625,30.002638429403305,-5.309013046324253,0.2,,,,,
40.0,48.77701950073242,129024,,,,,,,,,,,,,,,
40.0,49.44855499267578,130048,25.969093322753906,0.0048346445,-0.014938537019770593,3e-05,630,0.0,0.007666015625,31.30530439466238,-5.282568044960499,0.2,,,,,
40.0,45.160125732421875,131072,,,,,,,,,,,,,,,
40.0,44.48634338378906,132096,17.408815383911133,0.006211318,-0.016760829998747794,3e-05,640,-1.1920928955078125e-07,0.01708984375,27.4110013499856,-5.257162275165319,0.2,,,,,
40.0,48.48489761352539,133120,,,,,,,,,,,,,,,
40.0,47.58605194091797,134144,17.387256622314453,0.005314494,-0.016810246275417738,3e-05,650,-1.1920928955078125e-07,0.02041015625,31.530143889784814,-5.239566678553819,0.2,,,,,
40.0,46.74787521362305,135168,,,,,,,,,,,,,,,
40.0,43.73366928100586,136192,24.662208557128906,0.006279294,-0.017938402200161362,3e-05,660,0.0,0.0169921875,28.562891201674937,-5.223834266513586,0.2,,,,,
40.0,49.358707427978516,137216,,,,,,,,,,,,,,,
40.0,46.0504150390625,138240,23.495223999023438,0.0063006594,-0.018889881034192514,3e-05,670,0.0,0.022119140625,29.14559915214777,-5.194240525364876,0.2,,,,,
40.0,47.91419219970703,139264,,,,,,,,,,,,,,,
40.0,46.75413513183594,140288,21.372880935668945,0.0053465837,-0.016038894769735634,3e-05,680,0.0,0.012646484375,29.45228783786297,-5.172945981472731,0.2,,,,,
40.0,44.810829162597656,141312,,,,,,,,,,,,,,,
40.0,45.64662170410156,142336,22.359922409057617,0.00593772,-0.017505544603045563,3e-05,690,0.0,0.0189453125,32.55893300175667,-5.146922042965889,0.2,,,,,
40.0,50.474082946777344,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,70,310,40.0,462,46.267715370000005
40.0,43.94574737548828,144384,24.772958755493164,0.0050438317,-0.015807992591726362,3e-05,700,0.0,0.01171875,31.19916074573994,-5.116320350766182,0.2,,,,,
40.0,51.63658905029297,145408,,,,,,,,,,,,,,,
40.0,45.31159210205078,146432,20.430822372436523,0.0051867133,-0.016817811047803843,3e-05,710,0.0,0.0154296875,30.78254222124815,-5.0973876468837265,0.2,,,,,
40.0,51.535888671875,147456,,,,,,,,,,,,,,,
40.0,46.31222915649414,148480,25.260053634643555,0.007170042,-0.019904374859470407,3e-05,720,-1.1920928955078125e-07,0.029248046875,31.771293590962888,-5.086980289965868,0.2,,,,,
40.0,48.15489959716797,149504,,,,,,,,,,,,,,,
40.0,44.882232666015625,150528,18.881956100463867,0.0051395968,-0.017074837130712693,3e-05,730,0.0,0.012353515625,30.485975834727288,-5.061852091550827,0.2,,,,,
40.0,49.1497802734375,151552,,,,,,,,,,,,,,,
40.0,49.36833190917969,152576,30.21764373779297,0.005572127,-0.014767296346690273,3e-05,740,0.0,0.007568359375,31.86498392522335,-5.032862436771393,0.2,,,,,
40.0,53.3609504699707,153600,,,,,,,,,,,,,,,
