eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,13.83911418914795,,,,,,,,,,,,,,,
180.0,2048,13.374256134033203,,,,,,,,,,,,,,,
180.0,3072,13.75131893157959,0.2701171875,10,0.01940404,0.2,0.0003,37.41882036924362,-5.878630723059177,-0.06971607135928934,0.004025459289550781,17.06385040283203,,,,,
180.0,4096,14.31418514251709,,,,,,,,,,,,,,,
180.0,5120,14.336782455444336,0.25791015625,20,0.018698243,0.2,0.0003,44.22264031171799,-5.87166054546833,-0.06603816917559016,0.002071976661682129,28.41742515563965,,,,,
180.0,6144,13.894071578979492,,,,,,,,,,,,,,,
180.0,7168,12.983113288879395,0.2833984375,30,0.019372858,0.2,0.0003,37.75295398831368,-5.866015949845314,-0.06249563048768323,0.002061605453491211,17.14136505126953,,,,,
180.0,8192,12.81054401397705,,,,,,,,,,,,,,,
180.0,9216,14.188638687133789,0.27197265625,40,0.019361366,0.2,0.0003,38.09278653562069,-5.8613700568675995,-0.06236107043077936,-0.004756927490234375,15.233563423156738,,,,,
180.0,10240,13.551005363464355,,,,,,,,,,,,,,,
180.0,11264,14.472965240478516,0.330712890625,50,0.021995077,0.2,0.0003,37.516727060079575,-5.844591458141804,-0.057432657852768895,0.0012576580047607422,11.383484840393066,,,,,
180.0,12288,13.961538314819336,,,,,,,,,,,,,,,
180.0,13312,14.545957565307617,0.286962890625,60,0.02181542,0.2,0.0003,48.469674295187,-5.831510715186596,-0.04608965577353956,-4.220008850097656e-05,28.67936134338379,,,,,
180.0,14336,13.889307022094727,,,,,,,,,,,,,,,
180.0,15360,13.101265907287598,0.282275390625,70,0.019365864,0.2,0.0003,38.665180110931395,-5.824727286398411,-0.05074405873019714,0.0015132427215576172,15.125021934509277,,,,,
180.0,16384,13.043225288391113,,,,,,,,,,,,,,,
180.0,17408,14.95643138885498,0.3724609375,80,0.029344046,0.2,0.0003,38.86946820616722,-5.8229609206318855,-0.03242393748369068,0.0006203651428222656,21.80377197265625,,,,,
180.0,18432,14.237592697143555,,,,,,,,,,,,,,,
180.0,19456,14.513103485107422,0.316650390625,90,0.02095363,0.2,0.0003,47.114124089479446,-5.805814960598946,-0.04136949186795391,0.0023270845413208008,20.093120574951172,,,,,
180.0,20480,14.479009628295898,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,59,13.42739585,342,180.0,10
180.0,21504,14.771369934082031,0.336474609375,100,0.022324342,0.2,0.0003,41.50293996334076,-5.787435208261013,-0.04157975694979541,-0.0024826526641845703,34.45654296875,,,,,
180.0,22528,13.484792709350586,,,,,,,,,,,,,,,
180.0,23552,13.834086418151855,0.3572265625,110,0.023784144,0.2,0.0003,39.22621816396713,-5.761046215891838,-0.04691467322409153,-0.0003885030746459961,27.365766525268555,,,,,
180.0,24576,14.410623550415039,,,,,,,,,,,,,,,
180.0,25600,14.303756713867188,0.344287109375,120,0.022511601,0.2,0.0003,32.70897149443626,-5.732476830482483,-0.041234659857582304,0.0008975863456726074,22.621339797973633,,,,,
180.0,26624,15.249576568603516,,,,,,,,,,,,,,,
180.0,27648,14.015205383300781,0.3662109375,130,0.02102931,0.2,0.0003,40.26483973562718,-5.70857310295105,-0.04299422952026362,0.0015538930892944336,17.939207077026367,,,,,
180.0,28672,14.193714141845703,,,,,,,,,,,,,,,
180.0,29696,14.135138511657715,0.326611328125,140,0.023093732,0.2,0.0003,49.830075985193254,-5.689442427456379,-0.04132836124335881,-0.00023221969604492188,25.99637222290039,,,,,
180.0,30720,13.972900390625,,,,,,,,,,,,,,,
180.0,31744,13.20954418182373,0.347900390625,150,0.02369072,0.2,0.0003,45.444399926066396,-5.656961891055107,-0.04018463078100467,0.0006884336471557617,27.44141387939453,,,,,
180.0,32768,16.256500244140625,,,,,,,,,,,,,,,
180.0,33792,15.5523681640625,0.336962890625,160,0.021331526,0.2,0.0003,42.92887984216213,-5.622732812166214,-0.034419237254769544,0.00036656856536865234,25.662879943847656,,,,,
180.0,34816,13.691972732543945,,,,,,,,,,,,,,,
180.0,35840,14.486150741577148,0.3376953125,170,0.019699313,0.2,0.0003,41.40531459748745,-5.600140199065208,-0.0374907050456386,1.1324882507324219e-06,34.61220169067383,,,,,
180.0,36864,13.40190315246582,,,,,,,,,,,,,,,
180.0,37888,15.84555721282959,0.37958984375,180,0.022654168,0.2,0.0003,40.75529509782791,-5.53655494004488,-0.0352882133302046,0.00012505054473876953,11.365384101867676,,,,,
180.0,38912,15.940850257873535,,,,,,,,,,,,,,,
180.0,39936,15.446636199951172,0.332958984375,190,0.022991002,0.2,0.0003,41.451406031847,-5.5263020396232605,-0.03436708379886113,0.00015598535537719727,20.9387264251709,,,,,
180.0,40960,15.148211479187012,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,120,14.45279791,341,180.0,20
180.0,41984,16.75198745727539,0.33896484375,200,0.021661872,0.2,0.0003,39.74229318499565,-5.514084146916867,-0.03477865009917878,-1.1920928955078125e-07,13.10698413848877,,,,,
180.0,43008,16.22765350341797,,,,,,,,,,,,,,,
180.0,44032,16.507369995117188,0.323681640625,210,0.022408165,0.2,0.0003,40.441572052240375,-5.494506806135178,-0.03194474192423513,-0.00023114681243896484,30.351844787597656,,,,,
180.0,45056,15.804823875427246,,,,,,,,,,,,,,,
180.0,46080,16.027114868164062,0.357080078125,220,0.022665497,0.2,0.0003,42.146789121627805,-5.434529297053814,-0.03387364195950795,0.0007565021514892578,26.051603317260742,,,,,
180.0,47104,15.7477388381958,,,,,,,,,,,,,,,
180.0,48128,17.537124633789062,0.29521484375,230,0.021702446,0.2,0.0003,38.44055089354515,-5.412097612023354,-0.03199934421791113,-0.0001291036605834961,21.133228302001953,,,,,
180.0,49152,13.791975021362305,,,,,,,,,,,,,,,
180.0,50176,17.242475509643555,0.3404296875,240,0.02146065,0.2,0.0003,37.83923177719116,-5.3529265627264975,-0.03356007988768397,0.0,12.67116641998291,,,,,
180.0,51200,17.380735397338867,,,,,,,,,,,,,,,
180.0,52224,17.87420654296875,0.306982421875,250,0.019960994,0.2,0.0003,38.697310608625415,-5.339792989194393,-0.031953077092475725,1.1920928955078125e-07,18.886144638061523,,,,,
180.0,53248,15.347745895385742,,,,,,,,,,,,,,,
