eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/loss,train/value_loss,train/n_updates,train/clip_range,train/clip_fraction,train/entropy_loss,train/approx_kl,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
70.10873413085938,1141760,36.0,,,,,,,,,,,,,,,
61.05289840698242,1142784,36.0,,,,,,,,,,,,,,,
68.62242889404297,1143808,36.0,1.1920928955078125e-07,0.0003,-0.0009950629551894962,11472.345703125,27571.057159423828,5580,0.2,0.212646484375,-4.130282913148403,0.01824058,,,,,
67.244140625,1144832,36.0,,,,,,,,,,,,,,,
67.67373657226562,1145856,36.0,0.0,0.0003,0.0020194072247250007,11892.4208984375,25458.758569335936,5590,0.2,0.238134765625,-4.125120544433594,0.0203351,,,,,
66.95381927490234,1146880,36.0,,,,,,,,,,,,,,,
66.67973327636719,1147904,36.0,0.0,0.0003,-0.0003791250492213294,9919.033203125,23563.939978027345,5600,0.2,0.227294921875,-4.127640561759472,0.019706948,,,,,
63.8410758972168,1148928,36.0,,,,,,,,,,,,,,,
63.646484375,1149952,36.0,0.0,0.0003,0.00029161223355913537,14568.728515625,30586.162548828124,5610,0.2,0.25556640625,-4.1279691144824024,0.022146884,,,,,
64.0247573852539,1150976,36.0,,,,,,,,,,,,,,,
67.19497680664062,1152000,36.0,0.0,0.0003,-0.0002673001057701185,13978.375,27162.572045898436,5620,0.2,0.25625,-4.1224781081080435,0.0216292,,,,,
67.18136596679688,1153024,36.0,,,,,,,,,,,,,,,
66.16574096679688,1154048,36.0,5.960464477539063e-08,0.0003,0.0039039506227709353,12723.4306640625,25817.646545410156,5630,0.2,0.241162109375,-4.120705738663673,0.019348346,,,,,
68.66859436035156,1155072,36.0,,,,,,,,,,,,,,,
64.95941162109375,1156096,36.0,0.0,0.0003,0.005984629711019806,12361.671875,28089.419677734375,5640,0.2,0.277099609375,-4.117276358604431,0.023823328,,,,,
70.80096435546875,1157120,36.0,,,,,,,,,,,,,,,
68.60562896728516,1158144,36.0,0.0,0.0003,-0.0030874707881594077,10288.044921875,25929.363055419923,5650,0.2,0.239697265625,-4.113350915908813,0.02149233,,,,,
71.77656555175781,1159168,36.0,,,,,,,,,,,,,,,
67.36161804199219,1160192,36.0,0.0,0.0003,0.00409948754531797,12840.97265625,27501.619506835938,5660,0.2,0.23525390625,-4.105716873705387,0.021624414,,,,,
65.42739868164062,1161216,36.0,,,,,,,,,,,,,,,
,1161216,,,,,,,,,,,,87,10,235,1477.5359968100001,36.0
67.20944213867188,1162240,36.0,0.0,0.0003,0.0033642215959844178,13812.603515625,29086.07194824219,5670,0.2,0.275390625,-4.094809728860855,0.021949448,,,,,
64.70112609863281,1163264,36.0,,,,,,,,,,,,,,,
63.052337646484375,1164288,36.0,0.0,0.0003,-0.00022230202448554338,13477.3212890625,26942.844622802735,5680,0.2,0.2783203125,-4.066646234691143,0.022158949,,,,,
59.73456954956055,1165312,36.0,,,,,,,,,,,,,,,
69.09913635253906,1166336,36.0,0.0,0.0003,0.003463191568152979,12246.4130859375,26368.26566772461,5690,0.2,0.29150390625,-4.057211689651012,0.025206229,,,,,
62.70210266113281,1167360,36.0,,,,,,,,,,,,,,,
69.16212463378906,1168384,36.0,0.0,0.0003,-0.0006321700871922076,17892.203125,29118.60185546875,5700,0.2,0.25576171875,-4.035684879124164,0.021616068,,,,,
69.98137664794922,1169408,36.0,,,,,,,,,,,,,,,
64.78108978271484,1170432,36.0,5.960464477539063e-08,0.0003,0.006998176181514282,13469.521484375,26192.85971069336,5710,0.2,0.252001953125,-4.060271999239921,0.021039069,,,,,
67.67193603515625,1171456,36.0,,,,,,,,,,,,,,,
67.04501342773438,1172480,36.0,0.0,0.0003,0.008014741967781448,15448.8759765625,24340.478161621093,5720,0.2,0.220849609375,-4.053436721861362,0.019050283,,,,,
69.4501953125,1173504,36.0,,,,,,,,,,,,,,,
65.23995971679688,1174528,36.0,0.0,0.0003,0.009965761822240893,17662.1328125,28433.333447265624,5730,0.2,0.232763671875,-4.056572872400284,0.021037865,,,,,
71.68008422851562,1175552,36.0,,,,,,,,,,,,,,,
65.7464828491211,1176576,36.0,0.0,0.0003,0.005290784098906443,12675.3818359375,29087.465118408203,5740,0.2,0.27431640625,-4.049455609917641,0.022836493,,,,,
67.86271667480469,1177600,36.0,,,,,,,,,,,,,,,
68.62503051757812,1178624,36.0,-2.384185791015625e-07,0.0003,0.009654379263520241,13640.6083984375,22967.32062072754,5750,0.2,0.250390625,-4.038872456550598,0.020771611,,,,,
64.03726959228516,1179648,36.0,,,,,,,,,,,,,,,
71.03544616699219,1180672,36.0,0.0,0.0003,-0.00048336980398744345,12562.6015625,23638.246368408203,5760,0.2,0.234619140625,-4.044965067505837,0.018835865,,,,,
73.0679931640625,1181696,36.0,,,,,,,,,,,,,,,
,1181696,,,,,,,,,,,,176,20,231,1446.4131657099997,36.0
67.81136322021484,1182720,36.0,0.0,0.0003,0.008101960088242776,10711.947265625,24156.83415222168,5770,0.2,0.238037109375,-4.050340120494366,0.021057056,,,,,
67.37812805175781,1183744,36.0,,,,,,,,,,,,,,,
63.68258285522461,1184768,36.0,-1.1920928955078125e-07,0.0003,0.008761138052796014,12983.46484375,27202.51973876953,5780,0.2,0.259130859375,-4.03307296037674,0.02334156,,,,,
64.94631958007812,1185792,36.0,,,,,,,,,,,,,,,
68.51815795898438,1186816,36.0,0.0,0.0003,0.004747534322086721,11652.607421875,24568.38865966797,5790,0.2,0.215625,-4.008846279233694,0.018932989,,,,,
60.871150970458984,1187840,36.0,,,,,,,,,,,,,,,
64.58418273925781,1188864,36.0,5.960464477539063e-08,0.0003,0.0025633497818489557,10511.6796875,23886.940496826173,5800,0.2,0.227978515625,-4.002797435969114,0.019440696,,,,,
63.321956634521484,1189888,36.0,,,,,,,,,,,,,,,
63.99434280395508,1190912,36.0,1.1920928955078125e-07,0.0003,0.0024916654889238997,12313.494140625,24722.45054321289,5810,0.2,0.215283203125,-4.003970310091972,0.018392568,,,,,
68.89547729492188,1191936,36.0,,,,,,,,,,,,,,,
59.5865592956543,1192960,36.0,0.0,0.0003,-0.0006554854073328898,12958.3583984375,24570.83937988281,5820,0.2,0.235546875,-3.9929289601743223,0.019724185,,,,,
67.88435363769531,1193984,36.0,,,,,,,,,,,,,,,
65.06790161132812,1195008,36.0,0.0,0.0003,0.001023536527645774,9488.1455078125,20339.93910217285,5830,0.2,0.270556640625,-4.010650932788849,0.020439504,,,,,
68.44656372070312,1196032,36.0,,,,,,,,,,,,,,,
66.76907348632812,1197056,36.0,5.960464477539063e-08,0.0003,0.0056412779144011434,14817.763671875,27557.783489990234,5840,0.2,0.2146484375,-4.037631358206272,0.019359402,,,,,
64.2840347290039,1198080,36.0,,,,,,,,,,,,,,,
64.92294311523438,1199104,36.0,0.0,0.0003,0.0015058119228342549,11951.673828125,25277.078826904297,5850,0.2,0.232763671875,-4.042960733175278,0.01890056,,,,,
63.362571716308594,1200128,36.0,,,,,,,,,,,,,,,
65.95037078857422,1201152,36.0,1.1920928955078125e-07,0.0003,0.0031413747841725127,9948.158203125,23284.794345092774,5860,0.2,0.211328125,-4.053617647290229,0.018941037,,,,,
66.0517578125,1202176,36.0,,,,,,,,,,,,,,,
,1202176,,,,,,,,,,,,265,30,231,1464.379228,36.0
65.0240478515625,1203200,36.0,-1.1920928955078125e-07,0.0003,0.004738587758038193,9395.06640625,23135.82749938965,5870,0.2,0.23720703125,-4.0641132041811945,0.020181699,,,,,
67.21406555175781,1204224,36.0,,,,,,,,,,,,,,,
68.40858459472656,1205248,36.0,0.0,0.0003,0.00969091356091667,12152.166015625,22526.444067382814,5880,0.2,0.291943359375,-4.064923095703125,0.023650803,,,,,
61.90546798706055,1206272,36.0,,,,,,,,,,,,,,,
65.69821166992188,1207296,36.0,0.0,0.0003,0.004265617876080796,11098.2080078125,21031.39093017578,5890,0.2,0.25029296875,-4.079192566871643,0.019194914,,,,,
67.32843780517578,1208320,36.0,,,,,,,,,,,,,,,
64.1829605102539,1209344,36.0,0.0,0.0003,0.0009269668866181746,13057.3369140625,23620.862362670898,5900,0.2,0.2798828125,-4.063332055509091,0.022323227,,,,,
68.06617736816406,1210368,36.0,,,,,,,,,,,,,,,
66.55541229248047,1211392,36.0,0.0,0.0003,0.006023342140542809,8792.1240234375,21102.951068115235,5910,0.2,0.22490234375,-4.052369153499603,0.019190907,,,,,
59.80561828613281,1212416,36.0,,,,,,,,,,,,,,,
