time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/approx_kl,train/n_updates,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations
59392,29.138019561767578,80.0,3e-05,-0.013172594998468411,33.38617671206593,0.1865234375,20.08708953857422,0.1,0.0,0.00371062,140,-5.836213944479823,,,,,
61440,25.200023651123047,80.0,,,,,,,,,,,,,,,
63488,28.277462005615234,80.0,3e-05,-0.011199492499690678,31.496299882233142,0.153662109375,25.80074691772461,0.1,1.1920928955078125e-07,0.0032236674,150,-5.832019171118736,,,,,
65536,30.565338134765625,80.0,,,,,,,,,,,,,,,
67584,31.228540420532227,80.0,3e-05,-0.012450675047875847,32.51205839514732,0.1826171875,17.922840118408203,0.1,2.0444393157958984e-05,0.0035914893,160,-5.829216182231903,,,,,
69632,31.937992095947266,80.0,,,,,,,,,,,,,,,
71680,30.702312469482422,80.0,3e-05,-0.011771787022735226,33.811093752086165,0.1659423828125,21.768779754638672,0.1,0.0,0.0034840317,170,-5.826388916745782,,,,,
73728,27.64674949645996,80.0,,,,,,,,,,,,,,,
75776,27.79134178161621,80.0,3e-05,-0.012342906627236517,32.290925222635266,0.1590087890625,29.532339096069336,0.1,0.0,0.0034649787,180,-5.822180248424411,,,,,
77824,28.0123348236084,80.0,,,,,,,,,,,,,,,
79872,30.573760986328125,80.0,3e-05,-0.011935671146602544,35.67796563655138,0.16572265625,28.27669906616211,0.1,1.1920928955078125e-07,0.0034945302,190,-5.8163071546703575,,,,,
81920,28.86969757080078,80.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,30.15346492,80.0,361,226,20
83968,34.852882385253906,80.0,3e-05,-0.012397381640403183,34.773613976687194,0.1748291015625,13.08858871459961,0.1,0.0,0.0034252498,200,-5.8129385456442835,,,,,
86016,29.879308700561523,80.0,,,,,,,,,,,,,,,
88064,25.873693466186523,80.0,3e-05,-0.012248686985913082,34.07018919587135,0.1801025390625,23.064374923706055,0.1,0.0,0.003488683,210,-5.811832369491458,,,,,
90112,32.506935119628906,80.0,,,,,,,,,,,,,,,
92160,30.562759399414062,80.0,3e-05,-0.012996395312075037,32.86695689931512,0.1748291015625,34.22764205932617,0.1,0.0,0.0035423615,220,-5.808095810934901,,,,,
94208,28.064598083496094,80.0,,,,,,,,,,,,,,,
96256,30.64458656311035,80.0,3e-05,-0.012662000599084422,32.550961120426656,0.1818603515625,19.062108993530273,0.1,1.1920928955078125e-07,0.0035799432,230,-5.803250010684133,,,,,
98304,30.061786651611328,80.0,,,,,,,,,,,,,,,
100352,28.825960159301758,80.0,3e-05,-0.012085821321306867,33.9802213832736,0.1637451171875,25.499977111816406,0.1,0.0,0.0034585204,240,-5.798852127045393,,,,,
102400,30.068809509277344,80.0,,,,,,,,,,,,,,,
104448,29.286293029785156,80.0,3e-05,-0.011282698383365642,31.37657353207469,0.1633544921875,17.58698272705078,0.1,0.0,0.0034853686,250,-5.794096493348479,,,,,
106496,27.905723571777344,80.0,,,,,,,,,,,,,,,
108544,27.798587799072266,80.0,3e-05,-0.012791222410851334,34.35665876790881,0.1739013671875,18.645030975341797,0.1,0.0,0.0035777008,260,-5.7905531719326975,,,,,
110592,29.09044647216797,80.0,,,,,,,,,,,,,,,
