eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/n_updates,train/loss,train/value_loss,train/clip_range,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed
33.78200149536133,21504,27.0,-5.492637553811074,0.46220703125,5.960464477539063e-08,-0.06478686680202372,0.06427546,0.0003,100,29.29498863220215,59.17416561841965,0.2,,,,,
38.28704833984375,22528,27.0,,,,,,,,,,,,,,,
39.4853630065918,23552,27.0,-5.45768445879221,0.47294921875,0.0,-0.05843173267494421,0.06870215,0.0003,110,24.12564468383789,54.89696193933487,0.2,,,,,
41.96082305908203,24576,27.0,,,,,,,,,,,,,,,
42.784828186035156,25600,27.0,-5.413035589456558,0.452734375,0.0,-0.05994424172095023,0.06664075,0.0003,120,21.376842498779297,57.60983707308769,0.2,,,,,
42.019378662109375,26624,27.0,,,,,,,,,,,,,,,
42.05339813232422,27648,27.0,-5.3470374122262,0.460400390625,-1.1920928955078125e-07,-0.0651435400621267,0.0685104,0.0003,130,24.12345314025879,54.87214554548264,0.2,,,,,
37.84724426269531,28672,27.0,,,,,,,,,,,,,,,
35.935760498046875,29696,27.0,-5.297517429292202,0.460107421875,0.0,-0.053071580918913244,0.056236252,0.0003,140,24.418785095214844,49.95690004825592,0.2,,,,,
46.88318634033203,30720,27.0,,,,,,,,,,,,,,,
43.53763198852539,31744,27.0,-5.2771503120660785,0.4578125,0.0,-0.05411612698808312,0.06291649,0.0003,150,24.0954647064209,44.74847930073738,0.2,,,,,
43.19654083251953,32768,27.0,,,,,,,,,,,,,,,
37.279048919677734,33792,27.0,-5.236004556715488,0.46015625,0.0,-0.06104960790253244,0.058083132,0.0003,160,17.974023818969727,46.31806721687317,0.2,,,,,
41.44804382324219,34816,27.0,,,,,,,,,,,,,,,
42.258453369140625,35840,27.0,-5.194167040288448,0.4669921875,0.0,-0.06120047121075913,0.061800636,0.0003,170,21.722980499267578,44.41200067400932,0.2,,,,,
44.60173034667969,36864,27.0,,,,,,,,,,,,,,,
40.761627197265625,37888,27.0,-5.141086062788963,0.4474609375,5.960464477539063e-08,-0.05871286782203242,0.056260448,0.0003,180,23.74714469909668,52.76455116271973,0.2,,,,,
41.800193786621094,38912,27.0,,,,,,,,,,,,,,,
41.4820671081543,39936,27.0,-5.08089409172535,0.476025390625,1.1920928955078125e-07,-0.05896676284610294,0.06661604,0.0003,190,23.03262710571289,41.99805530309677,0.2,,,,,
42.70174789428711,40960,27.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,20,27.0,249,40.82011709,164
41.719120025634766,41984,27.0,-5.025364069640636,0.45791015625,0.0,-0.05447166106314398,0.061616525,0.0003,200,19.24187469482422,43.21706925034523,0.2,,,,,
42.166290283203125,43008,27.0,,,,,,,,,,,,,,,
45.98477554321289,44032,27.0,-4.987849052250385,0.480908203125,0.0,-0.061650355643359946,0.06780552,0.0003,210,24.047256469726562,45.710095489025115,0.2,,,,,
45.40647888183594,45056,27.0,,,,,,,,,,,,,,,
41.48553466796875,46080,27.0,-4.918013598024845,0.494140625,0.0,-0.061339379975106564,0.0709981,0.0003,220,22.13547706604004,38.716815173625946,0.2,,,,,
46.30451583862305,47104,27.0,,,,,,,,,,,,,,,
38.20741653442383,48128,27.0,-4.8504160195589066,0.4458984375,0.0,-0.058723634749185294,0.06304377,0.0003,230,23.662744522094727,42.47152206897736,0.2,,,,,
41.62040710449219,49152,27.0,,,,,,,,,,,,,,,
44.873817443847656,50176,27.0,-4.797169467806816,0.482421875,0.0,-0.045465911435894665,0.06784427,0.0003,240,24.439191818237305,42.24393314123154,0.2,,,,,
46.263206481933594,51200,27.0,,,,,,,,,,,,,,,
43.03643035888672,52224,27.0,-4.748313641548156,0.495263671875,0.0,-0.055960461767972446,0.07100001,0.0003,250,21.40239906311035,45.482213360071185,0.2,,,,,
38.53570556640625,53248,27.0,,,,,,,,,,,,,,,
40.58534622192383,54272,27.0,-4.70157750248909,0.483544921875,0.0,-0.05540036178426817,0.066809356,0.0003,260,19.31875991821289,40.98360291719437,0.2,,,,,
44.05200958251953,55296,27.0,,,,,,,,,,,,,,,
49.25360870361328,56320,27.0,-4.635945343971253,0.488671875,0.0,-0.05722451457986608,0.06801852,0.0003,270,22.365962982177734,43.148680770397185,0.2,,,,,
46.002464294433594,57344,27.0,,,,,,,,,,,,,,,
47.56353759765625,58368,27.0,-4.585506156086922,0.4875,0.0,-0.05684961204533465,0.070063755,0.0003,280,17.720558166503906,37.312024438381194,0.2,,,,,
48.20366668701172,59392,27.0,,,,,,,,,,,,,,,
41.084007263183594,60416,27.0,-4.5166055604815485,0.42890625,0.0,-0.04887156098266132,0.0544676,0.0003,290,24.06980323791504,42.303075248003005,0.2,,,,,
41.208526611328125,61440,27.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,30,27.0,248,45.02355648999999,247
49.027931213378906,62464,27.0,-4.464936126768589,0.461669921875,0.0,-0.05751858956064097,0.06159828,0.0003,300,14.088890075683594,38.283306217193605,0.2,,,,,
45.71173095703125,63488,27.0,,,,,,,,,,,,,,,
43.88139724731445,64512,27.0,-4.414820775389671,0.465625,0.0,-0.04785910184145905,0.05881311,0.0003,310,24.012657165527344,38.52603427171707,0.2,,,,,
44.724327087402344,65536,27.0,,,,,,,,,,,,,,,
49.93064880371094,66560,27.0,-4.362759019434452,0.421875,-1.1920928955078125e-07,-0.0563565198215656,0.0565086,0.0003,320,16.207422256469727,38.67054491639137,0.2,,,,,
43.44340515136719,67584,27.0,,,,,,,,,,,,,,,
47.160400390625,68608,27.0,-4.313280089199543,0.447802734375,1.1920928955078125e-07,-0.04965426665439736,0.056277215,0.0003,330,15.609983444213867,38.97152280807495,0.2,,,,,
47.608184814453125,69632,27.0,,,,,,,,,,,,,,,
52.57122802734375,70656,27.0,-4.26636106967926,0.47578125,0.0,-0.049210884841158986,0.069113374,0.0003,340,18.507307052612305,39.31265721321106,0.2,,,,,
49.623268127441406,71680,27.0,,,,,,,,,,,,,,,
48.635398864746094,72704,27.0,-4.2184598535299305,0.482568359375,0.0,-0.05049255911144428,0.064451076,0.0003,350,18.241968154907227,38.19339099526405,0.2,,,,,
48.24791717529297,73728,27.0,,,,,,,,,,,,,,,
49.45747375488281,74752,27.0,-4.167518396675587,0.448876953125,0.0,-0.056898975282092576,0.06491642,0.0003,360,19.252578735351562,35.2428297162056,0.2,,,,,
50.251338958740234,75776,27.0,,,,,,,,,,,,,,,
48.12254333496094,76800,27.0,-4.112702155113221,0.455224609375,1.1920928955078125e-07,-0.05581651355314534,0.06209986,0.0003,370,20.2425594329834,34.833783596754074,0.2,,,,,
52.980220794677734,77824,27.0,,,,,,,,,,,,,,,
45.94297790527344,78848,27.0,-4.031736846268177,0.449462890625,0.0,-0.053358995445887555,0.06544608,0.0003,380,17.080228805541992,36.51391005516052,0.2,,,,,
51.15565490722656,79872,27.0,,,,,,,,,,,,,,,
47.85600662231445,80896,27.0,-3.9754016391932963,0.449365234375,0.0,-0.052226974270888606,0.06209825,0.0003,390,22.080242156982422,36.73467932939529,0.2,,,,,
53.23522186279297,81920,27.0,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,40,27.0,250,51.22476431999999,327
48.5349235534668,82944,27.0,-3.91837662756443,0.41357421875,0.0,-0.04955376844154671,0.059211887,0.0003,400,13.494677543640137,30.929779118299486,0.2,,,,,
50.05390930175781,83968,27.0,,,,,,,,,,,,,,,
51.94579315185547,84992,27.0,-3.8745623171329497,0.470849609375,0.0,-0.051833077432820576,0.06501138,0.0003,410,15.236035346984863,30.077521046996118,0.2,,,,,
50.70714569091797,86016,27.0,,,,,,,,,,,,,,,
52.3553466796875,87040,27.0,-3.8158265963196754,0.428466796875,0.0,-0.04902674676850438,0.05920571,0.0003,420,13.931686401367188,32.64193232655525,0.2,,,,,
48.45958709716797,88064,27.0,,,,,,,,,,,,,,,
48.635108947753906,89088,27.0,-3.7736135557293893,0.402783203125,5.960464477539063e-08,-0.04221750182332471,0.05267395,0.0003,430,10.01959228515625,26.028113520145418,0.2,,,,,
50.85735321044922,90112,27.0,,,,,,,,,,,,,,,
49.90441131591797,91136,27.0,-3.7497699581086636,0.42724609375,0.0,-0.046763707633363086,0.05376786,0.0003,440,16.91350746154785,30.814737021923065,0.2,,,,,
48.60293960571289,92160,27.0,,,,,,,,,,,,,,,
52.975006103515625,93184,27.0,-3.7269451051950453,0.40830078125,5.960464477539063e-08,-0.050804680975852536,0.055288352,0.0003,450,9.862371444702148,25.93497617840767,0.2,,,,,
52.44034957885742,94208,27.0,,,,,,,,,,,,,,,
52.647560119628906,95232,27.0,-3.7007812701165674,0.450146484375,0.0,-0.05136254546814598,0.065105125,0.0003,460,12.49736213684082,28.672824198007582,0.2,,,,,
49.57225799560547,96256,27.0,,,,,,,,,,,,,,,
47.06098937988281,97280,27.0,-3.6519215367734432,0.41826171875,0.0,-0.05154950795986224,0.051852312,0.0003,470,15.76069164276123,28.499527963995934,0.2,,,,,
48.724456787109375,98304,27.0,,,,,,,,,,,,,,,
53.89729309082031,99328,27.0,-3.6189112789928912,0.3876953125,0.0,-0.03779697139834752,0.050442956,0.0003,480,13.62083911895752,26.807265001535416,0.2,,,,,
52.3651237487793,100352,27.0,,,,,,,,,,,,,,,
51.490562438964844,101376,27.0,-3.604545097798109,0.38759765625,1.7881393432617188e-07,-0.04400348460185342,0.053504445,0.0003,490,10.17193603515625,22.847105196118356,0.2,,,,,
53.130836486816406,102400,27.0,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,50,27.0,253,55.08284257,404
51.33680725097656,103424,27.0,-3.5798322007060053,0.4330078125,-1.1920928955078125e-07,-0.05205067144706845,0.06720097,0.0003,500,19.075422286987305,27.982911378145218,0.2,,,,,
51.34385299682617,104448,27.0,,,,,,,,,,,,,,,
53.58506393432617,105472,27.0,-3.5577096335589884,0.450732421875,-1.1920928955078125e-07,-0.04670086075784639,0.060347006,0.0003,510,12.172928810119629,26.475327345728875,0.2,,,,,
53.653480529785156,106496,27.0,,,,,,,,,,,,,,,
53.455162048339844,107520,27.0,-3.5363184213638306,0.437451171875,0.0,-0.044457302772207184,0.06700314,0.0003,520,11.30497932434082,24.18782094717026,0.2,,,,,
55.85955810546875,108544,27.0,,,,,,,,,,,,,,,
51.72679901123047,109568,27.0,-3.5182854041457174,0.478564453125,0.0,-0.041575075511354954,0.068968475,0.0003,530,8.72082805633545,21.619568237662314,0.2,,,,,
58.62029266357422,110592,27.0,,,,,,,,,,,,,,,
51.22161865234375,111616,27.0,-3.500292082875967,0.429443359375,5.960464477539063e-08,-0.04897046572586987,0.06763434,0.0003,540,9.315028190612793,22.964208701252936,0.2,,,,,
53.74951171875,112640,27.0,,,,,,,,,,,,,,,
53.70439529418945,113664,27.0,-3.4964632838964462,0.4453125,5.960464477539063e-08,-0.04123588562069926,0.07522428,0.0003,550,12.220471382141113,25.718233236670493,0.2,,,,,
51.74955368041992,114688,27.0,,,,,,,,,,,,,,,
53.68220901489258,115712,27.0,-3.489003302156925,0.443408203125,5.960464477539063e-08,-0.04715852921362966,0.06640963,0.0003,560,10.522014617919922,23.69517665505409,0.2,,,,,
52.572975158691406,116736,27.0,,,,,,,,,,,,,,,
50.374488830566406,117760,27.0,-3.4810108289122583,0.42890625,0.0,-0.03754788742808159,0.06302105,0.0003,570,8.35750961303711,23.422843718528746,0.2,,,,,
52.6500244140625,118784,27.0,,,,,,,,,,,,,,,
52.72536849975586,119808,27.0,-3.4665962547063827,0.406787109375,-1.1920928955078125e-07,-0.04030092094908468,0.053442888,0.0003,580,11.784629821777344,19.756595653295516,0.2,,,,,
54.57908630371094,120832,27.0,,,,,,,,,,,,,,,
52.218910217285156,121856,27.0,-3.463309419900179,0.45322265625,0.0,-0.03988915432128124,0.06280072,0.0003,590,10.310259819030762,22.647001788020134,0.2,,,,,
55.54924774169922,122880,27.0,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,60,27.0,256,56.74377787000001,479
52.50007629394531,123904,27.0,-3.4581747576594353,0.3884765625,0.0,-0.03222290624253219,0.054567765,0.0003,600,11.11842155456543,22.388829505443574,0.2,,,,,
53.92083740234375,124928,27.0,,,,,,,,,,,,,,,
52.395809173583984,125952,27.0,-3.444429934024811,0.43203125,0.0,-0.04078836460394086,0.06851269,0.0003,610,11.308805465698242,21.69626222550869,0.2,,,,,
54.726768493652344,126976,27.0,,,,,,,,,,,,,,,
56.192657470703125,128000,27.0,-3.4292833507061005,0.407861328125,0.0,-0.03225281391351018,0.06313031,0.0003,620,11.29825210571289,19.265802443027496,0.2,,,,,
54.699851989746094,129024,27.0,,,,,,,,,,,,,,,
57.57017517089844,130048,27.0,-3.432895480841398,0.424072265625,0.0,-0.036318103650410195,0.05912845,0.0003,630,10.097957611083984,19.19408209323883,0.2,,,,,
48.32953643798828,131072,27.0,,,,,,,,,,,,,,,
52.425270080566406,132096,27.0,-3.4264010429382323,0.427880859375,0.0,-0.054815419868100436,0.06946833,0.0003,640,10.351481437683105,17.48372431099415,0.2,,,,,
53.14419174194336,133120,27.0,,,,,,,,,,,,,,,
50.778228759765625,134144,27.0,-3.4103652015328407,0.43505859375,0.0,-0.029838910732360092,0.06407884,0.0003,650,12.358019828796387,18.543439817428588,0.2,,,,,
55.02768325805664,135168,27.0,,,,,,,,,,,,,,,
57.26811981201172,136192,27.0,-3.4050841428339482,0.456689453125,0.0,-0.03266874280234333,0.07231609,0.0003,660,9.830972671508789,19.763929215073585,0.2,,,,,
54.37021255493164,137216,27.0,,,,,,,,,,,,,,,
53.90131378173828,138240,27.0,-3.4142907597124577,0.42353515625,-1.1920928955078125e-07,-0.03494624487357214,0.06491567,0.0003,670,7.825355052947998,20.98830884695053,0.2,,,,,
54.28248977661133,139264,27.0,,,,,,,,,,,,,,,
56.44480895996094,140288,27.0,-3.408741956204176,0.4751953125,0.0,-0.037674326266278514,0.07592197,0.0003,680,8.4576416015625,18.480351006984712,0.2,,,,,
54.2600212097168,141312,27.0,,,,,,,,,,,,,,,
52.96385192871094,142336,27.0,-3.393319434672594,0.432373046875,-1.1920928955078125e-07,-0.03913993461756036,0.0624364,0.0003,690,6.34281587600708,16.89298381507397,0.2,,,,,
54.2307014465332,143360,27.0,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,70,27.0,258,58.02226386,554
51.39570236206055,144384,27.0,-3.3942677430808543,0.422265625,0.0,-0.03385893963859417,0.064764515,0.0003,700,9.170534133911133,19.171432331204414,0.2,,,,,
52.842159271240234,145408,27.0,,,,,,,,,,,,,,,
55.45985412597656,146432,27.0,-3.396162485331297,0.404443359375,5.960464477539063e-08,-0.028128534137795213,0.05992416,0.0003,710,8.937328338623047,21.636780500411987,0.2,,,,,
53.72747039794922,147456,27.0,,,,,,,,,,,,,,,
53.58024215698242,148480,27.0,-3.3840368047356604,0.4326171875,0.0,-0.03984281849407125,0.07040761,0.0003,720,8.489603996276855,18.397159945964813,0.2,,,,,
56.24357604980469,149504,27.0,,,,,,,,,,,,,,,
53.72072982788086,150528,27.0,-3.3766234926879406,0.4345703125,0.0,-0.03289533170463983,0.061783176,0.0003,730,9.822081565856934,18.000774136185647,0.2,,,,,
57.38666534423828,151552,27.0,,,,,,,,,,,,,,,
52.90522766113281,152576,27.0,-3.384506258368492,0.416064453125,0.0,-0.032464494614396246,0.05554001,0.0003,740,8.459826469421387,16.557433861494065,0.2,,,,,
57.00244903564453,153600,27.0,,,,,,,,,,,,,,,
56.66278076171875,154624,27.0,-3.3794980704784394,0.423486328125,0.0,-0.037662308424478395,0.057354636,0.0003,750,12.269562721252441,19.98662430047989,0.2,,,,,
53.45653533935547,155648,27.0,,,,,,,,,,,,,,,
52.630714416503906,156672,27.0,-3.366501122713089,0.45390625,0.0,-0.03742513461620547,0.0758988,0.0003,760,8.582042694091797,18.9239784181118,0.2,,,,,
52.689422607421875,157696,27.0,,,,,,,,,,,,,,,
55.23542022705078,158720,27.0,-3.359559354931116,0.4521484375,0.0,-0.02310196540056495,0.06626699,0.0003,770,10.830094337463379,19.680004873871802,0.2,,,,,
55.800804138183594,159744,27.0,,,,,,,,,,,,,,,
56.277076721191406,160768,27.0,-3.350864826142788,0.478271484375,0.0,-0.031952355671091934,0.074286,0.0003,780,8.456082344055176,17.5510089635849,0.2,,,,,
52.39284896850586,161792,27.0,,,,,,,,,,,,,,,
54.02421569824219,162816,27.0,-3.3507416263222694,0.456494140625,0.0,-0.025713406402792315,0.06246355,0.0003,790,8.922356605529785,16.41093787252903,0.2,,,,,
52.4222526550293,163840,27.0,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,80,27.0,258,58.23169184999999,632
56.923667907714844,164864,27.0,-3.3487568743526936,0.4125,0.0,-0.013416956586297601,0.07004144,0.0003,800,8.48614501953125,16.927863204479216,0.2,,,,,
53.76039505004883,165888,27.0,,,,,,,,,,,,,,,
53.99317169189453,166912,27.0,-3.3571543283760548,0.467919921875,-1.1920928955078125e-07,-0.02082050636090571,0.07963942,0.0003,810,10.252141952514648,19.0000341296196,0.2,,,,,
53.34175109863281,167936,27.0,,,,,,,,,,,,,,,
55.22100067138672,168960,27.0,-3.3502867974340917,0.49697265625,1.1920928955078125e-07,-0.03915017587714829,0.08132443,0.0003,820,9.956522941589355,18.686665394902228,0.2,,,,,
54.2811164855957,169984,27.0,,,,,,,,,,,,,,,
51.787349700927734,171008,27.0,-3.3401314824819566,0.42841796875,1.1920928955078125e-07,-0.029088938119821252,0.06650791,0.0003,830,8.549503326416016,17.164568388462065,0.2,,,,,
48.49400329589844,172032,27.0,,,,,,,,,,,,,,,
54.404090881347656,173056,27.0,-3.341545832902193,0.474609375,0.0,-0.03987960338854464,0.081113726,0.0003,840,6.88084077835083,16.73822057545185,0.2,,,,,
53.88190460205078,174080,27.0,,,,,,,,,,,,,,,
51.95302963256836,175104,27.0,-3.343456597626209,0.50263671875,0.0,-0.03872476466640364,0.07971288,0.0003,850,9.312365531921387,17.547517719864846,0.2,,,,,
55.83155822753906,176128,27.0,,,,,,,,,,,,,,,
53.162696838378906,177152,27.0,-3.345863588899374,0.510986328125,0.0,-0.03025885441165883,0.08394225,0.0003,860,8.496978759765625,17.76826456487179,0.2,,,,,
52.527671813964844,178176,27.0,,,,,,,,,,,,,,,
53.66831970214844,179200,27.0,-3.348239451646805,0.5126953125,0.0,-0.029819348457385784,0.08151598,0.0003,870,10.397078514099121,16.375771713256835,0.2,,,,,
55.55567932128906,180224,27.0,,,,,,,,,,,,,,,
55.33525466918945,181248,27.0,-3.3557963497936725,0.4576171875,0.0,-0.022779371042270215,0.071699284,0.0003,880,9.426813125610352,17.040069949626922,0.2,,,,,
53.348846435546875,182272,27.0,,,,,,,,,,,,,,,
56.805580139160156,183296,27.0,-3.3549107082188128,0.43564453125,0.0,-0.032754856735118666,0.06266522,0.0003,890,9.664356231689453,16.400257259607315,0.2,,,,,
57.44001770019531,184320,27.0,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,90,27.0,258,58.85516508999999,713
51.85028839111328,185344,27.0,-3.3540210247039797,0.43515625,-1.1920928955078125e-07,-0.030340479296864942,0.060684986,0.0003,900,7.183093070983887,16.343859837949275,0.2,,,,,
54.34165954589844,186368,27.0,,,,,,,,,,,,,,,
54.199424743652344,187392,27.0,-3.359447229653597,0.4427734375,0.0,-0.0234579522308195,0.060982376,0.0003,910,7.9125237464904785,17.075816908478735,0.2,,,,,
55.06414794921875,188416,27.0,,,,,,,,,,,,,,,
49.263336181640625,189440,27.0,-3.3329024732112886,0.486767578125,-1.1920928955078125e-07,-0.0248574235039996,0.086275205,0.0003,920,8.07474136352539,17.151856699585913,0.2,,,,,
52.93524932861328,190464,27.0,,,,,,,,,,,,,,,
54.02831268310547,191488,27.0,-3.32171443477273,0.470166015625,0.0,-0.028962904945365152,0.07897735,0.0003,930,8.176721572875977,17.051005658507346,0.2,,,,,
53.18510055541992,192512,27.0,,,,,,,,,,,,,,,
54.69789123535156,193536,27.0,-3.3197539441287516,0.48291015625,0.0,-0.025381985511921813,0.070482075,0.0003,940,6.70118522644043,17.547976997494697,0.2,,,,,
53.073509216308594,194560,27.0,,,,,,,,,,,,,,,
53.36063766479492,195584,27.0,-3.3194541901350023,0.51357421875,0.0,-0.029631099918333348,0.09083784,0.0003,950,8.275151252746582,17.481938800215723,0.2,,,,,
56.36312484741211,196608,27.0,,,,,,,,,,,,,,,
55.627784729003906,197632,27.0,-3.316417096555233,0.441455078125,0.0,-0.024807326623704284,0.06688076,0.0003,960,9.776846885681152,16.20705071091652,0.2,,,,,
54.53081512451172,198656,27.0,,,,,,,,,,,,,,,
50.35810852050781,199680,27.0,-3.3181334055960177,0.447412109375,0.0,-0.03311798677023035,0.06551476,0.0003,970,8.261702537536621,16.980939134955406,0.2,,,,,
55.54159927368164,200704,27.0,,,,,,,,,,,,,,,
50.338172912597656,201728,27.0,-3.325516305118799,0.44140625,1.1920928955078125e-07,-0.035462238290347156,0.067086935,0.0003,980,10.698371887207031,18.892334827780722,0.2,,,,,
55.42265319824219,202752,27.0,,,,,,,,,,,,,,,
54.58506393432617,203776,27.0,-3.3251069121062757,0.44072265625,1.1920928955078125e-07,-0.03389362774032634,0.063811146,0.0003,990,10.315461158752441,16.37357951402664,0.2,,,,,
55.41313552856445,204800,27.0,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,100,27.0,258,59.51114066,792
52.324066162109375,205824,27.0,-3.326811707019806,0.428662109375,0.0,-0.02975294610369019,0.06730164,0.0003,1000,7.276102066040039,16.15854545235634,0.2,,,,,
55.56593322753906,206848,27.0,,,,,,,,,,,,,,,
51.942771911621094,207872,27.0,-3.3171811521053316,0.429541015625,-1.1920928955078125e-07,-0.02132872209622292,0.07594076,0.0003,1010,7.224713325500488,16.771376630663873,0.2,,,,,
53.80261993408203,208896,27.0,,,,,,,,,,,,,,,
54.25571060180664,209920,27.0,-3.3192376270890236,0.4923828125,0.0,-0.028937392117222772,0.07790734,0.0003,1020,5.4850311279296875,16.562702307105063,0.2,,,,,
54.638397216796875,210944,27.0,,,,,,,,,,,,,,,
51.26614761352539,211968,27.0,-3.314543930441141,0.494091796875,0.0,-0.037789752837852575,0.076817386,0.0003,1030,9.479220390319824,16.75494019091129,0.2,,,,,
53.59760665893555,212992,27.0,,,,,,,,,,,,,,,
54.75928497314453,214016,27.0,-3.319470430910587,0.48798828125,-1.1920928955078125e-07,-0.03724119368125685,0.0815794,0.0003,1040,10.436433792114258,19.23044436275959,0.2,,,,,
52.81926727294922,215040,27.0,,,,,,,,,,,,,,,
53.58038330078125,216064,27.0,-3.313407763838768,0.492626953125,5.960464477539063e-08,-0.02220934822835261,0.08452399,0.0003,1050,6.345749855041504,15.393540894985199,0.2,,,,,
54.4351806640625,217088,27.0,,,,,,,,,,,,,,,
51.31577682495117,218112,27.0,-3.31566167101264,0.459765625,-1.1920928955078125e-07,-0.017615619633579625,0.074372075,0.0003,1060,9.112077713012695,19.22193843126297,0.2,,,,,
52.66284942626953,219136,27.0,,,,,,,,,,,,,,,
57.97810363769531,220160,27.0,-3.3359280832111837,0.479541015625,0.0,-0.03462246194831096,0.06739659,0.0003,1070,9.192782402038574,16.93220809996128,0.2,,,,,
54.899925231933594,221184,27.0,,,,,,,,,,,,,,,
53.45216369628906,222208,27.0,-3.3342703498899935,0.455615234375,0.0,-0.027166780630068388,0.07157187,0.0003,1080,9.832778930664062,16.66446816921234,0.2,,,,,
51.968650817871094,223232,27.0,,,,,,,,,,,,,,,
57.0018310546875,224256,27.0,-3.3336528323590757,0.43134765625,1.1920928955078125e-07,-0.029628087738819885,0.060154043,0.0003,1090,9.571998596191406,17.092625388503073,0.2,,,,,
55.33388137817383,225280,27.0,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,110,27.0,258,59.176366689999995,870
53.89232635498047,226304,27.0,-3.3346233516931534,0.44306640625,1.1920928955078125e-07,-0.028653809768729843,0.06538066,0.0003,1100,9.0595064163208,18.482816702127458,0.2,,,,,
54.215267181396484,227328,27.0,,,,,,,,,,,,,,,
54.230613708496094,228352,27.0,-3.3268466889858246,0.462451171875,0.0,-0.031573130228207444,0.07212835,0.0003,1110,7.035600662231445,16.75645735859871,0.2,,,,,
54.41997528076172,229376,27.0,,,,,,,,,,,,,,,
57.25763702392578,230400,27.0,-3.322548082470894,0.4515625,0.0,-0.02397059221402742,0.06647183,0.0003,1120,9.648725509643555,17.868517979979515,0.2,,,,,
56.12629318237305,231424,27.0,,,,,,,,,,,,,,,
51.99742126464844,232448,27.0,-3.3288177736103535,0.37958984375,0.0,-0.016867009310226423,0.048902363,0.0003,1130,8.30333423614502,16.40336056649685,0.2,,,,,
53.16394805908203,233472,27.0,,,,,,,,,,,,,,,
56.12239074707031,234496,27.0,-3.3278922751545905,0.436181640625,-1.1920928955078125e-07,-0.021616178991098422,0.069858775,0.0003,1140,8.461525917053223,18.26750484108925,0.2,,,,,
53.93320846557617,235520,27.0,,,,,,,,,,,,,,,
