eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/learning_rate,train/clip_fraction,train/loss,train/value_loss,train/entropy_loss,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean
27.0,23552,37.290767669677734,110,-0.06072310199961066,0.0,0.060486943,0.2,0.0003,0.42412109375,23.502742767333984,55.67030628323555,-5.372792077064514,,,,,
27.0,24576,37.955101013183594,,,,,,,,,,,,,,,
27.0,25600,43.65631103515625,120,-0.06195981558412313,-1.1920928955078125e-07,0.061888315,0.2,0.0003,0.459130859375,21.72603416442871,48.77740691900253,-5.322918875515461,,,,,
27.0,26624,35.699859619140625,,,,,,,,,,,,,,,
27.0,27648,37.10480499267578,130,-0.05836540210875683,0.0,0.06234791,0.2,0.0003,0.469580078125,17.985082626342773,46.56538821458817,-5.277353547513485,,,,,
27.0,28672,40.49679946899414,,,,,,,,,,,,,,,
27.0,29696,39.367889404296875,140,-0.06125549967982806,0.0,0.058699317,0.2,0.0003,0.421875,16.73530387878418,46.69133781790733,-5.227539226412773,,,,,
27.0,30720,45.589439392089844,,,,,,,,,,,,,,,
27.0,31744,40.65126037597656,150,-0.054417322087101636,0.0,0.060056385,0.2,0.0003,0.4751953125,23.36437225341797,49.862391823530196,-5.186923035979271,,,,,
27.0,32768,44.90800476074219,,,,,,,,,,,,,,,
27.0,33792,39.80793762207031,160,-0.06008564212243073,0.0,0.062021885,0.2,0.0003,0.45732421875,20.831180572509766,47.97117745876312,-5.1524698495864865,,,,,
27.0,34816,41.75331497192383,,,,,,,,,,,,,,,
27.0,35840,33.2002067565918,170,-0.06161268680007197,5.960464477539063e-08,0.05918394,0.2,0.0003,0.440478515625,17.466047286987305,46.25622398257256,-5.076971644163132,,,,,
27.0,36864,41.183921813964844,,,,,,,,,,,,,,,
27.0,37888,40.78363037109375,180,-0.05629869149997831,0.0,0.054882567,0.2,0.0003,0.47314453125,21.129064559936523,41.8581307053566,-5.014520244300366,,,,,
27.0,38912,38.539947509765625,,,,,,,,,,,,,,,
27.0,39936,43.1708984375,190,-0.059455082891508935,0.0,0.054073334,0.2,0.0003,0.453076171875,25.46171760559082,44.322345691919324,-4.961708287894726,,,,,
27.0,40960,43.041419982910156,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,83,27.0,490,20,41.37125591000001
27.0,41984,39.142372131347656,200,-0.0577271307411138,0.0,0.059670515,0.2,0.0003,0.44912109375,19.974857330322266,44.597588658332825,-4.904250419139862,,,,,
27.0,43008,43.264129638671875,,,,,,,,,,,,,,,
27.0,44032,43.26365661621094,210,-0.056914308486739174,0.0,0.06196038,0.2,0.0003,0.45595703125,22.977680206298828,45.02990140914917,-4.84255898296833,,,,,
27.0,45056,41.52948760986328,,,,,,,,,,,,,,,
27.0,46080,41.930213928222656,220,-0.05095771097112447,0.0,0.06764419,0.2,0.0003,0.483154296875,26.824230194091797,40.574991101026534,-4.768967951834202,,,,,
27.0,47104,42.37451934814453,,,,,,,,,,,,,,,
27.0,48128,43.89894485473633,230,-0.056337001611245795,1.1920928955078125e-07,0.052625082,0.2,0.0003,0.430224609375,17.36247444152832,41.879344773292544,-4.716014312207699,,,,,
27.0,49152,46.03130340576172,,,,,,,,,,,,,,,
27.0,50176,40.2881965637207,240,-0.05503264947910793,0.0,0.060581096,0.2,0.0003,0.451025390625,21.073867797851562,42.208008551597594,-4.694353726506233,,,,,
27.0,51200,44.737030029296875,,,,,,,,,,,,,,,
27.0,52224,47.52230453491211,250,-0.05683287073043175,0.0,0.060824893,0.2,0.0003,0.444384765625,18.968538284301758,40.23307982087135,-4.632260064780712,,,,,
27.0,53248,41.68003463745117,,,,,,,,,,,,,,,
27.0,54272,43.87672424316406,260,-0.04750877240439877,0.0,0.054988883,0.2,0.0003,0.43349609375,20.18528175354004,42.04443857073784,-4.556793312728405,,,,,
27.0,55296,48.858943939208984,,,,,,,,,,,,,,,
27.0,56320,45.79816436767578,270,-0.050984429457457736,0.0,0.06609163,0.2,0.0003,0.454296875,17.514976501464844,39.536538016796115,-4.491531512141227,,,,,
27.0,57344,47.14371109008789,,,,,,,,,,,,,,,
27.0,58368,47.82292938232422,280,-0.05618081607390195,0.0,0.06603894,0.2,0.0003,0.4423828125,22.035547256469727,43.05980051159859,-4.406279066205025,,,,,
27.0,59392,45.38681411743164,,,,,,,,,,,,,,,
27.0,60416,48.250953674316406,290,-0.05675806295475923,1.1920928955078125e-07,0.06914502,0.2,0.0003,0.4654296875,17.63630485534668,37.4604235291481,-4.355797052383423,,,,,
27.0,61440,47.958953857421875,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,126,27.0,485,30,45.41537194999999
27.0,62464,45.06420135498047,300,-0.046679061217582786,-1.1920928955078125e-07,0.071622334,0.2,0.0003,0.462841796875,16.908544540405273,36.63169961571693,-4.279080803692341,,,,,
27.0,63488,43.24836730957031,,,,,,,,,,,,,,,
27.0,64512,43.985130310058594,310,-0.055778115117573177,0.0,0.071581565,0.2,0.0003,0.47216796875,15.989461898803711,40.139949882030486,-4.219666214287281,,,,,
27.0,65536,48.27386474609375,,,,,,,,,,,,,,,
27.0,66560,51.798561096191406,320,-0.04803722678916529,1.1920928955078125e-07,0.06585139,0.2,0.0003,0.4654296875,13.342601776123047,34.337745499610904,-4.161442206799984,,,,,
27.0,67584,46.23783874511719,,,,,,,,,,,,,,,
27.0,68608,44.22735595703125,330,-0.04731609010632383,-1.1920928955078125e-07,0.061100483,0.2,0.0003,0.45029296875,17.837148666381836,37.56798133850098,-4.120186461508274,,,,,
27.0,69632,42.77459716796875,,,,,,,,,,,,,,,
27.0,70656,45.91637420654297,340,-0.05066496473446023,0.0,0.06458008,0.2,0.0003,0.435498046875,18.012052536010742,38.06576686501503,-4.056208176910877,,,,,
27.0,71680,49.82571029663086,,,,,,,,,,,,,,,
27.0,72704,46.42577362060547,350,-0.04778811953146942,0.0,0.070976,0.2,0.0003,0.467626953125,19.787391662597656,38.75813241004944,-3.9705656111240386,,,,,
27.0,73728,51.559814453125,,,,,,,,,,,,,,,
27.0,74752,44.22259521484375,360,-0.047103740376769565,0.0,0.07306321,0.2,0.0003,0.492236328125,19.406728744506836,35.73411392569542,-3.9007618740200996,,,,,
27.0,75776,45.787635803222656,,,,,,,,,,,,,,,
27.0,76800,48.221885681152344,370,-0.050861167185939846,0.0,0.062700205,0.2,0.0003,0.44794921875,12.642979621887207,32.508746582269666,-3.8691489987075327,,,,,
27.0,77824,48.15705108642578,,,,,,,,,,,,,,,
27.0,78848,50.38543701171875,380,-0.03738216195342829,5.960464477539063e-08,0.06275253,0.2,0.0003,0.44609375,12.750628471374512,31.333495098352433,-3.8379951559007166,,,,,
27.0,79872,46.54506301879883,,,,,,,,,,,,,,,
27.0,80896,51.522518157958984,390,-0.051879259542329234,0.0,0.06845054,0.2,0.0003,0.446435546875,14.819684982299805,28.983731591701506,-3.7780072398483755,,,,,
27.0,81920,45.018341064453125,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,168,27.0,487,40,52.05000161
27.0,82944,48.65216064453125,400,-0.04166624756180681,5.960464477539063e-08,0.052486837,0.2,0.0003,0.413232421875,17.201818466186523,31.15279493033886,-3.7417219407856463,,,,,
27.0,83968,51.528053283691406,,,,,,,,,,,,,,,
27.0,84992,51.288787841796875,410,-0.04254984306753613,0.0,0.06279986,0.2,0.0003,0.43544921875,10.275870323181152,29.281987249851227,-3.713906134665012,,,,,
27.0,86016,53.26179885864258,,,,,,,,,,,,,,,
27.0,87040,47.763423919677734,420,-0.04837225466617383,5.960464477539063e-08,0.053351294,0.2,0.0003,0.398193359375,12.883047103881836,26.221553906798363,-3.712949004024267,,,,,
27.0,88064,49.7707633972168,,,,,,,,,,,,,,,
27.0,89088,50.98713684082031,430,-0.04335524219786748,-1.1920928955078125e-07,0.05259785,0.2,0.0003,0.391162109375,14.080034255981445,28.288471776247025,-3.680878046900034,,,,,
27.0,90112,48.93059158325195,,,,,,,,,,,,,,,
27.0,91136,49.413230895996094,440,-0.04571894120308571,5.960464477539063e-08,0.052926138,0.2,0.0003,0.417626953125,8.072643280029297,26.37334954738617,-3.6487778820097447,,,,,
27.0,92160,49.16761779785156,,,,,,,,,,,,,,,
27.0,93184,52.842071533203125,450,-0.043746506611933,0.0,0.059951343,0.2,0.0003,0.451123046875,12.746196746826172,31.108487790822984,-3.613506654649973,,,,,
27.0,94208,50.9626579284668,,,,,,,,,,,,,,,
27.0,95232,52.69483947753906,460,-0.045997529252781534,1.7881393432617188e-07,0.058956444,0.2,0.0003,0.448046875,9.979722023010254,24.52397538423538,-3.5906598083674908,,,,,
27.0,96256,50.700462341308594,,,,,,,,,,,,,,,
27.0,97280,49.62713623046875,470,-0.05053292463708203,0.0,0.06079487,0.2,0.0003,0.4357421875,13.23776626586914,25.33180323243141,-3.5801989287137985,,,,,
27.0,98304,51.983070373535156,,,,,,,,,,,,,,,
27.0,99328,51.22784423828125,480,-0.049929724913090466,-1.1920928955078125e-07,0.060558744,0.2,0.0003,0.412158203125,14.744816780090332,27.536883682012558,-3.569756641983986,,,,,
27.0,100352,52.536678314208984,,,,,,,,,,,,,,,
27.0,101376,55.15770721435547,490,-0.038280457448854575,0.0,0.06209211,0.2,0.0003,0.427734375,13.71567440032959,23.016730955243112,-3.530399928987026,,,,,
27.0,102400,47.65304946899414,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,208,27.0,491,50,55.79613441999999
27.0,103424,55.15922546386719,500,-0.028925246880680787,5.960464477539063e-08,0.056646086,0.2,0.0003,0.390478515625,11.010808944702148,26.696698874235153,-3.5303950779139996,,,,,
27.0,104448,50.8662223815918,,,,,,,,,,,,,,,
27.0,105472,56.11919021606445,510,-0.03904586412536446,0.0,0.05772949,0.2,0.0003,0.435693359375,9.808719635009766,24.343901196122168,-3.525606964528561,,,,,
27.0,106496,54.46369934082031,,,,,,,,,,,,,,,
27.0,107520,52.546836853027344,520,-0.03553156830603257,0.0,0.05666221,0.2,0.0003,0.3927734375,13.901235580444336,22.789017289876938,-3.514678750932217,,,,,
27.0,108544,55.01007843017578,,,,,,,,,,,,,,,
27.0,109568,52.21648025512695,530,-0.04414026100130286,-1.1920928955078125e-07,0.057088163,0.2,0.0003,0.41630859375,13.4032564163208,22.365871435403825,-3.4980293922126293,,,,,
27.0,110592,54.573974609375,,,,,,,,,,,,,,,
27.0,111616,53.751075744628906,540,-0.038929132345947436,0.0,0.062186908,0.2,0.0003,0.429296875,11.513439178466797,20.943574771285057,-3.4829556807875632,,,,,
27.0,112640,53.77284240722656,,,,,,,,,,,,,,,
27.0,113664,51.8679084777832,550,-0.041727822873508555,0.0,0.059368115,0.2,0.0003,0.473681640625,11.407812118530273,21.254519319534303,-3.4802685387432577,,,,,
27.0,114688,50.31759262084961,,,,,,,,,,,,,,,
27.0,115712,50.77753448486328,560,-0.038161348887661005,1.1920928955078125e-07,0.07050906,0.2,0.0003,0.433837890625,10.942292213439941,21.48098281621933,-3.4690694734454155,,,,,
27.0,116736,52.969993591308594,,,,,,,,,,,,,,,
27.0,117760,51.129150390625,570,-0.03047621121513657,0.0,0.063719705,0.2,0.0003,0.4126953125,8.165164947509766,20.264802128076553,-3.4550423078238963,,,,,
27.0,118784,54.8253173828125,,,,,,,,,,,,,,,
27.0,119808,49.79637145996094,580,-0.0342641714567435,0.0,0.055059865,0.2,0.0003,0.4556640625,10.945821762084961,20.520090904831886,-3.4576267652213573,,,,,
27.0,120832,53.64051818847656,,,,,,,,,,,,,,,
27.0,121856,54.23424530029297,590,-0.029865966066427063,-1.1920928955078125e-07,0.05297326,0.2,0.0003,0.3927734375,11.264029502868652,21.48377585709095,-3.453372848033905,,,,,
27.0,122880,53.51716613769531,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,250,27.0,490,60,56.584209900000005
27.0,123904,50.57839584350586,600,-0.031599209764681294,-1.1920928955078125e-07,0.050229847,0.2,0.0003,0.396484375,11.171182632446289,21.80688925087452,-3.453176310658455,,,,,
27.0,124928,54.902305603027344,,,,,,,,,,,,,,,
27.0,125952,54.307308197021484,610,-0.03362781856849324,0.0,0.049371623,0.2,0.0003,0.37939453125,15.13566780090332,22.159468919038773,-3.4376944355666637,,,,,
27.0,126976,53.395233154296875,,,,,,,,,,,,,,,
27.0,128000,55.91033935546875,620,-0.043304327626538,1.1920928955078125e-07,0.05325783,0.2,0.0003,0.402978515625,10.614486694335938,17.66407762467861,-3.429921668022871,,,,,
27.0,129024,56.50492477416992,,,,,,,,,,,,,,,
27.0,130048,55.50884246826172,630,-0.034889453384676014,0.0,0.04822806,0.2,0.0003,0.36533203125,9.692570686340332,17.602190816402434,-3.4245538994669915,,,,,
27.0,131072,53.45671081542969,,,,,,,,,,,,,,,
27.0,132096,56.26394271850586,640,-0.03200856606417801,0.0,0.059838474,0.2,0.0003,0.418017578125,11.626079559326172,22.36547892987728,-3.4148349426686764,,,,,
27.0,133120,54.0805549621582,,,,,,,,,,,,,,,
27.0,134144,56.157466888427734,650,-0.028493135984172115,1.1920928955078125e-07,0.053757597,0.2,0.0003,0.40859375,8.12893009185791,20.530214512348174,-3.4095344968140124,,,,,
27.0,135168,54.918968200683594,,,,,,,,,,,,,,,
27.0,136192,55.25517654418945,660,-0.0385865353862755,0.0,0.0634653,0.2,0.0003,0.403466796875,8.776331901550293,17.201221817731856,-3.397776547819376,,,,,
27.0,137216,54.014068603515625,,,,,,,,,,,,,,,
27.0,138240,57.42462921142578,670,-0.04075707079900894,0.0,0.058367748,0.2,0.0003,0.429541015625,7.749018669128418,17.90766429901123,-3.382634291052818,,,,,
27.0,139264,55.387359619140625,,,,,,,,,,,,,,,
27.0,140288,55.619598388671875,680,-0.025647490496339742,0.0,0.061092544,0.2,0.0003,0.405419921875,8.164118766784668,20.65044097304344,-3.3803801529109476,,,,,
27.0,141312,51.081363677978516,,,,,,,,,,,,,,,
27.0,142336,54.302589416503906,690,-0.030172758735716343,0.0,0.06539271,0.2,0.0003,0.41982421875,9.314194679260254,20.469780471920966,-3.3755212001502515,,,,,
27.0,143360,54.399864196777344,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,294,27.0,486,70,58.38959798
27.0,144384,54.186763763427734,700,-0.04242671802348923,0.0,0.08507946,0.2,0.0003,0.481884765625,9.547846794128418,19.10491062402725,-3.370704282820225,,,,,
27.0,145408,52.517852783203125,,,,,,,,,,,,,,,
27.0,146432,55.22318649291992,710,-0.03332148698391393,0.0,0.05792043,0.2,0.0003,0.442041015625,9.541269302368164,16.07535499930382,-3.384494834393263,,,,,
27.0,147456,52.68438720703125,,,,,,,,,,,,,,,
27.0,148480,57.31721496582031,720,-0.03703667207155377,-1.1920928955078125e-07,0.0658368,0.2,0.0003,0.43955078125,10.91177749633789,20.50026639401913,-3.3843258298933505,,,,,
27.0,149504,54.101898193359375,,,,,,,,,,,,,,,
27.0,150528,55.3876953125,730,-0.033781461216858585,0.0,0.05332417,0.2,0.0003,0.43623046875,5.647404670715332,13.146702781319618,-3.3746852345764635,,,,,
27.0,151552,54.461692810058594,,,,,,,,,,,,,,,
27.0,152576,54.57893753051758,740,-0.03171708660374861,0.0,0.05941355,0.2,0.0003,0.422314453125,5.863483428955078,17.664315223693848,-3.3782933607697485,,,,,
27.0,153600,52.192298889160156,,,,,,,,,,,,,,,
27.0,154624,58.032379150390625,750,-0.033422911787056364,0.0,0.06703085,0.2,0.0003,0.4412109375,9.116869926452637,18.42073811888695,-3.3755277536809443,,,,,
27.0,155648,52.61420440673828,,,,,,,,,,,,,,,
27.0,156672,55.83100128173828,760,-0.02788366117165424,-1.1920928955078125e-07,0.05929006,0.2,0.0003,0.426513671875,8.599383354187012,18.59557569026947,-3.372255650162697,,,,,
27.0,157696,55.679931640625,,,,,,,,,,,,,,,
27.0,158720,56.941123962402344,770,-0.02955325388320489,0.0,0.06412093,0.2,0.0003,0.434765625,7.6097917556762695,17.44196593761444,-3.375358805805445,,,,,
27.0,159744,57.21816635131836,,,,,,,,,,,,,,,
27.0,160768,52.990562438964844,780,-0.029123662116762716,-1.1920928955078125e-07,0.059617978,0.2,0.0003,0.408251953125,9.448650360107422,19.063283985853197,-3.3767280258238315,,,,,
27.0,161792,55.283721923828125,,,,,,,,,,,,,,,
27.0,162816,52.40711212158203,790,-0.02822192874591565,0.0,0.07000476,0.2,0.0003,0.43232421875,7.105324745178223,18.119628137350084,-3.369043169915676,,,,,
27.0,163840,51.75426483154297,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,337,27.0,485,80,58.917382010000004
27.0,164864,57.470340728759766,800,-0.030981427224469373,0.0,0.06636692,0.2,0.0003,0.4392578125,10.578558921813965,19.642111602425576,-3.373275101929903,,,,,
27.0,165888,57.445255279541016,,,,,,,,,,,,,,,
27.0,166912,51.86677551269531,810,-0.030131855586660095,1.1920928955078125e-07,0.06678723,0.2,0.0003,0.450927734375,8.386510848999023,18.82789097726345,-3.3731781251728536,,,,,
27.0,167936,54.997894287109375,,,,,,,,,,,,,,,
27.0,168960,54.7572021484375,820,-0.033410530484979974,0.0,0.06711738,0.2,0.0003,0.46552734375,7.776571750640869,16.562257140874863,-3.375562683492899,,,,,
27.0,169984,55.82096481323242,,,,,,,,,,,,,,,
27.0,171008,56.59629821777344,830,-0.023248015581339133,0.0,0.075353205,0.2,0.0003,0.44814453125,9.486671447753906,20.065062201023103,-3.3702455133199694,,,,,
27.0,172032,53.690948486328125,,,,,,,,,,,,,,,
27.0,173056,52.474517822265625,840,-0.032948249430046414,0.0,0.07295753,0.2,0.0003,0.41748046875,8.050728797912598,20.099463272094727,-3.3656794160604475,,,,,
27.0,174080,53.55129623413086,,,,,,,,,,,,,,,
27.0,175104,55.12449264526367,850,-0.03297501296619885,0.0,0.08187792,0.2,0.0003,0.4642578125,8.8179292678833,19.851484480500222,-3.3609149985015394,,,,,
27.0,176128,57.36070251464844,,,,,,,,,,,,,,,
27.0,177152,57.842769622802734,860,-0.023753760717227124,0.0,0.066382006,0.2,0.0003,0.40341796875,11.75162410736084,18.843742868304254,-3.3654308199882506,,,,,
27.0,178176,51.337486267089844,,,,,,,,,,,,,,,
27.0,179200,59.03523635864258,870,-0.02313110301911365,0.0,0.06204752,0.2,0.0003,0.426953125,9.153884887695312,17.3691358178854,-3.3784290604293346,,,,,
27.0,180224,58.47974395751953,,,,,,,,,,,,,,,
27.0,181248,53.61365509033203,880,-0.029164283895806876,0.0,0.056696184,0.2,0.0003,0.4138671875,6.3036088943481445,16.712901997566224,-3.375772400945425,,,,,
27.0,182272,55.841922760009766,,,,,,,,,,,,,,,
27.0,183296,56.81926727294922,890,-0.02835034585732501,-1.1920928955078125e-07,0.06972862,0.2,0.0003,0.444873046875,7.51328706741333,16.762618088722228,-3.3604960955679415,,,,,
27.0,184320,58.32985305786133,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,378,27.0,486,90,59.0935304
27.0,185344,55.465545654296875,900,-0.03203742667537881,0.0,0.07631666,0.2,0.0003,0.476953125,8.64234447479248,17.972087693214416,-3.355228066444397,,,,,
27.0,186368,53.90142822265625,,,,,,,,,,,,,,,
27.0,187392,54.03547668457031,910,-0.030779161794635003,-1.1920928955078125e-07,0.055536725,0.2,0.0003,0.44599609375,7.022386074066162,17.811777129769325,-3.3562941655516623,,,,,
27.0,188416,58.561580657958984,,,,,,,,,,,,,,,
27.0,189440,55.545955657958984,920,-0.024643927880970296,5.960464477539063e-08,0.06732982,0.2,0.0003,0.450341796875,5.8639936447143555,14.84651689082384,-3.3563225127756597,,,,,
27.0,190464,56.3482780456543,,,,,,,,,,,,,,,
27.0,191488,52.728248596191406,930,-0.0289806456239603,0.0,0.06135344,0.2,0.0003,0.4228515625,7.691676139831543,15.680941581726074,-3.348204645514488,,,,,
27.0,192512,54.953529357910156,,,,,,,,,,,,,,,
27.0,193536,54.67397689819336,940,-0.03742809502000455,0.0,0.06590123,0.2,0.0003,0.467578125,8.316828727722168,15.68113486468792,-3.344404312223196,,,,,
27.0,194560,53.672035217285156,,,,,,,,,,,,,,,
27.0,195584,55.60795974731445,950,-0.024963217132608406,-1.1920928955078125e-07,0.062669516,0.2,0.0003,0.42568359375,7.495011806488037,17.195393380522727,-3.3406128607690335,,,,,
27.0,196608,54.57921600341797,,,,,,,,,,,,,,,
27.0,197632,58.0386962890625,960,-0.01663767506397562,0.0,0.06770891,0.2,0.0003,0.460986328125,8.084925651550293,17.698594832420348,-3.3449115321040153,,,,,
27.0,198656,54.55878448486328,,,,,,,,,,,,,,,
27.0,199680,55.79705810546875,970,-0.02716110414476134,0.0,0.06415808,0.2,0.0003,0.45390625,8.592005729675293,18.492543837428094,-3.3380608960986136,,,,,
27.0,200704,56.42778778076172,,,,,,,,,,,,,,,
27.0,201728,53.60635757446289,980,-0.02802652762038633,1.1920928955078125e-07,0.07118985,0.2,0.0003,0.467138671875,14.040462493896484,18.600587218999863,-3.341484110057354,,,,,
27.0,202752,58.39128112792969,,,,,,,,,,,,,,,
27.0,203776,61.48413848876953,990,-0.026202558483055326,0.0,0.065981664,0.2,0.0003,0.428369140625,11.09192943572998,17.75979456603527,-3.34287438839674,,,,,
27.0,204800,53.943016052246094,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,423,27.0,483,100,59.41922391000001
27.0,205824,57.56809997558594,1000,-0.016126318850729147,1.1920928955078125e-07,0.06794807,0.2,0.0003,0.430419921875,8.543303489685059,16.928644695878027,-3.341287421435118,,,,,
27.0,206848,57.85003662109375,,,,,,,,,,,,,,,
27.0,207872,56.30536651611328,1010,-0.03201043963781558,0.0,0.07071191,0.2,0.0003,0.437548828125,9.752233505249023,18.480606925487518,-3.3425279319286347,,,,,
27.0,208896,56.46678924560547,,,,,,,,,,,,,,,
27.0,209920,51.38081359863281,1020,-0.020310213178163394,0.0,0.06699096,0.2,0.0003,0.42158203125,8.820813179016113,18.486087051033973,-3.326726308465004,,,,,
27.0,210944,52.33908462524414,,,,,,,,,,,,,,,
27.0,211968,55.655067443847656,1030,-0.029325740147032774,1.1920928955078125e-07,0.06806363,0.2,0.0003,0.4375,10.421428680419922,17.29207383096218,-3.326576890051365,,,,,
27.0,212992,53.89751434326172,,,,,,,,,,,,,,,
27.0,214016,56.01295471191406,1040,-0.027130108006531373,1.1920928955078125e-07,0.07286294,0.2,0.0003,0.470947265625,9.950932502746582,17.966121658682823,-3.3190783143043516,,,,,
27.0,215040,49.11430358886719,,,,,,,,,,,,,,,
27.0,216064,55.12181091308594,1050,-0.023532028472982348,0.0,0.07577033,0.2,0.0003,0.45625,7.1272873878479,19.694919446110724,-3.330067703127861,,,,,
27.0,217088,54.116477966308594,,,,,,,,,,,,,,,
27.0,218112,54.58100509643555,1060,-0.024498867051443086,0.0,0.0649612,0.2,0.0003,0.42744140625,9.261292457580566,16.586769151687623,-3.3332543022930623,,,,,
27.0,219136,53.20206069946289,,,,,,,,,,,,,,,
27.0,220160,55.214210510253906,1070,-0.030108743051823695,0.0,0.07478286,0.2,0.0003,0.4333984375,9.665825843811035,16.31410858333111,-3.333666354417801,,,,,
27.0,221184,55.84552001953125,,,,,,,,,,,,,,,
27.0,222208,55.19025802612305,1080,-0.03556407523283269,0.0,0.070833385,0.2,0.0003,0.461083984375,8.66408920288086,16.71041211038828,-3.3342983812093734,,,,,
27.0,223232,56.95307922363281,,,,,,,,,,,,,,,
27.0,224256,54.97721862792969,1090,-0.022475320493686012,0.0,0.056658924,0.2,0.0003,0.407421875,6.542224407196045,17.671841368079185,-3.3489980839192866,,,,,
27.0,225280,52.7337646484375,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,466,27.0,483,110,59.32025276999999
27.0,226304,58.96574401855469,1100,-0.027471119441906923,1.1920928955078125e-07,0.05579776,0.2,0.0003,0.3951171875,10.432378768920898,19.07684575021267,-3.357490984350443,,,,,
27.0,227328,54.83003234863281,,,,,,,,,,,,,,,
27.0,228352,54.91789627075195,1110,-0.02865044673526427,1.1920928955078125e-07,0.057881165,0.2,0.0003,0.397802734375,12.043517112731934,17.60487897992134,-3.3603920459747316,,,,,
27.0,229376,54.77400207519531,,,,,,,,,,,,,,,
27.0,230400,56.666053771972656,1120,-0.0234234000716242,0.0,0.055019237,0.2,0.0003,0.403466796875,8.303089141845703,18.363611769676208,-3.3535281933844088,,,,,
27.0,231424,55.565406799316406,,,,,,,,,,,,,,,
27.0,232448,55.352195739746094,1130,-0.020633107265166473,0.0,0.05744245,0.2,0.0003,0.415771484375,12.19848918914795,17.007460007071494,-3.3433705888688565,,,,,
27.0,233472,54.05197525024414,,,,,,,,,,,,,,,
27.0,234496,52.56230926513672,1140,-0.026743984216591344,0.0,0.066444844,0.2,0.0003,0.44384765625,10.3285493850708,18.41649277806282,-3.33510257974267,,,,,
27.0,235520,56.07477951049805,,,,,,,,,,,,,,,
