eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/explained_variance,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean
40.0,67.91546630859375,1064960,,,,,,,,,,,,,,,
,,1064960,,,,,,,,,,,1700.7977213899999,472,520,2253,40.0
40.0,69.99504089355469,1065984,0.0,23154.36328125,-4.460735282301902,0.284765625,0.2,0.006308636484027375,0.0003,46439.0003112793,5200,0.026713317,,,,,
40.0,68.83489990234375,1067008,,,,,,,,,,,,,,,
40.0,68.11101531982422,1068032,0.0,21035.611328125,-4.459416802227497,0.347021484375,0.2,0.0010166745021706447,0.0003,45319.650427246095,5210,0.03082519,,,,,
40.0,67.17935943603516,1069056,,,,,,,,,,,,,,,
40.0,68.19586944580078,1070080,0.0,23533.57421875,-4.42687580883503,0.307275390625,0.2,0.0009866913591395133,0.0003,43417.753582763675,5220,0.026329681,,,,,
40.0,64.37594604492188,1071104,,,,,,,,,,,,,,,
40.0,71.09062194824219,1072128,0.0,16139.1484375,-4.426005591452122,0.32578125,0.2,0.010945246552000753,0.0003,41372.011059570315,5230,0.03143513,,,,,
40.0,69.0806655883789,1073152,,,,,,,,,,,,,,,
40.0,64.26258850097656,1074176,5.960464477539063e-08,24519.5078125,-4.452465680241585,0.317919921875,0.2,0.015803676514769903,0.0003,45292.29075927734,5240,0.031982306,,,,,
40.0,67.40577697753906,1075200,,,,,,,,,,,,,,,
40.0,62.677032470703125,1076224,5.960464477539063e-08,17553.3671875,-4.4554012075066565,0.32685546875,0.2,0.009779344678099733,0.0003,37807.60245361328,5250,0.030096626,,,,,
40.0,69.38554382324219,1077248,,,,,,,,,,,,,,,
40.0,67.43521881103516,1078272,-1.1920928955078125e-07,20191.287109375,-4.459134209156036,0.314013671875,0.2,0.013551729478058406,0.0003,40596.31337890625,5260,0.030480567,,,,,
40.0,65.80201721191406,1079296,,,,,,,,,,,,,,,
40.0,61.608421325683594,1080320,0.0,22530.78515625,-4.471204689145088,0.28310546875,0.2,0.004040937130048406,0.0003,43524.385192871094,5270,0.025968872,,,,,
40.0,70.74179077148438,1081344,,,,,,,,,,,,,,,
40.0,65.936279296875,1082368,0.0,17869.166015625,-4.472986975312233,0.312744140625,0.2,0.008830697771918495,0.0003,36531.87350463867,5280,0.028880332,,,,,
40.0,72.69764709472656,1083392,,,,,,,,,,,,,,,
40.0,64.732666015625,1084416,0.0,23681.455078125,-4.476418496668339,0.332470703125,0.2,0.005308193669407046,0.0003,42809.69379272461,5290,0.030088134,,,,,
40.0,65.9415512084961,1085440,,,,,,,,,,,,,,,
,,1085440,,,,,,,,,,,1685.3653611700001,473,530,2292,40.0
40.0,71.36831665039062,1086464,0.0,23860.037109375,-4.4465461179614065,0.309130859375,0.2,0.013249577248643618,0.0003,40762.93200073242,5300,0.02991207,,,,,
40.0,65.42858123779297,1087488,,,,,,,,,,,,,,,
40.0,68.11674499511719,1088512,0.0,18823.83203125,-4.460038156807423,0.307421875,0.2,0.008282377460272983,0.0003,42301.49002075195,5310,0.031034425,,,,,
40.0,67.60063171386719,1089536,,,,,,,,,,,,,,,
40.0,68.36739349365234,1090560,0.0,19183.298828125,-4.446616794168949,0.367431640625,0.2,0.010932731626962778,0.0003,43780.12178344726,5320,0.037208173,,,,,
40.0,68.15291595458984,1091584,,,,,,,,,,,,,,,
40.0,73.80281066894531,1092608,-1.1920928955078125e-07,23695.873046875,-4.424367478489875,0.312646484375,0.2,0.016103056798601755,0.0003,43236.73215942383,5330,0.030625567,,,,,
40.0,70.75735473632812,1093632,,,,,,,,,,,,,,,
40.0,65.46540069580078,1094656,5.960464477539063e-08,18435.583984375,-4.389711730182171,0.345361328125,0.2,0.012457953962439205,0.0003,40845.631158447264,5340,0.033624496,,,,,
40.0,70.19886779785156,1095680,,,,,,,,,,,,,,,
40.0,68.61004638671875,1096704,0.0,14697.818359375,-4.369804893434048,0.344873046875,0.2,0.007357234017399605,0.0003,40442.940905761716,5350,0.03147557,,,,,
40.0,70.49732971191406,1097728,,,,,,,,,,,,,,,
40.0,66.79983520507812,1098752,0.0,24363.5078125,-4.37814410328865,0.289208984375,0.2,0.006240651338885073,0.0003,47346.23039550781,5360,0.026148226,,,,,
40.0,63.91057586669922,1099776,,,,,,,,,,,,,,,
40.0,62.77960205078125,1100800,0.0,20248.21875,-4.372515983879566,0.318115234375,0.2,0.016352770241792314,0.0003,43678.58598632812,5370,0.031545024,,,,,
40.0,66.06221008300781,1101824,,,,,,,,,,,,,,,
40.0,69.81835174560547,1102848,5.960464477539063e-08,23398.88671875,-4.343424315750599,0.315576171875,0.2,0.015189388404542115,0.0003,45480.225701904295,5380,0.029141013,,,,,
40.0,66.143310546875,1103872,,,,,,,,,,,,,,,
40.0,64.74732971191406,1104896,0.0,19968.193359375,-4.306710533797741,0.3123046875,0.2,-0.0010271745341015048,0.0003,43790.17277832031,5390,0.028170643,,,,,
40.0,65.17460632324219,1105920,,,,,,,,,,,,,,,
,,1105920,,,,,,,,,,,1693.0693396600002,474,540,2332,40.0
40.0,65.52680206298828,1106944,0.0,20149.091796875,-4.282915906608105,0.31513671875,0.2,0.00819458745245356,0.0003,39282.45003662109,5400,0.028380647,,,,,
40.0,64.813232421875,1107968,,,,,,,,,,,,,,,
40.0,69.45059204101562,1108992,5.960464477539063e-08,17806.498046875,-4.282450668513775,0.303466796875,0.2,0.01085313646181021,0.0003,36278.59061279297,5410,0.027997298,,,,,
40.0,67.65937805175781,1110016,,,,,,,,,,,,,,,
40.0,69.28254699707031,1111040,0.0,12739.283203125,-4.283667486906052,0.30654296875,0.2,0.0008390694914851337,0.0003,32424.95119628906,5420,0.028755799,,,,,
40.0,69.52333068847656,1112064,,,,,,,,,,,,,,,
40.0,62.384796142578125,1113088,0.0,24247.677734375,-4.290410073101521,0.331005859375,0.2,0.007064338744385168,0.0003,47487.10352172852,5430,0.028996993,,,,,
40.0,71.14057922363281,1114112,,,,,,,,,,,,,,,
40.0,69.40972900390625,1115136,0.0,20961.595703125,-4.312262801826,0.298388671875,0.2,0.013299357185314876,0.0003,41378.627911376956,5440,0.026886849,,,,,
40.0,61.47999954223633,1116160,,,,,,,,,,,,,,,
40.0,66.39390563964844,1117184,-1.1920928955078125e-07,13545.208984375,-4.304723024368286,0.31376953125,0.2,-0.003871385072125122,0.0003,38225.665545654294,5450,0.029673899,,,,,
40.0,70.04776000976562,1118208,,,,,,,,,,,,,,,
40.0,62.49896240234375,1119232,0.0,24778.435546875,-4.307431982457638,0.298291015625,0.2,0.007676464147516526,0.0003,38435.297552490236,5460,0.027621929,,,,,
40.0,65.3277359008789,1120256,,,,,,,,,,,,,,,
40.0,69.78296661376953,1121280,0.0,14524.65234375,-4.339023147523403,0.30107421875,0.2,0.008177468104986475,0.0003,38412.39583740234,5470,0.027470246,,,,,
40.0,65.97933959960938,1122304,,,,,,,,,,,,,,,
40.0,66.07316589355469,1123328,0.0,21236.54296875,-4.344080357253551,0.2966796875,0.2,0.0025573764491127805,0.0003,41172.60485839844,5480,0.029576745,,,,,
40.0,67.1420669555664,1124352,,,,,,,,,,,,,,,
40.0,70.36530303955078,1125376,0.0,18873.13671875,-4.3198270663619045,0.28818359375,0.2,0.0041664547243271954,0.0003,39370.39091796875,5490,0.026282914,,,,,
40.0,64.32756042480469,1126400,,,,,,,,,,,,,,,
,,1126400,,,,,,,,,,,1702.8519046300003,474,550,2373,40.0
40.0,68.31538391113281,1127424,0.0,18428.015625,-4.310540319979191,0.278955078125,0.2,0.0077032530112774115,0.0003,39498.10167236328,5500,0.024712473,,,,,
40.0,73.92338562011719,1128448,,,,,,,,,,,,,,,
40.0,63.24474334716797,1129472,-1.1920928955078125e-07,17694.099609375,-4.307221089303494,0.3361328125,0.2,0.007357407989184139,0.0003,39724.39463500977,5510,0.030161554,,,,,
40.0,65.11860656738281,1130496,,,,,,,,,,,,,,,
40.0,64.35780334472656,1131520,0.0,20998.390625,-4.298763002455234,0.2791015625,0.2,0.00911872819851851,0.0003,39818.40186157227,5520,0.025228117,,,,,
40.0,65.6119155883789,1132544,,,,,,,,,,,,,,,
40.0,67.29264831542969,1133568,0.0,19265.712890625,-4.29022807776928,0.29345703125,0.2,0.007647989208635408,0.0003,45099.6775390625,5530,0.026755989,,,,,
40.0,69.67594909667969,1134592,,,,,,,,,,,,,,,
40.0,64.49752807617188,1135616,-1.1920928955078125e-07,17627.599609375,-4.271090316772461,0.259326171875,0.2,0.0056658198242075745,0.0003,38736.0627746582,5540,0.022345886,,,,,
40.0,66.97886657714844,1136640,,,,,,,,,,,,,,,
40.0,72.366943359375,1137664,0.0,22944.765625,-4.268561235070228,0.247021484375,0.2,-0.002704333155270433,0.0003,38457.017822265625,5550,0.02246238,,,,,
40.0,64.14923095703125,1138688,,,,,,,,,,,,,,,
40.0,69.91172790527344,1139712,0.0,16661.4609375,-4.256761701405049,0.2796875,0.2,0.012704344329540618,0.0003,39848.51834106445,5560,0.025435653,,,,,
40.0,68.65609741210938,1140736,,,,,,,,,,,,,,,
40.0,71.66536712646484,1141760,0.0,18205.798828125,-4.256499797105789,0.29873046875,0.2,0.005644738650880754,0.0003,40703.66486206055,5570,0.025694937,,,,,
40.0,66.56056213378906,1142784,,,,,,,,,,,,,,,
40.0,69.27467346191406,1143808,0.0,18416.32421875,-4.255779647827149,0.252294921875,0.2,0.013064553466392681,0.0003,39565.795599365236,5580,0.023651365,,,,,
40.0,66.77232360839844,1144832,,,,,,,,,,,,,,,
40.0,63.24663543701172,1145856,0.0,17336.068359375,-4.248030085861683,0.29658203125,0.2,0.006456524111854378,0.0003,33767.77688598633,5590,0.026426729,,,,,
40.0,66.91941833496094,1146880,,,,,,,,,,,,,,,
,,1146880,,,,,,,,,,,1702.00380048,474,560,2414,40.0
40.0,67.95217895507812,1147904,5.960464477539063e-08,26532.4375,-4.236313802003861,0.248095703125,0.2,0.012525851390819298,0.0003,41112.42104492187,5600,0.023913782,,,,,
40.0,69.07304382324219,1148928,,,,,,,,,,,,,,,
40.0,66.43472290039062,1149952,0.0,20459.072265625,-4.256613603234291,0.29541015625,0.2,0.008644733748224099,0.0003,38032.15887451172,5610,0.02681714,,,,,
40.0,70.68238067626953,1150976,,,,,,,,,,,,,,,
40.0,68.72616577148438,1152000,0.0,19000.88671875,-4.2562962338328365,0.308984375,0.2,0.01201340129628079,0.0003,42685.561694335935,5620,0.03046763,,,,,
40.0,70.63441467285156,1153024,,,,,,,,,,,,,,,
40.0,63.813655853271484,1154048,-1.1920928955078125e-07,22638.48046875,-4.251168061792851,0.272314453125,0.2,0.0003790279210079461,0.0003,41697.87465209961,5630,0.024848524,,,,,
40.0,72.3428955078125,1155072,,,,,,,,,,,,,,,
40.0,73.0748291015625,1156096,0.0,24256.84375,-4.273118235170841,0.271923828125,0.2,0.0012411624382366426,0.0003,40139.57889404297,5640,0.023428157,,,,,
40.0,65.91571044921875,1157120,,,,,,,,,,,,,,,
40.0,75.04463195800781,1158144,0.0,20429.421875,-4.269559012353421,0.26904296875,0.2,0.01507098720612703,0.0003,40644.602014160155,5650,0.025261551,,,,,
40.0,64.41422271728516,1159168,,,,,,,,,,,,,,,
40.0,68.95486450195312,1160192,0.0,21787.853515625,-4.258866442739963,0.2462890625,0.2,0.00780970178602729,0.0003,42922.70130615235,5660,0.022805925,,,,,
40.0,67.46990203857422,1161216,,,,,,,,,,,,,,,
40.0,64.83679962158203,1162240,0.0,21288.232421875,-4.236363503336906,0.287939453125,0.2,0.002990254811447812,0.0003,39119.46486816406,5670,0.023709875,,,,,
40.0,68.56465148925781,1163264,,,,,,,,,,,,,,,
40.0,68.80184936523438,1164288,0.0,20803.44140625,-4.216409017145634,0.22744140625,0.2,0.010001458518672734,0.0003,36828.5403930664,5680,0.020487553,,,,,
40.0,71.83122253417969,1165312,,,,,,,,,,,,,,,
40.0,60.744178771972656,1166336,0.0,23264.935546875,-4.201801258325577,0.25419921875,0.2,0.006694783264538273,0.0003,39485.10288085938,5690,0.021790225,,,,,
40.0,66.96224212646484,1167360,,,,,,,,,,,,,,,
,,1167360,,,,,,,,,,,1720.2469659399999,475,570,2456,40.0
40.0,69.34967803955078,1168384,5.960464477539063e-08,19214.7578125,-4.182057845592499,0.295849609375,0.2,0.006438993259507697,0.0003,35035.60438232422,5700,0.025581263,,,,,
40.0,69.85945129394531,1169408,,,,,,,,,,,,,,,
40.0,63.493614196777344,1170432,0.0,18037.724609375,-4.177549749612808,0.276513671875,0.2,0.000797851465176791,0.0003,37644.71195678711,5710,0.025329024,,,,,
40.0,67.94550323486328,1171456,,,,,,,,,,,,,,,
40.0,66.83892059326172,1172480,0.0,17316.75390625,-4.149479007720947,0.23974609375,0.2,0.0015522194531513377,0.0003,37547.44196166992,5720,0.019288134,,,,,
40.0,63.610599517822266,1173504,,,,,,,,,,,,,,,
40.0,68.46530151367188,1174528,0.0,15038.14453125,-4.161406172811985,0.240625,0.2,0.0021380842954386026,0.0003,32724.7893737793,5730,0.021218311,,,,,
40.0,66.93849182128906,1175552,,,,,,,,,,,,,,,
40.0,66.7393798828125,1176576,-1.1920928955078125e-07,22850.7734375,-4.188975669443607,0.26357421875,0.2,0.01321382653695764,0.0003,38282.813647460935,5740,0.023855766,,,,,
40.0,69.47152709960938,1177600,,,,,,,,,,,,,,,
40.0,71.25739288330078,1178624,0.0,17789.0625,-4.179616577923298,0.2537109375,0.2,0.012415936577599495,0.0003,35426.89450073242,5750,0.021779202,,,,,
40.0,69.31846618652344,1179648,,,,,,,,,,,,,,,
40.0,63.958351135253906,1180672,0.0,15201.1572265625,-4.1900878444314005,0.298291015625,0.2,0.009587419503077399,0.0003,30872.8099609375,5760,0.024778135,,,,,
40.0,72.93403625488281,1181696,,,,,,,,,,,,,,,
40.0,69.28890991210938,1182720,-1.1920928955078125e-07,16777.8671875,-4.197178633511067,0.297900390625,0.2,0.012826505646808073,0.0003,37775.94357299805,5770,0.027294822,,,,,
40.0,66.17207336425781,1183744,,,,,,,,,,,,,,,
40.0,69.9906005859375,1184768,5.960464477539063e-08,15402.8095703125,-4.208742821216584,0.30888671875,0.2,0.010255452481214889,0.0003,34462.090014648435,5780,0.027885448,,,,,
40.0,70.38099670410156,1185792,,,,,,,,,,,,,,,
40.0,67.75326538085938,1186816,0.0,16287.404296875,-4.219459985196591,0.36083984375,0.2,-0.004658816639857832,0.0003,33392.2936340332,5790,0.028148139,,,,,
40.0,68.5788803100586,1187840,,,,,,,,,,,,,,,
,,1187840,,,,,,,,,,,1714.9293577800001,475,580,2498,40.0
40.0,64.21200561523438,1188864,0.0,16268.4677734375,-4.2001111432909966,0.31435546875,0.2,0.008370280581584667,0.0003,34263.50819702148,5800,0.028129278,,,,,
40.0,62.77817153930664,1189888,,,,,,,,,,,,,,,
40.0,69.22882080078125,1190912,0.0,22800.921875,-4.180559730529785,0.2599609375,0.2,0.008544477527902928,0.0003,41291.49732666016,5810,0.023269951,,,,,
40.0,64.88190460205078,1191936,,,,,,,,,,,,,,,
40.0,70.03762817382812,1192960,5.960464477539063e-08,13338.771484375,-4.210888627171516,0.328955078125,0.2,0.008346545431413688,0.0003,30953.430749511717,5820,0.029971795,,,,,
40.0,65.71466064453125,1193984,,,,,,,,,,,,,,,
40.0,70.94338989257812,1195008,-1.1920928955078125e-07,14265.4775390625,-4.220600788295269,0.353857421875,0.2,0.013926444557728245,0.0003,33377.20479125976,5830,0.031096203,,,,,
40.0,64.53926849365234,1196032,,,,,,,,,,,,,,,
40.0,65.52069091796875,1197056,0.0,18652.65234375,-4.234016609191895,0.274609375,0.2,0.008387372430297546,0.0003,35096.086822509766,5840,0.023664083,,,,,
40.0,70.91207885742188,1198080,,,,,,,,,,,,,,,
40.0,66.43104553222656,1199104,0.0,14639.173828125,-4.243554647266865,0.327294921875,0.2,0.006118688549031503,0.0003,32341.469512939453,5850,0.03061779,,,,,
40.0,64.93518829345703,1200128,,,,,,,,,,,,,,,
40.0,63.47853469848633,1201152,0.0,13031.9228515625,-4.220165081322193,0.29033203125,0.2,0.011868012338527478,0.0003,27299.553289794923,5860,0.025298204,,,,,
40.0,68.28681945800781,1202176,,,,,,,,,,,,,,,
40.0,67.1379623413086,1203200,-1.1920928955078125e-07,15342.9775390625,-4.222779507935047,0.314208984375,0.2,0.008912281446100678,0.0003,34289.70736694336,5870,0.028025944,,,,,
40.0,66.25875854492188,1204224,,,,,,,,,,,,,,,
40.0,74.79923248291016,1205248,0.0,15190.5771484375,-4.220956219732761,0.2962890625,0.2,0.006554757781850639,0.0003,31741.414172363282,5880,0.024557296,,,,,
40.0,69.62940979003906,1206272,,,,,,,,,,,,,,,
40.0,67.11012268066406,1207296,0.0,18806.462890625,-4.2069364622235295,0.27412109375,0.2,0.0016064192859630566,0.0003,32037.555712890626,5890,0.02376324,,,,,
40.0,60.10102462768555,1208320,,,,,,,,,,,,,,,
,,1208320,,,,,,,,,,,1707.16356036,475,590,2539,40.0
40.0,67.26214599609375,1209344,0.0,16366.2607421875,-4.200056090950966,0.2576171875,0.2,0.010515906573709799,0.0003,34252.83968505859,5900,0.021569207,,,,,
40.0,65.08255004882812,1210368,,,,,,,,,,,,,,,
40.0,70.29222106933594,1211392,0.0,16202.2607421875,-4.194647534191608,0.2982421875,0.2,0.0037622054544044657,0.0003,30895.940924072267,5910,0.026830086,,,,,
40.0,66.28543853759766,1212416,,,,,,,,,,,,,,,
40.0,70.94405364990234,1213440,5.960464477539063e-08,10849.384765625,-4.193901021778584,0.29130859375,0.2,0.008103820554970298,0.0003,25603.99754638672,5920,0.024560641,,,,,
40.0,65.4542465209961,1214464,,,,,,,,,,,,,,,
40.0,65.16358947753906,1215488,-1.1920928955078125e-07,14170.5224609375,-4.181983478367329,0.287060546875,0.2,0.012913280268548988,0.0003,31809.399884033202,5930,0.02433645,,,,,
40.0,60.771705627441406,1216512,,,,,,,,,,,,,,,
40.0,71.15460205078125,1217536,0.0,16584.451171875,-4.184650434553623,0.25830078125,0.2,0.01053404169215355,0.0003,33295.65255126953,5940,0.022404447,,,,,
40.0,69.76797485351562,1218560,,,,,,,,,,,,,,,
40.0,64.02820587158203,1219584,0.0,16329.8583984375,-4.194155371189117,0.293408203125,0.2,0.008067207016574684,0.0003,31896.83347167969,5950,0.02711138,,,,,
40.0,68.62387084960938,1220608,,,,,,,,,,,,,,,
40.0,68.77690124511719,1221632,0.0,16677.26171875,-4.207015393674373,0.314013671875,0.2,0.015008816772024147,0.0003,32996.14268188477,5960,0.028129183,,,,,
40.0,70.91502380371094,1222656,,,,,,,,,,,,,,,
40.0,66.47552490234375,1223680,-1.1920928955078125e-07,21393.775390625,-4.201826392114162,0.26767578125,0.2,0.014778273424599319,0.0003,41623.399963378906,5970,0.02640323,,,,,
40.0,67.6989517211914,1224704,,,,,,,,,,,,,,,
40.0,69.5389633178711,1225728,0.0,17355.501953125,-4.1944540068507195,0.29853515625,0.2,0.016654110081435646,0.0003,35185.26605834961,5980,0.02857553,,,,,
40.0,65.0546875,1226752,,,,,,,,,,,,,,,
40.0,69.72581481933594,1227776,0.0,17715.517578125,-4.17979581952095,0.280517578125,0.2,0.008124537399271502,0.0003,34511.15892333984,5990,0.024187,,,,,
40.0,73.69551849365234,1228800,,,,,,,,,,,,,,,
,,1228800,,,,,,,,,,,1749.9070618400003,475,600,2582,40.0
40.0,67.75138092041016,1229824,0.0,15583.3935546875,-4.18919230401516,0.30830078125,0.2,0.01696523434657138,0.0003,35822.05841674805,6000,0.027907286,,,,,
40.0,69.94661712646484,1230848,,,,,,,,,,,,,,,
40.0,71.14057922363281,1231872,0.0,16953.7109375,-4.1836239621043205,0.309375,0.2,0.014227871879120358,0.0003,32745.062609863282,6010,0.027410924,,,,,
40.0,69.17707061767578,1232896,,,,,,,,,,,,,,,
40.0,68.77519226074219,1233920,0.0,21359.79296875,-4.155867214500904,0.3412109375,0.2,0.01443754274805542,0.0003,36291.059661865234,6020,0.031745747,,,,,
40.0,66.89046478271484,1234944,,,,,,,,,,,,,,,
40.0,65.55339050292969,1235968,-1.1920928955078125e-07,17287.421875,-4.128430166840554,0.2849609375,0.2,0.010914739708096022,0.0003,31365.315911865233,6030,0.024895497,,,,,
40.0,69.49467468261719,1236992,,,,,,,,,,,,,,,
40.0,66.75691223144531,1238016,0.0,17066.626953125,-4.1134424865245816,0.2533203125,0.2,0.0118926474096952,0.0003,35375.49504394531,6040,0.023122646,,,,,
40.0,69.54998779296875,1239040,,,,,,,,,,,,,,,
