time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/clip_fraction,train/approx_kl,train/n_updates,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean
232448,27.0,37.08979415893555,-0.05229548946081195,46155.555163574216,-5.377380016446113,0.0003,22384.115234375,0.2,0.0,0.337060546875,0.03578352,1130,,,,,
233472,27.0,38.405731201171875,,,,,,,,,,,,,,,
234496,27.0,38.95994186401367,-0.0440239024872426,34974.35230102539,-5.355076061189175,0.0003,16074.3203125,0.2,0.0,0.3109375,0.031312995,1140,,,,,
235520,27.0,42.601016998291016,,,,,,,,,,,,,,,
236544,27.0,39.02670669555664,-0.045203063875669615,40725.46041870117,-5.321800075471401,0.0003,18485.056640625,0.2,-1.1920928955078125e-07,0.345458984375,0.035703164,1150,,,,,
237568,27.0,37.92595672607422,,,,,,,,,,,,,,,
238592,27.0,34.774600982666016,-0.045813975788769314,45870.55089111328,-5.307296222448349,0.0003,22527.41015625,0.2,5.960464477539063e-08,0.312060546875,0.031874944,1160,,,,,
239616,27.0,36.49380874633789,,,,,,,,,,,,,,,
240640,27.0,35.84377670288086,-0.04721978631569072,37515.08751220703,-5.290505295991897,0.0003,16427.4296875,0.2,0.0,0.323974609375,0.03442016,1170,,,,,
241664,27.0,39.81966781616211,,,,,,,,,,,,,,,
242688,27.0,39.171939849853516,-0.048929826868698,39249.565936279294,-5.278856453299523,0.0003,20358.751953125,0.2,-1.1920928955078125e-07,0.305029296875,0.033260766,1180,,,,,
243712,27.0,36.849159240722656,,,,,,,,,,,,,,,
244736,27.0,32.27921676635742,-0.04676855843281373,45274.66604003906,-5.299229331314564,0.0003,21677.6328125,0.2,-1.1920928955078125e-07,0.341259765625,0.037866782,1190,,,,,
245760,27.0,40.936363220214844,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,348,661.49727751,120,706,27.0
246784,27.0,33.485740661621094,-0.04171460670040687,40516.30787963867,-5.3296141684055325,0.0003,18422.517578125,0.2,0.0,0.304638671875,0.03198204,1200,,,,,
247808,27.0,32.52948760986328,,,,,,,,,,,,,,,
248832,27.0,38.65586853027344,-0.04466874849167653,43590.575183105466,-5.350595241785049,0.0003,20231.501953125,0.2,0.0,0.3279296875,0.03300704,1210,,,,,
249856,27.0,34.94240188598633,,,,,,,,,,,,,,,
250880,27.0,37.584686279296875,-0.040614261978771535,35543.74760742187,-5.347107762098313,0.0003,16960.228515625,0.2,5.960464477539063e-08,0.29931640625,0.03151194,1220,,,,,
251904,27.0,41.270774841308594,,,,,,,,,,,,,,,
252928,27.0,42.768558502197266,-0.0392536166094942,32244.605169677736,-5.323159596323967,0.0003,13989.5419921875,0.2,0.0,0.339306640625,0.038943462,1230,,,,,
253952,27.0,37.68431091308594,,,,,,,,,,,,,,,
254976,27.0,25.906648635864258,-0.044456301534955854,37528.72270507812,-5.300747640430927,0.0003,21007.232421875,0.2,-1.1920928955078125e-07,0.32724609375,0.0330289,1240,,,,,
256000,27.0,39.565303802490234,,,,,,,,,,,,,,,
257024,27.0,34.06813049316406,-0.051924512517871335,36952.732873535155,-5.301648698747158,0.0003,18142.14453125,0.2,0.0,0.322216796875,0.033230506,1250,,,,,
258048,27.0,42.92035675048828,,,,,,,,,,,,,,,
259072,27.0,40.59104537963867,-0.044284908690315206,37213.576977539065,-5.325011526048184,0.0003,16876.154296875,0.2,0.0,0.30908203125,0.030866712,1260,,,,,
260096,27.0,39.4449462890625,,,,,,,,,,,,,,,
261120,27.0,36.962852478027344,-0.046361363731557505,31199.864135742188,-5.348806871473789,0.0003,16816.400390625,0.2,0.0,0.334619140625,0.03526996,1270,,,,,
262144,27.0,40.43548583984375,,,,,,,,,,,,,,,
263168,27.0,38.439056396484375,-0.04797729219717439,36346.42637939453,-5.3577608779072765,0.0003,23831.728515625,0.2,0.0,0.317431640625,0.03279847,1280,,,,,
264192,27.0,42.391502380371094,,,,,,,,,,,,,,,
265216,27.0,42.633399963378906,-0.04892069046618417,34688.27354736328,-5.360326337814331,0.0003,19456.75390625,0.2,0.0,0.31953125,0.03137535,1290,,,,,
266240,27.0,38.03685760498047,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,347,659.54067184,130,766,27.0
267264,27.0,37.2191276550293,-0.042978518235031515,38366.40334472656,-5.365580253303051,0.0003,20393.619140625,0.2,0.0,0.302490234375,0.028775338,1300,,,,,
268288,27.0,41.680484771728516,,,,,,,,,,,,,,,
269312,27.0,37.420166015625,-0.03992314767092466,28583.86878051758,-5.365101881325245,0.0003,13191.6484375,0.2,0.0,0.293115234375,0.030579908,1310,,,,,
270336,27.0,39.178131103515625,,,,,,,,,,,,,,,
271360,27.0,41.73578643798828,-0.04893332669744268,30514.17958984375,-5.354560157656669,0.0003,14590.01953125,0.2,0.0,0.29619140625,0.03137176,1320,,,,,
272384,27.0,36.34999084472656,,,,,,,,,,,,,,,
273408,27.0,37.5033073425293,-0.04508305881172418,38140.39538574219,-5.348489865660667,0.0003,19355.884765625,0.2,0.0,0.301171875,0.030433834,1330,,,,,
274432,27.0,42.95726013183594,,,,,,,,,,,,,,,
275456,27.0,43.36533737182617,-0.04658363385824486,35100.81860961914,-5.339008936285973,0.0003,16337.541015625,0.2,5.960464477539063e-08,0.31162109375,0.030717636,1340,,,,,
276480,27.0,35.35396957397461,,,,,,,,,,,,,,,
277504,27.0,44.29869079589844,-0.049486460961634296,35022.259521484375,-5.320125667750835,0.0003,16633.875,0.2,0.0,0.27958984375,0.027399395,1350,,,,,
278528,27.0,29.696857452392578,,,,,,,,,,,,,,,
279552,27.0,39.976043701171875,-0.041444018061156385,32678.585534667967,-5.328715461492538,0.0003,15223.720703125,0.2,5.960464477539063e-08,0.3013671875,0.031316243,1360,,,,,
280576,27.0,32.058441162109375,,,,,,,,,,,,,,,
281600,27.0,42.578609466552734,-0.04475362668163143,36172.33399047852,-5.341849255561828,0.0003,19581.380859375,0.2,0.0,0.308349609375,0.032569,1370,,,,,
282624,27.0,34.36357116699219,,,,,,,,,,,,,,,
283648,27.0,37.465721130371094,-0.04584483182406984,31994.855865478516,-5.339499388635159,0.0003,17485.390625,0.2,0.0,0.30341796875,0.031265035,1380,,,,,
284672,27.0,36.50486755371094,,,,,,,,,,,,,,,
285696,27.0,43.16638946533203,-0.04175782022066414,32138.10793457031,-5.33623688519001,0.0003,14538.3759765625,0.2,1.1920928955078125e-07,0.317578125,0.030699402,1390,,,,,
286720,27.0,37.87405776977539,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,347,616.84087695,140,825,27.0
287744,27.0,30.426162719726562,-0.04372493449336616,33957.86155395508,-5.331047292053699,0.0003,17495.173828125,0.2,0.0,0.32646484375,0.031308904,1400,,,,,
288768,27.0,40.64105987548828,,,,,,,,,,,,,,,
289792,27.0,35.78413391113281,-0.053457857470493766,36385.23157348633,-5.3389509037137035,0.0003,18165.86328125,0.2,0.0,0.318212890625,0.03101398,1410,,,,,
290816,27.0,40.593101501464844,,,,,,,,,,,,,,,
291840,27.0,34.031455993652344,-0.03513445307762595,33569.97658691406,-5.33730307072401,0.0003,16188.4970703125,0.2,-1.1920928955078125e-07,0.32490234375,0.035589036,1420,,,,,
292864,27.0,36.22673416137695,,,,,,,,,,,,,,,
293888,27.0,31.80671501159668,-0.04456233549572062,37661.63297119141,-5.32094739973545,0.0003,16230.30859375,0.2,0.0,0.301171875,0.031655967,1430,,,,,
294912,27.0,35.11408233642578,,,,,,,,,,,,,,,
295936,27.0,34.904457092285156,-0.045310119856731036,34903.391149902345,-5.323522734642029,0.0003,20383.638671875,0.2,5.960464477539063e-08,0.327880859375,0.033780612,1440,,,,,
296960,27.0,36.74065399169922,,,,,,,,,,,,,,,
297984,27.0,41.71543502807617,-0.04703883278998546,39245.58453979492,-5.315244595706463,0.0003,19423.89453125,0.2,0.0,0.2951171875,0.029603858,1450,,,,,
299008,27.0,32.8681640625,,,,,,,,,,,,,,,
300032,27.0,33.382484436035156,-0.0437483934831107,36040.72064819336,-5.303213188052178,0.0003,17939.560546875,0.2,0.0,0.3126953125,0.03038627,1460,,,,,
301056,27.0,35.59747314453125,,,,,,,,,,,,,,,
302080,27.0,39.6461067199707,-0.04508834743901389,32748.644317626953,-5.324874804913998,0.0003,17757.40234375,0.2,0.0,0.334326171875,0.036795475,1470,,,,,
303104,27.0,37.211151123046875,,,,,,,,,,,,,,,
304128,27.0,37.640045166015625,-0.04195692475477699,32691.456170654295,-5.3252877905964855,0.0003,17867.447265625,0.2,1.1920928955078125e-07,0.315771484375,0.033058695,1480,,,,,
305152,27.0,35.70572280883789,,,,,,,,,,,,,,,
306176,27.0,28.74715232849121,-0.03945240948814899,29473.459375,-5.328576144576073,0.0003,12875.509765625,0.2,0.0,0.318115234375,0.032039843,1490,,,,,
307200,27.0,40.85926818847656,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,344,650.11942119,150,890,27.0
308224,27.0,43.50035858154297,-0.043653565636486744,33901.09125976563,-5.309401628375054,0.0003,16574.740234375,0.2,5.960464477539063e-08,0.30927734375,0.031810746,1500,,,,,
309248,27.0,40.752220153808594,,,,,,,,,,,,,,,
310272,27.0,36.28782653808594,-0.04567716386518441,38551.399096679685,-5.271980944275856,0.0003,17969.15625,0.2,0.0,0.311474609375,0.032537453,1510,,,,,
311296,27.0,40.81093978881836,,,,,,,,,,,,,,,
312320,27.0,35.36185073852539,-0.04802555291971657,35797.68764648437,-5.256069636344909,0.0003,17754.205078125,0.2,0.0,0.309326171875,0.029615995,1520,,,,,
313344,27.0,31.570343017578125,,,,,,,,,,,,,,,
314368,27.0,36.398887634277344,-0.04246099815936759,36877.6483581543,-5.251731404662133,0.0003,17560.4609375,0.2,0.0,0.305224609375,0.031412125,1530,,,,,
315392,27.0,39.953575134277344,,,,,,,,,,,,,,,
316416,27.0,41.748390197753906,-0.03852825512876734,27807.27957763672,-5.261677958071232,0.0003,11636.849609375,0.2,0.0,0.318603515625,0.033689033,1540,,,,,
317440,27.0,39.31951904296875,,,,,,,,,,,,,,,
318464,27.0,38.372650146484375,-0.03992451286758296,36426.51395263672,-5.257673707604408,0.0003,18385.56640625,0.2,0.0,0.30673828125,0.030300278,1550,,,,,
319488,27.0,38.479042053222656,,,,,,,,,,,,,,,
320512,27.0,32.52192306518555,-0.0451345884532202,31564.62338256836,-5.261435145139695,0.0003,15378.4814453125,0.2,0.0,0.314892578125,0.035155587,1560,,,,,
321536,27.0,29.251710891723633,,,,,,,,,,,,,,,
322560,27.0,36.68803787231445,-0.04625146104954183,34099.33133544922,-5.265956676006317,0.0003,17723.921875,0.2,5.960464477539063e-08,0.32216796875,0.032048,1570,,,,,
323584,27.0,36.91355895996094,,,,,,,,,,,,,,,
324608,27.0,35.54097366333008,-0.04070055821212008,28925.473596191405,-5.274248538911342,0.0003,12470.41796875,0.2,5.960464477539063e-08,0.357763671875,0.04285358,1580,,,,,
325632,27.0,44.79193878173828,,,,,,,,,,,,,,,
326656,27.0,40.74490737915039,-0.03924880201229826,27003.80974731445,-5.275378063321114,0.0003,13133.662109375,0.2,0.0,0.319189453125,0.03565665,1590,,,,,
327680,27.0,32.977176666259766,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,345,637.81509345,160,949,27.0
328704,27.0,26.513097763061523,-0.04064566615852527,30219.118658447267,-5.2596787586808205,0.0003,13418.6630859375,0.2,0.0,0.317041015625,0.032446876,1600,,,,,
329728,27.0,38.500755310058594,,,,,,,,,,,,,,,
330752,27.0,33.718605041503906,-0.036505051648418885,30580.24982910156,-5.232433305680752,0.0003,14699.6513671875,0.2,0.0,0.334033203125,0.03391648,1610,,,,,
331776,27.0,34.007972717285156,,,,,,,,,,,,,,,
332800,27.0,44.93894577026367,-0.0422502854897175,30304.585607910158,-5.18240797817707,0.0003,15834.7470703125,0.2,0.0,0.329833984375,0.034152165,1620,,,,,
333824,27.0,39.810752868652344,,,,,,,,,,,,,,,
334848,27.0,37.79340362548828,-0.04204390838567633,29788.036389160156,-5.155915336310864,0.0003,13722.68359375,0.2,0.0,0.3296875,0.033356648,1630,,,,,
335872,27.0,26.47481346130371,,,,,,,,,,,,,,,
336896,27.0,41.32184600830078,-0.03679647077515256,25699.22800292969,-5.148332063853741,0.0003,13731.466796875,0.2,0.0,0.309326171875,0.031926166,1640,,,,,
337920,27.0,37.26679992675781,,,,,,,,,,,,,,,
338944,27.0,39.914466857910156,-0.030218515508749988,30787.583416748046,-5.160115171968937,0.0003,15384.5361328125,0.2,0.0,0.3322265625,0.03453209,1650,,,,,
339968,27.0,36.51342010498047,,,,,,,,,,,,,,,
340992,27.0,37.46794128417969,-0.04136513217817992,25662.423736572266,-5.170784792304039,0.0003,12199.6376953125,0.2,0.0,0.324658203125,0.034229763,1660,,,,,
342016,27.0,32.102935791015625,,,,,,,,,,,,,,,
343040,27.0,39.66748809814453,-0.03760915498423856,26264.871911621092,-5.147272132337093,0.0003,12952.8798828125,0.2,0.0,0.327490234375,0.036540184,1670,,,,,
344064,27.0,39.7035026550293,,,,,,,,,,,,,,,
345088,27.0,35.91852951049805,-0.04482411608332768,32525.95115966797,-5.1206962913274765,0.0003,17794.83203125,0.2,-1.1920928955078125e-07,0.29296875,0.029872462,1680,,,,,
346112,27.0,38.91924285888672,,,,,,,,,,,,,,,
347136,27.0,42.735321044921875,-0.04428398395539261,37512.51401367188,-5.100078129768372,0.0003,17205.01953125,0.2,0.0,0.333447265625,0.033937205,1690,,,,,
348160,27.0,32.99462890625,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,344,664.2818885700002,170,1010,27.0
349184,27.0,41.52103042602539,-0.04743737486423925,30336.07696533203,-5.083648097515106,0.0003,14869.5712890625,0.2,0.0,0.322509765625,0.02987038,1700,,,,,
350208,27.0,38.68614959716797,,,,,,,,,,,,,,,
351232,27.0,33.929996490478516,-0.04391206763102673,30343.7775390625,-5.071095585823059,0.0003,16468.376953125,0.2,-1.1920928955078125e-07,0.274560546875,0.028120205,1710,,,,,
352256,27.0,36.333045959472656,,,,,,,,,,,,,,,
353280,27.0,39.80047607421875,-0.04319463117280975,33922.91621704101,-5.053703755140305,0.0003,16360.6728515625,0.2,1.1920928955078125e-07,0.270458984375,0.027193274,1720,,,,,
354304,27.0,39.343536376953125,,,,,,,,,,,,,,,
355328,27.0,40.28099060058594,-0.03416155851009535,29845.045959472656,-5.035547454655171,0.0003,15669.9619140625,0.2,0.0,0.2958984375,0.029811103,1730,,,,,
356352,27.0,41.9918327331543,,,,,,,,,,,,,,,
357376,27.0,38.407474517822266,-0.03873442594485823,33625.076232910156,-5.015382643043995,0.0003,18198.537109375,0.2,0.0,0.26298828125,0.02442302,1740,,,,,
358400,27.0,32.217201232910156,,,,,,,,,,,,,,,
359424,27.0,42.10243606567383,-0.036970777134411034,22688.463732910157,-5.007917524874211,0.0003,9186.638671875,0.2,0.0,0.32294921875,0.032104284,1750,,,,,
360448,27.0,32.7742919921875,,,,,,,,,,,,,,,
361472,27.0,40.96824645996094,-0.037130529005662535,32283.702911376953,-5.017270106077194,0.0003,15414.0654296875,0.2,0.0,0.310205078125,0.031475224,1760,,,,,
362496,27.0,37.46459197998047,,,,,,,,,,,,,,,
363520,27.0,38.68876647949219,-0.038531267404323444,28259.0095703125,-5.031089524924755,0.0003,14144.59765625,0.2,5.960464477539063e-08,0.335205078125,0.033603914,1770,,,,,
364544,27.0,40.61296844482422,,,,,,,,,,,,,,,
365568,27.0,32.6026611328125,-0.04192731528892182,34733.16060180664,-5.0370757058262825,0.0003,16336.6748046875,0.2,0.0,0.338720703125,0.034136117,1780,,,,,
366592,27.0,34.85308074951172,,,,,,,,,,,,,,,
367616,27.0,38.90796661376953,-0.030634644819656387,27188.938610839843,-5.01980198174715,0.0003,11995.251953125,0.2,0.0,0.324658203125,0.033279516,1790,,,,,
368640,27.0,31.010698318481445,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,344,660.05386629,180,1070,27.0
369664,27.0,29.974578857421875,-0.03572981706238352,28739.272424316405,-5.019248849153518,0.0003,11857.798828125,0.2,0.0,0.32431640625,0.03159763,1800,,,,,
370688,27.0,39.4954719543457,,,,,,,,,,,,,,,
371712,27.0,34.66526794433594,-0.040933304670033976,27579.615521240234,-4.9814804419875145,0.0003,13620.6865234375,0.2,-1.1920928955078125e-07,0.3076171875,0.032502517,1810,,,,,
372736,27.0,41.17221450805664,,,,,,,,,,,,,,,
373760,27.0,38.69404602050781,-0.029543637423194012,21839.094995117186,-4.972607691586018,0.0003,10269.4658203125,0.2,0.0,0.315478515625,0.032215353,1820,,,,,
374784,27.0,39.82624435424805,,,,,,,,,,,,,,,
375808,27.0,36.17042541503906,-0.03333529951923993,22542.38747253418,-4.963103923201561,0.0003,11701.1171875,0.2,-1.1920928955078125e-07,0.313916015625,0.031040248,1830,,,,,
376832,27.0,43.037025451660156,,,,,,,,,,,,,,,
377856,27.0,37.701637268066406,-0.03546732759714359,26808.84978027344,-4.9758911088109015,0.0003,13368.623046875,0.2,-1.1920928955078125e-07,0.31416015625,0.03163074,1840,,,,,
378880,27.0,37.75029754638672,,,,,,,,,,,,,,,
379904,27.0,35.66680145263672,-0.03423049519478809,25197.74429321289,-4.989930675923825,0.0003,10931.6904296875,0.2,0.0,0.304638671875,0.028867643,1850,,,,,
380928,27.0,38.995033264160156,,,,,,,,,,,,,,,
381952,27.0,37.28413772583008,-0.030864203468081542,29161.776397705078,-4.983438538014889,0.0003,14854.2041015625,0.2,0.0,0.311962890625,0.033452306,1860,,,,,
382976,27.0,33.172210693359375,,,,,,,,,,,,,,,
384000,27.0,35.56019592285156,-0.036718032610951926,31785.008911132812,-4.966374401748181,0.0003,12411.138671875,0.2,0.0,0.32177734375,0.030817827,1870,,,,,
385024,27.0,43.68330383300781,,,,,,,,,,,,,,,
386048,27.0,35.4764289855957,-0.02818985408230219,24284.462536621093,-4.925292918086052,0.0003,10729.6923828125,0.2,1.1920928955078125e-07,0.34287109375,0.036387723,1880,,,,,
387072,27.0,38.93731689453125,,,,,,,,,,,,,,,
388096,27.0,37.64706039428711,-0.031506959564285356,26483.407104492188,-4.890386511385441,0.0003,13485.7529296875,0.2,1.1920928955078125e-07,0.2802734375,0.027545407,1890,,,,,
389120,27.0,42.88397979736328,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,342,677.39131731,190,1134,27.0
390144,27.0,45.45554733276367,-0.03436665486078709,29437.941424560548,-4.90029443204403,0.0003,14248.2255859375,0.2,0.0,0.33330078125,0.029807806,1900,,,,,
391168,27.0,38.51780700683594,,,,,,,,,,,,,,,
392192,27.0,34.42863464355469,-0.04106183549738489,30468.921484375,-4.893652364611626,0.0003,12341.9033203125,0.2,0.0,0.326806640625,0.03352207,1910,,,,,
393216,27.0,34.96904754638672,,,,,,,,,,,,,,,
394240,27.0,42.730350494384766,-0.03110053528944263,28883.227655029295,-4.903658476471901,0.0003,13707.3154296875,0.2,0.0,0.30302734375,0.030321576,1920,,,,,
395264,27.0,43.78922653198242,,,,,,,,,,,,,,,
396288,27.0,40.025230407714844,-0.03948145211033989,32450.996173095704,-4.915929673612117,0.0003,16642.181640625,0.2,0.0,0.28037109375,0.028336436,1930,,,,,
397312,27.0,38.32672882080078,,,,,,,,,,,,,,,
398336,27.0,45.95348358154297,-0.024892918909608854,23781.746832275392,-4.9301077902317045,0.0003,11301.5244140625,0.2,0.0,0.295263671875,0.02895021,1940,,,,,
399360,27.0,41.25703048706055,,,,,,,,,,,,,,,
400384,27.0,23.671037673950195,-0.024004119145683945,25464.787203979493,-4.913189758360386,0.0003,9498.8203125,0.2,0.0,0.3451171875,0.03282266,1950,,,,,
401408,27.0,36.597686767578125,,,,,,,,,,,,,,,
402432,27.0,32.85977554321289,-0.03986392371589318,26915.986254882813,-4.929522652924061,0.0003,14355.966796875,0.2,0.0,0.320068359375,0.029208004,1960,,,,,
403456,27.0,38.98438262939453,,,,,,,,,,,,,,,
404480,27.0,43.00440216064453,-0.03371660767734284,24802.206243896486,-4.93039935529232,0.0003,11874.322265625,0.2,1.7881393432617188e-07,0.285888671875,0.028641775,1970,,,,,
405504,27.0,35.87811279296875,,,,,,,,,,,,,,,
406528,27.0,35.7083740234375,-0.03144211400358472,24869.933666992187,-4.904058562219143,0.0003,12159.501953125,0.2,1.1920928955078125e-07,0.299365234375,0.029228048,1980,,,,,
407552,27.0,37.200347900390625,,,,,,,,,,,,,,,
408576,27.0,40.853023529052734,-0.02462773407023633,19811.943408203126,-4.891241970658302,0.0003,11676.71875,0.2,0.0,0.295654296875,0.02581773,1990,,,,,
409600,27.0,42.016090393066406,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,342,645.1229410000001,200,1194,27.0
410624,27.0,34.303382873535156,-0.0288812383369077,25787.22470703125,-4.891776952147484,0.0003,12462.4541015625,0.2,0.0,0.29765625,0.029429445,2000,,,,,
411648,27.0,40.703468322753906,,,,,,,,,,,,,,,
412672,27.0,43.91927719116211,-0.029627900249033702,23332.335235595703,-4.909530016779899,0.0003,8619.3134765625,0.2,0.0,0.2736328125,0.026120681,2010,,,,,
413696,27.0,38.50212860107422,,,,,,,,,,,,,,,
414720,27.0,37.08587646484375,-0.034392236190615225,25053.552655029296,-4.906618672609329,0.0003,11469.49609375,0.2,0.0,0.332470703125,0.031231137,2020,,,,,
415744,27.0,35.43671798706055,,,,,,,,,,,,,,,
416768,27.0,34.95051574707031,-0.036623037565732375,26778.250506591798,-4.908062119781971,0.0003,12956.900390625,0.2,0.0,0.2662109375,0.024832988,2030,,,,,
417792,27.0,36.913185119628906,,,,,,,,,,,,,,,
418816,27.0,38.52123260498047,-0.024125809536781163,26289.070874023437,-4.905631931126118,0.0003,13252.1650390625,0.2,0.0,0.330029296875,0.033278376,2040,,,,,
419840,27.0,40.78978729248047,,,,,,,,,,,,,,,
420864,27.0,41.45604705810547,-0.029981163941556588,26208.788360595703,-4.9057303592562675,0.0003,12095.4384765625,0.2,0.0,0.312939453125,0.030620191,2050,,,,,
421888,27.0,30.732681274414062,,,,,,,,,,,,,,,
422912,27.0,31.894351959228516,-0.03354467967001255,21131.645321655273,-4.893279437720776,0.0003,8999.9580078125,0.2,-1.1920928955078125e-07,0.292041015625,0.02765891,2060,,,,,
423936,27.0,40.81127166748047,,,,,,,,,,,,,,,
424960,27.0,37.60364532470703,-0.0256665754612186,19624.724853515625,-4.908820123970509,0.0003,11592.1484375,0.2,0.0,0.327783203125,0.034829486,2070,,,,,
425984,27.0,30.250999450683594,,,,,,,,,,,,,,,
427008,27.0,30.760692596435547,-0.02344400282454444,18227.60076599121,-4.910407646000385,0.0003,8377.0048828125,0.2,0.0,0.313427734375,0.029508304,2080,,,,,
428032,27.0,35.894290924072266,,,,,,,,,,,,,,,
429056,27.0,37.71885299682617,-0.030578368842543568,21089.31549987793,-4.92448877543211,0.0003,8832.517578125,0.2,0.0,0.30849609375,0.03044986,2090,,,,,
430080,27.0,33.05473327636719,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,342,615.81601458,210,1254,27.0
431104,27.0,33.017921447753906,-0.028694857240770942,17585.680166625978,-4.932055498659611,0.0003,8216.33984375,0.2,1.1920928955078125e-07,0.329638671875,0.034723286,2100,,,,,
432128,27.0,32.7155876159668,,,,,,,,,,,,,,,
433152,27.0,41.771297454833984,-0.03341043309919769,26316.584851074218,-4.91585800498724,0.0003,11561.158203125,0.2,-1.1920928955078125e-07,0.32412109375,0.03401726,2110,,,,,
434176,27.0,31.940214157104492,,,,,,,,,,,,,,,
435200,27.0,36.95582580566406,-0.019134764921909665,18709.849215698243,-4.9161017537117,0.0003,9404.626953125,0.2,0.0,0.293603515625,0.02804505,2120,,,,,
436224,27.0,38.6287841796875,,,,,,,,,,,,,,,
437248,27.0,42.80634307861328,-0.024369848128117155,18690.73179321289,-4.931362335383892,0.0003,9373.67578125,0.2,0.0,0.352587890625,0.035204418,2130,,,,,
438272,27.0,39.23100280761719,,,,,,,,,,,,,,,
439296,27.0,44.68281936645508,-0.034578213845088614,20513.889309692382,-4.940338431298732,0.0003,8558.80859375,0.2,1.1920928955078125e-07,0.3166015625,0.029671483,2140,,,,,
440320,27.0,37.69472885131836,,,,,,,,,,,,,,,
441344,27.0,31.48625946044922,-0.029246551787946374,24577.096612548827,-4.944993595778942,0.0003,10112.1064453125,0.2,1.1920928955078125e-07,0.3236328125,0.033491954,2150,,,,,
442368,27.0,36.210540771484375,,,,,,,,,,,,,,,
443392,27.0,38.18231201171875,-0.03585267016896978,24875.828576660155,-4.936522960662842,0.0003,11914.7744140625,0.2,0.0,0.30166015625,0.028686855,2160,,,,,
444416,27.0,35.658119201660156,,,,,,,,,,,,,,,
445440,27.0,38.07880783081055,-0.027759616683761125,21161.63283996582,-4.920252442359924,0.0003,11305.7373046875,0.2,0.0,0.318994140625,0.030562293,2170,,,,,
446464,27.0,38.70527648925781,,,,,,,,,,,,,,,
447488,27.0,35.073822021484375,-0.02855754091142444,23329.225170898437,-4.921492478251457,0.0003,12626.0419921875,0.2,0.0,0.300732421875,0.029129926,2180,,,,,
448512,27.0,34.37083435058594,,,,,,,,,,,,,,,
449536,27.0,31.663206100463867,-0.03388760977250058,28629.272509765626,-4.907766807079315,0.0003,10314.8447265625,0.2,0.0,0.299853515625,0.03185398,2190,,,,,
450560,27.0,42.112464904785156,,,,,,,,,,,,,,,
450560,,,,,,,,,,,,,342,694.8406810500002,220,1314,27.0
451584,27.0,37.170204162597656,-0.03173758324701339,23908.034057617188,-4.895002675056458,0.0003,11044.900390625,0.2,0.0,0.300732421875,0.029454302,2200,,,,,
452608,27.0,39.84771728515625,,,,,,,,,,,,,,,
453632,27.0,33.78172302246094,-0.025561594797181897,21703.458755493164,-4.886772027611732,0.0003,11283.2041015625,0.2,0.0,0.325244140625,0.034417912,2210,,,,,
454656,27.0,43.33538055419922,,,,,,,,,,,,,,,
455680,27.0,39.96848678588867,-0.02863504326669499,22717.729583740234,-4.871975694596768,0.0003,12111.84765625,0.2,0.0,0.329248046875,0.033664025,2220,,,,,
456704,27.0,28.845916748046875,,,,,,,,,,,,,,,
457728,27.0,37.86393356323242,-0.033550305699463934,20747.968786621095,-4.862326876819134,0.0003,11540.037109375,0.2,0.0,0.293115234375,0.026486527,2230,,,,,
458752,27.0,38.29146194458008,,,,,,,,,,,,,,,
459776,27.0,35.714202880859375,-0.03389471639675321,24449.52296142578,-4.866217303276062,0.0003,10674.3916015625,0.2,1.1920928955078125e-07,0.295849609375,0.030885868,2240,,,,,
460800,27.0,35.135520935058594,,,,,,,,,,,,,,,
461824,27.0,41.320556640625,-0.03499929456593236,21875.910931396484,-4.857079711556435,0.0003,10102.390625,0.2,0.0,0.327734375,0.03313188,2250,,,,,
462848,27.0,43.608314514160156,,,,,,,,,,,,,,,
463872,27.0,41.68768310546875,-0.028735736475209706,26462.106915283202,-4.831972435116768,0.0003,15556.4375,0.2,0.0,0.2998046875,0.030834576,2260,,,,,
464896,27.0,40.07305145263672,,,,,,,,,,,,,,,
465920,27.0,33.76515197753906,-0.023162024914927314,23175.939611816408,-4.823056334257126,0.0003,12404.27734375,0.2,0.0,0.319921875,0.0320002,2270,,,,,
466944,27.0,40.32061004638672,,,,,,,,,,,,,,,
467968,27.0,40.840362548828125,-0.028946635346801485,22261.384591674803,-4.813842023909092,0.0003,10444.6689453125,0.2,0.0,0.329833984375,0.032126345,2280,,,,,
468992,27.0,42.16542053222656,,,,,,,,,,,,,,,
470016,27.0,40.46216583251953,-0.0274131993559422,27033.344146728516,-4.78687247633934,0.0003,14519.162109375,0.2,0.0,0.30537109375,0.031802915,2290,,,,,
