time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate,train/loss,train/clip_range,train/explained_variance,train/clip_fraction,train/approx_kl,train/n_updates,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean
471040,27.0,42.41857147216797,,,,,,,,,,,,,,,
471040,,,,,,,,,,,,,343,674.95027623,230,1372,27.0
472064,27.0,42.9786376953125,-0.030572948620829266,21083.443869018556,-4.770382025837899,0.0003,10585.720703125,0.2,0.0,0.336474609375,0.032309353,2300,,,,,
473088,27.0,38.244998931884766,,,,,,,,,,,,,,,
474112,27.0,42.07438659667969,-0.023432200275419746,22005.49172363281,-4.755634568631649,0.0003,10349.1240234375,0.2,1.1920928955078125e-07,0.293115234375,0.031645562,2310,,,,,
475136,27.0,44.03937530517578,,,,,,,,,,,,,,,
476160,27.0,39.81346130371094,-0.018447955501324033,19430.000076293945,-4.75231083035469,0.0003,8186.255859375,0.2,0.0,0.326171875,0.03221537,2320,,,,,
477184,27.0,42.33039093017578,,,,,,,,,,,,,,,
478208,27.0,40.82881546020508,-0.020417562715010718,17284.49299926758,-4.746931205689907,0.0003,7964.46240234375,0.2,-1.1920928955078125e-07,0.35,0.033066556,2330,,,,,
479232,27.0,46.746803283691406,,,,,,,,,,,,,,,
480256,27.0,42.37112045288086,-0.022126392259087878,19806.761502075195,-4.753142009675503,0.0003,9852.716796875,0.2,0.0,0.307080078125,0.032212157,2340,,,,,
481280,27.0,34.36445236206055,,,,,,,,,,,,,,,
482304,27.0,38.27680206298828,-0.017768860238720662,19702.962969970704,-4.759920765459538,0.0003,10391.25390625,0.2,-1.1920928955078125e-07,0.32705078125,0.031313736,2350,,,,,
483328,27.0,36.47241973876953,,,,,,,,,,,,,,,
484352,27.0,35.16834259033203,-0.0249124832029338,23535.97603149414,-4.751182198524475,0.0003,11048.1083984375,0.2,1.1920928955078125e-07,0.3197265625,0.033590555,2360,,,,,
485376,27.0,36.31275177001953,,,,,,,,,,,,,,,
486400,27.0,45.332271575927734,-0.022327106434386224,21875.57929382324,-4.736874055862427,0.0003,10792.7548828125,0.2,0.0,0.31875,0.033958476,2370,,,,,
487424,27.0,45.00677490234375,,,,,,,,,,,,,,,
488448,27.0,43.67502975463867,-0.031030587817076592,22508.111029052736,-4.721200174093246,0.0003,11694.0947265625,0.2,0.0,0.316552734375,0.031866897,2380,,,,,
489472,27.0,36.85505294799805,,,,,,,,,,,,,,,
490496,27.0,39.125205993652344,-0.021014270796149502,25835.897021484376,-4.707839439809322,0.0003,11374.720703125,0.2,0.0,0.356494140625,0.03816145,2390,,,,,
491520,27.0,43.07564163208008,,,,,,,,,,,,,,,
491520,,,,,,,,,,,,,343,652.9235389099999,240,1431,27.0
492544,27.0,32.34538269042969,-0.019845534884370863,17078.358316040038,-4.734728462994099,0.0003,8031.2197265625,0.2,0.0,0.34462890625,0.03316228,2400,,,,,
493568,27.0,43.04168701171875,,,,,,,,,,,,,,,
494592,27.0,44.23363494873047,-0.026651620797929355,21645.8560546875,-4.721229285001755,0.0003,10390.2509765625,0.2,0.0,0.338330078125,0.03563674,2410,,,,,
495616,27.0,38.31452178955078,,,,,,,,,,,,,,,
496640,27.0,40.33395767211914,-0.015735169185791164,20990.613516235353,-4.698946492373944,0.0003,8429.8271484375,0.2,0.0,0.307470703125,0.032467876,2420,,,,,
497664,27.0,41.67865753173828,,,,,,,,,,,,,,,
498688,27.0,47.592899322509766,-0.018495263963995968,14184.834121704102,-4.6470429882407185,0.0003,6339.73681640625,0.2,0.0,0.336083984375,0.0333566,2430,,,,,
499712,27.0,43.569053649902344,,,,,,,,,,,,,,,
500736,27.0,44.09832763671875,-0.025709369593823795,19524.104040527345,-4.622221846878529,0.0003,8975.173828125,0.2,0.0,0.303515625,0.031136677,2440,,,,,
501760,27.0,40.349124908447266,,,,,,,,,,,,,,,
502784,27.0,44.56752014160156,-0.02122985147725558,23554.965582275392,-4.613871404528618,0.0003,9337.2158203125,0.2,0.0,0.3375,0.035028014,2450,,,,,
503808,27.0,39.0509147644043,,,,,,,,,,,,,,,
504832,27.0,44.703216552734375,-0.020497861989133524,21706.61198425293,-4.605940791964531,0.0003,8833.916015625,0.2,0.0,0.304833984375,0.029877681,2460,,,,,
505856,27.0,35.08842849731445,,,,,,,,,,,,,,,
506880,27.0,36.74178695678711,-0.02611099827772705,20531.945346069337,-4.580014771223068,0.0003,9650.48046875,0.2,0.0,0.318359375,0.03268894,2470,,,,,
507904,27.0,37.38109588623047,,,,,,,,,,,,,,,
508928,27.0,41.609432220458984,-0.030082254033186474,22264.19130859375,-4.579242400825024,0.0003,13100.423828125,0.2,0.0,0.311572265625,0.031432353,2480,,,,,
509952,27.0,45.320594787597656,,,,,,,,,,,,,,,
510976,27.0,32.864078521728516,-0.019360565968963784,18566.071951293947,-4.624005736410618,0.0003,9044.3740234375,0.2,0.0,0.33271484375,0.036240496,2490,,,,,
512000,27.0,38.972450256347656,,,,,,,,,,,,,,,
512000,,,,,,,,,,,,,343,695.47174419,250,1491,27.0
513024,27.0,31.6158504486084,-0.020108968573913442,24554.89175720215,-4.644057624042034,0.0003,13166.4033203125,0.2,0.0,0.318310546875,0.03125541,2500,,,,,
514048,27.0,31.124467849731445,,,,,,,,,,,,,,,
515072,27.0,45.762664794921875,-0.012846057035494596,15604.910317993164,-4.631504561007023,0.0003,6600.99609375,0.2,0.0,0.32919921875,0.03385117,2510,,,,,
516096,27.0,37.1136474609375,,,,,,,,,,,,,,,
517120,27.0,44.83097839355469,-0.014125366539519745,13051.324644470214,-4.618386615812779,0.0003,5638.1689453125,0.2,0.0,0.34482421875,0.03407292,2520,,,,,
518144,27.0,39.996192932128906,,,,,,,,,,,,,,,
519168,27.0,45.63045120239258,-0.020158720217295922,13764.941983032226,-4.621861773729324,0.0003,7197.27099609375,0.2,0.0,0.32744140625,0.03331365,2530,,,,,
520192,27.0,36.271575927734375,,,,,,,,,,,,,,,
521216,27.0,34.11333465576172,-0.021472445808467456,19890.347497558592,-4.597755509614944,0.0003,10350.775390625,0.2,0.0,0.291552734375,0.030329898,2540,,,,,
522240,27.0,38.95537567138672,,,,,,,,,,,,,,,
523264,27.0,45.3603515625,-0.013611625065095723,19841.47803039551,-4.636459749937058,0.0003,8695.7919921875,0.2,0.0,0.357861328125,0.03669209,2550,,,,,
524288,27.0,45.55048751831055,,,,,,,,,,,,,,,
525312,27.0,45.110557556152344,-0.02353515985159902,19194.955279541016,-4.618723727762699,0.0003,7809.40625,0.2,0.0,0.318603515625,0.0328058,2560,,,,,
526336,27.0,41.31889343261719,,,,,,,,,,,,,,,
527360,27.0,40.18482208251953,-0.020079114942927846,16781.385012817384,-4.624290625751018,0.0003,7323.74951171875,0.2,1.1920928955078125e-07,0.313720703125,0.03274743,2570,,,,,
528384,27.0,40.12861633300781,,,,,,,,,,,,,,,
529408,27.0,40.49031066894531,-0.018778766811010428,23488.17204589844,-4.627203257381916,0.0003,9200.115234375,0.2,0.0,0.331005859375,0.03642144,2580,,,,,
530432,27.0,40.61487579345703,,,,,,,,,,,,,,,
531456,27.0,41.32823181152344,-0.018998627350083553,17309.41295776367,-4.618318662047386,0.0003,8654.9208984375,0.2,0.0,0.353564453125,0.035272975,2590,,,,,
532480,27.0,41.19907760620117,,,,,,,,,,,,,,,
532480,,,,,,,,,,,,,343,709.9783173999999,260,1551,27.0
533504,27.0,37.28907012939453,-0.02363171716569923,21966.74997253418,-4.640635249018669,0.0003,9300.2177734375,0.2,0.0,0.287158203125,0.02940153,2600,,,,,
534528,27.0,41.42633819580078,,,,,,,,,,,,,,,
535552,27.0,36.952476501464844,-0.011670744336151983,19432.08274230957,-4.655339476466179,0.0003,12067.9462890625,0.2,0.0,0.3546875,0.038314108,2610,,,,,
536576,27.0,39.81064987182617,,,,,,,,,,,,,,,
537600,27.0,44.901023864746094,-0.015172766691830476,20049.78838195801,-4.6448955103755,0.0003,8116.8564453125,0.2,0.0,0.33017578125,0.032460816,2620,,,,,
538624,27.0,39.149986267089844,,,,,,,,,,,,,,,
539648,27.0,43.670509338378906,-0.02712552806115127,21069.146197509766,-4.605073133111,0.0003,7953.3046875,0.2,-1.1920928955078125e-07,0.363427734375,0.03917379,2630,,,,,
540672,27.0,40.167808532714844,,,,,,,,,,,,,,,
541696,27.0,46.04637145996094,-0.017099717968085314,18878.085165405275,-4.581384654343128,0.0003,9372.1865234375,0.2,0.0,0.35419921875,0.03683438,2640,,,,,
542720,27.0,44.564090728759766,,,,,,,,,,,,,,,
543744,27.0,45.18962478637695,-0.0163998254109174,17952.949462890625,-4.6039570480585095,0.0003,10950.7861328125,0.2,0.0,0.36884765625,0.040132437,2650,,,,,
544768,27.0,41.18623352050781,,,,,,,,,,,,,,,
545792,27.0,43.349334716796875,-0.013319772404793184,18794.67492980957,-4.61240566521883,0.0003,8368.73046875,0.2,-1.1920928955078125e-07,0.3486328125,0.03483149,2660,,,,,
546816,27.0,41.251007080078125,,,,,,,,,,,,,,,
547840,27.0,31.559396743774414,-0.021356389290303923,18474.46305847168,-4.607923480868339,0.0003,9199.0302734375,0.2,0.0,0.354296875,0.036570694,2670,,,,,
548864,27.0,35.81781768798828,,,,,,,,,,,,,,,
549888,27.0,43.01972579956055,-0.02725828766997438,17836.38670654297,-4.573261399567127,0.0003,9682.48046875,0.2,0.0,0.351025390625,0.035788707,2680,,,,,
550912,27.0,38.250850677490234,,,,,,,,,,,,,,,
551936,27.0,42.89531707763672,-0.020797727305034642,19573.596575927735,-4.577333681285381,0.0003,8784.498046875,0.2,0.0,0.318310546875,0.03220827,2690,,,,,
552960,27.0,40.57170867919922,,,,,,,,,,,,,,,
552960,,,,,,,,,,,,,342,660.49309901,270,1613,27.0
553984,27.0,36.72054672241211,-0.008770307210215832,16438.992254638673,-4.609407995641232,0.0003,8612.1708984375,0.2,0.0,0.311865234375,0.033987574,2700,,,,,
555008,27.0,45.082977294921875,,,,,,,,,,,,,,,
556032,27.0,43.061485290527344,-0.01912333715008572,24645.271252441406,-4.625911585986614,0.0003,12593.1259765625,0.2,0.0,0.333349609375,0.032140445,2710,,,,,
557056,27.0,43.643184661865234,,,,,,,,,,,,,,,
558080,27.0,36.88722610473633,-0.013519455119967461,13193.323803710937,-4.620367881655693,0.0003,6851.154296875,0.2,1.1920928955078125e-07,0.40654296875,0.04125607,2720,,,,,
559104,27.0,37.38145446777344,,,,,,,,,,,,,,,
560128,27.0,43.008445739746094,-0.00744098168797791,14888.487442016602,-4.606679855287075,0.0003,6665.41015625,0.2,-1.1920928955078125e-07,0.339404296875,0.03617001,2730,,,,,
561152,27.0,37.61573028564453,,,,,,,,,,,,,,,
562176,27.0,35.62864303588867,-0.011449207836267305,16319.843453979493,-4.598879194259643,0.0003,7002.37939453125,0.2,1.1920928955078125e-07,0.348974609375,0.0368686,2740,,,,,
563200,27.0,44.138160705566406,,,,,,,,,,,,,,,
564224,27.0,43.00688171386719,-0.012071104283677414,11931.512643432618,-4.602002526819706,0.0003,5954.5966796875,0.2,0.0,0.34580078125,0.035148136,2750,,,,,
565248,27.0,44.14365005493164,,,,,,,,,,,,,,,
566272,27.0,38.8752555847168,-0.012214149779174477,16940.42093811035,-4.612278500199318,0.0003,7770.958984375,0.2,-1.1920928955078125e-07,0.309765625,0.031886764,2760,,,,,
567296,27.0,41.251285552978516,,,,,,,,,,,,,,,
568320,27.0,41.365535736083984,-0.013991601319867186,15463.151196289062,-4.600770518183708,0.0003,7643.63720703125,0.2,0.0,0.321435546875,0.033267513,2770,,,,,
569344,27.0,33.02893829345703,,,,,,,,,,,,,,,
570368,27.0,36.539451599121094,-0.023831567325396465,22220.034265136717,-4.5895012527704235,0.0003,10679.0673828125,0.2,0.0,0.342041015625,0.033920195,2780,,,,,
571392,27.0,39.29307556152344,,,,,,,,,,,,,,,
572416,27.0,41.903480529785156,-0.00990106325771194,18756.87734375,-4.597346805036068,0.0003,7290.46435546875,0.2,0.0,0.339306640625,0.034708284,2790,,,,,
573440,27.0,32.52394485473633,,,,,,,,,,,,,,,
573440,,,,,,,,,,,,,342,668.50233568,280,1672,27.0
574464,27.0,38.41492462158203,-0.004523850019904785,13354.796493530273,-4.603879173099995,0.0003,6384.470703125,0.2,0.0,0.35126953125,0.034797467,2800,,,,,
575488,27.0,34.49777603149414,,,,,,,,,,,,,,,
576512,27.0,47.441192626953125,-0.01235418896394549,16966.841024780275,-4.605793426930904,0.0003,6003.0634765625,0.2,0.0,0.33212890625,0.03452607,2810,,,,,
577536,27.0,39.817665100097656,,,,,,,,,,,,,,,
578560,27.0,43.48255157470703,-0.006242649887281004,11736.940757751465,-4.616520445048809,0.0003,5249.88671875,0.2,0.0,0.31484375,0.03136699,2820,,,,,
579584,27.0,38.165836334228516,,,,,,,,,,,,,,,
580608,27.0,38.47589874267578,-0.014485742153192404,14656.84692993164,-4.59655037522316,0.0003,6192.8271484375,0.2,0.0,0.350830078125,0.032812048,2830,,,,,
581632,27.0,38.745723724365234,,,,,,,,,,,,,,,
582656,27.0,38.77070617675781,-0.012650102325278568,17512.458395385744,-4.578083036839962,0.0003,7978.88330078125,0.2,0.0,0.28818359375,0.026507154,2840,,,,,
583680,27.0,41.319854736328125,,,,,,,,,,,,,,,
584704,27.0,33.86940383911133,-0.020857851330947596,14976.046221923829,-4.577716538310051,0.0003,7566.57568359375,0.2,0.0,0.30341796875,0.029194534,2850,,,,,
585728,27.0,45.107452392578125,,,,,,,,,,,,,,,
586752,27.0,48.31107711791992,-0.009664939864887857,19113.78156738281,-4.574492481350899,0.0003,10873.771484375,0.2,0.0,0.328125,0.03143149,2860,,,,,
587776,27.0,40.53457260131836,,,,,,,,,,,,,,,
588800,27.0,38.424903869628906,-0.018826042172440792,16240.832833862305,-4.551757246255875,0.0003,7136.40234375,0.2,0.0,0.308154296875,0.031291973,2870,,,,,
589824,27.0,41.03847885131836,,,,,,,,,,,,,,,
590848,27.0,37.82975769042969,-0.007656768681772519,13053.258712768555,-4.562402518093586,0.0003,5939.97216796875,0.2,0.0,0.31826171875,0.031647753,2880,,,,,
591872,27.0,42.73149871826172,,,,,,,,,,,,,,,
592896,27.0,38.16987609863281,-0.01290112910355674,16028.06046142578,-4.5412736788392065,0.0003,7107.345703125,0.2,1.1920928955078125e-07,0.301416015625,0.029914342,2890,,,,,
593920,27.0,41.74042510986328,,,,,,,,,,,,,,,
593920,,,,,,,,,,,,,342,634.9889840700001,290,1732,27.0
594944,27.0,46.29259490966797,-0.011812667884805705,12989.940707397462,-4.506750394403935,0.0003,5467.1484375,0.2,0.0,0.3158203125,0.03247779,2900,,,,,
595968,27.0,40.404544830322266,,,,,,,,,,,,,,,
596992,27.0,43.09006881713867,-0.006446884863544255,14000.048974609375,-4.5131962731480595,0.0003,7002.43896484375,0.2,5.960464477539063e-08,0.339697265625,0.031124167,2910,,,,,
598016,27.0,43.13557434082031,,,,,,,,,,,,,,,
599040,27.0,40.520381927490234,-0.014488331415486755,14949.574967956543,-4.553630568087101,0.0003,6446.81689453125,0.2,0.0,0.31259765625,0.030579235,2920,,,,,
600064,27.0,38.56208801269531,,,,,,,,,,,,,,,
601088,27.0,41.117897033691406,0.006207839876879007,12113.79337310791,-4.601769497990608,0.0003,4970.12841796875,0.2,0.0,0.349267578125,0.034879357,2930,,,,,
602112,27.0,37.273902893066406,,,,,,,,,,,,,,,
603136,27.0,41.46455001831055,-0.010159675672912271,14790.663247680664,-4.5986568704247475,0.0003,6522.8564453125,0.2,0.0,0.313720703125,0.031106085,2940,,,,,
604160,27.0,46.012474060058594,,,,,,,,,,,,,,,
605184,27.0,31.563207626342773,-0.015345998862176202,18290.90336303711,-4.5768009886145595,0.0003,9857.2900390625,0.2,0.0,0.298681640625,0.028102938,2950,,,,,
606208,27.0,41.28984832763672,,,,,,,,,,,,,,,
607232,27.0,31.66233253479004,-0.01045037784933811,13417.795266723633,-4.548997248709202,0.0003,7258.6650390625,0.2,0.0,0.33154296875,0.034579534,2960,,,,,
608256,27.0,41.0904655456543,,,,,,,,,,,,,,,
609280,27.0,41.21305847167969,-0.01318159512593411,14502.347518920898,-4.574562735855579,0.0003,7515.37255859375,0.2,0.0,0.376611328125,0.038918216,2970,,,,,
610304,27.0,42.54966735839844,,,,,,,,,,,,,,,
611328,27.0,43.96784210205078,-0.018753255045157857,12736.742785644532,-4.534559182822704,0.0003,5501.55517578125,0.2,0.0,0.33369140625,0.031455636,2980,,,,,
612352,27.0,39.11866760253906,,,,,,,,,,,,,,,
613376,27.0,38.63291931152344,-0.007813415404234548,13000.677661132813,-4.513329419493675,0.0003,5793.66064453125,0.2,0.0,0.354248046875,0.034121875,2990,,,,,
614400,27.0,42.30664825439453,,,,,,,,,,,,,,,
614400,,,,,,,,,,,,,341,666.52173806,300,1798,27.0
615424,27.0,33.815738677978516,0.00246233262878377,13949.8463470459,-4.534103868901729,0.0003,6466.36865234375,0.2,-1.1920928955078125e-07,0.341259765625,0.03675105,3000,,,,,
616448,27.0,32.70849609375,,,,,,,,,,,,,,,
617472,27.0,39.931209564208984,-0.004925211431691423,9056.703230285644,-4.587375922501087,0.0003,2808.94091796875,0.2,0.0,0.39423828125,0.040067434,3010,,,,,
618496,27.0,46.521366119384766,,,,,,,,,,,,,,,
619520,27.0,38.83058166503906,-0.00864543247880647,14073.922607421875,-4.570512762665748,0.0003,5493.13232421875,0.2,-1.1920928955078125e-07,0.376513671875,0.036986195,3020,,,,,
620544,27.0,39.806148529052734,,,,,,,,,,,,,,,
621568,27.0,42.73838424682617,-0.008940410734794568,12312.595405578613,-4.598285339772701,0.0003,4498.3095703125,0.2,0.0,0.353369140625,0.03500308,3030,,,,,
622592,27.0,40.90946960449219,,,,,,,,,,,,,,,
623616,27.0,49.69248962402344,-0.011623706932005007,9775.950553894043,-4.61765648573637,0.0003,4090.279296875,0.2,-1.1920928955078125e-07,0.3720703125,0.03641671,3040,,,,,
624640,27.0,47.255889892578125,,,,,,,,,,,,,,,
625664,27.0,39.58014678955078,-0.0023545697797089813,16553.848419189453,-4.6004751667380335,0.0003,8528.8251953125,0.2,0.0,0.310595703125,0.031573445,3050,,,,,
626688,27.0,41.471553802490234,,,,,,,,,,,,,,,
627712,27.0,42.90305709838867,-0.002448042869218625,12690.309811401366,-4.55832414329052,0.0003,4869.44970703125,0.2,0.0,0.403369140625,0.040523205,3060,,,,,
628736,27.0,44.24278259277344,,,,,,,,,,,,,,,
629760,27.0,39.385494232177734,-0.010119014912925195,13843.526953125,-4.592231525480747,0.0003,7096.0546875,0.2,-1.1920928955078125e-07,0.352197265625,0.03312818,3070,,,,,
630784,27.0,42.15902328491211,,,,,,,,,,,,,,,
631808,27.0,42.777957916259766,-0.004568196432956029,12914.079284667969,-4.599219682812691,0.0003,6038.21044921875,0.2,1.1920928955078125e-07,0.335009765625,0.03012706,3080,,,,,
632832,27.0,40.90571594238281,,,,,,,,,,,,,,,
633856,27.0,45.4322509765625,-0.008561837545130402,12207.899362182618,-4.578829887509346,0.0003,4796.95263671875,0.2,0.0,0.31611328125,0.031209953,3090,,,,,
634880,27.0,37.5128173828125,,,,,,,,,,,,,,,
634880,,,,,,,,,,,,,341,681.7019297499999,310,1860,27.0
635904,27.0,41.93940734863281,-0.014854750487575074,11861.238906860352,-4.572593161463738,0.0003,6517.04443359375,0.2,5.960464477539063e-08,0.33486328125,0.032531824,3100,,,,,
636928,27.0,42.75633239746094,,,,,,,,,,,,,,,
637952,27.0,33.48542022705078,-0.006145516689866781,9743.43549041748,-4.613758590817452,0.0003,4307.087890625,0.2,0.0,0.356201171875,0.035562247,3110,,,,,
638976,27.0,35.86293411254883,,,,,,,,,,,,,,,
640000,27.0,36.12057876586914,-0.013627339467348065,10732.337861633301,-4.613062998652458,0.0003,6471.5322265625,0.2,0.0,0.3802734375,0.03543202,3120,,,,,
641024,27.0,39.28342056274414,,,,,,,,,,,,,,,
642048,27.0,49.279693603515625,0.0039031674576108346,12604.120082092286,-4.607794187963009,0.0003,6217.31201171875,0.2,0.0,0.337890625,0.031267695,3130,,,,,
643072,27.0,38.50614929199219,,,,,,,,,,,,,,,
644096,27.0,42.00000762939453,-0.004447081944090314,15664.115090942383,-4.610529994964599,0.0003,7204.88671875,0.2,0.0,0.328955078125,0.032621413,3140,,,,,
645120,27.0,43.16191864013672,,,,,,,,,,,,,,,
646144,27.0,36.820579528808594,-0.00029662720480700956,8546.522172546387,-4.664361126720905,0.0003,4208.7021484375,0.2,0.0,0.412548828125,0.040966116,3150,,,,,
647168,27.0,45.78710174560547,,,,,,,,,,,,,,,
648192,27.0,43.2821159362793,-0.007981598874175688,14143.273190307616,-4.657730424404145,0.0003,6168.8564453125,0.2,0.0,0.3623046875,0.038950726,3160,,,,,
649216,27.0,43.457855224609375,,,,,,,,,,,,,,,
650240,27.0,41.09553527832031,-0.007420855629607104,9615.228407287597,-4.676482075452805,0.0003,4989.8349609375,0.2,0.0,0.37880859375,0.037898324,3170,,,,,
651264,27.0,40.20728302001953,,,,,,,,,,,,,,,
652288,27.0,39.28396987915039,-0.0093069779817597,12976.653442382812,-4.674092514812946,0.0003,7578.71142578125,0.2,0.0,0.375146484375,0.038515214,3180,,,,,
653312,27.0,41.19710922241211,,,,,,,,,,,,,,,
654336,27.0,44.67020034790039,-0.004424207353440579,9363.199922180176,-4.679245600104332,0.0003,5095.2802734375,0.2,0.0,0.36181640625,0.034748353,3190,,,,,
655360,27.0,43.65763854980469,,,,,,,,,,,,,,,
655360,,,,,,,,,,,,,334,660.3637458399999,320,1959,27.0
656384,27.0,39.23015213012695,-0.015938562095107044,10825.307878112793,-4.66301459223032,0.0003,6318.67626953125,0.2,0.0,0.4009765625,0.038296495,3200,,,,,
657408,27.0,45.95012283325195,,,,,,,,,,,,,,,
658432,27.0,39.692726135253906,0.0017922498955158517,7954.465878295899,-4.659249317646027,0.0003,3680.98583984375,0.2,0.0,0.434521484375,0.041237738,3210,,,,,
659456,27.0,34.34611892700195,,,,,,,,,,,,,,,
660480,27.0,39.009849548339844,-0.003352670028107241,10447.582307434082,-4.67964716553688,0.0003,4419.3125,0.2,-1.1920928955078125e-07,0.39267578125,0.038867697,3220,,,,,
661504,27.0,38.190460205078125,,,,,,,,,,,,,,,
662528,27.0,38.98176193237305,0.0026115398955880663,8004.496124267578,-4.68899926841259,0.0003,2490.26904296875,0.2,0.0,0.37900390625,0.036941193,3230,,,,,
663552,27.0,42.182594299316406,,,,,,,,,,,,,,,
664576,27.0,37.97248840332031,-0.007938296502106822,8970.531059265137,-4.698018935322762,0.0003,4332.55517578125,0.2,0.0,0.3470703125,0.033346005,3240,,,,,
665600,27.0,39.725399017333984,,,,,,,,,,,,,,,
666624,27.0,41.662750244140625,-0.013143384394061286,9707.062522888184,-4.685812506079674,0.0003,5167.18896484375,0.2,0.0,0.36142578125,0.033623125,3250,,,,,
667648,27.0,40.771209716796875,,,,,,,,,,,,,,,
668672,27.0,38.107521057128906,-0.010246658074902371,12485.407723999024,-4.666394113004207,0.0003,5029.57421875,0.2,0.0,0.34267578125,0.0341364,3260,,,,,
669696,27.0,44.01459884643555,,,,,,,,,,,,,,,
670720,27.0,44.347862243652344,-0.0006443695383495651,9706.54236907959,-4.659651736915111,0.0003,5549.9970703125,0.2,-1.1920928955078125e-07,0.380859375,0.039969005,3270,,,,,
671744,27.0,44.033851623535156,,,,,,,,,,,,,,,
672768,27.0,42.92302322387695,-0.0008083043358055875,8030.249810791016,-4.695895180106163,0.0003,4421.63134765625,0.2,5.960464477539063e-08,0.395751953125,0.03730724,3280,,,,,
673792,27.0,38.83380889892578,,,,,,,,,,,,,,,
674816,27.0,42.0551872253418,-0.007004241461982019,7419.915315246582,-4.682029630243778,0.0003,3319.34130859375,0.2,0.0,0.409619140625,0.03736215,3290,,,,,
675840,27.0,40.46241760253906,,,,,,,,,,,,,,,
675840,,,,,,,,,,,,,334,665.754991,330,2018,27.0
676864,27.0,44.3487434387207,-0.0016041190610849299,9985.18034362793,-4.694175487756729,0.0003,4467.82763671875,0.2,1.1920928955078125e-07,0.372998046875,0.03721062,3300,,,,,
677888,27.0,40.52463912963867,,,,,,,,,,,,,,,
678912,27.0,40.96896743774414,-0.008067666721035493,9517.194749450684,-4.686054034531116,0.0003,4409.53369140625,0.2,0.0,0.398681640625,0.038340352,3310,,,,,
679936,27.0,38.789772033691406,,,,,,,,,,,,,,,
680960,27.0,40.19874572753906,-0.010325593056768412,9946.902111816406,-4.681332404911518,0.0003,4595.19287109375,0.2,-1.1920928955078125e-07,0.368017578125,0.034757406,3320,,,,,
681984,27.0,33.33881759643555,,,,,,,,,,,,,,,
683008,27.0,30.928932189941406,-0.004976865022035782,9818.626222229004,-4.730169300734997,0.0003,4993.13916015625,0.2,0.0,0.354345703125,0.033301413,3330,,,,,
684032,27.0,29.339378356933594,,,,,,,,,,,,,,,
685056,27.0,38.11334991455078,-0.0050044335352140475,9288.716125488281,-4.752968889474869,0.0003,5355.78955078125,0.2,-1.1920928955078125e-07,0.350341796875,0.03424955,3340,,,,,
686080,27.0,40.78145980834961,,,,,,,,,,,,,,,
687104,27.0,40.13964080810547,-0.0030624936436652204,8926.333909606934,-4.7698234304785725,0.0003,4434.3173828125,0.2,0.0,0.404443359375,0.037612017,3350,,,,,
688128,27.0,45.37358856201172,,,,,,,,,,,,,,,
689152,27.0,40.353759765625,-0.013945726476231357,10317.998815917968,-4.745578077435494,0.0003,4774.20654296875,0.2,0.0,0.375390625,0.03711616,3360,,,,,
690176,27.0,39.23799133300781,,,,,,,,,,,,,,,
691200,27.0,33.814964294433594,-0.0057987295105704105,8856.086619567872,-4.733250018954277,0.0003,3957.362060546875,0.2,0.0,0.347021484375,0.034732565,3370,,,,,
692224,27.0,38.069644927978516,,,,,,,,,,,,,,,
693248,27.0,38.07365798950195,-0.007509109670354519,10774.40598449707,-4.718730415403843,0.0003,4348.1328125,0.2,-1.1920928955078125e-07,0.3654296875,0.034257136,3380,,,,,
694272,27.0,30.796306610107422,,,,,,,,,,,,,,,
695296,27.0,31.012805938720703,-0.0032828824740136044,10228.133757019043,-4.701448710262776,0.0003,4100.80029296875,0.2,-1.1920928955078125e-07,0.320166015625,0.029561952,3390,,,,,
696320,27.0,34.816368103027344,,,,,,,,,,,,,,,
696320,,,,,,,,,,,,,334,678.61513257,340,2079,27.0
697344,27.0,44.33885192871094,-0.010417165653780102,9499.65194091797,-4.724247710406781,0.0003,5085.3486328125,0.2,0.0,0.3693359375,0.03489981,3400,,,,,
698368,27.0,44.98536682128906,,,,,,,,,,,,,,,
699392,27.0,36.02756118774414,-0.0036316513433121145,7998.732710266113,-4.681257066130638,0.0003,3965.79052734375,0.2,0.0,0.398486328125,0.036762454,3410,,,,,
700416,27.0,28.336320877075195,,,,,,,,,,,,,,,
701440,27.0,30.660091400146484,-0.012471991470374633,10019.420524597168,-4.66029540002346,0.0003,4877.53564453125,0.2,0.0,0.38583984375,0.03628261,3420,,,,,
702464,27.0,37.74481201171875,,,,,,,,,,,,,,,
703488,27.0,45.54096984863281,-0.003222871309844777,8769.674864196777,-4.651713788509369,0.0003,4642.4853515625,0.2,1.1920928955078125e-07,0.360498046875,0.033814702,3430,,,,,
704512,27.0,41.81440353393555,,,,,,,,,,,,,,,
705536,27.0,34.55412673950195,-0.00848988365396508,8100.9783493042,-4.671751581132412,0.0003,3037.942626953125,0.2,0.0,0.40458984375,0.037631992,3440,,,,,
706560,27.0,39.315364837646484,,,,,,,,,,,,,,,
707584,27.0,43.42631912231445,-0.004738257628923747,7665.0653625488285,-4.684108047187328,0.0003,3600.425537109375,0.2,0.0,0.3966796875,0.036199898,3450,,,,,
708608,27.0,39.451019287109375,,,,,,,,,,,,,,,
