eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/approx_kl,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations
180.0,1024,12.596341133117676,,,,,,,,,,,,,,,
180.0,2048,12.586410522460938,,,,,,,,,,,,,,,
180.0,3072,12.952282905578613,10,6.40973424911499,-0.0007063150405883789,0.2,0.41025390625,0.0003,-0.04342091709113447,-5.865039949119091,16.5613064289093,0.025593791,,,,,
180.0,4096,12.565719604492188,,,,,,,,,,,,,,,
180.0,5120,13.182695388793945,20,4.439001560211182,5.960464477539063e-08,0.2,0.40751953125,0.0003,-0.040126233297633006,-5.832610268890858,14.531783333420753,0.024399694,,,,,
180.0,6144,13.878772735595703,,,,,,,,,,,,,,,
180.0,7168,13.06623363494873,30,12.250421524047852,0.0,0.2,0.392236328125,0.0003,-0.04068894115043804,-5.802891424298286,15.95725081115961,0.024604604,,,,,
180.0,8192,13.599353790283203,,,,,,,,,,,,,,,
180.0,9216,12.365245819091797,40,4.485361576080322,-4.0531158447265625e-06,0.2,0.38984375,0.0003,-0.04199343312939163,-5.777245980501175,12.544203222543,0.022702431,,,,,
180.0,10240,13.82121467590332,,,,,,,,,,,,,,,
180.0,11264,13.161323547363281,50,3.36680269241333,0.0,0.2,0.345068359375,0.0003,-0.0362412381437025,-5.761455129086971,14.414363016188144,0.02272234,,,,,
180.0,12288,12.754322052001953,,,,,,,,,,,,,,,
180.0,13312,13.221003532409668,60,10.765641212463379,0.0,0.2,0.321533203125,0.0003,-0.037357198269455695,-5.750932994484901,13.686789311468601,0.020709218,,,,,
180.0,14336,13.207415580749512,,,,,,,,,,,,,,,
180.0,15360,13.706287384033203,70,6.766755104064941,0.0,0.2,0.358203125,0.0003,-0.03770253037655493,-5.745937262475491,14.027942980825902,0.022096723,,,,,
180.0,16384,12.973091125488281,,,,,,,,,,,,,,,
180.0,17408,12.8973388671875,80,6.19859504699707,0.0,0.2,0.346875,0.0003,-0.038627801567781714,-5.715724195539951,16.011161787807943,0.02251358,,,,,
180.0,18432,14.844953536987305,,,,,,,,,,,,,,,
180.0,19456,13.724706649780273,90,7.839390754699707,0.0,0.2,0.3626953125,0.0003,-0.03880299594311509,-5.674683019518852,17.48465518206358,0.023254614,,,,,
180.0,20480,13.594749450683594,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,13.536912829999999,239,85,180.0,10
180.0,21504,13.844837188720703,100,8.166325569152832,-1.1920928955078125e-07,0.2,0.3869140625,0.0003,-0.038808912118838634,-5.644167144596577,15.170416541397572,0.022840517,,,,,
180.0,22528,12.658807754516602,,,,,,,,,,,,,,,
180.0,23552,13.420737266540527,110,5.592299938201904,0.0,0.2,0.374609375,0.0003,-0.03904074461897835,-5.618279904127121,12.574546281993388,0.022567071,,,,,
180.0,24576,14.078781127929688,,,,,,,,,,,,,,,
180.0,25600,13.605216979980469,120,12.22520923614502,0.0,0.2,0.337744140625,0.0003,-0.03535027242032811,-5.607814410328865,15.204121534526347,0.021286516,,,,,
180.0,26624,14.318244934082031,,,,,,,,,,,,,,,
180.0,27648,13.39205551147461,130,3.1513760089874268,0.0,0.2,0.34345703125,0.0003,-0.033234170243667906,-5.574797596037388,15.835038644075393,0.021596551,,,,,
180.0,28672,13.880244255065918,,,,,,,,,,,,,,,
180.0,29696,14.549091339111328,140,3.4769277572631836,0.0,0.2,0.381005859375,0.0003,-0.03873121625219937,-5.564230386912823,17.117650066316127,0.022891492,,,,,
180.0,30720,13.73536205291748,,,,,,,,,,,,,,,
180.0,31744,13.865155220031738,150,7.108701229095459,0.0,0.2,0.3677734375,0.0003,-0.03417641025880584,-5.513092058897018,13.600826095044614,0.02038354,,,,,
180.0,32768,14.056556701660156,,,,,,,,,,,,,,,
180.0,33792,14.338638305664062,160,13.617551803588867,0.0,0.2,0.327001953125,0.0003,-0.031984200404258444,-5.498766405880451,15.028498822450638,0.021207884,,,,,
180.0,34816,13.903434753417969,,,,,,,,,,,,,,,
180.0,35840,13.896617889404297,170,4.673821926116943,0.0,0.2,0.337451171875,0.0003,-0.03868145228625508,-5.4961731225252155,15.392161642760039,0.021985028,,,,,
180.0,36864,14.769612312316895,,,,,,,,,,,,,,,
180.0,37888,15.30348014831543,180,7.953347682952881,0.0,0.2,0.336865234375,0.0003,-0.03545608956337674,-5.472476667165756,15.212033577263355,0.021603208,,,,,
180.0,38912,14.70344352722168,,,,,,,,,,,,,,,
180.0,39936,15.371700286865234,190,9.371359825134277,0.0,0.2,0.32802734375,0.0003,-0.03473251063696807,-5.43261554390192,15.287097622454166,0.021398498,,,,,
180.0,40960,15.226512908935547,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,14.263455659999998,236,173,180.0,20
180.0,41984,14.401334762573242,200,8.816679000854492,0.0,0.2,0.330029296875,0.0003,-0.035387163878476714,-5.392432852089405,15.70177452713251,0.020589277,,,,,
180.0,43008,15.411423683166504,,,,,,,,,,,,,,,
180.0,44032,16.55777359008789,210,5.60163688659668,5.960464477539063e-08,0.2,0.37998046875,0.0003,-0.03722943545581074,-5.351243001222611,13.652622333168983,0.022414193,,,,,
180.0,45056,16.553050994873047,,,,,,,,,,,,,,,
180.0,46080,15.87639045715332,220,9.32248306274414,-1.1920928955078125e-07,0.2,0.307080078125,0.0003,-0.03161986698905821,-5.329024171829223,14.986320979893208,0.018810257,,,,,
180.0,47104,15.619546890258789,,,,,,,,,,,,,,,
180.0,48128,15.855682373046875,230,7.459563255310059,0.0,0.2,0.326318359375,0.0003,-0.03249515042407438,-5.298085807263851,14.007490926980973,0.019393422,,,,,
180.0,49152,15.040048599243164,,,,,,,,,,,,,,,
180.0,50176,15.630212783813477,240,8.272842407226562,0.0,0.2,0.36015625,0.0003,-0.03391279360512271,-5.256678454577923,13.967316962778568,0.021854483,,,,,
180.0,51200,15.617422103881836,,,,,,,,,,,,,,,
180.0,52224,16.61740493774414,250,8.89927864074707,0.0,0.2,0.3193359375,0.0003,-0.032038773452222814,-5.24321690350771,17.957316115498543,0.02005035,,,,,
180.0,53248,15.30795669555664,,,,,,,,,,,,,,,
180.0,54272,15.504976272583008,260,6.613494873046875,0.0,0.2,0.34384765625,0.0003,-0.034457384105189705,-5.197970125079155,17.082178638875483,0.020904163,,,,,
180.0,55296,15.933860778808594,,,,,,,,,,,,,,,
180.0,56320,16.471752166748047,270,8.20563793182373,-1.1920928955078125e-07,0.2,0.333984375,0.0003,-0.035514607798540966,-5.1922547534108165,18.416139455139636,0.021387167,,,,,
180.0,57344,15.807343482971191,,,,,,,,,,,,,,,
180.0,58368,16.444561004638672,280,5.405463695526123,0.0,0.2,0.3349609375,0.0003,-0.03270967605058104,-5.162982687354088,13.43861682265997,0.020722203,,,,,
180.0,59392,17.456195831298828,,,,,,,,,,,,,,,
180.0,60416,16.013195037841797,290,4.420923709869385,0.0,0.2,0.310693359375,0.0003,-0.028404345114540774,-5.137641486525536,17.001641941070556,0.018901685,,,,,
180.0,61440,16.75850486755371,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,15.794670509999998,235,261,180.0,30
