time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps
1024,12.75697135925293,12.0,,,,,,,,,,,,,,,
2048,12.862719535827637,12.0,,,,,,,,,,,,,,,
3072,14.400920867919922,12.0,0.0003,30.830260652303696,0.2,-3.899809717386961,0.09889147,-0.05358632302668411,10,0.542333984375,22.787708282470703,0.0024647116661071777,,,,,
4096,16.972719192504883,12.0,,,,,,,,,,,,,,,
5120,17.41362762451172,12.0,0.0003,29.782342714071273,0.2,-3.889355490356684,0.08770734,-0.05034873312106356,20,0.49775390625,14.412840843200684,0.002901315689086914,,,,,
6144,13.95865249633789,12.0,,,,,,,,,,,,,,,
7168,15.213125228881836,12.0,0.0003,31.323790615797044,0.2,-3.868660042434931,0.08200004,-0.05429200113867409,30,0.51455078125,12.84634017944336,-0.0001398324966430664,,,,,
8192,14.887388229370117,12.0,,,,,,,,,,,,,,,
9216,13.276591300964355,12.0,0.0003,30.926577389240265,0.2,-3.8479233615100386,0.080747984,-0.049989121936960146,40,0.46640625,12.95269775390625,-3.981590270996094e-05,,,,,
10240,12.908611297607422,12.0,,,,,,,,,,,,,,,
11264,14.753646850585938,12.0,0.0003,28.567799428105353,0.2,-3.8407529927790165,0.078042716,-0.04938479898264632,50,0.4595703125,10.392060279846191,-1.8596649169921875e-05,,,,,
12288,14.98920726776123,12.0,,,,,,,,,,,,,,,
13312,13.14569091796875,12.0,0.0003,28.92011629343033,0.2,-3.809914527833462,0.08208014,-0.0524141299596522,60,0.459765625,10.921452522277832,-9.775161743164062e-06,,,,,
14336,14.218561172485352,12.0,,,,,,,,,,,,,,,
15360,15.47248363494873,12.0,0.0003,27.569304287433624,0.2,-3.7668357238173487,0.08007688,-0.05172963129589334,70,0.46748046875,12.225841522216797,-6.556510925292969e-06,,,,,
16384,16.467891693115234,12.0,,,,,,,,,,,,,,,
17408,16.245559692382812,12.0,0.0003,27.32377991080284,0.2,-3.7491570517420767,0.06951795,-0.04920055824040901,80,0.44052734375,12.862079620361328,-3.0994415283203125e-06,,,,,
18432,16.121295928955078,12.0,,,,,,,,,,,,,,,
19456,13.509321212768555,12.0,0.0003,24.519614210724832,0.2,-3.7038296192884443,0.07723466,-0.05052426404145081,90,0.482763671875,10.44425106048584,-4.0531158447265625e-06,,,,,
20480,19.009920120239258,12.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,15.27838677,12.0,10,19,1072
21504,16.21835708618164,12.0,0.0003,26.468658229708673,0.2,-3.6837185733020306,0.08234473,-0.04605340427951887,100,0.48408203125,11.356379508972168,0.0,,,,,
22528,13.23237419128418,12.0,,,,,,,,,,,,,,,
23552,16.679519653320312,12.0,0.0003,25.65483821630478,0.2,-3.701602140069008,0.077148095,-0.04669900887529366,110,0.483642578125,13.05518913269043,5.960464477539063e-08,,,,,
24576,14.55898380279541,12.0,,,,,,,,,,,,,,,
25600,12.101972579956055,12.0,0.0003,25.675835138559343,0.2,-3.676369323581457,0.082803756,-0.053947094338946046,120,0.4943359375,14.83405590057373,-2.384185791015625e-07,,,,,
26624,15.663973808288574,12.0,,,,,,,,,,,,,,,
27648,18.62826919555664,12.0,0.0003,24.557844394445418,0.2,-3.616943044960499,0.08537561,-0.04831464754533954,130,0.47734375,15.719801902770996,-1.1920928955078125e-06,,,,,
28672,16.725309371948242,12.0,,,,,,,,,,,,,,,
29696,15.807903289794922,12.0,0.0003,24.817531192302702,0.2,-3.571800498664379,0.08492904,-0.050272815892822106,140,0.480322265625,12.081740379333496,-3.5762786865234375e-07,,,,,
30720,17.264223098754883,12.0,,,,,,,,,,,,,,,
31744,18.064851760864258,12.0,0.0003,25.145482620596887,0.2,-3.5336138613522055,0.07029159,-0.04717149737116415,150,0.442333984375,11.854008674621582,0.0,,,,,
32768,15.841531753540039,12.0,,,,,,,,,,,,,,,
33792,17.561344146728516,12.0,0.0003,21.987657213211058,0.2,-3.4876760810613634,0.07604364,-0.04720916195656173,160,0.43212890625,11.830291748046875,0.0,,,,,
34816,17.899566650390625,12.0,,,,,,,,,,,,,,,
35840,17.789989471435547,12.0,0.0003,25.29836772084236,0.2,-3.4617062851786615,0.06521653,-0.044893030548701064,170,0.43046875,14.148765563964844,-1.1920928955078125e-07,,,,,
36864,14.494868278503418,12.0,,,,,,,,,,,,,,,
37888,14.722326278686523,12.0,0.0003,24.262969332933427,0.2,-3.461212968081236,0.06218185,-0.044449866635841315,180,0.41689453125,11.562329292297363,-1.1920928955078125e-07,,,,,
38912,16.908472061157227,12.0,,,,,,,,,,,,,,,
39936,14.501314163208008,12.0,0.0003,24.209440729022027,0.2,-3.4255855321884154,0.07407867,-0.047581225883914155,190,0.424951171875,11.788070678710938,0.0,,,,,
40960,16.529577255249023,12.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,16.19149479,12.0,20,38,1061
41984,17.779979705810547,12.0,0.0003,24.183456629514694,0.2,-3.392504745721817,0.071347885,-0.04292167511594016,200,0.449755859375,12.144468307495117,-1.1920928955078125e-07,,,,,
43008,15.875373840332031,12.0,,,,,,,,,,,,,,,
44032,17.347719192504883,12.0,0.0003,22.79323305487633,0.2,-3.370510843396187,0.07423115,-0.04606747535872273,210,0.45751953125,11.776359558105469,0.0,,,,,
45056,18.70701789855957,12.0,,,,,,,,,,,,,,,
46080,19.04730796813965,12.0,0.0003,24.424529340863227,0.2,-3.3728715308010577,0.07516773,-0.0501680737696006,220,0.461083984375,8.900592803955078,0.0,,,,,
47104,18.115585327148438,12.0,,,,,,,,,,,,,,,
48128,15.609769821166992,12.0,0.0003,22.94120372235775,0.2,-3.3579092979431153,0.079607144,-0.040511898882687095,230,0.4396484375,11.613462448120117,0.0,,,,,
49152,16.353727340698242,12.0,,,,,,,,,,,,,,,
50176,19.169767379760742,12.0,0.0003,21.840403932332993,0.2,-3.3141580417752268,0.06680805,-0.04165027715280303,240,0.414111328125,9.35827922821045,-1.1920928955078125e-07,,,,,
51200,15.109223365783691,12.0,,,,,,,,,,,,,,,
52224,16.75208282470703,12.0,0.0003,22.23592595756054,0.2,-3.298740044236183,0.06850943,-0.04396244219387881,250,0.405810546875,11.793404579162598,-3.5762786865234375e-07,,,,,
53248,17.293712615966797,12.0,,,,,,,,,,,,,,,
54272,17.316787719726562,12.0,0.0003,20.064919397234917,0.2,-3.266193553060293,0.06356282,-0.04259177437052131,260,0.423046875,8.386720657348633,-1.1920928955078125e-07,,,,,
55296,20.94561767578125,12.0,,,,,,,,,,,,,,,
56320,17.73140525817871,12.0,0.0003,20.94003345966339,0.2,-3.210035569220781,0.06074655,-0.04679302336298861,270,0.406982421875,10.171945571899414,0.0,,,,,
57344,17.702781677246094,12.0,,,,,,,,,,,,,,,
58368,21.697708129882812,12.0,0.0003,23.82752794921398,0.2,-3.1426309019327165,0.05276924,-0.04020780467253644,280,0.364892578125,9.66183853149414,0.0,,,,,
59392,16.97898292541504,12.0,,,,,,,,,,,,,,,
60416,15.8350191116333,12.0,0.0003,21.608584702014923,0.2,-3.1142663292586805,0.05837886,-0.041975618101423605,290,0.3693359375,9.036142349243164,0.0,,,,,
61440,19.142642974853516,12.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,18.114514939999996,12.0,30,58,1054
62464,16.58759117126465,12.0,0.0003,20.136599880456924,0.2,-3.0546607196331026,0.061501365,-0.04374318976479117,300,0.3638671875,9.705975532531738,-1.1920928955078125e-07,,,,,
63488,18.823705673217773,12.0,,,,,,,,,,,,,,,
64512,18.64291763305664,12.0,0.0003,20.882445764541625,0.2,-3.00792084261775,0.07202992,-0.04083808548166416,310,0.411328125,9.959673881530762,1.1920928955078125e-07,,,,,
65536,17.166099548339844,12.0,,,,,,,,,,,,,,,
66560,17.005428314208984,12.0,0.0003,22.06549038589001,0.2,-2.981383679062128,0.07217252,-0.04506944098684471,320,0.38505859375,10.866816520690918,0.0,,,,,
67584,20.028594970703125,12.0,,,,,,,,,,,,,,,
68608,19.728015899658203,12.0,0.0003,21.236131924390794,0.2,-2.921617624163628,0.077152245,-0.04676251127384603,330,0.405224609375,10.924358367919922,-1.1920928955078125e-07,,,,,
69632,20.80514144897461,12.0,,,,,,,,,,,,,,,
70656,21.256610870361328,12.0,0.0003,20.085748359560966,0.2,-2.862158448249102,0.081818596,-0.04979050609981641,340,0.43232421875,10.67065715789795,-1.1920928955078125e-07,,,,,
71680,18.225025177001953,12.0,,,,,,,,,,,,,,,
72704,21.364912033081055,12.0,0.0003,19.95788260102272,0.2,-2.7944585397839545,0.07668511,-0.04910499607794918,350,0.4390625,9.126803398132324,0.0,,,,,
73728,23.53799057006836,12.0,,,,,,,,,,,,,,,
74752,22.402767181396484,12.0,0.0003,19.507566371560095,0.2,-2.750052200257778,0.07096908,-0.04245612093363889,360,0.42822265625,9.806320190429688,1.1920928955078125e-07,,,,,
75776,20.149887084960938,12.0,,,,,,,,,,,,,,,
