time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/clip_range,train/clip_fraction,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean
50688,12.0,16.44558334350586,,,,,,,,,,,,,,,
51200,12.0,18.707162857055664,,,,,,,,,,,,,,,
51200,,,,,,,,,,,,,29,12.0,10,683,155.86393654
51712,12.0,16.80122947692871,0.0,240,-0.0455373203556519,-3.0608756959438326,0.107921064,5803.175103759766,2967.404052734375,0.0003,0.2,0.4087890625,,,,,
52224,12.0,17.928035736083984,,,,,,,,,,,,,,,
52736,12.0,19.166454315185547,,,,,,,,,,,,,,,
53248,12.0,19.622915267944336,,,,,,,,,,,,,,,
53760,12.0,15.375879287719727,0.0,250,-0.044491947593633084,-2.943195890635252,0.121391155,5714.876263427735,2409.615234375,0.0003,0.2,0.43447265625,,,,,
54272,12.0,18.560937881469727,,,,,,,,,,,,,,,
54784,12.0,17.019786834716797,,,,,,,,,,,,,,,
55296,12.0,18.288150787353516,,,,,,,,,,,,,,,
55808,12.0,20.02726173400879,-1.1920928955078125e-07,260,-0.036020804684085306,-2.9553433150053023,0.11465597,5447.967994689941,2375.2041015625,0.0003,0.2,0.44169921875,,,,,
56320,12.0,19.611530303955078,,,,,,,,,,,,,,,
56832,12.0,20.780590057373047,,,,,,,,,,,,,,,
57344,12.0,19.610944747924805,,,,,,,,,,,,,,,
57856,12.0,20.991256713867188,0.0,270,-0.04883668533875607,-2.9234453305602073,0.14337885,6383.626318359375,2850.718505859375,0.0003,0.2,0.48759765625,,,,,
58368,12.0,17.875709533691406,,,,,,,,,,,,,,,
58880,12.0,16.993900299072266,,,,,,,,,,,,,,,
59392,12.0,21.142192840576172,,,,,,,,,,,,,,,
59904,12.0,18.123172760009766,0.0,280,-0.05015118856972549,-2.8543670266866683,0.15137163,6037.947201538086,3128.476806640625,0.0003,0.2,0.465283203125,,,,,
60416,12.0,20.692373275756836,,,,,,,,,,,,,,,
60928,12.0,23.077316284179688,,,,,,,,,,,,,,,
61440,12.0,23.254215240478516,,,,,,,,,,,,,,,
61952,12.0,22.406036376953125,0.0,290,-0.04932540115987649,-2.8150369718670847,0.1412044,6523.743817138672,3107.0341796875,0.0003,0.2,0.496826171875,,,,,
62464,12.0,17.27277946472168,,,,,,,,,,,,,,,
62976,12.0,21.838592529296875,,,,,,,,,,,,,,,
63488,12.0,24.46442222595215,,,,,,,,,,,,,,,
64000,12.0,22.383041381835938,0.0,300,-0.03918864233128261,-2.784596659243107,0.14977121,6754.247946166992,2559.16259765625,0.0003,0.2,0.504931640625,,,,,
64512,12.0,20.985599517822266,,,,,,,,,,,,,,,
65024,12.0,21.70520782470703,,,,,,,,,,,,,,,
65536,12.0,18.755722045898438,,,,,,,,,,,,,,,
66048,12.0,18.947551727294922,0.0,310,-0.033824054030992555,-2.7350503101944925,0.15963182,7024.218322753906,3094.097900390625,0.0003,0.2,0.432763671875,,,,,
66560,12.0,22.632741928100586,,,,,,,,,,,,,,,
67072,12.0,23.616838455200195,,,,,,,,,,,,,,,
67584,12.0,21.36178207397461,,,,,,,,,,,,,,,
68096,12.0,22.61904525756836,0.0,320,-0.033124976955878085,-2.7180836953222753,0.15970469,6727.99942779541,2933.550537109375,0.0003,0.2,0.455224609375,,,,,
68608,12.0,24.249963760375977,,,,,,,,,,,,,,,
69120,12.0,21.61469268798828,,,,,,,,,,,,,,,
69632,12.0,23.343238830566406,,,,,,,,,,,,,,,
70144,12.0,18.623361587524414,0.0,330,-0.035598438105080274,-2.676165334135294,0.15100878,6847.572729492187,3637.910888671875,0.0003,0.2,0.47158203125,,,,,
70656,12.0,23.304039001464844,,,,,,,,,,,,,,,
71168,12.0,22.494443893432617,,,,,,,,,,,,,,,
71680,12.0,23.008251190185547,,,,,,,,,,,,,,,
71680,,,,,,,,,,,,,61,12.0,20,669,172.76569135000003
72192,12.0,26.034069061279297,0.0,340,-0.0458651564840693,-2.648546281456947,0.14194581,6737.448524475098,2831.400390625,0.0003,0.2,0.459619140625,,,,,
72704,12.0,24.75476837158203,,,,,,,,,,,,,,,
73216,12.0,23.604089736938477,,,,,,,,,,,,,,,
73728,12.0,20.444835662841797,,,,,,,,,,,,,,,
74240,12.0,19.921234130859375,0.0,350,-0.03663019912783057,-2.6175690785050394,0.16074874,6828.211373901368,3256.505859375,0.0003,0.2,0.49560546875,,,,,
74752,12.0,22.305381774902344,,,,,,,,,,,,,,,
75264,12.0,20.624277114868164,,,,,,,,,,,,,,,
75776,12.0,21.41913414001465,,,,,,,,,,,,,,,
76288,12.0,19.590280532836914,0.0,360,-0.030627273296704515,-2.581190471351147,0.1674445,7533.570561218262,3966.837890625,0.0003,0.2,0.479638671875,,,,,
76800,12.0,21.6032772064209,,,,,,,,,,,,,,,
77312,12.0,22.66140365600586,,,,,,,,,,,,,,,
77824,12.0,23.088272094726562,,,,,,,,,,,,,,,
78336,12.0,20.427898406982422,-1.1920928955078125e-07,370,-0.03460061138175661,-2.5591720953583716,0.14572504,7142.7060821533205,2865.669921875,0.0003,0.2,0.4287109375,,,,,
78848,12.0,22.8332576751709,,,,,,,,,,,,,,,
79360,12.0,22.20626449584961,,,,,,,,,,,,,,,
79872,12.0,21.85849952697754,,,,,,,,,,,,,,,
80384,12.0,24.32773208618164,0.0,380,-0.028318725488497877,-2.547520323097706,0.13914229,6666.96329498291,2834.914306640625,0.0003,0.2,0.454345703125,,,,,
80896,12.0,21.99013328552246,,,,,,,,,,,,,,,
81408,12.0,24.44829750061035,,,,,,,,,,,,,,,
81920,12.0,20.81070899963379,,,,,,,,,,,,,,,
82432,12.0,23.971630096435547,0.0,390,-0.029832372124656104,-2.532849255949259,0.12901534,7019.07335357666,3181.618896484375,0.0003,0.2,0.422802734375,,,,,
82944,12.0,23.433679580688477,,,,,,,,,,,,,,,
83456,12.0,23.505373001098633,,,,,,,,,,,,,,,
83968,12.0,23.120052337646484,,,,,,,,,,,,,,,
84480,12.0,21.788074493408203,0.0,400,-0.04065707987028873,-2.532931160181761,0.11270647,6998.928327941894,3080.831787109375,0.0003,0.2,0.463037109375,,,,,
84992,12.0,20.072769165039062,,,,,,,,,,,,,,,
85504,12.0,20.701610565185547,,,,,,,,,,,,,,,
86016,12.0,20.504547119140625,,,,,,,,,,,,,,,
86528,12.0,18.293872833251953,-1.1920928955078125e-07,410,-0.031549725763034074,-2.5000117659568786,0.097267345,6850.091368103027,3378.059326171875,0.0003,0.2,0.37763671875,,,,,
87040,12.0,21.216392517089844,,,,,,,,,,,,,,,
87552,12.0,24.43282699584961,,,,,,,,,,,,,,,
88064,12.0,24.139741897583008,,,,,,,,,,,,,,,
88576,12.0,21.656185150146484,-1.1920928955078125e-07,420,-0.02642566047143191,-2.4715257309377194,0.10760027,7009.0301513671875,3394.222412109375,0.0003,0.2,0.41435546875,,,,,
89088,12.0,22.69867515563965,,,,,,,,,,,,,,,
89600,12.0,21.017385482788086,,,,,,,,,,,,,,,
90112,12.0,23.176219940185547,,,,,,,,,,,,,,,
90624,12.0,22.798538208007812,0.0,430,-0.03307324541674461,-2.458908673375845,0.10848993,7147.783764648438,3287.143310546875,0.0003,0.2,0.405078125,,,,,
91136,12.0,24.148860931396484,,,,,,,,,,,,,,,
91648,12.0,25.09318733215332,,,,,,,,,,,,,,,
92160,12.0,20.953657150268555,,,,,,,,,,,,,,,
92160,,,,,,,,,,,,,93,12.0,30,657,184.19512417999994
92672,12.0,22.496427536010742,-1.1920928955078125e-07,440,-0.03832028234610334,-2.4612005539238453,0.10854698,7260.515635681152,3557.7412109375,0.0003,0.2,0.4560546875,,,,,
93184,12.0,24.55521011352539,,,,,,,,,,,,,,,
93696,12.0,22.74137306213379,,,,,,,,,,,,,,,
94208,12.0,23.042011260986328,,,,,,,,,,,,,,,
94720,12.0,24.136802673339844,0.0,450,-0.03817207563261036,-2.4545874163508414,0.111748494,7592.200701904297,3607.75146484375,0.0003,0.2,0.43935546875,,,,,
95232,12.0,26.64566421508789,,,,,,,,,,,,,,,
95744,12.0,25.672748565673828,,,,,,,,,,,,,,,
96256,12.0,22.75731658935547,,,,,,,,,,,,,,,
96768,12.0,22.876060485839844,0.0,460,-0.023685186162401804,-2.445159684866667,0.10389355,7066.46336517334,3306.360595703125,0.0003,0.2,0.3921875,,,,,
97280,12.0,22.285533905029297,,,,,,,,,,,,,,,
97792,12.0,21.919143676757812,,,,,,,,,,,,,,,
98304,12.0,23.91472625732422,,,,,,,,,,,,,,,
98816,12.0,20.35009002685547,0.0,470,-0.038435205479618165,-2.4382038071751593,0.10180296,7292.668234252929,3493.25927734375,0.0003,0.2,0.439208984375,,,,,
99328,12.0,22.410070419311523,,,,,,,,,,,,,,,
99840,12.0,22.99605369567871,,,,,,,,,,,,,,,
100352,12.0,22.750537872314453,,,,,,,,,,,,,,,
100864,12.0,24.323505401611328,-1.1920928955078125e-07,480,-0.01997161836043233,-2.4383096270263196,0.09197014,7363.379312133789,3616.734130859375,0.0003,0.2,0.39248046875,,,,,
101376,12.0,24.794530868530273,,,,,,,,,,,,,,,
101888,12.0,20.718914031982422,,,,,,,,,,,,,,,
102400,12.0,20.437515258789062,,,,,,,,,,,,,,,
102912,12.0,25.484058380126953,0.0,490,-0.03620880106027471,-2.418710022419691,0.08793576,7010.044128417969,2972.049560546875,0.0003,0.2,0.438720703125,,,,,
103424,12.0,24.633914947509766,,,,,,,,,,,,,,,
103936,12.0,19.63422966003418,,,,,,,,,,,,,,,
104448,12.0,23.9417667388916,,,,,,,,,,,,,,,
104960,12.0,25.481382369995117,-1.1920928955078125e-07,500,-0.033644935612392145,-2.4062134198844434,0.09469171,7045.578686523438,3624.96923828125,0.0003,0.2,0.4052734375,,,,,
105472,12.0,23.496862411499023,,,,,,,,,,,,,,,
105984,12.0,20.591943740844727,,,,,,,,,,,,,,,
106496,12.0,24.039615631103516,,,,,,,,,,,,,,,
107008,12.0,24.665660858154297,0.0,510,-0.030794706854067044,-2.4112532056868075,0.08910771,7134.884359741211,2954.672607421875,0.0003,0.2,0.4076171875,,,,,
107520,12.0,22.643211364746094,,,,,,,,,,,,,,,
108032,12.0,24.732025146484375,,,,,,,,,,,,,,,
108544,12.0,25.31167984008789,,,,,,,,,,,,,,,
109056,12.0,22.69122886657715,0.0,520,-0.03718778435722925,-2.406199240684509,0.07523597,6777.374797058105,3253.94921875,0.0003,0.2,0.457080078125,,,,,
109568,12.0,23.388347625732422,,,,,,,,,,,,,,,
110080,12.0,21.191390991210938,,,,,,,,,,,,,,,
110592,12.0,22.839265823364258,,,,,,,,,,,,,,,
111104,12.0,22.470592498779297,0.0,530,-0.026615913078421725,-2.4132388316094877,0.0685314,6486.24691619873,2968.148193359375,0.0003,0.2,0.379345703125,,,,,
111616,12.0,23.452838897705078,,,,,,,,,,,,,,,
112128,12.0,22.63125228881836,,,,,,,,,,,,,,,
112640,12.0,25.15457534790039,,,,,,,,,,,,,,,
112640,,,,,,,,,,,,,125,12.0,40,654,184.37078893999998
113152,12.0,24.0721435546875,-1.1920928955078125e-07,540,-0.028273301050649024,-2.405077361315489,0.08348161,6752.091821289063,3218.01220703125,0.0003,0.2,0.349951171875,,,,,
113664,12.0,24.251855850219727,,,,,,,,,,,,,,,
114176,12.0,23.403804779052734,,,,,,,,,,,,,,,
114688,12.0,23.339313507080078,,,,,,,,,,,,,,,
115200,12.0,21.506853103637695,0.0,550,-0.021880134745151734,-2.400764299184084,0.07504955,6523.371357727051,2867.057373046875,0.0003,0.2,0.3376953125,,,,,
115712,12.0,24.5363826751709,,,,,,,,,,,,,,,
116224,12.0,23.61134910583496,,,,,,,,,,,,,,,
116736,12.0,22.584688186645508,,,,,,,,,,,,,,,
117248,12.0,21.906038284301758,0.0,560,-0.027796122230938636,-2.3997960716485975,0.087243296,6905.721119689942,2974.725341796875,0.0003,0.2,0.394482421875,,,,,
117760,12.0,21.736724853515625,,,,,,,,,,,,,,,
118272,12.0,22.333494186401367,,,,,,,,,,,,,,,
118784,12.0,21.992874145507812,,,,,,,,,,,,,,,
119296,12.0,19.70656967163086,0.0,570,-0.027710051959729753,-2.395670705288649,0.08466999,6832.560498046875,3075.2216796875,0.0003,0.2,0.381103515625,,,,,
119808,12.0,24.7315731048584,,,,,,,,,,,,,,,
120320,12.0,23.82282066345215,,,,,,,,,,,,,,,
120832,12.0,20.114986419677734,,,,,,,,,,,,,,,
121344,12.0,23.96868896484375,0.0,580,-0.021078303895774298,-2.39580332711339,0.06918432,6242.992172241211,2575.576416015625,0.0003,0.2,0.34423828125,,,,,
121856,12.0,25.413036346435547,,,,,,,,,,,,,,,
122368,12.0,24.259553909301758,,,,,,,,,,,,,,,
122880,12.0,24.950780868530273,,,,,,,,,,,,,,,
123392,12.0,25.543455123901367,0.0,590,-0.026518020872026683,-2.390115872770548,0.0782029,6590.3951416015625,3287.08251953125,0.0003,0.2,0.40146484375,,,,,
123904,12.0,24.070837020874023,,,,,,,,,,,,,,,
124416,12.0,21.029823303222656,,,,,,,,,,,,,,,
124928,12.0,25.4266357421875,,,,,,,,,,,,,,,
125440,12.0,22.0978946685791,0.0,600,-0.030774006892170292,-2.38517844080925,0.08436333,6568.296757507324,3455.20556640625,0.0003,0.2,0.380859375,,,,,
125952,12.0,21.454177856445312,,,,,,,,,,,,,,,
126464,12.0,23.62660789489746,,,,,,,,,,,,,,,
126976,12.0,24.771968841552734,,,,,,,,,,,,,,,
127488,12.0,19.187183380126953,0.0,610,-0.023848472230019978,-2.3725106112658976,0.0726103,6174.575402832032,2786.7451171875,0.0003,0.2,0.339990234375,,,,,
128000,12.0,21.90955352783203,,,,,,,,,,,,,,,
128512,12.0,24.261098861694336,,,,,,,,,,,,,,,
129024,12.0,18.306257247924805,,,,,,,,,,,,,,,
129536,12.0,24.575307846069336,0.0,620,-0.03364917715662159,-2.373194743692875,0.07264227,6422.875317382813,2998.91796875,0.0003,0.2,0.3796875,,,,,
130048,12.0,22.021692276000977,,,,,,,,,,,,,,,
130560,12.0,22.268421173095703,,,,,,,,,,,,,,,
131072,12.0,24.353540420532227,,,,,,,,,,,,,,,
131584,12.0,23.215927124023438,0.0,630,-0.0266666642652126,-2.359855882078409,0.06985414,6340.415098571777,2941.529052734375,0.0003,0.2,0.392041015625,,,,,
132096,12.0,21.978939056396484,,,,,,,,,,,,,,,
132608,12.0,24.219566345214844,,,,,,,,,,,,,,,
133120,12.0,23.859678268432617,,,,,,,,,,,,,,,
133120,,,,,,,,,,,,,156,12.0,50,654,186.35391667
133632,12.0,22.33267593383789,0.0,640,-0.02845905544309062,-2.352922507375479,0.0532927,6081.907221984863,1988.852294921875,0.0003,0.2,0.349609375,,,,,
134144,12.0,22.988101959228516,,,,,,,,,,,,,,,
134656,12.0,25.46007537841797,,,,,,,,,,,,,,,
135168,12.0,23.966327667236328,,,,,,,,,,,,,,,
135680,12.0,21.149810791015625,0.0,650,-0.030732959989109077,-2.3486076213419436,0.05467499,5946.426721191407,2514.814453125,0.0003,0.2,0.353857421875,,,,,
136192,12.0,23.883686065673828,,,,,,,,,,,,,,,
136704,12.0,23.777118682861328,,,,,,,,,,,,,,,
137216,12.0,24.54732894897461,,,,,,,,,,,,,,,
137728,12.0,24.458816528320312,0.0,660,-0.026772295830596704,-2.336349684000015,0.0779053,6049.809251403809,2640.96923828125,0.0003,0.2,0.3775390625,,,,,
138240,12.0,23.818429946899414,,,,,,,,,,,,,,,
138752,12.0,23.861968994140625,,,,,,,,,,,,,,,
139264,12.0,23.665578842163086,,,,,,,,,,,,,,,
139776,12.0,21.986478805541992,0.0,670,-0.03255310640961397,-2.326186177879572,0.081916556,6039.723463439941,2559.493408203125,0.0003,0.2,0.40751953125,,,,,
140288,12.0,23.407737731933594,,,,,,,,,,,,,,,
140800,12.0,21.924665451049805,,,,,,,,,,,,,,,
141312,12.0,18.466278076171875,,,,,,,,,,,,,,,
141824,12.0,19.209026336669922,0.0,680,-0.029714101609715726,-2.329744976013899,0.08020729,6026.886698913574,2806.9345703125,0.0003,0.2,0.406005859375,,,,,
142336,12.0,20.737857818603516,,,,,,,,,,,,,,,
142848,12.0,19.66095542907715,,,,,,,,,,,,,,,
143360,12.0,23.180875778198242,,,,,,,,,,,,,,,
143872,12.0,22.634042739868164,0.0,690,-0.023520166272646748,-2.3316282883286474,0.07306944,6079.200514221191,2881.815185546875,0.0003,0.2,0.386328125,,,,,
144384,12.0,24.475383758544922,,,,,,,,,,,,,,,
144896,12.0,24.37025260925293,,,,,,,,,,,,,,,
145408,12.0,27.185741424560547,,,,,,,,,,,,,,,
145920,12.0,22.232892990112305,-1.1920928955078125e-07,700,-0.025032821927743497,-2.3255813837051393,0.09638217,6073.7125442504885,3326.607666015625,0.0003,0.2,0.44736328125,,,,,
146432,12.0,23.797372817993164,,,,,,,,,,,,,,,
146944,12.0,22.391075134277344,,,,,,,,,,,,,,,
147456,12.0,22.93436050415039,,,,,,,,,,,,,,,
147968,12.0,21.75149917602539,0.0,710,-0.030398715175397228,-2.3275227785110473,0.10281737,5704.1635665893555,2480.893310546875,0.0003,0.2,0.461474609375,,,,,
148480,12.0,23.96087074279785,,,,,,,,,,,,,,,
148992,12.0,20.140483856201172,,,,,,,,,,,,,,,
149504,12.0,25.13882827758789,,,,,,,,,,,,,,,
150016,12.0,22.065547943115234,0.0,720,-0.02322626656095963,-2.334302294999361,0.10615743,5854.969554138183,2786.107666015625,0.0003,0.2,0.44970703125,,,,,
150528,12.0,25.36655044555664,,,,,,,,,,,,,,,
151040,12.0,21.966529846191406,,,,,,,,,,,,,,,
151552,12.0,26.625415802001953,,,,,,,,,,,,,,,
152064,12.0,24.7052059173584,-1.1920928955078125e-07,730,-0.01397256119089434,-2.329603084176779,0.11826658,6003.155317687988,2824.9365234375,0.0003,0.2,0.415283203125,,,,,
152576,12.0,23.235132217407227,,,,,,,,,,,,,,,
153088,12.0,22.101144790649414,,,,,,,,,,,,,,,
153600,12.0,23.127553939819336,,,,,,,,,,,,,,,
153600,,,,,,,,,,,,,188,12.0,60,651,186.47083426
154112,12.0,25.367137908935547,0.0,740,-0.016474741799174807,-2.3334498576819898,0.1020222,5834.8595520019535,2657.647705078125,0.0003,0.2,0.429150390625,,,,,
154624,12.0,23.508285522460938,,,,,,,,,,,,,,,
155136,12.0,21.955799102783203,,,,,,,,,,,,,,,
155648,12.0,20.878002166748047,,,,,,,,,,,,,,,
156160,12.0,21.598995208740234,0.0,750,-0.019225293937779497,-2.342347440868616,0.09377225,5895.12922821045,2461.581787109375,0.0003,0.2,0.400634765625,,,,,
156672,12.0,21.52133560180664,,,,,,,,,,,,,,,
157184,12.0,25.001766204833984,,,,,,,,,,,,,,,
157696,12.0,24.334671020507812,,,,,,,,,,,,,,,
