eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations
14.36507511138916,35840,180.0,170,18.02373063415289,-0.02219224144027976,0.038818359375,3e-05,0.0,-5.764174395799637,0.0076487972,24.629623413085938,0.2,,,,,
14.878063201904297,36864,180.0,,,,,,,,,,,,,,,
13.179065704345703,37888,180.0,180,19.90485807992518,-0.021618198779287924,0.0435546875,3e-05,0.0,-5.752788234502077,0.007499061,12.915000915527344,0.2,,,,,
15.082761764526367,38912,180.0,,,,,,,,,,,,,,,
13.392105102539062,39936,180.0,190,18.36715396568179,-0.01889050032805244,0.030126953125,3e-05,0.0,-5.744240703433752,0.007208531,10.126628875732422,0.2,,,,,
13.61253833770752,40960,180.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,278,14.030835049999999,180.0,147,20
14.466363906860352,41984,180.0,200,16.866744370013475,-0.019289530943569843,0.0380859375,3e-05,-1.1920928955078125e-07,-5.737955571711064,0.007263487,13.054340362548828,0.2,,,,,
13.586219787597656,43008,180.0,,,,,,,,,,,,,,,
15.043730735778809,44032,180.0,210,19.164713075011967,-0.02140603475527314,0.05927734375,3e-05,0.0,-5.7299488708376884,0.007947383,15.407477378845215,0.2,,,,,
13.771421432495117,45056,180.0,,,,,,,,,,,,,,,
12.977533340454102,46080,180.0,220,19.604314567893745,-0.017645963525137632,0.032666015625,3e-05,0.0,-5.724489304423332,0.006328493,12.53796100616455,0.2,,,,,
15.191266059875488,47104,180.0,,,,,,,,,,,,,,,
15.192205429077148,48128,180.0,230,20.17367770560086,-0.023223713571496774,0.05849609375,3e-05,0.0,-5.721265935152769,0.007983198,15.234236717224121,0.2,,,,,
14.98904037475586,49152,180.0,,,,,,,,,,,,,,,
13.642803192138672,50176,180.0,240,16.722404422983526,-0.02209965938127425,0.04677734375,3e-05,0.0,-5.717986564338207,0.0077882996,11.873832702636719,0.2,,,,,
13.736213684082031,51200,180.0,,,,,,,,,,,,,,,
14.606820106506348,52224,180.0,250,16.705168205872177,-0.02272675541244098,0.058935546875,3e-05,-7.152557373046875e-07,-5.71189604178071,0.00911575,10.715965270996094,0.2,,,,,
14.80246353149414,53248,180.0,,,,,,,,,,,,,,,
14.809818267822266,54272,180.0,260,17.6998419649899,-0.019857395328290294,0.028173828125,3e-05,0.0,-5.700745663791895,0.0070554605,11.2568941116333,0.2,,,,,
14.97242259979248,55296,180.0,,,,,,,,,,,,,,,
15.323909759521484,56320,180.0,270,19.48560148961842,-0.018861209242459154,0.04345703125,3e-05,0.0,-5.689991972595453,0.0071314867,8.262267112731934,0.2,,,,,
15.639192581176758,57344,180.0,,,,,,,,,,,,,,,
15.667061805725098,58368,180.0,280,18.891581369936468,-0.019352352958958364,0.02431640625,3e-05,0.0,-5.682355577498674,0.006442992,8.883323669433594,0.2,,,,,
16.37754249572754,59392,180.0,,,,,,,,,,,,,,,
14.539884567260742,60416,180.0,290,16.639050793647765,-0.0223252290248638,0.028662109375,3e-05,0.0,-5.670255241543055,0.007591744,8.401371955871582,0.2,,,,,
14.32178020477295,61440,180.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,284,14.685087519999998,180.0,215,30
13.248235702514648,62464,180.0,300,20.268785800784826,-0.021766438108898,0.02626953125,3e-05,0.0,-5.664715709537267,0.006804632,19.020925521850586,0.2,,,,,
15.803467750549316,63488,180.0,,,,,,,,,,,,,,,
15.165486335754395,64512,180.0,310,17.28832171820104,-0.01865702449795208,0.047021484375,3e-05,-1.1920928955078125e-07,-5.656333938986063,0.0069604367,15.225749969482422,0.2,,,,,
14.336616516113281,65536,180.0,,,,,,,,,,,,,,,
15.274945259094238,66560,180.0,320,18.430020410940052,-0.019180192413477924,0.03876953125,3e-05,0.0,-5.644814848154783,0.006802698,2.990034818649292,0.2,,,,,
14.470189094543457,67584,180.0,,,,,,,,,,,,,,,
14.16181755065918,68608,180.0,330,16.872268552333118,-0.020065377217906643,0.028076171875,3e-05,1.1920928955078125e-07,-5.629666595906019,0.0071281404,3.2298948764801025,0.2,,,,,
15.76309585571289,69632,180.0,,,,,,,,,,,,,,,
13.892661094665527,70656,180.0,340,18.234975627809764,-0.021982085344643566,0.049609375,3e-05,2.384185791015625e-07,-5.612510151416063,0.008344164,4.63783073425293,0.2,,,,,
15.150421142578125,71680,180.0,,,,,,,,,,,,,,,
14.920970916748047,72704,180.0,350,17.935116588510574,-0.02285080460678728,0.0353515625,3e-05,0.0,-5.602402383089066,0.0073604896,12.969139099121094,0.2,,,,,
13.355300903320312,73728,180.0,,,,,,,,,,,,,,,
16.98531723022461,74752,180.0,360,15.327058162912726,-0.021196362870978192,0.037890625,3e-05,0.0,-5.58923618644476,0.0077788564,12.714235305786133,0.2,,,,,
15.498863220214844,75776,180.0,,,,,,,,,,,,,,,
14.312223434448242,76800,180.0,370,16.271164612472056,-0.01884560893086018,0.032275390625,3e-05,0.0,-5.573520740121603,0.0061259908,8.237380981445312,0.2,,,,,
14.714424133300781,77824,180.0,,,,,,,,,,,,,,,
15.221939086914062,78848,180.0,380,18.252931528538465,-0.02436964620501385,0.054443359375,3e-05,0.0,-5.56019662246108,0.008342804,9.966164588928223,0.2,,,,,
14.313956260681152,79872,180.0,,,,,,,,,,,,,,,
14.491276741027832,80896,180.0,390,18.31442209929228,-0.020582522915356095,0.037939453125,3e-05,0.0,-5.550031065940857,0.0072916495,14.904008865356445,0.2,,,,,
15.804704666137695,81920,180.0,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,288,15.312011880000002,180.0,283,40
15.714864730834961,82944,180.0,400,17.888565565645695,-0.020446790915957535,0.034765625,3e-05,0.0,-5.53611233830452,0.007673302,21.551729202270508,0.2,,,,,
18.531143188476562,83968,180.0,,,,,,,,,,,,,,,
15.124515533447266,84992,180.0,410,19.784136968106033,-0.01851205923485395,0.018994140625,3e-05,1.1920928955078125e-07,-5.519727618247271,0.006061643,11.843645095825195,0.2,,,,,
16.55956268310547,86016,180.0,,,,,,,,,,,,,,,
14.738163948059082,87040,180.0,420,18.692363161221145,-0.017789447878749344,0.026318359375,3e-05,0.0,-5.501349358260631,0.0067330543,9.967448234558105,0.2,,,,,
14.28115463256836,88064,180.0,,,,,,,,,,,,,,,
16.36097526550293,89088,180.0,430,18.59083739705384,-0.020490847145174483,0.047998046875,3e-05,0.0,-5.475118307769298,0.007774827,12.092402458190918,0.2,,,,,
16.734233856201172,90112,180.0,,,,,,,,,,,,,,,
15.820388793945312,91136,180.0,440,19.642960148304702,-0.018176968467014377,0.0279296875,3e-05,-1.1920928955078125e-07,-5.4542142614722255,0.005873463,20.77712059020996,0.2,,,,,
16.31694221496582,92160,180.0,,,,,,,,,,,,,,,
15.088102340698242,93184,180.0,450,18.927278288826347,-0.01630105151416501,0.0185546875,3e-05,0.0,-5.448390959948301,0.0054561254,8.503105163574219,0.2,,,,,
16.39566421508789,94208,180.0,,,,,,,,,,,,,,,
19.139005661010742,95232,180.0,460,15.973417233675718,-0.018818152947642375,0.026953125,3e-05,0.0,-5.431501013040543,0.006395477,15.99160099029541,0.2,,,,,
17.789888381958008,96256,180.0,,,,,,,,,,,,,,,
15.64923095703125,97280,180.0,470,17.702903301268815,-0.0182260762740043,0.026513671875,3e-05,0.0,-5.415365714579821,0.0063206432,11.627642631530762,0.2,,,,,
17.631319046020508,98304,180.0,,,,,,,,,,,,,,,
16.881128311157227,99328,180.0,480,19.972937954962255,-0.021631622494169278,0.04619140625,3e-05,0.0,-5.3983264051377775,0.0070346594,7.316467761993408,0.2,,,,,
15.437265396118164,100352,180.0,,,,,,,,,,,,,,,
16.94451332092285,101376,180.0,490,16.83776088990271,-0.018142499158057036,0.02724609375,3e-05,0.0,-5.383751513063908,0.0063498113,17.907922744750977,0.2,,,,,
14.967811584472656,102400,180.0,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,291,16.11847678,180.0,351,50
16.08623504638672,103424,180.0,500,17.630919797718526,-0.01749673846788937,0.02080078125,3e-05,0.0,-5.377688426524401,0.0060177585,13.227849006652832,0.2,,,,,
15.622865676879883,104448,180.0,,,,,,,,,,,,,,,
16.835094451904297,105472,180.0,510,21.574023227766155,-0.01992174999177223,0.029736328125,3e-05,0.0,-5.365580221265555,0.0069218287,15.315361976623535,0.2,,,,,
17.218290328979492,106496,180.0,,,,,,,,,,,,,,,
15.698638916015625,107520,180.0,520,20.071843496710063,-0.01770605230194633,0.032958984375,3e-05,0.0,-5.3531682878732685,0.00606197,15.631810188293457,0.2,,,,,
16.96088409423828,108544,180.0,,,,,,,,,,,,,,,
15.911105155944824,109568,180.0,530,18.569006073474885,-0.01928963367608958,0.0279296875,3e-05,0.0,-5.332620911300182,0.006631444,11.336318969726562,0.2,,,,,
16.9661865234375,110592,180.0,,,,,,,,,,,,,,,
17.13180160522461,111616,180.0,540,16.891076973825694,-0.019619896206495468,0.02734375,3e-05,0.0,-5.301698452234268,0.007099732,4.65955114364624,0.2,,,,,
16.61937141418457,112640,180.0,,,,,,,,,,,,,,,
18.496551513671875,113664,180.0,550,18.997247941046954,-0.017164049623352183,0.02080078125,3e-05,0.0,-5.269197960942984,0.006733462,19.37916374206543,0.2,,,,,
15.397274017333984,114688,180.0,,,,,,,,,,,,,,,
17.384979248046875,115712,180.0,560,20.65995191037655,-0.014942137700563763,0.021337890625,3e-05,0.0,-5.250563084334135,0.005108388,17.922571182250977,0.2,,,,,
20.718372344970703,116736,180.0,,,,,,,,,,,,,,,
18.156848907470703,117760,180.0,570,18.878969494253397,-0.017220257132066763,0.025048828125,3e-05,1.1920928955078125e-07,-5.238710217922926,0.006536684,20.205623626708984,0.2,,,,,
15.170198440551758,118784,180.0,,,,,,,,,,,,,,,
16.092880249023438,119808,180.0,580,17.716373911127448,-0.017802263982230216,0.021435546875,3e-05,1.1920928955078125e-07,-5.202811590582132,0.0071674534,3.4444949626922607,0.2,,,,,
18.77169418334961,120832,180.0,,,,,,,,,,,,,,,
18.38085174560547,121856,180.0,590,19.15478227287531,-0.018534841650398447,0.02978515625,3e-05,0.0,-5.150794529169798,0.0069116233,21.740388870239258,0.2,,,,,
20.89081382751465,122880,180.0,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,292,17.17641495,180.0,419,60
20.07099151611328,123904,180.0,600,19.46455705165863,-0.017821490250389614,0.016650390625,3e-05,1.1920928955078125e-07,-5.116362413764,0.0066310195,21.427886962890625,0.2,,,,,
19.168663024902344,124928,180.0,,,,,,,,,,,,,,,
22.02532386779785,125952,180.0,610,20.81154934465885,-0.014083976396796061,0.02705078125,3e-05,0.0,-5.070637023448944,0.0057018315,4.129626750946045,0.2,,,,,
20.418617248535156,126976,180.0,,,,,,,,,,,,,,,
21.49411964416504,128000,180.0,620,22.885225439816715,-0.01682961026672274,0.025537109375,3e-05,0.0,-5.029533456265926,0.0057661347,6.1134843826293945,0.2,,,,,
20.895843505859375,129024,180.0,,,,,,,,,,,,,,,
22.551877975463867,130048,180.0,630,20.834762877225877,-0.01687202187276853,0.01953125,3e-05,0.0,-4.985242111980915,0.0058088894,6.263467788696289,0.2,,,,,
19.97140884399414,131072,180.0,,,,,,,,,,,,,,,
22.81763458251953,132096,180.0,640,17.498832285776736,-0.01652804599252704,0.033740234375,3e-05,0.0,-4.914260467886924,0.00613827,6.427211761474609,0.2,,,,,
20.520992279052734,133120,180.0,,,,,,,,,,,,,,,
18.694000244140625,134144,180.0,650,20.66097272410989,-0.01834049880017119,0.014697265625,3e-05,-1.1920928955078125e-07,-4.858725903183222,0.0067029446,29.314666748046875,0.2,,,,,
21.982524871826172,135168,180.0,,,,,,,,,,,,,,,
20.56482696533203,136192,180.0,660,19.053000640124083,-0.01508704860607395,0.024853515625,3e-05,0.0,-4.824910371005535,0.005623273,10.544160842895508,0.2,,,,,
23.422046661376953,137216,180.0,,,,,,,,,,,,,,,
20.179668426513672,138240,180.0,670,20.39148715361953,-0.015992006132000823,0.02509765625,3e-05,0.0,-4.828019592911005,0.0068600685,22.012739181518555,0.2,,,,,
22.68525505065918,139264,180.0,,,,,,,,,,,,,,,
22.94672203063965,140288,180.0,680,21.1483736846596,-0.016374729369272246,0.01796875,3e-05,0.0,-4.786476465314626,0.0070141023,7.472306728363037,0.2,,,,,
24.029972076416016,141312,180.0,,,,,,,,,,,,,,,
23.86310577392578,142336,180.0,690,18.421762474626302,-0.015449919983075234,0.022119140625,3e-05,0.0,-4.706102138757705,0.006389834,8.473127365112305,0.2,,,,,
26.099689483642578,143360,180.0,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,294,22.653477099999996,180.0,487,70
23.173974990844727,144384,180.0,700,20.050759695097803,-0.015911261206929338,0.0212890625,3e-05,1.1920928955078125e-07,-4.676236042380333,0.0060112504,17.128646850585938,0.2,,,,,
25.686128616333008,145408,180.0,,,,,,,,,,,,,,,
24.178211212158203,146432,180.0,710,18.983335400372745,-0.017175522381876362,0.030224609375,3e-05,0.0,-4.6708115883171555,0.006556198,5.085460186004639,0.2,,,,,
27.963096618652344,147456,180.0,,,,,,,,,,,,,,,
27.42428970336914,148480,180.0,720,18.654026270657777,-0.01810410467842303,0.052490234375,3e-05,0.0,-4.621280866116285,0.007996038,11.925042152404785,0.2,,,,,
26.976512908935547,149504,180.0,,,,,,,,,,,,,,,
29.755769729614258,150528,180.0,730,17.676907796412706,-0.013455595532286679,0.012646484375,3e-05,0.0,-4.57503068074584,0.0053602583,7.1870198249816895,0.2,,,,,
25.727617263793945,151552,180.0,,,,,,,,,,,,,,,
26.509761810302734,152576,180.0,740,21.099116233736275,-0.014928686895109422,0.015771484375,3e-05,0.0,-4.583009249716997,0.0047842273,11.526390075683594,0.2,,,,,
28.314239501953125,153600,180.0,,,,,,,,,,,,,,,
27.92548942565918,154624,180.0,750,17.045693358778955,-0.01660982314715511,0.01845703125,3e-05,-1.1920928955078125e-07,-4.554772780835629,0.0066505317,13.526239395141602,0.2,,,,,
25.786827087402344,155648,180.0,,,,,,,,,,,,,,,
27.110374450683594,156672,180.0,760,18.868711849302052,-0.018978217092808336,0.045556640625,3e-05,0.0,-4.460049286484718,0.009580515,15.278702735900879,0.2,,,,,
30.26936149597168,157696,180.0,,,,,,,,,,,,,,,
27.07886505126953,158720,180.0,770,19.728336295485498,-0.013707849057027488,0.030224609375,3e-05,0.0,-4.368039476126432,0.0051728217,11.017763137817383,0.2,,,,,
27.610244750976562,159744,180.0,,,,,,,,,,,,,,,
32.15569305419922,160768,180.0,780,20.472626283019782,-0.01629118687778828,0.038623046875,3e-05,0.0,-4.322405479103327,0.005922298,20.238567352294922,0.2,,,,,
30.051273345947266,161792,180.0,,,,,,,,,,,,,,,
28.957427978515625,162816,180.0,790,19.771265356242658,-0.016659787241223967,0.021875,3e-05,1.1920928955078125e-07,-4.3375305406749245,0.00665851,17.191255569458008,0.2,,,,,
28.803268432617188,163840,180.0,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,294,27.41819086,180.0,556,80
35.82239532470703,164864,180.0,800,18.58365971185267,-0.014158514815244416,0.01484375,3e-05,0.0,-4.329632867872715,0.0051138643,20.38472557067871,0.2,,,,,
31.08021354675293,165888,180.0,,,,,,,,,,,,,,,
30.37920379638672,166912,180.0,810,17.589889338612558,-0.015487252311140764,0.020654296875,3e-05,0.0,-4.3202776975929735,0.006067693,6.386868000030518,0.2,,,,,
28.984331130981445,167936,180.0,,,,,,,,,,,,,,,
30.980388641357422,168960,180.0,820,18.020431074500085,-0.013334297498658998,0.010595703125,3e-05,0.0,-4.285110042989254,0.004795981,16.658109664916992,0.2,,,,,
34.190406799316406,169984,180.0,,,,,,,,,,,,,,,
37.05434799194336,171008,180.0,830,21.205555517971515,-0.015277535640780115,0.024609375,3e-05,0.0,-4.244302978366614,0.006222645,20.58329200744629,0.2,,,,,
29.870941162109375,172032,180.0,,,,,,,,,,,,,,,
34.18510055541992,173056,180.0,840,17.110373428463937,-0.012097334622012568,0.005908203125,3e-05,-1.1920928955078125e-07,-4.189146231114864,0.0057804114,14.049856185913086,0.2,,,,,
33.34189987182617,174080,180.0,,,,,,,,,,,,,,,
37.14530944824219,175104,180.0,850,20.401012368500233,-0.012636488733551231,0.007177734375,3e-05,0.0,-4.166892845183611,0.0056138383,24.213584899902344,0.2,,,,,
35.27782440185547,176128,180.0,,,,,,,,,,,,,,,
33.32108688354492,177152,180.0,860,16.386068131774664,-0.01469219751743367,0.02119140625,3e-05,0.0,-4.1813011460006235,0.0069891536,10.80935001373291,0.2,,,,,
35.98119354248047,178176,180.0,,,,,,,,,,,,,,,
36.40953826904297,179200,180.0,870,20.911663806438447,-0.01405272998927103,0.008447265625,3e-05,0.0,-4.174483047425747,0.005276724,19.925453186035156,0.2,,,,,
35.05906677246094,180224,180.0,,,,,,,,,,,,,,,
34.050689697265625,181248,180.0,880,16.437315998971464,-0.014753190761257428,0.009423828125,3e-05,0.0,-4.166398347914219,0.007588347,9.111100196838379,0.2,,,,,
33.766136169433594,182272,180.0,,,,,,,,,,,,,,,
36.473724365234375,183296,180.0,890,17.960301664471626,-0.016244735029613367,0.0251953125,3e-05,0.0,-4.164874923229218,0.00646931,12.324448585510254,0.2,,,,,
36.32478332519531,184320,180.0,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,294,34.968698059999994,180.0,626,90
36.53605651855469,185344,180.0,900,19.855657960474492,-0.010076853862119605,0.009326171875,3e-05,0.0,-4.137780427187681,0.0035867495,27.93632698059082,0.2,,,,,
35.36017608642578,186368,180.0,,,,,,,,,,,,,,,
34.1698112487793,187392,180.0,910,18.15996508747339,-0.010258856891596224,0.007958984375,3e-05,0.0,-4.121407322585583,0.0036181896,6.176037788391113,0.2,,,,,
36.523372650146484,188416,180.0,,,,,,,,,,,,,,,
39.914283752441406,189440,180.0,920,21.585577907413246,-0.014211497287760722,0.014501953125,3e-05,5.960464477539063e-08,-4.097771664708853,0.005918386,12.778252601623535,0.2,,,,,
39.1588134765625,190464,180.0,,,,,,,,,,,,,,,
43.00543212890625,191488,180.0,930,19.45414320155978,-0.016647946740704356,0.032275390625,3e-05,0.0,-4.107772295176983,0.007952815,9.303482055664062,0.2,,,,,
40.72129821777344,192512,180.0,,,,,,,,,,,,,,,
42.511051177978516,193536,180.0,940,20.073854811489582,-0.01353418721264461,0.022509765625,3e-05,0.0,-4.1027558974921705,0.005018164,5.833489894866943,0.2,,,,,
37.70189666748047,194560,180.0,,,,,,,,,,,,,,,
38.72126770019531,195584,180.0,950,20.83098124861717,-0.012938477377974777,0.008740234375,3e-05,0.0,-4.06330508813262,0.0059786113,12.089546203613281,0.2,,,,,
42.46269607543945,196608,180.0,,,,,,,,,,,,,,,
40.65118408203125,197632,180.0,960,19.881522618234158,-0.01296789132320555,0.0248046875,3e-05,0.0,-4.024409088492393,0.0051422874,17.381650924682617,0.2,,,,,
39.12931823730469,198656,180.0,,,,,,,,,,,,,,,
42.16242980957031,199680,180.0,970,20.289376252144574,-0.01181373395556875,0.020166015625,3e-05,0.0,-4.013540156930685,0.0054492196,6.340183734893799,0.2,,,,,
44.26029586791992,200704,180.0,,,,,,,,,,,,,,,
40.322689056396484,201728,180.0,980,19.34145645350218,-0.012058537220946164,0.016943359375,3e-05,0.0,-3.9890637755393983,0.005576331,19.485387802124023,0.2,,,,,
49.058204650878906,202752,180.0,,,,,,,,,,,,,,,
47.01744842529297,203776,180.0,990,20.242132106423377,-0.012894713445712113,0.01552734375,3e-05,0.0,-3.977064610272646,0.0066184117,6.712579250335693,0.2,,,,,
46.127750396728516,204800,180.0,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,294,41.051228730000005,180.0,694,100
43.55851745605469,205824,180.0,1000,20.153021621704102,-0.01363232707763018,0.01318359375,3e-05,1.1920928955078125e-07,-3.95977452583611,0.006219203,17.87456703186035,0.2,,,,,
45.33534240722656,206848,180.0,,,,,,,,,,,,,,,
44.818023681640625,207872,180.0,1010,20.870068798959256,-0.012646111337380717,0.012744140625,3e-05,0.0,-3.9351590547710655,0.00580075,12.675108909606934,0.2,,,,,
45.176239013671875,208896,180.0,,,,,,,,,,,,,,,
43.99505615234375,209920,180.0,1020,18.361807302385568,-0.014875689490145306,0.022998046875,3e-05,0.0,-3.962075275555253,0.008821465,14.179784774780273,0.2,,,,,
42.59379959106445,210944,180.0,,,,,,,,,,,,,,,
50.37153625488281,211968,180.0,1030,20.2197902597487,-0.014056561858160422,0.0205078125,3e-05,0.0,-3.976575308665633,0.005835012,14.806482315063477,0.2,,,,,
43.62671661376953,212992,180.0,,,,,,,,,,,,,,,
45.794891357421875,214016,180.0,1040,20.914170471578835,-0.013489702350852895,0.014697265625,3e-05,0.0,-3.9643939312547447,0.005145836,21.621898651123047,0.2,,,,,
46.125389099121094,215040,180.0,,,,,,,,,,,,,,,
48.51969909667969,216064,180.0,1050,20.542352862656116,-0.010079978543944889,0.00634765625,3e-05,0.0,-3.947225733101368,0.0049792705,6.500539302825928,0.2,,,,,
46.0983772277832,217088,180.0,,,,,,,,,,,,,,,
45.266197204589844,218112,180.0,1060,19.14928337186575,-0.01240662117706961,0.015478515625,3e-05,-2.384185791015625e-07,-3.9325445000082255,0.005493598,18.5725154876709,0.2,,,,,
45.24868392944336,219136,180.0,,,,,,,,,,,,,,,
49.43683624267578,220160,180.0,1070,18.272525210678577,-0.013806185658177128,0.02646484375,3e-05,-1.1920928955078125e-07,-3.9301287781447174,0.00651881,13.003643035888672,0.2,,,,,
48.49432373046875,221184,180.0,,,,,,,,,,,,,,,
47.38550567626953,222208,180.0,1080,19.76747833043337,-0.011783922938411706,0.013916015625,3e-05,0.0,-3.925550548732281,0.0059741503,12.470823287963867,0.2,,,,,
46.917572021484375,223232,180.0,,,,,,,,,,,,,,,
51.70881271362305,224256,180.0,1090,21.146436104923488,-0.0114658614511427,0.007373046875,3e-05,-2.384185791015625e-07,-3.914830955117941,0.0063904794,8.895423889160156,0.2,,,,,
46.966949462890625,225280,180.0,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,295,48.48427299999999,180.0,762,110
51.4298095703125,226304,180.0,1100,20.446305840462447,-0.01078081900413963,0.01103515625,3e-05,1.1920928955078125e-07,-3.9117982614785434,0.0042583058,18.132217407226562,0.2,,,,,
53.63041305541992,227328,180.0,,,,,,,,,,,,,,,
54.177223205566406,228352,180.0,1110,17.823995695263147,-0.012606695571230375,0.01337890625,3e-05,0.0,-3.8999322544783355,0.0059284302,15.479259490966797,0.2,,,,,
51.41936492919922,229376,180.0,,,,,,,,,,,,,,,
46.43293762207031,230400,180.0,1120,23.022633805125952,-0.012543112893035868,0.021240234375,3e-05,0.0,-3.9128151100128887,0.007391491,20.543872833251953,0.2,,,,,
52.290992736816406,231424,180.0,,,,,,,,,,,,,,,
49.785980224609375,232448,180.0,1130,21.232088623940946,-0.011840103909707977,0.013720703125,3e-05,0.0,-3.9079767905175684,0.006297894,22.848674774169922,0.2,,,,,
53.45262908935547,233472,180.0,,,,,,,,,,,,,,,
52.46875,234496,180.0,1140,20.346239756792784,-0.012154952063428936,0.0189453125,3e-05,-2.384185791015625e-07,-3.8768652740865948,0.0058302027,23.87801742553711,0.2,,,,,
53.853599548339844,235520,180.0,,,,,,,,,,,,,,,
