time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_fraction,train/learning_rate,train/value_loss,train/clip_range,train/loss,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed
225280,180.0,64.38333129882812,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,63.78379088999999,110,180.0,270,832
226304,180.0,62.49210739135742,-0.023996542588065495,-0.7638361490797252,0.17704223,0.6023780703544617,1100,0.50185546875,0.003,4.108284492744133,0.2,4.9170331954956055,,,,,
227328,180.0,65.12897491455078,,,,,,,,,,,,,,,
228352,180.0,59.00078201293945,-0.02334542599201086,-0.7386111222673207,0.2547719,0.5010872483253479,1110,0.399365234375,0.003,6.350664528599009,0.2,1.0513159036636353,,,,,
229376,180.0,64.42189025878906,,,,,,,,,,,,,,,
230400,180.0,63.60453796386719,-0.014739022705180104,-0.5581805526744574,0.18941265,0.5825284719467163,1120,0.36806640625,0.003,3.4764982968568803,0.2,1.6514474153518677,,,,,
231424,180.0,61.072391510009766,,,,,,,,,,,,,,,
232448,180.0,59.919288635253906,-0.027310157926694955,-0.6765757109969854,0.19734302,0.6436134874820709,1130,0.417919921875,0.003,4.714172500092536,0.2,5.636745452880859,,,,,
233472,180.0,58.32241439819336,,,,,,,,,,,,,,,
234496,180.0,63.001792907714844,-0.0354593758493138,-0.6472403821535408,0.23504831,0.3996226191520691,1140,0.386083984375,0.003,6.628206718433648,0.2,3.4944446086883545,,,,,
235520,180.0,54.56267547607422,,,,,,,,,,,,,,,
236544,180.0,48.9608154296875,-0.013421158511482645,-0.6688128922600299,0.28843296,0.19879740476608276,1150,0.4251953125,0.003,8.524572103656828,0.2,4.987380504608154,,,,,
237568,180.0,58.3896484375,,,,,,,,,,,,,,,
238592,180.0,57.13014221191406,-0.007298340592387831,-0.7220026133581996,0.2588986,0.362048864364624,1160,0.514208984375,0.003,8.519809901434929,0.2,8.473390579223633,,,,,
239616,180.0,57.826602935791016,,,,,,,,,,,,,,,
240640,180.0,58.199951171875,0.00479478832858149,-0.7816061570774764,0.2399651,0.29560619592666626,1170,0.476708984375,0.003,7.028951428830624,0.2,4.385054588317871,,,,,
241664,180.0,62.859214782714844,,,,,,,,,,,,,,,
242688,180.0,59.99824142456055,-0.022291140572633594,-0.768509182240814,0.14595215,0.22078007459640503,1180,0.470654296875,0.003,6.650992411375046,0.2,6.174319267272949,,,,,
243712,180.0,55.02366638183594,,,,,,,,,,,,,,,
244736,180.0,57.8172607421875,-0.015015623511862941,-0.7887193782720715,0.22348082,0.5841916799545288,1190,0.45615234375,0.003,3.8911328630754722,0.2,2.185419797897339,,,,,
245760,180.0,56.97389221191406,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,58.531171239999985,120,180.0,270,909
246784,180.0,44.387916564941406,-0.019890236994979205,-0.6817438297905027,0.17146897,0.4611968398094177,1200,0.408349609375,0.003,4.340922083426267,0.2,2.9474685192108154,,,,,
247808,180.0,50.36249542236328,,,,,,,,,,,,,,,
248832,180.0,58.85718536376953,-0.031820565008092674,-0.7083981453441084,0.12260834,-0.7259846925735474,1210,0.538232421875,0.003,7.0370685194619,0.2,3.715930938720703,,,,,
249856,180.0,57.57062530517578,,,,,,,,,,,,,,,
250880,180.0,55.63453674316406,0.004947202499897685,-0.9239438574761152,0.16957943,0.14466053247451782,1220,0.521728515625,0.003,5.260317854769528,0.2,3.288734197616577,,,,,
251904,180.0,51.746768951416016,,,,,,,,,,,,,,,
252928,180.0,50.1947021484375,-0.007699438865529373,-0.773620164161548,0.15635985,0.47725600004196167,1230,0.469189453125,0.003,3.812613837455865,0.2,3.4759273529052734,,,,,
253952,180.0,49.642147064208984,,,,,,,,,,,,,,,
254976,180.0,49.02375793457031,-0.02247955166385509,-0.8307491052895785,0.18205914,0.3332045078277588,1240,0.440673828125,0.003,2.764186467905529,0.2,1.5474934577941895,,,,,
256000,180.0,50.793304443359375,,,,,,,,,,,,,,,
257024,180.0,58.36540985107422,-0.015874814501876243,-0.7809336571954191,0.118950434,0.4750226140022278,1250,0.366357421875,0.003,4.861292531481013,0.2,0.9943834543228149,,,,,
258048,180.0,54.565975189208984,,,,,,,,,,,,,,,
259072,180.0,52.82399368286133,-0.00687861130645615,-0.7707190021872521,0.31600034,0.5000060200691223,1260,0.488134765625,0.003,2.9234714202815666,0.2,1.40690279006958,,,,,
260096,180.0,57.110660552978516,,,,,,,,,,,,,,,
261120,180.0,56.5992431640625,0.0009826541056099814,-0.6990975312422961,0.36690408,0.7856963276863098,1270,0.452392578125,0.003,1.6961753059818876,0.2,0.31469103693962097,,,,,
262144,180.0,57.36552429199219,,,,,,,,,,,,,,,
263168,180.0,56.38883590698242,-3.682208989630453e-05,-0.8029695944860578,0.13694103,0.6255395412445068,1280,0.421044921875,0.003,4.031813375186175,0.2,1.330001711845398,,,,,
264192,180.0,59.53742599487305,,,,,,,,,,,,,,,
265216,180.0,63.02469253540039,-0.036015900084748864,-0.8359804773703218,0.17394237,0.675898551940918,1290,0.51337890625,0.003,2.166996750677936,0.2,1.3962665796279907,,,,,
266240,180.0,63.868621826171875,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,53.90932502999999,130,180.0,270,985
267264,180.0,42.953914642333984,-0.03270665830350481,-0.6832091487944126,0.19925386,0.5153975188732147,1300,0.365087890625,0.003,8.274570367857814,0.2,3.160310983657837,,,,,
268288,180.0,37.97105407714844,,,,,,,,,,,,,,,
269312,180.0,42.256587982177734,-0.012670432818413246,-0.7213558468036354,0.15760903,-0.5221375226974487,1310,0.378173828125,0.003,5.291707990411669,0.2,6.197717189788818,,,,,
270336,180.0,47.61416244506836,,,,,,,,,,,,,,,
271360,180.0,50.272972106933594,0.012347616900296999,-0.7974422908388078,0.29695797,0.25159716606140137,1320,0.49423828125,0.003,3.8364485372323545,0.2,2.418652296066284,,,,,
272384,180.0,45.117366790771484,,,,,,,,,,,,,,,
273408,180.0,55.6974983215332,-0.011468867556686746,-0.7480384360067547,0.16464108,0.24013477563858032,1330,0.373828125,0.003,7.338595262169838,0.2,2.442969560623169,,,,,
274432,180.0,53.42756271362305,,,,,,,,,,,,,,,
275456,180.0,49.91957092285156,0.03079843384984997,-0.9040411167778075,0.14504263,0.27304935455322266,1340,0.4296875,0.003,3.0882791423704474,0.2,1.4370169639587402,,,,,
276480,180.0,48.64939498901367,,,,,,,,,,,,,,,
277504,180.0,51.7998161315918,-0.016071821745572378,-1.1029007589444517,0.18203343,0.5021420419216156,1350,0.550390625,0.003,3.3407358199823647,0.2,1.3890856504440308,,,,,
278528,180.0,50.404380798339844,,,,,,,,,,,,,,,
279552,180.0,53.956825256347656,-0.013950426716473886,-1.0851652892306447,0.16743082,0.3553626537322998,1360,0.46328125,0.003,4.557356307050213,0.2,0.8546044826507568,,,,,
280576,180.0,50.5198974609375,,,,,,,,,,,,,,,
281600,180.0,59.155799865722656,-0.0008591979174525477,-1.0309749483130872,0.16350478,0.5046209990978241,1370,0.525341796875,0.003,3.581926451763138,0.2,0.9539028406143188,,,,,
282624,180.0,52.31230163574219,,,,,,,,,,,,,,,
283648,180.0,57.68898391723633,-0.012916239111291361,-1.0851686131209135,0.17711253,0.42885828018188477,1380,0.536328125,0.003,3.862346383370459,0.2,1.328200101852417,,,,,
284672,180.0,59.07422637939453,,,,,,,,,,,,,,,
285696,180.0,56.539764404296875,-0.015880726045725168,-0.9857627565972507,0.2916482,0.618224710226059,1390,0.5611328125,0.003,3.3109633801039307,0.2,2.449059009552002,,,,,
286720,180.0,56.036224365234375,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,53.33201886,140,180.0,269,1062
287744,180.0,56.22705841064453,-0.011718181197647937,-1.1177101316861808,0.1627351,0.48472416400909424,1400,0.535107421875,0.003,2.6993017392931504,0.2,0.5301396250724792,,,,,
288768,180.0,53.78120422363281,,,,,,,,,,,,,,,
289792,180.0,54.378440856933594,-0.03598936111666262,-1.1012620623223484,0.10512124,0.2815350890159607,1410,0.5,0.003,4.152759132813662,0.2,4.011166572570801,,,,,
290816,180.0,56.39451599121094,,,,,,,,,,,,,,,
291840,180.0,51.70990753173828,-0.01735751773667289,-0.9571464386768639,0.17147034,0.5891962647438049,1420,0.498681640625,0.003,2.5333569891983645,0.2,0.33718395233154297,,,,,
292864,180.0,56.10462951660156,,,,,,,,,,,,,,,
293888,180.0,59.211761474609375,-0.01380327733932063,-0.9746613188646733,0.11688101,0.5386639833450317,1430,0.386572265625,0.003,3.542034398159012,0.2,1.5935629606246948,,,,,
294912,180.0,57.904422760009766,,,,,,,,,,,,,,,
295936,180.0,53.45063781738281,-0.007589739997274592,-1.0709906932897866,0.16637732,0.7293583750724792,1440,0.506396484375,0.003,3.0927198717370628,0.2,0.8129115104675293,,,,,
296960,180.0,61.460941314697266,,,,,,,,,,,,,,,
297984,180.0,50.409339904785156,-0.0017598163300135638,-1.1391190406866372,0.21731545,0.6916994154453278,1450,0.5376953125,0.003,2.6420320906327106,0.2,1.8837696313858032,,,,,
299008,180.0,48.791717529296875,,,,,,,,,,,,,,,
300032,180.0,54.89381408691406,-0.007784491380152758,-1.0406291515566408,0.9214509,0.6809740960597992,1460,0.522509765625,0.003,3.337568334536627,0.2,0.5076613426208496,,,,,
301056,180.0,55.356910705566406,,,,,,,,,,,,,,,
302080,180.0,57.739444732666016,0.025250046877772547,-0.9841687904670835,0.18441999,0.606203705072403,1470,0.497216796875,0.003,2.7928773085586727,0.2,1.5425217151641846,,,,,
303104,180.0,55.07130432128906,,,,,,,,,,,,,,,
304128,180.0,60.085819244384766,-0.017080799884570296,-1.232618865650147,0.1790159,0.34426456689834595,1480,0.518798828125,0.003,3.437439227802679,0.2,1.4887887239456177,,,,,
305152,180.0,53.666229248046875,,,,,,,,,,,,,,,
306176,180.0,52.58369445800781,0.005193892824172508,-1.1392279658466578,0.39712805,0.45234835147857666,1490,0.521142578125,0.003,3.4054369861958547,0.2,2.064955711364746,,,,,
307200,180.0,54.77788543701172,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,56.897318580000004,150,180.0,269,1139
308224,180.0,61.08606719970703,-0.0006209682003827765,-1.2244404485449194,0.110653065,0.3439602851867676,1500,0.425048828125,0.003,3.8805234217783435,0.2,2.9357144832611084,,,,,
309248,180.0,56.489383697509766,,,,,,,,,,,,,,,
310272,180.0,61.298606872558594,0.0002125222781614866,-1.1263576809316873,0.1690866,0.6084516942501068,1510,0.536669921875,0.003,2.779825002886355,0.2,4.15158748626709,,,,,
311296,180.0,49.559288024902344,,,,,,,,,,,,,,,
312320,180.0,51.485931396484375,-0.004745679685220239,-1.15943005932495,0.13879779,0.6613237857818604,1520,0.516455078125,0.003,2.931640960462391,0.2,1.9836149215698242,,,,,
313344,180.0,53.383331298828125,,,,,,,,,,,,,,,
314368,180.0,56.59617614746094,-0.017463466031767894,-1.104446542263031,0.123925254,0.6666287779808044,1530,0.503955078125,0.003,2.1519967649481258,0.2,0.45661768317222595,,,,,
315392,180.0,55.08346939086914,,,,,,,,,,,,,,,
316416,180.0,59.68016815185547,-0.025498457397770836,-1.092274602688849,0.23204643,0.4487147331237793,1540,0.470556640625,0.003,7.729638330638409,0.2,2.5096535682678223,,,,,
317440,180.0,54.33544158935547,,,,,,,,,,,,,,,
318464,180.0,50.600669860839844,-0.0001850159838795662,-0.9764527440071106,0.1924137,0.5342162549495697,1550,0.576171875,0.003,3.0399929275736213,0.2,0.3642597794532776,,,,,
319488,180.0,49.09096908569336,,,,,,,,,,,,,,,
320512,180.0,58.419498443603516,-0.015925798810349077,-0.8832772064954042,0.108445875,0.6119771897792816,1560,0.493798828125,0.003,3.5016743186395614,0.2,1.3283113241195679,,,,,
321536,180.0,55.26042556762695,,,,,,,,,,,,,,,
322560,180.0,51.64435577392578,-0.03553186059943982,-0.8856600600294768,0.21390893,0.4311407804489136,1570,0.483544921875,0.003,5.25327028427273,0.2,3.9531164169311523,,,,,
323584,180.0,57.709476470947266,,,,,,,,,,,,,,,
324608,180.0,54.052345275878906,0.028674949055493927,-0.892353411950171,0.20892304,0.5764570236206055,1580,0.413525390625,0.003,3.529190952004865,0.2,0.9747606515884399,,,,,
325632,180.0,51.26316452026367,,,,,,,,,,,,,,,
326656,180.0,60.15068817138672,-0.03828780277945043,-0.8977462874725461,0.12657788,0.18922102451324463,1590,0.49990234375,0.003,7.192494245432317,0.2,2.0892140865325928,,,,,
327680,180.0,61.4393424987793,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,55.978463409999996,160,180.0,269,1215
328704,180.0,64.44847106933594,-0.006507730013254331,-1.1022847297601401,0.14630076,0.3837551474571228,1600,0.5310546875,0.003,4.8486556958407165,0.2,3.6468288898468018,,,,,
329728,180.0,59.86799240112305,,,,,,,,,,,,,,,
330752,180.0,59.39216613769531,-0.027210431100684218,-0.9953784151002765,0.1371873,0.4646878242492676,1610,0.52197265625,0.003,4.441068165935576,0.2,1.385439395904541,,,,,
331776,180.0,60.90089416503906,,,,,,,,,,,,,,,
332800,180.0,58.87384796142578,-0.008026139497815166,-1.044636255502701,0.15197295,0.5221684575080872,1620,0.480517578125,0.003,4.342839433532208,0.2,2.3003079891204834,,,,,
333824,180.0,63.13733673095703,,,,,,,,,,,,,,,
334848,180.0,59.39771270751953,-0.03797434338848689,-0.9700121958740056,0.097549066,0.25229454040527344,1630,0.41708984375,0.003,8.798174525424837,0.2,5.552674293518066,,,,,
335872,180.0,60.6978874206543,,,,,,,,,,,,,,,
336896,180.0,61.316070556640625,0.00110803274292266,-1.100455815717578,0.17771018,0.4390789270401001,1640,0.506982421875,0.003,3.3305626679211855,0.2,1.9605642557144165,,,,,
337920,180.0,56.913551330566406,,,,,,,,,,,,,,,
338944,180.0,60.718902587890625,-0.011444744243271998,-1.111051377747208,0.16489238,0.6539637744426727,1650,0.507421875,0.003,3.683947008429095,0.2,4.859719276428223,,,,,
339968,180.0,59.852359771728516,,,,,,,,,,,,,,,
340992,180.0,59.11715316772461,-0.0197653894443647,-0.9728146565146745,0.3050651,0.7423931658267975,1660,0.558349609375,0.003,3.5993580878712237,0.2,0.8325725793838501,,,,,
342016,180.0,55.99000930786133,,,,,,,,,,,,,,,
343040,180.0,61.16284942626953,-0.005362488012542599,-0.9975509437732398,0.1493327,0.569018542766571,1670,0.443212890625,0.003,5.243116467632353,0.2,0.6671663522720337,,,,,
344064,180.0,59.98107147216797,,,,,,,,,,,,,,,
345088,180.0,55.82860565185547,-0.02429668230834068,-0.9670726150274277,0.16593659,0.45793867111206055,1680,0.477734375,0.003,5.380436953424942,0.2,0.0005770251154899597,,,,,
346112,180.0,53.53577423095703,,,,,,,,,,,,,,,
347136,180.0,62.739540100097656,-0.011403634960879571,-0.9390791579149663,0.16137004,0.17122423648834229,1690,0.39423828125,0.003,7.413486802298576,0.2,8.403315544128418,,,,,
348160,180.0,56.64809799194336,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,59.535996059999995,170,180.0,269,1292
349184,180.0,57.23735809326172,-0.012348462583031506,-0.8257960457354784,0.13140686,0.4548775553703308,1700,0.450537109375,0.003,5.105227520037443,0.2,5.180018901824951,,,,,
350208,180.0,60.2991943359375,,,,,,,,,,,,,,,
351232,180.0,59.76361083984375,-0.016838951142199222,-0.8413422976620495,0.109472364,0.34274470806121826,1710,0.428857421875,0.003,9.154164555296301,0.2,8.309707641601562,,,,,
352256,180.0,64.11927032470703,,,,,,,,,,,,,,,
353280,180.0,63.734779357910156,-0.0031627781507268084,-0.8047572190873324,0.1665458,0.3670753836631775,1720,0.43447265625,0.003,5.416674630437046,0.2,2.377932071685791,,,,,
354304,180.0,62.507911682128906,,,,,,,,,,,,,,,
355328,180.0,58.243431091308594,0.0022991726007603576,-0.9030803856439888,0.20977232,0.7358012199401855,1730,0.492626953125,0.003,2.860563844209537,0.2,0.10433410853147507,,,,,
356352,180.0,63.03611755371094,,,,,,,,,,,,,,,
357376,180.0,63.61164093017578,-0.045799766569689385,-0.7000561462715268,0.31037116,0.7478479146957397,1740,0.434423828125,0.003,3.0301806180737914,0.2,5.925301551818848,,,,,
358400,180.0,64.76615905761719,,,,,,,,,,,,,,,
359424,180.0,48.107051849365234,-0.005209082432702417,-0.7343011517543345,0.14096104,0.6754243075847626,1750,0.379736328125,0.003,5.45904044341296,0.2,2.0760269165039062,,,,,
360448,180.0,60.04353713989258,,,,,,,,,,,,,,,
361472,180.0,56.59208679199219,-0.0060012238369381524,-0.5738849562592805,0.22388315,0.6068932414054871,1760,0.31201171875,0.003,4.104453198611736,0.2,4.552337646484375,,,,,
362496,180.0,60.1444206237793,,,,,,,,,,,,,,,
363520,180.0,62.00910949707031,-0.01354113577544922,-0.6068301544059068,0.23872182,0.6388744711875916,1770,0.31748046875,0.003,3.6871258527738973,0.2,2.717984676361084,,,,,
364544,180.0,61.02775573730469,,,,,,,,,,,,,,,
365568,180.0,60.32703399658203,-0.010275392050243682,-0.6286545671056956,0.33916828,0.6321088969707489,1780,0.362548828125,0.003,8.2652581426315,0.2,2.416037082672119,,,,,
366592,180.0,61.80695724487305,,,,,,,,,,,,,,,
367616,180.0,63.08820343017578,-0.002161753602558747,-0.7063653386663645,0.29307052,0.6231448650360107,1790,0.38857421875,0.003,7.056771525088697,0.2,2.4902215003967285,,,,,
368640,180.0,61.32839584350586,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,61.08154234,180,180.0,269,1369
369664,180.0,63.91979217529297,-0.003877008445124375,-0.6860915865283459,0.27738988,0.706710696220398,1800,0.38974609375,0.003,5.7649955083150415,0.2,0.990322470664978,,,,,
370688,180.0,61.06978988647461,,,,,,,,,,,,,,,
371712,180.0,64.93941497802734,-0.0173434311443998,-0.5939344802871347,0.19359985,0.6197468638420105,1810,0.338916015625,0.003,3.61908934074454,0.2,3.7530956268310547,,,,,
372736,180.0,62.79669952392578,,,,,,,,,,,,,,,
373760,180.0,66.56697845458984,-0.03379118357879633,-0.4883295142091811,0.102964655,0.7115549743175507,1820,0.279150390625,0.003,5.233479198394344,0.2,4.299116611480713,,,,,
374784,180.0,65.83854675292969,,,,,,,,,,,,,,,
375808,180.0,61.66108322143555,-0.026799006151850335,-0.6272878364659846,0.3720379,0.4547106623649597,1830,0.411279296875,0.003,5.209535978152417,0.2,1.7969841957092285,,,,,
376832,180.0,64.30463409423828,,,,,,,,,,,,,,,
377856,180.0,58.223480224609375,-0.04835452984552831,-0.5324155453359708,0.5775491,0.42412275075912476,1840,0.400927734375,0.003,5.608739156089723,0.2,1.3391090631484985,,,,,
378880,180.0,55.577980041503906,,,,,,,,,,,,,,,
379904,180.0,64.61495971679688,-0.04367791605654929,-0.4114582458976656,0.34930038,0.49351662397384644,1850,0.29970703125,0.003,9.335252865590155,0.2,3.5168182849884033,,,,,
380928,180.0,63.980079650878906,,,,,,,,,,,,,,,
381952,180.0,64.53150177001953,-0.040373019781691256,-0.647428085654974,0.19294468,0.28255540132522583,1860,0.389208984375,0.003,10.319367886520922,0.2,11.71306037902832,,,,,
382976,180.0,64.29042053222656,,,,,,,,,,,,,,,
384000,180.0,57.677032470703125,-0.01433606874124962,-0.4420112499501556,0.38199162,0.5732758045196533,1870,0.331787109375,0.003,6.471799274953082,0.2,7.06411600112915,,,,,
385024,180.0,51.02998733520508,,,,,,,,,,,,,,,
386048,180.0,64.55047607421875,-0.01500247604381002,-0.5647828717017547,0.33624887,0.6763762831687927,1880,0.3177734375,0.003,6.1717070118058475,0.2,5.306931495666504,,,,,
387072,180.0,62.23944854736328,,,,,,,,,,,,,,,
388096,180.0,64.57905578613281,-0.024615680643546512,-0.645902012521401,0.5768451,0.728484719991684,1890,0.6015625,0.003,2.7214854176621883,0.2,2.546125888824463,,,,,
389120,180.0,65.27039337158203,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,62.21416054999999,190,180.0,269,1445
390144,180.0,64.3404769897461,-0.017440240492578595,-0.6418667448917403,0.15321128,0.9258455038070679,1900,0.6013671875,0.003,1.4061546534154332,0.2,0.2900126576423645,,,,,
391168,180.0,65.3646240234375,,,,,,,,,,,,,,,
392192,180.0,64.41944885253906,-0.04891187851171708,-0.4673329121666029,0.238823,0.6480366587638855,1910,0.4314453125,0.003,5.106992131657899,0.2,9.16359806060791,,,,,
393216,180.0,63.698753356933594,,,,,,,,,,,,,,,
394240,180.0,42.875831604003906,-0.025783554255758644,-0.3507079531438649,0.39102447,0.8798570334911346,1920,0.30859375,0.003,3.0149588243686596,0.2,1.1210718154907227,,,,,
395264,180.0,54.26824188232422,,,,,,,,,,,,,,,
396288,180.0,60.17205810546875,-0.05566662123746937,-0.5461358588188887,0.17569298,0.08242130279541016,1930,0.455615234375,0.003,10.48551323544234,0.2,5.14760684967041,,,,,
397312,180.0,54.200584411621094,,,,,,,,,,,,,,,
398336,180.0,59.69093322753906,-0.017099155319738202,-0.7097172420471907,0.28351474,0.6825558841228485,1940,0.491455078125,0.003,2.7225493845529853,0.2,1.8179218769073486,,,,,
399360,180.0,62.384849548339844,,,,,,,,,,,,,,,
400384,180.0,61.944007873535156,-0.03054597658701823,-0.3245727661298588,0.135923,0.7822538465261459,1950,0.239697265625,0.003,3.250998413108755,0.2,0.22424191236495972,,,,,
401408,180.0,61.563804626464844,,,,,,,,,,,,,,,
402432,180.0,62.657535552978516,-0.0038119220174849034,-0.46428111265413463,0.21304278,0.852066159248352,1960,0.387353515625,0.003,2.462253713351674,0.2,1.3877931833267212,,,,,
403456,180.0,63.352420806884766,,,,,,,,,,,,,,,
404480,180.0,62.553733825683594,-0.009886198864842299,-0.2875193376559764,0.22854215,0.9205022156238556,1970,0.245947265625,0.003,1.2315875800210052,0.2,0.08707156777381897,,,,,
405504,180.0,63.173484802246094,,,,,,,,,,,,,,,
406528,180.0,62.270233154296875,0.0015520516644755844,-0.37036724188365044,0.14834927,0.8260921835899353,1980,0.227783203125,0.003,3.4171691386494785,0.2,0.9886509776115417,,,,,
407552,180.0,60.17579650878906,,,,,,,,,,,,,,,
408576,180.0,50.981204986572266,-0.02698240445970441,-0.6804763531778008,0.3772051,0.44966572523117065,1990,0.43720703125,0.003,8.085053396504373,0.2,6.063955307006836,,,,,
409600,180.0,56.35301971435547,,,,,,,,,,,,,,,
409600,,,,,,,,,,,,,60.02504186,200,180.0,269,1522
410624,180.0,59.63247299194336,-0.054803540695866106,-0.49749109786935153,0.30148187,0.4934825301170349,2000,0.5115234375,0.003,7.4330305281560864,0.2,7.767653465270996,,,,,
411648,180.0,61.00889587402344,,,,,,,,,,,,,,,
412672,180.0,59.33881378173828,-0.021838933912658832,-0.30391540706623343,0.2271783,0.6096110939979553,2010,0.2341796875,0.003,7.772891142591834,0.2,7.2150163650512695,,,,,
413696,180.0,58.11824035644531,,,,,,,,,,,,,,,
414720,180.0,61.027679443359375,-0.03677534377784468,-0.3290955787408166,0.27599084,0.6575704216957092,2020,0.36474609375,0.003,2.3146808200865054,0.2,0.6738928556442261,,,,,
415744,180.0,59.71967697143555,,,,,,,,,,,,,,,
416768,180.0,59.5152702331543,-0.015887240943629876,-0.22147591105022002,0.10760354,0.8233059793710709,2030,0.223974609375,0.003,4.022326556884218,0.2,3.0439693927764893,,,,,
417792,180.0,57.808990478515625,,,,,,,,,,,,,,,
418816,180.0,61.317543029785156,-0.017523423329839714,-0.41715124337933956,0.25116327,0.8158760070800781,2040,0.38984375,0.003,2.877516153873876,0.2,2.8455793857574463,,,,,
419840,180.0,61.38530731201172,,,,,,,,,,,,,,,
420864,180.0,41.471920013427734,-0.042692191108653785,-0.3757664728909731,0.18524164,0.6428116858005524,2050,0.261474609375,0.003,8.125487796403467,0.2,0.7914581298828125,,,,,
421888,180.0,41.03797149658203,,,,,,,,,,,,,,,
422912,180.0,56.30369567871094,-0.05275296113395598,-0.6689918371383101,0.6982498,-0.5479609966278076,2060,0.671630859375,0.003,10.939761051815003,0.2,0.6162461042404175,,,,,
423936,180.0,63.60417175292969,,,,,,,,,,,,,,,
424960,180.0,63.52178192138672,-0.017270067324352566,-0.5065183349885046,0.2826999,0.48339468240737915,2070,0.546728515625,0.003,2.2298750120331534,0.2,0.9189506769180298,,,,,
425984,180.0,62.40443801879883,,,,,,,,,,,,,,,
427008,180.0,61.668495178222656,0.16001025580480926,-0.33385794115311,0.63388145,0.8507511615753174,2080,0.42109375,0.003,2.9447785475174895,0.2,1.523066759109497,,,,,
428032,180.0,62.52149963378906,,,,,,,,,,,,,,,
429056,180.0,63.650875091552734,-0.05345251200269559,-0.37796200942248104,0.29455885,0.8189233094453812,2090,0.372412109375,0.003,1.4195141111151315,0.2,0.23766958713531494,,,,,
430080,180.0,56.597572326660156,,,,,,,,,,,,,,,
430080,,,,,,,,,,,,,59.21628528,210,180.0,268,1598
431104,180.0,63.64543914794922,-0.0445410277134215,-0.5766125345602632,0.5659528,0.9160168394446373,2100,0.423828125,0.003,1.3463009886676445,0.2,0.7406730055809021,,,,,
432128,180.0,61.742759704589844,,,,,,,,,,,,,,,
433152,180.0,45.91179656982422,-0.046270203089807185,-0.4371819013380446,0.30356887,0.24930858612060547,2110,0.345361328125,0.003,6.983746615052223,0.2,3.521886110305786,,,,,
434176,180.0,48.42127227783203,,,,,,,,,,,,,,,
435200,180.0,41.73497772216797,-0.0367045807724935,-0.5582235286477953,0.3438297,0.23312729597091675,2120,0.558203125,0.003,6.263899767305702,0.2,2.8678693771362305,,,,,
436224,180.0,50.89830017089844,,,,,,,,,,,,,,,
437248,180.0,54.07938766479492,0.022181077390996506,-0.5696457074489445,0.3094806,0.5171230137348175,2130,0.390869140625,0.003,2.4860927004250697,0.2,1.0829026699066162,,,,,
438272,180.0,52.12847137451172,,,,,,,,,,,,,,,
439296,180.0,53.33716583251953,-0.032457532274565895,-0.5951503396267072,0.33419478,0.8927270919084549,2140,0.46416015625,0.003,1.4772327414772009,0.2,2.3204352855682373,,,,,
440320,180.0,51.395179748535156,,,,,,,,,,,,,,,
441344,180.0,59.17485427856445,-0.03353686947084498,-0.7430128483101726,0.27100688,0.497140109539032,2150,0.319677734375,0.003,8.850929004698992,0.2,3.9146840572357178,,,,,
442368,180.0,53.1074104309082,,,,,,,,,,,,,,,
443392,180.0,56.97841262817383,0.0010005272193666314,-0.9304727631621063,0.1711278,0.623044341802597,2160,0.4224609375,0.003,3.9164830395719035,0.2,0.7724180817604065,,,,,
444416,180.0,58.78179931640625,,,,,,,,,,,,,,,
445440,180.0,59.343048095703125,0.004637708828522591,-0.9390473566949368,0.19744802,0.7332428097724915,2170,0.463623046875,0.003,2.7636995560955255,0.2,1.450425148010254,,,,,
446464,180.0,58.63664627075195,,,,,,,,,,,,,,,
447488,180.0,54.707889556884766,-0.025467989636672426,-1.0661969782784582,0.18850887,0.9070836529135704,2180,0.319140625,0.003,3.0013939535419922,0.2,3.9764010906219482,,,,,
448512,180.0,53.58252716064453,,,,,,,,,,,,,,,
449536,180.0,36.57999801635742,-0.04625560262938962,-0.5764597013127059,1.0730703,0.32400810718536377,2190,0.38173828125,0.003,5.783829693775624,0.2,2.2176668643951416,,,,,
450560,180.0,31.270618438720703,,,,,,,,,,,,,,,
450560,,,,,,,,,,,,,52.65800795000001,220,180.0,268,1676
451584,180.0,31.05799674987793,-0.010108611268515233,-0.12731319598460686,0.094695985,-0.09877610206604004,2200,0.13759765625,0.003,4.7140286920184735,0.2,1.5533684492111206,,,,,
452608,180.0,29.238224029541016,,,,,,,,,,,,,,,
453632,180.0,30.081758499145508,-0.006456575532865827,-0.165397094036598,0.07541684,0.7640150785446167,2210,0.23828125,0.003,1.9315736663818825,0.2,0.5317606329917908,,,,,
454656,180.0,30.095457077026367,,,,,,,,,,,,,,,
