time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range,train/learning_rate,train/loss,train/entropy_loss,train/value_loss,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean
264404,50.0,8.41451358795166,1.1920928955078125e-07,-0.01734667831187835,0.037507176,0.422900390625,1290,0.2,0.0003,1026.9359130859375,-4.781646367907524,2087.3164600372315,,,,,
264904,50.0,12.533390045166016,,,,,,,,,,,,,,,
265404,50.0,11.176826477050781,,,,,,,,,,,,,,,
265904,50.0,8.00081729888916,,,,,,,,,,,,,,,
266404,50.0,12.49167251586914,0.0,-0.018153416825225577,0.03258729,0.363916015625,1300,0.2,0.0003,906.7201538085938,-4.76395762860775,2044.5156494140624,,,,,
266904,50.0,12.81574821472168,,,,,,,,,,,,,,,
267404,50.0,15.285272598266602,,,,,,,,,,,,,,,
267904,50.0,13.220239639282227,,,,,,,,,,,,,,,
268404,50.0,10.883431434631348,0.0,-0.020324527384946122,0.03664303,0.413427734375,1310,0.2,0.0003,676.9073486328125,-4.7749454349279405,1831.3523593902587,,,,,
268904,50.0,13.402698516845703,,,,,,,,,,,,,,,
269404,50.0,10.786416053771973,,,,,,,,,,,,,,,
269904,50.0,10.025893211364746,,,,,,,,,,,,,,,
270404,50.0,12.30430793762207,0.0,-0.01689434044819791,0.0320825,0.354296875,1320,0.2,0.0003,878.8377075195312,-4.774701537191868,1977.6412967681886,,,,,
270904,50.0,14.997282981872559,,,,,,,,,,,,,,,
271404,50.0,8.42039966583252,,,,,,,,,,,,,,,
271904,50.0,15.956149101257324,,,,,,,,,,,,,,,
272384,,,,,,,,,,,,,10,50.0,139,146,519.0671563999999
272404,50.0,21.73111343383789,0.0,-0.013480157243611757,0.034954615,0.393408203125,1330,0.2,0.0003,777.1777954101562,-4.775121858716011,1911.8350452423097,,,,,
272904,50.0,13.173269271850586,,,,,,,,,,,,,,,
273404,50.0,14.074373245239258,,,,,,,,,,,,,,,
273904,50.0,8.086310386657715,,,,,,,,,,,,,,,
274404,50.0,17.908994674682617,,,,,,,,,,,,,,,
274904,50.0,12.208999633789062,0.0,-0.013498563694884069,0.03502336,0.37783203125,1340,0.2,0.0003,750.60888671875,-4.78702185600996,1653.1930202484132,,,,,
275404,50.0,11.583293914794922,,,,,,,,,,,,,,,
275904,50.0,16.296567916870117,,,,,,,,,,,,,,,
276404,50.0,13.451738357543945,,,,,,,,,,,,,,,
276904,50.0,18.362911224365234,1.1920928955078125e-07,-0.010585969875683077,0.0363615,0.397998046875,1350,0.2,0.0003,823.83642578125,-4.788936376571655,1556.1760387420654,,,,,
277404,50.0,12.584571838378906,,,,,,,,,,,,,,,
277904,50.0,9.96788215637207,,,,,,,,,,,,,,,
278404,50.0,13.053707122802734,,,,,,,,,,,,,,,
278904,50.0,11.597390174865723,0.0,-0.016047324397368355,0.039361678,0.406005859375,1360,0.2,0.0003,818.1355590820312,-4.761316208541393,1793.8489459991456,,,,,
279404,50.0,14.941336631774902,,,,,,,,,,,,,,,
279904,50.0,11.585762977600098,,,,,,,,,,,,,,,
280404,50.0,13.17144775390625,,,,,,,,,,,,,,,
280904,50.0,8.085711479187012,0.0,-0.009712170634884387,0.036514483,0.409033203125,1370,0.2,0.0003,785.568359375,-4.736550667881966,1467.1212173461913,,,,,
281404,50.0,13.854743003845215,,,,,,,,,,,,,,,
281904,50.0,11.86189079284668,,,,,,,,,,,,,,,
282404,50.0,17.729448318481445,,,,,,,,,,,,,,,
282904,50.0,13.40855598449707,0.0,-0.0028807037539081647,0.038343817,0.405126953125,1380,0.2,0.0003,775.9537963867188,-4.765585370361805,1577.8301887512207,,,,,
283404,50.0,10.499921798706055,,,,,,,,,,,,,,,
283904,50.0,11.30275821685791,,,,,,,,,,,,,,,
284404,50.0,9.120701789855957,,,,,,,,,,,,,,,
284904,50.0,17.859359741210938,1.1920928955078125e-07,-0.0013944562495453283,0.04041078,0.420751953125,1390,0.2,0.0003,689.1564331054688,-4.7476043298840525,1723.475350189209,,,,,
285404,50.0,16.316736221313477,,,,,,,,,,,,,,,
285904,50.0,7.495287895202637,,,,,,,,,,,,,,,
286404,50.0,16.492603302001953,,,,,,,,,,,,,,,
286904,50.0,21.069446563720703,-1.1920928955078125e-07,-0.009488598664756865,0.03567061,0.385546875,1400,0.2,0.0003,699.4109497070312,-4.781133370101452,1680.6490489959717,,,,,
287404,50.0,13.633195877075195,,,,,,,,,,,,,,,
287904,50.0,12.541391372680664,,,,,,,,,,,,,,,
288404,50.0,20.820362091064453,,,,,,,,,,,,,,,
288904,50.0,11.236343383789062,0.0,-0.015643107835785486,0.035692193,0.394091796875,1410,0.2,0.0003,485.0700988769531,-4.766857340931892,1502.4020460128784,,,,,
289404,50.0,14.045406341552734,,,,,,,,,,,,,,,
289904,50.0,7.270008087158203,,,,,,,,,,,,,,,
290404,50.0,12.522523880004883,,,,,,,,,,,,,,,
290904,50.0,11.428581237792969,0.0,-0.003058432915713638,0.04045882,0.41259765625,1420,0.2,0.0003,667.8745727539062,-4.785784997045994,1536.5447490692138,,,,,
291404,50.0,8.958309173583984,,,,,,,,,,,,,,,
291904,50.0,13.413995742797852,,,,,,,,,,,,,,,
292404,50.0,20.177820205688477,,,,,,,,,,,,,,,
292864,,,,,,,,,,,,,20,50.0,212,192,521.1373363199999
292904,50.0,14.690284729003906,-1.1920928955078125e-07,-0.0010691533389035612,0.042789333,0.445703125,1430,0.2,0.0003,630.2450561523438,-4.775392341613769,1518.0980127334594,,,,,
293404,50.0,15.45083236694336,,,,,,,,,,,,,,,
293904,50.0,14.268251419067383,,,,,,,,,,,,,,,
294404,50.0,18.759326934814453,,,,,,,,,,,,,,,
294904,50.0,17.17915153503418,,,,,,,,,,,,,,,
295404,50.0,17.403308868408203,1.1920928955078125e-07,-0.014916127931792289,0.039138243,0.4224609375,1440,0.2,0.0003,619.0646362304688,-4.776544965803623,1496.4371871948242,,,,,
295904,50.0,14.599342346191406,,,,,,,,,,,,,,,
296404,50.0,11.746556282043457,,,,,,,,,,,,,,,
296904,50.0,11.122442245483398,,,,,,,,,,,,,,,
297404,50.0,12.610458374023438,0.0,-0.010288418090203777,0.040096708,0.420361328125,1450,0.2,0.0003,502.248046875,-4.806094311177731,1188.9759662628173,,,,,
297904,50.0,14.320066452026367,,,,,,,,,,,,,,,
298404,50.0,12.4370756149292,,,,,,,,,,,,,,,
298904,50.0,15.387426376342773,,,,,,,,,,,,,,,
299404,50.0,13.985786437988281,0.0,-0.008918535900011192,0.03797092,0.40927734375,1460,0.2,0.0003,451.6705627441406,-4.807912057638168,1363.4382999420166,,,,,
299904,50.0,13.124334335327148,,,,,,,,,,,,,,,
300404,50.0,14.434096336364746,,,,,,,,,,,,,,,
300904,50.0,10.462518692016602,,,,,,,,,,,,,,,
301404,50.0,15.235673904418945,0.0,-0.0162698489963077,0.040836826,0.446728515625,1470,0.2,0.0003,437.9522705078125,-4.793767787516117,1228.6078981399537,,,,,
301904,50.0,13.391737937927246,,,,,,,,,,,,,,,
302404,50.0,12.078285217285156,,,,,,,,,,,,,,,
302904,50.0,14.805770874023438,,,,,,,,,,,,,,,
303404,50.0,13.063375473022461,0.0,-0.013392374364775606,0.032463927,0.366845703125,1480,0.2,0.0003,503.8542175292969,-4.82424400895834,1318.0147199630737,,,,,
303904,50.0,10.613565444946289,,,,,,,,,,,,,,,
304404,50.0,11.22391128540039,,,,,,,,,,,,,,,
304904,50.0,13.723713874816895,,,,,,,,,,,,,,,
305404,50.0,11.251058578491211,-1.1920928955078125e-07,-0.002076676388969645,0.037247643,0.412255859375,1490,0.2,0.0003,435.3544006347656,-4.794533137977123,1096.3848054885864,,,,,
305904,50.0,12.32571792602539,,,,,,,,,,,,,,,
306404,50.0,14.031790733337402,,,,,,,,,,,,,,,
306904,50.0,12.845004081726074,,,,,,,,,,,,,,,
307404,50.0,17.469242095947266,0.0,-0.006996570859337225,0.03672768,0.406982421875,1500,0.2,0.0003,584.260009765625,-4.8002120211720465,1207.8599840164184,,,,,
307904,50.0,13.877568244934082,,,,,,,,,,,,,,,
308404,50.0,13.959434509277344,,,,,,,,,,,,,,,
308904,50.0,9.988269805908203,,,,,,,,,,,,,,,
309404,50.0,13.3491792678833,0.0,0.005144152621505782,0.03697885,0.39814453125,1510,0.2,0.0003,474.164794921875,-4.813440021872521,1028.705553627014,,,,,
309904,50.0,17.976055145263672,,,,,,,,,,,,,,,
310404,50.0,18.747108459472656,,,,,,,,,,,,,,,
310904,50.0,18.10077476501465,,,,,,,,,,,,,,,
311404,50.0,13.725451469421387,0.0,-0.0031510894565144553,0.038840774,0.4392578125,1520,0.2,0.0003,472.3975830078125,-4.834012651443482,1059.7414138793945,,,,,
311904,50.0,8.900589942932129,,,,,,,,,,,,,,,
312404,50.0,10.97076416015625,,,,,,,,,,,,,,,
312904,50.0,11.044891357421875,,,,,,,,,,,,,,,
313344,,,,,,,,,,,,,30,50.0,284,215,510.06907420000005
313404,50.0,17.12532615661621,0.0,-0.0014104124158620835,0.04071144,0.444921875,1530,0.2,0.0003,333.2955017089844,-4.812033581733703,826.382119178772,,,,,
313904,50.0,17.70646858215332,,,,,,,,,,,,,,,
314404,50.0,15.097949981689453,,,,,,,,,,,,,,,
314904,50.0,18.033306121826172,,,,,,,,,,,,,,,
315404,50.0,10.956633567810059,0.0,-0.006480367807671428,0.039162196,0.426708984375,1540,0.2,0.0003,454.7232666015625,-4.810332575440407,1053.4121980667114,,,,,
315904,50.0,15.059978485107422,,,,,,,,,,,,,,,
316404,50.0,11.514457702636719,,,,,,,,,,,,,,,
316904,50.0,11.989456176757812,,,,,,,,,,,,,,,
317404,50.0,10.530228614807129,,,,,,,,,,,,,,,
317904,50.0,11.055471420288086,0.0,-0.00895277947129216,0.03237857,0.371826171875,1550,0.2,0.0003,437.4565734863281,-4.810542041063309,980.8718204498291,,,,,
318404,50.0,17.636388778686523,,,,,,,,,,,,,,,
318904,50.0,10.136613845825195,,,,,,,,,,,,,,,
319404,50.0,15.006134033203125,,,,,,,,,,,,,,,
319904,50.0,13.082717895507812,0.0,0.0012556066430988722,0.040021494,0.417041015625,1560,0.2,0.0003,446.5869140625,-4.821966569125652,857.9959697723389,,,,,
320404,50.0,7.272124290466309,,,,,,,,,,,,,,,
320904,50.0,13.129280090332031,,,,,,,,,,,,,,,
321404,50.0,11.689516067504883,,,,,,,,,,,,,,,
321904,50.0,7.657222747802734,-1.1920928955078125e-07,-0.006785315014712978,0.043765664,0.46728515625,1570,0.2,0.0003,387.59100341796875,-4.820404191315174,901.0790933609009,,,,,
322404,50.0,10.703763008117676,,,,,,,,,,,,,,,
322904,50.0,11.322336196899414,,,,,,,,,,,,,,,
323404,50.0,9.121505737304688,,,,,,,,,,,,,,,
323904,50.0,16.24834442138672,0.0,0.005834917751781177,0.043800395,0.47236328125,1580,0.2,0.0003,396.6108703613281,-4.8546940922737125,885.178718662262,,,,,
324404,50.0,9.258932113647461,,,,,,,,,,,,,,,
324904,50.0,9.704730987548828,,,,,,,,,,,,,,,
325404,50.0,13.183526992797852,,,,,,,,,,,,,,,
325904,50.0,16.604116439819336,0.0,0.011216079437872395,0.05065261,0.500927734375,1590,0.2,0.0003,259.2660217285156,-4.876923289895058,789.2503380775452,,,,,
326404,50.0,21.003536224365234,,,,,,,,,,,,,,,
326904,50.0,18.553131103515625,,,,,,,,,,,,,,,
327404,50.0,12.346116065979004,,,,,,,,,,,,,,,
327904,50.0,15.166231155395508,1.1920928955078125e-07,-0.0005163614172488451,0.04610166,0.47861328125,1600,0.2,0.0003,337.3460388183594,-4.830408400297165,791.4768817901611,,,,,
328404,50.0,13.661712646484375,,,,,,,,,,,,,,,
328904,50.0,11.651498794555664,,,,,,,,,,,,,,,
329404,50.0,14.714641571044922,,,,,,,,,,,,,,,
329904,50.0,14.305901527404785,0.0,-0.0007589571323478594,0.040662937,0.466552734375,1610,0.2,0.0003,301.1754150390625,-4.853176735341549,720.9205216407776,,,,,
330404,50.0,4.98624324798584,,,,,,,,,,,,,,,
330904,50.0,8.378399848937988,,,,,,,,,,,,,,,
331404,50.0,13.568117141723633,,,,,,,,,,,,,,,
331904,50.0,11.598502159118652,-1.1920928955078125e-07,0.007867159126908519,0.03889084,0.3947265625,1620,0.2,0.0003,399.0840759277344,-4.864853000640869,906.4587287902832,,,,,
332404,50.0,12.28761100769043,,,,,,,,,,,,,,,
332904,50.0,11.998092651367188,,,,,,,,,,,,,,,
333404,50.0,11.501102447509766,,,,,,,,,,,,,,,
333824,,,,,,,,,,,,,40,50.0,357,229,512.6326903
333904,50.0,16.20870018005371,0.0,0.011355500048375688,0.048150033,0.504052734375,1630,0.2,0.0003,306.6691589355469,-4.890299782156944,780.3665944099426,,,,,
334404,50.0,11.248149871826172,,,,,,,,,,,,,,,
334904,50.0,17.159990310668945,,,,,,,,,,,,,,,
335404,50.0,12.288817405700684,,,,,,,,,,,,,,,
335904,50.0,9.021991729736328,0.0,0.016372416031663305,0.047840558,0.460888671875,1640,0.2,0.0003,277.6954345703125,-4.95121338814497,782.8304542541504,,,,,
336404,50.0,12.703227043151855,,,,,,,,,,,,,,,
336904,50.0,14.667850494384766,,,,,,,,,,,,,,,
337404,50.0,12.394311904907227,,,,,,,,,,,,,,,
337904,50.0,19.31138801574707,,,,,,,,,,,,,,,
338404,50.0,14.923583030700684,-1.1920928955078125e-07,0.01432340611354448,0.048187487,0.449853515625,1650,0.2,0.0003,352.1061706542969,-4.954491563141346,846.3413696289062,,,,,
338904,50.0,10.377615928649902,,,,,,,,,,,,,,,
339404,50.0,8.167924880981445,,,,,,,,,,,,,,,
339904,50.0,19.87698745727539,,,,,,,,,,,,,,,
340404,50.0,11.50754451751709,-1.1920928955078125e-07,0.013920270683593116,0.060820792,0.5357421875,1660,0.2,0.0003,224.26971435546875,-4.9623345479369165,607.5354601860047,,,,,
340904,50.0,15.273767471313477,,,,,,,,,,,,,,,
341404,50.0,16.16135025024414,,,,,,,,,,,,,,,
341904,50.0,11.675046920776367,,,,,,,,,,,,,,,
342404,50.0,10.269537925720215,1.1920928955078125e-07,0.009967422389308922,0.045566063,0.39794921875,1670,0.2,0.0003,414.9330749511719,-4.948180091381073,729.7220755577088,,,,,
342904,50.0,10.019998550415039,,,,,,,,,,,,,,,
343404,50.0,14.481831550598145,,,,,,,,,,,,,,,
343904,50.0,9.495460510253906,,,,,,,,,,,,,,,
344404,50.0,14.444271087646484,0.0,0.017173348207143134,0.06478973,0.468408203125,1680,0.2,0.0003,316.14276123046875,-4.95086175352335,782.646990776062,,,,,
344904,50.0,14.435543060302734,,,,,,,,,,,,,,,
345404,50.0,7.9400787353515625,,,,,,,,,,,,,,,
345904,50.0,16.673994064331055,,,,,,,,,,,,,,,
346404,50.0,14.148286819458008,-1.1920928955078125e-07,0.014905395230744033,0.04157065,0.368017578125,1690,0.2,0.0003,203.57537841796875,-4.993584015965462,682.171956539154,,,,,
346904,50.0,19.846446990966797,,,,,,,,,,,,,,,
347404,50.0,10.944965362548828,,,,,,,,,,,,,,,
347904,50.0,9.734370231628418,,,,,,,,,,,,,,,
348404,50.0,10.035064697265625,0.0,0.028745557912043296,0.07689081,0.453173828125,1700,0.2,0.0003,315.20697021484375,-5.009542512893677,642.4609434127808,,,,,
348904,50.0,9.894829750061035,,,,,,,,,,,,,,,
349404,50.0,9.637109756469727,,,,,,,,,,,,,,,
349904,50.0,14.253866195678711,,,,,,,,,,,,,,,
350404,50.0,17.30425262451172,-1.1920928955078125e-07,0.019774509605485945,0.052853227,0.451611328125,1710,0.2,0.0003,321.2321472167969,-5.00267791301012,687.9254083633423,,,,,
350904,50.0,13.870462417602539,,,,,,,,,,,,,,,
351404,50.0,10.08963394165039,,,,,,,,,,,,,,,
351904,50.0,20.867618560791016,,,,,,,,,,,,,,,
352404,50.0,14.515697479248047,0.0,0.023934892119723373,0.05154201,0.470068359375,1720,0.2,0.0003,358.0704650878906,-4.968308362364769,723.206021976471,,,,,
352904,50.0,12.420909881591797,,,,,,,,,,,,,,,
353404,50.0,7.780825614929199,,,,,,,,,,,,,,,
353904,50.0,9.670181274414062,,,,,,,,,,,,,,,
354304,,,,,,,,,,,,,50,50.0,434,235,516.50041508
354404,50.0,14.362272262573242,0.0,0.025041154961218125,0.03751404,0.35859375,1730,0.2,0.0003,326.83349609375,-4.967087972164154,690.5567010879516,,,,,
354904,50.0,15.110162734985352,,,,,,,,,,,,,,,
355404,50.0,17.507579803466797,,,,,,,,,,,,,,,
355904,50.0,18.07571792602539,,,,,,,,,,,,,,,
356404,50.0,13.086599349975586,0.0,0.02945786559721455,0.055381123,0.54970703125,1740,0.2,0.0003,417.3677978515625,-4.927379313111305,747.8893972396851,,,,,
356904,50.0,14.185367584228516,,,,,,,,,,,,,,,
357404,50.0,10.66777229309082,,,,,,,,,,,,,,,
357904,50.0,14.516500473022461,,,,,,,,,,,,,,,
358404,50.0,9.712170600891113,0.0,0.036229551484575497,0.05204249,0.448193359375,1750,0.2,0.0003,326.9284973144531,-4.952591504156589,668.8177670478821,,,,,
358904,50.0,15.506195068359375,,,,,,,,,,,,,,,
359404,50.0,13.313963890075684,,,,,,,,,,,,,,,
359904,50.0,11.224023818969727,,,,,,,,,,,,,,,
360404,50.0,13.600011825561523,,,,,,,,,,,,,,,
360904,50.0,16.905071258544922,-1.1920928955078125e-07,0.030009824025910348,0.05300876,0.413134765625,1760,0.2,0.0003,227.25106811523438,-5.026639986038208,620.5380710601806,,,,,
361404,50.0,10.445173263549805,,,,,,,,,,,,,,,
361904,50.0,13.59514045715332,,,,,,,,,,,,,,,
362404,50.0,12.020727157592773,,,,,,,,,,,,,,,
362904,50.0,11.48673152923584,0.0,0.03116197097697295,0.05550056,0.456640625,1770,0.2,0.0003,265.7248229980469,-5.018648843467235,629.0073279380798,,,,,
363404,50.0,9.848791122436523,,,,,,,,,,,,,,,
363904,50.0,12.506248474121094,,,,,,,,,,,,,,,
364404,50.0,17.985881805419922,,,,,,,,,,,,,,,
364904,50.0,14.152899742126465,1.1920928955078125e-07,0.03215229634370189,0.04397469,0.397998046875,1780,0.2,0.0003,330.33551025390625,-5.071621738374233,628.8411399841309,,,,,
365404,50.0,21.073545455932617,,,,,,,,,,,,,,,
365904,50.0,12.937023162841797,,,,,,,,,,,,,,,
366404,50.0,17.82557487487793,,,,,,,,,,,,,,,
366904,50.0,11.87141227722168,0.0,0.02969656447239686,0.04976742,0.453564453125,1790,0.2,0.0003,255.01205444335938,-5.041013763844967,635.0481590270996,,,,,
367404,50.0,10.426671981811523,,,,,,,,,,,,,,,
367904,50.0,11.649528503417969,,,,,,,,,,,,,,,
368404,50.0,11.407944679260254,,,,,,,,,,,,,,,
368904,50.0,15.26839828491211,0.0,0.02817857960035326,0.050580055,0.494873046875,1800,0.2,0.0003,293.1641845703125,-5.03830848634243,596.3275137901306,,,,,
369404,50.0,17.14472198486328,,,,,,,,,,,,,,,
369904,50.0,13.947306632995605,,,,,,,,,,,,,,,
370404,50.0,11.021795272827148,,,,,,,,,,,,,,,
370904,50.0,14.651269912719727,0.0,0.04531364341382869,0.05193575,0.447119140625,1810,0.2,0.0003,431.4040222167969,-5.009790281951427,752.8731001853943,,,,,
371404,50.0,9.453920364379883,,,,,,,,,,,,,,,
371904,50.0,18.301958084106445,,,,,,,,,,,,,,,
372404,50.0,19.13694953918457,,,,,,,,,,,,,,,
372904,50.0,12.090119361877441,0.0,0.02950203395448625,0.051063597,0.44267578125,1820,0.2,0.0003,345.20111083984375,-4.99407335370779,700.5821699142456,,,,,
373404,50.0,14.691747665405273,,,,,,,,,,,,,,,
373904,50.0,11.644930839538574,,,,,,,,,,,,,,,
374404,50.0,8.588723182678223,,,,,,,,,,,,,,,
374784,,,,,,,,,,,,,60,50.0,512,239,518.83253257
374904,50.0,12.922575950622559,0.0,0.021990301180630924,0.045171406,0.4267578125,1830,0.2,0.0003,453.31488037109375,-4.977214317023754,706.5905724525452,,,,,
375404,50.0,11.874122619628906,,,,,,,,,,,,,,,
375904,50.0,11.775814056396484,,,,,,,,,,,,,,,
376404,50.0,11.934829711914062,,,,,,,,,,,,,,,
376904,50.0,9.834515571594238,0.0,0.023012171557638794,0.047589168,0.485546875,1840,0.2,0.0003,373.620361328125,-4.98236323595047,671.8227396965027,,,,,
377404,50.0,11.410627365112305,,,,,,,,,,,,,,,
377904,50.0,13.37075424194336,,,,,,,,,,,,,,,
378404,50.0,13.876669883728027,,,,,,,,,,,,,,,
378904,50.0,14.024354934692383,0.0,0.027508407479035667,0.048646662,0.48017578125,1850,0.2,0.0003,299.73663330078125,-4.978909206390381,642.4863311767579,,,,,
379404,50.0,10.022603988647461,,,,,,,,,,,,,,,
379904,50.0,11.206460952758789,,,,,,,,,,,,,,,
380404,50.0,13.228049278259277,,,,,,,,,,,,,,,
380904,50.0,21.109973907470703,,,,,,,,,,,,,,,
381404,50.0,7.807735443115234,0.0,0.028128801731509157,0.041246668,0.365576171875,1860,0.2,0.0003,271.6419982910156,-4.977727191150189,707.7844153404236,,,,,
381904,50.0,17.375152587890625,,,,,,,,,,,,,,,
382404,50.0,8.820427894592285,,,,,,,,,,,,,,,
382904,50.0,6.992891311645508,,,,,,,,,,,,,,,
383404,50.0,14.534566879272461,0.0,0.027870580373564734,0.047316678,0.4884765625,1870,0.2,0.0003,349.58721923828125,-4.979918114840984,587.9985266685486,,,,,
383904,50.0,12.785104751586914,,,,,,,,,,,,,,,
384404,50.0,9.912036895751953,,,,,,,,,,,,,,,
384904,50.0,11.814167976379395,,,,,,,,,,,,,,,
385404,50.0,10.925712585449219,0.0,0.039442745145061055,0.049688466,0.447412109375,1880,0.2,0.0003,427.4618835449219,-4.99548429697752,725.1506031036376,,,,,
385904,50.0,11.699335098266602,,,,,,,,,,,,,,,
386404,50.0,11.019696235656738,,,,,,,,,,,,,,,
386904,50.0,12.868314743041992,,,,,,,,,,,,,,,
387404,50.0,13.640079498291016,1.1920928955078125e-07,0.033436512533808124,0.0479783,0.49521484375,1890,0.2,0.0003,294.25604248046875,-5.003366307914257,653.0386217117309,,,,,
387904,50.0,15.923320770263672,,,,,,,,,,,,,,,
388404,50.0,9.35603141784668,,,,,,,,,,,,,,,
388904,50.0,11.143362998962402,,,,,,,,,,,,,,,
389404,50.0,10.940540313720703,0.0,0.030068496172316373,0.050738245,0.491162109375,1900,0.2,0.0003,298.8846435546875,-5.002457980811596,620.3012551307678,,,,,
389904,50.0,8.221760749816895,,,,,,,,,,,,,,,
390404,50.0,7.791001319885254,,,,,,,,,,,,,,,
390904,50.0,19.224700927734375,,,,,,,,,,,,,,,
391404,50.0,9.795446395874023,0.0,0.03342445654707262,0.05261385,0.473681640625,1910,0.2,0.0003,440.812255859375,-5.025056757032871,715.9867381095886,,,,,
391904,50.0,15.816535949707031,,,,,,,,,,,,,,,
392404,50.0,16.364364624023438,,,,,,,,,,,,,,,
392904,50.0,10.639610290527344,,,,,,,,,,,,,,,
393404,50.0,13.867555618286133,0.0,0.040156098091392776,0.058405243,0.4439453125,1920,0.2,0.0003,333.2032165527344,-5.015808892250061,652.9524247169495,,,,,
393904,50.0,14.969413757324219,,,,,,,,,,,,,,,
394404,50.0,13.713671684265137,,,,,,,,,,,,,,,
394904,50.0,7.314715385437012,,,,,,,,,,,,,,,
395264,,,,,,,,,,,,,70,50.0,586,244,513.76719639
395404,50.0,13.847433090209961,0.0,0.029722707232576796,0.052038874,0.46025390625,1930,0.2,0.0003,522.4295654296875,-5.0521189868450165,807.281955242157,,,,,
395904,50.0,14.452913284301758,,,,,,,,,,,,,,,
396404,50.0,8.26962661743164,,,,,,,,,,,,,,,
396904,50.0,9.209257125854492,,,,,,,,,,,,,,,
397404,50.0,15.847597122192383,0.0,0.028208950313273817,0.050692495,0.461572265625,1940,0.2,0.0003,247.17674255371094,-5.0605039358139035,644.1619083404541,,,,,
397904,50.0,12.58917236328125,,,,,,,,,,,,,,,
398404,50.0,14.925844192504883,,,,,,,,,,,,,,,
398904,50.0,15.039020538330078,,,,,,,,,,,,,,,
399404,50.0,17.485868453979492,0.0,0.02985255098901689,0.053222016,0.498681640625,1950,0.2,0.0003,376.37396240234375,-5.030139879882336,619.2959144592285,,,,,
399904,50.0,14.114555358886719,,,,,,,,,,,,,,,
400404,50.0,16.005542755126953,,,,,,,,,,,,,,,
400904,50.0,22.556411743164062,,,,,,,,,,,,,,,
401404,50.0,14.401445388793945,,,,,,,,,,,,,,,
401904,50.0,10.52964973449707,0.0,0.028937697224318982,0.049790516,0.4818359375,1960,0.2,0.0003,409.6437683105469,-5.047275471687317,710.5463026046752,,,,,
402404,50.0,14.116817474365234,,,,,,,,,,,,,,,
402904,50.0,16.487857818603516,,,,,,,,,,,,,,,
403404,50.0,13.168329238891602,,,,,,,,,,,,,,,
403904,50.0,14.611879348754883,0.0,0.0383226790378103,0.062684536,0.504248046875,1970,0.2,0.0003,257.38336181640625,-5.0762784972786905,705.6432437896729,,,,,
404404,50.0,9.363519668579102,,,,,,,,,,,,,,,
404904,50.0,19.094783782958984,,,,,,,,,,,,,,,
405404,50.0,18.451011657714844,,,,,,,,,,,,,,,
405904,50.0,7.340099334716797,0.0,0.03524566037231125,0.050225426,0.45693359375,1980,0.2,0.0003,233.65139770507812,-5.059087321162224,686.5212258338928,,,,,
406404,50.0,10.373933792114258,,,,,,,,,,,,,,,
