time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_range,train/explained_variance,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/std,train/entropy_loss,train/loss
408320,,,2701,85,4582.73047602,1200.0,64,,,,,,,,,,,
409440,10543.776896,1200.0,,,,,,0.2,0.0,0.037390586,0.391455078125,-0.038405137701192874,3.152367839217186,1990,0.0003,0.9659103155136108,-275.4431599617004,1.93146550655365
410368,,,2726,86,4585.13960015,1200.0,64,,,,,,,,,,,
410640,12538.940318,1200.0,,,,,,0.2,1.7881393432617188e-07,0.033464167,0.350244140625,-0.032149484594992825,3.1003778766840697,2000,0.0003,0.964990496635437,-275.30011863708495,1.3347817659378052
411840,12516.592204,1200.0,,,,,,,,,,,,,,,,
412416,,,2759,87,4589.720507610002,1200.0,64,,,,,,,,,,,
413040,12633.252173,1200.0,,,,,,0.2,0.0,0.038202845,0.38603515625,-0.03852593512856402,3.550368098169565,2010,0.0003,0.9637672305107117,-275.0717911720276,1.771936058998108
414240,12686.318793,1200.0,,,,,,,,,,,,,,,,
414464,,,2793,88,4595.31619072,1200.0,64,,,,,,,,,,,
415440,7930.074456,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.036958758,0.371875,-0.03692117578466423,4.137703501433134,2020,0.0003,0.9635677337646484,-274.92735080718995,2.2155487537384033
416512,,,2818,89,4598.2909045100005,1200.0,64,,,,,,,,,,,
416640,10293.994874,1200.0,,,,,,0.2,0.0,0.03305024,0.35205078125,-0.035112614824902265,2.6606672041118147,2030,0.0003,0.963215172290802,-274.83944845199585,0.9859907031059265
417840,10280.936467,1200.0,,,,,,,,,,,,,,,,
418560,,,2851,90,4603.566905230001,1200.0,64,,,,,,,,,,,
419040,10621.070108,1200.0,,,,,,0.2,0.0,0.036120653,0.38544921875,-0.03715277615410741,3.590763786435127,2040,0.0003,0.9630066752433777,-274.7566351890564,1.363562822341919
420240,10549.534893,1200.0,,,,,,,,,,,,,,,,
420608,,,2884,91,4609.15585175,1200.0,64,,,,,,,,,,,
421440,10220.491296,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.035069175,0.369580078125,-0.03451634885859676,3.5294622335582972,2050,0.0003,0.9617643356323242,-274.58958702087403,1.3456051349639893
422640,10281.613591,1200.0,,,,,,,,,,,,,,,,
422656,,,2918,92,4614.71583895,1200.0,64,,,,,,,,,,,
423840,10257.584037,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.035169993,0.36962890625,-0.03763173845945857,3.506394900381565,2060,0.0003,0.9618073105812073,-274.475123500824,1.5228769779205322
424704,,,2943,93,4617.69106313,1200.0,64,,,,,,,,,,,
425040,6609.576926,1200.0,,,,,,0.2,0.0,0.03912314,0.3578125,-0.03668165416747797,4.195704013854265,2070,0.0003,0.9619282484054565,-274.49922494888307,1.6381429433822632
426240,6566.394468,1200.0,,,,,,,,,,,,,,,,
426752,,,2976,94,4623.77592448,1200.0,64,,,,,,,,,,,
427440,12225.835856,1200.0,,,,,,0.2,0.0,0.03613842,0.349609375,-0.033281711893505414,2.8924423925578595,2080,0.0003,0.9610651731491089,-274.3733528137207,1.647085428237915
428640,12212.878887,1200.0,,,,,,,,,,,,,,,,
428800,,,3009,95,4631.079317309999,1200.0,64,,,,,,,,,,,
429840,8509.091024,1200.0,,,,,,0.2,1.1920928955078125e-07,0.03398843,0.336865234375,-0.03224709896167042,4.947864897549152,2090,0.0003,0.9609267711639404,-274.2533592224121,3.0020363330841064
430848,,,3034,96,4633.89755777,1200.0,64,,,,,,,,,,,
431040,8413.485937,1200.0,,,,,,0.2,0.0,0.033771172,0.357275390625,-0.03676619369944092,4.258031093329191,2100,0.0003,0.959695041179657,-274.07037830352783,2.1602373123168945
432240,8438.391367,1200.0,,,,,,,,,,,,,,,,
432896,,,3068,97,4640.197760630001,1200.0,64,,,,,,,,,,,
433440,10460.045777,1200.0,,,,,,0.2,0.0,0.032066472,0.3384765625,-0.028567304770695044,3.6700548052787783,2110,0.0003,0.9591795206069946,-273.884596824646,1.730787754058838
434640,10482.207586,1200.0,,,,,,,,,,,,,,,,
434944,,,3101,98,4646.08078696,1200.0,64,,,,,,,,,,,
435840,12710.25866,1200.0,,,,,,0.2,0.0,0.034025602,0.36953125,-0.03330938471190166,3.3469407368451356,2120,0.0003,0.9594056606292725,-273.85460166931153,2.0659096240997314
436992,,,3126,99,4649.08587649,1200.0,64,,,,,,,,,,,
437040,12526.349326,1200.0,,,,,,0.2,0.0,0.036645003,0.361328125,-0.039888344475184564,5.173834379017353,2130,0.0003,0.9596176743507385,-273.8795969963074,2.0050504207611084
438240,12525.508356,1200.0,,,,,,,,,,,,,,,,
439040,,,3159,100,4656.37828319,1200.0,64,,,,,,,,,,,
439440,10561.889757,1200.0,,,,,,0.2,5.960464477539063e-08,0.036091983,0.35068359375,-0.03547773443860933,3.6706939190626144,2140,0.0003,0.9583223462104797,-273.7468451499939,1.75081205368042
440640,10533.165725,1200.0,,,,,,,,,,,,,,,,
441088,,,3192,101,4663.57052478,1200.0,64,,,,,,,,,,,
441840,12081.531988,1200.0,,,,,,0.2,1.1920928955078125e-07,0.035629656,0.370068359375,-0.03545676870999159,4.351147696375847,2150,0.0003,0.9574326872825623,-273.5276777267456,3.1984457969665527
443040,12096.553292,1200.0,,,,,,,,,,,,,,,,
443136,,,3225,102,4671.295205019999,1200.0,64,,,,,,,,,,,
444240,12891.967991,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.037375312,0.363916015625,-0.03632662253803574,4.667539013177157,2160,0.0003,0.9571697115898132,-273.3982996940613,1.7300207614898682
445184,,,3251,103,4674.903063289999,1200.0,64,,,,,,,,,,,
445440,10468.288036,1200.0,,,,,,0.2,0.0,0.037173234,0.374267578125,-0.03531098437088076,4.95070978552103,2170,0.0003,0.9561958909034729,-273.2363426208496,3.295217990875244
446640,10400.31419,1200.0,,,,,,,,,,,,,,,,
447232,,,3284,104,4682.32061567,1200.0,64,,,,,,,,,,,
447840,10427.112158,1200.0,,,,,,0.2,0.0,0.039908182,0.38447265625,-0.040056306519545615,5.389812222868204,2180,0.0003,0.9554755687713623,-273.0548018455505,2.2791061401367188
449040,10445.705818,1200.0,,,,,,,,,,,,,,,,
449280,,,3317,105,4690.19907231,1200.0,64,,,,,,,,,,,
450240,8901.290284,1200.0,,,,,,0.2,0.0,0.04071846,0.370703125,-0.041458303114632146,4.402966744452715,2190,0.0003,0.9548752903938293,-272.90295457839966,2.2078652381896973
451328,,,3342,106,4694.216343120001,1200.0,64,,,,,,,,,,,
451440,10744.074033,1200.0,,,,,,0.2,0.0,0.037229057,0.352587890625,-0.034327318219584416,5.126325640827417,2200,0.0003,0.9547233581542969,-272.82487897872926,2.3948302268981934
452640,10759.374123,1200.0,,,,,,,,,,,,,,,,
453376,,,3376,107,4703.142462530001,1200.0,64,,,,,,,,,,,
453840,12337.880972,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.0317771,0.33583984375,-0.03438395038829185,5.982170331478119,2210,0.0003,0.954417884349823,-272.72454471588134,3.356930732727051
455040,12324.598147,1200.0,,,,,,,,,,,,,,,,
455424,,,3409,108,4712.2251997,1200.0,64,,,,,,,,,,,
456240,10423.024393,1200.0,,,,,,0.2,5.960464477539063e-08,0.03594218,0.35185546875,-0.03566897283308208,7.899466076493264,2220,0.0003,0.9542937874794006,-272.70168619155885,3.7237820625305176
457440,10335.669239,1200.0,,,,,,,,,,,,,,,,
457472,,,3442,109,4720.83843541,1200.0,64,,,,,,,,,,,
458640,10263.996108,1200.0,,,,,,0.2,0.0,0.03971576,0.392724609375,-0.03829910686763469,4.592452580481767,2230,0.0003,0.9530147314071655,-272.54840793609617,1.6083753108978271
459520,,,3467,110,4725.66883996,1200.0,64,,,,,,,,,,,
459840,9866.142811,1200.0,,,,,,0.2,0.0,0.03755038,0.369677734375,-0.03572618508187588,6.285625637322664,2240,0.0003,0.9507867097854614,-272.1416553497314,3.607487678527832
461040,9844.332913,1200.0,,,,,,,,,,,,,,,,
461568,,,3500,111,4735.06202175,1200.0,64,,,,,,,,,,,
462240,7959.57826,1200.0,,,,,,0.2,0.0,0.037816994,0.36015625,-0.03413265878334641,6.3413200914859775,2250,0.0003,0.9500503540039062,-271.84057388305666,2.7924511432647705
463440,7996.579837,1200.0,,,,,,,,,,,,,,,,
463616,,,3534,112,4745.35044048,1200.0,64,,,,,,,,,,,
464640,9935.949604,1200.0,,,,,,0.2,0.0,0.030986167,0.35029296875,-0.030911730378284118,6.581320285797119,2260,0.0003,0.9492197036743164,-271.6571434020996,2.9681403636932373
465664,,,3560,113,4750.562630789999,1200.0,64,,,,,,,,,,,
465840,9957.367361,1200.0,,,,,,0.2,5.960464477539063e-08,0.03575591,0.34228515625,-0.03614546524186153,5.4851935304701325,2270,0.0003,0.9486865997314453,-271.49445486068726,2.7405717372894287
467040,9937.577834,1200.0,,,,,,,,,,,,,,,,
467712,,,3594,114,4761.12589445,1200.0,64,,,,,,,,,,,
468240,10177.278881,1200.0,,,,,,0.2,0.0,0.0365301,0.34970703125,-0.03345482079021167,7.61848905980587,2280,0.0003,0.9486552476882935,-271.4275071144104,3.145838737487793
469440,10166.399689,1200.0,,,,,,,,,,,,,,,,
469760,,,3628,115,4771.530326339999,1200.0,64,,,,,,,,,,,
470640,10217.714466,1200.0,,,,,,0.2,0.0,0.031992495,0.354931640625,-0.033613886623061265,8.046542966365815,2290,0.0003,0.9492363333702087,-271.48019819259645,4.250900745391846
471808,,,3654,116,4777.24135495,1200.0,65,,,,,,,,,,,
471840,10292.868397,1200.0,,,,,,0.2,5.960464477539063e-08,0.04214795,0.379052734375,-0.03792886338196695,6.238430934399366,2300,0.0003,0.9488708972930908,-271.49193143844604,3.7431929111480713
473040,10375.068131,1200.0,,,,,,,,,,,,,,,,
473856,,,3688,117,4788.59063146,1200.0,64,,,,,,,,,,,
474240,10367.958063,1200.0,,,,,,0.2,0.0,0.03415913,0.366748046875,-0.037264429303468204,9.063309198617935,2310,0.0003,0.9476428031921387,-271.2784568786621,4.97377872467041
475440,10382.319307,1200.0,,,,,,,,,,,,,,,,
475904,,,3722,118,4800.5390682199995,1200.0,64,,,,,,,,,,,
476640,8848.803914,1200.0,,,,,,0.2,0.0,0.035941552,0.364599609375,-0.03574083056300879,7.9582978412508965,2320,0.0003,0.9464839100837708,-271.02179794311525,3.9107649326324463
477840,8874.538084,1200.0,,,,,,,,,,,,,,,,
477952,,,3756,119,4812.06086894,1200.0,64,,,,,,,,,,,
479040,8012.854023,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.03481692,0.35751953125,-0.03349116822355427,7.326893289387226,2330,0.0003,0.945594847202301,-270.81528396606444,3.9837965965270996
480000,,,3782,120,4818.4997666300005,1200.0,64,,,,,,,,,,,
480240,8126.996037,1200.0,,,,,,0.2,5.960464477539063e-08,0.033656485,0.344189453125,-0.033082975570869165,8.221221248805524,2340,0.0003,0.9439565539360046,-270.53545808792114,3.982037305831909
481440,8159.82774,1200.0,,,,,,,,,,,,,,,,
482048,,,3816,121,4831.77774016,1200.0,64,,,,,,,,,,,
482640,7875.063734,1200.0,,,,,,0.2,0.0,0.033255514,0.3466796875,-0.03748427918035304,8.97530880123377,2350,0.0003,0.9436780214309692,-270.32464599609375,2.857189893722534
483840,7821.913007,1200.0,,,,,,,,,,,,,,,,
484096,,,3850,122,4845.2196307799995,1200.0,64,,,,,,,,,,,
485040,7601.788902,1200.0,,,,,,0.2,0.0,0.04072095,0.3513671875,-0.0357217452256009,10.587171855568887,2360,0.0003,0.9436614513397217,-270.295033454895,4.62278413772583
486144,,,3876,123,4851.36968435,1200.0,64,,,,,,,,,,,
486240,7652.726314,1200.0,,,,,,0.2,0.0,0.04035929,0.365966796875,-0.03438142915838398,7.049601903557777,2370,0.0003,0.9431047439575195,-270.20354681015016,3.3686070442199707
487440,7689.221262,1200.0,,,,,,,,,,,,,,,,
488192,,,3909,124,4865.2896502,1200.0,64,,,,,,,,,,,
488640,7636.292637,1200.0,,,,,,0.2,0.0,0.034130547,0.35751953125,-0.033082062561879864,11.712912230193615,2380,0.0003,0.9433714151382446,-270.1833508491516,6.358214378356934
489840,7641.287324,1200.0,,,,,,,,,,,,,,,,
490240,,,3942,125,4880.93887687,1200.0,64,,,,,,,,,,,
491040,8077.474406,1200.0,,,,,,0.2,0.0,0.04017947,0.3384765625,-0.03154306176293176,10.171067035198211,2390,0.0003,0.9431193470954895,-270.13068199157715,3.829845428466797
492240,8102.452694,1200.0,,,,,,,,,,,,,,,,
492288,,,3975,126,4895.3843465499995,1200.0,64,,,,,,,,,,,
493440,8005.647586,1200.0,,,,,,0.2,1.1920928955078125e-07,0.038646284,0.369482421875,-0.037226983267464674,9.633709035813808,2400,0.0003,0.9434570670127869,-270.12617015838623,5.180135726928711
494336,,,4000,127,4903.178167540001,1200.0,65,,,,,,,,,,,
494640,8994.52092,1200.0,,,,,,0.2,0.0,0.032120947,0.3326171875,-0.033254185097757724,12.157052138447762,2410,0.0003,0.9419804811477661,-269.96150398254395,6.908487796783447
495840,8989.085155,1200.0,,,,,,,,,,,,,,,,
496384,,,4034,128,4919.91541674,1200.0,64,,,,,,,,,,,
497040,12214.492092,1200.0,,,,,,0.2,0.0,0.036327295,0.330859375,-0.032095973650575614,10.936717197299004,2420,0.0003,0.9413411021232605,-269.6563761711121,5.929323196411133
498240,12209.543165,1200.0,,,,,,,,,,,,,,,,
498432,,,4067,129,4936.696137580001,1200.0,64,,,,,,,,,,,
499440,12003.507904,1200.0,,,,,,0.2,5.960464477539063e-08,0.035800617,0.357421875,-0.034583298589859625,12.002310833334922,2430,0.0003,0.9406205415725708,-269.4863983154297,5.945261001586914
500480,,,4093,130,4945.52080964,1200.0,65,,,,,,,,,,,
500640,10280.91445,1200.0,,,,,,0.2,0.0,0.03456548,0.324072265625,-0.02848930948530324,12.814203046262264,2440,0.0003,0.9396706223487854,-269.3116297721863,5.3918046951293945
501840,10243.691575,1200.0,,,,,,,,,,,,,,,,
502528,,,4127,131,4963.38117344,1200.0,65,,,,,,,,,,,
503040,10133.185386,1200.0,,,,,,0.2,0.0,0.03452973,0.360302734375,-0.03007813484291546,11.52662117779255,2450,0.0003,0.9394248127937317,-269.1782690048218,3.8348491191864014
504240,10097.777465,1200.0,,,,,,,,,,,,,,,,
504576,,,4160,132,4980.72678428,1200.0,64,,,,,,,,,,,
505440,10198.420721,1200.0,,,,,,0.2,0.0,0.040143635,0.383349609375,-0.037676645690225996,9.937752765417098,2460,0.0003,0.9382997155189514,-268.97361307144166,3.4434609413146973
506624,,,4186,133,4989.81955923,1200.0,65,,,,,,,,,,,
506640,10116.498409,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.037358813,0.347314453125,-0.03191145002783742,11.545507000386715,2470,0.0003,0.9389174580574036,-268.9193175315857,5.334515571594238
507840,10162.697406,1200.0,,,,,,,,,,,,,,,,
508672,,,4220,134,5008.87479584,1200.0,65,,,,,,,,,,,
509040,10048.327634,1200.0,,,,,,0.2,5.960464477539063e-08,0.035560656,0.34404296875,-0.03448019734059926,14.517801949381829,2480,0.0003,0.93886798620224,-268.97627153396604,7.334196090698242
510240,10025.476642,1200.0,,,,,,,,,,,,,,,,
510720,,,4254,135,5028.979958280001,1200.0,64,,,,,,,,,,,
511440,9911.445973,1200.0,,,,,,0.2,0.0,0.03439459,0.318115234375,-0.032202511618379503,18.85134081542492,2490,0.0003,0.938586413860321,-268.8870707511902,10.034465789794922
512640,9899.984393,1200.0,,,,,,,,,,,,,,,,
512768,,,4288,136,5049.68186597,1200.0,64,,,,,,,,,,,
513840,9399.262583,1200.0,,,,,,0.2,0.0,0.031216715,0.322705078125,-0.02953020795539487,15.163421627879142,2500,0.0003,0.9377052187919617,-268.7262742996216,7.2359538078308105
514816,,,4314,137,5059.9550721099995,1200.0,65,,,,,,,,,,,
515040,7681.322667,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.037112147,0.350537109375,-0.03180471496889368,15.010390400886536,2510,0.0003,0.9370856881141663,-268.5512473106384,8.299745559692383
516240,7615.522365,1200.0,,,,,,,,,,,,,,,,
516864,,,4348,138,5081.07010681,1200.0,64,,,,,,,,,,,
517440,7129.545101,1200.0,,,,,,0.2,5.960464477539063e-08,0.037988227,0.3498046875,-0.0319798921351321,13.616382358968258,2520,0.0003,0.935984194278717,-268.3473596572876,7.204334259033203
518640,7194.136309,1200.0,,,,,,,,,,,,,,,,
518912,,,4382,139,5101.3806811800005,1200.0,64,,,,,,,,,,,
519840,9591.471532,1200.0,,,,,,0.2,5.960464477539063e-08,0.03603982,0.35029296875,-0.03280783419322688,13.187975943088531,2530,0.0003,0.9357598423957825,-268.1681678771973,7.114819049835205
520960,,,4408,140,5112.17662815,1200.0,65,,,,,,,,,,,
521040,11555.179322,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.04531573,0.37587890625,-0.04065650489355903,14.551297821104527,2540,0.0003,0.9358044266700745,-268.13044652938845,5.257846832275391
522240,11541.698635,1200.0,,,,,,,,,,,,,,,,
523008,,,4442,141,5134.221987650001,1200.0,65,,,,,,,,,,,
523440,12342.814952,1200.0,,,,,,0.2,0.0,0.035730712,0.360498046875,-0.033629007145646025,13.722796392440795,2550,0.0003,0.9341837763786316,-267.9477585792541,8.108826637268066
524640,12337.821911,1200.0,,,,,,,,,,,,,,,,
525056,,,4476,142,5157.229331619999,1200.0,64,,,,,,,,,,,
525840,10200.561626,1200.0,,,,,,0.2,0.0,0.0350569,0.338427734375,-0.031156158141675404,13.925365129113198,2560,0.0003,0.9343794584274292,-267.80786142349245,5.607444763183594
527040,10164.568827,1200.0,,,,,,,,,,,,,,,,
527104,,,4510,143,5180.23993888,1200.0,64,,,,,,,,,,,
528240,11916.7794,1200.0,,,,,,0.2,0.0,0.03697118,0.357958984375,-0.03269600223284215,15.690923807024955,2570,0.0003,0.934101939201355,-267.7863635063171,7.774866104125977
529152,,,4536,144,5192.372548870001,1200.0,65,,,,,,,,,,,
529440,11503.727772,1200.0,,,,,,0.2,0.0,0.04196287,0.350341796875,-0.037267360344412734,18.261271265149116,2580,0.0003,0.9343965649604797,-267.77461977005004,7.485977649688721
530640,11539.494173,1200.0,,,,,,,,,,,,,,,,
531200,,,4570,145,5217.15499965,1200.0,64,,,,,,,,,,,
531840,10481.43108,1200.0,,,,,,0.2,0.0,0.033661425,0.313037109375,-0.02801644608261995,19.123062136769295,2590,0.0003,0.9340990781784058,-267.7495738983154,9.327890396118164
533040,10466.823688,1200.0,,,,,,,,,,,,,,,,
533248,,,4604,146,5242.94651429,1200.0,64,,,,,,,,,,,
534240,12535.609388,1200.0,,,,,,0.2,0.0,0.035605308,0.321435546875,-0.029211792373098434,16.406692689657213,2600,0.0003,0.9343954920768738,-267.7270366668701,7.217416763305664
535296,,,4631,147,5254.121220229999,1200.0,65,,,,,,,,,,,
535440,14441.800375,1200.0,,,,,,0.2,0.0,0.043253668,0.38662109375,-0.031910718188737516,22.946035054326057,2610,0.0003,0.9336392879486084,-267.6605894088745,8.088335037231445
536640,14451.816463,1200.0,,,,,,,,,,,,,,,,
537344,,,4665,148,5279.39829479,1200.0,64,,,,,,,,,,,
537840,14233.516381,1200.0,,,,,,0.2,0.0,0.036215734,0.3470703125,-0.03460360744793434,17.2583571434021,2620,0.0003,0.9344369769096375,-267.6680283546448,6.854617118835449
539040,14178.904443,1200.0,,,,,,,,,,,,,,,,
539392,,,4698,149,5304.07783206,1200.0,64,,,,,,,,,,,
540240,13001.174063,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.03652744,0.36201171875,-0.02914259633689653,13.898709332942962,2630,0.0003,0.9339761137962341,-267.60364189147947,5.384487628936768
541440,12965.370451,1200.0,,,,,,,,,,,,,,,,
541440,,,4732,150,5329.28820334,1200.0,64,,,,,,,,,,,
542640,14546.796419,1200.0,,,,,,0.2,0.0,0.038272433,0.364892578125,-0.031485355240874924,18.56229762136936,2640,0.0003,0.932879626750946,-267.4476559638977,8.38229751586914
543488,,,4757,151,5340.280987110001,1200.0,65,,,,,,,,,,,
543840,14676.370663,1200.0,,,,,,0.2,5.960464477539063e-08,0.040037613,0.39912109375,-0.03278736443608068,12.804569973051548,2650,0.0003,0.9324429035186768,-267.2768449783325,6.089801788330078
545040,14658.125025,1200.0,,,,,,,,,,,,,,,,
545536,,,4790,152,5363.930698009999,1200.0,64,,,,,,,,,,,
546240,14585.466128,1200.0,,,,,,0.2,5.960464477539063e-08,0.036269598,0.371630859375,-0.03297577349585481,15.383818003535271,2660,0.0003,0.9323807954788208,-267.21368017196653,7.1904296875
547440,14585.035787,1200.0,,,,,,,,,,,,,,,,
547584,,,4823,153,5390.77342849,1200.0,64,,,,,,,,,,,
548640,14282.493414,1200.0,,,,,,0.2,1.1920928955078125e-07,0.037878767,0.333740234375,-0.03222373125026934,17.66052702963352,2670,0.0003,0.9310789108276367,-267.03991813659667,6.289248466491699
549632,,,4848,154,5402.548636640001,1200.0,65,,,,,,,,,,,
549840,12830.54172,1200.0,,,,,,0.2,1.1920928955078125e-07,0.037666425,0.37919921875,-0.03263371418288443,17.517125806212427,2680,0.0003,0.9311010241508484,-266.8817663192749,8.843762397766113
551040,12828.955032,1200.0,,,,,,,,,,,,,,,,
551680,,,4881,155,5428.4635045,1200.0,65,,,,,,,,,,,
552240,12889.204064,1200.0,,,,,,0.2,0.0,0.03798892,0.358056640625,-0.03247501005243976,18.91313661634922,2690,0.0003,0.9305651783943176,-266.8088102340698,12.556781768798828
553440,12897.342252,1200.0,,,,,,,,,,,,,,,,
553728,,,4914,156,5455.32771072,1200.0,65,,,,,,,,,,,
554640,12943.571862,1200.0,,,,,,0.2,1.1920928955078125e-07,0.036564417,0.38203125,-0.033468046892085115,16.107290703058244,2700,0.0003,0.9295913577079773,-266.6322569847107,10.023346900939941
555776,,,4938,157,5469.326412289999,1200.0,65,,,,,,,,,,,
555840,12993.375844,1200.0,,,,,,0.2,0.0,0.039561488,0.343798828125,-0.031012184714199975,20.043241986632346,2710,0.0003,0.9285696148872375,-266.4202773094177,11.212382316589355
557040,12969.52822,1200.0,,,,,,,,,,,,,,,,
557824,,,4972,158,5498.18025745,1200.0,65,,,,,,,,,,,
558240,13119.212348,1200.0,,,,,,0.2,0.0,0.03729486,0.3529296875,-0.031293424565228635,22.77919223308563,2720,0.0003,0.9276307225227356,-266.19524536132815,12.427217483520508
559440,13085.685964,1200.0,,,,,,,,,,,,,,,,
559872,,,5006,159,5526.12711027,1200.0,65,,,,,,,,,,,
560640,13186.344316,1200.0,,,,,,0.2,0.0,0.039814644,0.3376953125,-0.03163305241905619,25.449608898162843,2730,0.0003,0.9272662401199341,-266.0033455848694,12.69732666015625
561840,13191.122026,1200.0,,,,,,,,,,,,,,,,
561920,,,5040,160,5554.74035289,1200.0,65,,,,,,,,,,,
563040,13261.986881,1200.0,,,,,,0.2,0.0,0.04212277,0.390625,-0.03417479275376536,21.565477734804155,2740,0.0003,0.9266311526298523,-265.8543246269226,11.666519165039062
563968,,,5066,161,5568.804253800002,1200.0,65,,,,,,,,,,,
564240,15151.710025,1200.0,,,,,,0.2,5.960464477539063e-08,0.0425853,0.39794921875,-0.035188700148137284,22.209942787885666,2750,0.0003,0.9259846806526184,-265.73816614151,9.71130657196045
565440,15161.486341,1200.0,,,,,,,,,,,,,,,,
566016,,,5100,162,5597.1366953199995,1200.0,65,,,,,,,,,,,
566640,13324.813635,1200.0,,,,,,0.2,0.0,0.042439297,0.352978515625,-0.033902352883887946,24.957736200094224,2760,0.0003,0.9265621900558472,-265.7019503593445,11.777092933654785
567840,13331.791504,1200.0,,,,,,,,,,,,,,,,
568064,,,5134,163,5626.14219166,1200.0,65,,,,,,,,,,,
569040,13549.230861,1200.0,,,,,,0.2,5.960464477539063e-08,0.04463,0.405078125,-0.033629816069151275,23.673233997821807,2770,0.0003,0.9256321787834167,-265.5967304229736,9.344968795776367
570112,,,5160,164,5641.5656382900015,1200.0,65,,,,,,,,,,,
570240,13048.433707,1200.0,,,,,,0.2,0.0,0.03500571,0.336181640625,-0.028005452861543746,26.8289495408535,2780,0.0003,0.9244968891143799,-265.39737157821656,14.847125053405762
571440,13037.94916,1200.0,,,,,,,,,,,,,,,,
572160,,,5194,165,5671.7902078100005,1200.0,65,,,,,,,,,,,
572640,14170.816027,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.041910008,0.380224609375,-0.03526525898341788,19.656107226014136,2790,0.0003,0.9237380027770996,-265.1898500442505,11.175994873046875
573840,14139.708608,1200.0,,,,,,,,,,,,,,,,
574208,,,5228,166,5701.658770679999,1200.0,65,,,,,,,,,,,
575040,14605.299239,1200.0,,,,,,0.2,0.0,0.04347279,0.3521484375,-0.03029364791000262,19.88813586831093,2800,0.0003,0.9225826263427734,-264.94055223464966,9.40418529510498
576240,14633.561977,1200.0,,,,,,,,,,,,,,,,
576256,,,5262,167,5731.255816010002,1200.0,64,,,,,,,,,,,
577440,14602.709987,1200.0,,,,,,0.2,0.0,0.03471008,0.34560546875,-0.0277384535089368,28.221941110491752,2810,0.0003,0.9222798943519592,-264.79190664291383,13.999961853027344
578304,,,5288,168,5747.288656400002,1200.0,65,,,,,,,,,,,
578640,14273.674405,1200.0,,,,,,0.2,0.0,0.032396622,0.346728515625,-0.03125548800744582,25.797088649868964,2820,0.0003,0.9217344522476196,-264.66175880432127,11.136852264404297
579840,14273.339944,1200.0,,,,,,,,,,,,,,,,
580352,,,5322,169,5778.565524000001,1200.0,65,,,,,,,,,,,
581040,14080.388111,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.039123386,0.348388671875,-0.030451773045933807,26.399399623274803,2830,0.0003,0.9213197231292725,-264.5382151603699,11.984128952026367
582240,14080.964408,1200.0,,,,,,,,,,,,,,,,
582400,,,5355,170,5809.253052870002,1200.0,65,,,,,,,,,,,
583440,11267.431924,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.04080219,0.40107421875,-0.03295745057694148,22.13228869140148,2840,0.0003,0.9205440878868103,-264.36779098510743,14.280068397521973
584448,,,5380,171,5825.38736307,1200.0,65,,,,,,,,,,,
584640,11166.379568,1200.0,,,,,,0.2,0.0,0.035029307,0.341259765625,-0.029209916075342336,24.694489860534667,2850,0.0003,0.920110285282135,-264.2740550994873,13.407896995544434
585840,11174.537018,1200.0,,,,,,,,,,,,,,,,
586496,,,5413,172,5859.103736700001,1200.0,65,,,,,,,,,,,
587040,11155.909001,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.036374167,0.328369140625,-0.02996285992267076,25.463112020492552,2860,0.0003,0.9192800521850586,-264.1457664489746,10.518288612365723
588240,11148.632944,1200.0,,,,,,,,,,,,,,,,
588544,,,5446,173,5893.99601279,1200.0,65,,,,,,,,,,,
589440,14033.644748,1200.0,,,,,,0.2,0.0,0.0367283,0.3095703125,-0.024844154465245082,25.799625197052954,2870,0.0003,0.9189108610153198,-263.9999603271484,9.815258979797363
590592,,,5472,174,5910.724191190001,1200.0,65,,,,,,,,,,,
590640,11132.366044,1200.0,,,,,,0.2,-1.1920928955078125e-07,0.04398375,0.357080078125,-0.03103251628635917,28.92439011335373,2880,0.0003,0.9186553955078125,-263.931342792511,15.942928314208984
591840,11102.793783,1200.0,,,,,,,,,,,,,,,,
592640,,,5506,175,5946.06898324,1200.0,65,,,,,,,,,,,
593040,11026.807972,1200.0,,,,,,0.2,0.0,0.041873693,0.358447265625,-0.02747683206835063,26.93776512145996,2890,0.0003,0.9183898568153381,-263.8457105636597,9.764175415039062
594240,11061.448186,1200.0,,,,,,,,,,,,,,,,
