eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/loss,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed
17.24222183227539,12.0,390144,0.0003,-2.2589197143912316,0.006111907531158067,1900,0.433349609375,0.16510345,16.354717594385146,0.2,-1.1920928955078125e-07,6.784677505493164,,,,,
21.104755401611328,12.0,391168,,,,,,,,,,,,,,,
12.170400619506836,12.0,392192,0.0003,-2.277311708778143,0.037921505766280464,1910,0.4482421875,0.14612651,14.97879879772663,0.2,-1.1920928955078125e-07,8.798541069030762,,,,,
17.931987762451172,12.0,393216,,,,,,,,,,,,,,,
19.10943031311035,12.0,394240,0.0003,-2.2544762559235094,-0.019555447425227614,1920,0.435595703125,0.14293256,13.00778592377901,0.2,-1.1920928955078125e-07,7.014702320098877,,,,,
16.524532318115234,12.0,395264,,,,,,,,,,,,,,,
18.08605194091797,12.0,396288,0.0003,-2.2713837660849094,0.004466706974199042,1930,0.385693359375,0.114005655,14.656787598133088,0.2,0.0,8.204334259033203,,,,,
22.251190185546875,12.0,397312,,,,,,,,,,,,,,,
18.69386100769043,12.0,398336,0.0003,-2.308316769450903,0.0006011123739881441,1940,0.399755859375,0.11071073,13.378695124387741,0.2,0.0,5.496922492980957,,,,,
23.10352897644043,12.0,399360,,,,,,,,,,,,,,,
13.461711883544922,12.0,400384,0.0003,-2.277147477865219,-0.020775592463905923,1950,0.414111328125,0.12333098,11.5604402333498,0.2,0.0,5.717618465423584,,,,,
6.568382263183594,12.0,401408,,,,,,,,,,,,,,,
8.944554328918457,12.0,402432,0.0003,-2.2629278995096684,-0.0034193659201264383,1960,0.39208984375,0.1268849,12.041702270507812,0.2,5.960464477539063e-08,4.740335941314697,,,,,
14.929763793945312,12.0,403456,,,,,,,,,,,,,,,
20.29067611694336,12.0,404480,0.0003,-2.2614715188741683,0.014969912100059445,1970,0.475927734375,0.13810305,11.636430364847183,0.2,-1.1920928955078125e-07,7.797802448272705,,,,,
19.62650489807129,12.0,405504,,,,,,,,,,,,,,,
16.507949829101562,12.0,406528,0.0003,-2.2776702903211117,-0.01234766928391764,1980,0.442822265625,0.1381834,13.373801377415656,0.2,5.960464477539063e-08,7.958940029144287,,,,,
16.791149139404297,12.0,407552,,,,,,,,,,,,,,,
10.678661346435547,12.0,408576,0.0003,-2.2716440171003343,-0.02131108849571319,1990,0.423779296875,0.1318813,10.365826997160912,0.2,1.7881393432617188e-07,5.59124231338501,,,,,
16.683788299560547,12.0,409600,,,,,,,,,,,,,,,
,,409600,,,,,,,,,,,200,15.98819985,587,12.0,697
18.025482177734375,12.0,410624,0.0003,-2.270355700701475,0.01946760919963708,2000,0.396044921875,0.11733094,11.899140609800815,0.2,0.0,7.785223007202148,,,,,
14.980047225952148,12.0,411648,,,,,,,,,,,,,,,
