eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/policy_gradient_loss,train/loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed
180.0,13.76467514038086,1024,,,,,,,,,,,,,,,
180.0,12.554580688476562,2048,,,,,,,,,,,,,,,
180.0,13.700921058654785,3072,-0.018819510773209914,12.734119415283203,0.029296875,10,0.006694744,0.2,-5.884398370236158,0.00021463632583618164,20.836536841467023,3e-05,,,,,
180.0,14.873151779174805,4096,,,,,,,,,,,,,,,
180.0,14.21514892578125,5120,-0.021654676308025957,25.985519409179688,0.0431640625,20,0.008631591,0.2,-5.87771074026823,-0.0010956525802612305,16.579523176699876,3e-05,,,,,
180.0,12.58838176727295,6144,,,,,,,,,,,,,,,
180.0,13.004255294799805,7168,-0.020290600532462122,8.955947875976562,0.035986328125,30,0.007214864,0.2,-5.8712428964674475,3.62396240234375e-05,18.37683259397745,3e-05,,,,,
180.0,13.404580116271973,8192,,,,,,,,,,,,,,,
180.0,12.76919174194336,9216,-0.022348931967280806,17.325946807861328,0.0484375,40,0.007920742,0.2,-5.863899499922991,-0.0033342838287353516,15.335724986717105,3e-05,,,,,
180.0,13.43427848815918,10240,,,,,,,,,,,,,,,
180.0,12.458386421203613,11264,-0.02281130220872001,8.229042053222656,0.04208984375,50,0.007496644,0.2,-5.854007861763239,0.0,16.87953194566071,3e-05,,,,,
180.0,15.332452774047852,12288,,,,,,,,,,,,,,,
180.0,14.254293441772461,13312,-0.02267644141538767,15.402831077575684,0.047119140625,60,0.007778812,0.2,-5.845524276047945,-3.5762786865234375e-07,18.894560439512134,3e-05,,,,,
180.0,14.091623306274414,14336,,,,,,,,,,,,,,,
180.0,13.983122825622559,15360,-0.021482977482810382,5.175506591796875,0.0384765625,70,0.007815327,0.2,-5.837582476437092,1.1920928955078125e-07,16.94969672523439,3e-05,,,,,
180.0,14.663762092590332,16384,,,,,,,,,,,,,,,
180.0,13.28921890258789,17408,-0.019337782897855503,10.720520973205566,0.05205078125,80,0.008263428,0.2,-5.829256293922663,0.0,18.01038125231862,3e-05,,,,,
180.0,14.493730545043945,18432,,,,,,,,,,,,,,,
180.0,14.97201156616211,19456,-0.018590901443531038,10.450422286987305,0.02978515625,90,0.0062022265,0.2,-5.82224293500185,1.7881393432617188e-07,19.17631538063288,3e-05,,,,,
180.0,15.042215347290039,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,13.775976820000004,180.0,293,10,69
180.0,13.91943645477295,21504,-0.021928485833086597,9.686491966247559,0.030322265625,100,0.006328525,0.2,-5.816977400332689,0.0,15.892341823130845,3e-05,,,,,
180.0,14.055368423461914,22528,,,,,,,,,,,,,,,
180.0,13.72922134399414,23552,-0.021154322184156627,25.648061752319336,0.034130859375,110,0.006917054,0.2,-5.813640080392361,0.0,20.7935944378376,3e-05,,,,,
180.0,14.823945999145508,24576,,,,,,,,,,,,,,,
180.0,12.921875,25600,-0.019679806762542284,14.795096397399902,0.034326171875,120,0.007295871,0.2,-5.804136449843645,0.0,15.356963538378476,3e-05,,,,,
180.0,14.068582534790039,26624,,,,,,,,,,,,,,,
180.0,13.01312255859375,27648,-0.019905418482085224,10.395333290100098,0.032421875,130,0.0069185244,0.2,-5.795668933540583,0.0,16.645444662868975,3e-05,,,,,
180.0,14.082347869873047,28672,,,,,,,,,,,,,,,
180.0,14.471049308776855,29696,-0.020674934427734114,11.4384126663208,0.035009765625,140,0.007388224,0.2,-5.787850800901651,0.0,19.336766002327202,3e-05,,,,,
180.0,14.179288864135742,30720,,,,,,,,,,,,,,,
180.0,13.92683219909668,31744,-0.020345924750290578,6.960968971252441,0.027587890625,150,0.007299205,0.2,-5.777714119106531,0.0,18.0657953992486,3e-05,,,,,
180.0,13.482721328735352,32768,,,,,,,,,,,,,,,
180.0,15.233476638793945,33792,-0.02052175070384692,11.674543380737305,0.054833984375,160,0.008362208,0.2,-5.76497391834855,0.0,17.310427094623446,3e-05,,,,,
180.0,14.317235946655273,34816,,,,,,,,,,,,,,,
180.0,14.461679458618164,35840,-0.021132353836947004,3.9936342239379883,0.035205078125,170,0.007607872,0.2,-5.75112197548151,0.0,18.385564759373665,3e-05,,,,,
180.0,13.937752723693848,36864,,,,,,,,,,,,,,,
180.0,14.319169998168945,37888,-0.018620649789227173,7.1776862144470215,0.0248046875,180,0.0058116564,0.2,-5.7398597218096254,0.0,19.86304068006575,3e-05,,,,,
180.0,15.619735717773438,38912,,,,,,,,,,,,,,,
180.0,14.025876998901367,39936,-0.01658900740840181,16.900352478027344,0.01396484375,190,0.005625572,0.2,-5.729216527938843,2.980232238769531e-07,20.69295751545578,3e-05,,,,,
180.0,13.361349105834961,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,14.246539380000002,180.0,296,20,138
180.0,14.010894775390625,41984,-0.021247090668839518,20.15604019165039,0.042236328125,200,0.0073997616,0.2,-5.713441694527864,0.0,19.11703668087721,3e-05,,,,,
180.0,13.542024612426758,43008,,,,,,,,,,,,,,,
180.0,14.953792572021484,44032,-0.019625587213158723,16.44585609436035,0.03515625,210,0.0068499213,0.2,-5.700851105153561,0.0,17.97728764042258,3e-05,,,,,
180.0,14.440286636352539,45056,,,,,,,,,,,,,,,
180.0,13.343509674072266,46080,-0.021783629117635428,13.52851390838623,0.035546875,220,0.0070259944,0.2,-5.688909896463156,1.7881393432617188e-07,18.599787719175218,3e-05,,,,,
180.0,13.857380867004395,47104,,,,,,,,,,,,,,,
180.0,13.885908126831055,48128,-0.018005554893170482,15.312342643737793,0.0220703125,230,0.0061760442,0.2,-5.674786148220301,0.0,20.41402775272727,3e-05,,,,,
180.0,14.568550109863281,49152,,,,,,,,,,,,,,,
180.0,13.844768524169922,50176,-0.019699254439910874,11.932132720947266,0.028857421875,240,0.0066873697,0.2,-5.667077176272869,0.0,17.663300266116856,3e-05,,,,,
180.0,16.02206039428711,51200,,,,,,,,,,,,,,,
180.0,13.161312103271484,52224,-0.018157020887520046,18.85692596435547,0.029736328125,250,0.0067226575,0.2,-5.661789718270302,0.0,17.63378044106066,3e-05,,,,,
180.0,14.943014144897461,53248,,,,,,,,,,,,,,,
180.0,14.185401916503906,54272,-0.022014911024234605,8.700611114501953,0.031982421875,260,0.0078102807,0.2,-5.662503743171692,0.0,17.348734509199858,3e-05,,,,,
180.0,13.643588066101074,55296,,,,,,,,,,,,,,,
180.0,14.501749992370605,56320,-0.019688091675197937,15.288748741149902,0.03291015625,270,0.006977316,0.2,-5.661045890301466,0.0,22.779016152769326,3e-05,,,,,
180.0,14.637018203735352,57344,,,,,,,,,,,,,,,
180.0,15.19092082977295,58368,-0.019019579546147726,6.005926609039307,0.028662109375,280,0.007104112,0.2,-5.654010094702244,0.0,18.879548962786792,3e-05,,,,,
180.0,14.221138000488281,59392,,,,,,,,,,,,,,,
