time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
1024,180.0,14.601286888122559,,,,,,,,,,,,,,,
2048,180.0,13.840988159179688,,,,,,,,,,,,,,,
3072,180.0,12.97698974609375,0.2,40.09242248535156,0.38759765625,0.0003,0.02425678,0.0003909468650817871,45.22918677330017,-0.04300313243293204,10,-5.869336427748204,,,,,
4096,180.0,12.748530387878418,,,,,,,,,,,,,,,
5120,180.0,14.508722305297852,0.2,13.366142272949219,0.370068359375,0.0003,0.026764445,0.0,38.62681507766247,-0.04172819161321968,20,-5.840494924783707,,,,,
6144,180.0,14.680109024047852,,,,,,,,,,,,,,,
7168,180.0,13.795405387878418,0.2,15.375033378601074,0.380078125,0.0003,0.024148341,0.0,37.18475504219532,-0.04296269836340798,30,-5.811088103055954,,,,,
8192,180.0,13.747095108032227,,,,,,,,,,,,,,,
9216,180.0,14.764005661010742,0.2,27.63559341430664,0.360546875,0.0003,0.023348885,0.0,47.23014261126518,-0.04792531168350252,40,-5.779444433748722,,,,,
10240,180.0,14.7589750289917,,,,,,,,,,,,,,,
11264,180.0,14.314445495605469,0.2,26.257686614990234,0.340478515625,0.0003,0.022821791,0.0,44.886091178655626,-0.04208337635500357,50,-5.759634076058864,,,,,
12288,180.0,14.525288581848145,,,,,,,,,,,,,,,
13312,180.0,14.022198677062988,0.2,15.070648193359375,0.379345703125,0.0003,0.023356501,1.7881393432617188e-07,39.84028267264366,-0.04255988425866235,60,-5.727323852479458,,,,,
14336,180.0,14.467292785644531,,,,,,,,,,,,,,,
15360,180.0,14.124686241149902,0.2,14.28258228302002,0.3435546875,0.0003,0.02335548,0.0,35.17260713577271,-0.04289684636314632,70,-5.699727432429791,,,,,
16384,180.0,15.144357681274414,,,,,,,,,,,,,,,
17408,180.0,16.232341766357422,0.2,12.107878684997559,0.33779296875,0.0003,0.022552595,0.0,40.053489902615546,-0.04057598539511673,80,-5.677316303551197,,,,,
18432,180.0,12.885222434997559,,,,,,,,,,,,,,,
19456,180.0,14.738687515258789,0.2,24.401121139526367,0.3556640625,0.0003,0.024821945,1.1920928955078125e-07,40.534178751707074,-0.04390885860484559,90,-5.659918963909149,,,,,
20480,180.0,15.844939231872559,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,59,10,345,14.594549350000001,180.0
21504,180.0,13.85110855102539,0.2,20.558818817138672,0.309375,0.0003,0.022950323,0.0,39.407759603858,-0.04086997490376234,100,-5.634466235339642,,,,,
22528,180.0,16.3887939453125,,,,,,,,,,,,,,,
23552,180.0,15.678813934326172,0.2,22.7590274810791,0.332861328125,0.0003,0.022586627,1.1920928955078125e-07,41.61186166703701,-0.04273285810195375,110,-5.5996177569031715,,,,,
24576,180.0,14.119165420532227,,,,,,,,,,,,,,,
25600,180.0,15.13984203338623,0.2,19.1500244140625,0.326513671875,0.0003,0.021190193,5.960464477539063e-08,43.94690138101578,-0.04136668987266603,120,-5.566686427593231,,,,,
26624,180.0,16.884822845458984,,,,,,,,,,,,,,,
27648,180.0,14.852628707885742,0.2,14.061880111694336,0.36513671875,0.0003,0.023409372,-2.384185791015625e-07,37.755366212129594,-0.047532630487694405,130,-5.531664127111435,,,,,
28672,180.0,15.345613479614258,,,,,,,,,,,,,,,
29696,180.0,16.493545532226562,0.2,11.803410530090332,0.3240234375,0.0003,0.02264218,0.0,35.500958973169325,-0.04242132765939459,140,-5.498877847194672,,,,,
30720,180.0,16.467952728271484,,,,,,,,,,,,,,,
31744,180.0,14.329367637634277,0.2,28.48649024963379,0.303369140625,0.0003,0.020299729,-2.384185791015625e-07,38.81167143881321,-0.04077890095504699,150,-5.4808344617486,,,,,
32768,180.0,16.99527931213379,,,,,,,,,,,,,,,
33792,180.0,18.387081146240234,0.2,18.80452537536621,0.384814453125,0.0003,0.024167836,0.0,38.099725398421285,-0.048499197629280386,160,-5.418503607809543,,,,,
34816,180.0,15.817771911621094,,,,,,,,,,,,,,,
35840,180.0,17.747346878051758,0.2,14.15307903289795,0.33779296875,0.0003,0.022664892,0.0,40.222212833166125,-0.04521465839643497,170,-5.415449957549572,,,,,
36864,180.0,16.651256561279297,,,,,,,,,,,,,,,
37888,180.0,16.259296417236328,0.2,29.07353973388672,0.285009765625,0.0003,0.020321392,0.0,41.49080966114998,-0.03758404079999309,180,-5.39160887748003,,,,,
38912,180.0,16.815658569335938,,,,,,,,,,,,,,,
39936,180.0,16.534740447998047,0.2,18.685361862182617,0.36806640625,0.0003,0.025444742,0.0,40.396382194757464,-0.04319765822874615,190,-5.29955915659666,,,,,
40960,180.0,17.330951690673828,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,118,20,344,15.662553309999998,180.0
41984,180.0,16.85228729248047,0.2,17.28029441833496,0.344970703125,0.0003,0.024381058,0.0,41.47570990920067,-0.04345538323104847,200,-5.22493110448122,,,,,
43008,180.0,17.034900665283203,,,,,,,,,,,,,,,
44032,180.0,17.246700286865234,0.2,16.410856246948242,0.314111328125,0.0003,0.024429293,0.0,38.72212411463261,-0.04333854469005018,210,-5.183836679160595,,,,,
45056,180.0,20.123512268066406,,,,,,,,,,,,,,,
46080,180.0,18.059690475463867,0.2,26.617393493652344,0.367822265625,0.0003,0.025592266,0.0,44.0028303027153,-0.03992702154209837,220,-5.129821865260601,,,,,
47104,180.0,19.887643814086914,,,,,,,,,,,,,,,
48128,180.0,18.572233200073242,0.2,8.892082214355469,0.39208984375,0.0003,0.026909493,0.0,40.66587916612625,-0.044175698142498734,230,-5.058228754997254,,,,,
49152,180.0,20.993572235107422,,,,,,,,,,,,,,,
50176,180.0,21.57943344116211,0.2,18.501115798950195,0.423779296875,0.0003,0.030432882,0.0,38.65961543023586,-0.04435966035234742,240,-5.0138167783617975,,,,,
51200,180.0,20.905502319335938,,,,,,,,,,,,,,,
52224,180.0,17.12976837158203,0.2,15.366257667541504,0.38515625,0.0003,0.029760294,0.0,39.78320217728615,-0.04180886387184728,250,-4.93230568766594,,,,,
53248,180.0,18.680538177490234,,,,,,,,,,,,,,,
54272,180.0,20.485694885253906,0.2,13.386114120483398,0.38876953125,0.0003,0.031212498,0.0,36.904271230101585,-0.03979329519206658,260,-4.87063547372818,,,,,
55296,180.0,23.70328140258789,,,,,,,,,,,,,,,
56320,180.0,21.542905807495117,0.2,20.89063835144043,0.378759765625,0.0003,0.03147468,0.0,37.93832275569439,-0.03917614885867806,270,-4.747678613662719,,,,,
57344,180.0,21.92949676513672,,,,,,,,,,,,,,,
58368,180.0,24.98898696899414,0.2,23.243371963500977,0.48134765625,0.0003,0.03954595,-1.1920928955078125e-07,38.20832756757736,-0.04658377875311999,280,-4.660798193514347,,,,,
59392,180.0,22.060291290283203,,,,,,,,,,,,,,,
60416,180.0,25.351318359375,0.2,23.336759567260742,0.415966796875,0.0003,0.03898958,0.0,40.99418839812279,-0.043677619763184336,290,-4.584890662133693,,,,,
61440,180.0,22.72846031188965,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,178,30,344,20.412083170000002,180.0
62464,180.0,25.209625244140625,0.2,29.776458740234375,0.46005859375,0.0003,0.03941368,1.7881393432617188e-07,40.748866349458694,-0.044439927735948,300,-4.464906142652035,,,,,
63488,180.0,29.085609436035156,,,,,,,,,,,,,,,
64512,180.0,29.81346893310547,0.2,23.193408966064453,0.472607421875,0.0003,0.04913499,0.0,36.60055445432663,-0.03603084632341051,310,-4.352857479453087,,,,,
65536,180.0,30.5333251953125,,,,,,,,,,,,,,,
66560,180.0,31.197021484375,0.2,21.363332748413086,0.4888671875,0.0003,0.056387234,0.0,39.49715718924999,-0.03953923613007646,320,-4.183065575361252,,,,,
67584,180.0,34.44378662109375,,,,,,,,,,,,,,,
68608,180.0,32.88831329345703,0.2,16.77849578857422,0.585986328125,0.0003,0.04996358,0.0,39.69174770116806,-0.045029981431434864,330,-4.116606231033802,,,,,
69632,180.0,32.42180633544922,,,,,,,,,,,,,,,
70656,180.0,35.68788146972656,0.2,13.127815246582031,0.498095703125,0.0003,0.040896825,0.0,33.25159422159195,-0.036423396560712716,340,-4.062569712102413,,,,,
71680,180.0,34.977989196777344,,,,,,,,,,,,,,,
72704,180.0,37.30375671386719,0.2,18.012861251831055,0.46484375,0.0003,0.03246247,0.0,44.4725637614727,-0.03963387801195495,350,-4.036613748967648,,,,,
73728,180.0,36.959617614746094,,,,,,,,,,,,,,,
74752,180.0,40.94276428222656,0.2,24.527814865112305,0.5107421875,0.0003,0.033760216,0.0,40.113508561253546,-0.048937766544986515,360,-3.993605096638203,,,,,
75776,180.0,40.52436065673828,,,,,,,,,,,,,,,
76800,180.0,40.026729583740234,0.2,27.529617309570312,0.558251953125,0.0003,0.034503408,5.960464477539063e-08,43.21447774171829,-0.04125409750267863,370,-3.9272583320736887,,,,,
77824,180.0,41.28717041015625,,,,,,,,,,,,,,,
78848,180.0,46.9075813293457,0.2,22.108428955078125,0.502880859375,0.0003,0.03310243,0.0,47.500261932611465,-0.03984519600053318,380,-3.8379665739834308,,,,,
79872,180.0,45.8582763671875,,,,,,,,,,,,,,,
80896,180.0,45.917938232421875,0.2,27.82892608642578,0.4912109375,0.0003,0.030283492,0.0,45.825080525875094,-0.05079601337201893,390,-3.7420155741274357,,,,,
81920,180.0,48.71912384033203,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,238,40,343,34.49713644,180.0
82944,180.0,55.41424560546875,0.2,24.45781898498535,0.567724609375,0.0003,0.030551065,0.0,37.09472696185112,-0.05139308446960058,400,-3.6550105772912502,,,,,
83968,180.0,47.90618133544922,,,,,,,,,,,,,,,
84992,180.0,45.193214416503906,0.2,27.441852569580078,0.518115234375,0.0003,0.026569903,0.0,44.110703107714656,-0.04327929933351697,410,-3.627032570540905,,,,,
86016,180.0,47.57573318481445,,,,,,,,,,,,,,,
87040,180.0,50.77079391479492,0.2,33.11481857299805,0.58232421875,0.0003,0.038642943,0.0,45.30391622781754,-0.04584662049310282,420,-3.5552867971360684,,,,,
88064,180.0,52.97475814819336,,,,,,,,,,,,,,,
89088,180.0,47.428855895996094,0.2,17.02957534790039,0.60419921875,0.0003,0.03302007,1.1920928955078125e-07,38.04039754271507,-0.05040642007370479,430,-3.4687224239110948,,,,,
90112,180.0,53.51997375488281,,,,,,,,,,,,,,,
91136,180.0,54.86614227294922,0.2,13.788321495056152,0.59990234375,0.0003,0.043649647,1.7881393432617188e-07,38.220887440443036,-0.05464243314345367,440,-3.33035581856966,,,,,
92160,180.0,56.564613342285156,,,,,,,,,,,,,,,
93184,180.0,60.505958557128906,0.2,17.40489387512207,0.5939453125,0.0003,0.038529385,-2.384185791015625e-07,41.42262215614319,-0.049746057781158017,450,-3.264648277312517,,,,,
94208,180.0,55.97771453857422,,,,,,,,,,,,,,,
