eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean
12.84784984588623,1024,180.0,,,,,,,,,,,,,,,
13.517090797424316,2048,180.0,,,,,,,,,,,,,,,
12.185638427734375,3072,180.0,0.41474609375,0.00025713443756103516,10,0.2,7.160799503326416,-5.865791369974613,0.023333367,-0.042551976403046865,14.848653411120177,0.0003,,,,,
12.380250930786133,4096,180.0,,,,,,,,,,,,,,,
12.214689254760742,5120,180.0,0.3990234375,0.0,20,0.2,6.2648444175720215,-5.836794875562191,0.024238039,-0.04095258472079877,15.1927792660892,0.0003,,,,,
12.867377281188965,6144,180.0,,,,,,,,,,,,,,,
12.92471694946289,7168,180.0,0.39296875,0.0,30,0.2,5.899465084075928,-5.812978868186474,0.025737967,-0.042068283872504254,12.656319907307624,0.0003,,,,,
13.275291442871094,8192,180.0,,,,,,,,,,,,,,,
13.65968132019043,9216,180.0,0.375732421875,0.0,40,0.2,5.489503383636475,-5.796860130131245,0.022240361,-0.039756202773423864,15.737078953534365,0.0003,,,,,
12.904976844787598,10240,180.0,,,,,,,,,,,,,,,
13.501300811767578,11264,180.0,0.3662109375,0.0,50,0.2,7.342560768127441,-5.770583894848824,0.023842182,-0.04120030327903805,15.261071847379208,0.0003,,,,,
13.699213027954102,12288,180.0,,,,,,,,,,,,,,,
13.608327865600586,13312,180.0,0.29482421875,0.0,60,0.2,16.324499130249023,-5.769598722457886,0.020009303,-0.03232451572403079,16.193818566203117,0.0003,,,,,
13.283158302307129,14336,180.0,,,,,,,,,,,,,,,
12.768410682678223,15360,180.0,0.355712890625,5.960464477539063e-08,70,0.2,7.519932746887207,-5.745470932126045,0.022497179,-0.04032215752376942,13.00555211752653,0.0003,,,,,
12.960041046142578,16384,180.0,,,,,,,,,,,,,,,
13.570556640625,17408,180.0,0.32666015625,0.0,80,0.2,4.894992351531982,-5.745614124834537,0.02113005,-0.03614496871014126,15.839233586192131,0.0003,,,,,
13.727787017822266,18432,180.0,,,,,,,,,,,,,,,
13.265432357788086,19456,180.0,0.337841796875,0.0,90,0.2,2.4749088287353516,-5.725625360012055,0.020911593,-0.03746611184906214,15.079520931094885,0.0003,,,,,
14.333915710449219,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,10,13.21806719,272,75,180.0
13.67222785949707,21504,180.0,0.344482421875,0.0,100,0.2,5.421842098236084,-5.6777443692088125,0.022123024,-0.03920759685934172,13.684777621924876,0.0003,,,,,
13.45557975769043,22528,180.0,,,,,,,,,,,,,,,
13.127693176269531,23552,180.0,0.347021484375,0.0,110,0.2,7.054664611816406,-5.676170240342617,0.021885205,-0.040527229191502555,13.317810674011707,0.0003,,,,,
13.80178451538086,24576,180.0,,,,,,,,,,,,,,,
13.713829040527344,25600,180.0,0.31015625,0.0,120,0.2,5.978737831115723,-5.635278326272965,0.019220788,-0.03289997977990424,16.322880347073077,0.0003,,,,,
13.523576736450195,26624,180.0,,,,,,,,,,,,,,,
14.871479034423828,27648,180.0,0.346337890625,5.960464477539063e-08,130,0.2,12.227559089660645,-5.605497406423092,0.020949762,-0.03735620412335265,15.41052906960249,0.0003,,,,,
14.535615921020508,28672,180.0,,,,,,,,,,,,,,,
14.141044616699219,29696,180.0,0.3638671875,0.0,140,0.2,11.355783462524414,-5.59480028450489,0.020127373,-0.038849914584716316,14.18176503032446,0.0003,,,,,
15.367431640625,30720,180.0,,,,,,,,,,,,,,,
14.558451652526855,31744,180.0,0.389794921875,-1.1920928955078125e-07,150,0.2,4.217323303222656,-5.554264013469219,0.022734594,-0.04010908482887317,13.02624385803938,0.0003,,,,,
14.511356353759766,32768,180.0,,,,,,,,,,,,,,,
14.329484939575195,33792,180.0,0.35205078125,0.0,160,0.2,4.312249660491943,-5.529720605909825,0.020790992,-0.03714334041287657,13.833330814540385,0.0003,,,,,
14.501840591430664,34816,180.0,,,,,,,,,,,,,,,
13.284295082092285,35840,180.0,0.35771484375,0.0,170,0.2,11.672039985656738,-5.5104671895504,0.02386485,-0.03967929159553023,16.145932488143444,0.0003,,,,,
13.678363800048828,36864,180.0,,,,,,,,,,,,,,,
14.199787139892578,37888,180.0,0.35107421875,5.960464477539063e-08,180,0.2,8.887837409973145,-5.477280439436436,0.02182478,-0.03428985976206604,15.408364127576352,0.0003,,,,,
14.562711715698242,38912,180.0,,,,,,,,,,,,,,,
13.705474853515625,39936,180.0,0.36689453125,1.1920928955078125e-07,190,0.2,5.37062931060791,-5.440345117449761,0.023127398,-0.04081299974495778,17.382035456597805,0.0003,,,,,
15.23157787322998,40960,180.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,20,14.072419169999998,278,146,180.0
15.414631843566895,41984,180.0,0.34287109375,0.0,200,0.2,9.053698539733887,-5.401809139549732,0.021860983,-0.034061120086698794,15.762188948690891,0.0003,,,,,
14.461996078491211,43008,180.0,,,,,,,,,,,,,,,
14.8964204788208,44032,180.0,0.342724609375,0.0,210,0.2,11.494288444519043,-5.3519522726535795,0.01994783,-0.03585542343498673,15.932709208130836,0.0003,,,,,
15.725796699523926,45056,180.0,,,,,,,,,,,,,,,
14.829656600952148,46080,180.0,0.310791015625,0.0,220,0.2,9.662496566772461,-5.304869300127029,0.019722644,-0.032616844511358066,17.014452643692493,0.0003,,,,,
15.812121391296387,47104,180.0,,,,,,,,,,,,,,,
15.729484558105469,48128,180.0,0.35224609375,0.0,230,0.2,10.1417875289917,-5.262156747281551,0.020809807,-0.03507329415879212,16.078242737054826,0.0003,,,,,
16.74736213684082,49152,180.0,,,,,,,,,,,,,,,
16.24445152282715,50176,180.0,0.285546875,0.0,240,0.2,7.920173645019531,-5.2544520363211635,0.019591326,-0.030924066737497924,16.05033571124077,0.0003,,,,,
15.329323768615723,51200,180.0,,,,,,,,,,,,,,,
15.625506401062012,52224,180.0,0.37216796875,0.0,250,0.2,11.444220542907715,-5.1935011968016624,0.021298174,-0.03416670708247693,14.737440018355846,0.0003,,,,,
14.767511367797852,53248,180.0,,,,,,,,,,,,,,,
15.079891204833984,54272,180.0,0.31416015625,0.0,260,0.2,5.69770622253418,-5.158875219523907,0.018526288,-0.030322564393281938,16.23398640155792,0.0003,,,,,
14.501968383789062,55296,180.0,,,,,,,,,,,,,,,
16.55439567565918,56320,180.0,0.312158203125,0.0,270,0.2,7.03212308883667,-5.117744307219982,0.018855987,-0.03067687898874283,15.75687894821167,0.0003,,,,,
15.270084381103516,57344,180.0,,,,,,,,,,,,,,,
16.280887603759766,58368,180.0,0.31865234375,1.1920928955078125e-07,280,0.2,6.849976062774658,-5.02659352272749,0.019401263,-0.029882980151160154,14.555094461143018,0.0003,,,,,
17.243358612060547,59392,180.0,,,,,,,,,,,,,,,
15.940079689025879,60416,180.0,0.286328125,5.960464477539063e-08,290,0.2,4.079495429992676,-4.99640309214592,0.018755596,-0.026118805023725145,14.107176633179188,0.0003,,,,,
17.218618392944336,61440,180.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,30,15.82562051,277,221,180.0
17.117698669433594,62464,180.0,0.272119140625,-1.1920928955078125e-07,300,0.2,8.180580139160156,-4.937891520559788,0.018656697,-0.02726723966479767,13.379027557373046,0.0003,,,,,
16.569082260131836,63488,180.0,,,,,,,,,,,,,,,
17.66573143005371,64512,180.0,0.349853515625,0.0,310,0.2,8.178704261779785,-4.832826589047909,0.020788603,-0.03308830220776145,14.188519805669785,0.0003,,,,,
18.74449920654297,65536,180.0,,,,,,,,,,,,,,,
16.951696395874023,66560,180.0,0.333447265625,5.960464477539063e-08,320,0.2,8.894881248474121,-4.818472279608249,0.020373203,-0.031280771509045735,14.676304662227631,0.0003,,,,,
16.857707977294922,67584,180.0,,,,,,,,,,,,,,,
17.65146255493164,68608,180.0,0.318359375,-1.1920928955078125e-07,330,0.2,6.274376392364502,-4.771909791231155,0.018773204,-0.0332440263213357,14.875516137480735,0.0003,,,,,
17.507356643676758,69632,180.0,,,,,,,,,,,,,,,
19.980131149291992,70656,180.0,0.28779296875,0.0,340,0.2,6.483421802520752,-4.725965608656407,0.018872745,-0.027716516639338808,14.737179230153561,0.0003,,,,,
18.44200897216797,71680,180.0,,,,,,,,,,,,,,,
19.42622947692871,72704,180.0,0.27099609375,-1.1920928955078125e-07,350,0.2,7.621048927307129,-4.6226037129759785,0.017330298,-0.024903705187898594,15.661780498921871,0.0003,,,,,
20.84035301208496,73728,180.0,,,,,,,,,,,,,,,
18.65755844116211,74752,180.0,0.284716796875,0.0,360,0.2,6.521388053894043,-4.602385249733925,0.01961819,-0.02811514216809883,13.584558404237033,0.0003,,,,,
19.1966609954834,75776,180.0,,,,,,,,,,,,,,,
