eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/learning_rate,train/entropy_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/approx_kl,train/value_loss,train/n_updates,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps
54.291786193847656,613376,40.0,0.3693359375,0.0003,-5.488847666978836,33108.88671875,-0.014391927349788603,-1.1920928955078125e-07,0.2,0.048462167,66978.25065917968,2990,,,,,
50.2584228515625,614400,40.0,,,,,,,,,,,,,,,
,614400,,,,,,,,,,,,40.0,300,1109,1358.0706220099999,553
46.420169830322266,615424,40.0,0.383544921875,0.0003,-5.461363792419434,23372.83984375,-0.011370599833026063,0.0,0.2,0.05072535,56016.48428955078,3000,,,,,
50.38929748535156,616448,40.0,,,,,,,,,,,,,,,
55.04082107543945,617472,40.0,0.386181640625,0.0003,-5.45611435174942,22845.3984375,0.0016460784056107514,0.0,0.2,0.051240932,51550.5511352539,3010,,,,,
57.59625244140625,618496,40.0,,,,,,,,,,,,,,,
52.89483642578125,619520,40.0,0.400341796875,0.0003,-5.480696606636047,20286.15234375,-0.0014497649834083858,0.0,0.2,0.051217474,43300.48840332031,3020,,,,,
46.69898986816406,620544,40.0,,,,,,,,,,,,,,,
46.32493591308594,621568,40.0,0.4125,0.0003,-5.500326561927795,22913.462890625,0.004468909899878781,0.0,0.2,0.056508355,45966.27359619141,3030,,,,,
54.515541076660156,622592,40.0,,,,,,,,,,,,,,,
60.36872100830078,623616,40.0,0.39638671875,0.0003,-5.54455537199974,23486.72265625,0.0016083102105767465,0.0,0.2,0.05497311,50751.50069580078,3040,,,,,
56.19493103027344,624640,40.0,,,,,,,,,,,,,,,
53.8264045715332,625664,40.0,0.415673828125,0.0003,-5.534301255643368,30820.392578125,-0.00967497157107573,5.960464477539063e-08,0.2,0.057792,62661.02685546875,3050,,,,,
53.71876525878906,626688,40.0,,,,,,,,,,,,,,,
57.854373931884766,627712,40.0,0.3802734375,0.0003,-5.515911222994328,25104.158203125,-0.0017481787952419836,0.0,0.2,0.05155828,55068.89025878906,3060,,,,,
57.219268798828125,628736,40.0,,,,,,,,,,,,,,,
53.77925109863281,629760,40.0,0.407275390625,0.0003,-5.540893855690956,19053.765625,0.0013513615915144328,0.0,0.2,0.057879023,41610.4501953125,3070,,,,,
52.7056884765625,630784,40.0,,,,,,,,,,,,,,,
55.71503448486328,631808,40.0,0.397119140625,0.0003,-5.554020422697067,28381.37890625,0.001480081642512232,0.0,0.2,0.05163163,53511.41555175781,3080,,,,,
54.0162467956543,632832,40.0,,,,,,,,,,,,,,,
46.21921920776367,633856,40.0,0.403759765625,0.0003,-5.560850504040718,26035.818359375,-0.006922458288318012,0.0,0.2,0.05540832,49564.39432373047,3090,,,,,
42.528892517089844,634880,40.0,,,,,,,,,,,,,,,
,634880,,,,,,,,,,,,40.0,310,1145,1300.5524636600003,554
49.469688415527344,635904,40.0,0.407666015625,0.0003,-5.533019435405731,24330.798828125,-5.075468943687156e-05,5.960464477539063e-08,0.2,0.059433106,48812.9265625,3100,,,,,
54.74202346801758,636928,40.0,,,,,,,,,,,,,,,
46.77799606323242,637952,40.0,0.396337890625,0.0003,-5.504717043042183,17508.080078125,-0.003140531225653831,0.0,0.2,0.05493598,40392.18030395508,3110,,,,,
45.791011810302734,638976,40.0,,,,,,,,,,,,,,,
53.453224182128906,640000,40.0,0.41123046875,0.0003,-5.496140466630459,25150.3125,0.002797533963166643,0.0,0.2,0.05462602,54715.29967041015,3120,,,,,
51.31524658203125,641024,40.0,,,,,,,,,,,,,,,
57.522342681884766,642048,40.0,0.369921875,0.0003,-5.497354851663113,28536.298828125,-0.014858990664652082,0.0,0.2,0.050222285,60495.98314208984,3130,,,,,
55.573150634765625,643072,40.0,,,,,,,,,,,,,,,
48.84351348876953,644096,40.0,0.39775390625,0.0003,-5.492447791993618,19812.4609375,-0.0003802959196036682,0.0,0.2,0.05227859,47811.17067260742,3140,,,,,
58.433616638183594,645120,40.0,,,,,,,,,,,,,,,
59.88086700439453,646144,40.0,0.397607421875,0.0003,-5.49879404604435,25696.119140625,-0.007899564858234953,0.0,0.2,0.053897448,57199.666955566405,3150,,,,,
45.40803527832031,647168,40.0,,,,,,,,,,,,,,,
45.194435119628906,648192,40.0,0.3783203125,0.0003,-5.521104009449482,20764.767578125,-0.003373784174618777,0.0,0.2,0.054305207,50697.22509765625,3160,,,,,
55.88466262817383,649216,40.0,,,,,,,,,,,,,,,
55.90266418457031,650240,40.0,0.397412109375,0.0003,-5.546395929157734,24385.0546875,0.0014563735632691533,0.0,0.2,0.055764362,57245.84093017578,3170,,,,,
49.65829849243164,651264,40.0,,,,,,,,,,,,,,,
53.822574615478516,652288,40.0,0.4283203125,0.0003,-5.528027698397636,18708.76953125,0.00859966538992012,0.0,0.2,0.057122383,35970.90947265625,3180,,,,,
49.00221633911133,653312,40.0,,,,,,,,,,,,,,,
53.204837799072266,654336,40.0,0.41083984375,0.0003,-5.504210275411606,26481.623046875,0.009679081210924778,0.0,0.2,0.060153574,52348.82508544922,3190,,,,,
58.18390655517578,655360,40.0,,,,,,,,,,,,,,,
,655360,,,,,,,,,,,,40.0,320,1182,1281.9767488500001,554
53.420631408691406,656384,40.0,0.3953125,0.0003,-5.501308570802212,21785.314453125,0.0038538921100553123,1.1920928955078125e-07,0.2,0.051144276,40679.64313964844,3200,,,,,
50.630332946777344,657408,40.0,,,,,,,,,,,,,,,
54.893287658691406,658432,40.0,0.4060546875,0.0003,-5.522772713005542,20806.55859375,-0.000507652130909264,0.0,0.2,0.057135835,49059.30986328125,3210,,,,,
58.60626983642578,659456,40.0,,,,,,,,,,,,,,,
55.55205535888672,660480,40.0,0.412255859375,0.0003,-5.518575766682625,23137.373046875,0.0015013434051070363,-1.1920928955078125e-07,0.2,0.05962743,44407.019104003906,3220,,,,,
54.50304412841797,661504,40.0,,,,,,,,,,,,,,,
51.00856018066406,662528,40.0,0.38134765625,0.0003,-5.5041388243436815,20804.984375,-0.0007077592788846232,1.1920928955078125e-07,0.2,0.05169863,48557.90860595703,3230,,,,,
52.94107437133789,663552,40.0,,,,,,,,,,,,,,,
51.874351501464844,664576,40.0,0.39521484375,0.0003,-5.497106577455997,22788.1484375,0.008680613253090996,-1.1920928955078125e-07,0.2,0.054313462,45075.02302856445,3240,,,,,
57.67436981201172,665600,40.0,,,,,,,,,,,,,,,
