time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_range,train/clip_fraction,train/loss,train/learning_rate,train/entropy_loss,train/value_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/n_updates,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed
20480,15.83055591583252,180.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,209,180.0,14.191309890000003,10,97
21504,14.71798324584961,180.0,0.2,0.32548828125,19.986032485961914,0.0003,-5.629500536620617,40.4490209698677,0.021968713,0.003265976905822754,-0.033858263812726365,100,,,,,
22528,15.081350326538086,180.0,,,,,,,,,,,,,,,
23552,15.106335639953613,180.0,0.2,0.282763671875,12.399439811706543,0.0003,-5.624973148107529,44.223457956314085,0.023228344,0.010022759437561035,-0.03290765940982965,110,,,,,
24576,14.117708206176758,180.0,,,,,,,,,,,,,,,
25600,16.729412078857422,180.0,0.2,0.3087890625,13.715213775634766,0.0003,-5.629400329291821,37.04865514338017,0.023317821,0.004019021987915039,-0.030836959452426527,120,,,,,
26624,15.228799819946289,180.0,,,,,,,,,,,,,,,
27648,14.246550559997559,180.0,0.2,0.325830078125,19.1771240234375,0.0003,-5.574168947339058,35.14643118083477,0.021635957,0.00010371208190917969,-0.03299348156106134,130,,,,,
28672,14.791237831115723,180.0,,,,,,,,,,,,,,,
29696,14.9619722366333,180.0,0.2,0.325927734375,21.546586990356445,0.0003,-5.567699198424816,38.81146431565285,0.022081234,0.0031859278678894043,-0.032135226245736705,140,,,,,
30720,15.705810546875,180.0,,,,,,,,,,,,,,,
31744,17.059326171875,180.0,0.2,0.347119140625,25.060985565185547,0.0003,-5.5424303084611894,41.02351462244987,0.022616033,0.0013751387596130371,-0.03473204053298105,150,,,,,
32768,16.764097213745117,180.0,,,,,,,,,,,,,,,
33792,16.016414642333984,180.0,0.2,0.32900390625,23.574886322021484,0.0003,-5.520305572450161,45.47120671570301,0.02235144,0.00010991096496582031,-0.03246499697706895,160,,,,,
34816,15.883638381958008,180.0,,,,,,,,,,,,,,,
35840,17.40506362915039,180.0,0.2,0.31728515625,17.57392692565918,0.0003,-5.520795227587223,38.82852891087532,0.0219061,0.0013903379440307617,-0.03432885868533049,170,,,,,
36864,16.24520492553711,180.0,,,,,,,,,,,,,,,
37888,16.093704223632812,180.0,0.2,0.3236328125,26.177078247070312,0.0003,-5.477027654647827,43.62232044637203,0.020308398,0.0007289648056030273,-0.0323737183061894,180,,,,,
38912,15.193037033081055,180.0,,,,,,,,,,,,,,,
39936,16.829452514648438,180.0,0.2,0.3478515625,21.33516502380371,0.0003,-5.425170503556728,45.64958789348602,0.022150986,0.0002964138984680176,-0.02927330153179355,190,,,,,
40960,17.487226486206055,180.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,234,180.0,15.715922350000003,20,174
41984,14.917720794677734,180.0,0.2,0.37255859375,23.335872650146484,0.0003,-5.398293371498585,44.22449480295181,0.023556039,0.0018888115882873535,-0.037651954148896036,200,,,,,
43008,17.93816375732422,180.0,,,,,,,,,,,,,,,
44032,17.681610107421875,180.0,0.2,0.317236328125,21.602128982543945,0.0003,-5.344117370247841,37.782558265328404,0.021435142,0.002172529697418213,-0.02989014367631171,210,,,,,
45056,16.373184204101562,180.0,,,,,,,,,,,,,,,
46080,15.140077590942383,180.0,0.2,0.347900390625,23.957002639770508,0.0003,-5.326480507850647,38.57449294030666,0.022054791,0.0,-0.029266241977893515,220,,,,,
47104,17.260326385498047,180.0,,,,,,,,,,,,,,,
48128,16.92813491821289,180.0,0.2,0.338330078125,16.933853149414062,0.0003,-5.276704138517379,44.91034923791885,0.024661414,-5.4001808166503906e-05,-0.030975054342707153,230,,,,,
49152,20.464595794677734,180.0,,,,,,,,,,,,,,,
50176,18.72067642211914,180.0,0.2,0.32041015625,22.803503036499023,0.0003,-5.227731028199196,45.78863498568535,0.021375779,-1.1920928955078125e-07,-0.030379141197772696,240,,,,,
51200,18.40615463256836,180.0,,,,,,,,,,,,,,,
52224,16.449417114257812,180.0,0.2,0.345263671875,18.0527286529541,0.0003,-5.152976110577583,41.00836670100689,0.019740451,0.0010741949081420898,-0.03197373463772237,250,,,,,
53248,18.739376068115234,180.0,,,,,,,,,,,,,,,
54272,21.375980377197266,180.0,0.2,0.280859375,32.30202865600586,0.0003,-5.153078311681748,41.897228652238844,0.018675383,0.001350700855255127,-0.02508101286148303,260,,,,,
55296,17.968074798583984,180.0,,,,,,,,,,,,,,,
56320,18.206939697265625,180.0,0.2,0.349609375,32.659427642822266,0.0003,-5.14858558177948,39.4069559186697,0.021955017,-0.0002963542938232422,-0.030376055378292223,270,,,,,
57344,18.11618423461914,180.0,,,,,,,,,,,,,,,
58368,17.781757354736328,180.0,0.2,0.32431640625,9.900091171264648,0.0003,-5.106956388056278,40.24247504174709,0.02122082,0.0,-0.03033330665930407,280,,,,,
59392,18.20342254638672,180.0,,,,,,,,,,,,,,,
60416,20.393043518066406,180.0,0.2,0.317626953125,16.19668197631836,0.0003,-5.085298642516136,35.66448946893215,0.021046387,0.00041943788528442383,-0.028503927872225176,290,,,,,
61440,17.741531372070312,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,235,180.0,17.860455540000004,30,261
62464,18.53936195373535,180.0,0.2,0.317431640625,15.304315567016602,0.0003,-5.033294402062893,48.68404583930969,0.019868167,0.0010501742362976074,-0.0283937671512831,300,,,,,
63488,18.42098045349121,180.0,,,,,,,,,,,,,,,
64512,21.841567993164062,180.0,0.2,0.36552734375,15.308548927307129,0.0003,-4.946485620737076,45.14264036715031,0.023102066,0.0,-0.031479046853201,310,,,,,
65536,22.321352005004883,180.0,,,,,,,,,,,,,,,
66560,21.453046798706055,180.0,0.2,0.296875,28.286291122436523,0.0003,-4.910558277368546,42.36903576552868,0.019623648,0.0,-0.02340408775562537,320,,,,,
67584,22.08133316040039,180.0,,,,,,,,,,,,,,,
68608,20.802871704101562,180.0,0.2,0.29404296875,22.627233505249023,0.0003,-4.827811409533024,41.18264787793159,0.017154869,0.0008454322814941406,-0.02622409286996117,330,,,,,
69632,20.883825302124023,180.0,,,,,,,,,,,,,,,
70656,20.020519256591797,180.0,0.2,0.28271484375,21.091562271118164,0.0003,-4.846207825839519,47.6971341997385,0.02040612,0.0,-0.025991864864772653,340,,,,,
71680,21.764957427978516,180.0,,,,,,,,,,,,,,,
72704,22.543746948242188,180.0,0.2,0.286767578125,26.604341506958008,0.0003,-4.7749737203121185,44.96290093064308,0.017430725,5.960464477539063e-08,-0.02568864221975673,350,,,,,
73728,25.857648849487305,180.0,,,,,,,,,,,,,,,
74752,23.447399139404297,180.0,0.2,0.294384765625,18.89299201965332,0.0003,-4.766583083570003,38.08644368350506,0.020314995,0.000709831714630127,-0.025415840570349246,360,,,,,
75776,23.407522201538086,180.0,,,,,,,,,,,,,,,
76800,23.005178451538086,180.0,0.2,0.305810546875,19.764385223388672,0.0003,-4.736606077849865,48.402123934030534,0.022063147,0.0006833076477050781,-0.026353017914516386,370,,,,,
77824,24.80816650390625,180.0,,,,,,,,,,,,,,,
78848,23.74581527709961,180.0,0.2,0.292041015625,13.820210456848145,0.0003,-4.693501916527748,42.48743853569031,0.020128906,0.0015447735786437988,-0.02597658491722541,380,,,,,
79872,24.773448944091797,180.0,,,,,,,,,,,,,,,
80896,26.183544158935547,180.0,0.2,0.28984375,22.8284854888916,0.0003,-4.662503185868263,42.65486613214016,0.020240493,0.00026786327362060547,-0.02330781022028532,390,,,,,
81920,26.445167541503906,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,238,180.0,22.654915699999993,40,343
82944,24.729049682617188,180.0,0.2,0.291845703125,22.236709594726562,0.0003,-4.625994551181793,45.8433221578598,0.019948017,-1.1920928955078125e-07,-0.024209103455359583,400,,,,,
83968,27.7401123046875,180.0,,,,,,,,,,,,,,,
84992,26.49538803100586,180.0,0.2,0.24345703125,17.3090877532959,0.0003,-4.547941857576371,42.82768504619598,0.01875107,0.0,-0.02157994555309415,410,,,,,
86016,25.0738525390625,180.0,,,,,,,,,,,,,,,
87040,25.582233428955078,180.0,0.2,0.304736328125,22.04502296447754,0.0003,-4.5006525099277495,34.8572475284338,0.020668333,0.0009403824806213379,-0.025301464705262334,420,,,,,
88064,28.278650283813477,180.0,,,,,,,,,,,,,,,
89088,29.347457885742188,180.0,0.2,0.292041015625,14.971083641052246,0.0003,-4.462090677022934,44.18723915815353,0.019563075,5.960464477539063e-08,-0.02314292767114239,430,,,,,
90112,29.29312515258789,180.0,,,,,,,,,,,,,,,
91136,29.80457305908203,180.0,0.2,0.2646484375,32.94822692871094,0.0003,-4.462069280445576,50.595687854290006,0.01773882,0.0,-0.021867314906558022,440,,,,,
92160,30.340085983276367,180.0,,,,,,,,,,,,,,,
93184,29.83653450012207,180.0,0.2,0.295068359375,27.742454528808594,0.0003,-4.423511566221714,48.83367446064949,0.020564869,0.0001323223114013672,-0.022486707216012293,450,,,,,
94208,30.07645034790039,180.0,,,,,,,,,,,,,,,
95232,32.01919174194336,180.0,0.2,0.26640625,20.604372024536133,0.0003,-4.403605526685714,49.58916050195694,0.021093234,9.21487808227539e-05,-0.024779136531287806,460,,,,,
96256,31.829174041748047,180.0,,,,,,,,,,,,,,,
97280,32.224159240722656,180.0,0.2,0.293115234375,10.69616413116455,0.0003,-4.377112272381782,53.49760575890541,0.02105508,0.0,-0.025904570591228547,470,,,,,
98304,32.52980041503906,180.0,,,,,,,,,,,,,,,
99328,34.093814849853516,180.0,0.2,0.27353515625,15.505830764770508,0.0003,-4.378267665207386,43.46906535923481,0.019225199,1.7881393432617188e-07,-0.019609286822378634,480,,,,,
100352,35.261165618896484,180.0,,,,,,,,,,,,,,,
101376,32.70867919921875,180.0,0.2,0.332861328125,18.93473243713379,0.0003,-4.323894926905632,51.58859589099884,0.020739153,5.960464477539063e-08,-0.027589934832940345,490,,,,,
102400,37.251625061035156,180.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,243,180.0,31.18302929,50,421
103424,35.565391540527344,180.0,0.2,0.273388671875,21.126983642578125,0.0003,-4.27594882696867,48.827700182795525,0.016688427,5.960464477539063e-08,-0.01845386639906792,500,,,,,
104448,36.982269287109375,180.0,,,,,,,,,,,,,,,
105472,39.920955657958984,180.0,0.2,0.285400390625,23.884052276611328,0.0003,-4.2422793984413145,56.06463868618012,0.018980125,0.0,-0.02073233733099187,510,,,,,
106496,41.027591705322266,180.0,,,,,,,,,,,,,,,
107520,40.330482482910156,180.0,0.2,0.21904296875,22.541772842407227,0.0003,-4.227943462133408,49.38592244982719,0.018225662,0.0005845427513122559,-0.01681473241187632,520,,,,,
108544,39.155033111572266,180.0,,,,,,,,,,,,,,,
109568,38.0407600402832,180.0,0.2,0.23828125,19.171602249145508,0.0003,-4.125246725976467,51.349209344387056,0.01617063,0.0,-0.016772146402217913,530,,,,,
110592,37.835105895996094,180.0,,,,,,,,,,,,,,,
111616,41.205726623535156,180.0,0.2,0.280322265625,24.932605743408203,0.0003,-4.0780029296875,55.60664072036743,0.020658828,-1.1920928955078125e-07,-0.023945146946061868,540,,,,,
112640,43.835350036621094,180.0,,,,,,,,,,,,,,,
113664,45.30870056152344,180.0,0.2,0.230712890625,33.33869171142578,0.0003,-3.986207542568445,49.88249149918556,0.016689599,2.384185791015625e-06,-0.014770253228198272,550,,,,,
114688,50.88288497924805,180.0,,,,,,,,,,,,,,,
115712,46.96213150024414,180.0,0.2,0.2591796875,19.763442993164062,0.0003,-3.945502709597349,56.80599721074104,0.01931535,0.0,-0.012441340494842735,560,,,,,
116736,50.51361083984375,180.0,,,,,,,,,,,,,,,
117760,48.15492248535156,180.0,0.2,0.287255859375,24.036846160888672,0.0003,-3.9194082796573637,52.73574281334877,0.021172255,1.1920928955078125e-07,-0.023490612022578718,570,,,,,
118784,47.43407440185547,180.0,,,,,,,,,,,,,,,
119808,45.82006072998047,180.0,0.2,0.239404296875,22.540740966796875,0.0003,-3.8620544567704203,56.73716266155243,0.017756348,0.0,-0.014014550407591742,580,,,,,
120832,47.63804244995117,180.0,,,,,,,,,,,,,,,
121856,49.552879333496094,180.0,0.2,0.200927734375,22.55398178100586,0.0003,-3.824919731169939,54.6219961643219,0.014428465,0.0,-0.012168401486997027,590,,,,,
122880,49.44775390625,180.0,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,250,180.0,45.16533791,60,490
123904,52.220542907714844,180.0,0.2,0.242919921875,25.413572311401367,0.0003,-3.769539689272642,54.29707849025726,0.018505007,0.0,-0.011675404547713698,600,,,,,
124928,54.112457275390625,180.0,,,,,,,,,,,,,,,
125952,52.58141326904297,180.0,0.2,0.225390625,17.828929901123047,0.0003,-3.6663828290998937,56.587937247753146,0.019131243,0.0,-0.016810221830382943,610,,,,,
126976,50.759681701660156,180.0,,,,,,,,,,,,,,,
128000,53.78224182128906,180.0,0.2,0.24609375,24.907480239868164,0.0003,-3.6602673612535,59.27723900675774,0.016109647,0.0,-0.009006080863036914,620,,,,,
129024,50.88475036621094,180.0,,,,,,,,,,,,,,,
130048,54.06317138671875,180.0,0.2,0.23603515625,27.720287322998047,0.0003,-3.6862065955996512,60.52612218260765,0.01898967,7.152557373046875e-06,-0.010172779971617274,630,,,,,
131072,56.155460357666016,180.0,,,,,,,,,,,,,,,
132096,52.9384880065918,180.0,0.2,0.2359375,19.804872512817383,0.0003,-3.6426514111459256,61.687187033891675,0.01865163,-2.014636993408203e-05,-0.006650241045281291,640,,,,,
133120,57.16475296020508,180.0,,,,,,,,,,,,,,,
134144,57.82227325439453,180.0,0.2,0.295703125,18.907207489013672,0.0003,-3.678460767865181,53.72346022725105,0.022107027,-2.944469451904297e-05,-0.015749420538486446,650,,,,,
135168,56.43918228149414,180.0,,,,,,,,,,,,,,,
136192,54.60862731933594,180.0,0.2,0.23115234375,30.468830108642578,0.0003,-3.728839509934187,51.90728139281273,0.017437704,-1.990795135498047e-05,-0.019036037786281667,660,,,,,
137216,54.90903091430664,180.0,,,,,,,,,,,,,,,
138240,57.47450256347656,180.0,0.2,0.2322265625,26.27684211730957,0.0003,-3.721746614575386,62.369699358940125,0.017856382,5.960464477539063e-08,-0.013913953295559622,670,,,,,
139264,59.01845169067383,180.0,,,,,,,,,,,,,,,
140288,59.58006286621094,180.0,0.2,0.19609375,32.4653205871582,0.0003,-3.686958771198988,57.52013503313064,0.018618422,0.0,-0.011718300779466517,680,,,,,
141312,62.751094818115234,180.0,,,,,,,,,,,,,,,
142336,62.534149169921875,180.0,0.2,0.22265625,30.369319915771484,0.0003,-3.7026899911463262,53.59196126461029,0.01571558,5.960464477539063e-08,-0.016393640029127708,690,,,,,
143360,61.901798248291016,180.0,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,256,180.0,56.44734555,70,559
144384,59.0042724609375,180.0,0.2,0.253369140625,26.860702514648438,0.0003,-3.7030815094709397,57.334910506010054,0.019792672,0.0,-0.012376962379494216,700,,,,,
145408,56.92767333984375,180.0,,,,,,,,,,,,,,,
146432,62.89486312866211,180.0,0.2,0.192236328125,36.867523193359375,0.0003,-3.6647260680794718,60.929993629455566,0.015460971,0.0,-0.013515185660799034,710,,,,,
147456,62.332618713378906,180.0,,,,,,,,,,,,,,,
148480,62.403785705566406,180.0,0.2,0.259765625,25.671138763427734,0.0003,-3.6296099968254567,63.35240947008133,0.018824391,0.0,-0.014669376765959896,720,,,,,
149504,63.604129791259766,180.0,,,,,,,,,,,,,,,
150528,66.10469818115234,180.0,0.2,0.251171875,27.36998748779297,0.0003,-3.610286972671747,49.24866690635681,0.019442275,0.0,-0.022184911447402554,730,,,,,
151552,64.2725601196289,180.0,,,,,,,,,,,,,,,
152576,64.48119354248047,180.0,0.2,0.249755859375,22.558149337768555,0.0003,-3.6239627480506895,56.70742458701134,0.016867839,0.0,-0.016433702994254416,740,,,,,
153600,63.60279846191406,180.0,,,,,,,,,,,,,,,
154624,62.438316345214844,180.0,0.2,0.218505859375,21.839500427246094,0.0003,-3.5998227067291735,58.901082527637485,0.017157767,5.960464477539063e-08,-0.012819271330954507,750,,,,,
155648,64.54512786865234,180.0,,,,,,,,,,,,,,,
156672,63.073219299316406,180.0,0.2,0.220458984375,32.21426010131836,0.0003,-3.5900531239807605,56.35869808197022,0.01718837,0.0,-0.021758617673185654,760,,,,,
157696,69.730224609375,180.0,,,,,,,,,,,,,,,
158720,69.01576232910156,180.0,0.2,0.206591796875,31.724090576171875,0.0003,-3.5507387936115267,59.91692181825638,0.016572224,2.1457672119140625e-06,-0.013021486403886229,770,,,,,
159744,66.56622314453125,180.0,,,,,,,,,,,,,,,
160768,71.57427215576172,180.0,0.2,0.2091796875,26.209514617919922,0.0003,-3.5579298101365566,54.731233769655226,0.015510911,0.0,-0.014560285313928034,780,,,,,
161792,67.3494644165039,180.0,,,,,,,,,,,,,,,
162816,70.7977066040039,180.0,0.2,0.19384765625,23.403621673583984,0.0003,-3.5795628100633623,56.29597477316857,0.016789816,0.0,-0.014450100905378349,790,,,,,
163840,69.78215026855469,180.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,260,180.0,64.21955921000001,80,628
164864,65.86305236816406,180.0,0.2,0.192724609375,28.323427200317383,0.0003,-3.5872127056121825,72.22904681563378,0.015770758,0.0,-0.014080626294889953,800,,,,,
165888,70.1259765625,180.0,,,,,,,,,,,,,,,
166912,72.13543701171875,180.0,0.2,0.16845703125,29.380781173706055,0.0003,-3.592995321750641,68.61708127856255,0.013598332,3.5762786865234375e-07,-0.01391540155018447,810,,,,,
167936,70.34153747558594,180.0,,,,,,,,,,,,,,,
168960,71.8380126953125,180.0,0.2,0.23330078125,29.1909236907959,0.0003,-3.588037545233965,56.239101791381835,0.016718855,0.0,-0.015155560318817152,820,,,,,
169984,70.41972351074219,180.0,,,,,,,,,,,,,,,
171008,70.79024505615234,180.0,0.2,0.186474609375,22.749984741210938,0.0003,-3.581492353975773,68.80250331163407,0.015600396,0.0,-0.013202190514130052,830,,,,,
172032,71.53608703613281,180.0,,,,,,,,,,,,,,,
173056,71.09368896484375,180.0,0.2,0.166552734375,34.353206634521484,0.0003,-3.5387376844882965,53.778802901506424,0.014459603,0.0,-0.013583683446631767,840,,,,,
174080,74.40773010253906,180.0,,,,,,,,,,,,,,,
175104,73.73715209960938,180.0,0.2,0.164697265625,28.07000732421875,0.0003,-3.530293433368206,55.407019805908206,0.011559417,0.0,-0.015345334040466696,850,,,,,
176128,70.60365295410156,180.0,,,,,,,,,,,,,,,
177152,69.43221282958984,180.0,0.2,0.204736328125,27.509822845458984,0.0003,-3.5048063971102237,55.770804703235626,0.01715208,0.0,-0.015809924044879152,860,,,,,
178176,73.93550872802734,180.0,,,,,,,,,,,,,,,
179200,70.34398651123047,180.0,0.2,0.191650390625,31.776941299438477,0.0003,-3.4932093165814875,60.869627290964125,0.015245866,0.0,-0.011836495599709451,870,,,,,
180224,69.26522827148438,180.0,,,,,,,,,,,,,,,
181248,74.15034484863281,180.0,0.2,0.17744140625,37.87595748901367,0.0003,-3.5029086396098137,63.76480609178543,0.01629159,0.0,-0.011629856309446041,880,,,,,
182272,76.11577606201172,180.0,,,,,,,,,,,,,,,
183296,71.78558349609375,180.0,0.2,0.177783203125,19.85204315185547,0.0003,-3.5136548042297364,55.262613385915756,0.013456117,0.0,-0.012172347156592878,890,,,,,
184320,74.5308837890625,180.0,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,264,180.0,72.15909463,90,697
185344,75.62440490722656,180.0,0.2,0.1443359375,18.67727279663086,0.0003,-3.486616665124893,55.69141352176666,0.014933286,0.0,-0.008258194898371585,900,,,,,
186368,77.46638488769531,180.0,,,,,,,,,,,,,,,
187392,73.5302734375,180.0,0.2,0.13388671875,33.65879821777344,0.0003,-3.4978059023618697,62.65721324682236,0.012798989,0.0,-0.010357318681781181,910,,,,,
188416,75.05982971191406,180.0,,,,,,,,,,,,,,,
189440,78.95438385009766,180.0,0.2,0.150244140625,26.38580322265625,0.0003,-3.502909904718399,55.8597635447979,0.013848859,0.0,-0.012679456466867123,920,,,,,
190464,79.9406509399414,180.0,,,,,,,,,,,,,,,
191488,77.297607421875,180.0,0.2,0.160693359375,42.90000534057617,0.0003,-3.5015250355005265,68.30992642045021,0.014029988,-1.1920928955078125e-07,-0.01155453351966571,930,,,,,
192512,75.55628967285156,180.0,,,,,,,,,,,,,,,
193536,74.00177001953125,180.0,0.2,0.19501953125,45.33281707763672,0.0003,-3.486413988471031,60.41666595935821,0.0141984215,0.0,-0.01633457825082587,940,,,,,
194560,79.33027648925781,180.0,,,,,,,,,,,,,,,
195584,76.50923156738281,180.0,0.2,0.20927734375,29.343536376953125,0.0003,-3.4977607257664203,56.58559606075287,0.0152398255,0.0,-0.019547264590801205,950,,,,,
196608,78.45787048339844,180.0,,,,,,,,,,,,,,,
197632,76.52824401855469,180.0,0.2,0.187109375,27.44699478149414,0.0003,-3.496556330472231,56.74457960128784,0.013114925,0.0,-0.018848714769410434,960,,,,,
198656,82.20758056640625,180.0,,,,,,,,,,,,,,,
199680,76.48043823242188,180.0,0.2,0.19013671875,28.12187385559082,0.0003,-3.474406433105469,51.992726910114285,0.013440179,0.0,-0.014418711431062547,970,,,,,
200704,81.14851379394531,180.0,,,,,,,,,,,,,,,
201728,76.76222229003906,180.0,0.2,0.20556640625,22.448810577392578,0.0003,-3.476169978827238,53.775265163183214,0.01541281,0.0,-0.02201453769666841,980,,,,,
202752,80.37269592285156,180.0,,,,,,,,,,,,,,,
203776,82.06809997558594,180.0,0.2,0.179833984375,22.875551223754883,0.0003,-3.4552867569029333,54.08374915421009,0.015281161,0.0,-0.01659107963059796,990,,,,,
204800,85.35484313964844,180.0,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,267,180.0,77.90701135,100,766
205824,82.6484375,180.0,0.2,0.222607421875,22.991865158081055,0.0003,-3.4478545501828193,54.81487310528755,0.016894922,0.0,-0.017139971482538385,1000,,,,,
206848,82.2734603881836,180.0,,,,,,,,,,,,,,,
207872,82.80682373046875,180.0,0.2,0.2203125,33.34700393676758,0.0003,-3.450423900783062,65.47650656700134,0.014511708,0.0,-0.02510547226993367,1010,,,,,
208896,83.73524475097656,180.0,,,,,,,,,,,,,,,
209920,81.31642150878906,180.0,0.2,0.193603515625,18.60295295715332,0.0003,-3.436853890866041,58.487718898057935,0.014829174,-1.1920928955078125e-07,-0.01698618729424197,1020,,,,,
210944,80.53440856933594,180.0,,,,,,,,,,,,,,,
211968,80.954833984375,180.0,0.2,0.230859375,27.027868270874023,0.0003,-3.4331983998417854,56.74754402637482,0.016000241,0.0,-0.013151387414109195,1030,,,,,
212992,83.36776733398438,180.0,,,,,,,,,,,,,,,
214016,83.6892318725586,180.0,0.2,0.320263671875,39.982444763183594,0.0003,-3.414885102212429,59.384841883182524,0.020869827,0.0,-0.023881408772285794,1040,,,,,
215040,83.89086151123047,180.0,,,,,,,,,,,,,,,
216064,86.3602066040039,180.0,0.2,0.319970703125,21.330673217773438,0.0003,-3.391192052513361,55.13572888374328,0.018384557,0.0,-0.010622158793557901,1050,,,,,
217088,84.98210144042969,180.0,,,,,,,,,,,,,,,
218112,86.48121643066406,180.0,0.2,0.261181640625,24.374853134155273,0.0003,-3.4160236962139607,58.21563588380813,0.018524291,0.0,-0.017030702698684765,1060,,,,,
219136,85.27531433105469,180.0,,,,,,,,,,,,,,,
220160,87.8896255493164,180.0,0.2,0.30029296875,22.531200408935547,0.0003,-3.409914104640484,57.768936455249786,0.02139413,5.960464477539063e-08,-0.017523678175348324,1070,,,,,
221184,85.78305053710938,180.0,,,,,,,,,,,,,,,
222208,86.41835021972656,180.0,0.2,0.29443359375,17.112934112548828,0.0003,-3.379917023330927,59.92945356369019,0.021522675,0.0,-0.026598506375739815,1080,,,,,
223232,83.79270935058594,180.0,,,,,,,,,,,,,,,
224256,86.62344360351562,180.0,0.2,0.245263671875,31.167156219482422,0.0003,-3.3935502864420415,60.16747104525566,0.018547375,0.0,-0.022632684992277063,1090,,,,,
225280,84.48233032226562,180.0,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,269,180.0,83.25026428,110,835
226304,87.4442138671875,180.0,0.2,0.277783203125,28.80213737487793,0.0003,-3.393087889254093,55.9663581430912,0.020093855,0.0,-0.030412908559083008,1100,,,,,
227328,90.26181030273438,180.0,,,,,,,,,,,,,,,
228352,88.26134490966797,180.0,0.2,0.2037109375,19.875980377197266,0.0003,-3.3900869101285935,58.143364024162295,0.014644287,-3.5762786865234375e-07,-0.011583941143180709,1110,,,,,
229376,85.04792022705078,180.0,,,,,,,,,,,,,,,
230400,87.309814453125,180.0,0.2,0.286962890625,27.22003746032715,0.0003,-3.390853080153465,61.54567005038261,0.01776086,0.0,-0.020197307961643672,1120,,,,,
231424,89.7268295288086,180.0,,,,,,,,,,,,,,,
232448,90.55165100097656,180.0,0.2,0.25625,32.87953186035156,0.0003,-3.368397964537144,66.66460818052292,0.016207315,0.0,-0.02614901804481633,1130,,,,,
233472,88.15699768066406,180.0,,,,,,,,,,,,,,,
234496,89.90914916992188,180.0,0.2,0.312548828125,32.768795013427734,0.0003,-3.3637892797589304,60.3360530436039,0.017273193,0.0,-0.03178658970718971,1140,,,,,
