eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/learning_rate,train/loss,train/explained_variance,train/value_loss,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean
19.650257110595703,12.0,39936,-3.136838947981596,-0.04611192134907469,0.40771484375,0.2,0.11303934,190,0.0003,9.543939590454102,0.0,25.751736190915107,,,,,
21.509096145629883,12.0,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,12.0,83,492,20,17.99293463
15.985921859741211,12.0,41984,-3.0885076567530634,-0.048232191475108266,0.37109375,0.2,0.1011877,200,0.0003,8.37990951538086,0.0,25.117371693253517,,,,,
17.156646728515625,12.0,43008,,,,,,,,,,,,,,,
18.42418098449707,12.0,44032,-3.0280472323298455,-0.05037744630826637,0.37841796875,0.2,0.1010563,210,0.0003,10.280611991882324,0.0,24.022857296466828,,,,,
20.542407989501953,12.0,45056,,,,,,,,,,,,,,,
20.09813690185547,12.0,46080,-2.985901506245136,-0.041851687454618515,0.35439453125,0.2,0.080380835,220,0.0003,8.202291488647461,0.0,22.065802222490312,,,,,
20.323333740234375,12.0,47104,,,,,,,,,,,,,,,
17.573598861694336,12.0,48128,-2.934898992627859,-0.0460657923220424,0.377099609375,0.2,0.08643672,230,0.0003,13.335025787353516,0.0,23.484788793325425,,,,,
17.481266021728516,12.0,49152,,,,,,,,,,,,,,,
18.330265045166016,12.0,50176,-2.84670862108469,-0.0481272287433967,0.371044921875,0.2,0.08993801,240,0.0003,6.503103256225586,1.1920928955078125e-07,21.4833989828825,,,,,
20.732925415039062,12.0,51200,,,,,,,,,,,,,,,
20.339962005615234,12.0,52224,-2.7978008553385734,-0.03897294000344118,0.3166015625,0.2,0.07219985,250,0.0003,8.73748779296875,0.0,21.61078649163246,,,,,
18.532760620117188,12.0,53248,,,,,,,,,,,,,,,
18.972278594970703,12.0,54272,-2.729365159571171,-0.049497299926588315,0.382421875,0.2,0.1099459,260,0.0003,11.593783378601074,0.0,21.762373846769332,,,,,
21.75872802734375,12.0,55296,,,,,,,,,,,,,,,
20.741228103637695,12.0,56320,-2.6535596936941146,-0.043915055893012325,0.350048828125,0.2,0.09619586,270,0.0003,11.66927433013916,0.0,20.660889011621475,,,,,
20.750673294067383,12.0,57344,,,,,,,,,,,,,,,
23.4747314453125,12.0,58368,-2.599944518506527,-0.05036246302188374,0.392236328125,0.2,0.10767217,280,0.0003,8.015260696411133,1.1920928955078125e-07,19.734303665161132,,,,,
20.133424758911133,12.0,59392,,,,,,,,,,,,,,,
20.920063018798828,12.0,60416,-2.537108914554119,-0.0421842576659401,0.36982421875,0.2,0.11420103,290,0.0003,10.708762168884277,1.1920928955078125e-07,20.668311896920205,,,,,
21.02747344970703,12.0,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,12.0,124,493,30,21.81142918
19.551578521728516,12.0,62464,-2.5256532110273837,-0.04456720021262299,0.40185546875,0.2,0.13788912,300,0.0003,10.760319709777832,0.0,21.679959216713904,,,,,
22.58753204345703,12.0,63488,,,,,,,,,,,,,,,
20.050249099731445,12.0,64512,-2.47861687168479,-0.04213732709176839,0.36982421875,0.2,0.119324595,310,0.0003,8.26593017578125,0.0,19.63040844798088,,,,,
20.96959686279297,12.0,65536,,,,,,,,,,,,,,,
23.612619400024414,12.0,66560,-2.4290871605277062,-0.04440462104976177,0.359619140625,0.2,0.118768916,320,0.0003,7.529356479644775,0.0,19.41359624862671,,,,,
22.22576141357422,12.0,67584,,,,,,,,,,,,,,,
20.755374908447266,12.0,68608,-2.403397519886494,-0.03127213805273641,0.3259765625,0.2,0.10856448,330,0.0003,11.414873123168945,1.1920928955078125e-07,17.44502420425415,,,,,
20.320293426513672,12.0,69632,,,,,,,,,,,,,,,
24.2132568359375,12.0,70656,-2.378450608253479,-0.03835111561929807,0.3625,0.2,0.097416505,340,0.0003,10.482526779174805,0.0,18.543740773200987,,,,,
21.733211517333984,12.0,71680,,,,,,,,,,,,,,,
19.825143814086914,12.0,72704,-2.36411554440856,-0.031902675234596244,0.359423828125,0.2,0.08153039,350,0.0003,7.112833023071289,-1.1920928955078125e-07,16.147023409605026,,,,,
21.325756072998047,12.0,73728,,,,,,,,,,,,,,,
20.273914337158203,12.0,74752,-2.3434587948024275,-0.03393925499985926,0.300390625,0.2,0.07951981,360,0.0003,6.708869934082031,0.0,16.459050184488298,,,,,
20.150493621826172,12.0,75776,,,,,,,,,,,,,,,
21.46339225769043,12.0,76800,-2.3499426834285257,-0.030620321683818473,0.346044921875,0.2,0.07521467,370,0.0003,7.491703987121582,0.0,16.21560994386673,,,,,
21.948333740234375,12.0,77824,,,,,,,,,,,,,,,
21.266246795654297,12.0,78848,-2.3677473306655883,-0.03357437365775695,0.322314453125,0.2,0.083579026,380,0.0003,8.945208549499512,5.960464477539063e-08,16.267986848950386,,,,,
23.309215545654297,12.0,79872,,,,,,,,,,,,,,,
23.1535587310791,12.0,80896,-2.3548043340444567,-0.03684003389207646,0.33291015625,0.2,0.081291534,390,0.0003,8.515841484069824,5.960464477539063e-08,14.979535438120365,,,,,
20.314823150634766,12.0,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,12.0,166,490,40,24.17218086999999
20.671775817871094,12.0,82944,-2.345539239794016,-0.04203075876866933,0.38515625,0.2,0.089280024,400,0.0003,6.269129276275635,-1.1920928955078125e-07,15.841746771335602,,,,,
21.49264907836914,12.0,83968,,,,,,,,,,,,,,,
21.48430633544922,12.0,84992,-2.32022320330143,-0.03146874954982195,0.360595703125,0.2,0.076841526,410,0.0003,6.335176467895508,0.0,14.715636548399925,,,,,
23.502395629882812,12.0,86016,,,,,,,,,,,,,,,
22.810176849365234,12.0,87040,-2.326590169221163,-0.027128432638710363,0.32197265625,0.2,0.074207455,420,0.0003,7.492773056030273,0.0,14.26746227145195,,,,,
22.37963104248047,12.0,88064,,,,,,,,,,,,,,,
23.787830352783203,12.0,89088,-2.325169566273689,-0.03452687051758403,0.333447265625,0.2,0.06536493,430,0.0003,7.303762912750244,0.0,14.134314572811126,,,,,
20.057117462158203,12.0,90112,,,,,,,,,,,,,,,
21.81322479248047,12.0,91136,-2.320604793727398,-0.03009889462700812,0.3119140625,0.2,0.059299268,440,0.0003,6.279416084289551,-1.1920928955078125e-07,13.425899520516396,,,,,
19.766929626464844,12.0,92160,,,,,,,,,,,,,,,
22.703083038330078,12.0,93184,-2.326607955992222,-0.031503899041854314,0.340625,0.2,0.061364323,450,0.0003,6.891386985778809,5.960464477539063e-08,12.635940881073475,,,,,
20.783767700195312,12.0,94208,,,,,,,,,,,,,,,
22.245582580566406,12.0,95232,-2.3137016080319883,-0.03204010357731022,0.32646484375,0.2,0.059753444,460,0.0003,4.4329118728637695,0.0,12.02856411486864,,,,,
21.14480209350586,12.0,96256,,,,,,,,,,,,,,,
23.243011474609375,12.0,97280,-2.3095295041799546,-0.034196081422851424,0.338427734375,0.2,0.06895237,470,0.0003,5.801138401031494,5.960464477539063e-08,13.287016592919827,,,,,
20.613170623779297,12.0,98304,,,,,,,,,,,,,,,
20.875091552734375,12.0,99328,-2.3147033132612704,-0.03126918639463838,0.334228515625,0.2,0.06671493,480,0.0003,7.2931227684021,0.0,12.519085718691349,,,,,
23.200258255004883,12.0,100352,,,,,,,,,,,,,,,
20.582860946655273,12.0,101376,-2.300925838947296,-0.029479631027788854,0.329931640625,0.2,0.08157102,490,0.0003,5.648150444030762,-1.1920928955078125e-07,12.895925280451774,,,,,
22.068016052246094,12.0,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,12.0,208,492,50,22.8503098
21.669891357421875,12.0,103424,-2.2900132693350317,-0.023731246757961344,0.330224609375,0.2,0.07252008,500,0.0003,4.874084949493408,0.0,12.144409711658955,,,,,
21.10848617553711,12.0,104448,,,,,,,,,,,,,,,
22.9175968170166,12.0,105472,-2.282518470287323,-0.018993704514286947,0.368310546875,0.2,0.10416342,510,0.0003,7.109933376312256,-1.1920928955078125e-07,13.775020822882652,,,,,
22.523563385009766,12.0,106496,,,,,,,,,,,,,,,
22.200626373291016,12.0,107520,-2.2758566506206988,-0.0223144936710014,0.32880859375,0.2,0.07536838,520,0.0003,4.788641929626465,0.0,11.645605345070361,,,,,
23.79690170288086,12.0,108544,,,,,,,,,,,,,,,
20.335308074951172,12.0,109568,-2.2699515745043755,-0.015584857611975167,0.338330078125,0.2,0.08893041,530,0.0003,5.743137836456299,5.960464477539063e-08,11.773780858516693,,,,,
23.575653076171875,12.0,110592,,,,,,,,,,,,,,,
22.08511734008789,12.0,111616,-2.2843128845095633,-0.01623754156753421,0.292041015625,0.2,0.06454746,540,0.0003,7.256213188171387,0.0,11.359928296506405,,,,,
22.57493019104004,12.0,112640,,,,,,,,,,,,,,,
21.218618392944336,12.0,113664,-2.2969437658786775,-0.02714386080042459,0.335693359375,0.2,0.07047796,550,0.0003,6.392227649688721,0.0,11.848628491163254,,,,,
22.699434280395508,12.0,114688,,,,,,,,,,,,,,,
24.018033981323242,12.0,115712,-2.282180579006672,-0.024118581762741086,0.300830078125,0.2,0.06788737,560,0.0003,6.216968059539795,0.0,11.711864976584911,,,,,
22.299070358276367,12.0,116736,,,,,,,,,,,,,,,
22.113319396972656,12.0,117760,-2.290093320608139,-0.02664902569813421,0.400830078125,0.2,0.071022905,570,0.0003,5.24307107925415,0.0,10.968989944458007,,,,,
21.138015747070312,12.0,118784,,,,,,,,,,,,,,,
22.572446823120117,12.0,119808,-2.2894598975777627,-0.021085270986077376,0.2771484375,0.2,0.06356102,580,0.0003,4.884400844573975,0.0,10.990675705671311,,,,,
20.261009216308594,12.0,120832,,,,,,,,,,,,,,,
21.864540100097656,12.0,121856,-2.272851884365082,-0.013792668172391132,0.3068359375,0.2,0.05064334,590,0.0003,4.783621788024902,0.0,10.752542105317115,,,,,
21.83114242553711,12.0,122880,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,12.0,249,492,60,23.4191004
23.11771583557129,12.0,123904,-2.281196968257427,-0.022936493645829614,0.351708984375,0.2,0.051669374,600,0.0003,5.609794616699219,0.0,10.170095972716808,,,,,
23.8222599029541,12.0,124928,,,,,,,,,,,,,,,
21.139636993408203,12.0,125952,-2.2817576199769976,-0.02190296530170599,0.276318359375,0.2,0.06451983,610,0.0003,4.715692520141602,5.960464477539063e-08,11.376536698639393,,,,,
21.675457000732422,12.0,126976,,,,,,,,,,,,,,,
20.42422103881836,12.0,128000,-2.258013951033354,-0.022065165170351973,0.35810546875,0.2,0.101621196,620,0.0003,7.080801486968994,-1.1920928955078125e-07,11.309653300046921,,,,,
22.137142181396484,12.0,129024,,,,,,,,,,,,,,,
24.135272979736328,12.0,130048,-2.2624896660447122,-0.01667937163001625,0.38701171875,0.2,0.087412514,630,0.0003,4.196084976196289,0.0,11.040979106724262,,,,,
20.855928421020508,12.0,131072,,,,,,,,,,,,,,,
22.89752960205078,12.0,132096,-2.2524248912930487,-0.022832015811582097,0.345849609375,0.2,0.07359787,640,0.0003,5.7426676750183105,0.0,10.469383817911147,,,,,
19.872573852539062,12.0,133120,,,,,,,,,,,,,,,
22.95180892944336,12.0,134144,-2.233459634333849,-0.009407141584961209,0.341455078125,0.2,0.08627804,650,0.0003,6.3934550285339355,0.0,11.237532296776772,,,,,
20.744441986083984,12.0,135168,,,,,,,,,,,,,,,
22.484115600585938,12.0,136192,-2.2257792241871357,-0.025580408542009537,0.381396484375,0.2,0.09270227,660,0.0003,5.581295967102051,-1.1920928955078125e-07,10.19444310516119,,,,,
22.458953857421875,12.0,137216,,,,,,,,,,,,,,,
21.495410919189453,12.0,138240,-2.240953253209591,-0.012638691152096726,0.4134765625,0.2,0.085147426,670,0.0003,4.874063968658447,-1.1920928955078125e-07,10.950969389081001,,,,,
23.63727378845215,12.0,139264,,,,,,,,,,,,,,,
18.048246383666992,12.0,140288,-2.2374069511890413,-0.021454222450847736,0.404248046875,0.2,0.096342474,680,0.0003,3.210998058319092,0.0,10.109403172135353,,,,,
22.230098724365234,12.0,141312,,,,,,,,,,,,,,,
21.81488800048828,12.0,142336,-2.2497885122895243,-0.020696021257026586,0.384814453125,0.2,0.073535256,690,0.0003,4.251462459564209,0.0,9.770113928616047,,,,,
20.884693145751953,12.0,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,12.0,290,493,70,23.736865850000004
21.772659301757812,12.0,144384,-2.238490489125252,-0.019427897145214958,0.391259765625,0.2,0.08675614,700,0.0003,5.085937976837158,0.0,9.684905110299587,,,,,
21.107685089111328,12.0,145408,,,,,,,,,,,,,,,
20.648948669433594,12.0,146432,-2.251204267144203,-0.017935383462463504,0.35703125,0.2,0.06550072,710,0.0003,4.979829788208008,1.1920928955078125e-07,9.934411944448948,,,,,
24.12862777709961,12.0,147456,,,,,,,,,,,,,,,
24.87206268310547,12.0,148480,-2.2720296271145344,-0.019972268893616273,0.3837890625,0.2,0.063189976,720,0.0003,5.932192325592041,5.960464477539063e-08,10.943792097270489,,,,,
23.748268127441406,12.0,149504,,,,,,,,,,,,,,,
25.76648712158203,12.0,150528,-2.2713968068361283,-0.015923751900845672,0.33037109375,0.2,0.0730712,730,0.0003,4.290151596069336,0.0,10.582840043306351,,,,,
21.96639633178711,12.0,151552,,,,,,,,,,,,,,,
21.019317626953125,12.0,152576,-2.2657391294836997,-0.01584402662701905,0.31123046875,0.2,0.06727338,740,0.0003,6.367182731628418,0.0,10.258318373560906,,,,,
22.42202377319336,12.0,153600,,,,,,,,,,,,,,,
23.470226287841797,12.0,154624,-2.2542265489697457,-0.011888907829415984,0.29482421875,0.2,0.08312405,750,0.0003,7.241987228393555,0.0,10.86733532398939,,,,,
22.072851181030273,12.0,155648,,,,,,,,,,,,,,,
21.795425415039062,12.0,156672,-2.2557926423847676,-0.013053912833856884,0.391552734375,0.2,0.09144032,760,0.0003,7.119131565093994,5.960464477539063e-08,11.375022353231907,,,,,
21.89577865600586,12.0,157696,,,,,,,,,,,,,,,
22.078655242919922,12.0,158720,-2.2546461381018164,-0.006672938764677383,0.33896484375,0.2,0.09214038,770,0.0003,5.448277473449707,0.0,10.446569262444973,,,,,
23.609207153320312,12.0,159744,,,,,,,,,,,,,,,
22.60267448425293,12.0,160768,-2.2550380885601045,-0.020843086477543692,0.36533203125,0.2,0.07605356,780,0.0003,5.370674133300781,0.0,8.862407056987285,,,,,
22.372011184692383,12.0,161792,,,,,,,,,,,,,,,
21.823680877685547,12.0,162816,-2.2627668604254723,-0.014906632054771763,0.3357421875,0.2,0.07866956,790,0.0003,5.326555252075195,0.0,10.504640187323094,,,,,
22.520185470581055,12.0,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,12.0,330,495,80,23.28981022
23.2448673248291,12.0,164864,-2.264897710829973,-0.015474569983780384,0.354248046875,0.2,0.07018014,800,0.0003,4.462759017944336,0.0,10.093745565414428,,,,,
22.21417808532715,12.0,165888,,,,,,,,,,,,,,,
20.591106414794922,12.0,166912,-2.2798405945301057,-0.009703956787416246,0.32880859375,0.2,0.0802954,810,0.0003,4.7060956954956055,0.0,11.042642123997211,,,,,
20.534198760986328,12.0,167936,,,,,,,,,,,,,,,
22.40784454345703,12.0,168960,-2.2758344881236554,-0.010743226170598063,0.336474609375,0.2,0.07574821,820,0.0003,4.886651039123535,-1.1920928955078125e-07,10.319673548638821,,,,,
22.434947967529297,12.0,169984,,,,,,,,,,,,,,,
22.82829475402832,12.0,171008,-2.2806858748197554,-0.012704017864598427,0.365625,0.2,0.076899394,830,0.0003,5.975780963897705,1.1920928955078125e-07,10.627229788899422,,,,,
21.911231994628906,12.0,172032,,,,,,,,,,,,,,,
20.6955623626709,12.0,173056,-2.282235969603062,-0.022701227411744185,0.3525390625,0.2,0.07539301,840,0.0003,5.513560771942139,0.0,10.2317508533597,,,,,
23.80722427368164,12.0,174080,,,,,,,,,,,,,,,
23.010677337646484,12.0,175104,-2.284468527138233,-0.019365003613347653,0.30361328125,0.2,0.05611788,850,0.0003,3.9095544815063477,1.1920928955078125e-07,9.298753714561462,,,,,
25.294147491455078,12.0,176128,,,,,,,,,,,,,,,
23.88206672668457,12.0,177152,-2.279686681181192,-0.016142740599752868,0.313525390625,0.2,0.064697005,860,0.0003,4.511780261993408,0.0,10.297568552196026,,,,,
21.87827491760254,12.0,178176,,,,,,,,,,,,,,,
22.678987503051758,12.0,179200,-2.2797170341014863,-0.010879113398550544,0.302734375,0.2,0.059013054,870,0.0003,3.499668836593628,0.0,9.801182094216347,,,,,
22.65995216369629,12.0,180224,,,,,,,,,,,,,,,
21.515892028808594,12.0,181248,-2.272364512830973,-0.012493460059340577,0.294775390625,0.2,0.06561592,880,0.0003,3.9664669036865234,0.0,9.624724641442299,,,,,
21.67800521850586,12.0,182272,,,,,,,,,,,,,,,
22.65264129638672,12.0,183296,-2.2888979822397233,-0.012980316154425964,0.324560546875,0.2,0.068164706,890,0.0003,5.4134368896484375,1.1920928955078125e-07,9.870003664493561,,,,,
22.634048461914062,12.0,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,12.0,370,496,90,23.30415505
23.089374542236328,12.0,185344,-2.2819323003292085,-0.018012188671855257,0.30615234375,0.2,0.053709794,900,0.0003,5.254387855529785,0.0,8.895806759595871,,,,,
21.235599517822266,12.0,186368,,,,,,,,,,,,,,,
25.06009864807129,12.0,187392,-2.2860231570899487,-0.009222186824626988,0.30908203125,0.2,0.06307268,910,0.0003,4.697922229766846,0.0,9.843482191860677,,,,,
19.53292465209961,12.0,188416,,,,,,,,,,,,,,,
22.900035858154297,12.0,189440,-2.278010652214289,-0.007654745891341008,0.275146484375,0.2,0.06003076,920,0.0003,3.9059314727783203,1.1920928955078125e-07,10.329119789600373,,,,,
20.924530029296875,12.0,190464,,,,,,,,,,,,,,,
23.69939422607422,12.0,191488,-2.2883403353393077,-0.01587235197366681,0.357763671875,0.2,0.07101981,930,0.0003,5.015680313110352,1.1920928955078125e-07,9.817601475119591,,,,,
23.58622932434082,12.0,192512,,,,,,,,,,,,,,,
22.180896759033203,12.0,193536,-2.283300506323576,-0.011727578286081553,0.283349609375,0.2,0.07004264,940,0.0003,3.962177038192749,0.0,9.64660245925188,,,,,
22.36664581298828,12.0,194560,,,,,,,,,,,,,,,
22.892562866210938,12.0,195584,-2.2825268588960173,-0.015784034445823637,0.331787109375,0.2,0.0652489,950,0.0003,6.346640110015869,0.0,9.984371185302734,,,,,
21.485754013061523,12.0,196608,,,,,,,,,,,,,,,
21.132766723632812,12.0,197632,-2.2819267839193342,-0.015368404173932504,0.30947265625,0.2,0.069793805,960,0.0003,3.8330137729644775,-1.1920928955078125e-07,9.087078301608562,,,,,
21.92951011657715,12.0,198656,,,,,,,,,,,,,,,
24.372901916503906,12.0,199680,-2.2932167388498783,-0.012205417601944647,0.33701171875,0.2,0.06118141,970,0.0003,6.81390380859375,0.0,10.005005502700806,,,,,
23.221389770507812,12.0,200704,,,,,,,,,,,,,,,
22.635845184326172,12.0,201728,-2.2809774808585646,-0.017918892910529394,0.33017578125,0.2,0.077451825,980,0.0003,3.8517110347747803,-1.1920928955078125e-07,9.61091992855072,,,,,
22.15346336364746,12.0,202752,,,,,,,,,,,,,,,
21.93123435974121,12.0,203776,-2.2848605439066887,-0.01616136395605281,0.3126953125,0.2,0.06908928,990,0.0003,5.375306129455566,-1.1920928955078125e-07,10.520100213587284,,,,,
19.29845428466797,12.0,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,12.0,410,498,100,23.55567263
21.773780822753906,12.0,205824,-2.2786044269800185,-0.014636950831481954,0.35185546875,0.2,0.067099586,1000,0.0003,4.695340156555176,0.0,9.51822197139263,,,,,
22.874303817749023,12.0,206848,,,,,,,,,,,,,,,
20.813234329223633,12.0,207872,-2.273072624951601,-0.01444172975170659,0.329150390625,0.2,0.08091429,1010,0.0003,4.506953239440918,0.0,9.996269392967225,,,,,
21.20327377319336,12.0,208896,,,,,,,,,,,,,,,
20.48108673095703,12.0,209920,-2.2553218841552733,-0.017787169085931965,0.38232421875,0.2,0.086586505,1020,0.0003,5.897712707519531,1.1920928955078125e-07,10.400247538089753,,,,,
23.529041290283203,12.0,210944,,,,,,,,,,,,,,,
19.251178741455078,12.0,211968,-2.241738273948431,-0.013333344714192208,0.347998046875,0.2,0.08579028,1030,0.0003,5.350569248199463,0.0,9.988164442777634,,,,,
22.699588775634766,12.0,212992,,,,,,,,,,,,,,,
24.608579635620117,12.0,214016,-2.264476598054171,-0.01801949865766801,0.3873046875,0.2,0.07454747,1040,0.0003,6.14000940322876,-1.1920928955078125e-07,10.486951868236066,,,,,
24.61975860595703,12.0,215040,,,,,,,,,,,,,,,
22.02972984313965,12.0,216064,-2.283414373546839,-0.010404161090264097,0.294873046875,0.2,0.06321335,1050,0.0003,4.937220096588135,0.0,10.241759300231934,,,,,
21.386154174804688,12.0,217088,,,,,,,,,,,,,,,
23.315536499023438,12.0,218112,-2.271294943243265,-0.009655064446269535,0.315771484375,0.2,0.0744879,1060,0.0003,4.729883193969727,0.0,10.231409019231796,,,,,
21.89434814453125,12.0,219136,,,,,,,,,,,,,,,
22.147411346435547,12.0,220160,-2.2764375433325768,-0.016949749305786098,0.358203125,0.2,0.09229115,1070,0.0003,5.228740215301514,5.960464477539063e-08,10.89167482405901,,,,,
22.582712173461914,12.0,221184,,,,,,,,,,,,,,,
23.340499877929688,12.0,222208,-2.2644197970628737,-0.014288949604815571,0.33681640625,0.2,0.08091181,1080,0.0003,6.029911994934082,0.0,9.274043072760104,,,,,
23.674888610839844,12.0,223232,,,,,,,,,,,,,,,
23.479446411132812,12.0,224256,-2.2793845124542713,-0.013537718052975833,0.3595703125,0.2,0.09101798,1090,0.0003,5.716248989105225,-1.1920928955078125e-07,10.054128824174404,,,,,
23.209854125976562,12.0,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,12.0,450,499,110,23.775859049999998
22.945777893066406,12.0,226304,-2.2351165428757667,-0.005864234417094849,0.333251953125,0.2,0.08481573,1100,0.0003,4.999100208282471,1.1920928955078125e-07,10.042557372152805,,,,,
19.41552734375,12.0,227328,,,,,,,,,,,,,,,
21.845470428466797,12.0,228352,-2.261863671988249,-0.017978040600428357,0.431396484375,0.2,0.0759833,1110,0.0003,4.691647529602051,0.0,10.297003781795501,,,,,
22.252065658569336,12.0,229376,,,,,,,,,,,,,,,
21.605648040771484,12.0,230400,-2.28356629088521,-0.014404202566947789,0.334716796875,0.2,0.063666776,1120,0.0003,7.469485282897949,0.0,9.339201125502587,,,,,
21.646495819091797,12.0,231424,,,,,,,,,,,,,,,
21.317276000976562,12.0,232448,-2.2893292620778083,-0.0036411778033652808,0.273583984375,0.2,0.0634964,1130,0.0003,4.058477401733398,0.0,9.797082524001599,,,,,
21.48828125,12.0,233472,,,,,,,,,,,,,,,
20.264314651489258,12.0,234496,-2.264332605153322,-0.01777771818160545,0.37255859375,0.2,0.07732105,1140,0.0003,5.405628204345703,-1.1920928955078125e-07,9.825355952978134,,,,,
