eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/entropy_loss,train/clip_range,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean
40.0,43.0955810546875,1024,,,,,,,,,,,,,,,
40.0,40.447601318359375,2048,,,,,,,,,,,,,,,
40.0,42.209434509277344,3072,26.826339721679688,0.0074808476,-0.01838188966285088,3e-05,10,0.0003769397735595703,0.019677734375,46.8134102344513,-5.883872441202402,0.2,,,,,
40.0,39.25337219238281,4096,,,,,,,,,,,,,,,
40.0,39.45867919921875,5120,28.51471710205078,0.007006089,-0.018934761892160167,3e-05,20,-1.1920928955078125e-07,0.023779296875,35.8106500685215,-5.874936058372259,0.2,,,,,
40.0,43.25791931152344,6144,,,,,,,,,,,,,,,
40.0,44.50139236450195,7168,25.379941940307617,0.007090711,-0.019676783218346827,3e-05,30,-1.1920928955078125e-07,0.02529296875,32.787953877449034,-5.866702481359243,0.2,,,,,
40.0,43.030357360839844,8192,,,,,,,,,,,,,,,
40.0,38.531349182128906,9216,30.383201599121094,0.006057393,-0.019729217042186064,3e-05,40,-1.1920928955078125e-07,0.02158203125,34.86495676636696,-5.859625787287951,0.2,,,,,
40.0,39.94084167480469,10240,,,,,,,,,,,,,,,
40.0,42.39904022216797,11264,28.94373321533203,0.0064701755,-0.021497709817776923,3e-05,50,0.0,0.018994140625,31.331050978600977,-5.851681622862816,0.2,,,,,
40.0,39.85100555419922,12288,,,,,,,,,,,,,,,
40.0,41.78887939453125,13312,22.532085418701172,0.006090085,-0.020918624022306175,3e-05,60,1.1920928955078125e-07,0.02861328125,32.476188561320306,-5.844505644589662,0.2,,,,,
40.0,44.426185607910156,14336,,,,,,,,,,,,,,,
40.0,39.52219772338867,15360,21.959566116333008,0.006454087,-0.020648706706560917,3e-05,70,0.0,0.0212890625,30.89575761705637,-5.8378788404166695,0.2,,,,,
40.0,42.1374397277832,16384,,,,,,,,,,,,,,,
40.0,40.99188995361328,17408,34.20859909057617,0.005678902,-0.018800185609870824,3e-05,80,-4.029273986816406e-05,0.016748046875,34.69501725435257,-5.829805509001017,0.2,,,,,
40.0,45.73862075805664,18432,,,,,,,,,,,,,,,
40.0,39.64386749267578,19456,21.935325622558594,0.0055275923,-0.018569799984106794,3e-05,90,0.0,0.017529296875,32.22170898318291,-5.823631516844034,0.2,,,,,
40.0,42.511070251464844,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,10,44,40.0,464,40.42857956
40.0,40.73057174682617,21504,23.988554000854492,0.005308535,-0.017974210330066853,3e-05,100,0.0,0.011669921875,33.947863379120825,-5.818671980500222,0.2,,,,,
40.0,41.23252868652344,22528,,,,,,,,,,,,,,,
40.0,40.178871154785156,23552,17.08967399597168,0.005911618,-0.020128704408125486,3e-05,110,0.0,0.01708984375,31.941097313165663,-5.812645817548036,0.2,,,,,
40.0,44.56352233886719,24576,,,,,,,,,,,,,,,
40.0,38.46684265136719,25600,27.694473266601562,0.005728558,-0.016827040938369463,3e-05,120,0.0,0.01376953125,29.893990704417227,-5.806427150219679,0.2,,,,,
40.0,41.255165100097656,26624,,,,,,,,,,,,,,,
40.0,42.67146301269531,27648,27.398176193237305,0.005272029,-0.01708684854929743,3e-05,130,0.0,0.01689453125,31.576648734509945,-5.801193922013044,0.2,,,,,
40.0,43.29066467285156,28672,,,,,,,,,,,,,,,
40.0,41.433204650878906,29696,22.5654239654541,0.00565002,-0.019503192035153917,3e-05,140,0.0,0.014794921875,38.31641652286053,-5.796727397292853,0.2,,,,,
40.0,46.360015869140625,30720,,,,,,,,,,,,,,,
40.0,41.33270263671875,31744,16.6414737701416,0.0062057134,-0.019309541042457568,3e-05,150,0.0,0.01806640625,34.007661011815074,-5.790199213474989,0.2,,,,,
