time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/entropy_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/n_updates,train/policy_gradient_loss,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/ep_rew_mean
32768,33.07341003417969,80.0,,,,,,,,,,,,,,,
34816,31.57623863220215,80.0,-5.711307488009334,0.0003,0.037501022,76.82558992058038,0.0,0.3,64.34566497802734,0.2348388671875,80,-0.033933290072673115,,,,,
36864,33.05024719238281,80.0,,,,,,,,,,,,,,,
38912,32.26715850830078,80.0,-5.7056521363556385,0.0003,0.033994827,75.26388387084008,0.0,0.3,42.940025329589844,0.1866455078125,90,-0.028889066913325222,,,,,
40960,31.16707420349121,80.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,406,80.0,100,10,30.41385617
43008,31.398639678955078,80.0,-5.684407836571336,0.0003,0.035969302,69.84008537381888,0.0,0.3,92.37374877929688,0.210595703125,100,-0.030517307151239948,,,,,
45056,30.598052978515625,80.0,,,,,,,,,,,,,,,
47104,31.668163299560547,80.0,-5.679080715030432,0.0003,0.03685855,70.56743505746127,0.0,0.3,34.84162139892578,0.2337158203125,110,-0.03421226429109083,,,,,
49152,30.407331466674805,80.0,,,,,,,,,,,,,,,
51200,33.57832336425781,80.0,-5.6665220655500885,0.0003,0.035830148,72.15850758552551,0.0,0.3,130.91111755371094,0.2250732421875,120,-0.030792074399505508,,,,,
53248,30.408042907714844,80.0,,,,,,,,,,,,,,,
55296,34.066688537597656,80.0,-5.635123436525464,0.0003,0.037328687,78.00493932664395,0.0,0.3,49.76319885253906,0.201513671875,130,-0.030080326616007368,,,,,
57344,31.127105712890625,80.0,,,,,,,,,,,,,,,
59392,31.849258422851562,80.0,-5.649979710951447,0.0003,0.03780381,71.05857560783625,-1.1920928955078125e-07,0.3,84.3386459350586,0.2185791015625,140,-0.03198753165706876,,,,,
61440,29.096881866455078,80.0,,,,,,,,,,,,,,,
63488,29.20806121826172,80.0,-5.641737661883235,0.0003,0.039566472,70.6354673936963,0.0,0.3,66.13123321533203,0.2325439453125,150,-0.03518340831542446,,,,,
65536,29.021995544433594,80.0,,,,,,,,,,,,,,,
67584,33.18012237548828,80.0,-5.671498181298375,0.0003,0.034979112,70.22546346336603,0.0,0.3,89.32083892822266,0.1998046875,160,-0.027004983068763977,,,,,
69632,33.44500732421875,80.0,,,,,,,,,,,,,,,
71680,28.86420249938965,80.0,-5.6674790371209385,0.0003,0.04033822,70.6488156452775,0.0,0.3,63.5713996887207,0.2276611328125,170,-0.030432982889396953,,,,,
73728,30.40512466430664,80.0,,,,,,,,,,,,,,,
75776,33.717315673828125,80.0,-5.628110428526997,0.0003,0.03829188,74.01989697515964,0.0,0.3,72.86198425292969,0.224853515625,180,-0.030424128171944176,,,,,
77824,33.018733978271484,80.0,,,,,,,,,,,,,,,
79872,31.51278305053711,80.0,-5.656390669196844,0.0003,0.03518957,67.14590322524309,1.1920928955078125e-07,0.3,58.27488327026367,0.20732421875,190,-0.028229935349008882,,,,,
81920,31.63642120361328,80.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,405,80.0,201,20,30.911042150000007
83968,34.44190979003906,80.0,-5.656395520269871,0.0003,0.039066635,75.47187536507845,0.0,0.3,93.37545013427734,0.2042236328125,200,-0.028560975269738265,,,,,
86016,31.438644409179688,80.0,,,,,,,,,,,,,,,
88064,30.952924728393555,80.0,-5.652449212223291,0.0003,0.037171647,69.3872996404767,0.0,0.3,82.21916198730469,0.197021484375,210,-0.02699333901382488,,,,,
90112,31.978036880493164,80.0,,,,,,,,,,,,,,,
92160,29.828088760375977,80.0,-5.628889610618353,0.0003,0.03713376,70.30624063163995,-1.1920928955078125e-07,0.3,58.13886642456055,0.20849609375,220,-0.030109242891921895,,,,,
94208,31.12420654296875,80.0,,,,,,,,,,,,,,,
96256,30.89841651916504,80.0,-5.670126654952765,0.0003,0.034609906,80.09465522021056,0.0,0.3,83.85472869873047,0.212255859375,230,-0.026682080757927905,,,,,
98304,26.142963409423828,80.0,,,,,,,,,,,,,,,
100352,31.301733016967773,80.0,-5.6475032236427065,0.0003,0.037451867,70.8047541692853,0.0,0.3,52.04355239868164,0.2138427734375,240,-0.033457622319838266,,,,,
102400,33.648502349853516,80.0,,,,,,,,,,,,,,,
104448,30.539291381835938,80.0,-5.635850310325623,0.0003,0.03474072,77.27663045823574,0.0,0.3,94.651123046875,0.203466796875,250,-0.02984738700397429,,,,,
106496,29.431140899658203,80.0,,,,,,,,,,,,,,,
108544,32.51137161254883,80.0,-5.609986254945397,0.0003,0.034656763,74.27615920305252,0.0,0.3,89.77421569824219,0.1939697265625,260,-0.02589718121034821,,,,,
110592,31.597620010375977,80.0,,,,,,,,,,,,,,,
112640,30.247180938720703,80.0,-5.6336317580193285,0.0003,0.036267273,73.01528909504414,0.0,0.3,78.67079162597656,0.20771484375,270,-0.029238792453543282,,,,,
114688,31.4014892578125,80.0,,,,,,,,,,,,,,,
116736,34.59162139892578,80.0,-5.642006405815482,0.0003,0.038124815,67.06168091595173,0.0,0.3,68.8807601928711,0.21201171875,280,-0.026386097897920992,,,,,
118784,31.51487159729004,80.0,,,,,,,,,,,,,,,
120832,30.700298309326172,80.0,-5.594990715757012,0.0003,0.036888093,76.71552347242832,-1.1920928955078125e-07,0.3,85.51143646240234,0.20908203125,290,-0.02811624618134374,,,,,
122880,33.55792236328125,80.0,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,374,80.0,327,30,31.473880819999994
124928,33.569549560546875,80.0,-5.57173866443336,0.0003,0.036293946,68.27182586789131,0.0,0.3,78.41073608398438,0.1832763671875,300,-0.026334610604681074,,,,,
126976,31.758705139160156,80.0,,,,,,,,,,,,,,,
129024,31.157838821411133,80.0,-5.596157605946064,0.0003,0.04303547,67.94612197428941,0.0,0.3,40.95978546142578,0.2564208984375,310,-0.035121375459129925,,,,,
131072,31.533634185791016,80.0,,,,,,,,,,,,,,,
133120,31.279815673828125,80.0,-5.603290440887212,0.0003,0.04148764,68.51260056644678,0.0,0.3,56.4083251953125,0.24140625,320,-0.031185270078276518,,,,,
135168,28.7294864654541,80.0,,,,,,,,,,,,,,,
137216,30.235864639282227,80.0,-5.59035606123507,0.0003,0.034413822,69.48287354707718,-1.1920928955078125e-07,0.3,66.62438201904297,0.217041015625,330,-0.03305919263912074,,,,,
139264,33.069923400878906,80.0,,,,,,,,,,,,,,,
141312,32.16072082519531,80.0,-5.6126366425305605,0.0003,0.03536398,67.94131523668766,0.0,0.3,113.48126220703125,0.219384765625,340,-0.0283701034837577,,,,,
143360,31.099365234375,80.0,,,,,,,,,,,,,,,
145408,31.87504005432129,80.0,-5.625771511346102,0.0003,0.041013468,71.52623199820519,0.0,0.3,63.14271926879883,0.2374755859375,350,-0.033569733534750415,,,,,
147456,33.70166778564453,80.0,,,,,,,,,,,,,,,
149504,32.655609130859375,80.0,-5.634388897195459,0.0003,0.039684802,71.75521943718195,0.0,0.3,91.52029418945312,0.205322265625,360,-0.023894090270368908,,,,,
151552,30.212905883789062,80.0,,,,,,,,,,,,,,,
153600,29.975154876708984,80.0,-5.674604697525501,0.0003,0.03640817,73.55735018998385,0.0,0.3,92.55232238769531,0.227392578125,370,-0.03150222251042578,,,,,
155648,30.125228881835938,80.0,,,,,,,,,,,,,,,
157696,31.722087860107422,80.0,-5.669532200321555,0.0003,0.0325198,70.30403424948454,0.0,0.3,69.15477752685547,0.2029052734375,380,-0.026480294825159945,,,,,
159744,33.41423034667969,80.0,,,,,,,,,,,,,,,
161792,31.22341537475586,80.0,-5.665534547716379,0.0003,0.03268004,72.74158054292202,1.1920928955078125e-07,0.3,90.58514404296875,0.1863525390625,390,-0.023928452350810404,,,,,
163840,32.77048110961914,80.0,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,379,80.0,431,40,31.421529139999997
165888,33.454837799072266,80.0,-5.644238352403045,0.0003,0.038811527,71.35493268966675,0.0,0.3,60.45381546020508,0.229736328125,400,-0.030957411358394894,,,,,
167936,26.419021606445312,80.0,,,,,,,,,,,,,,,
169984,31.51486587524414,80.0,-5.6212215885519985,0.0003,0.036815524,68.4891763791442,0.0,0.3,67.6891098022461,0.2273681640625,410,-0.0279697670146561,,,,,
172032,31.21593475341797,80.0,,,,,,,,,,,,,,,
174080,33.00417709350586,80.0,-5.597742541134357,0.0003,0.03950437,70.14281084686517,0.0,0.3,38.31858444213867,0.216845703125,420,-0.02694650848679885,,,,,
176128,34.54899215698242,80.0,,,,,,,,,,,,,,,
178176,30.559722900390625,80.0,-5.615841782838106,0.0003,0.038522914,69.32422681450844,0.0,0.3,104.82676696777344,0.21884765625,430,-0.02445160173156182,,,,,
180224,32.24467468261719,80.0,,,,,,,,,,,,,,,
182272,33.09098434448242,80.0,-5.561757034063339,0.0003,0.03224635,73.54519868791104,0.0,0.3,59.851585388183594,0.1908935546875,440,-0.025023703709121038,,,,,
184320,33.20069885253906,80.0,,,,,,,,,,,,,,,
186368,29.68779945373535,80.0,-5.558656777814031,0.0003,0.039681442,64.52906395047903,0.0,0.3,41.44151306152344,0.20654296875,450,-0.03020750956784468,,,,,
188416,33.339149475097656,80.0,,,,,,,,,,,,,,,
190464,29.136266708374023,80.0,-5.533070046454668,0.0003,0.036159243,74.02200479060411,0.0,0.3,39.2165412902832,0.224609375,460,-0.026877464675999364,,,,,
192512,32.839805603027344,80.0,,,,,,,,,,,,,,,
194560,31.572490692138672,80.0,-5.545097421109676,0.0003,0.038484164,68.45499393492938,0.0,0.3,54.56718826293945,0.232470703125,470,-0.030660657206135512,,,,,
196608,30.940176010131836,80.0,,,,,,,,,,,,,,,
198656,35.913211822509766,80.0,-5.581348930299282,0.0003,0.040978402,73.71819155663252,0.0,0.3,93.322998046875,0.23359375,480,-0.029159581114436152,,,,,
200704,32.0725212097168,80.0,,,,,,,,,,,,,,,
202752,29.80297088623047,80.0,-5.597902365028858,0.0003,0.03670981,76.67633466273546,0.0,0.3,70.07465362548828,0.214892578125,490,-0.026675695681842627,,,,,
204800,36.74375915527344,80.0,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,381,80.0,537,50,30.184517489999998
206848,31.135875701904297,80.0,-5.609612323343754,0.0003,0.03815095,68.6379414781928,0.0,0.3,90.44596862792969,0.2323486328125,500,-0.029119679703399015,,,,,
208896,32.810916900634766,80.0,,,,,,,,,,,,,,,
210944,34.78535842895508,80.0,-5.578966681286692,0.0003,0.03987553,76.07870532423257,1.1920928955078125e-07,0.3,44.44279861450195,0.2171630859375,510,-0.025922819320476263,,,,,
212992,33.00225830078125,80.0,,,,,,,,,,,,,,,
215040,30.0035457611084,80.0,-5.584707525745034,0.0003,0.03712067,72.5703856498003,0.0,0.3,75.71797180175781,0.1985595703125,520,-0.026983380857564042,,,,,
217088,36.32383728027344,80.0,,,,,,,,,,,,,,,
219136,32.42417907714844,80.0,-5.564171264320612,0.0003,0.034303874,85.724982970953,0.0,0.3,91.69541931152344,0.213330078125,530,-0.024818580206192563,,,,,
221184,32.692481994628906,80.0,,,,,,,,,,,,,,,
223232,31.337581634521484,80.0,-5.564560836553573,0.0003,0.03980895,74.49802764952183,0.0,0.3,107.70870208740234,0.2228759765625,540,-0.030553650686670153,,,,,
225280,36.167972564697266,80.0,,,,,,,,,,,,,,,
227328,32.48530578613281,80.0,-5.592113709077239,0.0003,0.03648031,73.89862722456455,0.0,0.3,98.19810485839844,0.234130859375,550,-0.03186713083887298,,,,,
229376,28.657623291015625,80.0,,,,,,,,,,,,,,,
231424,30.806257247924805,80.0,-5.582077251374722,0.0003,0.04163172,71.43654088973999,-2.384185791015625e-07,0.3,73.00057220458984,0.21474609375,560,-0.026180722508252076,,,,,
233472,30.33653450012207,80.0,,,,,,,,,,,,,,,
235520,32.38041687011719,80.0,-5.57490177936852,0.0003,0.04183706,73.1087545260787,0.0,0.3,41.60472869873047,0.27177734375,570,-0.03393190370115917,,,,,
237568,30.109149932861328,80.0,,,,,,,,,,,,,,,
239616,29.857343673706055,80.0,-5.540716223418713,0.0003,0.039722994,76.12752614170313,0.0,0.3,44.7069206237793,0.20205078125,580,-0.02926819466138113,,,,,
241664,29.89251708984375,80.0,,,,,,,,,,,,,,,
243712,31.157535552978516,80.0,-5.595076532289386,0.0003,0.03561255,76.60180661678314,0.0,0.3,57.23701858520508,0.23681640625,590,-0.02965933380219212,,,,,
245760,33.107704162597656,80.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,384,80.0,639,60,32.19745148
247808,31.483407974243164,80.0,-5.591548474505544,0.0003,0.036994517,70.2770360469818,-2.384185791015625e-07,0.3,77.8976058959961,0.2177001953125,600,-0.02774877295050828,,,,,
249856,33.9817008972168,80.0,,,,,,,,,,,,,,,
251904,32.9644660949707,80.0,-5.571137085929513,0.0003,0.034540474,73.65298162847758,1.1920928955078125e-07,0.3,45.254825592041016,0.2079345703125,610,-0.027159942312664498,,,,,
253952,34.329402923583984,80.0,,,,,,,,,,,,,,,
256000,27.286121368408203,80.0,-5.592431627213955,0.0003,0.036676027,75.16605344414711,-1.1920928955078125e-07,0.3,93.22823333740234,0.2182373046875,620,-0.025776271370705216,,,,,
258048,34.165283203125,80.0,,,,,,,,,,,,,,,
260096,33.73313522338867,80.0,-5.609598088264465,0.0003,0.037788812,78.70333502143622,0.0,0.3,71.80985260009766,0.2202880859375,630,-0.026265183783107205,,,,,
262144,27.984092712402344,80.0,,,,,,,,,,,,,,,
264192,28.203086853027344,80.0,-5.626320292428136,0.0003,0.037854053,74.97945859283209,0.0,0.3,111.69915771484375,0.2119140625,640,-0.027589213211649623,,,,,
266240,34.544395446777344,80.0,,,,,,,,,,,,,,,
268288,32.34364318847656,80.0,-5.612471244856716,0.0003,0.04046183,75.7624566361308,0.0,0.3,85.43209075927734,0.210693359375,650,-0.027433686729636975,,,,,
270336,30.382858276367188,80.0,,,,,,,,,,,,,,,
272384,32.88474655151367,80.0,-5.591109634935856,0.0003,0.03890037,74.41274954527617,0.0,0.3,58.940895080566406,0.26376953125,660,-0.03229278529870498,,,,,
274432,30.345226287841797,80.0,,,,,,,,,,,,,,,
276480,30.73291778564453,80.0,-5.565540329366923,0.0003,0.033924505,74.15694795101881,0.0,0.3,66.2144775390625,0.1952880859375,670,-0.023539814118339563,,,,,
278528,31.41407012939453,80.0,,,,,,,,,,,,,,,
280576,31.75336456298828,80.0,-5.5958306707441805,0.0003,0.038640723,70.9554449364543,0.0,0.3,47.88053894042969,0.246142578125,680,-0.028497857802722137,,,,,
282624,33.80672836303711,80.0,,,,,,,,,,,,,,,
284672,27.69213104248047,80.0,-5.631717589497566,0.0003,0.03902795,77.08494914770127,0.0,0.3,72.71853637695312,0.2456298828125,690,-0.028782401620628662,,,,,
286720,29.623687744140625,80.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,378,80.0,757,70,31.227107519999993
288768,33.388954162597656,80.0,-5.617148364335298,0.0003,0.035250958,70.56974179893732,0.0,0.3,37.64112091064453,0.2023193359375,700,-0.02659691087428655,,,,,
290816,29.71440315246582,80.0,,,,,,,,,,,,,,,
292864,31.921720504760742,80.0,-5.6101000513881445,0.0003,0.035279974,74.9669993788004,-1.1920928955078125e-07,0.3,71.98928833007812,0.203955078125,710,-0.02503779699909501,,,,,
294912,32.95123291015625,80.0,,,,,,,,,,,,,,,
296960,29.595022201538086,80.0,-5.621936266496777,0.0003,0.0358247,71.1044698625803,0.0,0.3,91.29170227050781,0.1863525390625,720,-0.02529819503906765,,,,,
299008,33.204498291015625,80.0,,,,,,,,,,,,,,,
301056,30.434154510498047,80.0,-5.644966048374772,0.0003,0.037281547,67.61050304323435,0.0,0.3,99.20557403564453,0.2150390625,730,-0.02573494691387168,,,,,
303104,33.93916320800781,80.0,,,,,,,,,,,,,,,
