eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps
54.36760711669922,319488,36.0,,,,,,,,,,,,,,,
55.72195053100586,320512,36.0,0.351025390625,0.0003,52163.765625,0.0,1560,-6.250513854622841,0.2,109280.64562988281,-0.037397092243190856,0.042045534,,,,,
48.728416442871094,321536,36.0,,,,,,,,,,,,,,,
49.70486068725586,322560,36.0,0.364501953125,0.0003,51386.22265625,0.0,1570,-6.251422195136547,0.2,112604.55395507812,-0.03822664692052058,0.04574226,,,,,
48.09471893310547,323584,36.0,,,,,,,,,,,,,,,
,323584,,,,,,,,,,,,1243.3242626200001,186,70,36.0,769
50.16995620727539,324608,36.0,0.355859375,0.0003,54954.3828125,0.0,1580,-6.247458043694496,0.2,105794.47385253906,-0.03933353889733553,0.041877322,,,,,
55.28001403808594,325632,36.0,,,,,,,,,,,,,,,
54.690101623535156,326656,36.0,0.359619140625,0.0003,41945.12890625,0.0,1590,-6.241188772022724,0.2,101854.99272460937,-0.04049084513098933,0.043760803,,,,,
49.74060821533203,327680,36.0,,,,,,,,,,,,,,,
49.608341217041016,328704,36.0,0.3646484375,0.0003,47887.3359375,5.960464477539063e-08,1600,-6.233254763484001,0.2,106609.33747558594,-0.03598285152984317,0.044293083,,,,,
56.1536865234375,329728,36.0,,,,,,,,,,,,,,,
55.270111083984375,330752,36.0,0.36083984375,0.0003,46273.09375,0.0,1610,-6.225319756567478,0.2,98660.23879394532,-0.037633470422588286,0.043493893,,,,,
49.43758010864258,331776,36.0,,,,,,,,,,,,,,,
53.428192138671875,332800,36.0,0.35986328125,0.0003,45881.7421875,0.0,1620,-6.2149930283427235,0.2,99403.615234375,-0.03601645627641119,0.04359181,,,,,
47.98400115966797,333824,36.0,,,,,,,,,,,,,,,
57.91838455200195,334848,36.0,0.371337890625,0.0003,59854.859375,0.0,1630,-6.209146310389042,0.2,106539.52912597657,-0.03260929671814665,0.044583924,,,,,
50.26340866088867,335872,36.0,,,,,,,,,,,,,,,
54.12518310546875,336896,36.0,0.352392578125,0.0003,51149.5390625,0.0,1640,-6.203522302210331,0.2,107597.27880859375,-0.04247129536233842,0.040130742,,,,,
55.28729248046875,337920,36.0,,,,,,,,,,,,,,,
45.586952209472656,338944,36.0,0.353955078125,0.0003,48973.484375,0.0,1650,-6.195882093906403,0.2,97841.54633789063,-0.03665423973579891,0.044191882,,,,,
47.48215866088867,339968,36.0,,,,,,,,,,,,,,,
57.01483154296875,340992,36.0,0.36748046875,0.0003,55697.7109375,0.0,1660,-6.19106583148241,0.2,103071.07221679688,-0.03338789601402823,0.04489901,,,,,
51.70503234863281,342016,36.0,,,,,,,,,,,,,,,
57.807533264160156,343040,36.0,0.3806640625,0.0003,44122.78125,0.0,1670,-6.179823504388333,0.2,98768.80541992188,-0.03152846933080582,0.047371,,,,,
46.006385803222656,344064,36.0,,,,,,,,,,,,,,,
,344064,,,,,,,,,,,,1235.68901243,212,80,36.0,772
52.427886962890625,345088,36.0,0.343212890625,0.0003,51139.3046875,0.0,1680,-6.172971729934216,0.2,100169.4275390625,-0.03968961497303099,0.04353951,,,,,
55.30400085449219,346112,36.0,,,,,,,,,,,,,,,
