eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_range,train/value_loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean
27.0,232448,58.410911560058594,0.2,25.06240958273411,-0.018396090310125145,1130,-3.7398878864943983,0.01669475,0.0003,10.89496898651123,0.22314453125,0.0,,,,,
27.0,233472,53.48204040527344,,,,,,,,,,,,,,,
27.0,234496,55.64775085449219,0.2,24.778123092651366,-0.022014962298271712,1140,-3.7502492323517798,0.017089922,0.0003,11.976203918457031,0.22998046875,0.0,,,,,
27.0,235520,54.85981750488281,,,,,,,,,,,,,,,
27.0,236544,52.03465270996094,0.2,24.18874438405037,-0.023070381622528658,1150,-3.784172121435404,0.016962055,0.0003,12.744281768798828,0.24482421875,-1.1920928955078125e-07,,,,,
27.0,237568,54.76411056518555,,,,,,,,,,,,,,,
27.0,238592,52.424659729003906,0.2,26.311194241046906,-0.018806194311764557,1160,-3.7785104371607305,0.017834948,0.0003,11.332250595092773,0.206298828125,5.960464477539063e-08,,,,,
27.0,239616,56.84809875488281,,,,,,,,,,,,,,,
27.0,240640,55.102294921875,0.2,24.51737937629223,-0.016215099590772296,1170,-3.7681698516011237,0.016510973,0.0003,10.79899787902832,0.182568359375,0.0,,,,,
27.0,241664,56.473419189453125,,,,,,,,,,,,,,,
27.0,242688,55.11381530761719,0.2,24.19485893845558,-0.020657540798129048,1180,-3.741624105721712,0.014868721,0.0003,14.084503173828125,0.217626953125,0.0,,,,,
27.0,243712,56.784671783447266,,,,,,,,,,,,,,,
27.0,244736,54.799285888671875,0.2,21.768684047460557,-0.015285331345512531,1190,-3.7321051925420763,0.013608674,0.0003,12.764729499816895,0.1869140625,0.0,,,,,
27.0,245760,52.00802230834961,,,,,,,,,,,,,,,
,245760,,,,,,,,,,,,120,53.390080039999994,780,314,27.0
27.0,246784,54.995635986328125,0.2,23.276904493570328,-0.017030466557480396,1200,-3.7347368724644183,0.015321348,0.0003,10.070619583129883,0.190283203125,5.960464477539063e-08,,,,,
27.0,247808,55.968589782714844,,,,,,,,,,,,,,,
27.0,248832,55.06547546386719,0.2,24.943010544776918,-0.01872099363390589,1210,-3.7584166549146176,0.016681299,0.0003,10.56982707977295,0.197265625,-1.1920928955078125e-07,,,,,
27.0,249856,56.64082336425781,,,,,,,,,,,,,,,
27.0,250880,52.78007125854492,0.2,22.92480221092701,-0.015370871411869302,1220,-3.7335222885012627,0.015200933,0.0003,12.369226455688477,0.185205078125,0.0,,,,,
27.0,251904,53.561866760253906,,,,,,,,,,,,,,,
27.0,252928,50.32851791381836,0.2,24.86798824071884,-0.020725812913588014,1230,-3.735883919149637,0.017378397,0.0003,13.426005363464355,0.22265625,0.0,,,,,
27.0,253952,56.09939956665039,,,,,,,,,,,,,,,
27.0,254976,55.376399993896484,0.2,21.692571943998338,-0.015475181423244066,1240,-3.728223752230406,0.014849279,0.0003,8.653122901916504,0.189111328125,5.960464477539063e-08,,,,,
27.0,256000,54.14942169189453,,,,,,,,,,,,,,,
27.0,257024,55.680274963378906,0.2,22.18092525303364,-0.017119590478250755,1250,-3.7251491874456404,0.015496418,0.0003,11.405332565307617,0.177392578125,0.0,,,,,
27.0,258048,53.35581588745117,,,,,,,,,,,,,,,
27.0,259072,54.11310577392578,0.2,27.585534834861754,-0.02056425421469612,1260,-3.7463522240519525,0.017649021,0.0003,12.333953857421875,0.226806640625,5.960464477539063e-08,,,,,
27.0,260096,53.945281982421875,,,,,,,,,,,,,,,
27.0,261120,53.491973876953125,0.2,23.093446946144105,-0.015005121547437739,1270,-3.7379479221999645,0.015785836,0.0003,8.360636711120605,0.194384765625,-1.1920928955078125e-07,,,,,
27.0,262144,55.467811584472656,,,,,,,,,,,,,,,
27.0,263168,55.38119888305664,0.2,23.493077930808067,-0.021698108178679832,1280,-3.719439769536257,0.016599096,0.0003,9.683659553527832,0.22763671875,0.0,,,,,
27.0,264192,55.67008590698242,,,,,,,,,,,,,,,
27.0,265216,54.8017578125,0.2,23.47595184445381,-0.020851081793080085,1290,-3.7174106992781164,0.016629472,0.0003,10.025827407836914,0.198779296875,0.0,,,,,
27.0,266240,58.115631103515625,,,,,,,,,,,,,,,
,266240,,,,,,,,,,,,130,53.50557071,845,314,27.0
27.0,267264,52.624366760253906,0.2,22.916384842991828,-0.01745379122585291,1300,-3.7110994324088096,0.01482508,0.0003,10.348714828491211,0.209326171875,0.0,,,,,
27.0,268288,53.8295783996582,,,,,,,,,,,,,,,
27.0,269312,57.564613342285156,0.2,24.026070475578308,-0.018880556894873734,1310,-3.674990662932396,0.01600509,0.0003,9.963691711425781,0.2001953125,0.0,,,,,
27.0,270336,51.36083984375,,,,,,,,,,,,,,,
27.0,271360,55.34087371826172,0.2,20.58699899315834,-0.01411916159268003,1320,-3.6690862484276296,0.0139374975,0.0003,8.561423301696777,0.154296875,0.0,,,,,
27.0,272384,56.34359359741211,,,,,,,,,,,,,,,
27.0,273408,57.32015609741211,0.2,25.46720395386219,-0.01756635234632995,1330,-3.665155975520611,0.015356155,0.0003,13.071259498596191,0.184521484375,0.0,,,,,
27.0,274432,50.13430404663086,,,,,,,,,,,,,,,
27.0,275456,52.342037200927734,0.2,22.856035035848617,-0.015317501517711208,1340,-3.6652637772262096,0.014625393,0.0003,11.414340019226074,0.160205078125,0.0,,,,,
27.0,276480,55.106422424316406,,,,,,,,,,,,,,,
27.0,277504,54.12230682373047,0.2,24.56747722029686,-0.01777812707150588,1350,-3.68005835339427,0.016112074,0.0003,12.28190803527832,0.220654296875,5.960464477539063e-08,,,,,
27.0,278528,59.215274810791016,,,,,,,,,,,,,,,
27.0,279552,56.17934799194336,0.2,23.05603459775448,-0.018112591814133338,1360,-3.6780802898108957,0.016673885,0.0003,10.748417854309082,0.21748046875,5.960464477539063e-08,,,,,
27.0,280576,54.69131088256836,,,,,,,,,,,,,,,
27.0,281600,55.16078186035156,0.2,23.375692069530487,-0.018559816881315784,1370,-3.6753225043416022,0.017707545,0.0003,12.247909545898438,0.21435546875,0.0,,,,,
27.0,282624,53.50713348388672,,,,,,,,,,,,,,,
27.0,283648,54.342681884765625,0.2,22.988158267736434,-0.01952823090250604,1380,-3.670680494606495,0.01700009,0.0003,13.689624786376953,0.2201171875,0.0,,,,,
27.0,284672,54.32547378540039,,,,,,,,,,,,,,,
27.0,285696,56.2314453125,0.2,20.080361214280128,-0.01740698040375719,1390,-3.6725764833390713,0.017641313,0.0003,9.470335006713867,0.22138671875,1.1920928955078125e-07,,,,,
27.0,286720,55.211978912353516,,,,,,,,,,,,,,,
,286720,,,,,,,,,,,,140,54.67626405,909,315,27.0
27.0,287744,54.59846496582031,0.2,23.128629946708678,-0.019488873233785852,1400,-3.674445702880621,0.015350781,0.0003,12.903039932250977,0.19462890625,0.0,,,,,
27.0,288768,54.661346435546875,,,,,,,,,,,,,,,
27.0,289792,55.04754638671875,0.2,21.613868030905724,-0.014791912226064597,1410,-3.6671993039548396,0.014509908,0.0003,13.168905258178711,0.167041015625,0.0,,,,,
27.0,290816,56.84944534301758,,,,,,,,,,,,,,,
27.0,291840,54.511112213134766,0.2,23.799688974022864,-0.016001392444013617,1420,-3.6617473401129246,0.016485445,0.0003,11.915433883666992,0.189501953125,-1.1920928955078125e-07,,,,,
27.0,292864,59.6326789855957,,,,,,,,,,,,,,,
27.0,293888,54.43621826171875,0.2,23.325616666674613,-0.014908997117890977,1430,-3.659090006351471,0.013351102,0.0003,13.202930450439453,0.16708984375,0.0,,,,,
27.0,294912,56.05021667480469,,,,,,,,,,,,,,,
27.0,295936,60.03964614868164,0.2,22.42408818900585,-0.014191773984930479,1440,-3.638976564258337,0.014384968,0.0003,8.556349754333496,0.159814453125,0.0,,,,,
27.0,296960,57.66394805908203,,,,,,,,,,,,,,,
27.0,297984,55.009613037109375,0.2,18.78995600938797,-0.01901652635569917,1450,-3.6286769159138204,0.018086381,0.0003,11.890069961547852,0.211474609375,0.0,,,,,
27.0,299008,51.1440315246582,,,,,,,,,,,,,,,
27.0,300032,56.5357780456543,0.2,22.224437367916106,-0.016327196228667164,1460,-3.6376556061208247,0.01606723,0.0003,11.808271408081055,0.196875,0.0,,,,,
27.0,301056,58.13652801513672,,,,,,,,,,,,,,,
27.0,302080,54.835289001464844,0.2,23.49243233501911,-0.014363910412066616,1470,-3.6414395861327646,0.015425865,0.0003,10.387001991271973,0.161083984375,0.0,,,,,
27.0,303104,55.69507598876953,,,,,,,,,,,,,,,
27.0,304128,55.09036636352539,0.2,22.80269377231598,-0.01355714950041147,1480,-3.6457480266690254,0.014239509,0.0003,12.698729515075684,0.1447265625,0.0,,,,,
27.0,305152,53.7520637512207,,,,,,,,,,,,,,,
27.0,306176,58.09391784667969,0.2,21.65562271773815,-0.01907702492462704,1490,-3.6520779326558115,0.016299725,0.0003,10.956169128417969,0.2291015625,0.0,,,,,
27.0,307200,52.99286651611328,,,,,,,,,,,,,,,
,307200,,,,,,,,,,,,150,55.309542089999994,974,315,27.0
27.0,308224,59.81317901611328,0.2,23.31876232922077,-0.014831872119975742,1500,-3.641610946506262,0.015715418,0.0003,17.941171646118164,0.171826171875,0.0,,,,,
27.0,309248,55.86543273925781,,,,,,,,,,,,,,,
27.0,310272,52.900333404541016,0.2,22.455635556578635,-0.01501586857921211,1510,-3.6566975519061087,0.015593127,0.0003,11.777235984802246,0.192431640625,0.0,,,,,
27.0,311296,55.958499908447266,,,,,,,,,,,,,,,
27.0,312320,51.7552490234375,0.2,23.051624688506127,-0.01283019074908225,1520,-3.6557931907474996,0.015757486,0.0003,7.910183429718018,0.152587890625,0.0,,,,,
27.0,313344,54.15336608886719,,,,,,,,,,,,,,,
27.0,314368,57.30370330810547,0.2,21.97358333468437,-0.01486433887766907,1530,-3.6547818429768086,0.015463203,0.0003,11.996243476867676,0.166357421875,0.0,,,,,
27.0,315392,58.353145599365234,,,,,,,,,,,,,,,
27.0,316416,54.646514892578125,0.2,22.819037613272666,-0.015972580254310743,1540,-3.660094537585974,0.014254115,0.0003,11.032614707946777,0.17158203125,0.0,,,,,
27.0,317440,52.07391357421875,,,,,,,,,,,,,,,
27.0,318464,56.82781219482422,0.2,24.623754605650902,-0.011320504227478522,1550,-3.653887914866209,0.014879972,0.0003,13.308883666992188,0.137255859375,0.0,,,,,
27.0,319488,55.87919616699219,,,,,,,,,,,,,,,
27.0,320512,54.27346420288086,0.2,19.541174113750458,-0.01813186400977429,1560,-3.6415219135582446,0.016243782,0.0003,8.766111373901367,0.20029296875,0.0,,,,,
27.0,321536,55.663841247558594,,,,,,,,,,,,,,,
27.0,322560,54.30736541748047,0.2,22.386741626262666,-0.014067679096478969,1570,-3.6263236813247204,0.015516363,0.0003,12.35334587097168,0.1693359375,0.0,,,,,
27.0,323584,54.68706130981445,,,,,,,,,,,,,,,
27.0,324608,54.6307373046875,0.2,27.73780632019043,-0.017639719805447384,1580,-3.6220054268836974,0.017512504,0.0003,12.707921981811523,0.190673828125,0.0,,,,,
27.0,325632,54.46288299560547,,,,,,,,,,,,,,,
27.0,326656,55.71392822265625,0.2,24.128451186418534,-0.020738920571602648,1590,-3.6187112241983415,0.018054651,0.0003,11.063549995422363,0.225830078125,0.0,,,,,
27.0,327680,57.758026123046875,,,,,,,,,,,,,,,
,327680,,,,,,,,,,,,160,55.5739606,1039,315,27.0
27.0,328704,56.89514923095703,0.2,23.12910783290863,-0.018932155729271472,1600,-3.608011673390865,0.016155291,0.0003,10.991413116455078,0.19755859375,0.0,,,,,
27.0,329728,55.98345184326172,,,,,,,,,,,,,,,
27.0,330752,56.61900329589844,0.2,21.56687398850918,-0.014884652226464823,1610,-3.6171206586062907,0.015281268,0.0003,10.490127563476562,0.176318359375,-1.1920928955078125e-07,,,,,
27.0,331776,55.51142120361328,,,,,,,,,,,,,,,
27.0,332800,58.103458404541016,0.2,19.22820803821087,-0.019566617415694054,1620,-3.618419162184,0.01651598,0.0003,10.640149116516113,0.232958984375,0.0,,,,,
27.0,333824,53.84687042236328,,,,,,,,,,,,,,,
27.0,334848,56.03600311279297,0.2,22.917251327633856,-0.016302524867933245,1630,-3.5952737480401993,0.014494809,0.0003,11.295936584472656,0.17958984375,5.960464477539063e-08,,,,,
27.0,335872,59.033607482910156,,,,,,,,,,,,,,,
27.0,336896,56.824798583984375,0.2,20.44097213447094,-0.016456340288277714,1640,-3.5949804589152334,0.017701892,0.0003,8.245905876159668,0.189990234375,0.0,,,,,
27.0,337920,52.61762237548828,,,,,,,,,,,,,,,
27.0,338944,53.571739196777344,0.2,21.9672287940979,-0.01423015271575423,1650,-3.5825346753001215,0.014886105,0.0003,11.315945625305176,0.16142578125,0.0,,,,,
27.0,339968,58.448238372802734,,,,,,,,,,,,,,,
27.0,340992,55.14702224731445,0.2,21.41597236394882,-0.013002332048199606,1660,-3.5562396086752415,0.014362557,0.0003,9.527304649353027,0.162744140625,0.0,,,,,
27.0,342016,54.75262451171875,,,,,,,,,,,,,,,
27.0,343040,55.61271286010742,0.2,19.321653059124948,-0.011267343880899717,1670,-3.562630105763674,0.01475363,0.0003,9.125787734985352,0.13603515625,0.0,,,,,
27.0,344064,53.86644744873047,,,,,,,,,,,,,,,
27.0,345088,53.514427185058594,0.2,19.918553385138512,-0.017126448846829588,1680,-3.5772467501461507,0.016777229,0.0003,9.967388153076172,0.188037109375,-1.1920928955078125e-07,,,,,
27.0,346112,56.38752746582031,,,,,,,,,,,,,,,
27.0,347136,55.38660430908203,0.2,22.689859426021577,-0.0179110156808747,1690,-3.5964360162615776,0.015037466,0.0003,9.761748313903809,0.204296875,-1.1920928955078125e-07,,,,,
27.0,348160,54.99140930175781,,,,,,,,,,,,,,,
,348160,,,,,,,,,,,,170,55.41830132999999,1103,315,27.0
27.0,349184,61.57439422607422,0.2,21.728240928053857,-0.010661078711564187,1700,-3.5796489201486112,0.014470516,0.0003,12.293291091918945,0.1353515625,0.0,,,,,
27.0,350208,53.30013656616211,,,,,,,,,,,,,,,
27.0,351232,55.79832458496094,0.2,22.056698724627495,-0.017352025234140457,1710,-3.604913738369942,0.014403392,0.0003,11.693373680114746,0.19072265625,0.0,,,,,
27.0,352256,53.36116027832031,,,,,,,,,,,,,,,
27.0,353280,59.09033203125,0.2,21.0212031185627,-0.016425512194109614,1720,-3.6038379050791263,0.014917305,0.0003,9.63063907623291,0.183544921875,1.1920928955078125e-07,,,,,
27.0,354304,53.897987365722656,,,,,,,,,,,,,,,
27.0,355328,57.37258529663086,0.2,21.5347202450037,-0.018270604217832442,1730,-3.588123917579651,0.015175146,0.0003,9.768326759338379,0.19677734375,0.0,,,,,
27.0,356352,55.14847946166992,,,,,,,,,,,,,,,
27.0,357376,56.65235137939453,0.2,19.275094744563102,-0.01994640330958646,1740,-3.605941238254309,0.015159329,0.0003,11.63378620147705,0.228564453125,1.1920928955078125e-07,,,,,
27.0,358400,54.831871032714844,,,,,,,,,,,,,,,
27.0,359424,55.49031066894531,0.2,22.982652449607848,-0.014399221159692388,1750,-3.603743386268616,0.013640192,0.0003,10.50112533569336,0.17138671875,0.0,,,,,
27.0,360448,56.384639739990234,,,,,,,,,,,,,,,
27.0,361472,54.09355163574219,0.2,22.246125468611716,-0.015194398080348037,1760,-3.612649504840374,0.013095172,0.0003,12.224068641662598,0.164306640625,0.0,,,,,
27.0,362496,54.182960510253906,,,,,,,,,,,,,,,
27.0,363520,52.99123764038086,0.2,24.077676406502725,-0.017218535469146444,1770,-3.5977123990654944,0.018102089,0.0003,13.69105052947998,0.20126953125,0.0,,,,,
27.0,364544,54.26045227050781,,,,,,,,,,,,,,,
27.0,365568,58.69154357910156,0.2,20.092157083749772,-0.01296494420239469,1780,-3.597801277041435,0.012899663,0.0003,7.950194835662842,0.167822265625,0.0,,,,,
27.0,366592,53.432762145996094,,,,,,,,,,,,,,,
27.0,367616,54.66773223876953,0.2,22.104056170582773,-0.01471655321729486,1790,-3.6077696114778517,0.013629269,0.0003,10.719468116760254,0.170361328125,0.0,,,,,
27.0,368640,57.50458526611328,,,,,,,,,,,,,,,
,368640,,,,,,,,,,,,180,55.383073620000005,1168,315,27.0
27.0,369664,58.66841506958008,0.2,22.349162089824677,-0.012737202466814779,1800,-3.607237968593836,0.014585691,0.0003,11.035353660583496,0.161767578125,0.0,,,,,
27.0,370688,58.177162170410156,,,,,,,,,,,,,,,
27.0,371712,53.50815963745117,0.2,19.053264182806014,-0.013523769601306412,1810,-3.592173782736063,0.0118227005,0.0003,11.344038963317871,0.153125,0.0,,,,,
27.0,372736,55.999229431152344,,,,,,,,,,,,,,,
27.0,373760,57.9074592590332,0.2,23.15586210489273,-0.01693669209780637,1820,-3.5823293425142766,0.018189134,0.0003,9.784085273742676,0.198681640625,-1.1920928955078125e-07,,,,,
27.0,374784,54.958770751953125,,,,,,,,,,,,,,,
27.0,375808,54.948787689208984,0.2,24.398630398511887,-0.015412874530011323,1830,-3.5809931524097918,0.015437951,0.0003,15.401158332824707,0.17353515625,5.960464477539063e-08,,,,,
27.0,376832,59.939090728759766,,,,,,,,,,,,,,,
27.0,377856,52.37196350097656,0.2,22.878579169511795,-0.013368146288848947,1840,-3.576131021231413,0.012953393,0.0003,7.301684379577637,0.166455078125,0.0,,,,,
27.0,378880,56.62248611450195,,,,,,,,,,,,,,,
27.0,379904,60.61159896850586,0.2,21.40283172726631,-0.018352091416454643,1850,-3.573342075943947,0.014764404,0.0003,9.322717666625977,0.189453125,0.0,,,,,
27.0,380928,54.739112854003906,,,,,,,,,,,,,,,
27.0,381952,58.043540954589844,0.2,21.403850623965262,-0.01727220579923596,1860,-3.5815012633800505,0.014133075,0.0003,12.6715726852417,0.20087890625,-1.1920928955078125e-07,,,,,
27.0,382976,52.65370178222656,,,,,,,,,,,,,,,
27.0,384000,55.552528381347656,0.2,22.679196643829346,-0.011354148693499155,1870,-3.5805535085499285,0.012279646,0.0003,12.076948165893555,0.126171875,0.0,,,,,
27.0,385024,55.780391693115234,,,,,,,,,,,,,,,
27.0,386048,52.90629959106445,0.2,22.297466462850572,-0.01444369154778542,1880,-3.5819201402366163,0.015463291,0.0003,7.509128093719482,0.171435546875,5.960464477539063e-08,,,,,
27.0,387072,57.76084518432617,,,,,,,,,,,,,,,
27.0,388096,51.640777587890625,0.2,20.089188495278357,-0.014076210402708966,1890,-3.5729962259531023,0.015380319,0.0003,10.69902515411377,0.157421875,0.0,,,,,
27.0,389120,58.01939392089844,,,,,,,,,,,,,,,
,389120,,,,,,,,,,,,190,55.567461,1232,315,27.0
27.0,390144,58.25051498413086,0.2,19.82293110489845,-0.016093159844604087,1900,-3.5781595043838026,0.014034982,0.0003,10.821314811706543,0.191357421875,0.0,,,,,
27.0,391168,56.726966857910156,,,,,,,,,,,,,,,
27.0,392192,60.302391052246094,0.2,20.61424046754837,-0.012812407177989371,1910,-3.5619511663913728,0.015652282,0.0003,9.623818397521973,0.170849609375,0.0,,,,,
27.0,393216,55.67694091796875,,,,,,,,,,,,,,,
27.0,394240,51.16664505004883,0.2,21.26965932548046,-0.015446370272547938,1920,-3.557016196846962,0.014653588,0.0003,9.615346908569336,0.18310546875,0.0,,,,,
27.0,395264,58.92096710205078,,,,,,,,,,,,,,,
27.0,396288,57.84659194946289,0.2,19.870520436763762,-0.010267591451702173,1930,-3.550185400992632,0.013790651,0.0003,10.741329193115234,0.13310546875,0.0,,,,,
27.0,397312,56.64045333862305,,,,,,,,,,,,,,,
27.0,398336,56.12407684326172,0.2,21.991251531243325,-0.011521196155808867,1940,-3.557851569354534,0.014753746,0.0003,7.77665376663208,0.14921875,0.0,,,,,
27.0,399360,57.908416748046875,,,,,,,,,,,,,,,
27.0,400384,59.6223030090332,0.2,21.139374658465385,-0.010177277948241682,1950,-3.557927905768156,0.013636755,0.0003,7.362980842590332,0.138525390625,0.0,,,,,
27.0,401408,57.112274169921875,,,,,,,,,,,,,,,
27.0,402432,57.88920593261719,0.2,18.794132620096207,-0.0124213831833913,1960,-3.5509112164378167,0.014341144,0.0003,10.803082466125488,0.147705078125,-1.1920928955078125e-07,,,,,
27.0,403456,58.67301940917969,,,,,,,,,,,,,,,
27.0,404480,53.37377166748047,0.2,20.34321518242359,-0.011586092632205692,1970,-3.5375682964920996,0.01204343,0.0003,9.76716423034668,0.133447265625,0.0,,,,,
27.0,405504,56.87049102783203,,,,,,,,,,,,,,,
27.0,406528,55.33500671386719,0.2,20.55261214375496,-0.015437657685106387,1980,-3.530754970014095,0.013859256,0.0003,8.028042793273926,0.17412109375,0.0,,,,,
27.0,407552,56.23955535888672,,,,,,,,,,,,,,,
27.0,408576,58.321067810058594,0.2,21.402270942926407,-0.013978288207727018,1990,-3.544353387504816,0.013776377,0.0003,10.96875,0.163671875,0.0,,,,,
27.0,409600,56.83646774291992,,,,,,,,,,,,,,,
,409600,,,,,,,,,,,,200,56.994328270000004,1297,315,27.0
27.0,410624,57.34786605834961,0.2,23.151513361930846,-0.015509370416111778,2000,-3.5484483532607554,0.015943315,0.0003,13.010984420776367,0.17431640625,0.0,,,,,
27.0,411648,58.12016296386719,,,,,,,,,,,,,,,
27.0,412672,57.05498504638672,0.2,21.334036204218865,-0.017540545458177802,2010,-3.5474733375012875,0.01590698,0.0003,8.63562297821045,0.20625,-1.1920928955078125e-07,,,,,
27.0,413696,58.99908447265625,,,,,,,,,,,,,,,
27.0,414720,55.472747802734375,0.2,19.362166795134545,-0.01214657048403751,2020,-3.549510573595762,0.0143613275,0.0003,11.138949394226074,0.150634765625,0.0,,,,,
27.0,415744,55.28693389892578,,,,,,,,,,,,,,,
27.0,416768,54.78607940673828,0.2,20.086511933803557,-0.014741541424882598,2030,-3.5331775948405264,0.014932747,0.0003,5.833989143371582,0.17197265625,0.0,,,,,
27.0,417792,56.98955535888672,,,,,,,,,,,,,,,
27.0,418816,57.064327239990234,0.2,19.18385197520256,-0.01587144026198075,2040,-3.5475496724247932,0.015803814,0.0003,7.912046909332275,0.185546875,1.1920928955078125e-07,,,,,
27.0,419840,58.13439178466797,,,,,,,,,,,,,,,
27.0,420864,56.462955474853516,0.2,21.647997298836707,-0.012415990664158017,2050,-3.5508058711886408,0.014111309,0.0003,10.225232124328613,0.147509765625,0.0,,,,,
27.0,421888,54.03253936767578,,,,,,,,,,,,,,,
27.0,422912,58.725257873535156,0.2,22.23354570567608,-0.014103944913949817,2060,-3.5547720216214658,0.014184801,0.0003,7.878291606903076,0.163037109375,0.0,,,,,
27.0,423936,55.55987548828125,,,,,,,,,,,,,,,
27.0,424960,52.45475769042969,0.2,19.18202636539936,-0.011891497440228705,2070,-3.5583200246095656,0.013124006,0.0003,10.528037071228027,0.151220703125,0.0,,,,,
27.0,425984,55.98500442504883,,,,,,,,,,,,,,,
27.0,427008,55.88890838623047,0.2,19.59064612686634,-0.01265093465190148,2080,-3.5608749382197855,0.014094506,0.0003,9.328176498413086,0.172265625,1.1920928955078125e-07,,,,,
27.0,428032,58.74909210205078,,,,,,,,,,,,,,,
27.0,429056,53.30353927612305,0.2,21.995075723528863,-0.015166150720324368,2090,-3.5626141510903837,0.014500706,0.0003,8.543882369995117,0.170556640625,0.0,,,,,
27.0,430080,53.30451583862305,,,,,,,,,,,,,,,
,430080,,,,,,,,,,,,210,55.99722667,1361,315,27.0
27.0,431104,56.304656982421875,0.2,21.501618307828902,-0.01615097360772779,2100,-3.5633476793766024,0.015098865,0.0003,11.781493186950684,0.19169921875,0.0,,,,,
27.0,432128,58.75395965576172,,,,,,,,,,,,,,,
27.0,433152,57.734580993652344,0.2,20.22717864215374,-0.012159615874406882,2110,-3.575755739212036,0.015543746,0.0003,14.32826042175293,0.1603515625,0.0,,,,,
27.0,434176,59.321929931640625,,,,,,,,,,,,,,,
27.0,435200,61.66747283935547,0.2,21.58342985510826,-0.014353929489152506,2120,-3.5818393126130106,0.016739614,0.0003,9.323966026306152,0.163134765625,0.0,,,,,
27.0,436224,56.012298583984375,,,,,,,,,,,,,,,
27.0,437248,54.417179107666016,0.2,24.00621504485607,-0.014578398487356026,2130,-3.555862346291542,0.016043406,0.0003,13.204304695129395,0.181884765625,0.0,,,,,
27.0,438272,55.119720458984375,,,,,,,,,,,,,,,
27.0,439296,57.45579528808594,0.2,21.03929949104786,-0.01406781712139491,2140,-3.550137014687061,0.014944807,0.0003,11.8369140625,0.187646484375,0.0,,,,,
27.0,440320,54.080665588378906,,,,,,,,,,,,,,,
27.0,441344,57.956912994384766,0.2,21.486015409231186,-0.01423441821243614,2150,-3.5297662861645223,0.015164556,0.0003,11.907022476196289,0.16025390625,0.0,,,,,
27.0,442368,55.71336364746094,,,,,,,,,,,,,,,
27.0,443392,51.94420623779297,0.2,22.303538793325423,-0.013456448091892526,2160,-3.5294396176934244,0.014595538,0.0003,13.41176700592041,0.170703125,0.0,,,,,
27.0,444416,59.439945220947266,,,,,,,,,,,,,,,
27.0,445440,53.73760223388672,0.2,22.844404292106628,-0.016739058592065703,2170,-3.5153920613229275,0.01568114,0.0003,8.963889122009277,0.206396484375,0.0,,,,,
27.0,446464,53.42528533935547,,,,,,,,,,,,,,,
27.0,447488,56.385833740234375,0.2,20.87310476899147,-0.017621570432675072,2180,-3.531841158121824,0.017821489,0.0003,13.61453628540039,0.201806640625,0.0,,,,,
27.0,448512,56.391510009765625,,,,,,,,,,,,,,,
27.0,449536,58.875762939453125,0.2,21.635967376828194,-0.014880352340696845,2190,-3.524082915484905,0.013960318,0.0003,10.86203384399414,0.1873046875,0.0,,,,,
27.0,450560,56.03362274169922,,,,,,,,,,,,,,,
,450560,,,,,,,,,,,,220,57.4109876,1427,315,27.0
27.0,451584,56.833953857421875,0.2,23.705523428320884,-0.017174235347192736,2200,-3.5414597034454345,0.015981866,0.0003,11.712580680847168,0.2048828125,0.0,,,,,
27.0,452608,54.02906036376953,,,,,,,,,,,,,,,
27.0,453632,57.21412658691406,0.2,20.374531403183937,-0.01482937475957442,2210,-3.564583893865347,0.016142564,0.0003,8.602601051330566,0.18359375,0.0,,,,,
27.0,454656,54.66680908203125,,,,,,,,,,,,,,,
27.0,455680,56.816307067871094,0.2,20.789059734344484,-0.01856032997602597,2220,-3.550002849847078,0.015538515,0.0003,9.568635940551758,0.209423828125,0.0,,,,,
27.0,456704,55.44538879394531,,,,,,,,,,,,,,,
27.0,457728,53.17980194091797,0.2,18.425737309455872,-0.011096057631948496,2230,-3.5416723720729353,0.013391426,0.0003,6.079629421234131,0.151806640625,0.0,,,,,
27.0,458752,59.7027473449707,,,,,,,,,,,,,,,
27.0,459776,58.51632308959961,0.2,22.87766588330269,-0.009213754015945597,2240,-3.5299101315438746,0.012970477,0.0003,13.454400062561035,0.11611328125,0.0,,,,,
27.0,460800,56.54928970336914,,,,,,,,,,,,,,,
27.0,461824,58.195030212402344,0.2,22.42153109014034,-0.014742533511889633,2250,-3.5168751165270806,0.014988019,0.0003,13.424054145812988,0.17763671875,0.0,,,,,
27.0,462848,58.58570861816406,,,,,,,,,,,,,,,
27.0,463872,57.17512130737305,0.2,22.269210427999496,-0.014230868690356146,2260,-3.527139367163181,0.014930876,0.0003,8.099939346313477,0.167138671875,0.0,,,,,
27.0,464896,53.50600051879883,,,,,,,,,,,,,,,
27.0,465920,56.75865936279297,0.2,19.79697899222374,-0.01968447958934121,2270,-3.5277253851294517,0.017015105,0.0003,8.77790641784668,0.216552734375,0.0,,,,,
27.0,466944,61.24371337890625,,,,,,,,,,,,,,,
27.0,467968,54.52613830566406,0.2,20.53899749815464,-0.017929149071278516,2280,-3.517166007310152,0.016655302,0.0003,9.51697063446045,0.211572265625,0.0,,,,,
27.0,468992,58.27665328979492,,,,,,,,,,,,,,,
