eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations
180.0,1024,12.920161247253418,,,,,,,,,,,,,,,
180.0,2048,13.439833641052246,,,,,,,,,,,,,,,
180.0,3072,12.28919792175293,0.27470703125,10,0.017931705,0.2,0.0003,42.370671755075456,-5.8760463610291485,-0.061399365156830754,0.0007312893867492676,22.140724182128906,,,,,
180.0,4096,13.151212692260742,,,,,,,,,,,,,,,
180.0,5120,14.404287338256836,0.326123046875,20,0.021436442,0.2,0.0003,40.822348055243495,-5.863486626744271,-0.06395099172077608,-0.0009766817092895508,23.54440689086914,,,,,
180.0,6144,14.554350852966309,,,,,,,,,,,,,,,
180.0,7168,13.939356803894043,0.31572265625,30,0.020946637,0.2,0.0003,49.27571795284748,-5.85412835329771,-0.056320900714490564,0.003138422966003418,21.693031311035156,,,,,
180.0,8192,14.529569625854492,,,,,,,,,,,,,,,
180.0,9216,15.076825141906738,0.3228515625,40,0.022970568,0.2,0.0003,37.63382830619812,-5.840546816587448,-0.05358742892713053,-0.00223386287689209,20.40186882019043,,,,,
180.0,10240,13.969948768615723,,,,,,,,,,,,,,,
180.0,11264,13.266417503356934,0.2724609375,50,0.020108875,0.2,0.0003,48.52195765972137,-5.833796501159668,-0.05633821117808111,0.0002752542495727539,30.023948669433594,,,,,
180.0,12288,14.973731994628906,,,,,,,,,,,,,,,
180.0,13312,13.541698455810547,0.326123046875,60,0.022607066,0.2,0.0003,41.14806123375892,-5.825485637784004,-0.05138385107711656,0.00030416250228881836,12.753816604614258,,,,,
180.0,14336,14.462011337280273,,,,,,,,,,,,,,,
180.0,15360,15.108550071716309,0.300390625,70,0.02152535,0.2,0.0003,46.34439922273159,-5.811476844549179,-0.04313574668558431,-0.004329204559326172,18.940406799316406,,,,,
180.0,16384,13.398215293884277,,,,,,,,,,,,,,,
180.0,17408,14.174128532409668,0.333349609375,80,0.022987114,0.2,0.0003,34.657969719171525,-5.797511994838715,-0.04471255588869098,-1.7642974853515625e-05,25.68241310119629,,,,,
180.0,18432,14.480259895324707,,,,,,,,,,,,,,,
180.0,19456,14.400449752807617,0.337646484375,90,0.021653939,0.2,0.0003,36.247442704439166,-5.7733336120843886,-0.03590201921906555,0.0002581477165222168,30.2965087890625,,,,,
180.0,20480,14.730001449584961,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,59,13.74694887,343,180.0,10
180.0,21504,14.089656829833984,0.377783203125,100,0.024729703,0.2,0.0003,39.82258030474186,-5.755269633233548,-0.04055832669546362,0.0009056329727172852,12.752449035644531,,,,,
180.0,22528,12.830057144165039,,,,,,,,,,,,,,,
180.0,23552,14.865973472595215,0.29599609375,110,0.020487335,0.2,0.0003,36.33126567900181,-5.743215441703796,-0.04221503192966338,-0.0003333091735839844,15.732664108276367,,,,,
180.0,24576,14.424436569213867,,,,,,,,,,,,,,,
180.0,25600,15.892953872680664,0.340283203125,120,0.022859532,0.2,0.0003,46.7746111959219,-5.699237367510795,-0.04222047787334304,-2.2530555725097656e-05,21.998981475830078,,,,,
180.0,26624,13.989542007446289,,,,,,,,,,,,,,,
180.0,27648,14.537705421447754,0.3517578125,130,0.023152169,0.2,0.0003,40.027406907081605,-5.672463069856167,-0.03867280450358521,0.0,13.62766170501709,,,,,
180.0,28672,14.447330474853516,,,,,,,,,,,,,,,
180.0,29696,15.076480865478516,0.336572265625,140,0.021842059,0.2,0.0003,42.64626830816269,-5.6554255053401,-0.039371011950424875,0.00012260675430297852,13.6304349899292,,,,,
180.0,30720,15.253345489501953,,,,,,,,,,,,,,,
180.0,31744,14.87730598449707,0.360888671875,150,0.02361697,0.2,0.0003,36.53010298609733,-5.657628275454044,-0.03887084165617125,0.0,20.696311950683594,,,,,
180.0,32768,15.109977722167969,,,,,,,,,,,,,,,
