eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,40.14616012573242,47104,,,,,,,,,,,,,,,
27.0,41.488006591796875,48128,0.457666015625,0.2,0.0003,0.059748672,-0.053309420373989266,42.91384016871452,22.74681854248047,230,-5.001602455973625,0.0,,,,,
27.0,41.583045959472656,49152,,,,,,,,,,,,,,,
27.0,34.45489501953125,50176,0.47783203125,0.2,0.0003,0.060722567,-0.06492703686235472,42.60404580831528,19.225011825561523,240,-4.965728129446506,0.0,,,,,
27.0,37.144386291503906,51200,,,,,,,,,,,,,,,
27.0,36.59200668334961,52224,0.44716796875,0.2,0.0003,0.058614656,-0.052859121016808785,45.33472229838371,26.907724380493164,250,-4.911713947355747,0.0,,,,,
27.0,45.362178802490234,53248,,,,,,,,,,,,,,,
27.0,42.352657318115234,54272,0.447900390625,0.2,0.0003,0.058236778,-0.05086476221622434,39.30376837253571,20.51049041748047,260,-4.854794375598431,0.0,,,,,
27.0,42.729248046875,55296,,,,,,,,,,,,,,,
27.0,47.79350280761719,56320,0.470068359375,0.2,0.0003,0.06536479,-0.0493500541546382,42.17139593958855,19.609779357910156,270,-4.798712515830994,0.0,,,,,
27.0,42.67972946166992,57344,,,,,,,,,,,,,,,
27.0,41.89099884033203,58368,0.48583984375,0.2,0.0003,0.062786184,-0.047784357020282185,34.47638798952103,17.677560806274414,280,-4.756502883136273,0.0,,,,,
27.0,37.638153076171875,59392,,,,,,,,,,,,,,,
27.0,45.57645034790039,60416,0.466162109375,0.2,0.0003,0.06509091,-0.04944814657792449,37.21001645326614,21.322219848632812,290,-4.67945430278778,0.0,,,,,
27.0,44.711387634277344,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,44.27770048,515,27.0,30,119
27.0,46.079933166503906,62464,0.46806640625,0.2,0.0003,0.07045299,-0.05467115084757097,43.11505677103996,21.40381622314453,300,-4.62152682095766,0.0,,,,,
27.0,46.159446716308594,63488,,,,,,,,,,,,,,,
27.0,47.43516540527344,64512,0.500537109375,0.2,0.0003,0.079605535,-0.058754914806922895,42.38138075470924,25.99688720703125,310,-4.564854566752911,0.0,,,,,
27.0,39.71636199951172,65536,,,,,,,,,,,,,,,
27.0,44.36500930786133,66560,0.47431640625,0.2,0.0003,0.067077026,-0.04571137248422019,40.45173522233963,17.415386199951172,320,-4.519359104335308,-2.384185791015625e-07,,,,,
27.0,44.873233795166016,67584,,,,,,,,,,,,,,,
27.0,48.46603012084961,68608,0.454248046875,0.2,0.0003,0.06451923,-0.05534765615593642,39.19871791005134,21.404542922973633,330,-4.471481025218964,0.0,,,,,
27.0,51.67224884033203,69632,,,,,,,,,,,,,,,
27.0,47.486751556396484,70656,0.465380859375,0.2,0.0003,0.07268983,-0.05947398436255753,42.66522631049156,22.47627830505371,340,-4.4103268653154375,0.0,,,,,
27.0,42.545570373535156,71680,,,,,,,,,,,,,,,
27.0,45.86915969848633,72704,0.474658203125,0.2,0.0003,0.07397828,-0.04899165477399947,36.17781354784965,17.047828674316406,350,-4.349689397215843,0.0,,,,,
27.0,45.34782409667969,73728,,,,,,,,,,,,,,,
27.0,46.47740173339844,74752,0.464306640625,0.2,0.0003,0.062151283,-0.05454954718006775,39.19556117653847,18.05113983154297,360,-4.274475507438183,1.1920928955078125e-07,,,,,
27.0,46.41648864746094,75776,,,,,,,,,,,,,,,
27.0,50.195037841796875,76800,0.428564453125,0.2,0.0003,0.05218886,-0.05239116511365864,34.225642162561414,15.411004066467285,370,-4.183316724002362,0.0,,,,,
27.0,43.22728729248047,77824,,,,,,,,,,,,,,,
27.0,49.02667236328125,78848,0.45185546875,0.2,0.0003,0.071112245,-0.05586612256593071,35.656544059515,10.061712265014648,380,-4.103355522453785,0.0,,,,,
27.0,47.242576599121094,79872,,,,,,,,,,,,,,,
27.0,48.54754638671875,80896,0.45341796875,0.2,0.0003,0.073297486,-0.05052057100401726,31.719461530447006,13.674667358398438,390,-4.022412953525782,1.1920928955078125e-07,,,,,
27.0,51.316104888916016,81920,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,50.057793659999994,514,27.0,40,159
27.0,51.18403625488281,82944,0.496630859375,0.2,0.0003,0.08148393,-0.055941706628073004,32.63650963306427,12.29983139038086,400,-3.9820834055542944,5.960464477539063e-08,,,,,
27.0,49.223690032958984,83968,,,,,,,,,,,,,,,
27.0,47.494110107421875,84992,0.49150390625,0.2,0.0003,0.08352202,-0.05380859085707925,33.44208835363388,15.73521900177002,410,-3.913770816475153,0.0,,,,,
27.0,52.59743881225586,86016,,,,,,,,,,,,,,,
27.0,50.0487174987793,87040,0.46513671875,0.2,0.0003,0.07667829,-0.048088978859595954,37.596101170778276,21.564538955688477,420,-3.850068452954292,0.0,,,,,
27.0,50.98966979980469,88064,,,,,,,,,,,,,,,
27.0,47.70059585571289,89088,0.4654296875,0.2,0.0003,0.06714787,-0.05273846272611991,33.626078349351886,17.940916061401367,430,-3.799601700156927,0.0,,,,,
27.0,49.021141052246094,90112,,,,,,,,,,,,,,,
