eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/loss,train/value_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_range,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean
36.0,1014784,62.77452087402344,19898.412109375,40512.58270263672,0.249365234375,0.0,-0.011757705340278335,4950,0.0003,-4.322360821068287,0.021794649,0.2,,,,,
36.0,1015808,66.16107177734375,,,,,,,,,,,,,,,
36.0,1016832,68.94493103027344,20329.673828125,38710.76494140625,0.239892578125,0.0,-0.0053655080148018895,4960,0.0003,-4.32184796333313,0.020096019,0.2,,,,,
36.0,1017856,66.70552062988281,,,,,,,,,,,,,,,
36.0,1018880,69.30876159667969,21720.326171875,38360.85585327148,0.259326171875,0.0,0.0003006488856044598,4970,0.0003,-4.31022073328495,0.02267065,0.2,,,,,
36.0,1019904,63.537715911865234,,,,,,,,,,,,,,,
36.0,1020928,62.44190979003906,15075.7041015625,36388.064056396484,0.27490234375,1.1920928955078125e-07,0.004475297537283041,4980,0.0003,-4.294374230504036,0.023179928,0.2,,,,,
36.0,1021952,67.23460388183594,,,,,,,,,,,,,,,
,1021952,,,,,,,,,,,,30,468,131,36.0,1441.4176671499997
36.0,1022976,64.84637451171875,15766.6904296875,36456.90625,0.2869140625,-1.1920928955078125e-07,0.001781625160947442,4990,0.0003,-4.3068102359771725,0.02613115,0.2,,,,,
36.0,1024000,63.85063171386719,,,,,,,,,,,,,,,
36.0,1025024,64.83552551269531,11293.318359375,34264.19635620117,0.27607421875,0.0,-0.008102445572149009,5000,0.0003,-4.274293613433838,0.022899153,0.2,,,,,
36.0,1026048,69.73750305175781,,,,,,,,,,,,,,,
36.0,1027072,69.98056030273438,19112.23046875,40484.1301574707,0.254296875,0.0,0.0006578445085324347,5010,0.0003,-4.249729701876641,0.02290335,0.2,,,,,
36.0,1028096,72.17066955566406,,,,,,,,,,,,,,,
36.0,1029120,60.796634674072266,16535.11328125,36598.31396484375,0.26435546875,-1.1920928955078125e-07,-0.000397319249168504,5020,0.0003,-4.267219731211663,0.023311127,0.2,,,,,
36.0,1030144,65.48020935058594,,,,,,,,,,,,,,,
36.0,1031168,67.79710388183594,18541.521484375,34371.548303222655,0.289453125,-1.1920928955078125e-07,0.0007951546489493921,5030,0.0003,-4.264652781188488,0.025213137,0.2,,,,,
36.0,1032192,67.92474365234375,,,,,,,,,,,,,,,
36.0,1033216,63.420684814453125,17408.484375,34443.10835571289,0.2580078125,-2.384185791015625e-07,0.012543362056021579,5040,0.0003,-4.2630715176463125,0.023445219,0.2,,,,,
36.0,1034240,63.152435302734375,,,,,,,,,,,,,,,
36.0,1035264,68.28270721435547,15025.875,32361.7584777832,0.2298828125,1.1920928955078125e-07,0.005105911137070507,5050,0.0003,-4.274004428088665,0.022028223,0.2,,,,,
36.0,1036288,66.34190368652344,,,,,,,,,,,,,,,
36.0,1037312,64.28423309326172,15365.771484375,35089.986517333986,0.293115234375,0.0,0.01057584437658079,5060,0.0003,-4.296967752277851,0.027704038,0.2,,,,,
36.0,1038336,66.91429138183594,,,,,,,,,,,,,,,
36.0,1039360,68.71206665039062,17032.064453125,39001.33077392578,0.27294921875,0.0,0.001480581291252747,5070,0.0003,-4.314050416648388,0.024249298,0.2,,,,,
36.0,1040384,68.95414733886719,,,,,,,,,,,,,,,
36.0,1041408,64.20120239257812,19711.669921875,39576.24811401367,0.28291015625,0.0,0.004828190294210799,5080,0.0003,-4.3145218506455425,0.027285118,0.2,,,,,
36.0,1042432,67.83987426757812,,,,,,,,,,,,,,,
,1042432,,,,,,,,,,,,40,624,131,36.0,1478.5156773899998
36.0,1043456,66.75218963623047,16902.5625,36888.887634277344,0.284130859375,0.0,-0.0005206406203797087,5090,0.0003,-4.293115401268006,0.024978776,0.2,,,,,
36.0,1044480,63.000877380371094,,,,,,,,,,,,,,,
36.0,1045504,65.35443115234375,16304.486328125,34217.36920776367,0.258984375,0.0,0.00802278345800005,5100,0.0003,-4.285058626532555,0.022612162,0.2,,,,,
36.0,1046528,68.29191589355469,,,,,,,,,,,,,,,
36.0,1047552,64.79734802246094,13556.1337890625,34449.93547973633,0.254541015625,0.0,-0.0012802333134459332,5110,0.0003,-4.294355499744415,0.021473885,0.2,,,,,
36.0,1048576,65.7593765258789,,,,,,,,,,,,,,,
36.0,1049600,67.46351623535156,15337.154296875,33452.79408569336,0.26015625,0.0,0.007122741072089411,5120,0.0003,-4.285372933745384,0.022748306,0.2,,,,,
36.0,1050624,69.13029479980469,,,,,,,,,,,,,,,
36.0,1051648,62.44214630126953,13981.51171875,30226.672918701173,0.285986328125,0.0,-0.001196376807638444,5130,0.0003,-4.268898366391658,0.024779344,0.2,,,,,
36.0,1052672,62.410457611083984,,,,,,,,,,,,,,,
36.0,1053696,64.87889862060547,19879.671875,38411.114965820314,0.25595703125,0.0,0.0004699579265434295,5140,0.0003,-4.249801975488663,0.024130858,0.2,,,,,
36.0,1054720,62.57855987548828,,,,,,,,,,,,,,,
36.0,1055744,60.954627990722656,16397.587890625,34783.65568847656,0.225732421875,0.0,0.00030608057568315417,5150,0.0003,-4.255000835657119,0.02110029,0.2,,,,,
36.0,1056768,62.43355178833008,,,,,,,,,,,,,,,
36.0,1057792,67.04270935058594,12757.6142578125,30987.82660522461,0.227685546875,0.0,0.00801081452955259,5160,0.0003,-4.252026487886906,0.020500269,0.2,,,,,
36.0,1058816,64.73041534423828,,,,,,,,,,,,,,,
36.0,1059840,70.04655456542969,15800.8779296875,28733.377380371094,0.227880859375,1.1920928955078125e-07,0.0007201480402727611,5170,0.0003,-4.255986522138119,0.020539882,0.2,,,,,
36.0,1060864,66.13494110107422,,,,,,,,,,,,,,,
36.0,1061888,62.04442596435547,14416.2822265625,30133.528662109376,0.2638671875,0.0,0.0037120381399290635,5180,0.0003,-4.267919731140137,0.024103712,0.2,,,,,
36.0,1062912,66.15802001953125,,,,,,,,,,,,,,,
,1062912,,,,,,,,,,,,50,784,130,36.0,1447.53562064
36.0,1063936,63.14928436279297,14553.587890625,33567.18402709961,0.31455078125,0.0,0.011187733683618717,5190,0.0003,-4.261245067417621,0.027148826,0.2,,,,,
36.0,1064960,66.2744140625,,,,,,,,,,,,,,,
36.0,1065984,65.08860778808594,17681.607421875,36784.72035522461,0.239013671875,0.0,0.009172918583499268,5200,0.0003,-4.266859102249145,0.0204028,0.2,,,,,
36.0,1067008,65.5876235961914,,,,,,,,,,,,,,,
36.0,1068032,68.99945831298828,15115.673828125,30570.301849365234,0.28017578125,-1.1920928955078125e-07,0.0009746913157869131,5210,0.0003,-4.264817650616169,0.02511558,0.2,,,,,
36.0,1069056,65.607177734375,,,,,,,,,,,,,,,
36.0,1070080,69.17073059082031,19279.46484375,38854.58791503906,0.2966796875,0.0,0.007251481772982515,5220,0.0003,-4.270039017498493,0.026364181,0.2,,,,,
36.0,1071104,67.04769897460938,,,,,,,,,,,,,,,
36.0,1072128,67.4045181274414,17165.083984375,36646.92583007812,0.303369140625,0.0,0.0009071436215890571,5230,0.0003,-4.254627965390682,0.025825623,0.2,,,,,
36.0,1073152,65.35076904296875,,,,,,,,,,,,,,,
36.0,1074176,66.3777084350586,16859.615234375,36155.57410888672,0.274658203125,0.0,0.007627172763750423,5240,0.0003,-4.259541411697865,0.025309443,0.2,,,,,
36.0,1075200,65.76349639892578,,,,,,,,,,,,,,,
36.0,1076224,68.13182067871094,11983.1181640625,28767.462170410156,0.255517578125,0.0,-0.0038736152157071045,5250,0.0003,-4.253757828474045,0.021210972,0.2,,,,,
36.0,1077248,64.63330078125,,,,,,,,,,,,,,,
36.0,1078272,62.57997131347656,21535.357421875,35622.885266113284,0.260009765625,0.0,0.010911102658428717,5260,0.0003,-4.250224529206752,0.022463106,0.2,,,,,
36.0,1079296,65.8650131225586,,,,,,,,,,,,,,,
36.0,1080320,66.75288391113281,14924.7177734375,32976.6549621582,0.26025390625,1.1920928955078125e-07,-0.00046303542621899395,5270,0.0003,-4.23588439822197,0.024629,0.2,,,,,
36.0,1081344,60.508522033691406,,,,,,,,,,,,,,,
36.0,1082368,60.72058868408203,13181.3427734375,28335.876556396484,0.21787109375,0.0,0.004825216587050818,5280,0.0003,-4.222333687543869,0.0197701,0.2,,,,,
36.0,1083392,65.15922546386719,,,,,,,,,,,,,,,
,1083392,,,,,,,,,,,,60,947,129,36.0,1466.2749777999995
36.0,1084416,60.68544006347656,17920.833984375,35690.2537109375,0.278515625,-1.1920928955078125e-07,0.0029172959038987756,5290,0.0003,-4.232827627658844,0.024786536,0.2,,,,,
36.0,1085440,66.24467468261719,,,,,,,,,,,,,,,
36.0,1086464,66.72749328613281,13770.337890625,28278.006982421874,0.2953125,0.0,0.0032094376889290287,5300,0.0003,-4.239125600457191,0.02363684,0.2,,,,,
36.0,1087488,67.30363464355469,,,,,,,,,,,,,,,
36.0,1088512,66.76099395751953,16081.0078125,35324.96146850586,0.2802734375,0.0,0.005517077012336813,5310,0.0003,-4.251355248689651,0.026349459,0.2,,,,,
36.0,1089536,63.402198791503906,,,,,,,,,,,,,,,
36.0,1090560,65.75332641601562,17364.26953125,34560.25285644531,0.289990234375,5.960464477539063e-08,0.006325884241960011,5320,0.0003,-4.268616153299808,0.025347553,0.2,,,,,
36.0,1091584,64.36734008789062,,,,,,,,,,,,,,,
36.0,1092608,66.0418472290039,13487.9609375,29943.979577636717,0.32783203125,0.0,0.012875216305837966,5330,0.0003,-4.250130473077297,0.028225044,0.2,,,,,
36.0,1093632,63.06920623779297,,,,,,,,,,,,,,,
36.0,1094656,58.0448112487793,13907.5673828125,30545.22559814453,0.2892578125,0.0,0.004919224839250091,5340,0.0003,-4.229217159748077,0.025255965,0.2,,,,,
36.0,1095680,64.08924865722656,,,,,,,,,,,,,,,
36.0,1096704,64.47035217285156,16778.302734375,33718.42326049805,0.271044921875,-1.1920928955078125e-07,-0.0021616422513034196,5350,0.0003,-4.227520941197872,0.022184135,0.2,,,,,
36.0,1097728,65.02326202392578,,,,,,,,,,,,,,,
36.0,1098752,66.16294860839844,17527.59375,34299.984387207034,0.2712890625,0.0,0.0013566861365688966,5360,0.0003,-4.218648205697536,0.024474192,0.2,,,,,
36.0,1099776,65.8557357788086,,,,,,,,,,,,,,,
36.0,1100800,67.04573059082031,13661.8369140625,28182.237744140624,0.293115234375,0.0,-0.0044631746684899555,5370,0.0003,-4.186952014267445,0.023187835,0.2,,,,,
36.0,1101824,67.17657470703125,,,,,,,,,,,,,,,
36.0,1102848,67.70052337646484,14626.4052734375,28449.44171142578,0.227490234375,0.0,-7.507108966819942e-06,5380,0.0003,-4.165419325232506,0.020781573,0.2,,,,,
36.0,1103872,67.26287841796875,,,,,,,,,,,,,,,
,1103872,,,,,,,,,,,,70,1103,129,36.0,1462.3150349900002
36.0,1104896,62.08025360107422,14349.791015625,30263.10835571289,0.256884765625,0.0,0.009413613443030044,5390,0.0003,-4.156928826868534,0.02221473,0.2,,,,,
36.0,1105920,64.81367492675781,,,,,,,,,,,,,,,
36.0,1106944,63.136966705322266,13277.1494140625,28645.11424560547,0.2509765625,0.0,0.002314659327385016,5400,0.0003,-4.173691463470459,0.022482198,0.2,,,,,
36.0,1107968,68.21424865722656,,,,,,,,,,,,,,,
36.0,1108992,66.9655532836914,17768.76953125,32855.97957763672,0.223193359375,0.0,0.0036343347077490763,5410,0.0003,-4.178558170795441,0.019642614,0.2,,,,,
36.0,1110016,68.8667221069336,,,,,,,,,,,,,,,
36.0,1111040,69.846435546875,18855.35546875,32405.67366333008,0.281494140625,1.1920928955078125e-07,-0.007010637284838595,5420,0.0003,-4.1789108023047445,0.025168503,0.2,,,,,
36.0,1112064,66.72845458984375,,,,,,,,,,,,,,,
36.0,1113088,64.84382629394531,17685.3046875,33659.376525878906,0.242578125,0.0,-0.0025232438027160244,5430,0.0003,-4.171718847751618,0.021076478,0.2,,,,,
36.0,1114112,60.70849609375,,,,,,,,,,,,,,,
36.0,1115136,68.04969787597656,13833.6474609375,33265.96840820312,0.26337890625,0.0,0.0024297815311001615,5440,0.0003,-4.1523615881800655,0.023049971,0.2,,,,,
36.0,1116160,63.51545715332031,,,,,,,,,,,,,,,
36.0,1117184,67.85746765136719,14918.501953125,27032.633587646484,0.2572265625,0.0,0.004584549351420719,5450,0.0003,-4.121476809680462,0.023098696,0.2,,,,,
36.0,1118208,66.79071044921875,,,,,,,,,,,,,,,
36.0,1119232,63.769691467285156,9544.1259765625,24289.46640625,0.254296875,-1.1920928955078125e-07,0.0012674361554672942,5460,0.0003,-4.108305588364601,0.021143641,0.2,,,,,
36.0,1120256,63.23652267456055,,,,,,,,,,,,,,,
36.0,1121280,63.41535949707031,9671.162109375,28725.947717285155,0.280224609375,0.0,0.015365283165010624,5470,0.0003,-4.128520774841308,0.024030395,0.2,,,,,
36.0,1122304,69.73414611816406,,,,,,,,,,,,,,,
36.0,1123328,64.3485336303711,17123.810546875,31382.551428222658,0.27939453125,0.0,0.00396020680636866,5480,0.0003,-4.1237513199448586,0.023398306,0.2,,,,,
36.0,1124352,66.48185729980469,,,,,,,,,,,,,,,
,1124352,,,,,,,,,,,,80,1260,129,36.0,1471.8797195400005
36.0,1125376,74.12855529785156,10702.1865234375,28993.805865478516,0.260205078125,-1.1920928955078125e-07,0.005355696080368943,5490,0.0003,-4.141546772420407,0.024005665,0.2,,,,,
36.0,1126400,65.99571990966797,,,,,,,,,,,,,,,
36.0,1127424,70.18724060058594,15214.2568359375,27992.585791015626,0.2587890625,-1.1920928955078125e-07,0.005749768103123642,5500,0.0003,-4.165264999866485,0.023160975,0.2,,,,,
36.0,1128448,70.74989318847656,,,,,,,,,,,,,,,
36.0,1129472,68.78276824951172,13997.5263671875,31993.186944580077,0.27529296875,1.1920928955078125e-07,0.003701858440763317,5510,0.0003,-4.189264161884784,0.023683837,0.2,,,,,
36.0,1130496,65.71218872070312,,,,,,,,,,,,,,,
36.0,1131520,69.44813537597656,15908.1875,33247.285247802734,0.258642578125,0.0,0.00958651454129722,5520,0.0003,-4.188312542438507,0.023852345,0.2,,,,,
36.0,1132544,64.89006805419922,,,,,,,,,,,,,,,
36.0,1133568,64.56214904785156,12223.529296875,27684.281829833984,0.3001953125,0.0,0.006188829975144472,5530,0.0003,-4.186343686282635,0.025563339,0.2,,,,,
36.0,1134592,63.572181701660156,,,,,,,,,,,,,,,
36.0,1135616,67.95393371582031,17080.47265625,29818.49005737305,0.256591796875,1.7881393432617188e-07,0.0036325751629192383,5540,0.0003,-4.17565189898014,0.023697004,0.2,,,,,
36.0,1136640,61.72882843017578,,,,,,,,,,,,,,,
36.0,1137664,68.27627563476562,14488.6513671875,29692.903570556642,0.303173828125,0.0,0.004921470896806568,5550,0.0003,-4.188672094047069,0.026749812,0.2,,,,,
36.0,1138688,65.5110092163086,,,,,,,,,,,,,,,
36.0,1139712,68.62952423095703,13996.140625,26949.891003417968,0.3146484375,0.0,0.010692006401950494,5560,0.0003,-4.179478435218334,0.027188864,0.2,,,,,
36.0,1140736,67.19126892089844,,,,,,,,,,,,,,,
