eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed
4.143608093261719,37000,50.0,0.0003,-0.02508407739951508,0.012999327,5.960464477539063e-08,10717.308494567871,0.2,5040.4248046875,-5.058320413529873,180,0.139013671875,,,,,
5.652829647064209,37500,50.0,,,,,,,,,,,,,,,
5.304998397827148,38000,50.0,,,,,,,,,,,,,,,
6.960567474365234,38500,50.0,,,,,,,,,,,,,,,
4.3848772048950195,39000,50.0,0.0003,-0.025860588761861435,0.014390513,0.0,11295.057484436034,0.2,6241.42041015625,-5.02622703909874,190,0.151318359375,,,,,
6.45485258102417,39500,50.0,,,,,,,,,,,,,,,
5.446867942810059,40000,50.0,,,,,,,,,,,,,,,
4.515565872192383,40500,50.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,20,576,50.0,472.41785801,71
5.9242353439331055,41000,50.0,0.0003,-0.027263961429707707,0.013234479,0.0,11529.604829406739,0.2,5191.37548828125,-5.026007615029812,200,0.154833984375,,,,,
4.66362190246582,41500,50.0,,,,,,,,,,,,,,,
4.31804084777832,42000,50.0,,,,,,,,,,,,,,,
6.154130935668945,42500,50.0,,,,,,,,,,,,,,,
7.4872541427612305,43000,50.0,,,,,,,,,,,,,,,
4.600369930267334,43500,50.0,0.0003,-0.027582707396504702,0.014944797,0.0,11142.079168701172,0.2,5353.72265625,-5.020148515701294,210,0.16630859375,,,,,
6.370545387268066,44000,50.0,,,,,,,,,,,,,,,
4.713169097900391,44500,50.0,,,,,,,,,,,,,,,
6.065037250518799,45000,50.0,,,,,,,,,,,,,,,
7.746501922607422,45500,50.0,0.0003,-0.026083386394020636,0.0139035825,0.0,11502.71597595215,0.2,5993.7041015625,-5.0149742141366005,220,0.154345703125,,,,,
4.659412384033203,46000,50.0,,,,,,,,,,,,,,,
7.752712249755859,46500,50.0,,,,,,,,,,,,,,,
4.503628730773926,47000,50.0,,,,,,,,,,,,,,,
4.077832221984863,47500,50.0,0.0003,-0.027532910625450314,0.014338765,0.0,12071.750692749023,0.2,5325.43505859375,-5.018135336041451,230,0.15400390625,,,,,
6.987211227416992,48000,50.0,,,,,,,,,,,,,,,
5.655583381652832,48500,50.0,,,,,,,,,,,,,,,
4.3287506103515625,49000,50.0,,,,,,,,,,,,,,,
4.345791816711426,49500,50.0,0.0003,-0.025356278909021056,0.013912802,0.0,12167.818823242187,0.2,5376.71044921875,-4.991972179710865,240,0.143505859375,,,,,
5.29805850982666,50000,50.0,,,,,,,,,,,,,,,
8.229490280151367,50500,50.0,,,,,,,,,,,,,,,
6.164299488067627,51000,50.0,,,,,,,,,,,,,,,
4.121174335479736,51500,50.0,0.0003,-0.022768610937782797,0.01333253,0.0,10909.216242980958,0.2,4783.59423828125,-4.964960230886936,250,0.13232421875,,,,,
7.197783470153809,52000,50.0,,,,,,,,,,,,,,,
7.0259599685668945,52500,50.0,,,,,,,,,,,,,,,
5.253173351287842,53000,50.0,,,,,,,,,,,,,,,
6.187702178955078,53500,50.0,0.0003,-0.024164939514594152,0.013516335,-1.1920928955078125e-07,12288.40227508545,0.2,5789.99560546875,-4.93211994022131,260,0.1322265625,,,,,
5.562864780426025,54000,50.0,,,,,,,,,,,,,,,
7.157703399658203,54500,50.0,,,,,,,,,,,,,,,
6.336862564086914,55000,50.0,,,,,,,,,,,,,,,
5.783780574798584,55500,50.0,0.0003,-0.022791948220401537,0.01320879,5.960464477539063e-08,11602.47292022705,0.2,4335.21630859375,-4.901097546517849,270,0.13642578125,,,,,
4.977011680603027,56000,50.0,,,,,,,,,,,,,,,
4.563770771026611,56500,50.0,,,,,,,,,,,,,,,
4.144617080688477,57000,50.0,,,,,,,,,,,,,,,
4.959665298461914,57500,50.0,0.0003,-0.030964461945404764,0.01605097,0.0,11014.405853271484,0.2,4747.73046875,-4.8639041274786,280,0.193310546875,,,,,
6.655672073364258,58000,50.0,,,,,,,,,,,,,,,
8.225120544433594,58500,50.0,,,,,,,,,,,,,,,
4.9839582443237305,59000,50.0,,,,,,,,,,,,,,,
7.730483531951904,59500,50.0,0.0003,-0.02703273496881593,0.01534855,5.960464477539063e-08,10896.01143951416,0.2,5151.787109375,-4.856621839106083,290,0.16787109375,,,,,
4.939463138580322,60000,50.0,,,,,,,,,,,,,,,
7.079396724700928,60500,50.0,,,,,,,,,,,,,,,
4.893975257873535,61000,50.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,30,580,50.0,498.92650836,105
4.552861213684082,61500,50.0,0.0003,-0.024472604299080557,0.013373169,0.0,11744.930880737305,0.2,4760.140625,-4.8549030184745785,300,0.135546875,,,,,
4.628026008605957,62000,50.0,,,,,,,,,,,,,,,
5.873067855834961,62500,50.0,,,,,,,,,,,,,,,
10.66456413269043,63000,50.0,,,,,,,,,,,,,,,
4.678597450256348,63500,50.0,0.0003,-0.022243785517639482,0.013069063,0.0,11033.549168395995,0.2,4963.9443359375,-4.834866920113564,310,0.1306640625,,,,,
9.059757232666016,64000,50.0,,,,,,,,,,,,,,,
7.525112628936768,64500,50.0,,,,,,,,,,,,,,,
5.550385475158691,65000,50.0,,,,,,,,,,,,,,,
5.654969215393066,65500,50.0,,,,,,,,,,,,,,,
6.969011306762695,66000,50.0,0.0003,-0.024712468234065456,0.014534424,0.0,11799.08949584961,0.2,3882.35009765625,-4.79201869815588,320,0.149560546875,,,,,
7.02825927734375,66500,50.0,,,,,,,,,,,,,,,
6.0640764236450195,67000,50.0,,,,,,,,,,,,,,,
6.3802900314331055,67500,50.0,,,,,,,,,,,,,,,
5.095998287200928,68000,50.0,0.0003,-0.02122458968369756,0.012685122,0.0,11171.551368713379,0.2,6295.603515625,-4.746724797785282,330,0.12646484375,,,,,
10.753007888793945,68500,50.0,,,,,,,,,,,,,,,
7.405303478240967,69000,50.0,,,,,,,,,,,,,,,
4.2956976890563965,69500,50.0,,,,,,,,,,,,,,,
10.018730163574219,70000,50.0,0.0003,-0.024055980621778873,0.014794579,0.0,12015.720068359375,0.2,6342.53173828125,-4.6865617573261265,340,0.147216796875,,,,,
8.707254409790039,70500,50.0,,,,,,,,,,,,,,,
4.749347686767578,71000,50.0,,,,,,,,,,,,,,,
5.287553787231445,71500,50.0,,,,,,,,,,,,,,,
4.130466461181641,72000,50.0,0.0003,-0.024007003313454334,0.012929545,0.0,10725.879417419434,0.2,5220.6748046875,-4.629643991589546,350,0.15146484375,,,,,
9.975692749023438,72500,50.0,,,,,,,,,,,,,,,
10.39256477355957,73000,50.0,,,,,,,,,,,,,,,
5.846508502960205,73500,50.0,,,,,,,,,,,,,,,
4.96473503112793,74000,50.0,0.0003,-0.02281018277280964,0.01276003,0.0,12163.668438720702,0.2,7932.2880859375,-4.588510018587113,360,0.146142578125,,,,,
6.432985782623291,74500,50.0,,,,,,,,,,,,,,,
4.352359771728516,75000,50.0,,,,,,,,,,,,,,,
4.116477012634277,75500,50.0,,,,,,,,,,,,,,,
4.577853679656982,76000,50.0,0.0003,-0.022465429273142944,0.014931801,0.0,11382.465065002441,0.2,5285.74462890625,-4.502031560242176,370,0.151708984375,,,,,
8.90606689453125,76500,50.0,,,,,,,,,,,,,,,
5.977561950683594,77000,50.0,,,,,,,,,,,,,,,
6.496970176696777,77500,50.0,,,,,,,,,,,,,,,
8.721280097961426,78000,50.0,0.0003,-0.01959441514045466,0.013799049,-1.1920928955078125e-07,13070.81039428711,0.2,5799.82177734375,-4.41317534595728,380,0.11337890625,,,,,
8.266790390014648,78500,50.0,,,,,,,,,,,,,,,
7.2175116539001465,79000,50.0,,,,,,,,,,,,,,,
11.530488014221191,79500,50.0,,,,,,,,,,,,,,,
8.968135833740234,80000,50.0,0.0003,-0.019564634753623977,0.01446796,0.0,12028.218983459472,0.2,5613.48486328125,-4.305783145129681,390,0.1169921875,,,,,
7.980419158935547,80500,50.0,,,,,,,,,,,,,,,
7.124523162841797,81000,50.0,,,,,,,,,,,,,,,
5.195866584777832,81500,50.0,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,40,584,50.0,544.7185544700001,140
8.972576141357422,82000,50.0,0.0003,-0.02325034310706542,0.012060555,0.0,12534.67804260254,0.2,5095.984375,-4.242162485420704,400,0.136279296875,,,,,
6.408608436584473,82500,50.0,,,,,,,,,,,,,,,
7.585662841796875,83000,50.0,,,,,,,,,,,,,,,
7.2158660888671875,83500,50.0,,,,,,,,,,,,,,,
8.87399673461914,84000,50.0,0.0003,-0.01956319509918103,0.011029171,0.0,11694.493789672852,0.2,6240.91845703125,-4.192345535755157,410,0.118359375,,,,,
8.126188278198242,84500,50.0,,,,,,,,,,,,,,,
13.83357048034668,85000,50.0,,,,,,,,,,,,,,,
7.9542555809021,85500,50.0,,,,,,,,,,,,,,,
8.311620712280273,86000,50.0,,,,,,,,,,,,,,,
5.789894104003906,86500,50.0,0.0003,-0.01781011280545499,0.0141258845,0.0,16462.227337646484,0.2,8949.9365234375,-4.122890731692314,420,0.085791015625,,,,,
5.871125221252441,87000,50.0,,,,,,,,,,,,,,,
7.075093746185303,87500,50.0,,,,,,,,,,,,,,,
5.186590194702148,88000,50.0,,,,,,,,,,,,,,,
7.380892753601074,88500,50.0,0.0003,-0.021176654801820405,0.014737426,0.0,14213.74405822754,0.2,6536.634765625,-3.981580321490765,430,0.132958984375,,,,,
5.432857513427734,89000,50.0,,,,,,,,,,,,,,,
10.188308715820312,89500,50.0,,,,,,,,,,,,,,,
9.54112434387207,90000,50.0,,,,,,,,,,,,,,,
7.900888919830322,90500,50.0,0.0003,-0.018139118576073088,0.010856531,5.960464477539063e-08,16397.26140136719,0.2,7689.98583984375,-3.9487282991409303,440,0.106005859375,,,,,
9.332687377929688,91000,50.0,,,,,,,,,,,,,,,
8.155550003051758,91500,50.0,,,,,,,,,,,,,,,
6.20035457611084,92000,50.0,,,,,,,,,,,,,,,
6.304062843322754,92500,50.0,0.0003,-0.021035424852743744,0.014903822,0.0,16915.41148071289,0.2,6466.60693359375,-3.8352066949009895,450,0.12236328125,,,,,
7.836589336395264,93000,50.0,,,,,,,,,,,,,,,
10.27043628692627,93500,50.0,,,,,,,,,,,,,,,
13.674137115478516,94000,50.0,,,,,,,,,,,,,,,
12.309972763061523,94500,50.0,0.0003,-0.02199370011803694,0.011779113,0.0,18437.896310424803,0.2,9104.62890625,-3.671634679287672,460,0.13583984375,,,,,
12.316450119018555,95000,50.0,,,,,,,,,,,,,,,
9.095111846923828,95500,50.0,,,,,,,,,,,,,,,
11.2685546875,96000,50.0,,,,,,,,,,,,,,,
9.410819053649902,96500,50.0,0.0003,-0.016522790252929555,0.009984673,0.0,18253.200424194336,0.2,9283.3818359375,-3.680469100922346,470,0.082275390625,,,,,
10.923097610473633,97000,50.0,,,,,,,,,,,,,,,
6.405011177062988,97500,50.0,,,,,,,,,,,,,,,
10.540946006774902,98000,50.0,,,,,,,,,,,,,,,
7.591797828674316,98500,50.0,0.0003,-0.01904252868698677,0.015062818,0.0,17603.61813964844,0.2,8254.3037109375,-3.741492945700884,480,0.1087890625,,,,,
11.063907623291016,99000,50.0,,,,,,,,,,,,,,,
9.919757843017578,99500,50.0,,,,,,,,,,,,,,,
9.512432098388672,100000,50.0,,,,,,,,,,,,,,,
13.320453643798828,100500,50.0,0.0003,-0.0193599439036916,0.009177936,0.0,17857.03890686035,0.2,11190.025390625,-3.7806774258613585,490,0.114453125,,,,,
15.191925048828125,101000,50.0,,,,,,,,,,,,,,,
9.6253080368042,101500,50.0,,,,,,,,,,,,,,,
9.208579063415527,102000,50.0,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,50,590,50.0,638.6614077899999,173
11.589699745178223,102500,50.0,0.0003,-0.01599425326276105,0.009146846,0.0,15593.646221923827,0.2,7970.5146484375,-3.7618359118700027,500,0.079150390625,,,,,
12.679384231567383,103000,50.0,,,,,,,,,,,,,,,
9.388754844665527,103500,50.0,,,,,,,,,,,,,,,
7.593039512634277,104000,50.0,,,,,,,,,,,,,,,
10.693093299865723,104500,50.0,0.0003,-0.014334736937598791,0.0130367195,0.0,17422.94826965332,0.2,8027.18359375,-3.641519621014595,510,0.080859375,,,,,
11.339693069458008,105000,50.0,,,,,,,,,,,,,,,
10.965929985046387,105500,50.0,,,,,,,,,,,,,,,
12.055046081542969,106000,50.0,,,,,,,,,,,,,,,
11.250926971435547,106500,50.0,0.0003,-0.014885918857180514,0.0110013895,0.0,22014.33038635254,0.2,9288.4189453125,-3.599688274413347,520,0.09560546875,,,,,
9.318126678466797,107000,50.0,,,,,,,,,,,,,,,
9.684087753295898,107500,50.0,,,,,,,,,,,,,,,
14.529720306396484,108000,50.0,,,,,,,,,,,,,,,
13.546737670898438,108500,50.0,,,,,,,,,,,,,,,
14.380614280700684,109000,50.0,0.0003,-0.015025662969856057,0.014163664,0.0,17911.18084106445,0.2,8929.642578125,-3.6976847290992736,530,0.08935546875,,,,,
11.819658279418945,109500,50.0,,,,,,,,,,,,,,,
13.581977844238281,110000,50.0,,,,,,,,,,,,,,,
11.889062881469727,110500,50.0,,,,,,,,,,,,,,,
11.997520446777344,111000,50.0,0.0003,-0.016736438343650663,0.014587198,-1.1920928955078125e-07,18618.70787963867,0.2,9889.7060546875,-3.6904962792992593,540,0.104541015625,,,,,
9.417804718017578,111500,50.0,,,,,,,,,,,,,,,
9.089851379394531,112000,50.0,,,,,,,,,,,,,,,
9.620290756225586,112500,50.0,,,,,,,,,,,,,,,
9.587691307067871,113000,50.0,0.0003,-0.016726696598925627,0.012538593,0.0,21729.82156982422,0.2,10206.466796875,-3.543960988521576,550,0.094873046875,,,,,
8.69436264038086,113500,50.0,,,,,,,,,,,,,,,
10.617993354797363,114000,50.0,,,,,,,,,,,,,,,
10.401803970336914,114500,50.0,,,,,,,,,,,,,,,
10.88634204864502,115000,50.0,0.0003,-0.015933845477411522,0.014254119,0.0,23379.548922729493,0.2,9178.9111328125,-3.538935127854347,560,0.091064453125,,,,,
14.168889999389648,115500,50.0,,,,,,,,,,,,,,,
11.947652816772461,116000,50.0,,,,,,,,,,,,,,,
13.979167938232422,116500,50.0,,,,,,,,,,,,,,,
12.045526504516602,117000,50.0,0.0003,-0.011915167584083975,0.008444811,0.0,17895.35315551758,0.2,9333.1064453125,-3.4714427538216115,570,0.045458984375,,,,,
9.139838218688965,117500,50.0,,,,,,,,,,,,,,,
14.467069625854492,118000,50.0,,,,,,,,,,,,,,,
12.130912780761719,118500,50.0,,,,,,,,,,,,,,,
19.100461959838867,119000,50.0,0.0003,-0.016363463934976608,0.012222347,-2.384185791015625e-07,23574.42918701172,0.2,12845.6318359375,-3.371363536268473,580,0.10927734375,,,,,
9.538445472717285,119500,50.0,,,,,,,,,,,,,,,
13.369572639465332,120000,50.0,,,,,,,,,,,,,,,
11.860034942626953,120500,50.0,,,,,,,,,,,,,,,
11.85484504699707,121000,50.0,0.0003,-0.01591502197406953,0.015452982,0.0,24281.450787353515,0.2,9887.5498046875,-3.265014624595642,590,0.09716796875,,,,,
16.05321502685547,121500,50.0,,,,,,,,,,,,,,,
11.583466529846191,122000,50.0,,,,,,,,,,,,,,,
9.554780960083008,122500,50.0,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,60,592,50.0,759.08996787,207
14.24830436706543,123000,50.0,0.0003,-0.017138344900740777,0.012466892,0.0,23412.750158691408,0.2,11966.826171875,-3.206602931022644,600,0.106005859375,,,,,
12.53438949584961,123500,50.0,,,,,,,,,,,,,,,
20.772335052490234,124000,50.0,,,,,,,,,,,,,,,
13.670636177062988,124500,50.0,,,,,,,,,,,,,,,
14.971612930297852,125000,50.0,0.0003,-0.01148932747892104,0.008552497,0.0,25258.897119140624,0.2,12035.4306640625,-3.1429558113217353,610,0.06513671875,,,,,
12.030006408691406,125500,50.0,,,,,,,,,,,,,,,
11.599676132202148,126000,50.0,,,,,,,,,,,,,,,
15.30310344696045,126500,50.0,,,,,,,,,,,,,,,
12.031206130981445,127000,50.0,0.0003,-0.011429635736567434,0.012746056,0.0,27542.337493896484,0.2,14034.015625,-3.0567740954458715,620,0.0671875,,,,,
15.125890731811523,127500,50.0,,,,,,,,,,,,,,,
16.367122650146484,128000,50.0,,,,,,,,,,,,,,,
14.142770767211914,128500,50.0,,,,,,,,,,,,,,,
14.643474578857422,129000,50.0,,,,,,,,,,,,,,,
14.208234786987305,129500,50.0,0.0003,-0.01300745756016113,0.014594441,0.0,26242.95242919922,0.2,13537.150390625,-2.9004198595881463,630,0.0888671875,,,,,
13.663801193237305,130000,50.0,,,,,,,,,,,,,,,
13.129117965698242,130500,50.0,,,,,,,,,,,,,,,
15.848897933959961,131000,50.0,,,,,,,,,,,,,,,
13.268165588378906,131500,50.0,0.0003,-0.014088520652148873,0.016538743,0.0,31521.82866821289,0.2,15371.4560546875,-2.9722097225487234,640,0.1033203125,,,,,
17.852832794189453,132000,50.0,,,,,,,,,,,,,,,
17.706035614013672,132500,50.0,,,,,,,,,,,,,,,
13.201261520385742,133000,50.0,,,,,,,,,,,,,,,
22.98821449279785,133500,50.0,0.0003,-0.008207756611227524,0.011159014,0.0,29377.71091308594,0.2,12687.89453125,-2.848604381084442,650,0.037255859375,,,,,
14.300626754760742,134000,50.0,,,,,,,,,,,,,,,
18.020736694335938,134500,50.0,,,,,,,,,,,,,,,
16.231700897216797,135000,50.0,,,,,,,,,,,,,,,
14.366172790527344,135500,50.0,0.0003,-0.011673676579084713,0.0108583,0.0,34672.21586914062,0.2,14681.1962890625,-2.86231741681695,660,0.076611328125,,,,,
16.020267486572266,136000,50.0,,,,,,,,,,,,,,,
23.769010543823242,136500,50.0,,,,,,,,,,,,,,,
19.813629150390625,137000,50.0,,,,,,,,,,,,,,,
14.836800575256348,137500,50.0,0.0003,-0.015109154982928885,0.013198353,0.0,31623.888201904298,0.2,13094.923828125,-2.839683525264263,670,0.109375,,,,,
18.401613235473633,138000,50.0,,,,,,,,,,,,,,,
20.179733276367188,138500,50.0,,,,,,,,,,,,,,,
13.29365348815918,139000,50.0,,,,,,,,,,,,,,,
18.210399627685547,139500,50.0,0.0003,-0.01360273916798178,0.011585289,0.0,35174.225390625,0.2,18583.6875,-2.855120202153921,680,0.094384765625,,,,,
17.85333251953125,140000,50.0,,,,,,,,,,,,,,,
21.0105037689209,140500,50.0,,,,,,,,,,,,,,,
17.688291549682617,141000,50.0,,,,,,,,,,,,,,,
21.77114486694336,141500,50.0,0.0003,-0.011438551063474734,0.0129525345,0.0,38742.118713378906,0.2,18616.546875,-2.866061878204346,690,0.070947265625,,,,,
19.928863525390625,142000,50.0,,,,,,,,,,,,,,,
18.348644256591797,142500,50.0,,,,,,,,,,,,,,,
14.781648635864258,143000,50.0,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,70,591,50.0,949.1601198,242
17.07267189025879,143500,50.0,0.0003,-0.008488844154635444,0.010575356,0.0,42498.27976074219,0.2,18746.703125,-2.8538833230733873,700,0.040673828125,,,,,
22.1126708984375,144000,50.0,,,,,,,,,,,,,,,
19.46988296508789,144500,50.0,,,,,,,,,,,,,,,
26.32838249206543,145000,50.0,,,,,,,,,,,,,,,
22.272846221923828,145500,50.0,0.0003,-0.011145804161787964,0.013359157,0.0,44989.928979492186,0.2,23010.19140625,-2.8321133866906165,710,0.076318359375,,,,,
20.436826705932617,146000,50.0,,,,,,,,,,,,,,,
19.798486709594727,146500,50.0,,,,,,,,,,,,,,,
24.050460815429688,147000,50.0,,,,,,,,,,,,,,,
20.197071075439453,147500,50.0,0.0003,-0.01470768663130002,0.012055663,0.0,43144.67169189453,0.2,20273.904296875,-2.770457811653614,720,0.119677734375,,,,,
25.620214462280273,148000,50.0,,,,,,,,,,,,,,,
24.974685668945312,148500,50.0,,,,,,,,,,,,,,,
21.85686492919922,149000,50.0,,,,,,,,,,,,,,,
20.76306915283203,149500,50.0,,,,,,,,,,,,,,,
24.180795669555664,150000,50.0,0.0003,-0.015885903168236837,0.015100433,0.0,48776.85242919922,0.2,24012.37109375,-2.750696924328804,730,0.125537109375,,,,,
24.414302825927734,150500,50.0,,,,,,,,,,,,,,,
21.244129180908203,151000,50.0,,,,,,,,,,,,,,,
19.032726287841797,151500,50.0,,,,,,,,,,,,,,,
23.02230453491211,152000,50.0,0.0003,-0.008328306912881089,0.011369961,5.960464477539063e-08,48377.5767944336,0.2,22132.51953125,-2.7231991961598396,740,0.055322265625,,,,,
20.501285552978516,152500,50.0,,,,,,,,,,,,,,,
22.743871688842773,153000,50.0,,,,,,,,,,,,,,,
22.317407608032227,153500,50.0,,,,,,,,,,,,,,,
28.293373107910156,154000,50.0,0.0003,-0.007639899836794939,0.009484658,0.0,46590.13569335938,0.2,21566.4296875,-2.7068247899413107,750,0.04765625,,,,,
21.870323181152344,154500,50.0,,,,,,,,,,,,,,,
22.987346649169922,155000,50.0,,,,,,,,,,,,,,,
