time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/loss,train/n_updates,train/approx_kl,train/clip_range,train/value_loss,train/learning_rate,train/explained_variance,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps
105472,80.0,32.69343185424805,-0.03942028179226327,-5.469906010478735,0.245751953125,84.80660247802734,510,0.04508487,0.3,66.12524488270283,0.0003,-1.1920928955078125e-07,,,,,
106496,80.0,35.341697692871094,,,,,,,,,,,,,,,
107520,80.0,35.30210494995117,-0.04206025823386881,-5.483902857452631,0.2572265625,87.67896270751953,520,0.04304301,0.3,77.59900430142879,0.0003,0.0,,,,,
108544,80.0,38.41621398925781,,,,,,,,,,,,,,,
109568,80.0,33.918128967285156,-0.03908535141090397,-5.490515306591988,0.239111328125,63.437076568603516,530,0.04506134,0.3,76.1385187804699,0.0003,0.0,,,,,
110592,80.0,35.03558349609375,,,,,,,,,,,,,,,
111616,80.0,30.473628997802734,-0.04153981836643652,-5.5328042834997175,0.264501953125,74.75555419921875,540,0.042846344,0.3,67.7474417835474,0.0003,0.0,,,,,
112640,80.0,33.39134216308594,,,,,,,,,,,,,,,
113664,80.0,31.22256088256836,-0.04276462360066944,-5.4919676385819916,0.2328125,65.0253677368164,550,0.040613845,0.3,67.55076275467873,0.0003,0.0,,,,,
114688,80.0,36.0704345703125,,,,,,,,,,,,,,,
115712,80.0,34.910030364990234,-0.04440171385431313,-5.4937574282288555,0.251953125,69.0458755493164,560,0.04306741,0.3,65.84219576120377,0.0003,-1.1920928955078125e-07,,,,,
116736,80.0,31.103988647460938,,,,,,,,,,,,,,,
117760,80.0,32.954734802246094,-0.04244680799311027,-5.505865578353405,0.23369140625,57.82197952270508,570,0.044131927,0.3,81.98313807547092,0.0003,1.1920928955078125e-07,,,,,
118784,80.0,29.93424415588379,,,,,,,,,,,,,,,
119808,80.0,27.593486785888672,-0.044381058076396585,-5.506387469917536,0.26318359375,94.6966552734375,580,0.048824634,0.3,91.51122557520867,0.0003,0.0,,,,,
120832,80.0,33.37508010864258,,,,,,,,,,,,,,,
121856,80.0,33.25157165527344,-0.04708117842674255,-5.4774198770523075,0.286572265625,84.49508666992188,590,0.04636025,0.3,74.48696182072163,0.0003,0.0,,,,,
122880,80.0,29.103439331054688,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,32.42284273,327,80.0,60,375
123904,80.0,30.867807388305664,-0.04013359573291382,-5.516174136102199,0.240576171875,70.50528717041016,600,0.041294582,0.3,81.17042236924172,0.0003,0.0,,,,,
124928,80.0,32.26881408691406,,,,,,,,,,,,,,,
125952,80.0,32.34465408325195,-0.044886259933991826,-5.516070559620857,0.253173828125,32.69978332519531,610,0.044398192,0.3,72.17744987010956,0.0003,-1.1920928955078125e-07,,,,,
126976,80.0,30.818496704101562,,,,,,,,,,,,,,,
128000,80.0,34.13313674926758,-0.03989816747925943,-5.4983368091285225,0.24267578125,56.04269790649414,620,0.03983687,0.3,71.46182807981968,0.0003,0.0,,,,,
129024,80.0,29.761070251464844,,,,,,,,,,,,,,,
130048,80.0,29.668838500976562,-0.03427906319702743,-5.5375750213861465,0.2359375,73.03653717041016,630,0.040672168,0.3,82.48872547149658,0.0003,0.0,,,,,
131072,80.0,32.385353088378906,,,,,,,,,,,,,,,
132096,80.0,32.22837448120117,-0.04286964148486731,-5.527627675235271,0.264501953125,46.50766372680664,640,0.04309386,0.3,74.3611152946949,0.0003,0.0,,,,,
133120,80.0,33.12261962890625,,,,,,,,,,,,,,,
134144,80.0,29.63774871826172,-0.03935699161884258,-5.5255574561655525,0.269482421875,63.33340835571289,650,0.04553859,0.3,60.89222815334797,0.0003,0.0,,,,,
135168,80.0,31.835237503051758,,,,,,,,,,,,,,,
136192,80.0,32.158905029296875,-0.04770651031140005,-5.524830955266952,0.25810546875,90.16080474853516,660,0.04238031,0.3,74.21292443871498,0.0003,0.0,,,,,
137216,80.0,35.55060577392578,,,,,,,,,,,,,,,
138240,80.0,29.41361427307129,-0.044960420245479325,-5.571394535154104,0.280712890625,99.93659973144531,670,0.046458162,0.3,73.20912035107612,0.0003,0.0,,,,,
139264,80.0,28.8695068359375,,,,,,,,,,,,,,,
140288,80.0,34.07874298095703,-0.04378423885355005,-5.550561465322971,0.27548828125,46.75096893310547,680,0.045672618,0.3,64.71599557101726,0.0003,0.0,,,,,
141312,80.0,27.954864501953125,,,,,,,,,,,,,,,
142336,80.0,31.45615005493164,-0.04294570875936188,-5.576530895382166,0.245263671875,54.18050765991211,690,0.040227953,0.3,76.94071301221848,0.0003,-2.384185791015625e-07,,,,,
143360,80.0,30.693218231201172,,,,,,,,,,,,,,,
143360,,,,,,,,,,,,,30.84146491,378,80.0,70,378
144384,80.0,31.79033660888672,-0.041581345518352464,-5.578247331082821,0.237939453125,70.76422882080078,700,0.042448662,0.3,71.95500911772251,0.0003,-2.384185791015625e-07,,,,,
145408,80.0,33.94750213623047,,,,,,,,,,,,,,,
146432,80.0,34.505062103271484,-0.03893165524423239,-5.552634636312723,0.241650390625,73.41851806640625,710,0.042119052,0.3,69.80943637192249,0.0003,-1.1920928955078125e-07,,,,,
147456,80.0,30.687313079833984,,,,,,,,,,,,,,,
148480,80.0,28.033863067626953,-0.04937398776819464,-5.572686827182769,0.282470703125,49.32227325439453,720,0.04738817,0.3,78.42512553036212,0.0003,-1.1920928955078125e-07,,,,,
149504,80.0,31.037635803222656,,,,,,,,,,,,,,,
150528,80.0,33.47311019897461,-0.041873387308442034,-5.566022416949272,0.25322265625,47.638999938964844,730,0.041862614,0.3,64.94583021104336,0.0003,0.0,,,,,
151552,80.0,30.533100128173828,,,,,,,,,,,,,,,
152576,80.0,33.12107467651367,-0.03893975182872964,-5.569622440636158,0.222021484375,73.39352416992188,740,0.044169355,0.3,71.12134614288807,0.0003,-1.1920928955078125e-07,,,,,
153600,80.0,32.22826385498047,,,,,,,,,,,,,,,
154624,80.0,31.754592895507812,-0.03994973346780171,-5.5709223337471485,0.226318359375,56.0180549621582,750,0.044162683,0.3,61.159688436985014,0.0003,-1.1920928955078125e-07,,,,,
155648,80.0,32.411895751953125,,,,,,,,,,,,,,,
156672,80.0,32.55369567871094,-0.04401966493314831,-5.536029843986034,0.23759765625,104.64741516113281,760,0.04188825,0.3,87.1517007291317,0.0003,0.0,,,,,
157696,80.0,31.53426742553711,,,,,,,,,,,,,,,
158720,80.0,34.15143966674805,-0.037543478025327204,-5.567065509408712,0.2189453125,86.08235931396484,770,0.038464263,0.3,72.27979111075402,0.0003,2.384185791015625e-07,,,,,
159744,80.0,28.992521286010742,,,,,,,,,,,,,,,
160768,80.0,29.685270309448242,-0.0418362923861423,-5.535711672157049,0.275830078125,83.1551284790039,780,0.044951707,0.3,69.98151149451732,0.0003,0.0,,,,,
161792,80.0,32.42892074584961,,,,,,,,,,,,,,,
162816,80.0,30.8859806060791,-0.036003713130776306,-5.534955535084009,0.219677734375,52.0456428527832,790,0.042851128,0.3,75.94041143655777,0.0003,0.0,,,,,
163840,80.0,32.286476135253906,,,,,,,,,,,,,,,
163840,,,,,,,,,,,,,32.306621840000005,429,80.0,80,381
164864,80.0,30.314395904541016,-0.04439734071493149,-5.538716009259224,0.26767578125,66.32508850097656,800,0.044262767,0.3,68.18836902081966,0.0003,0.0,,,,,
165888,80.0,31.551984786987305,,,,,,,,,,,,,,,
166912,80.0,32.84626770019531,-0.04679250304761808,-5.52422498986125,0.263720703125,106.54566955566406,810,0.048332714,0.3,76.17375927269458,0.0003,0.0,,,,,
167936,80.0,31.733469009399414,,,,,,,,,,,,,,,
168960,80.0,34.48546600341797,-0.04515337354023359,-5.490739130973816,0.253515625,38.101261138916016,820,0.044943463,0.3,69.0423385232687,0.0003,0.0,,,,,
169984,80.0,31.754119873046875,,,,,,,,,,,,,,,
171008,80.0,33.957130432128906,-0.0384321003293735,-5.51110183224082,0.2263671875,50.418663024902344,830,0.038190767,0.3,75.8638483285904,0.0003,1.7881393432617188e-07,,,,,
172032,80.0,33.159908294677734,,,,,,,,,,,,,,,
173056,80.0,30.04860496520996,-0.0395333846739959,-5.519904056936502,0.240673828125,49.334136962890625,840,0.04219036,0.3,65.79661920666695,0.0003,0.0,,,,,
174080,80.0,32.334693908691406,,,,,,,,,,,,,,,
175104,80.0,32.67366409301758,-0.043346433140686716,-5.527566684037447,0.225927734375,84.40676879882812,850,0.04186795,0.3,79.51035227179527,0.0003,1.7881393432617188e-07,,,,,
176128,80.0,32.260311126708984,,,,,,,,,,,,,,,
177152,80.0,32.31340789794922,-0.04691933481226442,-5.487192067503929,0.284619140625,85.86671447753906,860,0.04264032,0.3,66.9392573684454,0.0003,0.0,,,,,
178176,80.0,34.02293395996094,,,,,,,,,,,,,,,
179200,80.0,33.22322463989258,-0.044431603606790306,-5.546883640438319,0.269677734375,58.473609924316406,870,0.04666018,0.3,65.71306509077549,0.0003,0.0,,,,,
180224,80.0,30.377037048339844,,,,,,,,,,,,,,,
181248,80.0,31.47489356994629,-0.04012193912931252,-5.555928282439709,0.215478515625,93.20225524902344,880,0.03772314,0.3,61.43910227417946,0.0003,0.0,,,,,
182272,80.0,32.5748176574707,,,,,,,,,,,,,,,
183296,80.0,33.10725402832031,-0.04249747423164081,-5.506727927178145,0.205615234375,82.25541687011719,890,0.039431065,0.3,68.78582033514977,0.0003,0.0,,,,,
184320,80.0,32.374141693115234,,,,,,,,,,,,,,,
184320,,,,,,,,,,,,,32.23709322,480,80.0,90,383
185344,80.0,31.695180892944336,-0.039901590016961565,-5.546319764852524,0.23974609375,44.73906707763672,900,0.044172198,0.3,63.69172851443291,0.0003,0.0,,,,,
186368,80.0,32.91368865966797,,,,,,,,,,,,,,,
187392,80.0,32.08690643310547,-0.04518643885458005,-5.526235692948103,0.2357421875,75.36222839355469,910,0.04450424,0.3,65.94152514338494,0.0003,0.0,,,,,
188416,80.0,29.726472854614258,,,,,,,,,,,,,,,
189440,80.0,32.987030029296875,-0.03946751167677576,-5.502451940625906,0.23720703125,59.119781494140625,920,0.04202225,0.3,71.94541976749898,0.0003,0.0,,,,,
190464,80.0,31.04415512084961,,,,,,,,,,,,,,,
191488,80.0,36.24234390258789,-0.0418460927598062,-5.486061025410891,0.234033203125,21.487272262573242,930,0.04309246,0.3,70.5519194841385,0.0003,1.1920928955078125e-07,,,,,
192512,80.0,31.231414794921875,,,,,,,,,,,,,,,
193536,80.0,30.173599243164062,-0.04072715918009635,-5.510538645833731,0.251806640625,90.58499908447266,940,0.045141,0.3,72.17545871436596,0.0003,0.0,,,,,
194560,80.0,29.98607063293457,,,,,,,,,,,,,,,
195584,80.0,31.06629180908203,-0.04113022611418273,-5.528249083459377,0.23701171875,59.845645904541016,950,0.04388833,0.3,73.84517098665238,0.0003,0.0,,,,,
196608,80.0,34.07689666748047,,,,,,,,,,,,,,,
197632,80.0,30.14789581298828,-0.049222448069485836,-5.537918789684772,0.303662109375,69.98287200927734,960,0.048817404,0.3,62.750509425997734,0.0003,0.0,,,,,
198656,80.0,34.81179428100586,,,,,,,,,,,,,,,
199680,80.0,31.382646560668945,-0.04099381198102492,-5.566049125045538,0.2662109375,73.6659164428711,970,0.04528711,0.3,65.37833397984505,0.0003,-1.1920928955078125e-07,,,,,
200704,80.0,30.44341278076172,,,,,,,,,,,,,,,
201728,80.0,33.475128173828125,-0.045631860166759,-5.576882348954678,0.25576171875,53.464195251464844,980,0.044781525,0.3,67.63921101093293,0.0003,0.0,,,,,
202752,80.0,32.178306579589844,,,,,,,,,,,,,,,
203776,80.0,30.95722198486328,-0.03542144705243118,-5.583837182819844,0.21259765625,54.142459869384766,990,0.0408262,0.3,80.87066210210324,0.0003,0.0,,,,,
204800,80.0,33.23658752441406,,,,,,,,,,,,,,,
204800,,,,,,,,,,,,,32.38685566,531,80.0,100,385
205824,80.0,34.644691467285156,-0.0425604770956852,-5.590951796621084,0.24443359375,48.84358215332031,1000,0.04300733,0.3,65.75102766454219,0.0003,0.0,,,,,
206848,80.0,34.192649841308594,,,,,,,,,,,,,,,
207872,80.0,30.27535629272461,-0.044030185248993804,-5.574330145120621,0.24130859375,102.45199584960938,1010,0.046765566,0.3,76.17442006468772,0.0003,0.0,,,,,
208896,80.0,35.141902923583984,,,,,,,,,,,,,,,
209920,80.0,30.204608917236328,-0.043819160338898655,-5.537717925757169,0.21337890625,111.63507843017578,1020,0.039697737,0.3,91.9537046700716,0.0003,0.0,,,,,
210944,80.0,29.39047622680664,,,,,,,,,,,,,,,
211968,80.0,32.73528289794922,-0.0463817144605855,-5.5543579764664175,0.256982421875,77.58196258544922,1030,0.044292256,0.3,71.59581654071808,0.0003,0.0,,,,,
212992,80.0,28.702722549438477,,,,,,,,,,,,,,,
214016,80.0,30.91757583618164,-0.04422449570556637,-5.568532593548298,0.28251953125,64.37567138671875,1040,0.045764714,0.3,68.65200996696949,0.0003,0.0,,,,,
215040,80.0,30.771522521972656,,,,,,,,,,,,,,,
216064,80.0,32.442100524902344,-0.041553846895112656,-5.564745873212814,0.240478515625,82.70523834228516,1050,0.04029105,0.3,72.41148401498795,0.0003,0.0,,,,,
217088,80.0,32.148681640625,,,,,,,,,,,,,,,
218112,80.0,34.37408447265625,-0.03987435779417865,-5.574509002268314,0.2171875,95.34455871582031,1060,0.043382388,0.3,81.31456847786903,0.0003,1.1920928955078125e-07,,,,,
219136,80.0,31.967416763305664,,,,,,,,,,,,,,,
220160,80.0,32.05929183959961,-0.040649388583551625,-5.556835654377937,0.2380859375,98.24752044677734,1070,0.04314453,0.3,79.2161278039217,0.0003,-1.1920928955078125e-07,,,,,
221184,80.0,31.791475296020508,,,,,,,,,,,,,,,
222208,80.0,30.86373519897461,-0.03626965014918824,-5.55598417147994,0.24208984375,98.63710021972656,1080,0.04114841,0.3,79.43748070299625,0.0003,-1.1920928955078125e-07,,,,,
223232,80.0,31.406604766845703,,,,,,,,,,,,,,,
224256,80.0,33.66143035888672,-0.03881515121065604,-5.528328010439873,0.227978515625,77.15731811523438,1090,0.043668132,0.3,81.40127817094326,0.0003,-1.1920928955078125e-07,,,,,
225280,80.0,33.67766189575195,,,,,,,,,,,,,,,
225280,,,,,,,,,,,,,32.18558029,581,80.0,110,387
226304,80.0,31.00894546508789,-0.04258082856977126,-5.51663995757699,0.259521484375,49.633548736572266,1100,0.04143453,0.3,66.35668532848358,0.0003,0.0,,,,,
227328,80.0,29.630050659179688,,,,,,,,,,,,,,,
228352,80.0,33.064273834228516,-0.0404268031445099,-5.520140131562949,0.223095703125,78.74891662597656,1110,0.04106696,0.3,87.82690268158913,0.0003,0.0,,,,,
229376,80.0,29.822372436523438,,,,,,,,,,,,,,,
230400,80.0,32.45905685424805,-0.043700415022613015,-5.546223776787519,0.25380859375,50.46512222290039,1120,0.041703485,0.3,73.73598860800266,0.0003,-1.1920928955078125e-07,,,,,
231424,80.0,29.83563232421875,,,,,,,,,,,,,,,
232448,80.0,30.742494583129883,-0.04012327873278991,-5.535200349241495,0.25048828125,77.52205657958984,1130,0.04220309,0.3,73.12105683982372,0.0003,1.1920928955078125e-07,,,,,
233472,80.0,28.76847267150879,,,,,,,,,,,,,,,
234496,80.0,28.36559295654297,-0.041683044932869964,-5.516823584586382,0.25283203125,76.00106048583984,1140,0.045252647,0.3,71.86173378825188,0.0003,0.0,,,,,
235520,80.0,31.402896881103516,,,,,,,,,,,,,,,
236544,80.0,29.59124183654785,-0.03746570660659927,-5.502489398419857,0.211669921875,84.77944946289062,1150,0.041975357,0.3,73.3330938488245,0.0003,0.0,,,,,
237568,80.0,35.17088317871094,,,,,,,,,,,,,,,
