eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/explained_variance,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations
50.0,8.35488224029541,61000,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,64,459.9940016399999,50.0,958,30
50.0,6.212475299835205,61500,-0.033601381169864906,0.2,300,0.379345703125,12676.338514709472,-5.07584735751152,5058.02783203125,0.0003,0.042664196,0.0,,,,,
50.0,14.178643226623535,62000,,,,,,,,,,,,,,,
50.0,12.492484092712402,62500,,,,,,,,,,,,,,,
50.0,16.902816772460938,63000,,,,,,,,,,,,,,,
50.0,13.595996856689453,63500,-0.042724948329851034,0.2,310,0.379296875,14920.751739501953,-5.059213306009769,6868.53125,0.0003,0.0413116,0.0,,,,,
50.0,14.225242614746094,64000,,,,,,,,,,,,,,,
50.0,17.880619049072266,64500,,,,,,,,,,,,,,,
50.0,11.425775527954102,65000,,,,,,,,,,,,,,,
50.0,17.929672241210938,65500,,,,,,,,,,,,,,,
50.0,17.85153579711914,66000,-0.04463012305204757,0.2,320,0.35380859375,15412.511819458008,-5.050770783424378,7871.53759765625,0.0003,0.03746905,0.0,,,,,
50.0,16.417705535888672,66500,,,,,,,,,,,,,,,
50.0,13.601572036743164,67000,,,,,,,,,,,,,,,
50.0,12.528717041015625,67500,,,,,,,,,,,,,,,
50.0,14.383716583251953,68000,-0.04271445908816531,0.2,330,0.365234375,15524.729244995116,-5.041818243265152,7200.53564453125,0.0003,0.038857583,5.960464477539063e-08,,,,,
50.0,16.261268615722656,68500,,,,,,,,,,,,,,,
50.0,7.736843109130859,69000,,,,,,,,,,,,,,,
50.0,14.949563026428223,69500,,,,,,,,,,,,,,,
50.0,13.112567901611328,70000,-0.04819499705918133,0.2,340,0.3896484375,15556.450476074218,-5.0240051075816154,7408.66064453125,0.0003,0.045340024,0.0,,,,,
50.0,11.310760498046875,70500,,,,,,,,,,,,,,,
50.0,16.051342010498047,71000,,,,,,,,,,,,,,,
50.0,14.229183197021484,71500,,,,,,,,,,,,,,,
50.0,13.780596733093262,72000,-0.032720407220767814,0.2,350,0.4083984375,14462.377502441406,-4.997730031609535,6638.33203125,0.0003,0.044737503,0.0,,,,,
50.0,13.91610336303711,72500,,,,,,,,,,,,,,,
50.0,13.937939643859863,73000,,,,,,,,,,,,,,,
50.0,11.008064270019531,73500,,,,,,,,,,,,,,,
50.0,12.232793807983398,74000,-0.04324196027882863,0.2,360,0.3951171875,16127.912268066406,-4.993346032500267,8493.77734375,0.0003,0.04144463,0.0,,,,,
50.0,13.068305015563965,74500,,,,,,,,,,,,,,,
50.0,13.41213607788086,75000,,,,,,,,,,,,,,,
50.0,20.697315216064453,75500,,,,,,,,,,,,,,,
50.0,17.463064193725586,76000,-0.04997326506127138,0.2,370,0.377685546875,17441.63316040039,-4.986348782479763,7078.8447265625,0.0003,0.042779095,-1.1920928955078125e-07,,,,,
50.0,13.382184982299805,76500,,,,,,,,,,,,,,,
50.0,14.196956634521484,77000,,,,,,,,,,,,,,,
50.0,18.31295394897461,77500,,,,,,,,,,,,,,,
50.0,17.40479278564453,78000,-0.04005127604468726,0.2,380,0.36181640625,12448.645761108399,-4.9702635407447815,6205.93212890625,0.0003,0.039024346,0.0,,,,,
50.0,11.846601486206055,78500,,,,,,,,,,,,,,,
50.0,12.889822959899902,79000,,,,,,,,,,,,,,,
50.0,14.496748924255371,79500,,,,,,,,,,,,,,,
50.0,15.907400131225586,80000,-0.03936095127719454,0.2,390,0.3669921875,15951.535565185546,-4.9613427624106405,8067.0068359375,0.0003,0.039791375,0.0,,,,,
50.0,7.675396919250488,80500,,,,,,,,,,,,,,,
50.0,14.909282684326172,81000,,,,,,,,,,,,,,,
50.0,11.288408279418945,81500,,,,,,,,,,,,,,,
,,81920,,,,,,,,,,,86,517.4289069699998,50.0,942,40
50.0,10.992677688598633,82000,-0.0312870918554836,0.2,400,0.39189453125,13009.094857788086,-4.956373892724514,5611.50537109375,0.0003,0.037886515,0.0,,,,,
50.0,10.684466361999512,82500,,,,,,,,,,,,,,,
50.0,12.50774097442627,83000,,,,,,,,,,,,,,,
50.0,17.549060821533203,83500,,,,,,,,,,,,,,,
50.0,10.35289192199707,84000,-0.037313187084509994,0.2,410,0.360546875,11692.448736572265,-4.9598015487194065,4894.24462890625,0.0003,0.03439202,0.0,,,,,
50.0,14.512779235839844,84500,,,,,,,,,,,,,,,
50.0,14.700922012329102,85000,,,,,,,,,,,,,,,
50.0,16.12752914428711,85500,,,,,,,,,,,,,,,
50.0,13.406606674194336,86000,,,,,,,,,,,,,,,
50.0,14.507491111755371,86500,-0.03382524045591708,0.2,420,0.38515625,12861.279446411132,-4.938425628840923,6316.76416015625,0.0003,0.038335778,0.0,,,,,
50.0,10.879159927368164,87000,,,,,,,,,,,,,,,
50.0,12.412622451782227,87500,,,,,,,,,,,,,,,
50.0,17.137083053588867,88000,,,,,,,,,,,,,,,
50.0,17.005901336669922,88500,-0.040817384846741335,0.2,430,0.3365234375,12708.085934448241,-4.92755830436945,5634.18994140625,0.0003,0.033333212,0.0,,,,,
50.0,17.905672073364258,89000,,,,,,,,,,,,,,,
50.0,12.301712036132812,89500,,,,,,,,,,,,,,,
50.0,4.008002758026123,90000,,,,,,,,,,,,,,,
50.0,13.213603019714355,90500,-0.03825039045041194,0.2,440,0.369580078125,15220.480715942384,-4.931163921952248,6412.5986328125,0.0003,0.037644815,0.0,,,,,
50.0,15.722854614257812,91000,,,,,,,,,,,,,,,
50.0,12.326898574829102,91500,,,,,,,,,,,,,,,
50.0,13.08816909790039,92000,,,,,,,,,,,,,,,
50.0,14.836882591247559,92500,-0.04349375795572996,0.2,450,0.333154296875,13053.74345703125,-4.9255721986293795,7019.458984375,0.0003,0.032649994,-1.1920928955078125e-07,,,,,
50.0,11.978071212768555,93000,,,,,,,,,,,,,,,
50.0,12.848474502563477,93500,,,,,,,,,,,,,,,
50.0,10.335550308227539,94000,,,,,,,,,,,,,,,
50.0,13.899847984313965,94500,-0.035988729493692515,0.2,460,0.37041015625,14400.820709228516,-4.920671653747559,6422.30810546875,0.0003,0.036855593,-1.1920928955078125e-07,,,,,
50.0,10.825651168823242,95000,,,,,,,,,,,,,,,
50.0,7.657078742980957,95500,,,,,,,,,,,,,,,
50.0,12.987499237060547,96000,,,,,,,,,,,,,,,
50.0,11.106061935424805,96500,-0.03987900834472384,0.2,470,0.339990234375,12473.237588500977,-4.9175391554832455,5922.9873046875,0.0003,0.033854805,0.0,,,,,
50.0,16.50350570678711,97000,,,,,,,,,,,,,,,
50.0,12.471916198730469,97500,,,,,,,,,,,,,,,
50.0,13.295989036560059,98000,,,,,,,,,,,,,,,
50.0,16.39098358154297,98500,-0.029053291465970688,0.2,480,0.359716796875,14113.390365600586,-4.921323624253273,7572.60498046875,0.0003,0.036202297,0.0,,,,,
50.0,10.795572280883789,99000,,,,,,,,,,,,,,,
50.0,10.390642166137695,99500,,,,,,,,,,,,,,,
50.0,7.658293724060059,100000,,,,,,,,,,,,,,,
50.0,15.538322448730469,100500,-0.04079819167382084,0.2,490,0.355810546875,12403.994244384765,-4.921888254582882,4864.4560546875,0.0003,0.03748099,-1.1920928955078125e-07,,,,,
50.0,11.707015991210938,101000,,,,,,,,,,,,,,,
50.0,16.949472427368164,101500,,,,,,,,,,,,,,,
50.0,10.399770736694336,102000,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,110,536.35284619,50.0,930,50
50.0,8.725295066833496,102500,-0.0395797003104235,0.2,500,0.347900390625,13157.84462890625,-4.914404456317425,6193.3916015625,0.0003,0.036895264,0.0,,,,,
50.0,15.031051635742188,103000,,,,,,,,,,,,,,,
50.0,15.35206413269043,103500,,,,,,,,,,,,,,,
50.0,11.917801856994629,104000,,,,,,,,,,,,,,,
50.0,18.85447883605957,104500,-0.04513059343444183,0.2,510,0.355517578125,14805.21344909668,-4.916744339466095,6556.86962890625,0.0003,0.036329977,0.0,,,,,
50.0,9.717673301696777,105000,,,,,,,,,,,,,,,
50.0,13.150957107543945,105500,,,,,,,,,,,,,,,
50.0,12.684661865234375,106000,,,,,,,,,,,,,,,
50.0,7.567915439605713,106500,-0.029029737539531197,0.2,520,0.381494140625,12416.353033447265,-4.911012211441994,5849.759765625,0.0003,0.038739428,0.0,,,,,
50.0,18.522769927978516,107000,,,,,,,,,,,,,,,
50.0,14.893251419067383,107500,,,,,,,,,,,,,,,
50.0,7.349583625793457,108000,,,,,,,,,,,,,,,
50.0,9.73862361907959,108500,,,,,,,,,,,,,,,
50.0,13.03123664855957,109000,-0.03840440270723775,0.2,530,0.363330078125,15614.157455444336,-4.907339169085025,7083.4072265625,0.0003,0.035596527,0.0,,,,,
50.0,12.70439624786377,109500,,,,,,,,,,,,,,,
50.0,11.587998390197754,110000,,,,,,,,,,,,,,,
50.0,17.62914276123047,110500,,,,,,,,,,,,,,,
50.0,11.290855407714844,111000,-0.03979276725731325,0.2,540,0.364599609375,12447.228457641602,-4.917453472316265,5559.3251953125,0.0003,0.037373822,-1.1920928955078125e-07,,,,,
50.0,13.155116081237793,111500,,,,,,,,,,,,,,,
50.0,11.368183135986328,112000,,,,,,,,,,,,,,,
50.0,14.34775161743164,112500,,,,,,,,,,,,,,,
50.0,13.473610877990723,113000,-0.017450659770111086,0.2,550,0.422607421875,9985.929652404786,-4.905529986321926,3396.8623046875,0.0003,0.04420069,0.0,,,,,
50.0,12.441442489624023,113500,,,,,,,,,,,,,,,
50.0,13.597803115844727,114000,,,,,,,,,,,,,,,
50.0,17.134124755859375,114500,,,,,,,,,,,,,,,
50.0,14.162818908691406,115000,-0.029467476085119414,0.2,560,0.3802734375,11386.586737060547,-4.899526372551918,5782.0810546875,0.0003,0.042245522,0.0,,,,,
50.0,12.79556655883789,115500,,,,,,,,,,,,,,,
50.0,19.26555633544922,116000,,,,,,,,,,,,,,,
50.0,17.032466888427734,116500,,,,,,,,,,,,,,,
50.0,16.125370025634766,117000,-0.04398384165542666,0.2,570,0.384716796875,10842.660748291015,-4.907176157832145,5060.54931640625,0.0003,0.041220844,0.0,,,,,
50.0,12.275830268859863,117500,,,,,,,,,,,,,,,
50.0,15.346540451049805,118000,,,,,,,,,,,,,,,
50.0,14.139915466308594,118500,,,,,,,,,,,,,,,
50.0,12.653621673583984,119000,-0.040212416448048315,0.2,580,0.34677734375,12304.939602661132,-4.890163084864616,5988.033203125,0.0003,0.034826018,0.0,,,,,
50.0,11.830904006958008,119500,,,,,,,,,,,,,,,
50.0,15.271607398986816,120000,,,,,,,,,,,,,,,
50.0,8.74492073059082,120500,,,,,,,,,,,,,,,
50.0,10.223295211791992,121000,-0.015480521799327107,0.2,590,0.40068359375,6698.287573242187,-4.856810741126537,3129.432373046875,0.0003,0.038281713,0.0,,,,,
50.0,15.73564338684082,121500,,,,,,,,,,,,,,,
50.0,19.46237564086914,122000,,,,,,,,,,,,,,,
50.0,11.239866256713867,122500,,,,,,,,,,,,,,,
,,122880,,,,,,,,,,,132,399.60566499,50.0,927,60
50.0,14.17572021484375,123000,-0.01728765864536399,0.2,600,0.422998046875,5392.036402893066,-4.857083095610141,2640.481689453125,0.0003,0.04302361,0.0,,,,,
50.0,12.909774780273438,123500,,,,,,,,,,,,,,,
50.0,12.388823509216309,124000,,,,,,,,,,,,,,,
50.0,15.371180534362793,124500,,,,,,,,,,,,,,,
50.0,16.129505157470703,125000,-0.04362659844045993,0.2,610,0.35439453125,10382.925727844238,-4.859884709119797,4685.025390625,0.0003,0.032957327,5.960464477539063e-08,,,,,
50.0,14.105015754699707,125500,,,,,,,,,,,,,,,
50.0,8.498888969421387,126000,,,,,,,,,,,,,,,
50.0,11.702323913574219,126500,,,,,,,,,,,,,,,
50.0,14.063446044921875,127000,-0.024879784100630787,0.2,620,0.38173828125,9785.62921447754,-4.847656588256359,5418.89111328125,0.0003,0.036940575,0.0,,,,,
50.0,13.276701927185059,127500,,,,,,,,,,,,,,,
50.0,13.274669647216797,128000,,,,,,,,,,,,,,,
50.0,11.681541442871094,128500,,,,,,,,,,,,,,,
50.0,14.29157543182373,129000,,,,,,,,,,,,,,,
50.0,13.408404350280762,129500,-0.028326571578509173,0.2,630,0.3158203125,11005.64216156006,-4.841418051719666,6546.458984375,0.0003,0.03097804,5.960464477539063e-08,,,,,
50.0,11.480594635009766,130000,,,,,,,,,,,,,,,
50.0,11.252678871154785,130500,,,,,,,,,,,,,,,
50.0,12.866413116455078,131000,,,,,,,,,,,,,,,
50.0,17.12030792236328,131500,-0.023481138769420797,0.2,640,0.327490234375,12485.385165405274,-4.8238380521535875,7160.96484375,0.0003,0.03358455,0.0,,,,,
50.0,9.28706169128418,132000,,,,,,,,,,,,,,,
50.0,15.379339218139648,132500,,,,,,,,,,,,,,,
50.0,18.320398330688477,133000,,,,,,,,,,,,,,,
50.0,14.518589973449707,133500,-0.03959225035796408,0.2,650,0.31875,11957.308984375,-4.801256644725799,5554.9443359375,0.0003,0.029635219,-1.1920928955078125e-07,,,,,
50.0,16.015329360961914,134000,,,,,,,,,,,,,,,
50.0,17.77117347717285,134500,,,,,,,,,,,,,,,
50.0,14.228752136230469,135000,,,,,,,,,,,,,,,
50.0,8.94516658782959,135500,-0.026655872809351423,0.2,660,0.34345703125,11313.79744720459,-4.770017258822918,6017.5087890625,0.0003,0.0348621,0.0,,,,,
50.0,8.87591552734375,136000,,,,,,,,,,,,,,,
50.0,8.962103843688965,136500,,,,,,,,,,,,,,,
50.0,10.01130485534668,137000,,,,,,,,,,,,,,,
50.0,8.232294082641602,137500,-0.034249395903316326,0.2,670,0.36005859375,8990.405078125,-4.749252063035965,3579.126953125,0.0003,0.032796863,0.0,,,,,
50.0,11.881092071533203,138000,,,,,,,,,,,,,,,
50.0,10.205595016479492,138500,,,,,,,,,,,,,,,
50.0,10.908153533935547,139000,,,,,,,,,,,,,,,
50.0,15.361068725585938,139500,-0.03490795612451621,0.2,680,0.352783203125,11681.462272644043,-4.754999440908432,5278.73193359375,0.0003,0.033398937,1.1920928955078125e-07,,,,,
50.0,19.22376251220703,140000,,,,,,,,,,,,,,,
50.0,21.427900314331055,140500,,,,,,,,,,,,,,,
50.0,11.496824264526367,141000,,,,,,,,,,,,,,,
50.0,11.112001419067383,141500,-0.04033592634368688,0.2,690,0.36748046875,7319.882991027832,-4.771578875184059,2883.47412109375,0.0003,0.032220658,0.0,,,,,
50.0,12.413329124450684,142000,,,,,,,,,,,,,,,
50.0,13.780139923095703,142500,,,,,,,,,,,,,,,
50.0,9.96214485168457,143000,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,192,511.3535724000001,50.0,743,70
50.0,13.752477645874023,143500,-0.032425289566162974,0.2,700,0.33154296875,9081.345747375488,-4.76246837824583,4508.02294921875,0.0003,0.031752072,0.0,,,,,
50.0,15.33203125,144000,,,,,,,,,,,,,,,
50.0,13.718700408935547,144500,,,,,,,,,,,,,,,
50.0,13.49742603302002,145000,,,,,,,,,,,,,,,
50.0,10.237391471862793,145500,-0.01447025361994747,0.2,710,0.43271484375,6100.923527526856,-4.7563481554389,3043.825439453125,0.0003,0.039215427,0.0,,,,,
50.0,7.969497203826904,146000,,,,,,,,,,,,,,,
50.0,13.24051570892334,146500,,,,,,,,,,,,,,,
50.0,12.394262313842773,147000,,,,,,,,,,,,,,,
50.0,11.654397964477539,147500,-0.019060935465677175,0.2,720,0.3451171875,6264.008309173584,-4.772213897109031,2819.397705078125,0.0003,0.032720275,1.1920928955078125e-07,,,,,
50.0,6.7041521072387695,148000,,,,,,,,,,,,,,,
50.0,14.202211380004883,148500,,,,,,,,,,,,,,,
50.0,11.634041786193848,149000,,,,,,,,,,,,,,,
50.0,18.34851837158203,149500,,,,,,,,,,,,,,,
50.0,9.89094352722168,150000,-0.023176257686282044,0.2,730,0.3431640625,7328.740673828125,-4.791374826431275,3266.4951171875,0.0003,0.031479947,0.0,,,,,
50.0,13.405197143554688,150500,,,,,,,,,,,,,,,
50.0,17.699268341064453,151000,,,,,,,,,,,,,,,
50.0,9.941071510314941,151500,,,,,,,,,,,,,,,
50.0,15.49612045288086,152000,-0.037590205426386095,0.2,740,0.300390625,10135.813949584961,-4.794579599797726,5344.33447265625,0.0003,0.026220806,1.1920928955078125e-07,,,,,
50.0,10.155741691589355,152500,,,,,,,,,,,,,,,
50.0,8.891945838928223,153000,,,,,,,,,,,,,,,
50.0,17.718732833862305,153500,,,,,,,,,,,,,,,
50.0,9.346770286560059,154000,-0.030882207499234936,0.2,750,0.360791015625,6884.201622009277,-4.780246309936047,3534.583740234375,0.0003,0.03265525,-1.1920928955078125e-07,,,,,
50.0,10.610886573791504,154500,,,,,,,,,,,,,,,
