time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/value_loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/approx_kl,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean
1024,13.844329833984375,180.0,,,,,,,,,,,,,,,
2048,14.695674896240234,180.0,,,,,,,,,,,,,,,
3072,13.74842643737793,180.0,45.35300775170326,0.0003,-5.866019181907177,-0.046543368944549,0.0040187835693359375,12.112943649291992,10,0.2,0.432470703125,0.026470141,,,,,
4096,14.03143310546875,180.0,,,,,,,,,,,,,,,
5120,14.847027778625488,180.0,47.578586691617964,0.0003,-5.835974276065826,-0.0390079951583175,0.010022997856140137,18.005537033081055,20,0.2,0.388037109375,0.027005764,,,,,
6144,14.201053619384766,180.0,,,,,,,,,,,,,,,
7168,13.405881881713867,180.0,50.0910928606987,0.0003,-5.822285796701908,-0.037229525377188113,0.010345876216888428,23.965261459350586,30,0.2,0.34482421875,0.024567133,,,,,
8192,15.144963264465332,180.0,,,,,,,,,,,,,,,
9216,13.31299114227295,180.0,42.15806995928288,0.0003,-5.795595744252205,-0.03391688944539055,0.009545385837554932,23.267709732055664,40,0.2,0.3748046875,0.026169568,,,,,
10240,13.623316764831543,180.0,,,,,,,,,,,,,,,
11264,16.274105072021484,180.0,38.89928143024444,0.0003,-5.792784559726715,-0.03740356869675452,0.008897364139556885,11.7509765625,50,0.2,0.3501953125,0.022251088,,,,,
12288,13.31536865234375,180.0,,,,,,,,,,,,,,,
13312,16.030868530273438,180.0,53.92974925041199,0.0003,-5.774661855399609,-0.03605632191029144,0.011579573154449463,20.739160537719727,60,0.2,0.3263671875,0.023652393,,,,,
14336,13.13435173034668,180.0,,,,,,,,,,,,,,,
15360,14.721909523010254,180.0,36.01097801923752,0.0003,-5.7579562440514565,-0.0362016819184646,0.021237194538116455,18.726537704467773,70,0.2,0.3818359375,0.02486366,,,,,
16384,13.367216110229492,180.0,,,,,,,,,,,,,,,
17408,14.428390502929688,180.0,45.74402931332588,0.0003,-5.725105372071266,-0.0312912632485677,0.014424502849578857,32.134395599365234,80,0.2,0.306103515625,0.021770958,,,,,
18432,13.541173934936523,180.0,,,,,,,,,,,,,,,
19456,13.492310523986816,180.0,35.64007911682129,0.0003,-5.686544027924538,-0.03724394876044244,0.005949974060058594,23.212793350219727,90,0.2,0.34716796875,0.023762845,,,,,
20480,14.816338539123535,180.0,,,,,,,,,,,,,,,
20480,,,,,,,,,,,,,299,10,68,180.0,14.15805003
21504,14.730079650878906,180.0,41.667377510666846,0.0003,-5.676890362799168,-0.031009914602327625,-5.8531761169433594e-05,32.35924530029297,100,0.2,0.339404296875,0.02234463,,,,,
22528,13.66261100769043,180.0,,,,,,,,,,,,,,,
23552,15.482210159301758,180.0,37.48867147564888,0.0003,-5.63432791531086,-0.03424387628037948,0.0020506978034973145,18.1888427734375,110,0.2,0.3693359375,0.024364922,,,,,
24576,14.586339950561523,180.0,,,,,,,,,,,,,,,
25600,15.591294288635254,180.0,40.942428049445155,0.0003,-5.615300181508064,-0.037431202580046376,0.000855863094329834,16.013338088989258,120,0.2,0.36357421875,0.023816284,,,,,
26624,14.49041748046875,180.0,,,,,,,,,,,,,,,
27648,13.729705810546875,180.0,36.10497114956379,0.0003,-5.574080269038677,-0.032868710535694845,0.0007950663566589355,25.830476760864258,130,0.2,0.307666015625,0.023199592,,,,,
28672,14.851968765258789,180.0,,,,,,,,,,,,,,,
29696,14.953068733215332,180.0,38.2887982904911,0.0003,-5.539570139348507,-0.03424141817376949,0.0030159354209899902,18.23465919494629,140,0.2,0.34091796875,0.021215502,,,,,
30720,15.212268829345703,180.0,,,,,,,,,,,,,,,
31744,15.163700103759766,180.0,47.504665738344194,0.0003,-5.508417040109634,-0.03954207257193047,8.52346420288086e-06,9.310559272766113,150,0.2,0.365380859375,0.024458459,,,,,
32768,15.133661270141602,180.0,,,,,,,,,,,,,,,
33792,16.928504943847656,180.0,39.02291417717934,0.0003,-5.469368217885494,-0.03428543632908258,0.0008292198181152344,11.959757804870605,160,0.2,0.342236328125,0.02405525,,,,,
34816,16.84126091003418,180.0,,,,,,,,,,,,,,,
35840,14.737763404846191,180.0,47.70360684990883,0.0003,-5.43941166549921,-0.03529512976092519,0.00043708086013793945,19.237215042114258,170,0.2,0.332470703125,0.021526847,,,,,
36864,14.62986946105957,180.0,,,,,,,,,,,,,,,
37888,15.355903625488281,180.0,45.001648092269896,0.0003,-5.435500901937485,-0.030697877377679105,-0.00017631053924560547,10.870084762573242,180,0.2,0.315185546875,0.021908848,,,,,
38912,13.896541595458984,180.0,,,,,,,,,,,,,,,
39936,15.33553695678711,180.0,50.7899062871933,0.0003,-5.391347450017929,-0.03207297435146757,0.00036454200744628906,17.06260108947754,190,0.2,0.351708984375,0.021499807,,,,,
40960,17.400455474853516,180.0,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,296,20,137,180.0,15.598575160000001
41984,19.3116397857666,180.0,34.96927146315575,0.0003,-5.350893373787403,-0.03261351000983268,0.0006467700004577637,16.391740798950195,200,0.2,0.348291015625,0.024994355,,,,,
43008,19.06264305114746,180.0,,,,,,,,,,,,,,,
44032,16.796003341674805,180.0,39.21389695107937,0.0003,-5.329737137258053,-0.031181440090585967,0.0,15.949479103088379,210,0.2,0.311279296875,0.020910136,,,,,
45056,18.477191925048828,180.0,,,,,,,,,,,,,,,
46080,18.230247497558594,180.0,44.345119535923004,0.0003,-5.320895978808403,-0.030858952226117252,0.0,12.777484893798828,220,0.2,0.304541015625,0.020878306,,,,,
47104,18.7508602142334,180.0,,,,,,,,,,,,,,,
48128,16.935400009155273,180.0,39.788524973392484,0.0003,-5.339839680492878,-0.032586657913634555,7.867813110351562e-05,33.657466888427734,230,0.2,0.31611328125,0.023265906,,,,,
49152,16.58136749267578,180.0,,,,,,,,,,,,,,,
50176,21.21514892578125,180.0,38.84574645459652,0.0003,-5.2822133034467695,-0.03327403450966813,0.0005761981010437012,13.886320114135742,240,0.2,0.342529296875,0.022337776,,,,,
51200,19.457107543945312,180.0,,,,,,,,,,,,,,,
52224,18.43610954284668,180.0,36.91726728081703,0.0003,-5.22074651569128,-0.030773590685566888,0.0001716017723083496,15.469908714294434,250,0.2,0.31337890625,0.019814994,,,,,
53248,17.481719970703125,180.0,,,,,,,,,,,,,,,
54272,17.836746215820312,180.0,38.91766639947891,0.0003,-5.181675545871258,-0.028718635372933933,0.0,18.314191818237305,260,0.2,0.311376953125,0.022216804,,,,,
55296,19.184856414794922,180.0,,,,,,,,,,,,,,,
56320,21.94607162475586,180.0,41.66451783180237,0.0003,-5.121596063673496,-0.028809759741125162,1.7583370208740234e-05,23.715314865112305,270,0.2,0.324853515625,0.02057496,,,,,
57344,19.57433319091797,180.0,,,,,,,,,,,,,,,
58368,19.646865844726562,180.0,37.279408273100856,0.0003,-5.087396016716957,-0.029554649190686177,0.00023281574249267578,31.619312286376953,280,0.2,0.3478515625,0.020922836,,,,,
59392,19.391462326049805,180.0,,,,,,,,,,,,,,,
60416,20.344619750976562,180.0,38.69571045935154,0.0003,-5.0511841714382175,-0.025926388359221165,0.0007179975509643555,25.876523971557617,290,0.2,0.275439453125,0.019018333,,,,,
61440,17.360496520996094,180.0,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,283,30,216,180.0,18.59152071
62464,19.592620849609375,180.0,44.29374133944511,0.0003,-4.968497581779957,-0.03294829871301772,0.0,24.060274124145508,300,0.2,0.328662109375,0.021113662,,,,,
63488,19.775386810302734,180.0,,,,,,,,,,,,,,,
64512,20.016666412353516,180.0,42.506196931004524,0.0003,-4.933563184738159,-0.028341091674519703,0.0,20.625064849853516,310,0.2,0.275830078125,0.018150438,,,,,
65536,20.965255737304688,180.0,,,,,,,,,,,,,,,
66560,20.42389488220215,180.0,40.50533948242664,0.0003,-4.879169535636902,-0.029631917326332767,-2.384185791015625e-07,35.31392288208008,320,0.2,0.318505859375,0.019552225,,,,,
67584,21.146373748779297,180.0,,,,,,,,,,,,,,,
68608,22.9185848236084,180.0,48.21715225577354,0.0003,-4.877884030342102,-0.029874895844841376,1.7881393432617188e-07,14.787341117858887,330,0.2,0.280224609375,0.018515673,,,,,
69632,20.849342346191406,180.0,,,,,,,,,,,,,,,
70656,20.512645721435547,180.0,44.061368936300276,0.0003,-4.838191796839237,-0.029608462438045536,0.0,25.095470428466797,340,0.2,0.30419921875,0.023177125,,,,,
71680,22.49639892578125,180.0,,,,,,,,,,,,,,,
72704,23.01639747619629,180.0,39.62999596893788,0.0003,-4.811436115205288,-0.028471368971804623,-1.1920928955078125e-07,28.869504928588867,350,0.2,0.289013671875,0.02175761,,,,,
73728,21.31064224243164,180.0,,,,,,,,,,,,,,,
74752,21.915189743041992,180.0,42.637879157066344,0.0003,-4.7019281968474385,-0.030649134297709678,-1.1920928955078125e-07,33.27642059326172,360,0.2,0.305859375,0.019252233,,,,,
75776,26.501197814941406,180.0,,,,,,,,,,,,,,,
76800,24.165878295898438,180.0,44.08054715394974,0.0003,-4.670971769094467,-0.03086401541804662,0.0,20.00250816345215,370,0.2,0.334375,0.01942723,,,,,
77824,25.038490295410156,180.0,,,,,,,,,,,,,,,
78848,24.81257438659668,180.0,47.54088478684425,0.0003,-4.6155787169933316,-0.028139718422607984,6.842613220214844e-05,28.844032287597656,380,0.2,0.302392578125,0.019787071,,,,,
79872,25.221370697021484,180.0,,,,,,,,,,,,,,,
80896,25.69209861755371,180.0,39.36307166218758,0.0003,-4.5275233998894695,-0.02655285498331068,0.0,16.951295852661133,390,0.2,0.284716796875,0.019444264,,,,,
81920,27.95380973815918,180.0,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,275,40,297,180.0,22.75515445
82944,27.72890853881836,180.0,40.263002800941464,0.0003,-4.430621717870236,-0.024758832591760437,0.0,15.503233909606934,400,0.2,0.28408203125,0.018185182,,,,,
83968,29.644084930419922,180.0,,,,,,,,,,,,,,,
84992,31.3546142578125,180.0,38.15725622773171,0.0003,-4.413299590349197,-0.028716154397989156,0.0,16.813232421875,410,0.2,0.274658203125,0.020310398,,,,,
86016,29.10968780517578,180.0,,,,,,,,,,,,,,,
87040,31.01796531677246,180.0,42.96843193471432,0.0003,-4.38128220885992,-0.02646095729578519,0.0,13.681108474731445,420,0.2,0.272607421875,0.018132687,,,,,
88064,33.04828643798828,180.0,,,,,,,,,,,,,,,
89088,26.214160919189453,180.0,47.93773468136787,0.0003,-4.305988417565823,-0.022183636228146498,5.960464477539063e-08,23.799718856811523,430,0.2,0.23515625,0.015931357,,,,,
90112,26.93082046508789,180.0,,,,,,,,,,,,,,,
91136,30.38735580444336,180.0,42.4312439262867,0.0003,-4.343225806951523,-0.02536920172860846,1.1920928955078125e-07,22.191709518432617,440,0.2,0.25400390625,0.016910441,,,,,
92160,31.885089874267578,180.0,,,,,,,,,,,,,,,
93184,36.565792083740234,180.0,48.661877763271335,0.0003,-4.3109434932470325,-0.021336388381314464,0.0,21.68657684326172,450,0.2,0.2314453125,0.01621555,,,,,
94208,30.185022354125977,180.0,,,,,,,,,,,,,,,
95232,37.08690643310547,180.0,45.978591072559354,0.0003,-4.242982238531113,-0.019799624219012914,0.0,21.725454330444336,460,0.2,0.21279296875,0.013868609,,,,,
96256,33.11174392700195,180.0,,,,,,,,,,,,,,,
97280,31.621013641357422,180.0,46.704463738203046,0.0003,-4.233655473589897,-0.02214599863946205,5.960464477539063e-08,21.98658561706543,470,0.2,0.24873046875,0.01946528,,,,,
98304,33.28367614746094,180.0,,,,,,,,,,,,,,,
99328,34.61977767944336,180.0,45.57547222971916,0.0003,-4.163185028731823,-0.02879392256581923,1.7881393432617188e-07,27.45351219177246,480,0.2,0.309521484375,0.020733332,,,,,
100352,32.782493591308594,180.0,,,,,,,,,,,,,,,
101376,37.53422164916992,180.0,43.955281680822374,0.0003,-4.087569950520992,-0.019307291384029666,0.0,16.350841522216797,490,0.2,0.2474609375,0.017648943,,,,,
102400,36.61256408691406,180.0,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,269,50,379,180.0,30.7841196
103424,37.51990509033203,180.0,44.01767327189445,0.0003,-3.9950944155454637,-0.0235864996429882,0.0,22.57624053955078,500,0.2,0.2705078125,0.01813095,,,,,
104448,36.42845153808594,180.0,,,,,,,,,,,,,,,
105472,39.16494369506836,180.0,45.17012623548508,0.0003,-4.00776321515441,-0.01859249245026149,0.0,25.875810623168945,510,0.2,0.201318359375,0.015638271,,,,,
106496,36.7311897277832,180.0,,,,,,,,,,,,,,,
107520,39.50328826904297,180.0,47.389138063788415,0.0003,-3.9651546269655227,-0.01761970513907727,-2.5033950805664062e-06,19.350820541381836,520,0.2,0.1923828125,0.014747702,,,,,
108544,40.08106994628906,180.0,,,,,,,,,,,,,,,
109568,42.813087463378906,180.0,50.33126789927483,0.0003,-3.9520835369825362,-0.019812939554685726,-1.1920928955078125e-07,14.764543533325195,530,0.2,0.21845703125,0.016524004,,,,,
110592,40.225730895996094,180.0,,,,,,,,,,,,,,,
111616,40.50818634033203,180.0,46.938586103916165,0.0003,-3.9272072568535803,-0.01808084148869966,0.0,19.092227935791016,540,0.2,0.200927734375,0.016752852,,,,,
112640,36.33342361450195,180.0,,,,,,,,,,,,,,,
113664,41.769927978515625,180.0,49.02390595078468,0.0003,-3.877636717259884,-0.017693691719614435,0.0,29.42903709411621,550,0.2,0.20439453125,0.019370314,,,,,
114688,40.82341766357422,180.0,,,,,,,,,,,,,,,
