eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean
12.695170402526855,1024,180.0,,,,,,,,,,,,,,,
12.672585487365723,2048,180.0,,,,,,,,,,,,,,,
12.91575813293457,3072,180.0,0.421826171875,-0.00046622753143310547,10,0.2,7.543928623199463,-5.86544728577137,0.026430277,-0.045414355729008093,13.775093187391757,0.0003,,,,,
13.246538162231445,4096,180.0,,,,,,,,,,,,,,,
13.31199836730957,5120,180.0,0.3734375,0.0,20,0.2,4.760716438293457,-5.838417980074882,0.020595312,-0.03995586816308787,13.691580040752887,0.0003,,,,,
13.000475883483887,6144,180.0,,,,,,,,,,,,,,,
13.24556827545166,7168,180.0,0.385986328125,0.0,30,0.2,7.08677339553833,-5.817328435182572,0.023970382,-0.04240996528969845,14.328966706991196,0.0003,,,,,
13.25821304321289,8192,180.0,,,,,,,,,,,,,,,
12.815386772155762,9216,180.0,0.34677734375,5.960464477539063e-08,40,0.2,10.08525276184082,-5.791899497807026,0.020737909,-0.03895824187347898,15.868831446766853,0.0003,,,,,
13.489579200744629,10240,180.0,,,,,,,,,,,,,,,
13.379241943359375,11264,180.0,0.331005859375,-1.1920928955078125e-07,50,0.2,6.015059471130371,-5.789735186100006,0.021949723,-0.035470615038502726,13.75678960159421,0.0003,,,,,
13.241880416870117,12288,180.0,,,,,,,,,,,,,,,
13.231613159179688,13312,180.0,0.3546875,5.960464477539063e-08,60,0.2,5.6346893310546875,-5.7513417363166806,0.020855324,-0.037165247650409586,14.692344473302365,0.0003,,,,,
12.938405990600586,14336,180.0,,,,,,,,,,,,,,,
12.294437408447266,15360,180.0,0.374365234375,0.0,70,0.2,5.376885414123535,-5.729492069780827,0.023033425,-0.043011255128658374,15.547903175652028,0.0003,,,,,
13.189077377319336,16384,180.0,,,,,,,,,,,,,,,
12.895770072937012,17408,180.0,0.35517578125,0.0,80,0.2,5.521451950073242,-5.726161515712738,0.022664066,-0.041744616042706184,11.649652375280857,0.0003,,,,,
12.520493507385254,18432,180.0,,,,,,,,,,,,,,,
13.592315673828125,19456,180.0,0.34228515625,0.0,90,0.2,5.593045234680176,-5.707883933186531,0.021364622,-0.0378070607985137,14.30790135115385,0.0003,,,,,
12.51693344116211,20480,180.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,10,13.43499319,290,70,180.0
14.320152282714844,21504,180.0,0.35859375,0.0,100,0.2,11.720484733581543,-5.665738987922668,0.023479728,-0.03617114125809166,12.674174892157316,0.0003,,,,,
13.16363525390625,22528,180.0,,,,,,,,,,,,,,,
14.288029670715332,23552,180.0,0.345703125,1.1920928955078125e-07,110,0.2,7.861522674560547,-5.619667021930217,0.020273283,-0.03614739373733755,16.803853456676006,0.0003,,,,,
14.562566757202148,24576,180.0,,,,,,,,,,,,,,,
