eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/value_loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/n_updates,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed
80.0,1038336,80.02496337890625,31.100101202726364,-0.008291843863844406,0.1,0.06728515625,3100,-3.760504988208413,31.537763595581055,3e-05,0.0030920925,0.0,,,,,
80.0,1040384,79.63473510742188,32.59498456865549,-0.0083999519891222,0.1,0.081884765625,3110,-3.761966374889016,19.308320999145508,3e-05,0.003070578,0.0,,,,,
80.0,1042432,82.07574462890625,30.928467655181883,-0.005432282188849058,0.1,0.0455078125,3120,-3.763588746637106,19.179576873779297,3e-05,0.0014626035,-1.1920928955078125e-07,,,,,
80.0,1044480,80.58321380615234,29.88499617278576,-0.005660112903569825,0.1,0.0505859375,3130,-3.7626296672970057,18.750404357910156,3e-05,0.0023793033,0.0,,,,,
80.0,1046528,76.05938720703125,29.051258347928524,-0.009299776384432334,0.1,0.100830078125,3140,-3.7615725923329593,26.45244789123535,3e-05,0.0032783248,0.0,,,,,
80.0,1048576,80.69403839111328,27.297057400643826,-0.006439864278945606,0.1,0.05341796875,3150,-3.7587288320064545,19.01204490661621,3e-05,0.0027525227,0.0,,,,,
,1048576,,,,,,,,,,,,79.62426187,80.0,143,120,1716
80.0,1050624,83.9564437866211,28.137577918171882,-0.00644787352939602,0.1,0.055126953125,3160,-3.7521168682724237,15.41396427154541,3e-05,0.0022665132,0.0,,,,,
80.0,1052672,80.62522888183594,30.16433240622282,-0.007111223417450674,0.1,0.0708984375,3170,-3.7509018808603285,18.649349212646484,3e-05,0.002694128,0.0,,,,,
80.0,1054720,78.40621948242188,28.47150052636862,-0.0065243130127782935,0.1,0.062548828125,3180,-3.7479507949203255,23.33124351501465,3e-05,0.0024728184,0.0,,,,,
80.0,1056768,77.92784118652344,28.273367123305796,-0.008447215537307784,0.1,0.08837890625,3190,-3.7480095993727445,18.972944259643555,3e-05,0.0029226174,0.0,,,,,
80.0,1058816,79.82391357421875,28.363116110861302,-0.008838066383032129,0.1,0.0951171875,3200,-3.7434978328645228,16.638240814208984,3e-05,0.0029510325,-1.1920928955078125e-07,,,,,
80.0,1060864,82.17747497558594,27.789355854690076,-0.007200105635274667,0.1,0.077099609375,3210,-3.74074124507606,18.351530075073242,3e-05,0.0019915947,0.0,,,,,
80.0,1062912,80.254638671875,30.524725680053233,-0.004675784734718036,0.1,0.049365234375,3220,-3.7406634870916604,30.00600814819336,3e-05,0.0023334373,0.0,,,,,
80.0,1064960,84.99665069580078,30.078580205142497,-0.006321635650238022,0.1,0.05927734375,3230,-3.7383825697004793,33.25935745239258,3e-05,0.0024891165,0.0,,,,,
80.0,1067008,83.48796081542969,28.230089846253396,-0.008209909959987272,0.1,0.077294921875,3240,-3.7369223587214946,29.314250946044922,3e-05,0.0028682947,0.0,,,,,
80.0,1069056,82.23039245605469,29.301197257637977,-0.006898073079355527,0.1,0.078759765625,3250,-3.73509967289865,20.2266902923584,3e-05,0.00263438,0.0,,,,,
,1069056,,,,,,,,,,,,80.64841253,80.0,145,130,1825
80.0,1071104,80.26423645019531,27.496263314783572,-0.004861812062154058,0.1,0.03974609375,3260,-3.731242449209094,15.258243560791016,3e-05,0.002420952,5.960464477539063e-08,,,,,
80.0,1073152,84.50982666015625,25.498826472461225,-0.005032265992485918,0.1,0.053955078125,3270,-3.7279792480170726,26.074817657470703,3e-05,0.0018749028,5.960464477539063e-08,,,,,
80.0,1075200,78.4429931640625,27.85804732143879,-0.008422690565930679,0.1,0.09404296875,3280,-3.7308019544929265,25.3978214263916,3e-05,0.002869654,0.0,,,,,
80.0,1077248,83.62767028808594,29.37648520320654,-0.008654018999368417,0.1,0.081494140625,3290,-3.730432854220271,20.62214469909668,3e-05,0.0033601548,0.0,,,,,
80.0,1079296,78.89006042480469,31.606888777017595,-0.0062617374162073245,0.1,0.063525390625,3300,-3.7296059776097534,36.279632568359375,3e-05,0.0022225522,-1.1920928955078125e-07,,,,,
80.0,1081344,78.2576904296875,28.79912105202675,-0.008026876891381107,0.1,0.079443359375,3310,-3.729412915185094,21.563112258911133,3e-05,0.0028293093,0.0,,,,,
80.0,1083392,78.91316986083984,29.753189693391324,-0.00648069813469192,0.1,0.05517578125,3320,-3.730378429219127,22.830368041992188,3e-05,0.0029074643,-1.1920928955078125e-07,,,,,
80.0,1085440,78.68402099609375,30.99565041810274,-0.0058082896284759045,0.1,0.0466796875,3330,-3.7296256240457297,23.918542861938477,3e-05,0.0022832963,0.0,,,,,
80.0,1087488,79.27297973632812,29.975015906989576,-0.006762975295714568,0.1,0.048876953125,3340,-3.7295456994324923,12.193906784057617,3e-05,0.0024308441,0.0,,,,,
80.0,1089536,77.62020874023438,27.382110512256624,-0.005694118532119319,0.1,0.049365234375,3350,-3.7289413038641213,15.449474334716797,3e-05,0.0023528996,0.0,,,,,
,1089536,,,,,,,,,,,,80.84714159999999,80.0,148,140,1934
80.0,1091584,79.05839538574219,30.06594222635031,-0.006106626574182883,0.1,0.064453125,3360,-3.725788240134716,24.67225456237793,3e-05,0.0025701462,0.0,,,,,
80.0,1093632,80.38041687011719,28.748741249740124,-0.004895553617097903,0.1,0.040185546875,3370,-3.7277708556503057,18.531227111816406,3e-05,0.0023729932,-1.1920928955078125e-07,,,,,
80.0,1095680,77.01089477539062,26.27242625951767,-0.006222361871914472,0.1,0.0591796875,3380,-3.730673307925463,20.435033798217773,3e-05,0.0025821533,0.0,,,,,
80.0,1097728,80.71409606933594,29.05005386173725,-0.006706768971343991,0.1,0.057568359375,3390,-3.729784106835723,25.82297134399414,3e-05,0.0024547323,0.0,,,,,
80.0,1099776,82.68949890136719,31.274015687406063,-0.006229050135880243,0.1,0.0525390625,3400,-3.7293837144970894,26.17728042602539,3e-05,0.0026957544,0.0,,,,,
80.0,1101824,80.51885986328125,28.257991284132004,-0.006031027043354698,0.1,0.03974609375,3410,-3.7307402227073907,20.066925048828125,3e-05,0.002543224,0.0,,,,,
80.0,1103872,78.45853424072266,29.744145837426185,-0.007357162635889836,0.1,0.077587890625,3420,-3.732734725624323,13.118571281433105,3e-05,0.0026625898,0.0,,,,,
80.0,1105920,81.38375091552734,27.044097031652928,-0.006880798231577501,0.1,0.060205078125,3430,-3.7320192895829676,23.12545394897461,3e-05,0.0026716916,0.0,,,,,
