eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/loss,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed
45.95378875732422,40.0,1024,,,,,,,,,,,,,,,
52.6551628112793,40.0,2048,,,,,,,,,,,,,,,
48.104286193847656,40.0,3072,0.0003,-6.3603850081563,-0.1117109044920653,10,0.575927734375,0.13064957,101.10896278619767,0.2,-0.00028443336486816406,30.466768264770508,,,,,
48.71286392211914,40.0,4096,,,,,,,,,,,,,,,
46.06121063232422,40.0,5120,0.0003,-6.30875418484211,-0.078705555642955,20,0.447705078125,0.08442401,117.12367088794709,0.2,-1.1920928955078125e-07,26.318544387817383,,,,,
44.93114471435547,40.0,6144,,,,,,,,,,,,,,,
53.44733810424805,40.0,7168,0.0003,-6.268833908438682,-0.08847455483628437,30,0.51240234375,0.10021692,92.31669738292695,0.2,0.0,30.5137939453125,,,,,
52.963706970214844,40.0,8192,,,,,,,,,,,,,,,
45.56667709350586,40.0,9216,0.0003,-6.221806736290455,-0.09017113747540861,40,0.5255859375,0.101436876,95.06333096027375,0.2,-1.1920928955078125e-07,33.94865036010742,,,,,
51.90177917480469,40.0,10240,,,,,,,,,,,,,,,
57.551048278808594,40.0,11264,0.0003,-6.1760881945490835,-0.08467638576403261,50,0.5423828125,0.110377565,75.05285989046097,0.2,0.0,23.956144332885742,,,,,
49.35784149169922,40.0,12288,,,,,,,,,,,,,,,
52.22621154785156,40.0,13312,0.0003,-6.105136749148369,-0.08616319770226255,60,0.542041015625,0.111378156,71.75597019195557,0.2,0.0,35.13615417480469,,,,,
48.339847564697266,40.0,14336,,,,,,,,,,,,,,,
45.41436004638672,40.0,15360,0.0003,-6.049659492075444,-0.08366976131219417,70,0.529150390625,0.11392109,70.4312068581581,0.2,0.0,25.51158905029297,,,,,
49.50144958496094,40.0,16384,,,,,,,,,,,,,,,
44.93565368652344,40.0,17408,0.0003,-5.970651488006115,-0.07379930763854645,80,0.531494140625,0.11595258,64.53495371341705,0.2,-1.1920928955078125e-07,20.164480209350586,,,,,
50.01268005371094,40.0,18432,,,,,,,,,,,,,,,
57.723331451416016,40.0,19456,0.0003,-5.915885776281357,-0.07507076341426,90,0.548828125,0.111504585,54.56702499389648,0.2,0.0,25.806171417236328,,,,,
53.36809539794922,40.0,20480,,,,,,,,,,,,,,,
,,20480,,,,,,,,,,,10,48.248460769999994,278,40.0,73
54.224891662597656,40.0,21504,0.0003,-5.864874473214149,-0.07511990667553618,100,0.543701171875,0.10674845,60.687540102005,0.2,5.960464477539063e-08,28.951339721679688,,,,,
54.33807373046875,40.0,22528,,,,,,,,,,,,,,,
48.215057373046875,40.0,23552,0.0003,-5.786398945748806,-0.07440196551615372,110,0.549169921875,0.10763785,55.8208128452301,0.2,5.960464477539063e-08,21.114990234375,,,,,
55.63429260253906,40.0,24576,,,,,,,,,,,,,,,
43.95774459838867,40.0,25600,0.0003,-5.70664828568697,-0.0679522920632735,120,0.522802734375,0.09312213,53.257976192235944,0.2,0.0,18.732666015625,,,,,
48.25065231323242,40.0,26624,,,,,,,,,,,,,,,
46.74614715576172,40.0,27648,0.0003,-5.627564848959446,-0.07064093883964233,130,0.548095703125,0.09408782,58.89897490739823,0.2,0.0,30.56525230407715,,,,,
50.06534957885742,40.0,28672,,,,,,,,,,,,,,,
51.94309997558594,40.0,29696,0.0003,-5.58285773396492,-0.0584167610766599,140,0.523095703125,0.08907845,35.037722784280774,0.2,-1.1920928955078125e-07,18.51837730407715,,,,,
45.554656982421875,40.0,30720,,,,,,,,,,,,,,,
58.242279052734375,40.0,31744,0.0003,-5.52460727840662,-0.06365227415808476,150,0.50419921875,0.098221496,56.957756674289705,0.2,0.0,25.966392517089844,,,,,
52.932823181152344,40.0,32768,,,,,,,,,,,,,,,
47.617279052734375,40.0,33792,0.0003,-5.442229202389717,-0.06795702843228354,160,0.5365234375,0.10205686,50.66628118753433,0.2,0.0,25.401416778564453,,,,,
49.85403060913086,40.0,34816,,,,,,,,,,,,,,,
